DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,European or Other,80-84,Female,3051,3047,"3,045","2,928","2,893","2,284",3084
Auckland,European or Other,80-84,Male,2562,2560,"2,556","2,465","2,431","1,859",2499
Auckland,European or Other,85-89,Female,1833,1829,"1,829","1,772","1,748","1,370",1875
Auckland,European or Other,85-89,Male,1244,1241,"1,239","1,205","1,191",950,1246
Auckland,European or Other,90+,Female,1526,1520,"1,520","1,478","1,460","1,157",1657
Auckland,European or Other,90+,Male,756,755,754,737,728,577,806
Auckland,Maori,12-17,Female,1557,1428,520,57,<5,<5,1801
Auckland,Maori,12-17,Male,1585,1451,542,55,<5,<5,1862
Auckland,Maori,18-24,Female,2384,2334,"2,333","1,036",<5,19,2471
Auckland,Maori,18-24,Male,2181,2110,"2,109",766,<5,9,2330
Auckland,Maori,25-29,Female,1617,1574,"1,574",832,<5,12,1797
Auckland,Maori,25-29,Male,1677,1635,"1,635",719,<5,9,1843
Auckland,Maori,30-34,Female,1399,1362,"1,361",765,<5,27,1588
Auckland,Maori,30-34,Male,1325,1284,"1,283",589,<5,14,1493
Auckland,Maori,35-39,Female,1025,997,997,591,<5,35,1180
Auckland,Maori,35-39,Male,1018,991,991,512,<5,14,1121
Auckland,Maori,40-44,Female,895,875,874,569,<5,49,1034
Auckland,Maori,40-44,Male,939,909,909,541,<5,35,1068
Auckland,Maori,45-49,Female,981,972,972,710,<5,84,1104
Auckland,Maori,45-49,Male,933,911,911,633,<5,77,1091
Auckland,Maori,5-11,Female,817,451,NA,NA,NA,NA,1964
Auckland,Maori,5-11,Male,905,501,NA,NA,NA,NA,2185
Auckland,Maori,50-54,Female,1029,1022,"1,022",796,773,265,1129
Auckland,Maori,50-54,Male,963,941,941,679,657,205,986
Auckland,Maori,55-59,Female,892,886,886,731,715,283,1000
Auckland,Maori,55-59,Male,869,859,859,678,662,242,982
Auckland,Maori,60-64,Female,801,799,799,684,671,293,816
Auckland,Maori,60-64,Male,729,725,725,630,616,271,726
Auckland,Maori,65-69,Female,572,566,566,508,498,289,574
Auckland,Maori,65-69,Male,433,432,432,398,386,220,433
Auckland,Maori,70-74,Female,353,352,352,330,329,208,343
Auckland,Maori,70-74,Male,315,315,315,299,292,187,292
Auckland,Maori,75-79,Female,185,183,183,166,164,107,167
Auckland,Maori,75-79,Male,145,145,145,140,138,96,157
Auckland,Maori,80-84,Female,112,112,112,109,107,65,118
Auckland,Maori,80-84,Male,80,80,80,74,72,44,74
Auckland,Maori,85-89,Female,50,50,50,49,48,30,53
Auckland,Maori,85-89,Male,31,31,31,29,29,19,28
Auckland,Maori,90+,Female,27,27,27,24,23,20,31
Auckland,Pacific Peoples,12-17,Female,2591,2384,886,93,<5,<5,3033
Auckland,Pacific Peoples,12-17,Male,2614,2389,871,81,<5,<5,3119
Auckland,Pacific Peoples,18-24,Female,3528,3488,"3,488","1,487",<5,16,3879
Auckland,Pacific Peoples,18-24,Male,3359,3264,"3,262","1,101",<5,8,3775
Auckland,Pacific Peoples,18-24,Unknown/Other,19,19,19,9,<5,<5,16
Auckland,Pacific Peoples,25-29,Female,2488,2439,"2,438","1,211",<5,15,2806
Auckland,Pacific Peoples,25-29,Male,2435,2373,"2,367",912,<5,12,2799
Auckland,Pacific Peoples,25-29,Unknown/Other,11,11,11,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2104,2064,"2,063","1,112",<5,40,2329
Auckland,Pacific Peoples,30-34,Male,2122,2063,"2,058",923,<5,21,2309
Auckland,Pacific Peoples,30-34,Unknown/Other,6,6,6,<5,<5,<5,5
Auckland,Pacific Peoples,35-39,Female,1643,1609,"1,609","1,004",<5,33,1848
Auckland,Pacific Peoples,35-39,Male,1675,1633,"1,633",850,<5,27,1843
Auckland,Pacific Peoples,40-44,Female,1637,1612,"1,612","1,107",<5,80,1813
Auckland,Pacific Peoples,40-44,Male,1595,1570,"1,569",952,<5,69,1796
Auckland,Pacific Peoples,45-49,Female,1581,1573,"1,572","1,121",<5,155,1763
Auckland,Pacific Peoples,45-49,Male,1544,1516,"1,515","1,045",<5,91,1745
Auckland,Pacific Peoples,5-11,Female,1365,625,NA,NA,NA,NA,3300
Auckland,Pacific Peoples,5-11,Male,1544,726,NA,NA,NA,NA,3538
Auckland,Pacific Peoples,50-54,Female,1613,1601,"1,599","1,238","1,193",283,1802
Auckland,Pacific Peoples,50-54,Male,1594,1577,"1,575","1,192","1,145",278,1740
Auckland,Pacific Peoples,55-59,Female,1612,1603,"1,600","1,270","1,223",342,1707
Auckland,Pacific Peoples,55-59,Male,1483,1466,"1,464","1,176","1,142",346,1535
Auckland,Pacific Peoples,60-64,Female,1270,1266,"1,265","1,080","1,044",389,1363
Auckland,Pacific Peoples,60-64,Male,1197,1193,"1,193",990,960,360,1272
Auckland,Pacific Peoples,65-69,Female,978,973,973,833,813,334,1014
Auckland,Pacific Peoples,65-69,Male,946,940,937,836,811,380,978
Auckland,Pacific Peoples,70-74,Female,742,739,739,633,617,289,734
Auckland,Pacific Peoples,70-74,Male,600,598,598,544,528,273,607
Auckland,Pacific Peoples,75-79,Female,471,471,471,397,387,165,514
Auckland,Pacific Peoples,75-79,Male,319,315,315,282,278,151,355
Auckland,Pacific Peoples,80-84,Female,310,305,304,251,240,99,357
Auckland,Pacific Peoples,80-84,Male,194,193,193,171,165,76,195
Auckland,Pacific Peoples,85-89,Female,167,164,164,138,136,51,183
Auckland,Pacific Peoples,85-89,Male,78,78,78,66,64,29,88
Auckland,Pacific Peoples,90+,Female,75,72,72,65,62,29,98
Auckland,Pacific Peoples,90+,Male,30,30,30,26,23,13,29
Auckland,Unknown,12-17,Female,128,120,41,11,<5,<5,64
Auckland,Unknown,12-17,Male,152,140,49,6,<5,<5,67
Auckland,Unknown,12-17,Unknown/Other,11,11,5,<5,<5,<5,12
Auckland,Unknown,18-24,Female,257,253,253,139,<5,<5,102
Auckland,Unknown,18-24,Male,311,300,300,131,<5,<5,116
Auckland,Unknown,18-24,Unknown/Other,36,35,35,21,<5,<5,45
Auckland,Unknown,25-29,Female,422,415,415,236,<5,<5,176
Auckland,Unknown,25-29,Male,509,493,493,263,<5,<5,195
Auckland,Unknown,25-29,Unknown/Other,65,64,64,39,<5,<5,76
Auckland,Unknown,30-34,Female,438,423,423,241,<5,19,153
Auckland,Unknown,30-34,Male,664,637,636,326,<5,13,217
Auckland,Unknown,30-34,Unknown/Other,90,86,86,53,<5,<5,97
Auckland,Unknown,35-39,Female,333,317,317,180,<5,9,125
Auckland,Unknown,35-39,Male,590,562,561,326,<5,14,234
Auckland,Unknown,35-39,Unknown/Other,53,51,51,35,<5,<5,53
Auckland,Unknown,40-44,Female,248,244,244,130,<5,6,111
Auckland,Unknown,40-44,Male,421,403,402,234,<5,<5,181
Auckland,Unknown,40-44,Unknown/Other,33,32,32,21,<5,<5,29
Auckland,Unknown,45-49,Female,172,168,168,92,<5,8,86
Auckland,Unknown,45-49,Male,386,365,365,221,<5,<5,176
Auckland,Unknown,45-49,Unknown/Other,27,24,24,19,<5,<5,19
Auckland,Unknown,5-11,Female,112,77,NA,NA,NA,NA,43
Auckland,Unknown,5-11,Male,114,64,NA,NA,NA,NA,49
Auckland,Unknown,50-54,Female,170,165,165,85,80,13,79
Auckland,Unknown,50-54,Male,320,304,304,179,172,25,180
Auckland,Unknown,50-54,Unknown/Other,20,18,18,12,12,<5,22
Auckland,Unknown,55-59,Female,154,147,147,82,78,11,71
Auckland,Unknown,55-59,Male,291,267,267,163,156,25,154
Auckland,Unknown,55-59,Unknown/Other,13,12,12,10,9,<5,9
Auckland,Unknown,60-64,Female,169,166,166,94,91,18,74
Auckland,Unknown,60-64,Male,200,192,192,99,98,24,119
Auckland,Unknown,60-64,Unknown/Other,9,9,9,5,5,<5,10
Auckland,Unknown,65-69,Female,103,98,98,60,59,21,67
Auckland,Unknown,65-69,Male,173,169,169,102,99,38,84
Auckland,Unknown,65-69,Unknown/Other,7,7,7,5,5,<5,7
Auckland,Unknown,70-74,Female,60,59,59,37,37,14,40
Auckland,Unknown,70-74,Male,87,85,85,53,51,22,43
Auckland,Unknown,75-79,Female,41,38,38,25,25,8,25
Auckland,Unknown,75-79,Male,34,33,33,22,22,11,21
Auckland,Unknown,80-84,Female,11,11,11,8,8,7,12
Auckland,Unknown,80-84,Male,13,12,12,9,9,8,13
Auckland,Unknown,85-89,Female,5,5,5,<5,<5,<5,6
Auckland,Unknown,85-89,Male,5,5,5,5,5,<5,5
Bay of Plenty,Asian,12-17,Female,622,578,198,24,<5,<5,652
Bay of Plenty,Asian,12-17,Male,666,624,211,21,<5,<5,736
Bay of Plenty,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,8
Bay of Plenty,Asian,18-24,Female,505,503,503,297,<5,<5,625
Bay of Plenty,Asian,18-24,Male,1074,1061,"1,061",395,<5,<5,1239
Bay of Plenty,Asian,25-29,Female,915,912,912,524,<5,10,1060
Bay of Plenty,Asian,25-29,Male,1633,1613,"1,611",600,<5,<5,1728
Bay of Plenty,Asian,30-34,Female,1422,1418,"1,418",919,<5,37,1436
Bay of Plenty,Asian,30-34,Male,1594,1564,"1,563",777,<5,15,1545
Bay of Plenty,Asian,35-39,Female,1156,1149,"1,149",772,<5,33,1154
Bay of Plenty,Asian,35-39,Male,1132,1116,"1,115",701,<5,22,1063
Bay of Plenty,Asian,40-44,Female,818,810,810,522,<5,24,824
Bay of Plenty,Asian,40-44,Male,830,824,824,550,<5,15,767
Bay of Plenty,Asian,40-44,Unknown/Other,9,9,9,<5,<5,<5,7
Bay of Plenty,Asian,45-49,Female,687,682,681,480,<5,28,700
Bay of Plenty,Asian,45-49,Male,600,595,595,428,<5,14,593
Bay of Plenty,Asian,5-11,Female,508,262,NA,NA,NA,NA,943
Bay of Plenty,Asian,5-11,Male,593,318,NA,NA,NA,NA,1111
Bay of Plenty,Asian,50-54,Female,479,477,476,362,345,44,455
Bay of Plenty,Asian,50-54,Male,446,440,440,323,303,20,410
Bay of Plenty,Asian,55-59,Female,359,355,355,271,264,55,388
Bay of Plenty,Asian,55-59,Male,270,269,269,205,200,20,278
Bay of Plenty,Asian,60-64,Female,330,330,330,250,245,52,340
Bay of Plenty,Asian,60-64,Male,207,206,206,158,153,26,210
Bay of Plenty,Asian,65-69,Female,254,252,252,197,193,63,265
Bay of Plenty,Asian,65-69,Male,196,193,193,161,158,41,206
Bay of Plenty,Asian,70-74,Female,184,184,184,149,146,60,196
Bay of Plenty,Asian,70-74,Male,135,132,132,111,111,44,150
Bay of Plenty,Asian,75-79,Female,85,85,85,65,65,26,82
Bay of Plenty,Asian,75-79,Male,80,80,80,61,60,17,79
Bay of Plenty,Asian,80-84,Female,49,49,49,38,37,15,55
Bay of Plenty,Asian,80-84,Male,50,50,50,39,39,16,42
Bay of Plenty,Asian,85-89,Female,15,15,15,9,8,<5,13
Bay of Plenty,Asian,85-89,Male,11,11,11,10,10,<5,17
Bay of Plenty,Asian,90+,Male,9,8,8,6,6,<5,5
Bay of Plenty,European or Other,12-17,Female,4757,4361,"1,601",145,<5,<5,5697
Bay of Plenty,European or Other,12-17,Male,4998,4610,"1,742",133,<5,<5,6047
Bay of Plenty,European or Other,18-24,Female,4604,4555,"4,554","2,125",<5,16,5210
Bay of Plenty,European or Other,18-24,Male,5008,4912,"4,911","1,577",<5,10,5664
Bay of Plenty,European or Other,18-24,Unknown/Other,7,7,7,<5,<5,<5,5
Bay of Plenty,European or Other,25-29,Female,3918,3855,"3,852","1,927",<5,19,4596
Bay of Plenty,European or Other,25-29,Male,3746,3654,"3,649","1,415",<5,14,4413
Bay of Plenty,European or Other,25-29,Unknown/Other,15,15,15,7,<5,<5,9
Bay of Plenty,European or Other,30-34,Female,4858,4772,"4,772","2,682",<5,101,5633
Bay of Plenty,European or Other,30-34,Male,4424,4333,"4,332","1,929",<5,30,5007
Bay of Plenty,European or Other,30-34,Unknown/Other,10,10,10,6,<5,<5,7
Bay of Plenty,European or Other,35-39,Female,4768,4687,"4,684","2,778",<5,91,5386
Bay of Plenty,European or Other,35-39,Male,4323,4233,"4,231","2,143",<5,56,4817
Bay of Plenty,European or Other,40-44,Female,4449,4384,"4,383","2,872",<5,123,5057
Bay of Plenty,European or Other,40-44,Male,4148,4072,"4,070","2,298",<5,60,4701
Bay of Plenty,European or Other,45-49,Female,4844,4804,"4,803","3,392",<5,204,5663
Bay of Plenty,European or Other,45-49,Male,4628,4565,"4,563","2,909",<5,100,5394
Bay of Plenty,European or Other,5-11,Female,2780,1306,NA,NA,NA,NA,6328
Bay of Plenty,European or Other,5-11,Male,2868,1356,NA,NA,NA,NA,6502
Bay of Plenty,European or Other,50-54,Female,5728,5673,"5,672","4,331","4,229",679,6317
Bay of Plenty,European or Other,50-54,Male,5328,5276,"5,274","3,668","3,605",461,5789
Bay of Plenty,European or Other,55-59,Female,5717,5687,"5,686","4,598","4,521","1,003",6525
Bay of Plenty,European or Other,55-59,Male,5329,5292,"5,291","4,040","3,971",739,6096
Bay of Plenty,European or Other,60-64,Female,6192,6145,"6,145","5,231","5,162","1,634",6742
Bay of Plenty,European or Other,60-64,Male,5816,5785,"5,781","4,731","4,684","1,212",6235
Bay of Plenty,European or Other,65-69,Female,6020,5985,"5,985","5,362","5,314","2,586",6539
Bay of Plenty,European or Other,65-69,Male,5571,5544,"5,541","4,867","4,816","2,213",6047
Bay of Plenty,European or Other,70-74,Female,5767,5750,"5,750","5,290","5,234","3,125",6220
Bay of Plenty,European or Other,70-74,Male,5378,5361,"5,361","4,925","4,884","2,819",5806
Bay of Plenty,European or Other,75-79,Female,4962,4951,"4,950","4,623","4,574","2,980",4910
Bay of Plenty,European or Other,75-79,Male,4545,4535,"4,534","4,291","4,239","2,744",4477
Bay of Plenty,European or Other,80-84,Female,3675,3671,"3,670","3,476","3,447","2,335",3699
Bay of Plenty,European or Other,80-84,Male,3114,3109,"3,108","2,960","2,935","2,033",3188
Bay of Plenty,European or Other,85-89,Female,1992,1984,"1,984","1,882","1,859","1,251",1993
Bay of Plenty,European or Other,85-89,Male,1531,1528,"1,528","1,462","1,446","1,032",1560
Bay of Plenty,European or Other,90+,Female,1262,1258,"1,258","1,205","1,193",760,1363
Bay of Plenty,European or Other,90+,Male,755,754,754,722,713,486,804
Bay of Plenty,Maori,12-17,Female,2874,2567,"1,020",37,<5,<5,3852
Bay of Plenty,Maori,12-17,Male,2955,2587,992,33,<5,<5,4086
Bay of Plenty,Maori,18-24,Female,2997,2845,"2,843",754,<5,8,3639
Bay of Plenty,Maori,18-24,Male,3098,2903,"2,903",582,<5,5,3710
Bay of Plenty,Maori,25-29,Female,1942,1858,"1,857",614,<5,<5,2517
Bay of Plenty,Maori,25-29,Male,1796,1671,"1,671",365,<5,<5,2317
Bay of Plenty,Maori,30-34,Female,1832,1754,"1,751",647,<5,17,2310
Bay of Plenty,Maori,30-34,Male,1693,1569,"1,568",444,<5,10,2115
Bay of Plenty,Maori,35-39,Female,1649,1588,"1,588",702,<5,21,1975
Bay of Plenty,Maori,35-39,Male,1466,1388,"1,387",472,<5,5,1803
Bay of Plenty,Maori,40-44,Female,1631,1581,"1,580",805,<5,39,1922
Bay of Plenty,Maori,40-44,Male,1437,1373,"1,373",599,<5,22,1731
Bay of Plenty,Maori,45-49,Female,1629,1593,"1,592",950,<5,58,1893
Bay of Plenty,Maori,45-49,Male,1411,1362,"1,362",687,<5,22,1698
Bay of Plenty,Maori,5-11,Female,1070,387,NA,NA,NA,NA,4654
Bay of Plenty,Maori,5-11,Male,1160,381,NA,NA,NA,NA,5057
Bay of Plenty,Maori,50-54,Female,1669,1634,"1,634","1,069","1,028",161,1864
Bay of Plenty,Maori,50-54,Male,1450,1403,"1,403",847,824,123,1647
Bay of Plenty,Maori,55-59,Female,1598,1577,"1,574","1,151","1,119",217,1810
Bay of Plenty,Maori,55-59,Male,1325,1303,"1,303",907,880,168,1522
Bay of Plenty,Maori,60-64,Female,1529,1513,"1,512","1,189","1,156",304,1600
Bay of Plenty,Maori,60-64,Male,1278,1261,"1,259","1,008",988,270,1328
Bay of Plenty,Maori,65-69,Female,1187,1173,"1,173",993,984,363,1231
Bay of Plenty,Maori,65-69,Male,950,940,939,811,802,313,988
Bay of Plenty,Maori,70-74,Female,800,792,790,700,688,324,808
Bay of Plenty,Maori,70-74,Male,704,695,695,630,621,267,733
Bay of Plenty,Maori,75-79,Female,459,455,455,400,396,165,467
Bay of Plenty,Maori,75-79,Male,391,390,390,357,350,176,383
Bay of Plenty,Maori,80-84,Female,290,286,286,253,248,120,304
Bay of Plenty,Maori,80-84,Male,210,209,209,195,193,96,194
Bay of Plenty,Maori,85-89,Female,129,127,127,108,107,50,133
Bay of Plenty,Maori,85-89,Male,78,78,78,70,69,31,84
Bay of Plenty,Maori,90+,Female,53,53,53,48,48,21,55
Bay of Plenty,Maori,90+,Male,16,16,16,16,16,8,21
Bay of Plenty,Pacific Peoples,12-17,Female,221,197,65,<5,<5,<5,256
Bay of Plenty,Pacific Peoples,12-17,Male,255,231,90,5,<5,<5,305
Bay of Plenty,Pacific Peoples,18-24,Female,254,249,249,94,<5,<5,292
Bay of Plenty,Pacific Peoples,18-24,Male,433,415,415,146,<5,<5,430
Bay of Plenty,Pacific Peoples,25-29,Female,209,206,206,98,<5,<5,231
Bay of Plenty,Pacific Peoples,25-29,Male,503,484,484,235,<5,<5,453
Bay of Plenty,Pacific Peoples,30-34,Female,206,201,201,107,<5,<5,225
Bay of Plenty,Pacific Peoples,30-34,Male,480,456,455,205,<5,<5,430
Bay of Plenty,Pacific Peoples,35-39,Female,171,159,159,92,<5,<5,173
Bay of Plenty,Pacific Peoples,35-39,Male,469,459,459,226,<5,<5,440
Bay of Plenty,Pacific Peoples,40-44,Female,166,164,163,98,<5,6,183
Bay of Plenty,Pacific Peoples,40-44,Male,384,375,375,188,<5,6,341
Bay of Plenty,Pacific Peoples,45-49,Female,163,159,159,108,<5,8,153
Bay of Plenty,Pacific Peoples,45-49,Male,266,260,260,143,<5,<5,225
Bay of Plenty,Pacific Peoples,5-11,Female,145,44,NA,NA,NA,NA,354
Bay of Plenty,Pacific Peoples,5-11,Male,127,46,NA,NA,NA,NA,350
Bay of Plenty,Pacific Peoples,50-54,Female,133,130,130,91,85,20,139
Bay of Plenty,Pacific Peoples,50-54,Male,189,186,186,112,105,7,188
Bay of Plenty,Pacific Peoples,55-59,Female,107,106,106,79,77,17,129
Bay of Plenty,Pacific Peoples,55-59,Male,115,112,112,73,70,12,96
Bay of Plenty,Pacific Peoples,60-64,Female,76,75,75,60,57,18,80
Bay of Plenty,Pacific Peoples,60-64,Male,77,74,74,55,54,15,94
Bay of Plenty,Pacific Peoples,65-69,Female,55,55,55,45,44,19,56
Bay of Plenty,Pacific Peoples,65-69,Male,62,61,61,54,54,28,66
Bay of Plenty,Pacific Peoples,70-74,Female,47,46,46,42,41,16,58
Bay of Plenty,Pacific Peoples,70-74,Male,38,38,38,33,33,14,34
Bay of Plenty,Pacific Peoples,75-79,Female,36,36,36,31,30,13,40
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,22,18,18,8,27
Bay of Plenty,Pacific Peoples,80-84,Female,18,18,18,15,13,8,14
Bay of Plenty,Pacific Peoples,80-84,Male,11,11,11,11,11,<5,12
Bay of Plenty,Unknown,12-17,Female,7,7,<5,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Female,10,8,8,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Male,22,20,20,9,<5,<5,18
Bay of Plenty,Unknown,25-29,Female,38,37,37,14,<5,<5,29
Bay of Plenty,Unknown,25-29,Male,57,55,55,26,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,33,33,33,14,<5,<5,23
Bay of Plenty,Unknown,30-34,Male,68,64,64,26,<5,<5,48
Bay of Plenty,Unknown,35-39,Female,15,14,14,10,<5,<5,17
Bay of Plenty,Unknown,35-39,Male,64,62,62,35,<5,<5,28
Bay of Plenty,Unknown,40-44,Female,21,19,19,10,<5,<5,17
Bay of Plenty,Unknown,40-44,Male,48,48,48,28,<5,<5,38
Bay of Plenty,Unknown,45-49,Female,10,9,9,<5,<5,<5,7
Bay of Plenty,Unknown,45-49,Male,47,46,46,29,<5,<5,35
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,<5,<5,6
Bay of Plenty,Unknown,50-54,Female,14,14,14,7,7,<5,11
Bay of Plenty,Unknown,50-54,Male,38,38,38,24,22,<5,20
Bay of Plenty,Unknown,55-59,Female,5,5,5,<5,<5,<5,9
Bay of Plenty,Unknown,55-59,Male,36,36,36,19,19,6,34
Bay of Plenty,Unknown,60-64,Female,18,17,17,6,6,<5,14
Bay of Plenty,Unknown,60-64,Male,29,28,28,17,17,<5,22
Bay of Plenty,Unknown,65-69,Male,21,21,21,12,12,6,13
Bay of Plenty,Unknown,70-74,Male,15,15,15,11,11,<5,22
Bay of Plenty,Unknown,75-79,Female,8,8,8,6,6,<5,6
Bay of Plenty,Unknown,75-79,Male,7,7,7,5,5,<5,6
Canterbury,Asian,12-17,Female,2315,2206,725,151,<5,<5,2482
Canterbury,Asian,12-17,Male,2476,2380,800,123,<5,<5,2709
Canterbury,Asian,12-17,Unknown/Other,5,5,<5,<5,<5,<5,6
Canterbury,Asian,18-24,Female,2639,2626,"2,625","1,814",<5,10,2856
