SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
103500,Kaikohe,Northland,5-11,652,177,76,NA,NA,NA,NA,27%,12%,NA,NA
103600,Pakaraka,Northland,12+,575,478,469,445,277,192,68,83%,82%,62%,35%
103600,Pakaraka,Northland,5-11,84,28,13,NA,NA,NA,NA,33%,15%,NA,NA
103700,Haruru,Northland,12+,"1,027",844,833,814,587,410,176,82%,81%,72%,43%
103700,Haruru,Northland,5-11,111,43,9,NA,NA,NA,NA,39%,8%,NA,NA
103800,Russell,Northland,12+,804,710,705,689,563,446,232,88%,88%,82%,52%
103900,Paihia,Northland,12+,"1,582","1,356","1,327","1,291",887,640,317,86%,84%,69%,50%
103900,Paihia,Northland,5-11,123,40,24,NA,NA,NA,NA,33%,20%,NA,NA
104000,Mataraua Forest,Northland,12+,484,368,346,326,178,130,42,76%,71%,55%,32%
104000,Mataraua Forest,Northland,5-11,63,17,11,NA,NA,NA,NA,27%,17%,NA,NA
104100,Matawaia-Taumarere,Northland,12+,"1,313","1,016",986,925,523,359,111,77%,75%,57%,31%
104100,Matawaia-Taumarere,Northland,5-11,191,58,10,NA,NA,NA,NA,30%,5%,NA,NA
104200,Russell Peninsula,Northland,12+,662,550,546,532,434,355,164,83%,82%,82%,46%
104300,Opua (Far North District),Northland,12+,"1,231","1,058","1,038","1,007",770,609,253,86%,84%,76%,42%
104300,Opua (Far North District),Northland,5-11,77,22,10,NA,NA,NA,NA,29%,13%,NA,NA
104400,Russell Forest-Rawhiti,Northland,12+,654,558,540,518,351,281,114,85%,83%,68%,41%
104400,Russell Forest-Rawhiti,Northland,5-11,74,13,Masked,NA,NA,NA,NA,18%,<5%,NA,NA
104500,Moerewa,Northland,12+,"1,372","1,117","1,067",987,526,316,102,81%,78%,53%,32%
104500,Moerewa,Northland,5-11,241,38,11,NA,NA,NA,NA,16%,<5%,NA,NA
104600,Kawakawa,Northland,12+,"1,260","1,073","1,029",970,566,338,114,85%,82%,58%,34%
104600,Kawakawa,Northland,5-11,188,51,18,NA,NA,NA,NA,27%,10%,NA,NA
104700,Maromaku,Northland,12+,635,485,470,443,251,172,49,76%,74%,57%,28%
104700,Maromaku,Northland,5-11,120,29,8,NA,NA,NA,NA,24%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,666","1,359","1,322","1,233",690,435,134,82%,79%,56%,31%
104800,Mangakahia-Hukerenui,Northland,5-11,225,70,24,NA,NA,NA,NA,31%,11%,NA,NA
104900,Whangaruru,Northland,12+,"2,328","1,926","1,883","1,796","1,144",820,267,83%,81%,64%,33%
104900,Whangaruru,Northland,5-11,263,86,20,NA,NA,NA,NA,33%,8%,NA,NA
105100,Matarau,Northland,12+,"2,917","2,522","2,489","2,317","1,634","1,002",409,86%,85%,71%,41%
105100,Matarau,Northland,5-11,364,182,88,NA,NA,NA,NA,50%,24%,NA,NA
105200,Hikurangi,Northland,12+,"1,257","1,050","1,015",945,542,295,91,84%,81%,57%,31%
105200,Hikurangi,Northland,5-11,220,71,36,NA,NA,NA,NA,32%,16%,NA,NA
105300,Kauri,Northland,12+,"1,598","1,384","1,367","1,290",948,650,254,87%,86%,73%,39%
105300,Kauri,Northland,5-11,189,76,35,NA,NA,NA,NA,40%,19%,NA,NA
105400,Maungatapere,Northland,12+,"3,186","2,712","2,681","2,540","1,808","1,190",428,85%,84%,71%,36%
105400,Maungatapere,Northland,5-11,362,166,97,NA,NA,NA,NA,46%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,001","1,762","1,745","1,654","1,164",744,339,88%,87%,70%,46%
105500,Kamo West,Northland,5-11,210,116,52,NA,NA,NA,NA,55%,25%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,665","1,442","1,418","1,356",992,730,333,87%,85%,73%,46%
105600,Matapouri-Tutukaka,Northland,5-11,130,67,42,NA,NA,NA,NA,52%,32%,NA,NA
105700,Kiripaka,Northland,12+,946,807,792,750,512,321,151,85%,84%,68%,47%
105700,Kiripaka,Northland,5-11,117,63,30,NA,NA,NA,NA,54%,26%,NA,NA
105800,Kamo East,Northland,12+,"2,559","2,259","2,205","2,072","1,298",671,259,88%,86%,63%,39%
105800,Kamo East,Northland,5-11,411,162,66,NA,NA,NA,NA,39%,16%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,950","2,668","2,635","2,505","1,934","1,341",706,90%,89%,77%,53%
105900,Granfield Reserve,Northland,5-11,284,155,66,NA,NA,NA,NA,55%,23%,NA,NA
106000,Kamo Central,Northland,12+,"1,480","1,311","1,288","1,223",815,458,209,89%,87%,67%,46%
106000,Kamo Central,Northland,5-11,228,110,44,NA,NA,NA,NA,48%,19%,NA,NA
106100,Whau Valley,Northland,12+,"2,564","2,248","2,217","2,124","1,553",961,414,88%,86%,73%,43%
106100,Whau Valley,Northland,5-11,258,108,58,NA,NA,NA,NA,42%,22%,NA,NA
106200,Tikipunga North,Northland,12+,"3,071","2,735","2,687","2,558","1,815","1,183",610,89%,87%,71%,52%
106200,Tikipunga North,Northland,5-11,410,149,51,NA,NA,NA,NA,36%,12%,NA,NA
106300,Pukenui,Northland,12+,"2,119","1,931","1,921","1,814","1,381",897,365,91%,91%,76%,41%
106300,Pukenui,Northland,5-11,243,167,98,NA,NA,NA,NA,69%,40%,NA,NA
106400,Otangarei,Northland,12+,"1,793","1,420","1,329","1,244",633,390,115,79%,74%,51%,29%
106400,Otangarei,Northland,5-11,319,60,12,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,328","2,945","2,890","2,746","1,829","1,182",545,88%,87%,67%,46%
106500,Tikipunga South,Northland,5-11,415,155,52,NA,NA,NA,NA,37%,13%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,039","2,726","2,689","2,601","1,891","1,242",594,90%,88%,73%,48%
106600,Kensington (Whangarei District),Northland,5-11,238,91,39,NA,NA,NA,NA,38%,16%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,239","1,113","1,101","1,059",736,501,205,90%,89%,69%,41%
106700,Abbey Caves-Glenbervie,Northland,5-11,127,53,28,NA,NA,NA,NA,42%,22%,NA,NA
106800,Mairtown,Northland,12+,"2,232","2,000","1,981","1,908","1,441",944,438,90%,89%,76%,46%
106800,Mairtown,Northland,5-11,198,101,42,NA,NA,NA,NA,51%,21%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,032","2,687","2,655","2,536","1,927","1,099",500,89%,88%,76%,45%
106900,Maunu-Horahora,Northland,5-11,341,164,90,NA,NA,NA,NA,48%,26%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,559","2,219","2,175","2,091","1,440",762,331,87%,85%,69%,43%
107000,Woodhill-Vinetown,Northland,5-11,220,95,39,NA,NA,NA,NA,43%,18%,NA,NA
107100,Whangarei Central,Northland,12+,"1,034",905,890,861,601,400,144,88%,86%,70%,36%
107100,Whangarei Central,Northland,5-11,56,22,7,NA,NA,NA,NA,39%,12%,NA,NA
107200,Riverside,Northland,12+,"1,944","1,701","1,678","1,619","1,150",720,275,88%,86%,71%,38%
107200,Riverside,Northland,5-11,179,80,34,NA,NA,NA,NA,45%,19%,NA,NA
107300,Raumanga,Northland,12+,"2,789","2,353","2,248","2,109","1,171",639,233,84%,81%,56%,36%
107300,Raumanga,Northland,5-11,467,130,42,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,628","1,346","1,305","1,223",682,373,94,83%,80%,56%,25%
107400,Tarewa,Northland,5-11,288,85,33,NA,NA,NA,NA,30%,11%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,041","1,779","1,733","1,660","1,028",517,202,87%,85%,62%,39%
107500,Morningside (Whangarei District),Northland,5-11,222,82,34,NA,NA,NA,NA,37%,15%,NA,NA
107600,Ngunguru,Northland,12+,"1,088",952,941,889,674,460,216,88%,86%,76%,47%
107600,Ngunguru,Northland,5-11,128,60,28,NA,NA,NA,NA,47%,22%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,228","1,035","1,008",958,646,394,142,84%,82%,67%,36%
107700,Otaika-Portland,Northland,5-11,135,61,23,NA,NA,NA,NA,45%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,047","1,758","1,734","1,639","1,128",786,254,86%,85%,69%,32%
107800,Oakleigh-Mangapai,Northland,5-11,223,95,49,NA,NA,NA,NA,43%,22%,NA,NA
107900,Port-Limeburners,Northland,12+,210,176,171,168,102,62,17,84%,81%,61%,27%
108000,Pataua,Northland,12+,"1,582","1,304","1,276","1,212",787,553,201,82%,81%,65%,36%
108000,Pataua,Northland,5-11,196,69,29,NA,NA,NA,NA,35%,15%,NA,NA
108100,Onerahi Park,Northland,12+,"1,440","1,294","1,279","1,219",920,609,279,90%,89%,75%,46%
108100,Onerahi Park,Northland,5-11,168,92,54,NA,NA,NA,NA,55%,32%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,086","1,830","1,797","1,704","1,153",705,283,88%,86%,68%,40%
108200,Sherwood Rise,Northland,5-11,265,91,33,NA,NA,NA,NA,34%,12%,NA,NA
108300,Onerahi,Northland,12+,"2,132","1,803","1,766","1,681","1,146",780,362,85%,83%,68%,46%
108300,Onerahi,Northland,5-11,237,75,35,NA,NA,NA,NA,32%,15%,NA,NA
108500,Parua Bay,Northland,12+,"2,373","2,108","2,091","1,984","1,550","1,101",532,89%,88%,78%,48%
108500,Parua Bay,Northland,5-11,247,142,71,NA,NA,NA,NA,57%,29%,NA,NA
108600,Bream Bay,Northland,12+,"2,020","1,739","1,705","1,608","1,078",767,265,86%,84%,67%,35%
108600,Bream Bay,Northland,5-11,238,91,35,NA,NA,NA,NA,38%,15%,NA,NA
108700,Marsden Bay,Northland,12+,"2,523","2,317","2,299","2,209","1,714","1,246",656,92%,91%,78%,53%
108700,Marsden Bay,Northland,5-11,253,109,60,NA,NA,NA,NA,43%,24%,NA,NA
108800,Ruakaka,Northland,12+,"2,486","2,205","2,169","2,074","1,457","1,057",529,89%,87%,70%,50%
108800,Ruakaka,Northland,5-11,265,81,25,NA,NA,NA,NA,31%,9%,NA,NA
108900,Bream Head,Northland,12+,"1,260","1,124","1,113","1,081",826,603,318,89%,88%,76%,53%
108900,Bream Head,Northland,5-11,137,68,31,NA,NA,NA,NA,50%,23%,NA,NA
109000,Waipu,Northland,12+,"2,934","2,524","2,497","2,425","1,798","1,396",628,86%,85%,74%,45%
109000,Waipu,Northland,5-11,230,77,42,NA,NA,NA,NA,33%,18%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,366","2,648","2,572","2,477","1,513","1,088",331,79%,76%,61%,30%
109100,Kaipara Coastal,Northland,5-11,353,104,46,NA,NA,NA,NA,29%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,620","1,328","1,305","1,255",761,507,136,82%,81%,61%,27%
109200,Maungaru,Northland,5-11,158,63,20,NA,NA,NA,NA,40%,13%,NA,NA
109300,Dargaville,Northland,12+,"4,369","3,653","3,542","3,409","2,181","1,549",584,84%,81%,64%,38%
109300,Dargaville,Northland,5-11,456,124,69,NA,NA,NA,NA,27%,15%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,224","1,831","1,785","1,715","1,130",856,279,82%,80%,66%,33%
109400,Ruawai-Matakohe,Northland,5-11,269,72,28,NA,NA,NA,NA,27%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,634","1,294","1,261","1,218",822,617,168,79%,77%,67%,27%
109500,Otamatea (Kaipara District),Northland,5-11,167,55,18,NA,NA,NA,NA,33%,11%,NA,NA
109600,Maungaturoto,Northland,12+,"1,105",950,922,877,572,384,125,86%,83%,65%,33%
109600,Maungaturoto,Northland,5-11,138,58,19,NA,NA,NA,NA,42%,14%,NA,NA
109700,Kaiwaka,Northland,12+,"2,137","1,659","1,618","1,547",977,652,204,78%,76%,63%,31%
109700,Kaiwaka,Northland,5-11,229,74,33,NA,NA,NA,NA,32%,14%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,384","1,893","1,861","1,810","1,226",947,367,79%,78%,68%,39%
109800,Mangawhai Rural,Northland,5-11,271,86,38,NA,NA,NA,NA,32%,14%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,218","1,926","1,898","1,846","1,339","1,005",480,87%,86%,73%,48%
109900,Mangawhai Heads,Northland,5-11,212,64,26,NA,NA,NA,NA,30%,12%,NA,NA
110100,Mangawhai,Northland,12+,"1,002",886,875,844,623,473,220,88%,87%,74%,47%
110100,Mangawhai,Northland,5-11,120,41,19,NA,NA,NA,NA,34%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,331","1,117","1,096","1,045",638,445,153,84%,82%,61%,34%
110200,Okahukura Peninsula,Waitemata,5-11,156,51,25,NA,NA,NA,NA,33%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,320","2,776","2,729","2,636","1,802","1,284",560,84%,82%,68%,44%
110400,Cape Rodney,Waitemata,5-11,332,144,71,NA,NA,NA,NA,43%,21%,NA,NA
110500,Wellsford,Waitemata,12+,"1,726","1,443","1,413","1,344",812,468,171,84%,82%,60%,37%
110500,Wellsford,Waitemata,5-11,191,63,34,NA,NA,NA,NA,33%,18%,NA,NA
110700,South Head,Waitemata,12+,"2,373","2,052","2,009","1,914","1,271",836,366,86%,85%,66%,44%
110700,South Head,Waitemata,5-11,259,107,48,NA,NA,NA,NA,41%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,840","1,521","1,497","1,412",821,501,154,83%,81%,58%,31%
110800,Kaipara Hills,Waitemata,5-11,221,91,45,NA,NA,NA,NA,41%,20%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,505","1,287","1,269","1,215",903,606,296,86%,84%,74%,49%
110900,Dome Valley-Matakana,Waitemata,5-11,163,109,60,NA,NA,NA,NA,67%,37%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,409","2,199","2,177","2,084","1,570","1,095",671,91%,90%,75%,61%
111100,Warkworth West,Waitemata,5-11,211,93,53,NA,NA,NA,NA,44%,25%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,517","3,036","2,996","2,858","1,934","1,274",525,86%,85%,68%,41%
111200,Puhoi Valley,Waitemata,5-11,306,146,72,NA,NA,NA,NA,48%,24%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,344","2,999","2,983","2,854","2,101","1,260",692,90%,89%,74%,55%
111300,Warkworth East,Waitemata,5-11,361,173,98,NA,NA,NA,NA,48%,27%,NA,NA
111400,Sandspit,Waitemata,12+,963,859,846,814,631,499,239,89%,88%,78%,48%
111400,Sandspit,Waitemata,5-11,64,27,20,NA,NA,NA,NA,42%,31%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,035","1,857","1,841","1,755","1,346","1,029",542,91%,90%,77%,53%
111500,Tawharanui Peninsula,Waitemata,5-11,161,100,54,NA,NA,NA,NA,62%,34%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,233","1,992","1,961","1,858","1,216",714,273,89%,88%,65%,38%
111600,Te Kuru,Waitemata,5-11,274,135,49,NA,NA,NA,NA,49%,18%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,292","2,921","2,900","2,766","2,047","1,462",780,89%,88%,74%,53%
111700,Snells Beach,Waitemata,5-11,362,169,80,NA,NA,NA,NA,47%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,992,807,794,777,569,420,231,81%,80%,73%,55%
111800,Barrier Islands,Auckland,5-11,87,23,11,NA,NA,NA,NA,26%,13%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,175","1,004",992,960,748,615,325,85%,84%,78%,53%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,81,32,12,NA,NA,NA,NA,40%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,693","1,462","1,449","1,371",949,627,256,86%,86%,69%,41%
112100,Wainui-Waiwera,Waitemata,5-11,157,65,29,NA,NA,NA,NA,41%,18%,NA,NA
112200,Parakai,Waitemata,12+,913,799,785,730,476,271,132,88%,86%,65%,49%
112200,Parakai,Waitemata,5-11,116,62,40,NA,NA,NA,NA,53%,34%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,515","1,340","1,326","1,261",869,516,199,88%,88%,69%,39%
112300,Helensville Rural,Waitemata,5-11,138,66,41,NA,NA,NA,NA,48%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,469","2,219","2,185","2,075","1,419",796,348,90%,88%,68%,44%
112400,Helensville,Waitemata,5-11,325,167,100,NA,NA,NA,NA,51%,31%,NA,NA
112500,Waitoki,Waitemata,12+,"1,491","1,316","1,300","1,228",797,502,179,88%,87%,65%,36%
112500,Waitoki,Waitemata,5-11,160,80,35,NA,NA,NA,NA,50%,22%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,539","1,384","1,367","1,279",839,516,175,90%,89%,66%,34%
112600,Waikoukou Valley,Waitemata,5-11,141,68,38,NA,NA,NA,NA,48%,27%,NA,NA
112700,Orewa North,Waitemata,12+,"4,631","4,266","4,239","4,062","3,240","2,232","1,367",92%,92%,80%,61%
112700,Orewa North,Waitemata,5-11,404,245,167,NA,NA,NA,NA,61%,41%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,351","1,216","1,209","1,160",831,504,226,90%,89%,72%,45%
112800,Hatfields Beach,Waitemata,5-11,139,86,49,NA,NA,NA,NA,62%,35%,NA,NA
112900,Orewa South,Waitemata,12+,"3,816","3,553","3,537","3,425","2,736","1,916","1,122",93%,93%,80%,59%
112900,Orewa South,Waitemata,5-11,291,174,109,NA,NA,NA,NA,60%,37%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,065","2,791","2,772","2,695","2,159","1,657",910,91%,90%,80%,55%
113000,Orewa Central,Waitemata,5-11,176,106,62,NA,NA,NA,NA,60%,35%,NA,NA
113100,Millwater North,Waitemata,12+,"3,118","2,846","2,817","2,662","1,967",952,432,91%,90%,74%,45%
113100,Millwater North,Waitemata,5-11,595,357,207,NA,NA,NA,NA,60%,35%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,256","1,106","1,095","1,033",697,417,167,88%,87%,67%,40%
113200,Waipatukahu,Waitemata,5-11,128,77,39,NA,NA,NA,NA,60%,30%,NA,NA
113300,Millwater South,Waitemata,12+,"3,370","3,100","3,070","2,875","1,956",739,275,92%,91%,68%,37%
113300,Millwater South,Waitemata,5-11,673,418,243,NA,NA,NA,NA,62%,36%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,677","2,413","2,387","2,293","1,463",606,223,90%,89%,64%,37%
113400,Dairy Flat North,Waitemata,5-11,285,156,87,NA,NA,NA,NA,55%,31%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,358","1,200","1,193","1,136",732,433,158,88%,88%,64%,36%
113500,Dairy Flat West,Waitemata,5-11,124,61,30,NA,NA,NA,NA,49%,24%,NA,NA
113600,Kingsway,Waitemata,12+,"2,121","1,895","1,874","1,741","1,224",648,264,89%,88%,70%,41%
113600,Kingsway,Waitemata,5-11,260,168,85,NA,NA,NA,NA,65%,33%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,648,601,594,572,373,148,53,93%,92%,65%,36%
113800,Silverdale Central (Auckland),Waitemata,5-11,67,42,18,NA,NA,NA,NA,63%,27%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,731","2,435","2,411","2,316","1,836","1,227",750,89%,88%,79%,61%
113900,Red Beach West,Waitemata,5-11,223,116,64,NA,NA,NA,NA,52%,29%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,614","3,313","3,286","3,136","2,312","1,485",711,92%,91%,74%,48%
114000,Red Beach East,Waitemata,5-11,352,196,96,NA,NA,NA,NA,56%,27%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,770","1,571","1,551","1,473",973,553,223,89%,88%,66%,40%
114100,Silverdale South (Auckland),Waitemata,5-11,192,104,32,NA,NA,NA,NA,54%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,252","1,153","1,144","1,082",756,421,212,92%,91%,70%,50%
114200,Waimauku,Waitemata,5-11,145,85,41,NA,NA,NA,NA,59%,28%,NA,NA
114300,Gulf Islands,Waitemata,12+,43,35,35,33,26,26,12,81%,81%,79%,46%
114400,Vipond,Waitemata,12+,"2,552","2,322","2,308","2,216","1,590",944,506,91%,90%,72%,54%
