SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
106000,Kamo Central,Northland,12+,"1,471","1,306","1,284","1,213",814,460,198,89%,87%,67%,43%
106000,Kamo Central,Northland,5-11,232,114,44,NA,NA,NA,NA,49%,19%,NA,NA
106100,Whau Valley,Northland,12+,"2,574","2,272","2,243","2,150","1,566",961,364,88%,87%,73%,38%
106100,Whau Valley,Northland,5-11,259,108,56,NA,NA,NA,NA,42%,22%,NA,NA
106200,Tikipunga North,Northland,12+,"3,072","2,734","2,687","2,551","1,811","1,175",580,89%,87%,71%,49%
106200,Tikipunga North,Northland,5-11,412,149,51,NA,NA,NA,NA,36%,12%,NA,NA
106300,Pukenui,Northland,12+,"2,111","1,923","1,913","1,800","1,375",892,347,91%,91%,76%,39%
106300,Pukenui,Northland,5-11,241,166,95,NA,NA,NA,NA,69%,39%,NA,NA
106400,Otangarei,Northland,12+,"1,799","1,427","1,333","1,248",641,381,112,79%,74%,51%,29%
106400,Otangarei,Northland,5-11,318,59,12,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,336","2,955","2,899","2,747","1,834","1,170",526,89%,87%,67%,45%
106500,Tikipunga South,Northland,5-11,415,155,51,NA,NA,NA,NA,37%,12%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,047","2,732","2,691","2,600","1,878","1,231",564,90%,88%,72%,46%
106600,Kensington (Whangarei District),Northland,5-11,242,89,39,NA,NA,NA,NA,37%,16%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,229","1,106","1,094","1,047",734,497,191,90%,89%,70%,38%
106700,Abbey Caves-Glenbervie,Northland,5-11,124,51,26,NA,NA,NA,NA,41%,21%,NA,NA
106800,Mairtown,Northland,12+,"2,250","2,017","1,999","1,924","1,454",943,415,90%,89%,76%,44%
106800,Mairtown,Northland,5-11,201,102,43,NA,NA,NA,NA,51%,21%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,030","2,693","2,661","2,536","1,933","1,085",470,89%,88%,76%,43%
106900,Maunu-Horahora,Northland,5-11,336,158,83,NA,NA,NA,NA,47%,25%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,581","2,246","2,202","2,114","1,454",765,313,87%,85%,69%,41%
107000,Woodhill-Vinetown,Northland,5-11,224,94,39,NA,NA,NA,NA,42%,17%,NA,NA
107100,Whangarei Central,Northland,12+,"1,033",904,888,858,600,397,128,88%,86%,70%,32%
107100,Whangarei Central,Northland,5-11,54,21,7,NA,NA,NA,NA,39%,13%,NA,NA
107200,Riverside,Northland,12+,"1,942","1,698","1,675","1,615","1,144",710,255,87%,86%,71%,36%
107200,Riverside,Northland,5-11,179,80,34,NA,NA,NA,NA,45%,19%,NA,NA
107300,Raumanga,Northland,12+,"2,806","2,364","2,258","2,111","1,170",626,216,84%,80%,55%,35%
107300,Raumanga,Northland,5-11,465,130,42,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,615","1,332","1,287","1,203",674,364,90,82%,80%,56%,25%
107400,Tarewa,Northland,5-11,288,85,35,NA,NA,NA,NA,30%,12%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,026","1,770","1,725","1,650","1,021",510,188,87%,85%,62%,37%
107500,Morningside (Whangarei District),Northland,5-11,223,84,32,NA,NA,NA,NA,38%,14%,NA,NA
107600,Ngunguru,Northland,12+,"1,084",953,942,887,671,453,201,88%,87%,76%,44%
107600,Ngunguru,Northland,5-11,126,60,28,NA,NA,NA,NA,48%,22%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,226","1,029","1,003",952,640,385,132,84%,82%,67%,34%
107700,Otaika-Portland,Northland,5-11,136,62,23,NA,NA,NA,NA,46%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,052","1,764","1,742","1,647","1,132",781,236,86%,85%,69%,30%
107800,Oakleigh-Mangapai,Northland,5-11,223,94,49,NA,NA,NA,NA,42%,22%,NA,NA
107900,Port-Limeburners,Northland,12+,206,173,169,167,100,62,15,84%,82%,60%,24%
108000,Pataua,Northland,12+,"1,570","1,296","1,269","1,205",784,547,189,83%,81%,65%,35%
108000,Pataua,Northland,5-11,195,70,29,NA,NA,NA,NA,36%,15%,NA,NA
108100,Onerahi Park,Northland,12+,"1,428","1,285","1,270","1,210",915,592,265,90%,89%,76%,45%
108100,Onerahi Park,Northland,5-11,165,91,53,NA,NA,NA,NA,55%,32%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,086","1,834","1,800","1,706","1,154",694,268,88%,86%,68%,39%
108200,Sherwood Rise,Northland,5-11,268,90,33,NA,NA,NA,NA,34%,12%,NA,NA
108300,Onerahi,Northland,12+,"2,143","1,815","1,777","1,690","1,150",779,342,85%,83%,68%,44%
108300,Onerahi,Northland,5-11,237,76,33,NA,NA,NA,NA,32%,14%,NA,NA
108500,Parua Bay,Northland,12+,"2,363","2,103","2,086","1,977","1,549","1,096",492,89%,88%,78%,45%
108500,Parua Bay,Northland,5-11,244,142,70,NA,NA,NA,NA,58%,29%,NA,NA
108600,Bream Bay,Northland,12+,"2,018","1,734","1,701","1,600","1,076",761,239,86%,84%,67%,31%
108600,Bream Bay,Northland,5-11,240,92,36,NA,NA,NA,NA,38%,15%,NA,NA
108700,Marsden Bay,Northland,12+,"2,524","2,320","2,301","2,201","1,711","1,233",618,92%,91%,78%,50%
108700,Marsden Bay,Northland,5-11,250,107,57,NA,NA,NA,NA,43%,23%,NA,NA
108800,Ruakaka,Northland,12+,"2,487","2,212","2,174","2,072","1,454","1,045",484,89%,87%,70%,46%
108800,Ruakaka,Northland,5-11,262,81,25,NA,NA,NA,NA,31%,10%,NA,NA
108900,Bream Head,Northland,12+,"1,256","1,119","1,110","1,076",822,599,296,89%,88%,76%,49%
108900,Bream Head,Northland,5-11,138,68,30,NA,NA,NA,NA,49%,22%,NA,NA
109000,Waipu,Northland,12+,"2,935","2,531","2,503","2,425","1,799","1,386",586,86%,85%,74%,42%
109000,Waipu,Northland,5-11,228,77,42,NA,NA,NA,NA,34%,18%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,366","2,655","2,581","2,478","1,511","1,077",304,79%,77%,61%,28%
109100,Kaipara Coastal,Northland,5-11,352,104,46,NA,NA,NA,NA,30%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,621","1,331","1,307","1,256",759,497,123,82%,81%,60%,25%
109200,Maungaru,Northland,5-11,159,63,19,NA,NA,NA,NA,40%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,370","3,654","3,546","3,411","2,188","1,535",538,84%,81%,64%,35%
109300,Dargaville,Northland,5-11,456,124,67,NA,NA,NA,NA,27%,15%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,222","1,829","1,784","1,712","1,133",849,270,82%,80%,66%,32%
109400,Ruawai-Matakohe,Northland,5-11,267,73,28,NA,NA,NA,NA,27%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,637","1,295","1,262","1,221",826,611,157,79%,77%,68%,26%
109500,Otamatea (Kaipara District),Northland,5-11,164,54,18,NA,NA,NA,NA,33%,11%,NA,NA
109600,Maungaturoto,Northland,12+,"1,102",948,922,873,570,377,114,86%,84%,65%,30%
109600,Maungaturoto,Northland,5-11,136,58,19,NA,NA,NA,NA,43%,14%,NA,NA
109700,Kaiwaka,Northland,12+,"2,137","1,658","1,615","1,544",969,642,191,78%,76%,63%,30%
109700,Kaiwaka,Northland,5-11,230,74,33,NA,NA,NA,NA,32%,14%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,376","1,889","1,858","1,809","1,228",945,342,80%,78%,68%,36%
109800,Mangawhai Rural,Northland,5-11,269,83,36,NA,NA,NA,NA,31%,13%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,212","1,930","1,899","1,846","1,335","1,003",451,87%,86%,72%,45%
109900,Mangawhai Heads,Northland,5-11,216,68,28,NA,NA,NA,NA,31%,13%,NA,NA
110100,Mangawhai,Northland,12+,996,882,871,837,619,470,211,89%,87%,74%,45%
110100,Mangawhai,Northland,5-11,118,39,19,NA,NA,NA,NA,33%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,350","1,132","1,112","1,059",646,452,137,84%,82%,61%,30%
110200,Okahukura Peninsula,Waitemata,5-11,151,51,25,NA,NA,NA,NA,34%,17%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,305","2,778","2,731","2,631","1,808","1,276",497,84%,83%,69%,39%
110400,Cape Rodney,Waitemata,5-11,325,143,71,NA,NA,NA,NA,44%,22%,NA,NA
110500,Wellsford,Waitemata,12+,"1,721","1,440","1,409","1,337",810,462,151,84%,82%,61%,33%
110500,Wellsford,Waitemata,5-11,195,62,34,NA,NA,NA,NA,32%,17%,NA,NA
110700,South Head,Waitemata,12+,"2,362","2,039","1,997","1,898","1,266",824,332,86%,85%,67%,40%
110700,South Head,Waitemata,5-11,263,111,50,NA,NA,NA,NA,42%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,837","1,522","1,498","1,410",818,494,136,83%,82%,58%,28%
110800,Kaipara Hills,Waitemata,5-11,222,92,46,NA,NA,NA,NA,41%,21%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,492","1,281","1,263","1,208",894,602,264,86%,85%,74%,44%
110900,Dome Valley-Matakana,Waitemata,5-11,166,111,60,NA,NA,NA,NA,67%,36%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,406","2,196","2,174","2,079","1,567","1,083",635,91%,90%,75%,59%
111100,Warkworth West,Waitemata,5-11,210,94,54,NA,NA,NA,NA,45%,26%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,511","3,035","2,991","2,844","1,929","1,255",476,86%,85%,68%,38%
111200,Puhoi Valley,Waitemata,5-11,305,145,68,NA,NA,NA,NA,48%,22%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,323","2,983","2,965","2,834","2,092","1,246",638,90%,89%,74%,51%
111300,Warkworth East,Waitemata,5-11,361,169,94,NA,NA,NA,NA,47%,26%,NA,NA
111400,Sandspit,Waitemata,12+,966,858,845,812,629,496,224,89%,87%,77%,45%
111400,Sandspit,Waitemata,5-11,64,28,20,NA,NA,NA,NA,44%,31%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,043","1,867","1,851","1,762","1,349","1,028",514,91%,91%,77%,50%
111500,Tawharanui Peninsula,Waitemata,5-11,160,99,53,NA,NA,NA,NA,62%,33%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,221","1,990","1,962","1,858","1,215",712,251,90%,88%,65%,35%
111600,Te Kuru,Waitemata,5-11,272,135,49,NA,NA,NA,NA,50%,18%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,289","2,923","2,902","2,766","2,043","1,456",723,89%,88%,74%,50%
111700,Snells Beach,Waitemata,5-11,360,171,79,NA,NA,NA,NA,48%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,993,808,793,774,568,417,208,81%,80%,73%,50%
111800,Barrier Islands,Auckland,5-11,87,23,11,NA,NA,NA,NA,26%,13%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,166",999,986,955,740,606,303,86%,85%,77%,50%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,80,31,12,NA,NA,NA,NA,39%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,675","1,447","1,435","1,360",941,616,231,86%,86%,69%,38%
112100,Wainui-Waiwera,Waitemata,5-11,150,62,28,NA,NA,NA,NA,41%,19%,NA,NA
112200,Parakai,Waitemata,12+,913,797,783,725,476,269,128,87%,86%,66%,48%
112200,Parakai,Waitemata,5-11,113,62,37,NA,NA,NA,NA,55%,33%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,497","1,323","1,309","1,242",866,512,187,88%,87%,70%,37%
112300,Helensville Rural,Waitemata,5-11,135,65,41,NA,NA,NA,NA,48%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,473","2,211","2,177","2,062","1,416",792,325,89%,88%,69%,41%
112400,Helensville,Waitemata,5-11,322,166,96,NA,NA,NA,NA,52%,30%,NA,NA
112500,Waitoki,Waitemata,12+,"1,491","1,315","1,299","1,224",798,502,172,88%,87%,65%,34%
112500,Waitoki,Waitemata,5-11,161,81,35,NA,NA,NA,NA,50%,22%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,525","1,374","1,357","1,265",839,508,155,90%,89%,66%,31%
112600,Waikoukou Valley,Waitemata,5-11,136,66,36,NA,NA,NA,NA,49%,26%,NA,NA
112700,Orewa North,Waitemata,12+,"4,621","4,254","4,228","4,050","3,227","2,211","1,287",92%,91%,80%,58%
112700,Orewa North,Waitemata,5-11,401,242,161,NA,NA,NA,NA,60%,40%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,345","1,211","1,203","1,151",819,495,196,90%,89%,71%,40%
112800,Hatfields Beach,Waitemata,5-11,141,86,48,NA,NA,NA,NA,61%,34%,NA,NA
112900,Orewa South,Waitemata,12+,"3,773","3,519","3,504","3,387","2,699","1,888","1,038",93%,93%,80%,55%
112900,Orewa South,Waitemata,5-11,286,172,108,NA,NA,NA,NA,60%,38%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,079","2,799","2,780","2,699","2,164","1,657",848,91%,90%,80%,51%
113000,Orewa Central,Waitemata,5-11,178,104,61,NA,NA,NA,NA,58%,34%,NA,NA
113100,Millwater North,Waitemata,12+,"3,136","2,857","2,829","2,668","1,973",940,393,91%,90%,74%,42%
113100,Millwater North,Waitemata,5-11,599,358,207,NA,NA,NA,NA,60%,35%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,239","1,092","1,082","1,017",683,413,151,88%,87%,67%,37%
113200,Waipatukahu,Waitemata,5-11,122,75,37,NA,NA,NA,NA,61%,30%,NA,NA
113300,Millwater South,Waitemata,12+,"3,353","3,079","3,049","2,850","1,943",725,247,92%,91%,68%,34%
113300,Millwater South,Waitemata,5-11,666,413,238,NA,NA,NA,NA,62%,36%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,657","2,394","2,368","2,271","1,451",596,201,90%,89%,64%,34%
113400,Dairy Flat North,Waitemata,5-11,286,158,89,NA,NA,NA,NA,55%,31%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,355","1,198","1,189","1,130",724,421,143,88%,88%,64%,34%
113500,Dairy Flat West,Waitemata,5-11,122,61,30,NA,NA,NA,NA,50%,25%,NA,NA
113600,Kingsway,Waitemata,12+,"2,113","1,889","1,867","1,731","1,217",631,219,89%,88%,70%,35%
113600,Kingsway,Waitemata,5-11,260,168,83,NA,NA,NA,NA,65%,32%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,638,592,584,566,368,141,43,93%,92%,65%,30%
113800,Silverdale Central (Auckland),Waitemata,5-11,64,40,17,NA,NA,NA,NA,62%,27%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,690","2,406","2,382","2,289","1,810","1,210",694,89%,89%,79%,57%
113900,Red Beach West,Waitemata,5-11,222,116,63,NA,NA,NA,NA,52%,28%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,594","3,303","3,275","3,120","2,304","1,468",659,92%,91%,74%,45%
114000,Red Beach East,Waitemata,5-11,350,194,97,NA,NA,NA,NA,55%,28%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,768","1,571","1,552","1,471",973,550,196,89%,88%,66%,36%
114100,Silverdale South (Auckland),Waitemata,5-11,189,105,32,NA,NA,NA,NA,56%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,236","1,137","1,128","1,060",747,414,200,92%,91%,70%,48%
114200,Waimauku,Waitemata,5-11,142,86,42,NA,NA,NA,NA,61%,30%,NA,NA
114400,Vipond,Waitemata,12+,"2,550","2,325","2,313","2,222","1,587",938,475,91%,91%,71%,51%
114400,Vipond,Waitemata,5-11,296,152,96,NA,NA,NA,NA,51%,32%,NA,NA
