Date,Cumulative vaccinations planned,Cumulative vaccinations administered,Cumulative stock received,Original cumulative vaccinations model
2021-02-21,0,167,65520,NA
2021-02-28,4491,6724,141570,NA
2021-03-07,14420,15625,207090,NA
2021-03-14,21715,23168,271440,NA
2021-03-21,35595,36611,325260,NA
2021-03-28,56290,56353,396630,NA
2021-04-04,84595,84939,450450,NA
2021-04-11,117992,121500,528840,NA
2021-04-18,164107,171229,607230,NA
2021-04-25,216158,226790,685620,NA
2021-05-02,273749,284956,685620,NA
2021-05-09,338813,366647,746460,NA
2021-05-16,414824,451401,807300,NA
2021-05-23,493606,535538,868140,NA
2021-05-30,581932,637636,928980,NA
2021-06-06,680290,751423,1055790,NA
2021-06-13,793013,854266,1103760,NA
2021-06-20,909422,982566,1252900,NA
2021-06-27,1033848,1115678,1302040,NA
2021-07-04,1161952,1238126,1351180,1161952
2021-07-11,1289999,1367624,1502110,1369338
2021-07-18,1425371,1503597,1682290,1576724
2021-07-25,1633071,1692899,2032290,1750577
2021-08-01,1887555,1947697,2411370,2063064
2021-08-08,2164231,2212940,2769390,2375551
2021-08-15,2451622,2513171,3157830,2654505
2021-08-22,2754616,2797738,3602430,2932955
2021-08-29,3056599,3350680,3985020,3226921
2021-09-05,NA,3903906,4630860,3520887
2021-09-12,NA,4336197,5228730,3814853
2021-09-19,NA,4721219,5729490,4348809
2021-09-26,NA,5054241,6150690,4882765
2021-10-03,NA,5353661,6577740,5416721
2021-10-10,NA,5839023,6800430,5950677
2021-10-17,NA,6351322,7101120,6484633
2021-10-24,NA,6629476,7801560,7018589
2021-10-31,NA,6874550,9396270,7552545
2021-11-07,NA,7063409,9396270,7707286
2021-11-14,NA,7220370,9648990,7862027
2021-11-21,NA,7361898,9956142,8016768
2021-11-28,NA,7499528,10096110,8016768
2021-12-05,NA,7742303,10252170,8016768
2021-12-12,NA,7882003,10292490,8016768
2021-12-19,NA,8008419,10818990,NA
2021-12-26,NA,8111010,10978290,NA
2022-01-02,NA,8189864,10978290,NA
2022-01-09,NA,8389167,11622690,NA
2022-01-16,NA,8674193,11806440,NA
2022-01-23,NA,9021682,12144690,NA
2022-01-30,NA,9430636,12334290,NA
2022-02-06,NA,9769380,12475890,NA
2022-02-13,NA,10114747,12713490,NA
2022-02-20,NA,10401210,12905430,NA
2022-02-27,NA,10603414,13379940,NA
2022-03-06,NA,10735206,14264340,NA
2022-03-13,NA,10805605,15480340,NA
2022-03-20,NA,10881669,15480340,NA
2022-03-27,NA,10939508,15480340,NA
2022-04-03,NA,10975408,15557560,NA
2022-04-10,NA,11000155,15557560,NA
2022-04-17,NA,11014120,15639580,NA
2022-04-24,NA,11029966,15994540,NA
2022-05-01,NA,11046235,16187590,NA
2022-05-08,NA,11057088,16264810,NA
2022-05-15,NA,11067001,16290550,NA
2022-05-22,NA,11075431,16419250,NA
2022-05-29,NA,11084333,16495300,NA
2022-06-05,NA,11092725,16495300,NA
2022-06-12,NA,11100947,16571350,NA
2022-06-19,NA,11110361,16647400,NA
2022-06-26,NA,11118921,16723450,NA
2022-07-03,NA,11157533,16746850,NA
2022-07-10,NA,11225909,16806640,NA
2022-07-17,NA,11324037,16806640,NA
2022-07-24,NA,11407989,16806640,NA
2022-07-31,NA,11478877,16806640,NA
2022-08-07,NA,11541524,16806640,NA
2022-08-14,NA,11592477,16806640,NA
2022-08-21,NA,11638156,16806640,NA
2022-08-28,NA,11676131,16806640,NA
2022-09-04,NA,11705155,16806640,NA
2022-09-11,NA,11728191,16825840,NA
2022-09-18,NA,11749112,17639440,NA
2022-09-25,NA,11765058,17826640,NA
2022-10-02,NA,11776269,18527440,NA
2022-10-09,NA,11790608,NA,NA
2022-10-16,NA,11807029,NA,NA
2022-10-23,NA,11824412,NA,NA
2022-10-30,NA,11838133,19372240,NA
