Date,First doses,Second doses,Third primary doses,Boosters
2021-04-28,7305,3673,0,0
2021-04-29,7529,4959,0,0
2021-04-30,8375,5033,0,0
2021-05-01,3491,1992,0,0
2021-05-02,1624,1921,0,0
2021-05-03,6253,4491,0,0
2021-05-04,8344,5304,0,0
2021-05-05,9210,5559,0,0
2021-05-06,9205,5832,0,0
2021-05-07,10134,6758,0,0
2021-05-08,4402,2856,0,0
2021-05-09,1734,1616,0,0
2021-05-10,6884,5121,0,0
2021-05-11,9228,5901,0,0
2021-05-12,9524,5774,1,0
2021-05-13,9778,6018,0,0
2021-05-14,8959,7118,0,0
2021-05-15,3419,2818,0,0
2021-05-16,2415,1807,0,0
2021-05-17,7296,3759,0,0
2021-05-18,9276,5518,0,0
2021-05-19,9057,6403,1,0
2021-05-20,8729,6754,0,1
2021-05-21,8265,7301,0,0
2021-05-22,4408,3567,0,0
2021-05-23,2265,1544,2,0
2021-05-24,7230,5776,0,0
2021-05-25,9840,7484,0,0
2021-05-26,10960,7770,0,0
2021-05-27,9868,7034,0,0
2021-05-28,10825,9880,0,0
2021-05-29,5941,4299,0,0
2021-05-30,3321,1884,0,0
2021-05-31,8901,5569,0,1
2021-06-01,12018,7925,1,0
2021-06-02,12559,8420,1,0
2021-06-03,14135,9036,2,0
2021-06-04,12099,8360,0,0
2021-06-05,6200,3351,0,0
2021-06-06,3535,1684,0,0
2021-06-07,3936,1373,0,0
2021-06-08,13100,8759,0,0
2021-06-09,7112,4320,1,0
2021-06-10,13941,9477,0,0
2021-06-11,11980,9591,0,0
2021-06-12,7449,4496,0,0
2021-06-13,4404,2906,2,0
2021-06-14,10353,7564,0,0
2021-06-15,13079,9160,1,0
2021-06-16,14401,10034,0,0
2021-06-17,12984,10311,0,0
2021-06-18,11359,9464,0,0
2021-06-19,7382,4907,0,0
2021-06-20,3963,3348,0,0
2021-06-21,9068,8450,0,0
2021-06-22,11448,11290,0,0
2021-06-23,13113,11896,0,0
2021-06-24,11440,12999,0,0
2021-06-25,10021,11722,0,0
2021-06-26,8356,6288,0,0
2021-06-27,3592,3445,0,0
2021-06-28,9927,6460,0,0
2021-06-29,10931,10047,0,0
2021-06-30,12941,9959,0,0
2021-07-01,13105,9858,0,0
2021-07-02,9768,10318,0,0
2021-07-03,7387,5333,0,0
2021-07-04,3491,2926,0,0
2021-07-05,7783,7971,0,0
2021-07-06,9590,11337,0,0
2021-07-07,11283,11877,0,0
2021-07-08,12716,11901,1,0
2021-07-09,11085,10524,0,0
2021-07-10,9326,6488,0,0
2021-07-11,4395,3243,0,0
2021-07-12,9543,8109,0,0
2021-07-13,12069,10490,1,0
2021-07-14,13422,11452,1,0
2021-07-15,12865,10915,1,0
2021-07-16,11940,9921,0,0
2021-07-17,9458,7082,0,0
2021-07-18,5656,3075,0,0
2021-07-19,13156,9189,0,0
2021-07-20,18759,11928,0,1
2021-07-21,20808,13190,0,0
2021-07-22,19837,12524,0,0
2021-07-23,19768,11320,0,0
2021-07-24,17112,7739,0,0
2021-07-25,9053,4934,0,0
2021-07-26,20556,9982,1,0
2021-07-27,27614,11383,0,0
2021-07-28,29429,12177,0,0
2021-07-29,28237,11998,0,0
2021-07-30,31523,10653,1,0
2021-07-31,29520,9082,1,0
2021-08-01,17984,4679,0,0
2021-08-02,25705,9442,3,0
2021-08-03,30309,12545,0,0
2021-08-04,32567,12938,1,0
2021-08-05,29272,13038,0,0
2021-08-06,30393,11712,1,1
2021-08-07,27935,8898,1,0
2021-08-08,15871,4637,1,0
2021-08-09,26904,11660,1,0
2021-08-10,31122,15967,1,1
2021-08-11,32049,16944,0,1
2021-08-12,32513,16558,1,0
2021-08-13,31410,15669,1,0
2021-08-14,30427,13337,1,0
2021-08-15,18288,7409,0,0
2021-08-16,30372,16068,0,1
2021-08-17,35858,20439,2,0
2021-08-18,411,102,0,0
2021-08-19,21591,8782,0,0
2021-08-20,38819,20232,0,0
2021-08-21,38405,15910,1,2
2021-08-22,28505,9102,0,0
2021-08-23,46806,19582,3,1
2021-08-24,59417,23692,1,0
2021-08-25,63448,26521,2,2
2021-08-26,67928,25533,1,0
2021-08-27,67426,24746,1,2
2021-08-28,56884,22418,0,3
2021-08-29,37114,11490,1,0
2021-08-30,54933,23786,3,0
2021-08-31,59339,27516,3,0
2021-09-01,63608,27726,2,1
2021-09-02,65259,25347,0,1
2021-09-03,61968,25927,1,0
2021-09-04,56147,22600,3,1
2021-09-05,27042,12029,0,1
2021-09-06,45333,21840,0,2
2021-09-07,50023,23488,2,0
2021-09-08,48865,18594,3,2
2021-09-09,46556,15641,2,0
2021-09-10,44195,21207,2,4
2021-09-11,39056,23343,1,0
2021-09-12,20676,13480,0,0
2021-09-13,34541,21000,3,1
2021-09-14,39761,22909,5,1
2021-09-15,40035,23246,8,1
2021-09-16,37294,24186,7,1
2021-09-17,33388,27726,8,5
2021-09-18,29343,24653,1,0
2021-09-19,14314,12606,4,0
2021-09-20,24814,25963,4,5
2021-09-21,27799,26626,6,2
2021-09-22,24562,25598,3,2
2021-09-23,21263,28583,3,0
2021-09-24,19166,31841,1,5
2021-09-25,19540,32347,1,0
2021-09-26,8281,16634,0,0
2021-09-27,12742,28318,3,2
2021-09-28,13622,31299,7,2
2021-09-29,14063,27171,2,1
2021-09-30,14176,32447,4,3
2021-10-01,12405,35532,5,0
2021-10-02,12940,37490,3,2
2021-10-03,7132,20070,2,0
2021-10-04,15005,41265,0,4
2021-10-05,17759,46442,3,3
2021-10-06,19097,51717,8,6
2021-10-07,19873,63101,4,7
2021-10-08,18751,67634,2,6
2021-10-09,18457,63846,6,0
2021-10-10,9104,33280,3,1
2021-10-11,15340,54404,4,3
2021-10-12,17677,55815,2,1
2021-10-13,15871,53538,6,4
2021-10-14,15214,53158,2,6
2021-10-15,14114,55831,4,6
2021-10-16,39708,91754,13,16
2021-10-17,6286,23507,2,0
2021-10-18,10066,32898,5,4
2021-10-19,10519,32547,3,5
2021-10-20,10523,32866,8,4
2021-10-21,10163,31489,23,13
2021-10-22,11520,33549,39,12
2021-10-23,11898,30839,24,7
2021-10-24,5373,13744,6,4
2021-10-25,3529,7206,4,4
2021-10-26,10921,31406,97,21
2021-10-27,10921,28480,135,5
2021-10-28,12851,32459,226,10
2021-10-29,11120,32089,248,8
2021-10-30,10806,32114,116,4
2021-10-31,4899,15374,17,1
2021-11-01,7216,20407,223,4
2021-11-02,7600,21494,303,10
2021-11-03,6774,20580,354,6
2021-11-04,6641,19674,426,9
2021-11-05,6460,21674,426,4
2021-11-06,7438,26618,145,5
2021-11-07,3289,11038,39,3
2021-11-08,5180,16295,341,7
2021-11-09,5929,16498,475,7
2021-11-10,6095,16089,515,6
2021-11-11,6410,16664,530,24
2021-11-12,6394,16853,431,18
2021-11-13,7225,20045,189,7
2021-11-14,4671,10020,42,9
2021-11-15,7800,13756,470,9
2021-11-16,6693,14509,503,23
2021-11-17,6232,14310,542,23
2021-11-18,6705,14166,568,17
2021-11-19,6824,15865,545,31
2021-11-20,6053,15616,170,21
2021-11-21,3110,6790,47,118
2021-11-22,4814,10557,448,179
2021-11-23,6584,12502,514,157
2021-11-24,6628,12147,580,258
2021-11-25,6433,11889,583,290
2021-11-26,5747,12299,715,4464
2021-11-27,6430,14551,261,4455
2021-11-28,3713,8088,92,2247
2021-11-29,6259,11955,712,22928
2021-11-30,7573,14456,633,19184
2021-12-01,7941,14359,677,17238
2021-12-02,8709,16768,661,13954
2021-12-03,7450,17453,671,13916
2021-12-04,5681,14063,204,7310
2021-12-05,2737,6761,81,2401
2021-12-06,4621,10713,429,9532
2021-12-07,4417,10205,528,9226
2021-12-08,3819,9427,573,9445
2021-12-09,3394,9254,592,8625
2021-12-10,2896,9286,548,8402
2021-12-11,2770,8524,181,4757
2021-12-12,1189,4264,64,2002
2021-12-13,2422,6899,539,8966
2021-12-14,2497,7901,608,9634
2021-12-15,2442,8214,607,9689
2021-12-16,2448,8348,641,10146
2021-12-17,2057,7631,688,11204
2021-12-18,1755,6664,178,6966
2021-12-19,786,3372,64,3020
2021-12-20,1865,6303,507,11862
2021-12-21,1752,7291,624,12287
2021-12-22,1577,7314,643,13647
2021-12-23,1405,7172,479,12407
2021-12-24,708,4478,164,8211
2021-12-25,5,52,1,51
2021-12-26,99,741,3,912
2021-12-27,199,1562,18,2358
2021-12-28,275,1915,28,2920
2021-12-29,1137,6643,224,15985
2021-12-30,958,4920,222,17348
2021-12-31,666,3539,122,13371
2022-01-01,55,357,7,1017
2022-01-02,134,625,7,2223
2022-01-03,364,1316,21,4500
2022-01-04,404,1414,17,5323
2022-01-05,1298,4626,224,41625
2022-01-06,1366,4105,256,44051
2022-01-07,1285,3950,241,45088
2022-01-08,752,2362,81,21912
2022-01-09,460,1385,26,10786
2022-01-10,1402,4001,270,48378
2022-01-11,1507,3839,296,46723
2022-01-12,1449,3855,246,42581
2022-01-13,1422,3600,242,42133
2022-01-14,1462,3351,255,41256
2022-01-15,929,1952,116,22345
2022-01-16,563,1090,55,9647
2022-01-17,15746,2488,195,37490
2022-01-18,14314,2331,202,39417
2022-01-19,13339,2471,246,36812
2022-01-20,12991,2328,248,38304
2022-01-21,13532,2185,234,42716
2022-01-22,10791,1429,91,28391
2022-01-23,6931,858,54,21283
2022-01-24,15689,1898,233,57069
2022-01-25,16623,2201,317,57316
2022-01-26,15471,2339,305,51436
2022-01-27,14446,2341,228,47354
2022-01-28,14138,2230,275,46621
2022-01-29,9894,1303,113,30268
2022-01-30,4619,711,35,13396
2022-01-31,6541,1150,111,22615
2022-02-01,9891,2262,160,38729
2022-02-02,6861,2040,165,36522
2022-02-03,5407,1838,180,46408
2022-02-04,5334,1799,139,67291
2022-02-05,5374,1108,106,49136
2022-02-06,1996,519,18,24987
2022-02-07,1683,561,15,18698
2022-02-08,3043,1906,125,60807
2022-02-09,2779,1666,150,56776
2022-02-10,2755,1633,123,50808
2022-02-11,3167,1633,164,57516
2022-02-12,4822,1336,189,49974
2022-02-13,1520,546,59,20821
2022-02-14,2054,1363,94,47707
2022-02-15,2392,1558,170,46337
2022-02-16,2364,1502,167,40729
2022-02-17,2304,1411,150,36094
2022-02-18,2859,1522,132,39556
2022-02-19,3717,1257,131,33334
2022-02-20,1348,652,13,15457
2022-02-21,1750,1106,62,27820
2022-02-22,1948,1377,246,25527
2022-02-23,1932,1314,121,24747
2022-02-24,2192,1296,216,25577
2022-02-25,2753,1464,143,31351
2022-02-26,3249,1235,70,28911
2022-02-27,1351,620,8,13742
2022-02-28,1843,962,73,23529
2022-03-01,1838,1093,106,19078
2022-03-02,1808,1151,93,18109
2022-03-03,1495,974,94,15319
2022-03-04,1530,974,82,16346
2022-03-05,2300,1127,52,14704
2022-03-06,750,516,3,5768
2022-03-07,876,922,42,10511
2022-03-08,870,1237,69,9276
2022-03-09,919,1133,50,9070
2022-03-10,907,1056,72,7892
2022-03-11,852,1172,73,8631
2022-03-12,1204,1328,21,7710
2022-03-13,408,751,6,3223
2022-03-14,586,4023,48,5980
2022-03-15,715,4473,33,5497
2022-03-16,789,4638,28,6041
2022-03-17,663,4801,43,5367
2022-03-18,648,6098,36,5579
2022-03-19,767,7992,6,5207
2022-03-20,331,3322,5,2250
2022-03-21,380,4040,22,3773
2022-03-22,402,4416,29,3972
