sa2_code,sa2,dhbresidence,ethnicity_priority,population,partially_vaccinated,fully_vaccinated,eligible_for_booster,boosted
230000,Park West,MidCentral,Maori,280,264,244,143,80
230000,Park West,MidCentral,Pacific Peoples,76,78,76,53,27
230100,Takaro South,MidCentral,Maori,391,369,357,213,114
230100,Takaro South,MidCentral,Pacific Peoples,94,91,91,58,34
230200,Roslyn (Palmerston North City),MidCentral,Maori,348,307,294,167,98
230200,Roslyn (Palmerston North City),MidCentral,Pacific Peoples,119,107,106,71,38
230300,Kelvin Grove West,MidCentral,Maori,339,327,313,179,98
230300,Kelvin Grove West,MidCentral,Pacific Peoples,99,105,103,76,40
230400,Kelvin Grove North,MidCentral,Maori,145,140,137,92,56
230400,Kelvin Grove North,MidCentral,Pacific Peoples,55,54,54,38,23
230500,Papaioea North,MidCentral,Maori,304,275,261,163,89
230500,Papaioea North,MidCentral,Pacific Peoples,49,49,49,30,15
230600,Palmerston North Central,MidCentral,Maori,197,182,168,93,42
230600,Palmerston North Central,MidCentral,Pacific Peoples,56,59,59,39,19
230700,Awapuni North ,MidCentral,Maori,574,557,530,271,130
230700,Awapuni North ,MidCentral,Pacific Peoples,209,215,211,129,62
230800,Terrace End,MidCentral,Maori,558,496,469,254,141
230800,Terrace End,MidCentral,Pacific Peoples,122,130,126,75,29
230900,Maraetarata,MidCentral,Maori,139,136,132,97,51
230900,Maraetarata,MidCentral,Pacific Peoples,48,46,46,31,15
231000,Papaioea South,MidCentral,Maori,227,218,209,127,64
231000,Papaioea South,MidCentral,Pacific Peoples,51,53,52,32,16
231100,Royal Oak (Palmerston North City),MidCentral,Maori,154,159,157,101,63
231100,Royal Oak (Palmerston North City),MidCentral,Pacific Peoples,53,60,58,43,26
231200,West End,MidCentral,Maori,364,328,312,186,95
231200,West End,MidCentral,Pacific Peoples,103,94,92,58,30
231300,Awapuni South ,MidCentral,Maori,347,339,326,194,103
231300,Awapuni South ,MidCentral,Pacific Peoples,55,57,56,41,16
231400,Milverton,MidCentral,Maori,169,156,151,95,47
231400,Milverton,MidCentral,Pacific Peoples,48,46,45,32,10
231500,Ruamahanga,MidCentral,Maori,281,281,274,154,91
231500,Ruamahanga,MidCentral,Pacific Peoples,72,77,76,53,25
231600,Esplanade,MidCentral,Maori,193,183,177,118,70
231600,Esplanade,MidCentral,Pacific Peoples,50,48,47,33,13
231700,Hokowhitu Central,MidCentral,Maori,127,127,127,79,41
231700,Hokowhitu Central,MidCentral,Pacific Peoples,39,34,33,25,14
231800,Hokowhitu East,MidCentral,Maori,214,203,190,131,80
231800,Hokowhitu East,MidCentral,Pacific Peoples,45,42,42,35,19
231900,Turitea,MidCentral,Maori,30,32,32,22,10
231900,Turitea,MidCentral,Pacific Peoples,8,13,13,10,4
232000,Ruahine,MidCentral,Maori,67,65,63,45,27
232000,Ruahine,MidCentral,Pacific Peoples,34,35,35,27,15
232100,Linton Camp,MidCentral,Maori,178,211,211,173,111
232100,Linton Camp,MidCentral,Pacific Peoples,32,38,38,33,24
232200,Ashhurst,MidCentral,Maori,331,329,321,202,110
232200,Ashhurst,MidCentral,Pacific Peoples,50,53,53,35,16
232300,Hokowhitu South,MidCentral,Maori,206,190,180,92,51
232300,Hokowhitu South,MidCentral,Pacific Peoples,32,35,35,26,13
232400,Aokautere,MidCentral,Maori,48,44,42,22,13
232400,Aokautere,MidCentral,Pacific Peoples,6,6,6,2,2
232500,Pihauatua,MidCentral,Maori,91,85,83,61,34
232500,Pihauatua,MidCentral,Pacific Peoples,10,10,10,6,4
232600,Aokautere Rural,MidCentral,Maori,37,36,36,27,17
232600,Aokautere Rural,MidCentral,Pacific Peoples,3,3,3,1,0
232700,Poutoa,MidCentral,Maori,181,195,194,140,87
232700,Poutoa,MidCentral,Pacific Peoples,32,39,39,29,18
232800,Norsewood,MidCentral,Maori,200,169,158,93,57
232800,Norsewood,MidCentral,Pacific Peoples,15,15,15,10,6
232900,Papatawa,MidCentral,Maori,220,203,195,118,76
232900,Papatawa,MidCentral,Pacific Peoples,5,3,3,3,2
233000,Mangatainoka,MidCentral,Maori,173,165,158,89,39
233000,Mangatainoka,MidCentral,Pacific Peoples,11,10,9,5,2
233100,Woodville,MidCentral,Maori,298,254,237,155,77
233100,Woodville,MidCentral,Pacific Peoples,17,17,17,10,6
233200,Dannevirke West,MidCentral,Maori,421,387,363,200,97
233200,Dannevirke West,MidCentral,Pacific Peoples,15,22,21,14,5
233300,Dannevirke East,MidCentral,Maori,838,772,729,430,233
233300,Dannevirke East,MidCentral,Pacific Peoples,41,43,42,32,9
233400,Waitahora,MidCentral,Maori,72,64,63,37,18
233400,Waitahora,MidCentral,Pacific Peoples,1,1,1,0,0
233500,Kaitawa,MidCentral,Maori,46,48,44,21,8
233500,Kaitawa,MidCentral,Pacific Peoples,4,1,1,0,0
233600,Pahiatua,MidCentral,Maori,371,335,313,175,91
233600,Pahiatua,MidCentral,Pacific Peoples,38,34,33,23,14
233700,Nireaha-Eketahuna,MidCentral,Maori,193,165,151,78,45
233700,Nireaha-Eketahuna,MidCentral,Pacific Peoples,10,10,9,6,4
233800,Owhanga,MidCentral,Maori,78,57,54,35,22
233800,Owhanga,MidCentral,Pacific Peoples,1,2,2,2,1
234000,Kere Kere,MidCentral,Maori,103,98,93,62,25
234000,Kere Kere,MidCentral,Pacific Peoples,3,3,3,2,2
234100,Foxton Beach,MidCentral,Maori,266,243,233,157,105
234100,Foxton Beach,MidCentral,Pacific Peoples,22,19,19,14,12
234200,Foxton North,MidCentral,Maori,350,312,290,170,88
234200,Foxton North,MidCentral,Pacific Peoples,16,17,16,6,3
234300,Foxton South,MidCentral,Maori,454,422,396,243,119
234300,Foxton South,MidCentral,Pacific Peoples,29,25,25,18,9
234400,Waitarere,MidCentral,Maori,327,288,275,185,118
234400,Waitarere,MidCentral,Pacific Peoples,29,49,49,40,17
234500,Waikawa (Horowhenua District),MidCentral,Maori,147,132,128,79,46
234500,Waikawa (Horowhenua District),MidCentral,Pacific Peoples,17,15,15,11,8
234600,Miranui,MidCentral,Maori,202,209,203,133,82
234600,Miranui,MidCentral,Pacific Peoples,23,20,19,16,12
234700,Donnelly Park,MidCentral,Maori,259,252,241,147,91
234700,Donnelly Park,MidCentral,Pacific Peoples,40,39,39,21,13
234800,Ohau-Manakau,MidCentral,Maori,251,220,214,144,90
234800,Ohau-Manakau,MidCentral,Pacific Peoples,59,76,72,60,50
234900,Kawiu South,MidCentral,Maori,407,395,376,238,130
234900,Kawiu South,MidCentral,Pacific Peoples,86,89,82,63,28
235000,Makomako,MidCentral,Maori,306,280,263,147,80
235000,Makomako,MidCentral,Pacific Peoples,108,116,113,69,30
235100,Kawiu North,MidCentral,Maori,208,208,203,114,66
235100,Kawiu North,MidCentral,Pacific Peoples,28,29,29,21,12
235200,Levin Central,MidCentral,Maori,187,161,157,96,56
235200,Levin Central,MidCentral,Pacific Peoples,77,72,67,47,21
235300,Tararua,MidCentral,Maori,224,213,205,122,76
235300,Tararua,MidCentral,Pacific Peoples,61,59,58,45,18
235400,Shannon,MidCentral,Maori,439,368,339,188,110
235400,Shannon,MidCentral,Pacific Peoples,15,13,13,10,4
235500,Queenwood (Horowhenua District),MidCentral,Maori,362,309,291,173,94
235500,Queenwood (Horowhenua District),MidCentral,Pacific Peoples,120,117,115,79,43
235600,Playford Park,MidCentral,Maori,361,324,303,172,102
235600,Playford Park,MidCentral,Pacific Peoples,116,118,112,73,33
235700,Fairfield (Horowhenua District),MidCentral,Maori,210,189,180,120,68
235700,Fairfield (Horowhenua District),MidCentral,Pacific Peoples,74,73,69,46,25
235800,Taitoko,MidCentral,Maori,512,481,459,244,119
235800,Taitoko,MidCentral,Pacific Peoples,183,179,173,108,47
235900,Waiopehu,MidCentral,Maori,291,271,260,155,92
235900,Waiopehu,MidCentral,Pacific Peoples,93,97,96,67,31
236000,Makahika,MidCentral,Maori,101,99,95,54,34
236000,Makahika,MidCentral,Pacific Peoples,17,21,19,7,5
236100,Kimberley,MidCentral,Maori,45,43,40,26,14
236100,Kimberley,MidCentral,Pacific Peoples,5,7,7,5,5
236300,Otaki Beach,MidCentral,Maori,504,448,417,263,149
236300,Otaki Beach,MidCentral,Pacific Peoples,34,33,32,20,11
236400,Forest Lakes (Kapiti Coast District),MidCentral,Maori,95,74,69,38,27
236400,Forest Lakes (Kapiti Coast District),MidCentral,Pacific Peoples,5,4,4,3,2
236500,Otaki,MidCentral,Maori,999,916,880,506,246
236500,Otaki,MidCentral,Pacific Peoples,91,85,81,51,21
236600,Te Horo,Capital and Coast,Maori,9,10,10,8,4
236600,Te Horo,Capital and Coast,Pacific Peoples,5,5,5,3,3
236600,Te Horo,MidCentral,Maori,102,92,88,67,44
236600,Te Horo,MidCentral,Pacific Peoples,21,18,18,15,9
236700,Waitohu,MidCentral,Maori,229,208,197,117,72
236700,Waitohu,MidCentral,Pacific Peoples,21,20,19,15,9
236800,Waikanae Beach,Capital and Coast,Maori,237,218,214,141,84
236800,Waikanae Beach,Capital and Coast,Pacific Peoples,46,42,42,30,19
236900,Peka Peka,Capital and Coast,Maori,30,31,28,21,10
236900,Peka Peka,Capital and Coast,Pacific Peoples,6,8,8,6,2
237000,Paraparaumu Beach North,Capital and Coast,Maori,421,379,370,244,155
237000,Paraparaumu Beach North,Capital and Coast,Pacific Peoples,62,55,55,43,25
237100,Paraparaumu Beach West,Capital and Coast,Maori,212,196,193,136,81
237100,Paraparaumu Beach West,Capital and Coast,Pacific Peoples,51,50,49,38,24
237200,Waikanae Park,Capital and Coast,Maori,120,116,111,72,50
237200,Waikanae Park,Capital and Coast,Pacific Peoples,32,37,36,27,18
237300,Paraparaumu Beach East,Capital and Coast,Maori,164,166,162,99,67
237300,Paraparaumu Beach East,Capital and Coast,Pacific Peoples,54,51,50,32,20
237400,Otaihanga,Capital and Coast,Maori,93,75,73,50,26
237400,Otaihanga,Capital and Coast,Pacific Peoples,5,6,6,3,3
237500,Paraparaumu North,Capital and Coast,Maori,255,238,234,162,97
237500,Paraparaumu North,Capital and Coast,Pacific Peoples,64,66,62,45,26
237600,Waikanae West,Capital and Coast,Maori,277,257,248,167,122
237600,Waikanae West,Capital and Coast,Pacific Peoples,42,40,39,29,12
237700,Otaki Forks,MidCentral,Maori,45,45,44,28,17
237700,Otaki Forks,MidCentral,Pacific Peoples,13,12,11,11,7
237800,Paraparaumu Central,Capital and Coast,Maori,490,431,414,268,160
237800,Paraparaumu Central,Capital and Coast,Pacific Peoples,123,123,119,98,45
237900,Maungakotukutuku,Capital and Coast,Maori,60,55,54,35,20
237900,Maungakotukutuku,Capital and Coast,Pacific Peoples,21,21,19,13,7
238000,Raumati Beach West,Capital and Coast,Maori,212,206,203,131,76
238000,Raumati Beach West,Capital and Coast,Pacific Peoples,48,47,46,34,19
238100,Waikanae East,Capital and Coast,Maori,174,165,162,111,68
238100,Waikanae East,Capital and Coast,Pacific Peoples,35,31,31,29,17
238300,Raumati Beach East,Capital and Coast,Maori,230,198,192,120,85
238300,Raumati Beach East,Capital and Coast,Pacific Peoples,45,38,38,27,15
238400,Paraparaumu East,Capital and Coast,Maori,302,263,253,149,71
238400,Paraparaumu East,Capital and Coast,Pacific Peoples,57,50,48,27,13
238500,Raumati South,Capital and Coast,Maori,316,272,261,176,100
238500,Raumati South,Capital and Coast,Pacific Peoples,61,61,61,47,26
238600,Paekakariki,Capital and Coast,Maori,232,214,202,141,89
238600,Paekakariki,Capital and Coast,Pacific Peoples,24,22,22,16,10
238800,Pukerua Bay,Capital and Coast,Maori,158,149,147,88,55
238800,Pukerua Bay,Capital and Coast,Pacific Peoples,33,31,30,22,13
238900,Paekakariki Hill,Capital and Coast,Maori,21,16,16,12,8
238900,Paekakariki Hill,Capital and Coast,Pacific Peoples,1,1,1,1,0
239000,Plimmerton,Capital and Coast,Maori,232,215,214,147,76
239000,Plimmerton,Capital and Coast,Pacific Peoples,56,49,48,29,16
239100,Titahi Bay North,Capital and Coast,Maori,690,644,621,410,217
239100,Titahi Bay North,Capital and Coast,Pacific Peoples,260,249,238,156,83
239200,Titahi Bay South,Capital and Coast,Maori,981,921,885,548,319
239200,Titahi Bay South,Capital and Coast,Pacific Peoples,447,431,414,299,185
239300,Elsdon-Takapuwahia,Capital and Coast,Maori,982,929,898,582,304
239300,Elsdon-Takapuwahia,Capital and Coast,Pacific Peoples,398,380,363,246,126
239400,Pauatahanui,Capital and Coast,Maori,45,49,49,33,22
239400,Pauatahanui,Capital and Coast,Pacific Peoples,8,6,6,4,2
239500,Onepoto,Capital and Coast,Maori,463,443,429,282,174
239500,Onepoto,Capital and Coast,Pacific Peoples,186,186,182,134,81
239600,Camborne,Capital and Coast,Maori,156,147,147,110,57
239600,Camborne,Capital and Coast,Pacific Peoples,39,37,37,27,19
239800,Paremata,Capital and Coast,Maori,223,209,207,157,99
239800,Paremata,Capital and Coast,Pacific Peoples,90,90,88,73,45
239900,Porirua Central,Capital and Coast,Maori,67,64,64,39,28
239900,Porirua Central,Capital and Coast,Pacific Peoples,36,37,36,24,18
240000,Papakowhai,Capital and Coast,Maori,242,237,233,161,96
240000,Papakowhai,Capital and Coast,Pacific Peoples,119,117,115,79,44
240100,Aotea,Capital and Coast,Maori,223,229,223,168,111
240100,Aotea,Capital and Coast,Pacific Peoples,258,256,256,191,116
240200,Postgate,Capital and Coast,Maori,275,269,264,163,85
240200,Postgate,Capital and Coast,Pacific Peoples,310,292,289,202,120
240300,Ascot Park,Capital and Coast,Maori,641,606,585,340,186
240300,Ascot Park,Capital and Coast,Pacific Peoples,887,843,823,569,339
240400,Whitby,Capital and Coast,Maori,244,237,233,160,85
240400,Whitby,Capital and Coast,Pacific Peoples,158,153,149,106,66
240500,Porirua East,Capital and Coast,Maori,492,462,442,264,140
240500,Porirua East,Capital and Coast,Pacific Peoples,670,637,619,410,215
240600,Endeavour,Capital and Coast,Maori,304,305,298,209,123
240600,Endeavour,Capital and Coast,Pacific Peoples,147,151,150,109,69
240700,Cannons Creek North,Capital and Coast,Maori,711,636,596,311,151
240700,Cannons Creek North,Capital and Coast,Pacific Peoples,1390,1299,1262,801,423
240800,Waitangirua,Capital and Coast,Maori,859,805,766,375,178
240800,Waitangirua,Capital and Coast,Pacific Peoples,2029,1892,1822,1143,590
240900,Ranui Heights ,Capital and Coast,Maori,226,215,208,141,84
240900,Ranui Heights ,Capital and Coast,Pacific Peoples,245,222,220,159,104
241000,Cannons Creek East,Capital and Coast,Maori,661,624,584,297,149
241000,Cannons Creek East,Capital and Coast,Pacific Peoples,1897,1771,1735,1154,644
241100,Cannons Creek South,Capital and Coast,Maori,355,336,314,145,67
241100,Cannons Creek South,Capital and Coast,Pacific Peoples,740,704,677,414,241
241200,Akatarawa,Hutt Valley,Maori,40,40,34,21,11
241200,Akatarawa,Hutt Valley,Pacific Peoples,4,4,4,4,3
241300,Riverstone Terraces,Hutt Valley,Maori,115,117,117,83,53
241300,Riverstone Terraces,Hutt Valley,Pacific Peoples,85,82,79,57,35
241400,Heretaunga,Hutt Valley,Maori,186,188,180,128,94
241400,Heretaunga,Hutt Valley,Pacific Peoples,97,99,98,75,39
241500,Birchville-Brown Owl,Hutt Valley,Maori,335,327,318,197,109
241500,Birchville-Brown Owl,Hutt Valley,Pacific Peoples,97,87,86,56,34
241600,Poets Block,Hutt Valley,Maori,253,244,237,149,92
241600,Poets Block,Hutt Valley,Pacific Peoples,75,72,72,56,33
241700,Brentwood (Upper Hutt City),Hutt Valley,Maori,337,322,307,161,87
241700,Brentwood (Upper Hutt City),Hutt Valley,Pacific Peoples,152,154,151,92,52
241800,Silverstream (Upper Hutt City),Hutt Valley,Maori,212,211,207,139,94
241800,Silverstream (Upper Hutt City),Hutt Valley,Pacific Peoples,72,74,73,63,43
241900,Elderslea,Hutt Valley,Maori,444,415,403,242,133
241900,Elderslea,Hutt Valley,Pacific Peoples,157,143,140,89,55
242000,Trentham North,Hutt Valley,Maori,486,471,455,299,184
242000,Trentham North,Hutt Valley,Pacific Peoples,168,158,150,100,61
242100,Totara Park,Hutt Valley,Maori,291,281,278,183,105
242100,Totara Park,Hutt Valley,Pacific Peoples,71,69,65,46,28
242200,Trentham South,Hutt Valley,Maori,104,107,105,72,45
242200,Trentham South,Hutt Valley,Pacific Peoples,28,27,27,22,14
242300,Mangaroa,Hutt Valley,Maori,107,102,100,72,45
242300,Mangaroa,Hutt Valley,Pacific Peoples,7,8,8,5,3
242400,Ebdentown,Hutt Valley,Maori,303,294,284,186,102
242400,Ebdentown,Hutt Valley,Pacific Peoples,80,79,77,59,43
242500,Wallaceville,Hutt Valley,Maori,270,257,250,143,84
242500,Wallaceville,Hutt Valley,Pacific Peoples,96,95,95,65,33
242600,Maoribank,Hutt Valley,Maori,531,498,476,291,145
242600,Maoribank,Hutt Valley,Pacific Peoples,146,143,136,85,48
242700,Te Marua,Hutt Valley,Maori,111,108,105,71,41
242700,Te Marua,Hutt Valley,Pacific Peoples,24,22,20,10,3
242800,Pinehaven,Hutt Valley,Maori,90,84,82,54,32
242800,Pinehaven,Hutt Valley,Pacific Peoples,29,30,30,18,12
242900,Clouston Park,Hutt Valley,Maori,272,248,239,148,93
242900,Clouston Park,Hutt Valley,Pacific Peoples,137,126,126,87,54
243000,Upper Hutt Central,Hutt Valley,Maori,57,58,54,32,19
243000,Upper Hutt Central,Hutt Valley,Pacific Peoples,14,14,14,12,6
243100,Belmont Park,Hutt Valley,Maori,8,14,13,5,3
243100,Belmont Park,Hutt Valley,Pacific Peoples,3,2,2,1,0
243200,Maungaraki,Hutt Valley,Maori,244,239,233,156,99
243200,Maungaraki,Hutt Valley,Pacific Peoples,142,139,136,102,60
243300,Korokoro,Hutt Valley,Maori,88,88,87,55,32
243300,Korokoro,Hutt Valley,Pacific Peoples,16,16,16,12,5
243400,Kelson,Hutt Valley,Maori,183,182,180,125,84
243400,Kelson,Hutt Valley,Pacific Peoples,113,112,109,83,55
243500,Normandale,Hutt Valley,Maori,109,105,105,77,48
243500,Normandale,Hutt Valley,Pacific Peoples,33,35,35,23,13
243600,Belmont (Lower Hutt City),Hutt Valley,Maori,190,187,184,132,93
243600,Belmont (Lower Hutt City),Hutt Valley,Pacific Peoples,69,67,67,53,36
243700,Petone Central,Hutt Valley,Maori,146,143,137,98,55
243700,Petone Central,Hutt Valley,Pacific Peoples,56,57,54,40,26
243800,Tirohanga,Hutt Valley,Maori,45,48,48,39,27
243800,Tirohanga,Hutt Valley,Pacific Peoples,30,34,33,21,11
243900,Manor Park,Hutt Valley,Maori,49,51,51,41,25
243900,Manor Park,Hutt Valley,Pacific Peoples,21,21,19,16,10
244000,Alicetown-Melling,Hutt Valley,Maori,266,258,247,180,101
244000,Alicetown-Melling,Hutt Valley,Pacific Peoples,143,135,133,98,68
244100,Taita North,Hutt Valley,Maori,571,511,479,284,146
244100,Taita North,Hutt Valley,Pacific Peoples,752,730,714,488,280
244200,Boulcott,Hutt Valley,Maori,189,171,168,112,69
244200,Boulcott,Hutt Valley,Pacific Peoples,97,97,95,70,42
244300,Hutt Central North,Hutt Valley,Maori,96,81,77,55,33
244300,Hutt Central North,Hutt Valley,Pacific Peoples,71,71,70,40,22
244400,Avalon West,Hutt Valley,Maori,215,214,212,137,90
244400,Avalon West,Hutt Valley,Pacific Peoples,203,201,199,128,74
244500,Stokes Valley Central,Hutt Valley,Maori,387,350,336,208,118
244500,Stokes Valley Central,Hutt Valley,Pacific Peoples,197,180,178,119,54
244600,Taita South,Hutt Valley,Maori,658,569,527,302,154
244600,Taita South,Hutt Valley,Pacific Peoples,569,514,500,344,189
244700,Petone East,Hutt Valley,Maori,417,384,366,264,150
244700,Petone East,Hutt Valley,Pacific Peoples,202,196,193,147,95
244800,Hutt Central South,Hutt Valley,Maori,168,171,169,121,59
244800,Hutt Central South,Hutt Valley,Pacific Peoples,50,42,42,31,19
244900,Stokes Valley North,Hutt Valley,Maori,440,419,411,261,127
244900,Stokes Valley North,Hutt Valley,Pacific Peoples,246,234,229,157,96
245000,Petone Esplanade,Hutt Valley,Maori,344,329,318,215,117
245000,Petone Esplanade,Hutt Valley,Pacific Peoples,168,167,159,118,76
245100,Epuni West,Hutt Valley,Maori,305,285,275,191,127
245100,Epuni West,Hutt Valley,Pacific Peoples,166,159,156,110,55
245200,Avalon East,Hutt Valley,Maori,345,315,300,185,87
245200,Avalon East,Hutt Valley,Pacific Peoples,340,313,306,201,121
245300,Woburn,Hutt Valley,Maori,115,105,103,77,54
245300,Woburn,Hutt Valley,Pacific Peoples,26,24,24,22,14
245400,Naenae Central,Hutt Valley,Maori,683,624,590,366,184
245400,Naenae Central,Hutt Valley,Pacific Peoples,558,531,514,309,175
245500,Waterloo West,Hutt Valley,Maori,180,172,166,103,68
245500,Waterloo West,Hutt Valley,Pacific Peoples,75,78,78,51,25
245600,Epuni East,Hutt Valley,Maori,349,320,310,214,121
245600,Epuni East,Hutt Valley,Pacific Peoples,202,190,183,133,61
245700,Gracefield,Hutt Valley,Maori,29,26,24,19,8
245700,Gracefield,Hutt Valley,Pacific Peoples,1,3,3,3,1
245800,Moera,Hutt Valley,Maori,379,356,337,198,106
245800,Moera,Hutt Valley,Pacific Peoples,144,130,126,93,44
245900,Delaney,Hutt Valley,Maori,601,543,503,252,112
245900,Delaney,Hutt Valley,Pacific Peoples,383,355,343,232,115
246000,Waiwhetu,Hutt Valley,Maori,675,610,586,404,251
246000,Waiwhetu,Hutt Valley,Pacific Peoples,300,299,292,211,126
246100,Waterloo East,Hutt Valley,Maori,246,226,208,130,75
246100,Waterloo East,Hutt Valley,Pacific Peoples,144,137,134,96,48
246200,Naenae North,Hutt Valley,Maori,540,490,455,252,147
246200,Naenae North,Hutt Valley,Pacific Peoples,464,434,423,289,168
246300,Manuka,Hutt Valley,Maori,205,208,200,138,74
246300,Manuka,Hutt Valley,Pacific Peoples,99,86,84,57,33
246400,Naenae South,Hutt Valley,Maori,598,558,521,269,126
246400,Naenae South,Hutt Valley,Pacific Peoples,392,363,359,254,124
246600,Arakura,Hutt Valley,Maori,646,586,560,344,188
246600,Arakura,Hutt Valley,Pacific Peoples,261,257,249,179,106
246700,Eastern Bays ,Hutt Valley,Maori,76,78,78,63,45
246700,Eastern Bays ,Hutt Valley,Pacific Peoples,21,19,19,15,10
246800,Pencarrow,Hutt Valley,Maori,77,70,70,39,24
246800,Pencarrow,Hutt Valley,Pacific Peoples,12,11,11,5,3
246900,Wainuiomata West,Hutt Valley,Maori,599,561,548,337,188
246900,Wainuiomata West,Hutt Valley,Pacific Peoples,459,455,446,325,202
247000,Glendale,Hutt Valley,Maori,1105,1022,982,607,346
247000,Glendale,Hutt Valley,Pacific Peoples,393,375,365,256,148
247100,Wainuiomata Central,Hutt Valley,Maori,361,335,324,183,96
247100,Wainuiomata Central,Hutt Valley,Pacific Peoples,176,168,161,114,67
247200,Eastbourne,Hutt Valley,Maori,89,96,96,72,53
247200,Eastbourne,Hutt Valley,Pacific Peoples,20,21,21,17,12
247300,Homedale East,Hutt Valley,Maori,678,648,622,400,224
247300,Homedale East,Hutt Valley,Pacific Peoples,225,212,206,138,89
247400,Homedale West,Hutt Valley,Maori,594,557,528,307,176
247400,Homedale West,Hutt Valley,Pacific Peoples,273,273,265,167,86
247500,Makara-Ohariu,Capital and Coast,Maori,54,53,53,43,33
247500,Makara-Ohariu,Capital and Coast,Pacific Peoples,15,15,15,10,7
247600,Tawa North,Capital and Coast,Maori,287,291,276,170,98
247600,Tawa North,Capital and Coast,Pacific Peoples,238,242,237,174,94
247700,Linden,Capital and Coast,Maori,350,324,311,167,92
247700,Linden,Capital and Coast,Pacific Peoples,318,313,307,191,110
