SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101700,Kohukohu-Broadwood,Northland,12+,710,564,551,529,357,294,135,79%,78%,67%,46%
101700,Kohukohu-Broadwood,Northland,5-11,65,20,7,NA,NA,NA,NA,31%,11%,NA,NA
101800,Whakarara,Northland,12+,"1,174",972,947,915,629,465,230,83%,81%,69%,49%
101800,Whakarara,Northland,5-11,111,54,29,NA,NA,NA,NA,49%,26%,NA,NA
101900,Kaeo,Northland,12+,"1,121",852,821,788,495,364,168,76%,73%,63%,46%
101900,Kaeo,Northland,5-11,150,47,18,NA,NA,NA,NA,31%,12%,NA,NA
102000,Omahuta Forest-Horeke,Northland,12+,"1,010",730,698,663,392,297,101,72%,69%,59%,34%
102000,Omahuta Forest-Horeke,Northland,5-11,156,23,14,NA,NA,NA,NA,15%,9%,NA,NA
102100,Hokianga South,Northland,12+,"1,193",895,867,833,567,435,192,75%,73%,68%,44%
102100,Hokianga South,Northland,5-11,123,31,15,NA,NA,NA,NA,25%,12%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"2,148","1,834","1,803","1,713","1,143",807,303,85%,84%,67%,38%
102200,Lake Manuwai-Kapiro,Northland,5-11,218,86,49,NA,NA,NA,NA,39%,22%,NA,NA
102300,Okaihau,Northland,12+,"1,098",914,893,845,513,337,114,83%,81%,61%,34%
102300,Okaihau,Northland,5-11,119,32,11,NA,NA,NA,NA,27%,9%,NA,NA
102400,Rangitane-Purerua,Northland,12+,"1,363","1,166","1,131","1,073",736,576,244,86%,83%,69%,42%
102400,Rangitane-Purerua,Northland,5-11,150,45,27,NA,NA,NA,NA,30%,18%,NA,NA
102500,Waipapa,Northland,12+,766,671,651,625,411,266,124,88%,85%,66%,47%
102500,Waipapa,Northland,5-11,102,39,18,NA,NA,NA,NA,38%,18%,NA,NA
102600,Puketotara,Northland,12+,"1,711","1,454","1,418","1,349",934,658,227,85%,83%,69%,34%
102600,Puketotara,Northland,5-11,168,77,25,NA,NA,NA,NA,46%,15%,NA,NA
102700,Waima Forest,Northland,12+,"1,000",753,727,693,373,269,63,75%,73%,54%,23%
102700,Waima Forest,Northland,5-11,136,23,8,NA,NA,NA,NA,17%,6%,NA,NA
102800,Riverview,Northland,12+,"2,112","1,933","1,905","1,813","1,410","1,046",559,92%,90%,78%,53%
102800,Riverview,Northland,5-11,196,102,52,NA,NA,NA,NA,52%,27%,NA,NA
102900,Waipoua Forest,Northland,12+,"1,185",880,854,831,573,449,176,74%,72%,69%,39%
102900,Waipoua Forest,Northland,5-11,122,17,6,NA,NA,NA,NA,14%,<5%,NA,NA
103000,Kerikeri Central,Northland,12+,"2,484","2,202","2,172","2,090","1,485","1,074",620,89%,87%,71%,58%
103000,Kerikeri Central,Northland,5-11,222,88,41,NA,NA,NA,NA,40%,18%,NA,NA
103100,Kerikeri South,Northland,12+,"2,693","2,385","2,362","2,278","1,733","1,316",632,89%,88%,76%,48%
103100,Kerikeri South,Northland,5-11,220,105,49,NA,NA,NA,NA,48%,22%,NA,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,116",941,915,874,580,413,164,84%,82%,66%,40%
103200,Ohaeawai-Waimate North,Northland,5-11,108,25,11,NA,NA,NA,NA,23%,10%,NA,NA
103300,Puketona-Waitangi,Northland,12+,"1,345","1,133","1,121","1,081",774,553,213,84%,83%,72%,39%
103300,Puketona-Waitangi,Northland,5-11,134,48,14,NA,NA,NA,NA,36%,10%,NA,NA
103400,Ngapuhi,Northland,12+,"1,341","1,071","1,024",971,526,375,123,80%,76%,54%,33%
103400,Ngapuhi,Northland,5-11,185,41,11,NA,NA,NA,NA,22%,6%,NA,NA
103500,Kaikohe,Northland,12+,"3,651","2,918","2,795","2,633","1,466",929,363,80%,77%,56%,39%
103500,Kaikohe,Northland,5-11,653,173,75,NA,NA,NA,NA,26%,11%,NA,NA
103600,Pakaraka,Northland,12+,576,478,469,445,276,193,80,83%,81%,62%,41%
103600,Pakaraka,Northland,5-11,83,28,13,NA,NA,NA,NA,34%,16%,NA,NA
103700,Haruru,Northland,12+,"1,040",856,843,825,597,416,179,82%,81%,72%,43%
103700,Haruru,Northland,5-11,110,43,9,NA,NA,NA,NA,39%,8%,NA,NA
103800,Russell,Northland,12+,808,712,707,693,565,450,235,88%,88%,82%,52%
103900,Paihia,Northland,12+,"1,582","1,353","1,321","1,289",893,654,329,86%,84%,69%,50%
103900,Paihia,Northland,5-11,122,40,24,NA,NA,NA,NA,33%,20%,NA,NA
104000,Mataraua Forest,Northland,12+,489,371,348,328,179,133,47,76%,71%,55%,35%
104000,Mataraua Forest,Northland,5-11,63,18,12,NA,NA,NA,NA,29%,19%,NA,NA
104100,Matawaia-Taumarere,Northland,12+,"1,311","1,015",985,925,528,369,119,77%,75%,57%,32%
104100,Matawaia-Taumarere,Northland,5-11,189,57,9,NA,NA,NA,NA,30%,<5%,NA,NA
104200,Russell Peninsula,Northland,12+,665,553,549,535,436,356,169,83%,83%,81%,47%
104300,Opua (Far North District),Northland,12+,"1,237","1,063","1,044","1,017",777,616,264,86%,84%,76%,43%
104300,Opua (Far North District),Northland,5-11,77,22,10,NA,NA,NA,NA,29%,13%,NA,NA
104400,Russell Forest-Rawhiti,Northland,12+,654,558,540,519,351,284,118,85%,83%,68%,42%
104400,Russell Forest-Rawhiti,Northland,5-11,74,13,Masked,NA,NA,NA,NA,18%,<5%,NA,NA
104500,Moerewa,Northland,12+,"1,373","1,115","1,065",990,520,316,106,81%,78%,53%,34%
104500,Moerewa,Northland,5-11,242,37,11,NA,NA,NA,NA,15%,<5%,NA,NA
104600,Kawakawa,Northland,12+,"1,267","1,077","1,033",976,568,339,119,85%,82%,58%,35%
104600,Kawakawa,Northland,5-11,187,50,18,NA,NA,NA,NA,27%,10%,NA,NA
104700,Maromaku,Northland,12+,638,488,473,446,252,175,58,76%,74%,57%,33%
104700,Maromaku,Northland,5-11,121,30,9,NA,NA,NA,NA,25%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,660","1,349","1,312","1,228",682,434,141,81%,79%,56%,32%
104800,Mangakahia-Hukerenui,Northland,5-11,228,70,24,NA,NA,NA,NA,31%,11%,NA,NA
104900,Whangaruru,Northland,12+,"2,319","1,915","1,871","1,787","1,137",827,290,83%,81%,64%,35%
104900,Whangaruru,Northland,5-11,262,85,20,NA,NA,NA,NA,32%,8%,NA,NA
105100,Matarau,Northland,12+,"2,920","2,525","2,492","2,327","1,636","1,005",436,86%,85%,70%,43%
105100,Matarau,Northland,5-11,368,187,92,NA,NA,NA,NA,51%,25%,NA,NA
105200,Hikurangi,Northland,12+,"1,261","1,051","1,014",946,541,298,102,83%,80%,57%,34%
105200,Hikurangi,Northland,5-11,221,71,36,NA,NA,NA,NA,32%,16%,NA,NA
105300,Kauri,Northland,12+,"1,606","1,387","1,371","1,296",953,656,268,86%,85%,74%,41%
105300,Kauri,Northland,5-11,191,77,36,NA,NA,NA,NA,40%,19%,NA,NA
105400,Maungatapere,Northland,12+,"3,203","2,722","2,692","2,553","1,811","1,202",454,85%,84%,71%,38%
105400,Maungatapere,Northland,5-11,364,167,97,NA,NA,NA,NA,46%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,004","1,763","1,747","1,660","1,167",746,352,88%,87%,70%,47%
105500,Kamo West,Northland,5-11,212,117,52,NA,NA,NA,NA,55%,25%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,687","1,460","1,435","1,376","1,008",737,351,87%,85%,73%,48%
105600,Matapouri-Tutukaka,Northland,5-11,127,65,41,NA,NA,NA,NA,51%,32%,NA,NA
105700,Kiripaka,Northland,12+,939,803,789,749,513,324,155,86%,84%,68%,48%
105700,Kiripaka,Northland,5-11,118,63,30,NA,NA,NA,NA,53%,25%,NA,NA
105800,Kamo East,Northland,12+,"2,561","2,251","2,194","2,066","1,289",672,264,88%,86%,62%,39%
105800,Kamo East,Northland,5-11,412,163,67,NA,NA,NA,NA,40%,16%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,952","2,667","2,635","2,506","1,936","1,352",734,90%,89%,77%,54%
105900,Granfield Reserve,Northland,5-11,283,155,66,NA,NA,NA,NA,55%,23%,NA,NA
106000,Kamo Central,Northland,12+,"1,481","1,309","1,286","1,222",818,460,212,88%,87%,67%,46%
106000,Kamo Central,Northland,5-11,223,106,40,NA,NA,NA,NA,48%,18%,NA,NA
106100,Whau Valley,Northland,12+,"2,564","2,247","2,218","2,128","1,553",968,432,88%,87%,73%,45%
106100,Whau Valley,Northland,5-11,254,105,57,NA,NA,NA,NA,41%,22%,NA,NA
106200,Tikipunga North,Northland,12+,"3,086","2,745","2,697","2,574","1,819","1,195",638,89%,87%,71%,53%
106200,Tikipunga North,Northland,5-11,408,148,52,NA,NA,NA,NA,36%,13%,NA,NA
106300,Pukenui,Northland,12+,"2,128","1,939","1,928","1,823","1,391",909,379,91%,91%,76%,42%
106300,Pukenui,Northland,5-11,242,167,98,NA,NA,NA,NA,69%,40%,NA,NA
106400,Otangarei,Northland,12+,"1,796","1,416","1,326","1,245",633,399,120,79%,74%,51%,30%
106400,Otangarei,Northland,5-11,320,61,12,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,320","2,940","2,885","2,742","1,828","1,191",580,89%,87%,67%,49%
106500,Tikipunga South,Northland,5-11,419,156,53,NA,NA,NA,NA,37%,13%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,039","2,723","2,685","2,598","1,895","1,243",609,90%,88%,73%,49%
106600,Kensington (Whangarei District),Northland,5-11,239,91,39,NA,NA,NA,NA,38%,16%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,244","1,120","1,108","1,066",749,513,215,90%,89%,70%,42%
106700,Abbey Caves-Glenbervie,Northland,5-11,124,51,29,NA,NA,NA,NA,41%,23%,NA,NA
106800,Mairtown,Northland,12+,"2,237","2,002","1,983","1,911","1,446",948,462,89%,89%,76%,49%
106800,Mairtown,Northland,5-11,195,99,44,NA,NA,NA,NA,51%,23%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,019","2,674","2,645","2,527","1,925","1,096",508,89%,88%,76%,46%
106900,Maunu-Horahora,Northland,5-11,335,163,89,NA,NA,NA,NA,49%,27%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,570","2,227","2,182","2,101","1,448",778,340,87%,85%,69%,44%
107000,Woodhill-Vinetown,Northland,5-11,221,93,38,NA,NA,NA,NA,42%,17%,NA,NA
107100,Whangarei Central,Northland,12+,"1,037",908,893,864,608,412,152,88%,86%,70%,37%
107100,Whangarei Central,Northland,5-11,57,22,7,NA,NA,NA,NA,39%,12%,NA,NA
107200,Riverside,Northland,12+,"1,957","1,704","1,682","1,624","1,160",733,294,87%,86%,71%,40%
107200,Riverside,Northland,5-11,180,80,34,NA,NA,NA,NA,44%,19%,NA,NA
107300,Raumanga,Northland,12+,"2,794","2,362","2,257","2,126","1,185",652,246,85%,81%,56%,38%
107300,Raumanga,Northland,5-11,469,132,42,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,635","1,347","1,305","1,225",676,374,102,82%,80%,55%,27%
107400,Tarewa,Northland,5-11,288,87,35,NA,NA,NA,NA,30%,12%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,030","1,770","1,724","1,653","1,011",523,213,87%,85%,61%,41%
107500,Morningside (Whangarei District),Northland,5-11,226,83,34,NA,NA,NA,NA,37%,15%,NA,NA
107600,Ngunguru,Northland,12+,"1,093",960,949,897,683,465,228,88%,87%,76%,49%
107600,Ngunguru,Northland,5-11,130,61,29,NA,NA,NA,NA,47%,22%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,234","1,039","1,011",962,647,397,148,84%,82%,67%,37%
107700,Otaika-Portland,Northland,5-11,136,62,23,NA,NA,NA,NA,46%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,045","1,761","1,737","1,647","1,128",793,263,86%,85%,68%,33%
107800,Oakleigh-Mangapai,Northland,5-11,223,94,51,NA,NA,NA,NA,42%,23%,NA,NA
107900,Port-Limeburners,Northland,12+,215,180,175,173,107,67,18,84%,81%,62%,27%
108000,Pataua,Northland,12+,"1,581","1,302","1,274","1,214",788,553,208,82%,81%,65%,38%
108000,Pataua,Northland,5-11,200,71,29,NA,NA,NA,NA,36%,14%,NA,NA
108100,Onerahi Park,Northland,12+,"1,433","1,291","1,276","1,219",915,610,287,90%,89%,75%,47%
108100,Onerahi Park,Northland,5-11,166,91,54,NA,NA,NA,NA,55%,33%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,084","1,822","1,789","1,697","1,143",700,291,87%,86%,67%,42%
108200,Sherwood Rise,Northland,5-11,266,92,32,NA,NA,NA,NA,35%,12%,NA,NA
108300,Onerahi,Northland,12+,"2,132","1,801","1,767","1,685","1,147",782,378,84%,83%,68%,48%
108300,Onerahi,Northland,5-11,238,75,35,NA,NA,NA,NA,32%,15%,NA,NA
108500,Parua Bay,Northland,12+,"2,378","2,111","2,095","1,988","1,547","1,102",561,89%,88%,78%,51%
108500,Parua Bay,Northland,5-11,248,146,72,NA,NA,NA,NA,59%,29%,NA,NA
108600,Bream Bay,Northland,12+,"2,021","1,736","1,701","1,607","1,077",769,279,86%,84%,67%,36%
108600,Bream Bay,Northland,5-11,236,92,36,NA,NA,NA,NA,39%,15%,NA,NA
108700,Marsden Bay,Northland,12+,"2,534","2,324","2,306","2,217","1,717","1,252",679,92%,91%,77%,54%
108700,Marsden Bay,Northland,5-11,257,110,60,NA,NA,NA,NA,43%,23%,NA,NA
108800,Ruakaka,Northland,12+,"2,485","2,204","2,168","2,076","1,455","1,058",540,89%,87%,70%,51%
108800,Ruakaka,Northland,5-11,266,81,25,NA,NA,NA,NA,30%,9%,NA,NA
108900,Bream Head,Northland,12+,"1,272","1,134","1,123","1,095",837,611,335,89%,88%,76%,55%
108900,Bream Head,Northland,5-11,139,68,31,NA,NA,NA,NA,49%,22%,NA,NA
109000,Waipu,Northland,12+,"2,946","2,535","2,509","2,441","1,811","1,408",645,86%,85%,74%,46%
109000,Waipu,Northland,5-11,228,76,41,NA,NA,NA,NA,33%,18%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,355","2,626","2,554","2,462","1,503","1,090",337,78%,76%,61%,31%
109100,Kaipara Coastal,Northland,5-11,352,105,47,NA,NA,NA,NA,30%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,622","1,331","1,308","1,258",765,516,144,82%,81%,61%,28%
109200,Maungaru,Northland,5-11,161,62,19,NA,NA,NA,NA,39%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,382","3,665","3,555","3,425","2,179","1,557",593,84%,81%,64%,38%
109300,Dargaville,Northland,5-11,449,124,69,NA,NA,NA,NA,28%,15%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,227","1,836","1,790","1,723","1,125",858,288,82%,80%,65%,34%
109400,Ruawai-Matakohe,Northland,5-11,268,72,29,NA,NA,NA,NA,27%,11%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,647","1,303","1,270","1,227",825,623,179,79%,77%,67%,29%
109500,Otamatea (Kaipara District),Northland,5-11,168,54,18,NA,NA,NA,NA,32%,11%,NA,NA
109600,Maungaturoto,Northland,12+,"1,096",939,911,869,570,385,127,86%,83%,66%,33%
109600,Maungaturoto,Northland,5-11,137,58,19,NA,NA,NA,NA,42%,14%,NA,NA
109700,Kaiwaka,Northland,12+,"2,159","1,675","1,634","1,565",985,657,215,78%,76%,63%,33%
109700,Kaiwaka,Northland,5-11,229,74,33,NA,NA,NA,NA,32%,14%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,399","1,902","1,870","1,819","1,230",955,383,79%,78%,68%,40%
109800,Mangawhai Rural,Northland,5-11,273,86,38,NA,NA,NA,NA,32%,14%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,224","1,935","1,906","1,855","1,348","1,023",502,87%,86%,73%,49%
109900,Mangawhai Heads,Northland,5-11,214,65,27,NA,NA,NA,NA,30%,13%,NA,NA
110100,Mangawhai,Northland,12+,"1,000",882,871,840,622,475,229,88%,87%,74%,48%
110100,Mangawhai,Northland,5-11,119,41,19,NA,NA,NA,NA,34%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,339","1,124","1,103","1,055",643,446,159,84%,82%,61%,36%
110200,Okahukura Peninsula,Waitemata,5-11,158,51,25,NA,NA,NA,NA,32%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,326","2,790","2,741","2,652","1,816","1,309",585,84%,82%,68%,45%
110400,Cape Rodney,Waitemata,5-11,332,143,71,NA,NA,NA,NA,43%,21%,NA,NA
110500,Wellsford,Waitemata,12+,"1,733","1,449","1,418","1,350",812,468,180,84%,82%,60%,38%
110500,Wellsford,Waitemata,5-11,191,62,34,NA,NA,NA,NA,32%,18%,NA,NA
110700,South Head,Waitemata,12+,"2,390","2,059","2,014","1,922","1,275",843,382,86%,84%,66%,45%
110700,South Head,Waitemata,5-11,261,109,49,NA,NA,NA,NA,42%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,838","1,524","1,500","1,420",822,508,165,83%,82%,58%,32%
110800,Kaipara Hills,Waitemata,5-11,219,92,46,NA,NA,NA,NA,42%,21%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,504","1,289","1,272","1,216",903,614,308,86%,85%,74%,50%
110900,Dome Valley-Matakana,Waitemata,5-11,160,109,60,NA,NA,NA,NA,68%,38%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,411","2,192","2,170","2,080","1,564","1,094",676,91%,90%,75%,62%
111100,Warkworth West,Waitemata,5-11,208,94,53,NA,NA,NA,NA,45%,25%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,542","3,054","3,011","2,876","1,949","1,286",556,86%,85%,68%,43%
111200,Puhoi Valley,Waitemata,5-11,309,150,72,NA,NA,NA,NA,49%,23%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,366","3,025","3,011","2,878","2,109","1,270",724,90%,89%,73%,57%
111300,Warkworth East,Waitemata,5-11,361,173,98,NA,NA,NA,NA,48%,27%,NA,NA
111400,Sandspit,Waitemata,12+,968,866,852,823,636,504,252,89%,88%,77%,50%
111400,Sandspit,Waitemata,5-11,63,26,19,NA,NA,NA,NA,41%,30%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,039","1,854","1,838","1,751","1,343","1,031",571,91%,90%,77%,55%
111500,Tawharanui Peninsula,Waitemata,5-11,162,100,54,NA,NA,NA,NA,62%,33%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,239","1,998","1,966","1,867","1,225",720,291,89%,88%,66%,40%
111600,Te Kuru,Waitemata,5-11,272,135,47,NA,NA,NA,NA,50%,17%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,295","2,921","2,900","2,767","2,052","1,466",807,89%,88%,74%,55%
111700,Snells Beach,Waitemata,5-11,361,170,81,NA,NA,NA,NA,47%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,997,813,800,783,574,427,234,82%,80%,73%,55%
111800,Barrier Islands,Auckland,5-11,89,23,12,NA,NA,NA,NA,26%,13%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,176","1,008",995,965,753,622,335,86%,85%,78%,54%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,80,30,12,NA,NA,NA,NA,38%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,711","1,479","1,466","1,390",967,642,295,86%,86%,70%,46%
112100,Wainui-Waiwera,Waitemata,5-11,158,66,29,NA,NA,NA,NA,42%,18%,NA,NA
112200,Parakai,Waitemata,12+,918,803,786,731,479,271,137,87%,86%,66%,51%
112200,Parakai,Waitemata,5-11,117,63,42,NA,NA,NA,NA,54%,36%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,523","1,351","1,335","1,273",876,526,213,89%,88%,69%,40%
112300,Helensville Rural,Waitemata,5-11,140,70,45,NA,NA,NA,NA,50%,32%,NA,NA
112400,Helensville,Waitemata,12+,"2,471","2,221","2,186","2,080","1,424",805,364,90%,88%,68%,45%
112400,Helensville,Waitemata,5-11,325,165,98,NA,NA,NA,NA,51%,30%,NA,NA
112500,Waitoki,Waitemata,12+,"1,496","1,314","1,298","1,226",798,506,190,88%,87%,65%,38%
112500,Waitoki,Waitemata,5-11,161,80,35,NA,NA,NA,NA,50%,22%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,543","1,389","1,372","1,287",847,519,190,90%,89%,66%,37%
112600,Waikoukou Valley,Waitemata,5-11,141,71,40,NA,NA,NA,NA,50%,28%,NA,NA
112700,Orewa North,Waitemata,12+,"4,669","4,304","4,276","4,104","3,276","2,252","1,412",92%,92%,80%,63%
112700,Orewa North,Waitemata,5-11,408,249,172,NA,NA,NA,NA,61%,42%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,347","1,212","1,205","1,160",831,509,237,90%,89%,72%,47%
112800,Hatfields Beach,Waitemata,5-11,139,86,49,NA,NA,NA,NA,62%,35%,NA,NA
112900,Orewa South,Waitemata,12+,"3,839","3,564","3,547","3,437","2,739","1,913","1,152",93%,92%,80%,60%
112900,Orewa South,Waitemata,5-11,293,175,109,NA,NA,NA,NA,60%,37%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,051","2,774","2,754","2,678","2,153","1,665",936,91%,90%,80%,56%
113000,Orewa Central,Waitemata,5-11,176,105,62,NA,NA,NA,NA,60%,35%,NA,NA
113100,Millwater North,Waitemata,12+,"3,120","2,853","2,821","2,670","1,977",962,464,91%,90%,74%,48%
113100,Millwater North,Waitemata,5-11,596,357,208,NA,NA,NA,NA,60%,35%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,248","1,103","1,092","1,033",698,421,181,88%,88%,68%,43%
113200,Waipatukahu,Waitemata,5-11,130,78,40,NA,NA,NA,NA,60%,31%,NA,NA
113300,Millwater South,Waitemata,12+,"3,368","3,105","3,073","2,881","1,958",751,301,92%,91%,68%,40%
113300,Millwater South,Waitemata,5-11,678,423,248,NA,NA,NA,NA,62%,37%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,703","2,441","2,413","2,319","1,480",619,249,90%,89%,64%,40%
113400,Dairy Flat North,Waitemata,5-11,291,160,88,NA,NA,NA,NA,55%,30%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,346","1,189","1,182","1,121",722,431,171,88%,88%,64%,40%
113500,Dairy Flat West,Waitemata,5-11,124,61,30,NA,NA,NA,NA,49%,24%,NA,NA
113600,Kingsway,Waitemata,12+,"2,126","1,900","1,879","1,747","1,230",651,283,89%,88%,70%,43%
113600,Kingsway,Waitemata,5-11,267,172,90,NA,NA,NA,NA,64%,34%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,665,617,610,588,381,157,64,93%,92%,65%,41%
113800,Silverdale Central (Auckland),Waitemata,5-11,72,43,18,NA,NA,NA,NA,60%,25%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,761","2,455","2,433","2,344","1,860","1,247",779,89%,88%,79%,62%
113900,Red Beach West,Waitemata,5-11,225,116,64,NA,NA,NA,NA,52%,28%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,615","3,318","3,291","3,143","2,317","1,495",743,92%,91%,74%,50%
114000,Red Beach East,Waitemata,5-11,351,195,97,NA,NA,NA,NA,56%,28%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,768","1,569","1,548","1,475",975,553,230,89%,88%,66%,42%
114100,Silverdale South (Auckland),Waitemata,5-11,189,104,32,NA,NA,NA,NA,55%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,257","1,157","1,149","1,089",761,428,223,92%,91%,70%,52%
114200,Waimauku,Waitemata,5-11,148,86,42,NA,NA,NA,NA,58%,28%,NA,NA
114300,Gulf Islands,Waitemata,12+,42,33,33,31,24,24,11,79%,79%,77%,46%
114400,Vipond,Waitemata,12+,"2,548","2,314","2,300","2,211","1,584",945,518,91%,90%,72%,55%
