SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,12+,"47,614",Masked,Masked,"47,729","28,415",>95%,>95%,60%
Unknown,Unknown,Unknown,5-11,"5,109","2,421","1,221",NA,NA,47%,24%,NA
100100,North Cape,Northland,12+,"1,598","1,374","1,352","1,260",817,86%,85%,65%
100100,North Cape,Northland,5-11,201,53,20,NA,NA,26%,10%,NA
100200,Rangaunu Harbour,Northland,12+,"1,942","1,638","1,586","1,478",859,84%,82%,58%
100200,Rangaunu Harbour,Northland,5-11,258,50,17,NA,NA,19%,7%,NA
100400,Karikari Peninsula,Northland,12+,"1,372","1,172","1,152","1,103",737,85%,84%,67%
100400,Karikari Peninsula,Northland,5-11,133,32,10,NA,NA,24%,8%,NA
100500,Tangonge,Northland,12+,980,862,843,772,484,88%,86%,63%
100500,Tangonge,Northland,5-11,125,31,10,NA,NA,25%,8%,NA
100600,Ahipara,Northland,12+,"1,053",898,875,819,534,85%,83%,65%
100600,Ahipara,Northland,5-11,148,55,17,NA,NA,37%,11%,NA
100700,Kaitaia East,Northland,12+,"1,992","1,759","1,681","1,540",853,88%,84%,55%
100700,Kaitaia East,Northland,5-11,328,96,30,NA,NA,29%,9%,NA
100800,Kaitaia West,Northland,12+,"2,934","2,530","2,424","2,226","1,257",86%,83%,56%
100800,Kaitaia West,Northland,5-11,477,121,52,NA,NA,25%,11%,NA
100900,Rangitihi,Northland,12+,820,694,677,625,367,85%,83%,59%
100900,Rangitihi,Northland,5-11,92,18,Masked,NA,NA,20%,5%,NA
101000,Oruru-Parapara,Northland,12+,815,659,637,602,361,81%,78%,60%
101000,Oruru-Parapara,Northland,5-11,102,26,10,NA,NA,25%,10%,NA
101100,Taumarumaru,Northland,12+,"2,243","1,993","1,952","1,877","1,356",89%,87%,72%
101100,Taumarumaru,Northland,5-11,216,70,21,NA,NA,32%,10%,NA
101200,Herekino-Takahue,Northland,12+,891,705,678,625,378,79%,76%,60%
101200,Herekino-Takahue,Northland,5-11,117,26,Masked,NA,NA,22%,<5%,NA
101300,Peria,Northland,12+,"1,024",741,715,678,418,72%,70%,62%
101300,Peria,Northland,5-11,130,26,12,NA,NA,20%,9%,NA
101400,Taemaro-Oruaiti,Northland,12+,859,712,690,654,418,83%,80%,64%
101400,Taemaro-Oruaiti,Northland,5-11,110,42,9,NA,NA,38%,8%,NA
101500,Whakapaku,Northland,12+,654,511,492,466,312,78%,75%,67%
101500,Whakapaku,Northland,5-11,84,32,6,NA,NA,38%,7%,NA
101600,Hokianga North,Northland,12+,792,662,643,592,398,84%,81%,67%
