SA2 CODE 2018,SA2 2018,DHB, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
184300,Fraser Street,Waikato,1240,1158,1088, 934 , 877 
184400,Sherwin Park,Waikato,1683,1491,1344, 886 , 799 
184500,St Leger,Waikato,474,412,382, 869 , 806 
184600,Rotoorangi,Waikato,1370,1220,1106, 891 , 807 
184700,Tokanui,Waikato,353,287,238, 813 , 674 
184800,Kihikihi Central,Waikato,2155,1893,1697, 878 , 787 
184900,Maungatautari,Waikato,699,628,557, 898 , 797 
185000,Rotongata,Waikato,643,553,492, 860 , 765 
185200,Pirongia Forest,Waikato,827,677,611, 819 , 739 
185300,Honikiwi,Waikato,1243,1059,944, 852 , 759 
185400,Te Kawa,Waikato,882,757,670, 858 , 760 
185500,Otorohanga,Waikato,2641,2262,2002, 856 , 758 
185600,Maihiihi,Waikato,1431,1236,1072, 864 , 749 
185700,Puniu,Waikato,929,769,671, 828 , 722 
185800,Tirau,Waikato,1907,1613,1442, 846 , 756 
185900,Putararu Rural,Waikato,1898,1585,1398, 835 , 737 
186000,Putararu,Waikato,3644,3107,2713, 853 , 745 
186100,Kinleith,Waikato,1117,1003,847, 898 , 758 
186200,Paraonui,Waikato,1494,1329,1179, 890 , 789 
186300,Parkdale,Waikato,711,569,489, 800 , 688 
186400,Matarawa,Waikato,1824,1505,1237, 825 , 678 
186500,Stanley Park,Waikato,1864,1499,1258, 804 , 675 
186600,Strathmore (South Waikato District),Waikato,1948,1547,1267, 794 , 650 
186700,Tokoroa Central,Waikato,904,731,598, 809 , 662 
186800,Moananui,Waikato,2359,1958,1651, 830 , 700 
187000,Herangi,Waikato,793,672,607, 847 , 765 
187100,Hangatiki,Waikato,1063,903,805, 849 , 757 
187200,Aria,Waikato,1039,871,768, 838 , 739 
187300,Te Kuiti West,Waikato,2228,1892,1671, 849 , 750 
187400,Te Kuiti East,Waikato,1658,1343,1125, 810 , 679 
187500,Waipa Valley,Waikato,985,880,789, 893 , 801 
187700,Marotiri,Lakes,1915,1556,1313, 813 , 686 
187800,Ohakuri,Lakes,1555,1309,1148, 842 , 738 
187900,Lake Taupo Bays,Lakes,1360,1141,1018, 839 , 749 
188000,Mapara,Lakes,1858,1664,1534, 896 , 826 
188200,Wairakei-Broadlands,Lakes,942,772,681, 820 , 723 
188300,Acacia Bay,Lakes,1549,1409,1288, 910 , 832 
188400,Brentwood (Taupo District),Lakes,1794,1634,1536, 911 , 856 
188500,Nukuhau-Rangatira Park,Lakes,2265,2019,1852, 891 , 818 
188600,Taupo Central West,Lakes,378,338,301, 894 , 796 
188700,Tauhara,Lakes,1419,1143,940, 805 , 662 
188800,Taupo Central East,Lakes,2084,1755,1529, 842 , 734 
188900,Mountview,Lakes,2246,1946,1711, 866 , 762 
189000,Bird Area,Lakes,1922,1719,1567, 894 , 815 
189100,Hilltop (Taupo District),Lakes,2356,2061,1848, 875 , 784 
189200,Waipahihi,Lakes,1956,1776,1651, 908 , 844 
189300,Richmond Heights,Lakes,1959,1699,1497, 867 , 764 
189400,Wharewaka,Lakes,1097,1019,968, 929 , 882 
189600,Waitahanui,Lakes,662,522,462, 789 , 698 
189700,Turangi,Lakes,2982,2415,2033, 810 , 682 
189800,Rangataiki,Lakes,101,Masked,87, >950 , 861 
189900,Taharua,Lakes,47,41,35, 872 , 745 
190100,Waiau,Bay of Plenty,289,237,210, 820 , 727 
190200,Waihi Beach-Bowentown,Bay of Plenty,2297,2044,1894, 890 , 825 
190300,Tahawai,Bay of Plenty,1714,1382,1265, 806 , 738 
190400,Athenree,Bay of Plenty,760,611,557, 804 , 733 
190500,Aongatete,Bay of Plenty,3157,2905,2685, 920 , 850 
190600,Katikati,Bay of Plenty,4714,4192,3829, 889 , 812 
190800,Matakana Island,Bay of Plenty,112,87,73, 777 , 652 
190900,Pahoia,Bay of Plenty,2776,2411,2182, 869 , 786 
191000,Omokoroa,Bay of Plenty,3530,3203,2990, 907 , 847 
191100,Omokoroa Rural,Bay of Plenty,991,910,816, 918 , 823 
191200,Te Puna,Bay of Plenty,1921,1669,1473, 869 , 767 
191300,Minden,Bay of Plenty,1934,1670,1503, 863 , 777 
191400,Kaimai,Bay of Plenty,1814,1453,1279, 801 , 705 
191500,Kopurererua,Bay of Plenty,1009,869,784, 861 , 777 
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,1554,1246,1105, 802 , 711 
191700,Waiorohi,Bay of Plenty,2223,1882,1655, 847 , 744 
191800,Otawa,Bay of Plenty,1720,1621,1441, 942 , 838 
191900,Te Puke West,Bay of Plenty,2944,2674,2324, 908 , 789 
192000,Rangiuru,Bay of Plenty,2236,Masked,1916, >950 , 857 
192100,Te Puke East,Bay of Plenty,4389,3990,3528, 909 , 804 
192300,Maketu,Bay of Plenty,1025,797,691, 778 , 674 
192400,Pukehina Beach,Bay of Plenty,707,608,542, 860 , 767 
192500,Pongakawa,Bay of Plenty,2506,2111,1836, 842 , 733 
192600,Matua North,Bay of Plenty,2573,2411,2289, 937 , 890 
192800,Mount Maunganui North,Bay of Plenty,3000,2717,2493, 906 , 831 
192900,Matua South,Bay of Plenty,2268,2077,1892, 916 , 834 
193000,Bethlehem North,Bay of Plenty,3247,2867,2688, 883 , 828 
193100,Bellevue,Bay of Plenty,3091,2755,2446, 891 , 791 
193200,Otumoetai North,Bay of Plenty,3707,3423,3167, 923 , 854 
193300,Otumoetai South,Bay of Plenty,3239,3002,2721, 927 , 840 
193400,Brookfield West,Bay of Plenty,2402,2117,1837, 881 , 765 
193500,Bethlehem Central,Bay of Plenty,3833,3523,3287, 919 , 858 
193600,Brookfield East,Bay of Plenty,2267,1968,1756, 868 , 775 
193700,Mount Maunganui South,Bay of Plenty,2495,2362,2135, 947 , 856 
193800,Tauranga Central,Bay of Plenty,2460,2285,2093, 929 , 851 
193900,Mount Maunganui Central,Bay of Plenty,275,250,214, 909 , 778 
194000,Judea,Bay of Plenty,2206,1965,1734, 891 , 786 
194100,Te Reti,Bay of Plenty,1621,1355,1171, 836 , 722 
194200,Bethlehem South,Bay of Plenty,954,864,805, 906 , 844 
194300,Omanu Beach,Bay of Plenty,2467,2206,2007, 894 , 814 
194400,Tauranga Hospital,Bay of Plenty,1739,1560,1403, 897 , 807 
194500,Tauriko,Bay of Plenty,132,123,99, 932 , 750 
194600,Gate Pa,Bay of Plenty,3271,2818,2398, 862 , 733 
194700,Greerton South,Bay of Plenty,604,547,488, 906 , 808 
194800,Tauranga South,Bay of Plenty,4415,4016,3656, 910 , 828 
194900,Arataki North,Bay of Plenty,2636,2420,2206, 918 , 837 
195000,Matapihi,Bay of Plenty,623,505,416, 811 , 668 
195100,Pyes Pa West,Bay of Plenty,4430,4203,3826, 949 , 864 
195200,Greerton North,Bay of Plenty,2963,2610,2270, 881 , 766 
195300,Yatton Park,Bay of Plenty,2050,1660,1374, 810 , 670 
195400,Pyes Pa North,Bay of Plenty,4339,3955,3657, 912 , 843 
195500,Arataki South,Bay of Plenty,2429,2162,1898, 890 , 781 
195600,Pyes Pa South,Bay of Plenty,1439,1341,1238, 932 , 860 
195700,Poike,Bay of Plenty,669,542,445, 810 , 665 
195800,Te Maunga North,Bay of Plenty,2894,2507,2222, 866 , 768 
195900,Maungatapu,Bay of Plenty,2475,2229,1985, 901 , 802 
196000,Hairini,Bay of Plenty,2699,2351,2083, 871 , 772 
196100,Pyes Pa East,Bay of Plenty,569,478,437, 840 , 768 
196200,Te Maunga South,Bay of Plenty,4278,3985,3705, 932 , 866 
196300,Kaitemako (Tauranga City),Bay of Plenty,1298,1113,969, 857 , 747 
196400,Ohauiti,Bay of Plenty,3119,2848,2594, 913 , 832 
196500,Baypark-Kairua,Bay of Plenty,575,489,419, 850 , 729 
196600,Welcome Bay West,Bay of Plenty,2271,1837,1542, 809 , 679 
196700,Welcome Bay East,Bay of Plenty,2109,1815,1556, 861 , 738 
196800,Pacific View,Bay of Plenty,2539,2345,2125, 924 , 837 
196900,Welcome Bay South,Bay of Plenty,3061,2630,2378, 859 , 777 
197000,Palm Beach North,Bay of Plenty,2586,2247,1939, 869 , 750 
197100,Palm Beach South-Gravatt,Bay of Plenty,3488,3207,2990, 919 , 857 
197200,Papamoa Beach North,Bay of Plenty,2250,1966,1727, 874 , 768 
197300,Doncaster,Bay of Plenty,2720,2430,2174, 893 , 799 
197400,Papamoa Beach South,Bay of Plenty,2359,2086,1847, 884 , 783 
197500,Motiti,Bay of Plenty,2714,2458,2240, 906 , 825 
197600,Wairakei ,Bay of Plenty,5563,5082,4555, 914 , 819 
197700,Tui Ridge,Lakes,1425,1259,1152, 884 , 808 
197800,Arahiwi,Lakes,106,86,76, 811 , 717 
197900,Ngongotaha Valley,Lakes,1292,1082,955, 837 , 739 
198000,Hamurana,Lakes,940,870,808, 926 , 860 
198100,Ngongotaha East,Lakes,1673,1412,1239, 844 , 741 
198200,Ngongotaha West,Lakes,1337,1145,1016, 856 , 760 
198400,Ngongotaha South,Lakes,1268,1074,963, 847 , 759 
198500,Selwyn Heights,Lakes,946,788,660, 833 , 698 
198600,Pleasant Heights,Lakes,1675,1328,1105, 793 , 660 
198700,Rotoiti-Rotoehu,Lakes,1638,1298,1115, 792 , 681 
198800,Kawaha,Lakes,1532,1354,1220, 884 , 796 
198900,Fairy Springs,Lakes,1395,1204,1028, 863 , 737 
199000,Western Heights (Rotorua District),Lakes,1861,1386,1135, 745 , 610 
199100,Pukehangi North,Lakes,2083,1620,1348, 778 , 647 
199200,Pukehangi South,Lakes,2163,1924,1758, 890 , 813 
199300,Mangakakahi Central,Lakes,105,74,71, 705 , 676 
199400,Koutu,Lakes,1706,1373,1148, 805 , 673 
199500,Mangakakahi West,Lakes,1656,1401,1177, 846 , 711 
199600,Sunnybrook,Lakes,1651,1476,1320, 894 , 800 
199700,Fordlands,Lakes,1880,1436,1086, 764 , 578 
199800,Kuirau,Lakes,773,666,563, 862 , 728 
199900,Utuhina,Lakes,1262,1150,1039, 911 , 823 
200000,Pomare,Lakes,1394,1279,1171, 918 , 840 
200100,Rotorua Central,Lakes,390,367,318, 941 , 815 
200200,Hillcrest (Rotorua District),Lakes,1433,1246,1088, 870 , 759 
200300,Victoria,Lakes,1663,1571,1444, 945 , 868 
200400,Waiohewa,Lakes,878,786,726, 895 , 827 
200500,Glenholme North,Lakes,2197,1914,1699, 871 , 773 
200600,Springfield South,Lakes,1630,1502,1398, 921 , 858 
200700,Springfield North,Lakes,1491,1404,1317, 942 , 883 
200800,Glenholme South,Lakes,1842,1690,1570, 917 , 852 
200900,Owhata West,Lakes,2418,2037,1783, 842 , 737 
201000,Holdens Bay-Rotokawa,Lakes,1042,893,790, 857 , 758 
201100,Ngapuna,Lakes,295,242,171, 820 , 580 
201200,Fenton Park,Lakes,1361,1277,1155, 938 , 849 
201300,Tihiotonga-Whakarewarewa,Lakes,690,621,562, 900 , 814 
201400,Owhata East,Lakes,2500,2189,1969, 876 , 788 
201500,Lynmore,Lakes,2785,2610,2465, 937 , 885 
201600,Ngakuru,Lakes,1350,1161,1009, 860 , 747 
201700,Kaingaroa-Whakarewarewa,Lakes,1483,1247,1119, 841 , 755 
201800,Golden Springs,Lakes,1274,1061,862, 833 , 677 
201900,Manawahe,Bay of Plenty,971,770,682, 793 , 702 
202000,Matata-Otakiri,Bay of Plenty,1427,1181,1035, 828 , 725 
202100,Onepu Spring,Bay of Plenty,1076,884,783, 822 , 728 
202200,Edgecumbe,Bay of Plenty,1465,1211,1028, 827 , 702 
202300,Thornton-Awakeri,Bay of Plenty,1979,1656,1458, 837 , 737 
202400,Te Teko Lakes,Bay of Plenty,1446,1087,854, 752 , 591 
202500,Coastlands,Bay of Plenty,1692,1444,1294, 853 , 765 
202600,Whakatane West,Bay of Plenty,2698,2146,1824, 795 , 676 
202700,Whakatane Central,Bay of Plenty,2976,2516,2258, 845 , 759 
202800,Trident,Bay of Plenty,2901,2267,1946, 781 , 671 
202900,Allandale,Bay of Plenty,2226,1880,1670, 845 , 750 
203000,Mokorua Bush,Bay of Plenty,1265,1146,1067, 906 , 843 
203100,Wainui ,Bay of Plenty,1197,876,745, 732 , 622 
203200,Ohope,Bay of Plenty,2803,2518,2389, 898 , 852 
203400,Galatea,Bay of Plenty,916,633,503, 691 , 549 
203500,Waingarara-Waimana,Bay of Plenty,1959,1359,1072, 694 , 547 
203600,Murupara,Bay of Plenty,1389,771,589, 555 , 424 
203700,Monika Reserve,Bay of Plenty,2818,2278,1905, 808 , 676 
203900,Tarawera Park,Bay of Plenty,3315,2476,2021, 747 , 610 
204100,Waiotahi,Bay of Plenty,1267,1033,926, 815 , 731 
204200,Cape Runaway,Bay of Plenty,1012,938,822, 927 , 812 
204300,Woodlands,Bay of Plenty,874,753,689, 862 , 788 
204400,Opotiki,Bay of Plenty,2941,2158,1760, 734 , 598 
204500,Otara-Tirohanga ,Bay of Plenty,1011,792,706, 783 , 698 
204600,Oponae,Bay of Plenty,191,132,114, 691 , 597 
204700,East Cape,Tairawhiti,1103,876,754, 794 , 684 
204800,Waipaoa,Tairawhiti,1586,1240,1021, 782 , 644 
204900,Ruatoria-Raukumara,Tairawhiti,989,773,637, 782 , 644 
205000,Tokomaru,Tairawhiti,816,676,591, 828 , 724 
205100,Hangaroa,Tairawhiti,1190,1041,903, 875 , 759 
205200,Wharekaka,Tairawhiti,1556,1329,1119, 854 , 719 
205300,Te Arai,Tairawhiti,950,785,682, 826 , 718 
205400,Hexton,Tairawhiti,2667,2488,2263, 933 , 849 
205500,Lytton,Tairawhiti,1353,1200,1137, 887 , 840 
205600,Makaraka-Awapuni,Tairawhiti,917,771,678, 841 , 739 
205700,Riverdale,Tairawhiti,1176,1039,948, 884 , 806 
205800,Te Hapara North,Tairawhiti,1811,1607,1442, 887 , 796 
205900,Mangapapa North,Tairawhiti,1126,972,847, 863 , 752 
206000,Elgin,Tairawhiti,2152,1717,1365, 798 , 634 
206100,Te Hapara South,Tairawhiti,1889,1576,1327, 834 , 702 
206200,Mangapapa East,Tairawhiti,1108,980,872, 884 , 787 
206300,Mangapapa South,Tairawhiti,1574,1310,1121, 832 , 712 
206400,Te Hapara East,Tairawhiti,1713,1474,1315, 860 , 768 
206500,Centennial Crescent,Tairawhiti,1285,1113,930, 866 , 724 
206600,Whataupoko East,Tairawhiti,1572,1478,1353, 940 , 861 
206700,Whataupoko West,Tairawhiti,1777,1634,1493, 920 , 840 
206800,Gisborne Central,Tairawhiti,305,278,245, 911 , 803 
206900,Kaiti North,Tairawhiti,1850,1633,1483, 883 , 802 
207000,Kaiti South,Tairawhiti,2500,2034,1674, 814 , 670 
207100,Outer Kaiti,Tairawhiti,2049,1529,1158, 746 , 565 
207200,Tamarau,Tairawhiti,1981,1587,1301, 801 , 657 
207300,Wainui-Okitu,Tairawhiti,1577,1423,1296, 902 , 822 
207400,Maungataniwha-Raupunga,Hawke's Bay,778,592,511, 761 , 657 
207600,Frasertown-Ruakituri,Hawke's Bay,581,495,446, 852 , 768 
207700,Whakaki,Hawke's Bay,557,490,434, 880 , 779 
207800,Wairoa,Hawke's Bay,3610,2868,2529, 794 , 701 
207900,Mahia,Hawke's Bay,865,727,646, 840 , 747 
208000,Puketitiri-Tutira,Hawke's Bay,1484,1249,1067, 842 , 719 
208100,Sherenden-Crownthorpe,Hawke's Bay,1117,990,888, 886 , 795 
208200,Maraekakaho,Hawke's Bay,1220,1104,1017, 905 , 834 
208300,Puketapu-Eskdale,Hawke's Bay,2409,2179,2026, 905 , 841 
208400,Omahu-Pakowhai,Hawke's Bay,1242,1136,990, 915 , 797 
208500,Bridge Pa,Hawke's Bay,911,808,684, 887 , 751 
208600,Twyford,Hawke's Bay,735,Masked,Masked, >950 , >950 
208700,Poukawa,Hawke's Bay,1256,1096,983, 873 , 783 
208800,Flaxmere West,Hawke's Bay,2102,1628,1237, 775 , 588 
208900,Omahu Strip,Hawke's Bay,132,Masked,Masked, >950 , >950 
209000,Lochain Park,Hawke's Bay,2373,1841,1441, 776 , 607 
209100,Flaxmere Park,Hawke's Bay,2126,1814,1486, 853 , 699 
209200,Flaxmere South,Hawke's Bay,2169,1705,1362, 786 , 628 
209300,Irongate,Hawke's Bay,289,Masked,Masked, >950 , >950 
209400,Frimley,Hawke's Bay,2908,Masked,2669, >950 , 918 
209500,Camberley,Hawke's Bay,1812,1477,1206, 815 , 666 
209600,Clive,Hawke's Bay,1906,1753,1594, 920 , 836 
209700,St Leonards,Hawke's Bay,2079,1827,1630, 879 , 784 
209800,Mahora,Hawke's Bay,2179,1935,1751, 888 , 804 
209900,Raureka,Hawke's Bay,2481,2255,1945, 909 , 784 
210000,Cornwall Park,Hawke's Bay,2565,2256,1969, 880 , 768 
210100,Tomoana,Hawke's Bay,233,Masked,197, >950 , 845 
210200,Longlands-Pukahu,Hawke's Bay,1753,1607,1467, 917 , 837 
210300,Raceway Park,Hawke's Bay,1635,Masked,1393, >950 , 852 
210400,Karamu,Hawke's Bay,1086,Masked,935, >950 , 861 
210500,Hastings Central,Hawke's Bay,407,385,329, 946 , 808 
210600,Tomoana Crossing,Hawke's Bay,2143,1874,1679, 874 , 783 
210700,Akina Park,Hawke's Bay,1976,1730,1546, 876 , 782 
210800,Queens Square,Hawke's Bay,1599,1473,1313, 921 , 821 
210900,Mayfair,Hawke's Bay,2450,2074,1766, 847 , 721 
211000,Parkhaven,Hawke's Bay,2335,2112,1836, 904 , 786 
211100,Parkvale,Hawke's Bay,1983,1836,1696, 926 , 855 
211200,Mangateretere,Hawke's Bay,980,931,869, 950 , 887 
211300,Haumoana-Te Awanga,Hawke's Bay,1624,1384,1246, 852 , 767 
211400,Lucknow,Hawke's Bay,1128,974,847, 863 , 751 
211500,Karanema-St Hill,Hawke's Bay,1843,1660,1565, 901 , 849 
211600,Havelock North-Central,Hawke's Bay,401,369,348, 920 , 868 
211700,Brookvale,Hawke's Bay,2224,Masked,2044, >950 , 919 
211800,Iona,Hawke's Bay,2227,2041,1900, 916 , 853 
211900,Hereworth,Hawke's Bay,2500,2369,2247, 948 , 899 
212000,Te Mata Hills,Hawke's Bay,983,914,883, 930 , 898 
212100,Havelock Hills,Hawke's Bay,1430,Masked,1299, >950 , 908 
212200,Kahuranaki,Hawke's Bay,1273,1084,961, 852 , 755 
212300,Bay View,Hawke's Bay,1961,1766,1605, 901 , 818 
212400,Poraiti Hills,Hawke's Bay,735,674,621, 917 , 845 
212500,Poraiti Flat,Hawke's Bay,1253,Masked,1177, >950 , 939 
212600,Westshore,Hawke's Bay,1075,1007,934, 937 , 869 
212800,Onekawa West,Hawke's Bay,288,247,224, 858 , 778 
212900,Ahuriri,Hawke's Bay,1202,1026,957, 854 , 796 
213000,Taradale West,Hawke's Bay,1608,1507,1422, 937 , 884 
213100,Greenmeadows West,Hawke's Bay,1900,1783,1695, 938 , 892 
213200,Taradale South,Hawke's Bay,2462,2281,2144, 926 , 871 
213300,Bluff Hill,Hawke's Bay,2438,2221,2071, 911 , 849 
213400,Hospital Hill,Hawke's Bay,2523,2278,2105, 903 , 834 
213500,Tamatea West,Hawke's Bay,1644,1449,1302, 881 , 792 
213600,Tamatea North,Hawke's Bay,1407,1222,1043, 869 , 741 
213700,Taradale Central,Hawke's Bay,2452,2288,2143, 933 , 874 
213800,Tamatea East,Hawke's Bay,1433,1264,1103, 882 , 770 
213900,Marewa West,Hawke's Bay,1489,1350,1252, 907 , 841 
214000,Greenmeadows Central,Hawke's Bay,1284,1213,1135, 945 , 884 
214100,Onekawa Central,Hawke's Bay,1246,1145,1036, 919 , 831 
214200,Pirimai West,Hawke's Bay,1338,1194,1062, 892 , 794 
214300,Napier Central,Hawke's Bay,420,371,316, 883 , 752 
214400,Greenmeadows South,Hawke's Bay,1800,1622,1465, 901 , 814 
214500,Nelson Park,Hawke's Bay,1882,1653,1454, 878 , 773 
214600,Bledisloe Park,Hawke's Bay,1918,1804,1653, 941 , 862 
214700,Pirimai East,Hawke's Bay,1813,1634,1416, 901 , 781 
214800,Onekawa East,Hawke's Bay,1366,1123,942, 822 , 690 
214900,Tareha Reserve,Hawke's Bay,2734,2538,2329, 928 , 852 
215000,Marewa East,Hawke's Bay,2710,2217,1877, 818 , 693 
215100,Onekawa South,Hawke's Bay,2562,2141,1756, 836 , 685 
215200,McLean Park,Hawke's Bay,2078,1891,1690, 910 , 813 
215300,Maraenui,Hawke's Bay,2859,2193,1698, 767 , 594 
215400,Meeanee-Awatoto,Hawke's Bay,2684,2470,2294, 920 , 855 
215500,Mangaonuku,Hawke's Bay,755,707,651, 936 , 862 
215600,Makaretu,Hawke's Bay,2002,1780,1592, 889 , 795 
215700,Waipawa,Hawke's Bay,1827,1558,1375, 853 , 753 
215800,Waipukurau West,Hawke's Bay,2180,1926,1744, 883 , 800 
215900,Mangarara,Hawke's Bay,2060,1862,1646, 904 , 799 
216000,Waipukurau East,Hawke's Bay,1619,1437,1303, 888 , 805 
216100,Taurekaitai,Hawke's Bay,1618,1394,1273, 862 , 787 
216300,Spotswood,Taranaki,3132,2647,2288, 845 , 731 
216400,Omata,Taranaki,837,774,708, 925 , 846 
216500,Oakura,Taranaki,1279,1178,1107, 921 , 866 
216600,Moturoa,Taranaki,1618,1426,1278, 881 , 790 
216700,Kaitake,Taranaki,1552,1256,1119, 809 , 721 
216800,Blagdon-Lynmouth,Taranaki,2062,1832,1637, 888 , 794 
216900,Kawaroa,Taranaki,1917,1748,1586, 912 , 827 
217000,New Plymouth Central,Taranaki,1026,955,869, 931 , 847 
217100,Marfell,Taranaki,1333,1058,901, 794 , 676 
217200,Whalers Gate,Taranaki,2104,1942,1812, 923 , 861 
217300,Strandon,Taranaki,2232,2051,1900, 919 , 851 
217400,Westown ,Taranaki,3740,3289,2964, 879 , 793 
217500,Bell Block West,Taranaki,3496,3142,2811, 899 , 804 
217600,Bell Block East,Taranaki,2560,2374,2149, 927 , 839 
217700,Waiwhakaiho-Bell Block South,Taranaki,112,91,70, 813 , 625 
217800,Lower Vogeltown,Taranaki,2472,2234,2048, 904 , 828 
217900,Hurdon,Taranaki,2014,1832,1666, 910 , 827 
218000,Frankleigh Park,Taranaki,2428,2219,2004, 914 , 825 
218100,Merrilands,Taranaki,2534,2249,2060, 888 , 813 
218200,Ferndale,Taranaki,654,618,578, 945 , 884 
218300,Welbourn,Taranaki,2646,2437,2207, 921 , 834 
218400,Fitzroy-Glen Avon,Taranaki,3059,2766,2515, 904 , 822 
218500,Waitara West,Taranaki,3324,2580,2153, 776 , 648 
218600,Upper Vogeltown,Taranaki,2366,2089,1942, 883 , 821 
218700,Highlands Park (New Plymouth District),Taranaki,2968,2744,2566, 925 , 865 
218800,Paraite,Taranaki,673,608,554, 903 , 823 
218900,Waitara East,Taranaki,2432,1983,1692, 815 , 696 
219000,Lepperton-Brixton,Taranaki,1428,1259,1110, 882 , 777 
219100,Mangorei,Taranaki,1749,1498,1366, 856 , 781 
219200,Mount Messenger,Taranaki,680,564,470, 829 , 691 
219300,Mangaoraka,Taranaki,1464,1247,1115, 852 , 762 
219400,Tikorangi,Taranaki,1765,1485,1292, 841 , 732 
219500,Everett Park,Taranaki,1736,1541,1375, 888 , 792 
219600,Inglewood,Taranaki,2936,2567,2301, 874 , 784 
219700,Tarata,Taranaki,440,382,347, 868 , 789 
219800,Pembroke,Taranaki,1241,1038,908, 836 , 732 
219900,Douglas,Taranaki,495,389,327, 786 , 661 
220000,Toko,Taranaki,1080,938,834, 869 , 772 
220100,Stratford North,Taranaki,1585,1369,1251, 864 , 789 
220200,Whangamomona,Taranaki,106,74,70, 698 , 660 
220300,Stratford Central,Taranaki,1668,1426,1269, 855 , 761 
220400,Stratford South,Taranaki,1424,1221,1081, 857 , 759 
220500,Cape Egmont,Taranaki,1509,1184,1014, 785 , 672 
220600,Taungatara,Taranaki,876,748,660, 854 , 753 
220700,Opunake,Taranaki,1135,963,867, 848 , 764 
220800,Kaponga-Mangatoki,Taranaki,877,701,600, 799 , 684 
220900,Manaia-Kapuni,Taranaki,1150,945,807, 822 , 702 
221000,Eltham,Taranaki,1522,1231,1086, 809 , 714 
221100,Okaiawa,Taranaki,856,724,637, 846 , 744 
221200,Te Roti-Moeroa,Taranaki,611,543,453, 889 , 741 
221300,Egmont Showgrounds,Taranaki,1315,Masked,1165, >950 , 886 
221400,Normanby-Tawhiti,Taranaki,1158,1017,893, 878 , 771 
221500,Ohangai,Taranaki,423,374,328, 884 , 775 
221600,Turuturu,Taranaki,1373,1232,1096, 897 , 798 
221700,King Edward Park,Taranaki,1135,1016,909, 895 , 801 
221800,Ramanui,Taranaki,1579,1390,1258, 880 , 797 
221900,Hawera Central,Taranaki,1873,1682,1515, 898 , 809 
222000,Mangawhio,Taranaki,542,458,384, 845 , 708 
222100,Manutahi-Waitotora,Taranaki,1622,1409,1264, 869 , 779 
222200,Patea,Taranaki,992,840,732, 847 , 738 
222300,Otangiwai-Ohura,Waikato,804,600,509, 746 , 633 
222400,Ngapuke,Waikato,1030,806,706, 783 , 685 
222500,Taumarunui North,Waikato,1396,1145,994, 820 , 712 
222600,Taumarunui Central,Waikato,1249,1039,916, 832 , 733 
222700,Taumarunui East,Waikato,1305,950,799, 728 , 612 
222800,National Park,Waikato,783,706,632, 902 , 807 
222900,Tangiwai,Whanganui,1057,860,756, 814 , 715 
223000,Raetihi,Whanganui,865,615,478, 711 , 553 
223100,Ohakune,Whanganui,990,866,785, 875 , 793 
223200,Waiouru,Whanganui,444,389,346, 876 , 779 
223300,Upper Whanganui,Whanganui,941,775,679, 824 , 722 
223400,Mowhanau,Whanganui,1178,1023,914, 868 , 776 
223500,Brunswick-Papaiti,Whanganui,1342,1233,1153, 919 , 859 
223600,Castlecliff West,Whanganui,1446,1132,972, 783 , 672 
223700,Otamatea (Whanganui District),Whanganui,1641,1513,1434, 922 , 874 
223800,Castlecliff East,Whanganui,1618,1236,1043, 764 , 645 
223900,Springvale North,Whanganui,329,290,276, 881 , 839 
224000,Lower Aramoho,Whanganui,1619,1369,1161, 846 , 717 
224100,St Johns Hill East,Whanganui,1082,1013,975, 936 , 901 
224200,St Johns Hill West,Whanganui,1962,1789,1689, 912 , 861 
224300,Titoki,Whanganui,2678,2213,1927, 826 , 720 
224400,Springvale West,Whanganui,1410,1272,1185, 902 , 840 
224500,Springvale East,Whanganui,1343,1253,1162, 933 , 865 
224600,Upper Aramoho,Whanganui,1895,1564,1399, 825 , 738 
224700,Balgownie,Whanganui,119,95,83, 798 , 697 
224800,Laird Park,Whanganui,1934,1553,1382, 803 , 715 
224900,Wembley Park,Whanganui,1470,1156,1000, 786 , 680 
225000,College Estate,Whanganui,1111,991,910, 892 , 819 
225100,Whanganui East-Williams Domain,Whanganui,2008,1651,1500, 822 , 747 
225200,Gonville West,Whanganui,1484,1077,894, 726 , 602 
225300,Gonville North,Whanganui,2172,1788,1572, 823 , 724 
225400,Cornmarket,Whanganui,1238,1055,960, 852 , 775 
225500,Whanganui East-Riverlands,Whanganui,1891,1655,1455, 875 , 769 
225600,Kaitoke-Fordell,Whanganui,1362,1179,1051, 866 , 772 
225700,Whanganui Central,Whanganui,546,487,431, 892 , 789 
225800,Gonville South,Whanganui,1734,1432,1266, 826 , 730 
225900,Bastia-Durie Hill,Whanganui,1913,1690,1548, 883 , 809 
226000,Putiki,Whanganui,637,557,514, 874 , 807 
226100,Mokai Patea,Whanganui,1301,1160,1045, 892 , 803 
226300,Turakina,Whanganui,1083,914,827, 844 , 764 
226400,Otairi,Whanganui,1060,912,827, 860 , 780 
226500,Taihape,Whanganui,1427,1195,1051, 837 , 737 
226600,Marton Rural,Whanganui,848,776,728, 915 , 858 
226700,Marton North,Whanganui,2702,2378,2190, 880 , 811 
226800,Parewanui,Whanganui,716,609,561, 851 , 784 
