Date,Cumulative vaccinations planned,Cumulative vaccinations administered,Cumulative stock received,Original cumulative vaccinations model
21/02/2021,0,163,65520,
28/02/2021,4491,6717,141570,
7/03/2021,14420,15626,207090,
14/03/2021,21715,23162,271440,
21/03/2021,35595,36604,325260,
28/03/2021,56290,56320,396630,
4/04/2021,84595,84869,450450,
11/04/2021,117992,121396,528840,
18/04/2021,164107,171058,607230,
25/04/2021,216158,226570,685620,
2/05/2021,273749,284691,685620,
9/05/2021,338813,366275,746460,
16/05/2021,414824,450935,807300,
23/05/2021,493606,534999,868140,
30/05/2021,581932,636930,928980,
6/06/2021,680290,750594,1055790,
13/06/2021,793013,853310,1103760,
20/06/2021,909422,981497,1252900,
27/06/2021,1033848,1114481,1302040,
4/07/2021,1161952,1236776,1351180,1161952
11/07/2021,1289999,1366145,1502110,1369338
18/07/2021,1425371,1502080,1682290,1576724
25/07/2021,1633071,1691225,2032290,1750577
1/08/2021,1887555,1945719,2411370,2063064
8/08/2021,2164231,2210566,2769390,2375551
15/08/2021,2451622,2510370,3157830,2654505
22/08/2021,2754616,2794174,3602430,2932955
29/08/2021,3056599,3345189,3985020,3226921
5/09/2021,,3896433,4630860,3520887
12/09/2021,,4326789,5228730,3814853
19/09/2021,,,,4348809
26/09/2021,,,,4882765
3/10/2021,,,,5416721
10/10/2021,,,,5950677
17/10/2021,,,,6484633
24/10/2021,,,,7018589
31/10/2021,,,,7552545
7/11/2021,,,,7707286
14/11/2021,,,,7862027
21/11/2021,,,,8016768
28/11/2021,,,,8016768
5/12/2021,,,,8016768
