SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,12+,"56,961",Masked,Masked,"55,015","34,153",>95%,>95%,62%
Unknown,Unknown,Unknown,5-11,"5,549","2,743","1,069",NA,NA,49%,19%,NA
100100,North Cape,Northland,12+,"1,601","1,389","1,361","1,217",818,87%,85%,67%
100100,North Cape,Northland,5-11,199,54,13,NA,NA,27%,7%,NA
100200,Rangaunu Harbour,Northland,12+,"1,939","1,641","1,583","1,400",841,85%,82%,60%
100200,Rangaunu Harbour,Northland,5-11,265,59,13,NA,NA,22%,<5%,NA
100400,Karikari Peninsula,Northland,12+,"1,341","1,145","1,123","1,020",709,85%,84%,70%
100400,Karikari Peninsula,Northland,5-11,133,32,Masked,NA,NA,24%,<5%,NA
100500,Tangonge,Northland,12+,971,848,831,726,465,87%,86%,64%
100500,Tangonge,Northland,5-11,123,34,6,NA,NA,28%,<5%,NA
100600,Ahipara,Northland,12+,"1,046",895,870,789,507,86%,83%,64%
100600,Ahipara,Northland,5-11,149,55,14,NA,NA,37%,9%,NA
100700,Kaitaia East,Northland,12+,"2,018","1,769","1,687","1,452",821,88%,84%,57%
100700,Kaitaia East,Northland,5-11,331,98,23,NA,NA,30%,7%,NA
100800,Kaitaia West,Northland,12+,"2,941","2,566","2,454","2,079","1,205",87%,83%,58%
100800,Kaitaia West,Northland,5-11,485,114,39,NA,NA,24%,8%,NA
100900,Rangitihi,Northland,12+,810,685,668,582,350,85%,82%,60%
100900,Rangitihi,Northland,5-11,89,16,Masked,NA,NA,18%,<5%,NA
101000,Oruru-Parapara,Northland,12+,818,661,638,574,346,81%,78%,60%
101000,Oruru-Parapara,Northland,5-11,104,28,8,NA,NA,27%,8%,NA
101100,Taumarumaru,Northland,12+,"2,249","2,015","1,971","1,838","1,356",90%,88%,74%
101100,Taumarumaru,Northland,5-11,216,64,14,NA,NA,30%,6%,NA
101200,Herekino-Takahue,Northland,12+,873,690,666,583,361,79%,76%,62%
101200,Herekino-Takahue,Northland,5-11,111,25,Masked,NA,NA,23%,<5%,NA
101300,Peria,Northland,12+,"1,018",747,720,647,405,73%,71%,63%
101300,Peria,Northland,5-11,127,26,7,NA,NA,20%,6%,NA
101400,Taemaro-Oruaiti,Northland,12+,858,707,685,613,415,82%,80%,68%
101400,Taemaro-Oruaiti,Northland,5-11,108,44,10,NA,NA,41%,9%,NA
101500,Whakapaku,Northland,12+,662,518,500,446,303,78%,76%,68%
101500,Whakapaku,Northland,5-11,86,31,Masked,NA,NA,36%,6%,NA
101600,Hokianga North,Northland,12+,777,645,624,551,380,83%,80%,69%
101600,Hokianga North,Northland,5-11,128,34,Masked,NA,NA,27%,<5%,NA
101700,Kohukohu-Broadwood,Northland,12+,688,577,565,504,363,84%,82%,72%
101700,Kohukohu-Broadwood,Northland,5-11,65,14,Masked,NA,NA,22%,<5%,NA
101800,Whakarara,Northland,12+,"1,104",950,923,846,598,86%,84%,71%
101800,Whakarara,Northland,5-11,116,52,12,NA,NA,45%,10%,NA
101900,Kaeo,Northland,12+,"1,065",842,806,710,469,79%,76%,66%
101900,Kaeo,Northland,5-11,145,44,15,NA,NA,30%,10%,NA
102000,Omahuta Forest-Horeke,Northland,12+,975,739,704,602,377,76%,72%,63%
102000,Omahuta Forest-Horeke,Northland,5-11,157,18,Masked,NA,NA,11%,<5%,NA
102100,Hokianga South,Northland,12+,"1,165",882,844,746,510,76%,72%,68%
102100,Hokianga South,Northland,5-11,130,33,Masked,NA,NA,25%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"1,993","1,812","1,785","1,617","1,095",91%,90%,68%
102200,Lake Manuwai-Kapiro,Northland,5-11,201,85,32,NA,NA,42%,16%,NA
102300,Okaihau,Northland,12+,"1,017",877,859,775,472,86%,84%,61%
102300,Okaihau,Northland,5-11,119,35,Masked,NA,NA,29%,<5%,NA
102400,Rangitane-Purerua,Northland,12+,"1,276","1,140","1,104","1,000",693,89%,87%,69%
102400,Rangitane-Purerua,Northland,5-11,150,39,14,NA,NA,26%,9%,NA
102500,Waipapa,Northland,12+,719,647,630,574,382,90%,88%,67%
102500,Waipapa,Northland,5-11,97,39,14,NA,NA,40%,14%,NA
102600,Puketotara,Northland,12+,"1,616","1,444","1,413","1,289",879,89%,87%,68%
102600,Puketotara,Northland,5-11,170,67,19,NA,NA,39%,11%,NA
102700,Waima Forest,Northland,12+,969,751,721,625,353,78%,74%,56%
102700,Waima Forest,Northland,5-11,134,19,Masked,NA,NA,14%,<5%,NA
102800,Riverview,Northland,12+,"1,947",Masked,"1,821","1,675","1,290",>95%,94%,77%
102800,Riverview,Northland,5-11,202,102,29,NA,NA,50%,14%,NA
102900,Waipoua Forest,Northland,12+,"1,140",877,848,775,541,77%,74%,70%
102900,Waipoua Forest,Northland,5-11,112,15,Masked,NA,NA,13%,<5%,NA
103000,Kerikeri Central,Northland,12+,"2,353","2,187","2,152","1,990","1,407",93%,91%,71%
103000,Kerikeri Central,Northland,5-11,229,87,26,NA,NA,38%,11%,NA
103100,Kerikeri South,Northland,12+,"2,510","2,320","2,289","2,124","1,619",92%,91%,76%
103100,Kerikeri South,Northland,5-11,218,101,35,NA,NA,46%,16%,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,053",918,891,815,537,87%,85%,66%
103200,Ohaeawai-Waimate North,Northland,5-11,111,30,7,NA,NA,27%,6%,NA
103300,Puketona-Waitangi,Northland,12+,"1,259","1,100","1,089","1,016",726,87%,86%,71%
103300,Puketona-Waitangi,Northland,5-11,116,40,11,NA,NA,34%,9%,NA
103400,Ngapuhi,Northland,12+,"1,253","1,049","1,001",863,489,84%,80%,57%
103400,Ngapuhi,Northland,5-11,188,29,6,NA,NA,15%,<5%,NA
103500,Kaikohe,Northland,12+,"3,571","2,969","2,832","2,386","1,379",83%,79%,58%
103500,Kaikohe,Northland,5-11,663,177,35,NA,NA,27%,5%,NA
103600,Pakaraka,Northland,12+,548,483,472,426,269,88%,86%,63%
103600,Pakaraka,Northland,5-11,77,29,12,NA,NA,38%,16%,NA
103700,Haruru,Northland,12+,"1,013",857,844,793,552,85%,83%,70%
103700,Haruru,Northland,5-11,122,46,Masked,NA,NA,38%,<5%,NA
103800,Russell,Northland,12+,764,700,695,669,541,92%,91%,81%
103900,Paihia,Northland,12+,"1,517","1,353","1,328","1,240",852,89%,88%,69%
103900,Paihia,Northland,5-11,130,44,20,NA,NA,34%,15%,NA
104000,Mataraua Forest,Northland,12+,446,361,340,292,169,81%,76%,58%
104000,Mataraua Forest,Northland,5-11,68,17,6,NA,NA,25%,9%,NA
104100,Matawaia-Taumarere,Northland,12+,"1,264","1,029",996,845,509,81%,79%,60%
104100,Matawaia-Taumarere,Northland,5-11,199,61,9,NA,NA,31%,<5%,NA
104200,Russell Peninsula,Northland,12+,631,542,537,513,412,86%,85%,80%
104300,Opua (Far North District),Northland,12+,"1,189","1,086","1,064","1,015",765,91%,89%,75%
