DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,European or Other,50-54,Unknown/Other,8,8,8,7,7,<5,8
Auckland,European or Other,55-59,Female,7407,7373,"7,352","6,571","5,716","1,492",8045
Auckland,European or Other,55-59,Male,8082,8037,"8,021","6,979","5,934","1,340",8666
Auckland,European or Other,55-59,Unknown/Other,8,8,8,8,5,<5,7
Auckland,European or Other,60-64,Female,6809,6775,"6,743","6,179","5,576","1,879",7216
Auckland,European or Other,60-64,Male,7340,7308,"7,270","6,509","5,778","1,681",7737
Auckland,European or Other,65-69,Female,5831,5813,"5,774","5,362","4,927","2,506",6044
Auckland,European or Other,65-69,Male,5937,5918,"5,889","5,420","4,927","2,301",6257
Auckland,European or Other,70-74,Female,5109,5093,"5,040","4,749","4,424","2,624",5391
Auckland,European or Other,70-74,Male,5082,5069,"5,033","4,763","4,435","2,457",5329
Auckland,European or Other,75-79,Female,4118,4104,"4,062","3,898","3,651","2,297",4101
Auckland,European or Other,75-79,Male,3621,3615,"3,572","3,433","3,208","1,963",3639
Auckland,European or Other,80-84,Female,3044,3038,"3,005","2,902","2,732","1,721",3084
Auckland,European or Other,80-84,Male,2529,2525,"2,497","2,422","2,241","1,381",2499
Auckland,European or Other,85-89,Female,1810,1806,"1,794","1,749","1,617","1,000",1875
Auckland,European or Other,85-89,Male,1210,1207,"1,193","1,164","1,089",718,1246
Auckland,European or Other,90+,Female,1556,1551,"1,545","1,498","1,398",816,1657
Auckland,European or Other,90+,Male,758,757,750,739,692,419,806
Auckland,Maori,12-17,Female,1593,1483,507,55,<5,<5,1801
Auckland,Maori,12-17,Male,1608,1497,524,68,<5,<5,1862
Auckland,Maori,18-24,Female,2383,2333,"2,328","1,047",<5,6,2471
Auckland,Maori,18-24,Male,2133,2059,"2,055",743,<5,<5,2330
Auckland,Maori,25-29,Female,1547,1512,"1,509",792,<5,<5,1797
Auckland,Maori,25-29,Male,1662,1618,"1,613",718,<5,<5,1843
Auckland,Maori,30-34,Female,1371,1333,"1,331",736,<5,8,1588
Auckland,Maori,30-34,Male,1291,1254,"1,250",566,<5,6,1493
Auckland,Maori,35-39,Female,1027,998,997,586,<5,17,1180
Auckland,Maori,35-39,Male,1016,989,986,510,<5,6,1121
Auckland,Maori,40-44,Female,885,867,862,569,<5,16,1034
Auckland,Maori,40-44,Male,939,912,908,531,<5,11,1068
Auckland,Maori,45-49,Female,996,988,987,713,<5,25,1104
Auckland,Maori,45-49,Male,961,936,936,641,<5,25,1091
Auckland,Maori,5-11,Female,872,470,NA,NA,NA,NA,1964
Auckland,Maori,5-11,Male,961,514,NA,NA,NA,NA,2185
Auckland,Maori,50-54,Female,1036,1027,"1,026",779,592,130,1129
Auckland,Maori,50-54,Male,949,928,925,667,472,83,986
Auckland,Maori,55-59,Female,895,887,886,727,592,156,1000
Auckland,Maori,55-59,Male,889,878,876,689,533,126,982
Auckland,Maori,60-64,Female,804,800,798,692,578,175,816
Auckland,Maori,60-64,Male,719,716,714,625,513,159,726
Auckland,Maori,65-69,Female,552,548,548,491,420,179,574
Auckland,Maori,65-69,Male,407,406,406,367,312,132,433
Auckland,Maori,70-74,Female,333,331,329,310,269,131,343
Auckland,Maori,70-74,Male,306,306,306,292,257,136,292
Auckland,Maori,75-79,Female,176,175,175,160,144,74,167
Auckland,Maori,75-79,Male,144,144,142,135,117,68,157
Auckland,Maori,80-84,Female,110,110,108,106,93,45,118
Auckland,Maori,80-84,Male,79,79,79,74,64,37,74
Auckland,Maori,85-89,Female,50,50,50,48,37,22,53
Auckland,Maori,85-89,Male,29,29,28,27,25,14,28
Auckland,Maori,90+,Female,29,29,29,26,19,10,31
Auckland,Pacific Peoples,12-17,Female,2639,2471,894,93,<5,<5,3033
Auckland,Pacific Peoples,12-17,Male,2632,2445,846,72,<5,<5,3119
Auckland,Pacific Peoples,12-17,Unknown/Other,5,5,<5,<5,<5,<5,5
Auckland,Pacific Peoples,18-24,Female,3538,3493,"3,490","1,520",<5,8,3879
Auckland,Pacific Peoples,18-24,Male,3365,3273,"3,267","1,116",<5,<5,3775
Auckland,Pacific Peoples,18-24,Unknown/Other,14,14,14,<5,<5,<5,16
Auckland,Pacific Peoples,25-29,Female,2476,2427,"2,416","1,162",<5,7,2806
Auckland,Pacific Peoples,25-29,Male,2452,2378,"2,371",883,<5,6,2799
Auckland,Pacific Peoples,25-29,Unknown/Other,9,9,9,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2108,2068,"2,061","1,099",<5,19,2329
Auckland,Pacific Peoples,30-34,Male,2096,2037,"2,030",899,<5,7,2309
Auckland,Pacific Peoples,30-34,Unknown/Other,7,7,7,<5,<5,<5,5
Auckland,Pacific Peoples,35-39,Female,1633,1604,"1,603","1,003",<5,18,1848
Auckland,Pacific Peoples,35-39,Male,1646,1609,"1,604",833,<5,16,1843
Auckland,Pacific Peoples,40-44,Female,1632,1608,"1,601","1,078",<5,30,1813
Auckland,Pacific Peoples,40-44,Male,1598,1570,"1,569",943,<5,11,1796
Auckland,Pacific Peoples,45-49,Female,1600,1591,"1,588","1,118",<5,55,1763
Auckland,Pacific Peoples,45-49,Male,1545,1518,"1,515","1,042",<5,28,1745
Auckland,Pacific Peoples,5-11,Female,1457,634,NA,NA,NA,NA,3300
Auckland,Pacific Peoples,5-11,Male,1641,721,NA,NA,NA,NA,3538
Auckland,Pacific Peoples,50-54,Female,1628,1618,"1,614","1,241",893,155,1802
Auckland,Pacific Peoples,50-54,Male,1590,1570,"1,566","1,173",800,127,1740
Auckland,Pacific Peoples,55-59,Female,1594,1586,"1,583","1,242",955,184,1707
Auckland,Pacific Peoples,55-59,Male,1457,1441,"1,440","1,155",851,178,1535
Auckland,Pacific Peoples,60-64,Female,1252,1247,"1,244","1,050",848,231,1363
Auckland,Pacific Peoples,60-64,Male,1195,1192,"1,187",981,760,197,1272
Auckland,Pacific Peoples,65-69,Female,957,951,948,811,658,189,1014
Auckland,Pacific Peoples,65-69,Male,913,906,904,800,664,211,978
Auckland,Pacific Peoples,70-74,Female,731,730,729,621,514,172,734
Auckland,Pacific Peoples,70-74,Male,598,596,595,542,453,170,607
Auckland,Pacific Peoples,75-79,Female,455,455,452,382,310,96,514
Auckland,Pacific Peoples,75-79,Male,320,316,316,275,228,93,355
Auckland,Pacific Peoples,80-84,Female,313,306,305,250,196,65,357
Auckland,Pacific Peoples,80-84,Male,187,186,186,167,143,44,195
Auckland,Pacific Peoples,85-89,Female,159,155,155,129,108,27,183
Auckland,Pacific Peoples,85-89,Male,74,74,74,62,48,18,88
Auckland,Pacific Peoples,90+,Female,74,72,72,63,50,18,98
Auckland,Pacific Peoples,90+,Male,30,30,30,25,18,9,29
Auckland,Unknown,12-17,Female,168,154,52,16,<5,<5,64
Auckland,Unknown,12-17,Male,196,173,53,10,<5,<5,67
Auckland,Unknown,12-17,Unknown/Other,14,14,8,<5,<5,<5,12
Auckland,Unknown,18-24,Female,321,315,314,161,<5,<5,102
Auckland,Unknown,18-24,Male,355,339,334,157,<5,<5,116
Auckland,Unknown,18-24,Unknown/Other,45,44,44,25,<5,<5,45
Auckland,Unknown,25-29,Female,518,508,507,304,<5,<5,176
Auckland,Unknown,25-29,Male,569,553,553,292,<5,<5,195
Auckland,Unknown,25-29,Unknown/Other,73,72,72,46,<5,<5,76
Auckland,Unknown,30-34,Female,525,504,504,293,<5,8,153
Auckland,Unknown,30-34,Male,723,694,693,360,<5,6,217
Auckland,Unknown,30-34,Unknown/Other,100,96,96,59,<5,<5,97
Auckland,Unknown,35-39,Female,369,356,356,211,<5,<5,125
Auckland,Unknown,35-39,Male,628,601,601,344,<5,<5,234
Auckland,Unknown,35-39,Unknown/Other,57,55,55,39,<5,<5,53
Auckland,Unknown,40-44,Female,259,254,253,132,<5,5,111
Auckland,Unknown,40-44,Male,469,449,449,267,<5,<5,181
Auckland,Unknown,40-44,Unknown/Other,38,36,36,24,<5,<5,29
Auckland,Unknown,45-49,Female,197,193,192,108,<5,6,86
Auckland,Unknown,45-49,Male,396,374,372,217,<5,<5,176
Auckland,Unknown,45-49,Unknown/Other,26,24,24,18,<5,<5,19
Auckland,Unknown,5-11,Female,168,102,NA,NA,NA,NA,43
Auckland,Unknown,5-11,Male,148,75,NA,NA,NA,NA,49
Auckland,Unknown,50-54,Female,170,165,165,81,58,5,79
Auckland,Unknown,50-54,Male,325,307,307,179,118,11,180
Auckland,Unknown,50-54,Unknown/Other,25,22,22,17,9,<5,22
Auckland,Unknown,55-59,Female,166,159,156,92,70,8,71
Auckland,Unknown,55-59,Male,292,269,269,164,118,10,154
Auckland,Unknown,55-59,Unknown/Other,11,11,11,9,5,<5,9
Auckland,Unknown,60-64,Female,186,181,181,107,89,15,74
Auckland,Unknown,60-64,Male,214,207,206,114,87,13,119
Auckland,Unknown,60-64,Unknown/Other,10,10,10,6,<5,<5,10
Auckland,Unknown,65-69,Female,113,110,110,69,55,15,67
Auckland,Unknown,65-69,Male,171,167,167,99,76,25,84
Auckland,Unknown,65-69,Unknown/Other,6,6,6,<5,<5,<5,7
Auckland,Unknown,70-74,Female,63,62,62,40,33,13,40
Auckland,Unknown,70-74,Male,81,78,78,45,37,8,43
Auckland,Unknown,75-79,Female,35,32,32,20,17,<5,25
Auckland,Unknown,75-79,Male,30,30,30,20,19,6,21
Auckland,Unknown,80-84,Female,10,9,9,7,6,5,12
Auckland,Unknown,80-84,Male,13,12,12,9,9,5,13
Auckland,Unknown,85-89,Female,6,6,6,<5,<5,<5,6
Auckland,Unknown,85-89,Male,6,6,5,6,6,<5,5
Bay of Plenty,Asian,12-17,Female,610,580,196,20,<5,<5,652
Bay of Plenty,Asian,12-17,Male,674,643,211,16,<5,<5,736
Bay of Plenty,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,8
Bay of Plenty,Asian,18-24,Female,536,535,535,322,<5,<5,625
Bay of Plenty,Asian,18-24,Male,1135,1121,"1,120",392,<5,<5,1239
Bay of Plenty,Asian,25-29,Female,929,925,925,518,<5,5,1060
Bay of Plenty,Asian,25-29,Male,1659,1634,"1,634",596,<5,<5,1728
Bay of Plenty,Asian,30-34,Female,1426,1419,"1,417",901,<5,26,1436
Bay of Plenty,Asian,30-34,Male,1565,1536,"1,536",761,<5,13,1545
Bay of Plenty,Asian,35-39,Female,1119,1112,"1,108",734,<5,17,1154
Bay of Plenty,Asian,35-39,Male,1080,1063,"1,062",662,<5,15,1063
Bay of Plenty,Asian,40-44,Female,801,793,792,512,<5,13,824
Bay of Plenty,Asian,40-44,Male,789,784,784,512,<5,9,767
Bay of Plenty,Asian,40-44,Unknown/Other,7,7,7,<5,<5,<5,7
Bay of Plenty,Asian,45-49,Female,672,667,667,461,<5,17,700
Bay of Plenty,Asian,45-49,Male,602,598,598,425,<5,8,593
Bay of Plenty,Asian,5-11,Female,541,252,NA,NA,NA,NA,943
Bay of Plenty,Asian,5-11,Male,619,287,NA,NA,NA,NA,1111
Bay of Plenty,Asian,50-54,Female,463,461,461,351,239,24,455
Bay of Plenty,Asian,50-54,Male,438,432,432,310,183,9,410
Bay of Plenty,Asian,55-59,Female,360,356,356,269,202,35,388
Bay of Plenty,Asian,55-59,Male,264,263,262,196,133,9,278
Bay of Plenty,Asian,60-64,Female,327,327,327,244,186,19,340
Bay of Plenty,Asian,60-64,Male,204,203,203,159,117,11,210
Bay of Plenty,Asian,65-69,Female,253,251,251,196,154,40,265
Bay of Plenty,Asian,65-69,Male,193,190,190,155,111,22,206
Bay of Plenty,Asian,70-74,Female,179,178,177,142,109,35,196
Bay of Plenty,Asian,70-74,Male,128,125,125,108,83,25,150
Bay of Plenty,Asian,75-79,Female,80,79,79,61,49,14,82
Bay of Plenty,Asian,75-79,Male,78,78,78,60,42,8,79
Bay of Plenty,Asian,80-84,Female,47,47,47,37,26,11,55
Bay of Plenty,Asian,80-84,Male,50,50,49,39,33,10,42
Bay of Plenty,Asian,85-89,Female,14,14,14,8,<5,<5,13
Bay of Plenty,Asian,85-89,Male,11,11,11,9,6,<5,17
Bay of Plenty,Asian,90+,Male,7,6,6,5,<5,<5,5
Bay of Plenty,European or Other,12-17,Female,4853,4554,"1,600",166,<5,<5,5697
Bay of Plenty,European or Other,12-17,Male,5133,4830,"1,726",134,<5,<5,6047
Bay of Plenty,European or Other,18-24,Female,4545,4495,"4,490","2,146",<5,<5,5210
Bay of Plenty,European or Other,18-24,Male,5013,4915,"4,912","1,634",<5,<5,5664
Bay of Plenty,European or Other,18-24,Unknown/Other,7,7,7,<5,<5,<5,5
Bay of Plenty,European or Other,25-29,Female,3951,3886,"3,881","1,933",<5,17,4596
Bay of Plenty,European or Other,25-29,Male,3754,3663,"3,657","1,397",<5,6,4413
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,11,5,<5,<5,9
Bay of Plenty,European or Other,30-34,Female,4887,4807,"4,801","2,665",<5,48,5633
Bay of Plenty,European or Other,30-34,Male,4383,4289,"4,277","1,881",<5,18,5007
Bay of Plenty,European or Other,30-34,Unknown/Other,9,9,9,5,<5,<5,7
Bay of Plenty,European or Other,35-39,Female,4764,4674,"4,672","2,775",<5,56,5386
Bay of Plenty,European or Other,35-39,Male,4297,4207,"4,202","2,134",<5,32,4817
Bay of Plenty,European or Other,40-44,Female,4394,4337,"4,334","2,847",<5,82,5057
Bay of Plenty,European or Other,40-44,Male,4170,4097,"4,092","2,330",<5,34,4701
Bay of Plenty,European or Other,45-49,Female,4959,4913,"4,907","3,465",<5,119,5663
Bay of Plenty,European or Other,45-49,Male,4704,4638,"4,635","2,947",<5,48,5394
Bay of Plenty,European or Other,5-11,Female,2944,1333,NA,NA,NA,NA,6328
Bay of Plenty,European or Other,5-11,Male,3033,1382,NA,NA,NA,NA,6502
Bay of Plenty,European or Other,50-54,Female,5702,5650,"5,645","4,301","3,274",382,6317
Bay of Plenty,European or Other,50-54,Male,5298,5245,"5,245","3,654","2,686",255,5789
Bay of Plenty,European or Other,55-59,Female,5780,5745,"5,743","4,662","3,769",580,6525
Bay of Plenty,European or Other,55-59,Male,5393,5355,"5,350","4,106","3,245",423,6096
Bay of Plenty,European or Other,60-64,Female,6211,6170,"6,157","5,240","4,463","1,056",6742
Bay of Plenty,European or Other,60-64,Male,5747,5714,"5,706","4,676","3,961",735,6235
Bay of Plenty,European or Other,65-69,Female,6025,5992,"5,982","5,367","4,863","1,850",6539
Bay of Plenty,European or Other,65-69,Male,5616,5590,"5,584","4,927","4,418","1,532",6047
Bay of Plenty,European or Other,70-74,Female,5792,5775,"5,771","5,318","4,894","2,366",6220
Bay of Plenty,European or Other,70-74,Male,5377,5361,"5,352","4,935","4,569","2,114",5806
Bay of Plenty,European or Other,75-79,Female,4845,4830,"4,822","4,507","4,172","2,227",4910
Bay of Plenty,European or Other,75-79,Male,4441,4432,"4,421","4,176","3,864","2,048",4477
Bay of Plenty,European or Other,80-84,Female,3686,3683,"3,679","3,477","3,211","1,838",3699
Bay of Plenty,European or Other,80-84,Male,3099,3094,"3,090","2,949","2,773","1,592",3188
Bay of Plenty,European or Other,85-89,Female,1946,1937,"1,935","1,832","1,686",918,1993
Bay of Plenty,European or Other,85-89,Male,1522,1519,"1,519","1,446","1,344",771,1560
Bay of Plenty,European or Other,90+,Female,1275,1271,"1,271","1,212","1,080",531,1363
Bay of Plenty,European or Other,90+,Male,763,762,761,723,667,387,804
Bay of Plenty,Maori,12-17,Female,2966,2687,991,35,<5,<5,3852
Bay of Plenty,Maori,12-17,Male,3027,2705,921,34,<5,<5,4086
Bay of Plenty,Maori,18-24,Female,2918,2769,"2,762",739,<5,<5,3639
Bay of Plenty,Maori,18-24,Male,3048,2844,"2,836",582,<5,<5,3710
Bay of Plenty,Maori,25-29,Female,1956,1860,"1,851",595,<5,<5,2517
Bay of Plenty,Maori,25-29,Male,1787,1668,"1,663",355,<5,<5,2317
Bay of Plenty,Maori,30-34,Female,1794,1723,"1,716",639,<5,9,2310
Bay of Plenty,Maori,30-34,Male,1676,1559,"1,555",449,<5,<5,2115
Bay of Plenty,Maori,35-39,Female,1649,1590,"1,584",676,<5,8,1975
Bay of Plenty,Maori,35-39,Male,1472,1384,"1,376",460,<5,<5,1803
Bay of Plenty,Maori,40-44,Female,1636,1588,"1,586",816,<5,18,1922
Bay of Plenty,Maori,40-44,Male,1431,1373,"1,370",596,<5,5,1731
Bay of Plenty,Maori,45-49,Female,1615,1579,"1,575",921,<5,27,1893
Bay of Plenty,Maori,45-49,Male,1412,1368,"1,365",697,<5,7,1698
Bay of Plenty,Maori,5-11,Female,1136,395,NA,NA,NA,NA,4654
Bay of Plenty,Maori,5-11,Male,1229,400,NA,NA,NA,NA,5057
Bay of Plenty,Maori,50-54,Female,1631,1595,"1,594","1,047",661,80,1864
Bay of Plenty,Maori,50-54,Male,1441,1395,"1,395",839,527,62,1647
Bay of Plenty,Maori,55-59,Female,1601,1578,"1,573","1,144",817,116,1810
Bay of Plenty,Maori,55-59,Male,1313,1292,"1,287",903,619,72,1522
Bay of Plenty,Maori,60-64,Female,1498,1481,"1,476","1,160",913,179,1600
Bay of Plenty,Maori,60-64,Male,1253,1234,"1,225",992,755,142,1328
Bay of Plenty,Maori,65-69,Female,1178,1165,"1,163",977,817,228,1231
Bay of Plenty,Maori,65-69,Male,933,924,919,800,672,204,988
Bay of Plenty,Maori,70-74,Female,777,770,767,683,598,213,808
Bay of Plenty,Maori,70-74,Male,704,697,692,623,543,177,733
Bay of Plenty,Maori,75-79,Female,458,454,452,400,347,116,467
Bay of Plenty,Maori,75-79,Male,380,378,376,346,308,108,383
Bay of Plenty,Maori,80-84,Female,290,286,283,252,209,82,304
Bay of Plenty,Maori,80-84,Male,199,198,198,185,165,70,194
Bay of Plenty,Maori,85-89,Female,129,128,128,110,90,27,133
Bay of Plenty,Maori,85-89,Male,82,82,82,74,64,23,84
Bay of Plenty,Maori,90+,Female,48,48,47,42,39,12,55
Bay of Plenty,Maori,90+,Male,16,16,16,16,13,6,21
Bay of Plenty,Pacific Peoples,12-17,Female,223,203,62,<5,<5,<5,256
Bay of Plenty,Pacific Peoples,12-17,Male,254,232,82,<5,<5,<5,305
Bay of Plenty,Pacific Peoples,18-24,Female,252,247,247,92,<5,<5,292
Bay of Plenty,Pacific Peoples,18-24,Male,424,417,416,147,<5,<5,430
Bay of Plenty,Pacific Peoples,25-29,Female,212,208,206,105,<5,<5,231
Bay of Plenty,Pacific Peoples,25-29,Male,477,469,469,221,<5,<5,453
Bay of Plenty,Pacific Peoples,30-34,Female,200,195,193,98,<5,<5,225
Bay of Plenty,Pacific Peoples,30-34,Male,461,452,452,200,<5,<5,430
Bay of Plenty,Pacific Peoples,35-39,Female,174,168,168,96,<5,<5,173
Bay of Plenty,Pacific Peoples,35-39,Male,451,445,445,211,<5,<5,440
Bay of Plenty,Pacific Peoples,40-44,Female,164,162,162,99,<5,<5,183
Bay of Plenty,Pacific Peoples,40-44,Male,372,366,366,182,<5,<5,341
Bay of Plenty,Pacific Peoples,45-49,Female,158,156,156,104,<5,<5,153
Bay of Plenty,Pacific Peoples,45-49,Male,248,246,246,139,<5,<5,225
Bay of Plenty,Pacific Peoples,5-11,Female,153,47,NA,NA,NA,NA,354
Bay of Plenty,Pacific Peoples,5-11,Male,129,44,NA,NA,NA,NA,350
Bay of Plenty,Pacific Peoples,50-54,Female,130,129,129,93,61,6,139
Bay of Plenty,Pacific Peoples,50-54,Male,173,172,172,103,64,<5,188
Bay of Plenty,Pacific Peoples,55-59,Female,102,102,101,73,53,7,129
Bay of Plenty,Pacific Peoples,55-59,Male,112,110,109,68,43,7,96
Bay of Plenty,Pacific Peoples,60-64,Female,75,73,72,58,45,11,80
Bay of Plenty,Pacific Peoples,60-64,Male,78,76,76,59,43,<5,94
Bay of Plenty,Pacific Peoples,65-69,Female,53,53,52,45,37,15,56
Bay of Plenty,Pacific Peoples,65-69,Male,56,55,54,48,39,15,66
Bay of Plenty,Pacific Peoples,70-74,Female,46,45,45,41,33,12,58
Bay of Plenty,Pacific Peoples,70-74,Male,37,37,36,31,27,8,34
Bay of Plenty,Pacific Peoples,75-79,Female,37,37,37,31,24,10,40
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,22,19,17,7,27
Bay of Plenty,Pacific Peoples,80-84,Female,16,16,16,13,11,5,14
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,9,8,<5,12
Bay of Plenty,Unknown,12-17,Female,10,10,<5,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Female,13,10,10,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Male,20,19,19,9,<5,<5,18
Bay of Plenty,Unknown,25-29,Female,38,38,38,14,<5,<5,29
Bay of Plenty,Unknown,25-29,Male,66,64,63,25,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,36,36,36,17,<5,<5,23
Bay of Plenty,Unknown,30-34,Male,69,64,63,30,<5,<5,48
Bay of Plenty,Unknown,35-39,Female,16,15,15,11,<5,<5,17
Bay of Plenty,Unknown,35-39,Male,57,55,55,29,<5,<5,28
Bay of Plenty,Unknown,40-44,Female,22,20,20,12,<5,<5,17
Bay of Plenty,Unknown,40-44,Male,53,52,52,30,<5,<5,38
Bay of Plenty,Unknown,45-49,Female,9,8,8,<5,<5,<5,7
Bay of Plenty,Unknown,45-49,Male,48,47,47,30,<5,<5,35
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,<5,<5,6
Bay of Plenty,Unknown,50-54,Female,12,12,12,5,5,<5,11
Bay of Plenty,Unknown,50-54,Male,36,36,36,23,17,<5,20
Bay of Plenty,Unknown,55-59,Female,9,9,9,<5,<5,<5,9
Bay of Plenty,Unknown,55-59,Male,45,45,45,23,21,<5,34
Bay of Plenty,Unknown,60-64,Female,19,18,18,8,6,<5,14
Bay of Plenty,Unknown,60-64,Male,31,29,29,19,13,<5,22
Bay of Plenty,Unknown,65-69,Male,21,21,21,12,11,<5,13
Bay of Plenty,Unknown,70-74,Female,7,7,7,6,5,<5,7
Bay of Plenty,Unknown,70-74,Male,17,17,17,13,13,5,22
Bay of Plenty,Unknown,75-79,Female,9,9,9,7,6,<5,6
Bay of Plenty,Unknown,75-79,Male,8,8,8,6,6,<5,6
Canterbury,Asian,12-17,Female,2313,2234,716,135,<5,<5,2482
Canterbury,Asian,12-17,Male,2510,2451,827,119,<5,<5,2709
