Ethnic group,Age group,Gender,DHB of residence,Population
Maori,65 to 69,Male,Waitemata,545
Asian,15 to 19,Female,Hutt Valley,546
European or Other,20 to 24,Male,Tairawhiti,546
Pacific Peoples,15 to 19,Female,Waikato,547
European or Other,5 to 9,Female,Tairawhiti,548
Maori,45 to 49,Male,Taranaki,548
Pacific Peoples,60 to 64,Female,Capital and Coast,551
European or Other,0 to 4,Female,Tairawhiti,552
Asian,20 to 24,Male,Hutt Valley,554
European or Other,20 to 24,Male,West Coast,554
Maori,25 to 29,Female,Nelson Marlborough,554
Pacific Peoples,70 to 74,Female,Waitemata,554
Maori,60 to 64,Male,Southern,555
Pacific Peoples,35 to 39,Male,Waikato,555
Maori,70 to 74,Male,Counties Manukau,560
Maori,45 to 49,Female,Whanganui,562
Maori,65 to 69,Male,Lakes,562
Pacific Peoples,15 to 19,Male,Hutt Valley,562
Asian,55 to 59,Female,Hutt Valley,563
Asian,50 to 54,Male,Hutt Valley,565
European or Other,15 to 19,Female,West Coast,565
Maori,70 to 74,Female,Hawke's Bay,565
Maori,60 to 64,Female,Hutt Valley,567
Pacific Peoples,10 to 14,Male,Hutt Valley,569
Maori,30 to 34,Female,Nelson Marlborough,572
Maori,50 to 54,Female,Whanganui,572
Maori,40 to 44,Male,Taranaki,573
Maori,75 to 79,Female,Northland,573
Maori,55 to 59,Female,Taranaki,574
Maori,65 to 69,Female,Auckland,574
Pacific Peoples,30 to 34,Female,Waikato,574
Maori,20 to 24,Female,Nelson Marlborough,575
Pacific Peoples,30 to 34,Male,Waikato,575
European or Other,85 to 89,Male,Hutt Valley,576
Asian,35 to 39,Male,Lakes,579
Maori,35 to 39,Female,Whanganui,579
Pacific Peoples,10 to 14,Female,Hutt Valley,579
Asian,35 to 39,Female,Nelson Marlborough,581
European or Other,85 to 89,Female,South Canterbury,581
Pacific Peoples,30 to 34,Male,Hawke's Bay,581
Maori,75 to 79,Female,Waikato,585
Asian,30 to 34,Female,Northland,587
Asian,30 to 34,Male,Nelson Marlborough,588
Asian,30 to 34,Female,Nelson Marlborough,590
Pacific Peoples,0 to 4,Male,Waikato,590
Maori,35 to 39,Male,Taranaki,592
Asian,10 to 14,Female,Bay of Plenty,593
Asian,45 to 49,Male,Bay of Plenty,593
Pacific Peoples,0 to 4,Female,Waikato,593
European or Other,90+,Male,Capital and Coast,597
Asian,40 to 44,Male,MidCentral,598
European or Other,0 to 4,Female,West Coast,599
Maori,25 to 29,Male,Nelson Marlborough,602
Maori,60 to 64,Male,Capital and Coast,602
European or Other,0 to 4,Male,Tairawhiti,603
Maori,55 to 59,Male,Hutt Valley,605
European or Other,80 to 84,Male,Wairarapa,606
Asian,40 to 44,Female,MidCentral,607
Asian,50 to 54,Female,Southern,607
Pacific Peoples,70 to 74,Male,Auckland,607
Asian,60 to 64,Male,Waikato,608
Asian,70 to 74,Male,Canterbury,608
Maori,60 to 64,Male,MidCentral,610
Asian,5 to 9,Female,MidCentral,613
Asian,50 to 54,Female,Hutt Valley,615
European or Other,15 to 19,Male,Tairawhiti,616
European or Other,0 to 4,Male,West Coast,617
European or Other,5 to 9,Male,Tairawhiti,617
European or Other,90+,Female,Hutt Valley,617
Pacific Peoples,55 to 59,Male,Capital and Coast,617
Maori,55 to 59,Male,Tairawhiti,619
Asian,0 to 4,Female,MidCentral,620
Asian,65 to 69,Male,Waikato,621
Maori,60 to 64,Male,Tairawhiti,621
Pacific Peoples,20 to 24,Female,Waikato,622
European or Other,75 to 79,Female,West Coast,623
European or Other,85 to 89,Female,Lakes,623
Maori,65 to 69,Male,Canterbury,623
Asian,35 to 39,Male,Hawke's Bay,628
Pacific Peoples,40 to 44,Male,Canterbury,628
European or Other,60 to 64,Male,Overseas/Unknown,629
Asian,70 to 74,Female,Canterbury,630
European or Other,25 to 29,Female,West Coast,630
Maori,30 to 34,Male,Whanganui,631
European or Other,25 to 29,Female,Tairawhiti,632
European or Other,5 to 9,Female,West Coast,632
European or Other,75 to 79,Male,West Coast,633
Maori,55 to 59,Female,Hutt Valley,634
Maori,40 to 44,Female,Taranaki,635
Pacific Peoples,25 to 29,Male,Hawke's Bay,635
European or Other,10 to 14,Male,Tairawhiti,636
Maori,20 to 24,Male,Nelson Marlborough,636
Asian,70 to 74,Female,Capital and Coast,637
Asian,10 to 14,Female,Southern,640
Maori,65 to 69,Female,Canterbury,640
Pacific Peoples,25 to 29,Female,Waikato,640
Pacific Peoples,80 to 84,Female,Counties Manukau,640
Maori,50 to 54,Male,Hutt Valley,642
European or Other,35 to 39,Male,Tairawhiti,644
Pacific Peoples,25 to 29,Male,Waikato,644
Pacific Peoples,15 to 19,Male,Waikato,646
European or Other,90+,Female,Taranaki,647
European or Other,25 to 29,Male,West Coast,649
Pacific Peoples,10 to 14,Female,Waikato,649
European or Other,30 to 34,Female,Overseas/Unknown,650
Maori,25 to 29,Male,Whanganui,650
European or Other,40 to 44,Male,Tairawhiti,652
Maori,35 to 39,Male,Tairawhiti,654
Maori,40 to 44,Male,Tairawhiti,655
Asian,0 to 4,Male,MidCentral,656
European or Other,90+,Male,Counties Manukau,656
European or Other,25 to 29,Male,Tairawhiti,657
Pacific Peoples,20 to 24,Male,Waikato,657
Pacific Peoples,55 to 59,Female,Capital and Coast,659
Pacific Peoples,35 to 39,Female,Canterbury,661
European or Other,5 to 9,Male,West Coast,662
Pacific Peoples,65 to 69,Male,Waitemata,664
Maori,65 to 69,Male,Hawke's Bay,666
Asian,45 to 49,Male,Hutt Valley,667
European or Other,10 to 14,Female,Tairawhiti,668
Maori,60 to 64,Female,Southern,668
Asian,25 to 29,Male,Hawke's Bay,671
European or Other,35 to 39,Female,West Coast,671
European or Other,85 to 89,Male,Taranaki,671
Asian,10 to 14,Male,Bay of Plenty,672
Asian,10 to 14,Male,Hutt Valley,672
Asian,80 to 84,Male,Waitemata,672
European or Other,30 to 34,Female,Tairawhiti,675
European or Other,30 to 34,Male,Tairawhiti,675
Maori,20 to 24,Female,Whanganui,676
Maori,55 to 59,Male,Southern,677
Asian,65 to 69,Male,Capital and Coast,678
Maori,50 to 54,Female,Taranaki,678
Pacific Peoples,50 to 54,Male,Capital and Coast,678
Maori,30 to 34,Female,Whanganui,679
Maori,45 to 49,Male,Hutt Valley,681
Asian,25 to 29,Female,MidCentral,682
Pacific Peoples,5 to 9,Female,Waikato,682
Maori,50 to 54,Male,Tairawhiti,684
Pacific Peoples,35 to 39,Male,Canterbury,685
Asian,10 to 14,Female,Hutt Valley,687
Pacific Peoples,15 to 19,Female,Canterbury,687
European or Other,45 to 49,Female,Tairawhiti,688
Asian,30 to 34,Female,Lakes,689
Maori,45 to 49,Female,Taranaki,694
Maori,45 to 49,Male,Tairawhiti,695
Asian,5 to 9,Female,Bay of Plenty,698
European or Other,40 to 44,Male,West Coast,698
Maori,20 to 24,Male,Whanganui,699
Asian,45 to 49,Female,Bay of Plenty,700
Asian,30 to 34,Male,Lakes,702
Asian,25 to 29,Male,Lakes,703
European or Other,35 to 39,Female,Tairawhiti,705
Asian,5 to 9,Male,MidCentral,709
Maori,15 to 19,Female,Nelson Marlborough,709
European or Other,35 to 39,Male,West Coast,711
Maori,60 to 64,Female,Capital and Coast,712
Pacific Peoples,10 to 14,Male,Waikato,712
European or Other,15 to 19,Male,West Coast,714
Maori,50 to 54,Male,Southern,714
European or Other,20 to 24,Female,Wairarapa,717
European or Other,40 to 44,Female,Tairawhiti,718
Maori,55 to 59,Male,MidCentral,718
Pacific Peoples,5 to 9,Male,Waikato,718
Pacific Peoples,40 to 44,Male,Capital and Coast,719
Maori,25 to 29,Female,Whanganui,721
Maori,65 to 69,Female,Lakes,724
European or Other,30 to 34,Male,West Coast,726
Maori,60 to 64,Male,Auckland,726
Asian,45 to 49,Female,Hutt Valley,727
Asian,15 to 19,Male,Southern,728
Maori,35 to 39,Female,Taranaki,729
Asian,55 to 59,Male,Waikato,730
Pacific Peoples,40 to 44,Female,Capital and Coast,730
Maori,70 to 74,Male,Bay of Plenty,733
European or Other,25 to 29,Female,Overseas/Unknown,734
Pacific Peoples,70 to 74,Female,Auckland,734
European or Other,80 to 84,Male,Whanganui,735
Maori,60 to 64,Female,Tairawhiti,737
Asian,30 to 34,Female,Hawke's Bay,740
Asian,45 to 49,Female,Southern,740
European or Other,40 to 44,Female,West Coast,740
Maori,35 to 39,Male,Hutt Valley,741
Pacific Peoples,30 to 34,Female,Canterbury,741
European or Other,80 to 84,Female,Wairarapa,746
Asian,10 to 14,Male,Southern,747
Maori,40 to 44,Female,Tairawhiti,751
Pacific Peoples,45 to 49,Male,Capital and Coast,751
Maori,50 to 54,Female,Hutt Valley,753
European or Other,30 to 34,Female,West Coast,754
Asian,25 to 29,Male,MidCentral,755
European or Other,10 to 14,Female,West Coast,757
European or Other,70 to 74,Male,Tairawhiti,757
Maori,15 to 19,Male,Nelson Marlborough,757
Maori,60 to 64,Female,MidCentral,757
European or Other,70 to 74,Female,Tairawhiti,758
Maori,65 to 69,Female,Waitemata,758
European or Other,20 to 24,Male,Wairarapa,759
Asian,80 to 84,Female,Waitemata,760
European or Other,50 to 54,Male,Tairawhiti,760
Maori,55 to 59,Female,Tairawhiti,760
European or Other,45 to 49,Male,Tairawhiti,761
European or Other,55 to 59,Male,Overseas/Unknown,761
Maori,40 to 44,Male,Hutt Valley,762
Asian,60 to 64,Male,Capital and Coast,763
Asian,40 to 44,Male,Bay of Plenty,767
European or Other,90+,Male,Southern,771
Maori,50 to 54,Male,MidCentral,771
Pacific Peoples,35 to 39,Female,Capital and Coast,771
Asian,30 to 34,Male,Hawke's Bay,772
Asian,45 to 49,Male,Southern,772
Pacific Peoples,25 to 29,Female,Canterbury,772
Pacific Peoples,65 to 69,Female,Waitemata,772
Pacific Peoples,0 to 4,Female,Capital and Coast,773
Maori,45 to 49,Female,Tairawhiti,776
European or Other,90+,Female,Northland,778
Maori,70 to 74,Female,Counties Manukau,778
Maori,70 to 74,Male,Northland,778
Maori,40 to 44,Female,Hutt Valley,779
Pacific Peoples,50 to 54,Female,Capital and Coast,780
Asian,80 to 84,Male,Counties Manukau,781
Maori,45 to 49,Male,Southern,781
Pacific Peoples,20 to 24,Female,Canterbury,781
Maori,30 to 34,Male,Taranaki,782
Maori,70 to 74,Male,Waikato,785
Maori,0 to 4,Female,Nelson Marlborough,786
European or Other,50 to 54,Female,Tairawhiti,788
Maori,15 to 19,Female,Whanganui,788
European or Other,20 to 24,Male,Overseas/Unknown,790
European or Other,10 to 14,Male,West Coast,792
European or Other,90+,Female,Hawke's Bay,792
Asian,35 to 39,Male,MidCentral,796
Maori,45 to 49,Female,Hutt Valley,797
Maori,35 to 39,Female,Tairawhiti,799
European or Other,55 to 59,Female,Tairawhiti,804
European or Other,65 to 69,Female,Tairawhiti,804
European or Other,90+,Female,Nelson Marlborough,805
European or Other,90+,Male,Bay of Plenty,805
Pacific Peoples,35 to 39,Male,Capital and Coast,805
Maori,70 to 74,Female,Bay of Plenty,808
Maori,65 to 69,Female,Hawke's Bay,809
Maori,25 to 29,Male,Taranaki,810
Asian,35 to 39,Female,MidCentral,811
European or Other,90+,Male,Auckland,811
Maori,60 to 64,Female,Auckland,816
Maori,40 to 44,Male,MidCentral,818
Pacific Peoples,30 to 34,Male,Canterbury,818
Maori,40 to 44,Male,Southern,819
Pacific Peoples,15 to 19,Male,Canterbury,819
Maori,45 to 49,Male,MidCentral,820
Maori,50 to 54,Female,Tairawhiti,820
Pacific Peoples,45 to 49,Female,Capital and Coast,820
European or Other,5 to 9,Female,Wairarapa,821
European or Other,70 to 74,Female,West Coast,821
Maori,15 to 19,Male,Whanganui,821
Pacific Peoples,0 to 4,Female,Canterbury,822
Asian,40 to 44,Female,Bay of Plenty,824
European or Other,80 to 84,Male,South Canterbury,824
Asian,80 to 84,Male,Auckland,825
Asian,5 to 9,Female,Southern,827
Asian,15 to 19,Female,Southern,828
Asian,30 to 34,Male,MidCentral,828
Asian,65 to 69,Female,Waikato,828
Pacific Peoples,25 to 29,Male,Canterbury,830
Maori,0 to 4,Male,Nelson Marlborough,833
European or Other,55 to 59,Male,Tairawhiti,834
Maori,25 to 29,Female,Taranaki,835
Pacific Peoples,5 to 9,Female,Canterbury,835
Asian,5 to 9,Male,Bay of Plenty,837
Pacific Peoples,10 to 14,Female,Canterbury,838
Asian,0 to 4,Female,Bay of Plenty,839
Maori,55 to 59,Male,Capital and Coast,840
Maori,20 to 24,Female,Taranaki,841
European or Other,45 to 49,Male,West Coast,846
Maori,45 to 49,Female,Southern,846
Maori,55 to 59,Female,Southern,847
Maori,10 to 14,Female,Nelson Marlborough,852
European or Other,0 to 4,Female,Wairarapa,853
Asian,80 to 84,Female,Counties Manukau,856
Asian,0 to 4,Female,Southern,860
Maori,35 to 39,Male,MidCentral,860
European or Other,60 to 64,Male,Tairawhiti,866
Maori,40 to 44,Female,Southern,867
European or Other,90+,Female,MidCentral,868
Maori,5 to 9,Female,Nelson Marlborough,868
Pacific Peoples,0 to 4,Male,Capital and Coast,868
European or Other,0 to 4,Male,Wairarapa,870
European or Other,25 to 29,Male,Wairarapa,871
Maori,30 to 34,Female,Taranaki,873
European or Other,45 to 49,Female,West Coast,874
Pacific Peoples,75 to 79,Male,Counties Manukau,875
Maori,35 to 39,Female,Hutt Valley,876
Maori,20 to 24,Male,Taranaki,881
Asian,60 to 64,Female,Waikato,882
Asian,65 to 69,Male,Canterbury,886
Maori,60 to 64,Male,Lakes,887
Maori,55 to 59,Female,Capital and Coast,888
European or Other,85 to 89,Female,Hutt Valley,889
Maori,65 to 69,Male,Counties Manukau,890
Pacific Peoples,10 to 14,Male,Canterbury,891
Maori,30 to 34,Male,Tairawhiti,892
Pacific Peoples,20 to 24,Male,Canterbury,897
European or Other,65 to 69,Male,Tairawhiti,898
European or Other,5 to 9,Male,Wairarapa,899
European or Other,85 to 89,Male,Hawke's Bay,899
Maori,60 to 64,Male,Waitemata,899
European or Other,25 to 29,Female,Wairarapa,901
Asian,5 to 9,Male,Southern,906
European or Other,60 to 64,Female,Tairawhiti,907
Asian,0 to 4,Male,Bay of Plenty,908
European or Other,45 to 49,Male,Overseas/Unknown,908
Maori,60 to 64,Male,Canterbury,911
Maori,40 to 44,Female,MidCentral,912
Maori,0 to 4,Female,Whanganui,914
Maori,10 to 14,Female,Whanganui,916
Asian,60 to 64,Male,Canterbury,917
Pacific Peoples,5 to 9,Female,Capital and Coast,917
Pacific Peoples,5 to 9,Male,Canterbury,917
European or Other,35 to 39,Male,Wairarapa,919
Maori,55 to 59,Female,MidCentral,923
Pacific Peoples,0 to 4,Male,Canterbury,923
Pacific Peoples,60 to 64,Male,Waitemata,924
Asian,30 to 34,Female,MidCentral,926
Maori,10 to 14,Male,Nelson Marlborough,927
Maori,60 to 64,Male,Hawke's Bay,930
Asian,5 to 9,Female,Hutt Valley,935
Maori,50 to 54,Male,Capital and Coast,935
Asian,65 to 69,Female,Capital and Coast,938
Maori,35 to 39,Male,Capital and Coast,938
Maori,25 to 29,Male,Tairawhiti,939
Asian,25 to 29,Female,Hutt Valley,940
Maori,35 to 39,Female,Southern,941
European or Other,35 to 39,Female,Wairarapa,942
Maori,40 to 44,Male,Capital and Coast,942
Asian,40 to 44,Female,Hutt Valley,944
Maori,5 to 9,Male,Nelson Marlborough,944
European or Other,15 to 19,Female,Wairarapa,950
Maori,55 to 59,Male,Lakes,952
European or Other,40 to 44,Male,Wairarapa,953
Maori,50 to 54,Female,Southern,954
Pacific Peoples,15 to 19,Male,Capital and Coast,959
Pacific Peoples,30 to 34,Female,Capital and Coast,962
Maori,30 to 34,Female,Tairawhiti,965
European or Other,20 to 24,Female,Whanganui,966
European or Other,85 to 89,Male,MidCentral,966
Pacific Peoples,30 to 34,Male,Capital and Coast,966
European or Other,0 to 4,Female,Whanganui,967
European or Other,80 to 84,Female,Whanganui,967
Maori,35 to 39,Male,Southern,969
European or Other,90+,Male,Waikato,973
Maori,10 to 14,Male,Whanganui,973
Asian,5 to 9,Male,Hutt Valley,974
Pacific Peoples,5 to 9,Male,Capital and Coast,974
Maori,60 to 64,Female,Canterbury,976
Pacific Peoples,65 to 69,Male,Auckland,978
Maori,20 to 24,Female,Tairawhiti,979
European or Other,30 to 34,Male,Wairarapa,980
Maori,15 to 19,Female,Taranaki,981
Maori,45 to 49,Female,MidCentral,981
Maori,55 to 59,Male,Auckland,982
European or Other,85 to 89,Female,Taranaki,984
European or Other,50 to 54,Male,Overseas/Unknown,985
Maori,20 to 24,Male,Tairawhiti,986
Maori,25 to 29,Female,Tairawhiti,986
Maori,50 to 54,Male,Auckland,986
Maori,65 to 69,Male,Bay of Plenty,988
Asian,0 to 4,Male,Southern,990
European or Other,30 to 34,Female,Wairarapa,991
Maori,50 to 54,Female,MidCentral,991
Maori,70 to 74,Female,Northland,994
Asian,80 to 84,Female,Auckland,995
Maori,45 to 49,Male,Capital and Coast,995
Maori,5 to 9,Female,Whanganui,996
Asian,40 to 44,Male,Hutt Valley,999
European or Other,40 to 44,Male,Overseas/Unknown,1000
Maori,55 to 59,Female,Auckland,1000
Maori,30 to 34,Female,Hutt Valley,1001
Asian,0 to 4,Female,Hutt Valley,1002
Asian,50 to 54,Male,Waikato,1002
European or Other,15 to 19,Male,Wairarapa,1002
European or Other,75 to 79,Female,Wairarapa,1003
Asian,55 to 59,Male,Capital and Coast,1004
Asian,55 to 59,Female,Waikato,1005
Pacific Peoples,60 to 64,Female,Waitemata,1007
Pacific Peoples,10 to 14,Female,Capital and Coast,1008
European or Other,75 to 79,Male,Wairarapa,1011
European or Other,80 to 84,Male,Lakes,1011
European or Other,0 to 4,Male,Whanganui,1012
European or Other,85 to 89,Male,Northland,1014
Maori,0 to 4,Male,Whanganui,1014
Pacific Peoples,65 to 69,Female,Auckland,1014
European or Other,10 to 14,Female,Wairarapa,1016
Maori,40 to 44,Male,Lakes,1016
Asian,60 to 64,Female,Capital and Coast,1019
European or Other,85 to 89,Male,Nelson Marlborough,1019
Maori,30 to 34,Male,Hutt Valley,1019
European or Other,70 to 74,Male,West Coast,1023
European or Other,65 to 69,Female,West Coast,1024
Maori,15 to 19,Male,Taranaki,1024
Maori,35 to 39,Female,MidCentral,1024
European or Other,80 to 84,Female,South Canterbury,1027
Pacific Peoples,10 to 14,Male,Capital and Coast,1027
Maori,40 to 44,Female,Auckland,1034
Pacific Peoples,15 to 19,Female,Capital and Coast,1034
Asian,20 to 24,Male,Bay of Plenty,1035
Maori,40 to 44,Female,Capital and Coast,1035
Maori,35 to 39,Female,Capital and Coast,1037
Asian,0 to 4,Male,Hutt Valley,1039
Maori,70 to 74,Female,Waikato,1047
Maori,50 to 54,Male,Lakes,1049
Asian,50 to 54,Male,Capital and Coast,1050
Maori,5 to 9,Male,Whanganui,1053
Asian,40 to 44,Female,Southern,1058
Maori,55 to 59,Male,Hawke's Bay,1058
Asian,25 to 29,Female,Bay of Plenty,1060
Asian,35 to 39,Male,Bay of Plenty,1063
Maori,50 to 54,Female,Capital and Coast,1063
Maori,25 to 29,Male,Hutt Valley,1066
Maori,60 to 64,Female,Lakes,1067
European or Other,0 to 4,Female,South Canterbury,1068
Maori,40 to 44,Male,Auckland,1068
European or Other,5 to 9,Female,Whanganui,1069
European or Other,50 to 54,Male,West Coast,1070
Maori,20 to 24,Female,Hutt Valley,1072
Pacific Peoples,25 to 29,Male,Capital and Coast,1072
Pacific Peoples,25 to 29,Female,Capital and Coast,1075
European or Other,50 to 54,Female,West Coast,1076
Maori,45 to 49,Male,Lakes,1081
Maori,55 to 59,Male,Canterbury,1085
European or Other,40 to 44,Female,Wairarapa,1087
Asian,55 to 59,Male,Canterbury,1088
Asian,40 to 44,Male,Southern,1090
Maori,35 to 39,Male,Lakes,1090
Maori,45 to 49,Male,Auckland,1091
European or Other,10 to 14,Male,Wairarapa,1094
Maori,45 to 49,Female,Capital and Coast,1097
Maori,15 to 19,Female,Hutt Valley,1100
European or Other,40 to 44,Male,Whanganui,1103
Maori,45 to 49,Female,Auckland,1104
Maori,50 to 54,Male,Hawke's Bay,1104
European or Other,80 to 84,Female,Lakes,1110
European or Other,85 to 89,Male,Capital and Coast,1112
Pacific Peoples,75 to 79,Female,Counties Manukau,1117
Asian,75 to 79,Male,Waitemata,1119
Maori,25 to 29,Female,Hutt Valley,1119
Maori,35 to 39,Male,Auckland,1121
European or Other,45 to 49,Male,Wairarapa,1124
European or Other,20 to 24,Female,South Canterbury,1125
European or Other,0 to 4,Male,South Canterbury,1127
European or Other,90+,Female,Capital and Coast,1128
Maori,50 to 54,Female,Auckland,1129
Asian,15 to 19,Female,Waikato,1132
Maori,0 to 4,Female,Tairawhiti,1133
Maori,55 to 59,Female,Lakes,1134
European or Other,5 to 9,Male,Whanganui,1135
Maori,40 to 44,Male,Hawke's Bay,1137
Maori,60 to 64,Female,Hawke's Bay,1139
European or Other,75 to 79,Male,Whanganui,1144
Maori,65 to 69,Male,Northland,1144
Asian,75 to 79,Female,Waitemata,1146
European or Other,40 to 44,Female,Whanganui,1147
Asian,50 to 54,Female,Waikato,1152
Asian,35 to 39,Female,Bay of Plenty,1154
Asian,75 to 79,Male,Auckland,1155
Maori,30 to 34,Male,MidCentral,1155
Maori,15 to 19,Male,Hutt Valley,1157
Maori,15 to 19,Female,Tairawhiti,1159
Maori,0 to 4,Female,Taranaki,1160
Maori,20 to 24,Male,Hutt Valley,1161
European or Other,35 to 39,Male,Whanganui,1163
Maori,45 to 49,Male,Hawke's Bay,1165
Asian,20 to 24,Male,Southern,1166
Asian,25 to 29,Male,Hutt Valley,1167
European or Other,80 to 84,Male,Hutt Valley,1171
Pacific Peoples,20 to 24,Male,Capital and Coast,1171
Maori,60 to 64,Female,Waitemata,1172
Maori,30 to 34,Female,Southern,1173
Maori,65 to 69,Female,Counties Manukau,1174
European or Other,20 to 24,Male,Whanganui,1178
Maori,35 to 39,Female,Auckland,1180
European or Other,15 to 19,Female,Whanganui,1181
European or Other,90+,Female,Counties Manukau,1188
European or Other,55 to 59,Female,West Coast,1190
Maori,40 to 44,Female,Lakes,1190
European or Other,25 to 29,Female,Whanganui,1191
Maori,10 to 14,Female,Hutt Valley,1191
Maori,0 to 4,Male,Taranaki,1194
Asian,65 to 69,Female,Canterbury,1196
European or Other,85 to 89,Female,Northland,1196
European or Other,15 to 19,Male,Whanganui,1200
European or Other,35 to 39,Female,Whanganui,1200
Pacific Peoples,20 to 24,Female,Capital and Coast,1204
European or Other,75 to 79,Female,Whanganui,1206
Maori,0 to 4,Male,Tairawhiti,1207
European or Other,60 to 64,Female,West Coast,1216
Maori,25 to 29,Female,Southern,1217
Maori,55 to 59,Female,Canterbury,1217
Asian,15 to 19,Female,Capital and Coast,1219
European or Other,80 to 84,Male,Taranaki,1219
Asian,25 to 29,Female,Southern,1220
European or Other,75 to 79,Male,South Canterbury,1222
Pacific Peoples,55 to 59,Male,Waitemata,1223
Maori,35 to 39,Male,Hawke's Bay,1224
European or Other,90+,Male,Waitemata,1226
Maori,45 to 49,Female,Lakes,1228
Maori,65 to 69,Female,Bay of Plenty,1231
European or Other,35 to 39,Male,Overseas/Unknown,1238
Maori,50 to 54,Female,Lakes,1240
Asian,75 to 79,Male,Counties Manukau,1241
Maori,30 to 34,Male,Southern,1244
Maori,5 to 9,Female,Hutt Valley,1248
European or Other,10 to 14,Female,Whanganui,1250
European or Other,85 to 89,Male,Auckland,1251
European or Other,85 to 89,Female,Hawke's Bay,1252
Maori,55 to 59,Male,Waitemata,1252
European or Other,45 to 49,Female,Wairarapa,1256
European or Other,5 to 9,Female,South Canterbury,1260
Asian,15 to 19,Male,Waikato,1264
European or Other,85 to 89,Male,Counties Manukau,1264
Maori,55 to 59,Female,Hawke's Bay,1265
Maori,65 to 69,Male,Waikato,1266
Asian,20 to 24,Female,Waikato,1268
Asian,15 to 19,Male,Capital and Coast,1269
Asian,55 to 59,Female,Capital and Coast,1269
Maori,15 to 19,Male,Tairawhiti,1269
European or Other,25 to 29,Male,Whanganui,1270
Maori,10 to 14,Female,Taranaki,1272
Pacific Peoples,60 to 64,Male,Auckland,1272
Maori,5 to 9,Female,Tairawhiti,1275
European or Other,85 to 89,Female,Nelson Marlborough,1278
Maori,5 to 9,Male,Tairawhiti,1280
European or Other,55 to 59,Male,West Coast,1290
Asian,20 to 24,Female,Southern,1291
European or Other,65 to 69,Male,West Coast,1292
European or Other,75 to 79,Female,South Canterbury,1292
European or Other,10 to 14,Male,Whanganui,1294
Pacific Peoples,55 to 59,Female,Waitemata,1296
Maori,10 to 14,Female,Tairawhiti,1297
European or Other,30 to 34,Female,Whanganui,1299
European or Other,15 to 19,Female,South Canterbury,1300
Maori,45 to 49,Male,Canterbury,1300
Maori,35 to 39,Female,Lakes,1302
Maori,0 to 4,Female,Hutt Valley,1306
Maori,25 to 29,Male,Southern,1307
European or Other,30 to 34,Male,Whanganui,1313
European or Other,35 to 39,Female,South Canterbury,1315
Asian,10 to 14,Female,Capital and Coast,1320
Maori,10 to 14,Male,Hutt Valley,1321
European or Other,40 to 44,Male,South Canterbury,1323
Maori,60 to 64,Male,Bay of Plenty,1328
European or Other,45 to 49,Male,Whanganui,1331
Asian,60 to 64,Female,Canterbury,1334
European or Other,20 to 24,Male,South Canterbury,1336
Maori,40 to 44,Female,Hawke's Bay,1344
Asian,75 to 79,Female,Auckland,1347
Pacific Peoples,50 to 54,Male,Waitemata,1350
European or Other,35 to 39,Male,South Canterbury,1358
European or Other,85 to 89,Female,MidCentral,1361
Maori,40 to 44,Male,Canterbury,1361
European or Other,0 to 4,Female,Lakes,1363
European or Other,90+,Female,Bay of Plenty,1363
Maori,25 to 29,Female,MidCentral,1363
Maori,50 to 54,Female,Hawke's Bay,1363
Pacific Peoples,60 to 64,Female,Auckland,1363
European or Other,20 to 24,Female,Lakes,1364
Maori,30 to 34,Female,MidCentral,1369
Pacific Peoples,45 to 49,Male,Waitemata,1369
Pacific Peoples,50 to 54,Female,Waitemata,1370
European or Other,50 to 54,Male,Wairarapa,1372
Asian,75 to 79,Female,Counties Manukau,1374
European or Other,60 to 64,Male,West Coast,1375
European or Other,40 to 44,Female,South Canterbury,1377
Maori,10 to 14,Male,Tairawhiti,1381
Maori,25 to 29,Male,MidCentral,1381
Maori,45 to 49,Female,Hawke's Bay,1382
Asian,35 to 39,Female,Hutt Valley,1386
Maori,5 to 9,Female,Taranaki,1386
European or Other,45 to 49,Female,Whanganui,1388
Maori,10 to 14,Male,Taranaki,1388
Maori,35 to 39,Female,Hawke's Bay,1388
Maori,5 to 9,Male,Hutt Valley,1388
Asian,55 to 59,Female,Canterbury,1389
Maori,55 to 59,Female,Waitemata,1389
European or Other,5 to 9,Male,South Canterbury,1397
Maori,60 to 64,Male,Counties Manukau,1399
Maori,0 to 4,Female,Capital and Coast,1402
Maori,30 to 34,Female,Capital and Coast,1402
Asian,45 to 49,Female,Waikato,1404
European or Other,25 to 29,Female,South Canterbury,1405
Maori,5 to 9,Female,Auckland,1406
Maori,50 to 54,Male,Canterbury,1417
European or Other,70 to 74,Male,Wairarapa,1425
European or Other,70 to 74,Female,Wairarapa,1427
Maori,40 to 44,Female,Canterbury,1427
Maori,40 to 44,Male,Waitemata,1429
Asian,50 to 54,Female,Capital and Coast,1431
European or Other,15 to 19,Male,South Canterbury,1431
Maori,0 to 4,Male,Hutt Valley,1431
Asian,35 to 39,Male,Hutt Valley,1432
Maori,45 to 49,Female,Canterbury,1433
Asian,10 to 14,Male,Capital and Coast,1436
Asian,30 to 34,Female,Bay of Plenty,1436
Asian,10 to 14,Female,Waikato,1439
European or Other,55 to 59,Male,Wairarapa,1440
Maori,30 to 34,Male,Capital and Coast,1440
Pacific Peoples,70 to 74,Male,Counties Manukau,1440
European or Other,65 to 69,Male,Wairarapa,1441
