SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
104700,Maromaku,Northland,5-11,119,28,8,NA,NA,NA,NA,24%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,648","1,346","1,306","1,205",676,358,80,82%,79%,56%,22%
104800,Mangakahia-Hukerenui,Northland,5-11,224,64,20,NA,NA,NA,NA,29%,9%,NA,NA
104900,Whangaruru,Northland,12+,"2,324","1,935","1,890","1,797","1,141",672,190,83%,81%,63%,28%
104900,Whangaruru,Northland,5-11,261,86,21,NA,NA,NA,NA,33%,8%,NA,NA
105100,Matarau,Northland,12+,"2,894","2,512","2,476","2,292","1,612",888,261,87%,86%,70%,29%
105100,Matarau,Northland,5-11,352,172,83,NA,NA,NA,NA,49%,24%,NA,NA
105200,Hikurangi,Northland,12+,"1,257","1,056","1,022",946,540,229,54,84%,81%,57%,24%
105200,Hikurangi,Northland,5-11,215,71,31,NA,NA,NA,NA,33%,14%,NA,NA
105300,Kauri,Northland,12+,"1,604","1,383","1,365","1,281",944,562,167,86%,85%,74%,30%
105300,Kauri,Northland,5-11,192,73,32,NA,NA,NA,NA,38%,17%,NA,NA
105400,Maungatapere,Northland,12+,"3,137","2,672","2,642","2,492","1,787","1,024",300,85%,84%,72%,29%
105400,Maungatapere,Northland,5-11,362,166,98,NA,NA,NA,NA,46%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,000","1,782","1,762","1,654","1,174",658,197,89%,88%,71%,30%
105500,Kamo West,Northland,5-11,202,107,49,NA,NA,NA,NA,53%,24%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,660","1,433","1,410","1,345",985,643,231,86%,85%,73%,36%
105600,Matapouri-Tutukaka,Northland,5-11,132,64,38,NA,NA,NA,NA,48%,29%,NA,NA
105700,Kiripaka,Northland,12+,920,792,777,728,500,272,84,86%,84%,69%,31%
105700,Kiripaka,Northland,5-11,111,59,30,NA,NA,NA,NA,53%,27%,NA,NA
105800,Kamo East,Northland,12+,"2,582","2,273","2,218","2,058","1,292",566,167,88%,86%,63%,30%
105800,Kamo East,Northland,5-11,421,167,65,NA,NA,NA,NA,40%,15%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,929","2,674","2,638","2,495","1,940","1,235",431,91%,90%,78%,35%
105900,Granfield Reserve,Northland,5-11,281,150,61,NA,NA,NA,NA,53%,22%,NA,NA
106000,Kamo Central,Northland,12+,"1,481","1,321","1,298","1,218",822,411,158,89%,88%,67%,38%
106000,Kamo Central,Northland,5-11,229,112,43,NA,NA,NA,NA,49%,19%,NA,NA
106100,Whau Valley,Northland,12+,"2,568","2,272","2,242","2,139","1,553",871,223,88%,87%,73%,26%
106100,Whau Valley,Northland,5-11,266,109,52,NA,NA,NA,NA,41%,20%,NA,NA
106200,Tikipunga North,Northland,12+,"3,038","2,699","2,652","2,499","1,767","1,016",444,89%,87%,71%,44%
106200,Tikipunga North,Northland,5-11,405,142,48,NA,NA,NA,NA,35%,12%,NA,NA
106300,Pukenui,Northland,12+,"2,085","1,902","1,892","1,762","1,357",806,270,91%,91%,77%,33%
106300,Pukenui,Northland,5-11,244,166,91,NA,NA,NA,NA,68%,37%,NA,NA
106400,Otangarei,Northland,12+,"1,788","1,430","1,338","1,244",638,308,60,80%,75%,51%,19%
106400,Otangarei,Northland,5-11,315,61,12,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,317","2,945","2,884","2,721","1,833","1,022",412,89%,87%,67%,40%
106500,Tikipunga South,Northland,5-11,419,158,52,NA,NA,NA,NA,38%,12%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,077","2,765","2,722","2,616","1,900","1,102",405,90%,88%,73%,37%
106600,Kensington (Whangarei District),Northland,5-11,245,91,38,NA,NA,NA,NA,37%,16%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,218","1,100","1,087","1,038",728,452,147,90%,89%,70%,33%
106700,Abbey Caves-Glenbervie,Northland,5-11,120,49,26,NA,NA,NA,NA,41%,22%,NA,NA
106800,Mairtown,Northland,12+,"2,252","2,025","2,006","1,924","1,459",863,323,90%,89%,76%,37%
106800,Mairtown,Northland,5-11,205,102,40,NA,NA,NA,NA,50%,20%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,025","2,700","2,666","2,531","1,919",955,319,89%,88%,76%,33%
106900,Maunu-Horahora,Northland,5-11,339,161,80,NA,NA,NA,NA,47%,24%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,601","2,266","2,220","2,124","1,451",660,217,87%,85%,68%,33%
107000,Woodhill-Vinetown,Northland,5-11,236,96,33,NA,NA,NA,NA,41%,14%,NA,NA
107100,Whangarei Central,Northland,12+,"1,032",910,893,861,597,339,94,88%,87%,69%,28%
107100,Whangarei Central,Northland,5-11,54,22,7,NA,NA,NA,NA,41%,13%,NA,NA
107200,Riverside,Northland,12+,"1,953","1,702","1,680","1,618","1,138",626,189,87%,86%,70%,30%
107200,Riverside,Northland,5-11,178,77,30,NA,NA,NA,NA,43%,17%,NA,NA
107300,Raumanga,Northland,12+,"2,824","2,378","2,276","2,098","1,164",542,158,84%,81%,55%,29%
107300,Raumanga,Northland,5-11,455,126,41,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,601","1,314","1,273","1,181",666,300,71,82%,80%,56%,24%
107400,Tarewa,Northland,5-11,294,86,34,NA,NA,NA,NA,29%,12%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,035","1,792","1,745","1,665","1,030",420,118,88%,86%,62%,28%
107500,Morningside (Whangarei District),Northland,5-11,225,85,33,NA,NA,NA,NA,38%,15%,NA,NA
107600,Ngunguru,Northland,12+,"1,085",957,947,887,683,405,149,88%,87%,77%,37%
107600,Ngunguru,Northland,5-11,128,62,30,NA,NA,NA,NA,48%,23%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,217","1,024",999,937,630,334,103,84%,82%,67%,31%
107700,Otaika-Portland,Northland,5-11,137,62,22,NA,NA,NA,NA,45%,16%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,065","1,780","1,759","1,655","1,140",674,157,86%,85%,69%,23%
107800,Oakleigh-Mangapai,Northland,5-11,224,96,48,NA,NA,NA,NA,43%,21%,NA,NA
107900,Port-Limeburners,Northland,12+,198,165,161,157,93,53,12,83%,81%,59%,23%
108000,Pataua,Northland,12+,"1,566","1,293","1,268","1,200",780,466,124,83%,81%,65%,27%
108000,Pataua,Northland,5-11,189,70,29,NA,NA,NA,NA,37%,15%,NA,NA
108100,Onerahi Park,Northland,12+,"1,439","1,295","1,278","1,211",925,528,201,90%,89%,76%,38%
108100,Onerahi Park,Northland,5-11,171,92,50,NA,NA,NA,NA,54%,29%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,100","1,844","1,807","1,705","1,154",616,188,88%,86%,68%,31%
108200,Sherwood Rise,Northland,5-11,277,96,35,NA,NA,NA,NA,35%,13%,NA,NA
108300,Onerahi,Northland,12+,"2,147","1,817","1,779","1,677","1,139",688,268,85%,83%,68%,39%
108300,Onerahi,Northland,5-11,242,75,30,NA,NA,NA,NA,31%,12%,NA,NA
108500,Parua Bay,Northland,12+,"2,352","2,098","2,083","1,967","1,542",982,362,89%,89%,78%,37%
108500,Parua Bay,Northland,5-11,244,139,68,NA,NA,NA,NA,57%,28%,NA,NA
108600,Bream Bay,Northland,12+,"1,992","1,711","1,679","1,574","1,058",652,165,86%,84%,67%,25%
108600,Bream Bay,Northland,5-11,224,89,34,NA,NA,NA,NA,40%,15%,NA,NA
108700,Marsden Bay,Northland,12+,"2,508","2,309","2,288","2,177","1,698","1,112",445,92%,91%,78%,40%
108700,Marsden Bay,Northland,5-11,246,102,54,NA,NA,NA,NA,41%,22%,NA,NA
108800,Ruakaka,Northland,12+,"2,479","2,209","2,172","2,072","1,453",940,363,89%,88%,70%,39%
108800,Ruakaka,Northland,5-11,260,79,24,NA,NA,NA,NA,30%,9%,NA,NA
108900,Bream Head,Northland,12+,"1,252","1,123","1,113","1,075",830,543,234,90%,89%,77%,43%
108900,Bream Head,Northland,5-11,134,69,31,NA,NA,NA,NA,51%,23%,NA,NA
109000,Waipu,Northland,12+,"2,895","2,497","2,470","2,388","1,769","1,231",360,86%,85%,74%,29%
109000,Waipu,Northland,5-11,227,76,40,NA,NA,NA,NA,33%,18%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,362","2,659","2,584","2,474","1,502",865,185,79%,77%,61%,21%
109100,Kaipara Coastal,Northland,5-11,347,101,46,NA,NA,NA,NA,29%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,615","1,326","1,302","1,244",756,399,87,82%,81%,61%,22%
109200,Maungaru,Northland,5-11,162,64,19,NA,NA,NA,NA,40%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,397","3,697","3,588","3,442","2,203","1,281",360,84%,82%,64%,28%
109300,Dargaville,Northland,5-11,453,120,64,NA,NA,NA,NA,26%,14%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,230","1,847","1,802","1,723","1,143",715,184,83%,81%,66%,26%
109400,Ruawai-Matakohe,Northland,5-11,269,74,27,NA,NA,NA,NA,28%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,625","1,291","1,259","1,204",838,497,117,79%,77%,70%,24%
109500,Otamatea (Kaipara District),Northland,5-11,156,55,19,NA,NA,NA,NA,35%,12%,NA,NA
109600,Maungaturoto,Northland,12+,"1,086",943,916,863,575,329,72,87%,84%,67%,22%
109600,Maungaturoto,Northland,5-11,130,56,19,NA,NA,NA,NA,43%,15%,NA,NA
109700,Kaiwaka,Northland,12+,"2,126","1,653","1,610","1,527",963,521,124,78%,76%,63%,24%
109700,Kaiwaka,Northland,5-11,232,76,31,NA,NA,NA,NA,33%,13%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,346","1,866","1,835","1,780","1,205",785,233,80%,78%,68%,30%
109800,Mangawhai Rural,Northland,5-11,265,84,36,NA,NA,NA,NA,32%,14%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,216","1,940","1,905","1,844","1,327",913,321,88%,86%,72%,35%
109900,Mangawhai Heads,Northland,5-11,225,70,29,NA,NA,NA,NA,31%,13%,NA,NA
110100,Mangawhai,Northland,12+,987,874,862,827,617,418,165,89%,87%,75%,39%
110100,Mangawhai,Northland,5-11,117,38,19,NA,NA,NA,NA,32%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,339","1,127","1,108","1,049",638,414,96,84%,83%,61%,23%
110200,Okahukura Peninsula,Waitemata,5-11,145,48,23,NA,NA,NA,NA,33%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,313","2,782","2,735","2,622","1,787","1,096",336,84%,83%,68%,31%
110400,Cape Rodney,Waitemata,5-11,323,142,71,NA,NA,NA,NA,44%,22%,NA,NA
110500,Wellsford,Waitemata,12+,"1,742","1,450","1,420","1,336",812,392,112,83%,82%,61%,29%
110500,Wellsford,Waitemata,5-11,198,62,33,NA,NA,NA,NA,31%,17%,NA,NA
110700,South Head,Waitemata,12+,"2,357","2,046","2,005","1,901","1,256",675,242,87%,85%,66%,36%
110700,South Head,Waitemata,5-11,258,106,49,NA,NA,NA,NA,41%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,840","1,533","1,508","1,404",825,404,92,83%,82%,59%,23%
110800,Kaipara Hills,Waitemata,5-11,223,92,46,NA,NA,NA,NA,41%,21%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,487","1,273","1,255","1,191",879,525,202,86%,84%,74%,38%
110900,Dome Valley-Matakana,Waitemata,5-11,171,110,55,NA,NA,NA,NA,64%,32%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,370","2,170","2,147","2,042","1,539",974,510,92%,91%,75%,52%
111100,Warkworth West,Waitemata,5-11,215,97,54,NA,NA,NA,NA,45%,25%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,503","3,034","2,988","2,829","1,913","1,052",327,87%,85%,68%,31%
111200,Puhoi Valley,Waitemata,5-11,310,144,68,NA,NA,NA,NA,46%,22%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,290","2,963","2,943","2,812","2,057","1,104",479,90%,89%,73%,43%
111300,Warkworth East,Waitemata,5-11,359,167,92,NA,NA,NA,NA,47%,26%,NA,NA
111400,Sandspit,Waitemata,12+,962,855,840,806,622,426,171,89%,87%,77%,40%
111400,Sandspit,Waitemata,5-11,64,28,19,NA,NA,NA,NA,44%,30%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,032","1,857","1,843","1,749","1,339",918,390,91%,91%,77%,42%
111500,Tawharanui Peninsula,Waitemata,5-11,162,100,56,NA,NA,NA,NA,62%,35%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,204","1,978","1,950","1,842","1,196",584,179,90%,88%,65%,31%
111600,Te Kuru,Waitemata,5-11,266,134,43,NA,NA,NA,NA,50%,16%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,289","2,926","2,903","2,758","2,040","1,321",531,89%,88%,74%,40%
111700,Snells Beach,Waitemata,5-11,358,170,80,NA,NA,NA,NA,47%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,973,788,774,748,552,387,168,81%,80%,74%,43%
111800,Barrier Islands,Auckland,5-11,85,23,10,NA,NA,NA,NA,27%,12%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,143",991,977,944,737,537,225,87%,85%,78%,42%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,80,33,12,NA,NA,NA,NA,41%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,662","1,434","1,421","1,340",931,530,165,86%,85%,69%,31%
112100,Wainui-Waiwera,Waitemata,5-11,148,60,27,NA,NA,NA,NA,41%,18%,NA,NA
112200,Parakai,Waitemata,12+,915,798,784,722,469,223,63,87%,86%,65%,28%
112200,Parakai,Waitemata,5-11,114,65,38,NA,NA,NA,NA,57%,33%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,475","1,306","1,293","1,222",856,417,137,89%,88%,70%,33%
112300,Helensville Rural,Waitemata,5-11,135,62,40,NA,NA,NA,NA,46%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,465","2,205","2,172","2,055","1,403",655,226,89%,88%,68%,35%
112400,Helensville,Waitemata,5-11,319,168,94,NA,NA,NA,NA,53%,29%,NA,NA
112500,Waitoki,Waitemata,12+,"1,480","1,306","1,291","1,216",800,423,120,88%,87%,66%,28%
112500,Waitoki,Waitemata,5-11,155,75,31,NA,NA,NA,NA,48%,20%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,509","1,359","1,342","1,241",815,407,123,90%,89%,66%,30%
112600,Waikoukou Valley,Waitemata,5-11,139,64,36,NA,NA,NA,NA,46%,26%,NA,NA
112700,Orewa North,Waitemata,12+,"4,571","4,223","4,196","4,014","3,192","2,003",928,92%,92%,80%,46%
112700,Orewa North,Waitemata,5-11,394,235,155,NA,NA,NA,NA,60%,39%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,346","1,217","1,210","1,150",812,432,144,90%,90%,71%,33%
112800,Hatfields Beach,Waitemata,5-11,138,82,44,NA,NA,NA,NA,59%,32%,NA,NA
112900,Orewa South,Waitemata,12+,"3,703","3,463","3,449","3,336","2,664","1,740",752,94%,93%,80%,43%
112900,Orewa South,Waitemata,5-11,283,168,101,NA,NA,NA,NA,59%,36%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,035","2,770","2,750","2,663","2,142","1,436",587,91%,91%,80%,41%
113000,Orewa Central,Waitemata,5-11,171,101,57,NA,NA,NA,NA,59%,33%,NA,NA
113100,Millwater North,Waitemata,12+,"3,152","2,864","2,836","2,663","1,974",828,284,91%,90%,74%,34%
113100,Millwater North,Waitemata,5-11,602,359,205,NA,NA,NA,NA,60%,34%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,232","1,089","1,078","1,007",679,335,113,88%,88%,67%,34%
113200,Waipatukahu,Waitemata,5-11,126,78,34,NA,NA,NA,NA,62%,27%,NA,NA
113300,Millwater South,Waitemata,12+,"3,335","3,068","3,035","2,831","1,927",622,173,92%,91%,68%,28%
113300,Millwater South,Waitemata,5-11,664,411,236,NA,NA,NA,NA,62%,36%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,534","2,277","2,250","2,152","1,362",488,128,90%,89%,63%,26%
113400,Dairy Flat North,Waitemata,5-11,274,153,82,NA,NA,NA,NA,56%,30%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,346","1,189","1,182","1,113",719,362,105,88%,88%,65%,29%
113500,Dairy Flat West,Waitemata,5-11,119,60,30,NA,NA,NA,NA,50%,25%,NA,NA
113600,Kingsway,Waitemata,12+,"2,113","1,896","1,874","1,722","1,202",513,139,90%,89%,70%,27%
113600,Kingsway,Waitemata,5-11,255,165,80,NA,NA,NA,NA,65%,31%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,608,560,555,532,348,109,27,92%,91%,65%,25%
113800,Silverdale Central (Auckland),Waitemata,5-11,60,38,15,NA,NA,NA,NA,63%,25%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,659","2,395","2,372","2,271","1,812","1,132",499,90%,89%,80%,44%
113900,Red Beach West,Waitemata,5-11,217,111,60,NA,NA,NA,NA,51%,28%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,602","3,316","3,289","3,121","2,305","1,296",493,92%,91%,74%,38%
114000,Red Beach East,Waitemata,5-11,354,195,94,NA,NA,NA,NA,55%,27%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,774","1,578","1,558","1,475",971,471,140,89%,88%,66%,30%
114100,Silverdale South (Auckland),Waitemata,5-11,188,103,31,NA,NA,NA,NA,55%,16%,NA,NA
114200,Waimauku,Waitemata,12+,"1,222","1,124","1,115","1,044",746,374,159,92%,91%,71%,43%
114200,Waimauku,Waitemata,5-11,138,81,38,NA,NA,NA,NA,59%,28%,NA,NA
114400,Vipond,Waitemata,12+,"2,562","2,342","2,331","2,233","1,584",851,371,91%,91%,71%,44%
114400,Vipond,Waitemata,5-11,305,154,98,NA,NA,NA,NA,50%,32%,NA,NA
114500,Muriwai,Waitemata,12+,969,878,863,816,599,283,95,91%,89%,73%,34%
