SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
105200,Hikurangi,Northland,12+,"1,223","1,085","1,047",825,496,89%,86%,60%
105200,Hikurangi,Northland,5-11,228,69,Masked,NA,NA,30%,<5%,NA
105300,Kauri,Northland,12+,"1,535","1,369","1,346","1,149",877,89%,88%,76%
105300,Kauri,Northland,5-11,195,71,Masked,NA,NA,36%,<5%,NA
105400,Maungatapere,Northland,12+,"3,040","2,707","2,670","2,274","1,692",89%,88%,74%
105400,Maungatapere,Northland,5-11,360,159,Masked,NA,NA,44%,<5%,NA
105500,Kamo West,Northland,12+,"1,951","1,790","1,763","1,483","1,123",92%,90%,76%
105500,Kamo West,Northland,5-11,202,100,Masked,NA,NA,50%,<5%,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,616","1,465","1,446","1,282",965,91%,89%,75%
105600,Matapouri-Tutukaka,Northland,5-11,129,62,Masked,NA,NA,48%,<5%,NA
105700,Kiripaka,Northland,12+,879,785,771,642,459,89%,88%,71%
105700,Kiripaka,Northland,5-11,126,57,Masked,NA,NA,45%,<5%,NA
105800,Kamo East,Northland,12+,"2,479","2,291","2,225","1,798","1,180",92%,90%,66%
105800,Kamo East,Northland,5-11,433,158,Masked,NA,NA,36%,<5%,NA
105900,Granfield Reserve,Northland,12+,"2,856",Masked,"2,668","2,306","1,856",>95%,93%,80%
105900,Granfield Reserve,Northland,5-11,286,145,12,NA,NA,51%,<5%,NA
106000,Kamo Central,Northland,12+,"1,397","1,312","1,291","1,073",760,94%,92%,71%
106000,Kamo Central,Northland,5-11,212,105,Masked,NA,NA,50%,<5%,NA
106100,Whau Valley,Northland,12+,"2,539","2,289","2,250","1,933","1,455",90%,89%,75%
106100,Whau Valley,Northland,5-11,255,102,Masked,NA,NA,40%,<5%,NA
106200,Tikipunga North,Northland,12+,"2,828","2,646","2,582","2,195","1,578",94%,91%,72%
106200,Tikipunga North,Northland,5-11,437,122,6,NA,NA,28%,<5%,NA
106300,Pukenui,Northland,12+,"2,013","1,888","1,877","1,627","1,273",94%,93%,78%
106300,Pukenui,Northland,5-11,244,149,8,NA,NA,61%,<5%,NA
106400,Otangarei,Northland,12+,"1,741","1,470","1,356",987,534,84%,78%,54%
106400,Otangarei,Northland,5-11,304,42,0,NA,NA,14%,<5%,NA
106500,Tikipunga South,Northland,12+,"3,214","2,994","2,921","2,419","1,723",93%,91%,71%
106500,Tikipunga South,Northland,5-11,445,154,8,NA,NA,35%,<5%,NA
106600,Kensington (Whangarei District),Northland,12+,"2,935","2,773","2,725","2,405","1,783",94%,93%,74%
106600,Kensington (Whangarei District),Northland,5-11,251,91,Masked,NA,NA,36%,<5%,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,178","1,091","1,076",922,682,93%,91%,74%
106700,Abbey Caves-Glenbervie,Northland,5-11,134,50,Masked,NA,NA,37%,<5%,NA
106800,Mairtown,Northland,12+,"2,219","2,056","2,032","1,782","1,371",93%,92%,77%
106800,Mairtown,Northland,5-11,207,90,8,NA,NA,43%,<5%,NA
106900,Maunu-Horahora,Northland,12+,"2,984","2,782","2,741","2,386","1,821",93%,92%,76%
106900,Maunu-Horahora,Northland,5-11,349,159,Masked,NA,NA,46%,<5%,NA
107000,Woodhill-Vinetown,Northland,12+,"2,501","2,306","2,262","1,960","1,362",92%,90%,69%
107000,Woodhill-Vinetown,Northland,5-11,238,92,Masked,NA,NA,39%,<5%,NA
107100,Whangarei Central,Northland,12+,965,916,895,783,535,95%,93%,68%
107100,Whangarei Central,Northland,5-11,60,18,Masked,NA,NA,30%,<5%,NA
107200,Riverside,Northland,12+,"1,929","1,729","1,704","1,485","1,070",90%,88%,72%
107200,Riverside,Northland,5-11,169,73,Masked,NA,NA,43%,<5%,NA
107300,Raumanga,Northland,12+,"2,707","2,393","2,284","1,755","1,031",88%,84%,59%
107300,Raumanga,Northland,5-11,459,105,Masked,NA,NA,23%,<5%,NA
107400,Tarewa,Northland,12+,"1,514","1,327","1,275",982,582,88%,84%,59%
107400,Tarewa,Northland,5-11,316,71,Masked,NA,NA,22%,<5%,NA
107500,Morningside (Whangarei District),Northland,12+,"1,923","1,771","1,720","1,450",927,92%,89%,64%
107500,Morningside (Whangarei District),Northland,5-11,215,82,Masked,NA,NA,38%,<5%,NA
107600,Ngunguru,Northland,12+,"1,070",969,957,836,644,91%,89%,77%
107600,Ngunguru,Northland,5-11,120,63,7,NA,NA,52%,6%,NA
107700,Otaika-Portland,Northland,12+,"1,176","1,028","1,002",849,591,87%,85%,70%
107700,Otaika-Portland,Northland,5-11,140,60,0,NA,NA,43%,<5%,NA
107800,Oakleigh-Mangapai,Northland,12+,"1,992","1,766","1,744","1,501","1,067",89%,88%,71%
107800,Oakleigh-Mangapai,Northland,5-11,223,91,Masked,NA,NA,41%,<5%,NA
107900,Port-Limeburners,Northland,12+,184,174,166,149,89,95%,90%,60%
108000,Pataua,Northland,12+,"1,477","1,279","1,254","1,070",743,87%,85%,69%
108000,Pataua,Northland,5-11,196,72,Masked,NA,NA,37%,<5%,NA
108100,Onerahi Park,Northland,12+,"1,413","1,332","1,311","1,171",889,94%,93%,76%
108100,Onerahi Park,Northland,5-11,188,96,7,NA,NA,51%,<5%,NA
108200,Sherwood Rise,Northland,12+,"2,015","1,866","1,819","1,528","1,057",93%,90%,69%
108200,Sherwood Rise,Northland,5-11,276,82,Masked,NA,NA,30%,<5%,NA
108300,Onerahi,Northland,12+,"2,092","1,843","1,797","1,475","1,076",88%,86%,73%
108300,Onerahi,Northland,5-11,247,75,Masked,NA,NA,30%,<5%,NA
108500,Parua Bay,Northland,12+,"2,252","2,107","2,086","1,842","1,475",94%,93%,80%
108500,Parua Bay,Northland,5-11,262,132,6,NA,NA,50%,<5%,NA
108600,Bream Bay,Northland,12+,"1,889","1,708","1,671","1,422",992,90%,88%,70%
108600,Bream Bay,Northland,5-11,233,84,Masked,NA,NA,36%,<5%,NA
108700,Marsden Bay,Northland,12+,"2,348",Masked,Masked,"1,989","1,580",>95%,>95%,79%
108700,Marsden Bay,Northland,5-11,250,99,Masked,NA,NA,40%,<5%,NA
108800,Ruakaka,Northland,12+,"2,370","2,229","2,191","1,884","1,359",94%,92%,72%
108800,Ruakaka,Northland,5-11,248,76,Masked,NA,NA,31%,<5%,NA
108900,Bream Head,Northland,12+,"1,217","1,129","1,116","1,019",791,93%,92%,78%
108900,Bream Head,Northland,5-11,122,65,0,NA,NA,53%,<5%,NA
109000,Waipu,Northland,12+,"2,798","2,471","2,442","2,212","1,693",88%,87%,77%
109000,Waipu,Northland,5-11,218,73,0,NA,NA,33%,<5%,NA
109100,Kaipara Coastal,Northland,12+,"3,228","2,660","2,585","2,204","1,371",82%,80%,62%
109100,Kaipara Coastal,Northland,5-11,333,92,Masked,NA,NA,28%,<5%,NA
109200,Maungaru,Northland,12+,"1,560","1,314","1,288","1,118",690,84%,83%,62%
109200,Maungaru,Northland,5-11,164,60,Masked,NA,NA,37%,<5%,NA
109300,Dargaville,Northland,12+,"4,329","3,737","3,604","3,045","2,050",86%,83%,67%
109300,Dargaville,Northland,5-11,446,124,Masked,NA,NA,28%,<5%,NA
109400,Ruawai-Matakohe,Northland,12+,"2,123","1,850","1,804","1,553","1,082",87%,85%,70%
109400,Ruawai-Matakohe,Northland,5-11,265,72,Masked,NA,NA,27%,<5%,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,554","1,276","1,241","1,077",751,82%,80%,70%
109500,Otamatea (Kaipara District),Northland,5-11,164,50,0,NA,NA,30%,<5%,NA
109600,Maungaturoto,Northland,12+,"1,053",958,925,788,533,91%,88%,68%
109600,Maungaturoto,Northland,5-11,144,52,0,NA,NA,36%,<5%,NA
109700,Kaiwaka,Northland,12+,"2,012","1,661","1,607","1,379",905,83%,80%,66%
109700,Kaiwaka,Northland,5-11,228,73,0,NA,NA,32%,<5%,NA
109800,Mangawhai Rural,Northland,12+,"2,255","1,856","1,820","1,668","1,129",82%,81%,68%
109800,Mangawhai Rural,Northland,5-11,244,86,Masked,NA,NA,35%,<5%,NA
109900,Mangawhai Heads,Northland,12+,"2,122","1,918","1,883","1,718","1,279",90%,89%,74%
109900,Mangawhai Heads,Northland,5-11,194,69,6,NA,NA,36%,<5%,NA
110100,Mangawhai,Northland,12+,958,880,869,791,585,92%,91%,74%
110100,Mangawhai,Northland,5-11,110,33,Masked,NA,NA,30%,<5%,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,310","1,142","1,121",981,617,87%,86%,63%
110200,Okahukura Peninsula,Waitemata,5-11,141,44,Masked,NA,NA,31%,<5%,NA
110400,Cape Rodney,Waitemata,12+,"3,172","2,786","2,729","2,432","1,673",88%,86%,69%
110400,Cape Rodney,Waitemata,5-11,322,134,12,NA,NA,42%,<5%,NA
110500,Wellsford,Waitemata,12+,"1,650","1,456","1,419","1,209",755,88%,86%,62%
110500,Wellsford,Waitemata,5-11,206,59,Masked,NA,NA,29%,<5%,NA
110700,South Head,Waitemata,12+,"2,242","2,007","1,977","1,720","1,175",90%,88%,68%
110700,South Head,Waitemata,5-11,254,106,7,NA,NA,42%,<5%,NA
110800,Kaipara Hills,Waitemata,12+,"1,724","1,501","1,478","1,261",767,87%,86%,61%
110800,Kaipara Hills,Waitemata,5-11,231,88,Masked,NA,NA,38%,<5%,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,402","1,267","1,246","1,095",810,90%,89%,74%
110900,Dome Valley-Matakana,Waitemata,5-11,171,106,8,NA,NA,62%,<5%,NA
111100,Warkworth West,Waitemata,12+,"2,289","2,172","2,143","1,893","1,448",95%,94%,76%
111100,Warkworth West,Waitemata,5-11,221,95,6,NA,NA,43%,<5%,NA
111200,Puhoi Valley,Waitemata,12+,"3,331","3,018","2,969","2,575","1,766",91%,89%,69%
111200,Puhoi Valley,Waitemata,5-11,318,134,9,NA,NA,42%,<5%,NA
111300,Warkworth East,Waitemata,12+,"3,110","2,947","2,919","2,607","1,921",95%,94%,74%
111300,Warkworth East,Waitemata,5-11,347,163,10,NA,NA,47%,<5%,NA
111400,Sandspit,Waitemata,12+,916,841,826,751,569,92%,90%,76%
111400,Sandspit,Waitemata,5-11,72,27,Masked,NA,NA,38%,<5%,NA
111500,Tawharanui Peninsula,Waitemata,12+,"1,911",Masked,Masked,"1,671","1,305",>95%,>95%,78%
111500,Tawharanui Peninsula,Waitemata,5-11,165,102,10,NA,NA,62%,6%,NA
111600,Te Kuru,Waitemata,12+,"2,093","1,957","1,932","1,674","1,124",94%,92%,67%
111600,Te Kuru,Waitemata,5-11,276,129,Masked,NA,NA,47%,<5%,NA
111700,Snells Beach,Waitemata,12+,"3,158","2,924","2,897","2,591","1,928",93%,92%,74%
111700,Snells Beach,Waitemata,5-11,325,161,7,NA,NA,50%,<5%,NA
111800,Barrier Islands,Auckland,12+,914,766,749,678,531,84%,82%,78%
111800,Barrier Islands,Auckland,5-11,82,22,0,NA,NA,27%,<5%,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,134","1,007",987,893,709,89%,87%,79%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,79,34,0,NA,NA,43%,<5%,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,574","1,424","1,411","1,240",863,90%,90%,70%
112100,Wainui-Waiwera,Waitemata,5-11,156,58,Masked,NA,NA,37%,<5%,NA
112200,Parakai,Waitemata,12+,892,811,794,657,451,91%,89%,69%
112200,Parakai,Waitemata,5-11,122,59,Masked,NA,NA,48%,<5%,NA
112300,Helensville Rural,Waitemata,12+,"1,395","1,284","1,271","1,113",776,92%,91%,70%
112300,Helensville Rural,Waitemata,5-11,143,59,Masked,NA,NA,41%,<5%,NA
112400,Helensville,Waitemata,12+,"2,395","2,238","2,189","1,902","1,296",93%,91%,68%
112400,Helensville,Waitemata,5-11,325,162,11,NA,NA,50%,<5%,NA
112500,Waitoki,Waitemata,12+,"1,412","1,304","1,289","1,139",760,92%,91%,67%
112500,Waitoki,Waitemata,5-11,171,75,Masked,NA,NA,44%,<5%,NA
112600,Waikoukou Valley,Waitemata,12+,"1,460","1,357","1,341","1,128",759,93%,92%,67%
112600,Waikoukou Valley,Waitemata,5-11,172,64,Masked,NA,NA,37%,<5%,NA
112700,Orewa North,Waitemata,12+,"4,380",Masked,"4,152","3,757","3,021",>95%,95%,80%
112700,Orewa North,Waitemata,5-11,402,222,16,NA,NA,55%,<5%,NA
112800,Hatfields Beach,Waitemata,12+,"1,320","1,241","1,232","1,097",781,94%,93%,71%
112800,Hatfields Beach,Waitemata,5-11,140,79,Masked,NA,NA,56%,<5%,NA
112900,Orewa South,Waitemata,12+,"3,509",Masked,Masked,"3,059","2,494",>95%,>95%,82%
112900,Orewa South,Waitemata,5-11,250,151,7,NA,NA,60%,<5%,NA
113000,Orewa Central,Waitemata,12+,"2,991","2,813","2,791","2,578","2,072",94%,93%,80%
113000,Orewa Central,Waitemata,5-11,184,100,6,NA,NA,54%,<5%,NA
113100,Millwater North,Waitemata,12+,"3,036",Masked,"2,865","2,527","1,885",>95%,94%,75%
113100,Millwater North,Waitemata,5-11,571,354,14,NA,NA,62%,<5%,NA
113200,Waipatukahu,Waitemata,12+,"1,182","1,086","1,075",925,631,92%,91%,68%
113200,Waipatukahu,Waitemata,5-11,134,77,Masked,NA,NA,57%,<5%,NA
113300,Millwater South,Waitemata,12+,"3,083",Masked,Masked,"2,602","1,777",>95%,>95%,68%
113300,Millwater South,Waitemata,5-11,623,407,13,NA,NA,65%,<5%,NA
113400,Dairy Flat North,Waitemata,12+,"2,173","2,062","2,035","1,784","1,121",95%,94%,63%
113400,Dairy Flat North,Waitemata,5-11,242,128,Masked,NA,NA,53%,<5%,NA
113500,Dairy Flat West,Waitemata,12+,"1,278","1,181","1,176","1,027",688,92%,92%,67%
113500,Dairy Flat West,Waitemata,5-11,125,58,Masked,NA,NA,46%,<5%,NA
113600,Kingsway,Waitemata,12+,"2,013","1,910","1,883","1,594","1,114",95%,94%,70%
113600,Kingsway,Waitemata,5-11,285,157,9,NA,NA,55%,<5%,NA
113800,Silverdale Central (Auckland),Waitemata,12+,460,Masked,Masked,384,252,>95%,>95%,66%
113800,Silverdale Central (Auckland),Waitemata,5-11,51,28,Masked,NA,NA,55%,<5%,NA
113900,Red Beach West,Waitemata,12+,"2,534","2,345","2,315","2,074","1,667",93%,91%,80%
113900,Red Beach West,Waitemata,5-11,214,105,6,NA,NA,49%,<5%,NA
114000,Red Beach East,Waitemata,12+,"3,463",Masked,Masked,"2,916","2,168",>95%,>95%,74%
114000,Red Beach East,Waitemata,5-11,370,192,Masked,NA,NA,52%,<5%,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,721","1,596","1,574","1,381",927,93%,91%,67%
114100,Silverdale South (Auckland),Waitemata,5-11,188,98,Masked,NA,NA,52%,<5%,NA
114200,Waimauku,Waitemata,12+,"1,160",Masked,"1,097",958,696,>95%,95%,73%
114200,Waimauku,Waitemata,5-11,132,76,7,NA,NA,58%,5%,NA
114400,Vipond,Waitemata,12+,"2,495","2,355","2,342","2,113","1,520",94%,94%,72%
114400,Vipond,Waitemata,5-11,308,159,11,NA,NA,52%,<5%,NA
114500,Muriwai,Waitemata,12+,950,876,861,767,558,92%,91%,73%
114500,Muriwai,Waitemata,5-11,124,82,Masked,NA,NA,66%,<5%,NA
114600,Stanmore Bay West,Waitemata,12+,"2,228","2,093","2,066","1,806","1,233",94%,93%,68%
114600,Stanmore Bay West,Waitemata,5-11,333,170,10,NA,NA,51%,<5%,NA
114700,Kumeu Rural West,Waitemata,12+,"1,501","1,421","1,398","1,236",868,95%,93%,70%
114700,Kumeu Rural West,Waitemata,5-11,116,51,Masked,NA,NA,44%,<5%,NA
114800,Okura Bush,Waitemata,12+,"1,216","1,112","1,095",991,668,91%,90%,67%
114800,Okura Bush,Waitemata,5-11,140,86,6,NA,NA,61%,<5%,NA
114900,Whangaparoa Central,Waitemata,12+,"3,722","3,526","3,492","3,058","2,192",95%,94%,72%
114900,Whangaparoa Central,Waitemata,5-11,415,231,9,NA,NA,56%,<5%,NA
115000,Kumeu-Huapai,Waitemata,12+,"4,002",Masked,Masked,"3,478","2,528",>95%,>95%,73%
115000,Kumeu-Huapai,Waitemata,5-11,550,441,44,NA,NA,80%,8%,NA
115100,Stanmore Bay East,Waitemata,12+,"2,370","2,191","2,155","1,883","1,329",92%,91%,71%
115100,Stanmore Bay East,Waitemata,5-11,274,137,8,NA,NA,50%,<5%,NA
115200,Manly West,Waitemata,12+,"2,063","1,925","1,904","1,689","1,220",93%,92%,72%
115200,Manly West,Waitemata,5-11,229,121,9,NA,NA,53%,<5%,NA
115300,Muriwai Valley-Bethells Beach,Waitemata,12+,931,845,832,731,516,91%,89%,71%
115300,Muriwai Valley-Bethells Beach,Waitemata,5-11,122,73,8,NA,NA,60%,7%,NA
115400,Tindalls-Matakatia,Waitemata,12+,"1,777","1,651","1,638","1,465","1,073",93%,92%,73%
115400,Tindalls-Matakatia,Waitemata,5-11,151,85,0,NA,NA,56%,<5%,NA
115500,Coatesville,Waitemata,12+,"2,021","1,890","1,870","1,610","1,187",94%,93%,74%
115500,Coatesville,Waitemata,5-11,221,106,10,NA,NA,48%,<5%,NA
115600,Dairy Flat South,Waitemata,12+,"1,460","1,373","1,356","1,189",846,94%,93%,71%
115600,Dairy Flat South,Waitemata,5-11,134,61,7,NA,NA,46%,5%,NA
115700,Gulf Harbour North,Waitemata,12+,"2,490",Masked,Masked,"2,074","1,499",>95%,>95%,72%
115700,Gulf Harbour North,Waitemata,5-11,312,193,7,NA,NA,62%,<5%,NA
115800,Manly East,Waitemata,12+,"3,165","2,906","2,882","2,583","1,924",92%,91%,74%
115800,Manly East,Waitemata,5-11,330,197,7,NA,NA,60%,<5%,NA
115900,Riverhead,Waitemata,12+,"2,548",Masked,Masked,"2,161","1,626",>95%,>95%,75%
115900,Riverhead,Waitemata,5-11,418,323,46,NA,NA,77%,11%,NA
116000,Army Bay,Waitemata,12+,"1,330","1,261","1,242","1,106",857,95%,93%,77%
116000,Army Bay,Waitemata,5-11,167,96,Masked,NA,NA,57%,<5%,NA
116100,Kumeu Rural East,Waitemata,12+,"2,268","2,078","2,060","1,843","1,264",92%,91%,69%
116100,Kumeu Rural East,Waitemata,5-11,214,120,15,NA,NA,56%,7%,NA
116200,Gulf Harbour South,Waitemata,12+,"2,552","2,400","2,386","2,147","1,612",94%,93%,75%
116200,Gulf Harbour South,Waitemata,5-11,267,166,7,NA,NA,62%,<5%,NA
116300,Paremoremo West,Waitemata,12+,818,764,754,661,468,93%,92%,71%
116300,Paremoremo West,Waitemata,5-11,92,40,Masked,NA,NA,43%,<5%,NA
116400,Taupaki,Waitemata,12+,"1,534","1,405","1,387","1,224",854,92%,90%,70%
116400,Taupaki,Waitemata,5-11,143,68,Masked,NA,NA,48%,<5%,NA
116500,Long Bay,Waitemata,12+,"2,028",Masked,Masked,"1,784","1,243",>95%,>95%,70%
116500,Long Bay,Waitemata,5-11,300,220,14,NA,NA,73%,<5%,NA
116600,Paremoremo East,Waitemata,12+,"1,794","1,699","1,675","1,444","1,000",95%,93%,69%
116600,Paremoremo East,Waitemata,5-11,204,101,11,NA,NA,50%,5%,NA
