Date,Cumulative vaccinations planned,Cumulative vaccinations administered,Cumulative stock received,Original cumulative vaccinations model
2021-02-21,0,168,65520,NA
2021-02-28,4491,6712,141570,NA
2021-03-07,14420,15617,207090,NA
2021-03-14,21715,23161,271440,NA
2021-03-21,35595,36606,325260,NA
2021-03-28,56290,56348,396630,NA
2021-04-04,84595,84934,450450,NA
2021-04-11,117992,121494,528840,NA
2021-04-18,164107,171224,607230,NA
2021-04-25,216158,226786,685620,NA
2021-05-02,273749,284951,685620,NA
2021-05-09,338813,366649,746460,NA
2021-05-16,414824,451413,807300,NA
2021-05-23,493606,535557,868140,NA
2021-05-30,581932,637668,928980,NA
2021-06-06,680290,751466,1055790,NA
2021-06-13,793013,854312,1103760,NA
2021-06-20,909422,982621,1252900,NA
2021-06-27,1033848,1115749,1302040,NA
2021-07-04,1161952,1238201,1351180,1161952
2021-07-11,1289999,1367721,1502110,1369338
2021-07-18,1425371,1503719,1682290,1576724
2021-07-25,1633071,1693036,2032290,1750577
2021-08-01,1887555,1947856,2411370,2063064
2021-08-08,2164231,2213126,2769390,2375551
2021-08-15,2451622,2513402,3157830,2654505
2021-08-22,2754616,2798002,3602430,2932955
2021-08-29,3056599,3351025,3985020,3226921
2021-09-05,NA,3904269,4630860,3520887
2021-09-12,NA,4336585,5228730,3814853
2021-09-19,NA,4721629,5729490,4348809
2021-09-26,NA,5054681,6150690,4882765
2021-10-03,NA,5354122,6577740,5416721
2021-10-10,NA,5839500,6800430,5950677
2021-10-17,NA,6351790,7101120,6484633
2021-10-24,NA,6629939,7801560,7018589
2021-10-31,NA,6875006,9396270,7552545
2021-11-07,NA,7063864,9396270,7707286
2021-11-14,NA,7220831,9648990,7862027
2021-11-21,NA,7362343,9956142,8016768
2021-11-28,NA,7499965,10096110,8016768
2021-12-05,NA,7742692,10252170,8016768
2021-12-12,NA,7882373,10292490,8016768
2021-12-19,NA,8008757,10818990,NA
2021-12-26,NA,8111311,10978290,NA
2022-01-02,NA,8190145,10978290,NA
2022-01-09,NA,8389381,11622690,NA
2022-01-16,NA,8674338,11806440,NA
2022-01-23,NA,9021745,12144690,NA
2022-01-30,NA,9430602,12334290,NA
2022-02-06,NA,9769276,12475890,NA
2022-02-13,NA,10114528,12713490,NA
2022-02-20,NA,10400884,12905430,NA
2022-02-27,NA,10602994,13379940,NA
2022-03-06,NA,10734687,14264340,NA
2022-03-13,NA,10804932,15480340,NA
