SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
Unknown,Unknown,Unknown,12+,"46,191",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
Unknown,Unknown,Unknown,5-11,"5,023",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100100,North Cape,Northland,12+,"1,659",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100100,North Cape,Northland,5-11,176,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100200,Rangaunu Harbour,Northland,12+,"2,040",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100200,Rangaunu Harbour,Northland,5-11,258,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100400,Karikari Peninsula,Northland,12+,"1,400",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100400,Karikari Peninsula,Northland,5-11,130,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100500,Tangonge,Northland,12+,"1,041",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100500,Tangonge,Northland,5-11,123,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100600,Ahipara,Northland,12+,"1,090",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100600,Ahipara,Northland,5-11,142,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100700,Kaitaia East,Northland,12+,"2,027",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100700,Kaitaia East,Northland,5-11,346,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100800,Kaitaia West,Northland,12+,"2,993",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100800,Kaitaia West,Northland,5-11,441,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100900,Rangitihi,Northland,12+,855,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
100900,Rangitihi,Northland,5-11,89,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
101000,Oruru-Parapara,Northland,12+,842,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
101000,Oruru-Parapara,Northland,5-11,103,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
