SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
180800,Silverdale (Hamilton City),Waikato,Maori,5-11,41,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
180800,Silverdale (Hamilton City),Waikato,Pacific Peoples,12+,85,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
180900,Glenview,Waikato,Maori,12+,434,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
180900,Glenview,Waikato,Maori,5-11,91,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
180900,Glenview,Waikato,Pacific Peoples,12+,65,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181000,Resthill,Waikato,Maori,12+,403,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181000,Resthill,Waikato,Maori,5-11,63,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181000,Resthill,Waikato,Pacific Peoples,12+,95,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181100,Fitzroy ,Waikato,Maori,12+,445,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181100,Fitzroy ,Waikato,Maori,5-11,99,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181100,Fitzroy ,Waikato,Pacific Peoples,12+,155,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181200,Riverlea,Waikato,Maori,12+,231,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181200,Riverlea,Waikato,Maori,5-11,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181300,Peacockes,Waikato,Maori,12+,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181400,Te Pahu,Waikato,Maori,12+,85,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181500,Ngahinapouri,Waikato,Maori,12+,118,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181500,Ngahinapouri,Waikato,Maori,5-11,41,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181600,Lake Cameron,Waikato,Maori,12+,95,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181600,Lake Cameron,Waikato,Pacific Peoples,12+,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181700,Lake Ngaroto,Waikato,Maori,12+,72,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181800,Kaipaki,Waikato,Maori,12+,93,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
181900,Pirongia,Waikato,Maori,12+,92,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182000,Hautapu Rural,Waikato,Maori,12+,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182100,Pokuru,Waikato,Maori,12+,117,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182200,Te Rahu,Waikato,Maori,12+,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182300,Fencourt,Waikato,Maori,12+,40,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182500,Karapiro,Waikato,Maori,12+,115,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182600,Cambridge North,Waikato,Maori,12+,111,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182700,Cambridge West,Waikato,Maori,12+,147,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182800,Cambridge East,Waikato,Maori,12+,208,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182800,Cambridge East,Waikato,Maori,5-11,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
182900,Cambridge Park-River Garden,Waikato,Maori,12+,66,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183000,Oaklands-St Kilda,Waikato,Maori,12+,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183100,Pukerimu,Waikato,Maori,12+,41,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183200,Cambridge Central,Waikato,Maori,12+,59,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183300,Te Awamutu North,Waikato,Maori,12+,146,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183400,Te Awamutu West,Waikato,Maori,12+,245,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183400,Te Awamutu West,Waikato,Maori,5-11,43,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183500,Leamington West,Waikato,Maori,12+,124,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183600,Goodfellow Park,Waikato,Maori,12+,302,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183600,Goodfellow Park,Waikato,Maori,5-11,60,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183700,Leamington South,Waikato,Maori,12+,141,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183800,Leamington Central,Waikato,Maori,12+,287,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183800,Leamington Central,Waikato,Maori,5-11,59,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
183900,Leamington East,Waikato,Maori,12+,128,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184000,Te Awamutu Stadium,Waikato,Maori,12+,237,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184000,Te Awamutu Stadium,Waikato,Maori,5-11,59,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184100,Te Awamutu Central,Waikato,Maori,12+,81,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184200,Pekerau,Waikato,Maori,12+,458,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184200,Pekerau,Waikato,Maori,5-11,90,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184300,Fraser Street,Waikato,Maori,12+,200,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184400,Sherwin Park,Waikato,Maori,12+,375,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184400,Sherwin Park,Waikato,Maori,5-11,80,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184500,St Leger,Waikato,Maori,12+,51,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184600,Rotoorangi,Waikato,Maori,12+,137,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184700,Tokanui,Waikato,Maori,12+,180,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184800,Kihikihi Central,Waikato,Maori,12+,601,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184800,Kihikihi Central,Waikato,Maori,5-11,130,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184800,Kihikihi Central,Waikato,Pacific Peoples,12+,40,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
184900,Maungatautari,Waikato,Maori,12+,85,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185000,Rotongata,Waikato,Maori,12+,117,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185200,Pirongia Forest,Waikato,Maori,12+,369,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185200,Pirongia Forest,Waikato,Maori,5-11,58,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185300,Honikiwi,Waikato,Maori,12+,236,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185300,Honikiwi,Waikato,Maori,5-11,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185400,Te Kawa,Waikato,Maori,12+,114,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185500,Otorohanga,Waikato,Maori,12+,"1,037",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185500,Otorohanga,Waikato,Maori,5-11,170,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185500,Otorohanga,Waikato,Pacific Peoples,12+,55,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185600,Maihiihi,Waikato,Maori,12+,233,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185600,Maihiihi,Waikato,Maori,5-11,58,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185700,Puniu,Waikato,Maori,12+,106,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185800,Tirau,Waikato,Maori,12+,314,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185800,Tirau,Waikato,Maori,5-11,86,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185900,Putararu Rural,Waikato,Maori,12+,304,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
185900,Putararu Rural,Waikato,Maori,5-11,64,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186000,Putararu,Waikato,Maori,12+,"1,188",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186000,Putararu,Waikato,Maori,5-11,237,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186000,Putararu,Waikato,Pacific Peoples,12+,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186100,Kinleith,Waikato,Maori,12+,221,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186100,Kinleith,Waikato,Maori,5-11,72,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186200,Paraonui,Waikato,Maori,12+,472,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186200,Paraonui,Waikato,Maori,5-11,91,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186200,Paraonui,Waikato,Pacific Peoples,12+,132,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186300,Parkdale,Waikato,Maori,12+,280,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186300,Parkdale,Waikato,Maori,5-11,53,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186300,Parkdale,Waikato,Pacific Peoples,12+,52,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186400,Matarawa,Waikato,Maori,12+,782,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186400,Matarawa,Waikato,Maori,5-11,148,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186400,Matarawa,Waikato,Pacific Peoples,12+,212,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186500,Stanley Park,Waikato,Maori,12+,831,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186500,Stanley Park,Waikato,Maori,5-11,172,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186500,Stanley Park,Waikato,Pacific Peoples,12+,259,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186500,Stanley Park,Waikato,Pacific Peoples,5-11,43,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186600,Strathmore (South Waikato District),Waikato,Maori,12+,940,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186600,Strathmore (South Waikato District),Waikato,Maori,5-11,178,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186600,Strathmore (South Waikato District),Waikato,Pacific Peoples,12+,347,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186600,Strathmore (South Waikato District),Waikato,Pacific Peoples,5-11,44,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186700,Tokoroa Central,Waikato,Maori,12+,373,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186700,Tokoroa Central,Waikato,Maori,5-11,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186700,Tokoroa Central,Waikato,Pacific Peoples,12+,122,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186800,Moananui,Waikato,Maori,12+,"1,006",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186800,Moananui,Waikato,Maori,5-11,238,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186800,Moananui,Waikato,Pacific Peoples,12+,346,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
186800,Moananui,Waikato,Pacific Peoples,5-11,49,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187000,Herangi,Waikato,Maori,12+,299,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187000,Herangi,Waikato,Maori,5-11,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187100,Hangatiki,Waikato,Maori,12+,372,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187200,Aria,Waikato,Maori,12+,389,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187200,Aria,Waikato,Maori,5-11,66,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187300,Te Kuiti West,Waikato,Maori,12+,966,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187300,Te Kuiti West,Waikato,Maori,5-11,155,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187300,Te Kuiti West,Waikato,Pacific Peoples,12+,78,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187400,Te Kuiti East,Waikato,Maori,12+,982,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187400,Te Kuiti East,Waikato,Maori,5-11,158,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187400,Te Kuiti East,Waikato,Pacific Peoples,12+,78,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187500,Waipa Valley,Waikato,Maori,12+,290,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187700,Marotiri,Lakes,Maori,12+,646,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187700,Marotiri,Lakes,Maori,5-11,132,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187800,Ohakuri,Lakes,Maori,12+,297,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187800,Ohakuri,Lakes,Maori,5-11,69,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187900,Lake Taupo Bays,Lakes,Maori,12+,544,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
187900,Lake Taupo Bays,Lakes,Maori,5-11,87,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188000,Mapara,Lakes,Maori,12+,135,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188200,Wairakei-Broadlands,Lakes,Maori,12+,300,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188200,Wairakei-Broadlands,Lakes,Maori,5-11,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188300,Acacia Bay,Lakes,Maori,12+,127,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188400,Brentwood (Taupo District),Lakes,Maori,12+,235,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188400,Brentwood (Taupo District),Lakes,Maori,5-11,52,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188500,Nukuhau-Rangatira Park,Lakes,Maori,12+,429,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188500,Nukuhau-Rangatira Park,Lakes,Maori,5-11,74,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188500,Nukuhau-Rangatira Park,Lakes,Pacific Peoples,12+,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188600,Taupo Central West,Lakes,Maori,12+,70,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188700,Tauhara,Lakes,Maori,12+,585,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188700,Tauhara,Lakes,Maori,5-11,123,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188700,Tauhara,Lakes,Pacific Peoples,12+,63,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188800,Taupo Central East,Lakes,Maori,12+,699,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188800,Taupo Central East,Lakes,Maori,5-11,117,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188800,Taupo Central East,Lakes,Pacific Peoples,12+,87,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188900,Mountview,Lakes,Maori,12+,694,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188900,Mountview,Lakes,Maori,5-11,128,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
188900,Mountview,Lakes,Pacific Peoples,12+,74,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189000,Bird Area,Lakes,Maori,12+,278,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189000,Bird Area,Lakes,Maori,5-11,51,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189100,Hilltop (Taupo District),Lakes,Maori,12+,476,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189100,Hilltop (Taupo District),Lakes,Maori,5-11,88,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189100,Hilltop (Taupo District),Lakes,Pacific Peoples,12+,60,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189200,Waipahihi,Lakes,Maori,12+,235,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189200,Waipahihi,Lakes,Maori,5-11,48,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189300,Richmond Heights,Lakes,Maori,12+,445,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189300,Richmond Heights,Lakes,Maori,5-11,99,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189300,Richmond Heights,Lakes,Pacific Peoples,12+,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189400,Wharewaka,Lakes,Maori,12+,101,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189600,Waitahanui,Lakes,Maori,12+,336,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189600,Waitahanui,Lakes,Maori,5-11,51,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189700,Turangi,Lakes,Maori,12+,"1,854",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189700,Turangi,Lakes,Maori,5-11,361,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
189700,Turangi,Lakes,Pacific Peoples,12+,50,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190100,Waiau,Bay of Plenty,Maori,12+,83,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190200,Waihi Beach-Bowentown,Bay of Plenty,Maori,12+,237,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190200,Waihi Beach-Bowentown,Bay of Plenty,Maori,5-11,48,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190300,Tahawai,Bay of Plenty,Maori,12+,165,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190400,Athenree,Bay of Plenty,Maori,12+,90,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190500,Aongatete,Bay of Plenty,Maori,12+,312,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190500,Aongatete,Bay of Plenty,Maori,5-11,54,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190500,Aongatete,Bay of Plenty,Pacific Peoples,12+,214,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190600,Katikati,Bay of Plenty,Maori,12+,464,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190600,Katikati,Bay of Plenty,Maori,5-11,115,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190600,Katikati,Bay of Plenty,Pacific Peoples,12+,197,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190800,Matakana Island,Bay of Plenty,Maori,12+,152,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190900,Pahoia,Bay of Plenty,Maori,12+,254,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
190900,Pahoia,Bay of Plenty,Maori,5-11,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191000,Omokoroa,Bay of Plenty,Maori,12+,231,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191000,Omokoroa,Bay of Plenty,Maori,5-11,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191100,Omokoroa Rural,Bay of Plenty,Maori,12+,141,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191200,Te Puna,Bay of Plenty,Maori,12+,631,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191200,Te Puna,Bay of Plenty,Maori,5-11,93,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191200,Te Puna,Bay of Plenty,Pacific Peoples,12+,43,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191300,Minden,Bay of Plenty,Maori,12+,202,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191400,Kaimai,Bay of Plenty,Maori,12+,221,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191400,Kaimai,Bay of Plenty,Maori,5-11,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191500,Kopurererua,Bay of Plenty,Maori,12+,97,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Maori,12+,275,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Maori,5-11,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191700,Waiorohi,Bay of Plenty,Maori,12+,307,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191700,Waiorohi,Bay of Plenty,Maori,5-11,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191800,Otawa,Bay of Plenty,Maori,12+,226,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191800,Otawa,Bay of Plenty,Maori,5-11,44,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191800,Otawa,Bay of Plenty,Pacific Peoples,12+,154,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191900,Te Puke West,Bay of Plenty,Maori,12+,948,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191900,Te Puke West,Bay of Plenty,Maori,5-11,193,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
191900,Te Puke West,Bay of Plenty,Pacific Peoples,12+,137,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192000,Rangiuru,Bay of Plenty,Maori,12+,723,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192000,Rangiuru,Bay of Plenty,Maori,5-11,118,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192000,Rangiuru,Bay of Plenty,Pacific Peoples,12+,381,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192100,Te Puke East,Bay of Plenty,Maori,12+,"1,008",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192100,Te Puke East,Bay of Plenty,Maori,5-11,164,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192100,Te Puke East,Bay of Plenty,Pacific Peoples,12+,155,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192300,Maketu,Bay of Plenty,Maori,12+,726,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192300,Maketu,Bay of Plenty,Maori,5-11,86,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192300,Maketu,Bay of Plenty,Pacific Peoples,12+,41,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192400,Pukehina Beach,Bay of Plenty,Maori,12+,141,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192500,Pongakawa,Bay of Plenty,Maori,12+,614,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192500,Pongakawa,Bay of Plenty,Maori,5-11,126,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192500,Pongakawa,Bay of Plenty,Pacific Peoples,12+,88,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192600,Matua North,Bay of Plenty,Maori,12+,145,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192800,Mount Maunganui North,Bay of Plenty,Maori,12+,339,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192800,Mount Maunganui North,Bay of Plenty,Pacific Peoples,12+,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
192900,Matua South,Bay of Plenty,Maori,12+,210,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193000,Bethlehem North,Bay of Plenty,Maori,12+,439,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193000,Bethlehem North,Bay of Plenty,Maori,5-11,81,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193100,Bellevue,Bay of Plenty,Maori,12+,531,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193100,Bellevue,Bay of Plenty,Maori,5-11,127,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193100,Bellevue,Bay of Plenty,Pacific Peoples,12+,73,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193200,Otumoetai North,Bay of Plenty,Maori,12+,353,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193200,Otumoetai North,Bay of Plenty,Maori,5-11,62,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193200,Otumoetai North,Bay of Plenty,Pacific Peoples,12+,64,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193300,Otumoetai South,Bay of Plenty,Maori,12+,313,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193300,Otumoetai South,Bay of Plenty,Maori,5-11,72,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193400,Brookfield West,Bay of Plenty,Maori,12+,446,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193400,Brookfield West,Bay of Plenty,Maori,5-11,95,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193400,Brookfield West,Bay of Plenty,Pacific Peoples,12+,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193500,Bethlehem Central,Bay of Plenty,Maori,12+,158,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193600,Brookfield East,Bay of Plenty,Maori,12+,420,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193600,Brookfield East,Bay of Plenty,Maori,5-11,83,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193600,Brookfield East,Bay of Plenty,Pacific Peoples,12+,53,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193700,Mount Maunganui South,Bay of Plenty,Maori,12+,226,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193700,Mount Maunganui South,Bay of Plenty,Maori,5-11,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193800,Tauranga Central,Bay of Plenty,Maori,12+,311,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193800,Tauranga Central,Bay of Plenty,Pacific Peoples,12+,44,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
193900,Mount Maunganui Central,Bay of Plenty,Maori,12+,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194000,Judea,Bay of Plenty,Maori,12+,457,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194000,Judea,Bay of Plenty,Maori,5-11,78,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194000,Judea,Bay of Plenty,Pacific Peoples,12+,72,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194100,Te Reti,Bay of Plenty,Maori,12+,367,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194100,Te Reti,Bay of Plenty,Maori,5-11,67,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194100,Te Reti,Bay of Plenty,Pacific Peoples,12+,43,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194200,Bethlehem South,Bay of Plenty,Maori,12+,83,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194300,Omanu Beach,Bay of Plenty,Maori,12+,252,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194300,Omanu Beach,Bay of Plenty,Maori,5-11,58,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194400,Tauranga Hospital,Bay of Plenty,Maori,12+,433,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
194400,Tauranga Hospital,Bay of Plenty,Maori,5-11,92,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
