SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
151900,Otahuhu South,Auckland,Pacific Peoples,5-11,257,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152000,Howick Central,Counties Manukau,Maori,12+,162,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152000,Howick Central,Counties Manukau,Pacific Peoples,12+,143,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152100,Massey Road North,Counties Manukau,Maori,12+,416,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152100,Massey Road North,Counties Manukau,Maori,5-11,81,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152100,Massey Road North,Counties Manukau,Pacific Peoples,12+,"1,627",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152100,Massey Road North,Counties Manukau,Pacific Peoples,5-11,265,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152200,Botany Downs West,Counties Manukau,Maori,12+,106,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152200,Botany Downs West,Counties Manukau,Pacific Peoples,12+,125,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152400,Howick East,Counties Manukau,Maori,12+,164,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152400,Howick East,Counties Manukau,Pacific Peoples,12+,105,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152500,Burswood,Counties Manukau,Maori,12+,78,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152500,Burswood,Counties Manukau,Pacific Peoples,12+,101,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152600,Massey Road South,Counties Manukau,Maori,12+,233,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152600,Massey Road South,Counties Manukau,Maori,5-11,52,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152600,Massey Road South,Counties Manukau,Pacific Peoples,12+,"1,059",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152600,Massey Road South,Counties Manukau,Pacific Peoples,5-11,163,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152800,Mangere South East,Counties Manukau,Maori,12+,367,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152800,Mangere South East,Counties Manukau,Maori,5-11,61,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152800,Mangere South East,Counties Manukau,Pacific Peoples,12+,"1,924",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152800,Mangere South East,Counties Manukau,Pacific Peoples,5-11,249,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152900,Botany Downs East,Counties Manukau,Maori,12+,72,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
152900,Botany Downs East,Counties Manukau,Pacific Peoples,12+,86,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153000,Grange,Counties Manukau,Maori,12+,274,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153000,Grange,Counties Manukau,Maori,5-11,50,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153000,Grange,Counties Manukau,Pacific Peoples,12+,"1,238",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153000,Grange,Counties Manukau,Pacific Peoples,5-11,211,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153100,Golflands,Counties Manukau,Maori,12+,72,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153100,Golflands,Counties Manukau,Pacific Peoples,12+,70,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153200,Aorere North,Counties Manukau,Maori,12+,192,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153200,Aorere North,Counties Manukau,Pacific Peoples,12+,819,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153200,Aorere North,Counties Manukau,Pacific Peoples,5-11,109,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153300,Mangere East,Counties Manukau,Maori,12+,393,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153300,Mangere East,Counties Manukau,Maori,5-11,70,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153300,Mangere East,Counties Manukau,Pacific Peoples,12+,"1,679",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153300,Mangere East,Counties Manukau,Pacific Peoples,5-11,248,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153400,Cockle Bay,Counties Manukau,Maori,12+,152,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153400,Cockle Bay,Counties Manukau,Pacific Peoples,12+,76,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153500,Otara West,Counties Manukau,Maori,12+,624,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153500,Otara West,Counties Manukau,Maori,5-11,151,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153500,Otara West,Counties Manukau,Pacific Peoples,12+,"2,009",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153500,Otara West,Counties Manukau,Pacific Peoples,5-11,360,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153600,Aorere Central,Counties Manukau,Maori,12+,267,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153600,Aorere Central,Counties Manukau,Maori,5-11,59,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153600,Aorere Central,Counties Manukau,Pacific Peoples,12+,"1,057",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153600,Aorere Central,Counties Manukau,Pacific Peoples,5-11,135,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153700,Northpark North,Counties Manukau,Maori,12+,68,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153700,Northpark North,Counties Manukau,Pacific Peoples,12+,78,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153800,Somerville,Counties Manukau,Maori,12+,96,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153800,Somerville,Counties Manukau,Pacific Peoples,12+,98,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153900,Northpark South,Counties Manukau,Maori,12+,40,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
153900,Northpark South,Counties Manukau,Pacific Peoples,12+,74,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154000,Papatoetoe North,Counties Manukau,Maori,12+,470,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154000,Papatoetoe North,Counties Manukau,Maori,5-11,87,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,12+,"1,499",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,5-11,233,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154100,Dingwall,Counties Manukau,Maori,12+,287,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154100,Dingwall,Counties Manukau,Maori,5-11,49,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154100,Dingwall,Counties Manukau,Pacific Peoples,12+,812,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154100,Dingwall,Counties Manukau,Pacific Peoples,5-11,123,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154200,Aorere South,Counties Manukau,Maori,12+,572,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154200,Aorere South,Counties Manukau,Maori,5-11,122,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154200,Aorere South,Counties Manukau,Pacific Peoples,12+,"1,978",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154200,Aorere South,Counties Manukau,Pacific Peoples,5-11,262,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154300,Shelly Park,Counties Manukau,Maori,12+,89,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154300,Shelly Park,Counties Manukau,Pacific Peoples,12+,54,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154400,Otara Central,Counties Manukau,Maori,12+,470,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154400,Otara Central,Counties Manukau,Maori,5-11,83,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154400,Otara Central,Counties Manukau,Pacific Peoples,12+,"1,725",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154400,Otara Central,Counties Manukau,Pacific Peoples,5-11,263,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154500,Huntington Park,Counties Manukau,Maori,12+,76,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154500,Huntington Park,Counties Manukau,Pacific Peoples,12+,107,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154700,Botany North,Counties Manukau,Maori,12+,60,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154700,Botany North,Counties Manukau,Pacific Peoples,12+,77,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154800,Papatoetoe West,Counties Manukau,Maori,12+,486,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154800,Papatoetoe West,Counties Manukau,Maori,5-11,90,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,12+,"1,722",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,5-11,242,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154900,Papatoetoe Central,Counties Manukau,Maori,12+,447,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154900,Papatoetoe Central,Counties Manukau,Maori,5-11,61,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,12+,"1,298",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,5-11,142,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155000,Sunkist Bay,Counties Manukau,Maori,12+,196,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,12+,64,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155100,Otara East,Counties Manukau,Maori,12+,619,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155100,Otara East,Counties Manukau,Maori,5-11,128,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155100,Otara East,Counties Manukau,Pacific Peoples,12+,"2,396",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155100,Otara East,Counties Manukau,Pacific Peoples,5-11,421,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155200,Redcastle,Counties Manukau,Maori,12+,113,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155200,Redcastle,Counties Manukau,Pacific Peoples,12+,215,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155300,Botany East,Counties Manukau,Maori,12+,52,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155300,Botany East,Counties Manukau,Pacific Peoples,12+,76,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155400,Botany South,Counties Manukau,Maori,12+,100,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155400,Botany South,Counties Manukau,Pacific Peoples,12+,109,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155500,Manukau Central,Counties Manukau,Maori,12+,226,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155500,Manukau Central,Counties Manukau,Pacific Peoples,12+,300,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155600,Papatoetoe East,Counties Manukau,Maori,12+,456,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155600,Papatoetoe East,Counties Manukau,Maori,5-11,66,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,12+,"1,453",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,5-11,210,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155700,Otara South,Counties Manukau,Maori,12+,545,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155700,Otara South,Counties Manukau,Maori,5-11,124,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155700,Otara South,Counties Manukau,Pacific Peoples,12+,"2,467",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155700,Otara South,Counties Manukau,Pacific Peoples,5-11,415,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155800,Ferguson,Counties Manukau,Maori,12+,755,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155800,Ferguson,Counties Manukau,Maori,5-11,158,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155800,Ferguson,Counties Manukau,Pacific Peoples,12+,"2,798",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155800,Ferguson,Counties Manukau,Pacific Peoples,5-11,505,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155900,Papatoetoe South West,Counties Manukau,Maori,12+,440,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155900,Papatoetoe South West,Counties Manukau,Maori,5-11,81,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,12+,"1,440",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,5-11,210,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156100,Dannemora North,Counties Manukau,Maori,12+,78,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156100,Dannemora North,Counties Manukau,Pacific Peoples,12+,122,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156200,Papatoetoe South,Counties Manukau,Maori,12+,379,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156200,Papatoetoe South,Counties Manukau,Maori,5-11,52,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,12+,"1,005",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,5-11,125,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156300,East Tamaki Heights,Counties Manukau,Maori,12+,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,12+,106,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156400,Te Puru,Counties Manukau,Maori,12+,194,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156400,Te Puru,Counties Manukau,Maori,5-11,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156400,Te Puru,Counties Manukau,Pacific Peoples,12+,89,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156500,Puhinui North,Counties Manukau,Maori,12+,293,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156500,Puhinui North,Counties Manukau,Maori,5-11,43,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156500,Puhinui North,Counties Manukau,Pacific Peoples,12+,998,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156500,Puhinui North,Counties Manukau,Pacific Peoples,5-11,140,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156600,Dannemora South,Counties Manukau,Maori,12+,63,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156600,Dannemora South,Counties Manukau,Pacific Peoples,12+,193,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156700,Puhinui South,Counties Manukau,Maori,12+,245,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156700,Puhinui South,Counties Manukau,Maori,5-11,41,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156700,Puhinui South,Counties Manukau,Pacific Peoples,12+,751,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156700,Puhinui South,Counties Manukau,Pacific Peoples,5-11,104,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156800,Rongomai West,Counties Manukau,Maori,12+,410,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156800,Rongomai West,Counties Manukau,Maori,5-11,80,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156800,Rongomai West,Counties Manukau,Pacific Peoples,12+,"1,568",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156800,Rongomai West,Counties Manukau,Pacific Peoples,5-11,244,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156900,Baverstock,Counties Manukau,Maori,12+,190,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156900,Baverstock,Counties Manukau,Pacific Peoples,12+,460,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
156900,Baverstock,Counties Manukau,Pacific Peoples,5-11,56,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157000,Puhinui East,Counties Manukau,Maori,12+,184,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157000,Puhinui East,Counties Manukau,Pacific Peoples,12+,723,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157000,Puhinui East,Counties Manukau,Pacific Peoples,5-11,107,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157100,Turanga,Counties Manukau,Maori,12+,178,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157100,Turanga,Counties Manukau,Pacific Peoples,12+,68,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157200,Rongomai East,Counties Manukau,Maori,12+,229,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157200,Rongomai East,Counties Manukau,Maori,5-11,50,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157200,Rongomai East,Counties Manukau,Pacific Peoples,12+,"1,167",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157200,Rongomai East,Counties Manukau,Pacific Peoples,5-11,197,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157300,Ormiston North,Counties Manukau,Maori,12+,74,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157300,Ormiston North,Counties Manukau,Pacific Peoples,12+,249,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157400,Maraetai,Counties Manukau,Maori,12+,132,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157400,Maraetai,Counties Manukau,Pacific Peoples,12+,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157500,Chapel Downs,Counties Manukau,Maori,12+,269,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157500,Chapel Downs,Counties Manukau,Maori,5-11,52,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157500,Chapel Downs,Counties Manukau,Pacific Peoples,12+,867,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157500,Chapel Downs,Counties Manukau,Pacific Peoples,5-11,121,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157600,Wiri West,Counties Manukau,Maori,12+,413,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157600,Wiri West,Counties Manukau,Pacific Peoples,12+,195,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157700,Clover Park North,Counties Manukau,Maori,12+,679,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157700,Clover Park North,Counties Manukau,Maori,5-11,156,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157700,Clover Park North,Counties Manukau,Pacific Peoples,12+,"2,695",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157700,Clover Park North,Counties Manukau,Pacific Peoples,5-11,411,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157800,Mission Heights North,Counties Manukau,Maori,12+,120,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157800,Mission Heights North,Counties Manukau,Pacific Peoples,12+,266,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157900,Clover Park South,Counties Manukau,Maori,12+,454,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157900,Clover Park South,Counties Manukau,Maori,5-11,109,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157900,Clover Park South,Counties Manukau,Pacific Peoples,12+,"1,412",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
157900,Clover Park South,Counties Manukau,Pacific Peoples,5-11,221,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158000,Donegal Park,Counties Manukau,Maori,12+,155,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158000,Donegal Park,Counties Manukau,Pacific Peoples,12+,708,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158000,Donegal Park,Counties Manukau,Pacific Peoples,5-11,77,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158100,Ormiston South,Counties Manukau,Maori,12+,193,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158100,Ormiston South,Counties Manukau,Pacific Peoples,12+,776,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158100,Ormiston South,Counties Manukau,Pacific Peoples,5-11,87,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158200,Mission Heights South,Counties Manukau,Maori,12+,98,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158200,Mission Heights South,Counties Manukau,Pacific Peoples,12+,339,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158200,Mission Heights South,Counties Manukau,Pacific Peoples,5-11,47,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158300,Hilltop (Auckland),Counties Manukau,Maori,12+,258,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158300,Hilltop (Auckland),Counties Manukau,Maori,5-11,48,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,12+,826,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,5-11,88,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158400,Wiri East,Counties Manukau,Maori,12+,889,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158400,Wiri East,Counties Manukau,Maori,5-11,208,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158400,Wiri East,Counties Manukau,Pacific Peoples,12+,"1,816",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158400,Wiri East,Counties Manukau,Pacific Peoples,5-11,335,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158500,Goodwood Heights,Counties Manukau,Maori,12+,383,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158500,Goodwood Heights,Counties Manukau,Maori,5-11,63,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,12+,"1,003",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,5-11,121,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158600,Ormiston East,Counties Manukau,Maori,12+,161,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158600,Ormiston East,Counties Manukau,Pacific Peoples,12+,426,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158600,Ormiston East,Counties Manukau,Pacific Peoples,5-11,48,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158700,Clendon Park North,Counties Manukau,Maori,12+,797,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158700,Clendon Park North,Counties Manukau,Maori,5-11,173,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158700,Clendon Park North,Counties Manukau,Pacific Peoples,12+,"1,396",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158700,Clendon Park North,Counties Manukau,Pacific Peoples,5-11,246,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158800,Burbank,Counties Manukau,Maori,12+,928,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158800,Burbank,Counties Manukau,Maori,5-11,208,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158800,Burbank,Counties Manukau,Pacific Peoples,12+,"1,726",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158800,Burbank,Counties Manukau,Pacific Peoples,5-11,317,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158900,Tuscany Heights,Counties Manukau,Maori,12+,75,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
158900,Tuscany Heights,Counties Manukau,Pacific Peoples,12+,105,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159000,Totara Heights,Counties Manukau,Maori,12+,317,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159000,Totara Heights,Counties Manukau,Maori,5-11,58,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159000,Totara Heights,Counties Manukau,Pacific Peoples,12+,627,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159000,Totara Heights,Counties Manukau,Pacific Peoples,5-11,81,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159100,Homai East,Counties Manukau,Maori,12+,509,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159100,Homai East,Counties Manukau,Maori,5-11,103,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159100,Homai East,Counties Manukau,Pacific Peoples,12+,"1,059",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159100,Homai East,Counties Manukau,Pacific Peoples,5-11,158,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159200,Homai West,Counties Manukau,Maori,12+,"1,100",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159200,Homai West,Counties Manukau,Maori,5-11,232,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159200,Homai West,Counties Manukau,Pacific Peoples,12+,"1,884",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159200,Homai West,Counties Manukau,Pacific Peoples,5-11,361,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159300,The Gardens (Auckland),Counties Manukau,Maori,12+,271,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159300,The Gardens (Auckland),Counties Manukau,Maori,5-11,45,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,12+,520,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,5-11,69,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159400,Clarks Beach,Counties Manukau,Maori,12+,172,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159400,Clarks Beach,Counties Manukau,Pacific Peoples,12+,66,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159500,Clendon Park West,Counties Manukau,Maori,12+,628,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159500,Clendon Park West,Counties Manukau,Maori,5-11,149,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159500,Clendon Park West,Counties Manukau,Pacific Peoples,12+,"1,349",0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159500,Clendon Park West,Counties Manukau,Pacific Peoples,5-11,238,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159600,Hillpark North,Counties Manukau,Maori,12+,279,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159600,Hillpark North,Counties Manukau,Maori,5-11,44,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159600,Hillpark North,Counties Manukau,Pacific Peoples,12+,474,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
159600,Hillpark North,Counties Manukau,Pacific Peoples,5-11,65,0,0,NA,NA,NA,NA,<5%,<5%,NA,NA
