Date,First doses,Second doses,Third primary doses,Boosters
2021-02-18,1,0,0,0
2021-02-19,29,0,0,0
2021-02-20,65,0,0,0
2021-02-21,69,1,0,0
2021-02-22,448,0,0,0
2021-02-23,358,0,0,0
2021-02-24,813,0,0,0
2021-02-25,1102,0,0,0
2021-02-26,1604,0,0,0
2021-02-27,1339,0,0,0
2021-02-28,883,0,0,0
2021-03-01,1410,0,0,0
2021-03-02,1487,0,0,0
2021-03-03,1980,0,0,0
2021-03-04,1633,0,0,0
2021-03-05,1278,2,0,0
2021-03-06,602,1,0,0
2021-03-07,511,0,0,0
2021-03-08,1073,0,0,0
2021-03-09,1424,0,0,0
2021-03-10,1316,0,0,0
2021-03-11,1334,0,0,0
2021-03-12,1043,6,0,0
2021-03-13,751,6,0,0
2021-03-14,576,14,0,0
2021-03-15,1614,267,0,0
2021-03-16,1928,233,0,0
2021-03-17,1642,365,0,0
2021-03-18,1594,475,0,0
2021-03-19,1692,773,0,0
2021-03-20,557,715,0,0
2021-03-21,941,645,0,0
2021-03-22,1035,1220,0,0
2021-03-23,1588,1107,0,0
2021-03-24,1970,1586,1,0
2021-03-25,1821,1534,0,0
2021-03-26,3379,1293,0,0
2021-03-27,1159,874,0,0
2021-03-28,685,491,0,0
2021-03-29,3808,1128,0,0
2021-03-30,4169,1501,0,0
2021-03-31,5452,1347,0,0
2021-04-01,5198,1253,0,0
2021-04-02,1725,295,0,0
2021-04-03,1413,335,0,0
2021-04-04,760,196,0,0
2021-04-05,923,291,0,0
2021-04-06,3521,1441,0,0
2021-04-07,5124,2147,0,0
2021-04-08,6465,1766,0,0
2021-04-09,5423,1930,0,0
2021-04-10,3267,692,0,0
2021-04-11,2479,1079,0,0
2021-04-12,6046,1724,0,0
2021-04-13,6810,1627,1,0
2021-04-14,6630,1522,0,0
2021-04-15,6886,1844,0,0
2021-04-16,6862,2635,0,0
2021-04-17,3902,1149,0,0
2021-04-18,1480,592,0,0
2021-04-19,5095,2038,0,0
2021-04-20,6098,2988,0,0
2021-04-21,6755,3430,0,0
2021-04-22,6537,3878,0,0
2021-04-23,8145,3546,0,0
2021-04-24,3274,1382,0,0
2021-04-25,1471,909,0,0
2021-04-26,1389,862,0,0
2021-04-27,6802,3211,0,0
2021-04-28,7297,3672,0,0
2021-04-29,7530,4956,0,0
2021-04-30,8373,5031,0,0
2021-05-01,3489,1991,0,0
2021-05-02,1624,1920,0,0
2021-05-03,6249,4488,0,0
2021-05-04,8339,5301,0,0
2021-05-05,9204,5560,0,0
2021-05-06,9205,5828,0,0
2021-05-07,10135,6751,0,0
2021-05-08,4395,2855,0,0
2021-05-09,1729,1616,0,0
2021-05-10,6877,5119,0,0
2021-05-11,9228,5899,0,0
2021-05-12,9518,5770,0,0
2021-05-13,9776,6012,0,0
2021-05-14,8954,7115,0,0
2021-05-15,3420,2816,0,0
2021-05-16,2413,1806,0,0
2021-05-17,7297,3758,0,0
2021-05-18,9276,5516,0,0
2021-05-19,9055,6400,0,0
2021-05-20,8731,6746,0,0
2021-05-21,8265,7299,0,0
2021-05-22,4403,3566,0,0
2021-05-23,2262,1543,0,0
2021-05-24,7228,5768,0,0
2021-05-25,9836,7474,0,0
2021-05-26,10954,7765,0,0
2021-05-27,9862,7029,1,0
2021-05-28,10827,9873,0,0
2021-05-29,5941,4294,0,0
2021-05-30,3324,1880,0,0
2021-05-31,8904,5564,0,1
2021-06-01,12019,7916,2,0
2021-06-02,12559,8413,1,0
2021-06-03,14141,9029,0,0
2021-06-04,12101,8355,0,0
2021-06-05,6202,3350,0,0
2021-06-06,3534,1683,0,0
2021-06-07,3939,1371,0,0
2021-06-08,13096,8760,0,0
2021-06-09,7108,4319,1,0
2021-06-10,13941,9472,0,0
2021-06-11,11983,9587,1,0
2021-06-12,7452,4492,0,0
2021-06-13,4406,2899,0,0
2021-06-14,10359,7561,0,0
2021-06-15,13080,9154,0,0
2021-06-16,14401,10026,0,0
2021-06-17,12986,10305,0,0
2021-06-18,11354,9465,0,0
2021-06-19,7384,4902,0,0
2021-06-20,3968,3345,0,0
2021-06-21,9068,8444,0,0
2021-06-22,11447,11286,0,0
2021-06-23,13115,11890,0,0
2021-06-24,11439,12995,0,0
2021-06-25,10027,11717,0,0
2021-06-26,8356,6286,0,0
2021-06-27,3590,3445,0,0
2021-06-28,9926,6458,0,0
2021-06-29,10937,10038,0,0
2021-06-30,12945,9954,0,0
2021-07-01,13107,9851,0,0
2021-07-02,9771,10314,1,0
2021-07-03,7388,5327,0,0
2021-07-04,3489,2921,0,0
2021-07-05,7784,7967,0,0
2021-07-06,9592,11332,1,0
2021-07-07,11283,11871,0,0
2021-07-08,12714,11898,0,0
2021-07-09,11085,10518,0,0
2021-07-10,9327,6483,0,0
2021-07-11,4392,3243,0,0
2021-07-12,9578,8161,0,0
2021-07-13,12071,10484,0,0
2021-07-14,13427,11447,0,0
2021-07-15,12867,10909,1,0
2021-07-16,11941,9915,0,0
2021-07-17,9459,7075,0,0
2021-07-18,5652,3077,0,0
2021-07-19,13154,9189,0,0
2021-07-20,18764,11922,0,0
2021-07-21,20812,13185,0,0
2021-07-22,19840,12516,0,0
2021-07-23,19774,11304,0,0
2021-07-24,17116,7730,0,0
2021-07-25,9055,4929,0,0
2021-07-26,20554,9978,0,0
2021-07-27,27618,11371,0,0
2021-07-28,29421,12157,0,0
2021-07-29,28228,11987,1,0
2021-07-30,31517,10642,0,0
2021-07-31,29529,9069,1,0
2021-08-01,17981,4678,0,0
2021-08-02,25701,9446,1,0
2021-08-03,30307,12526,0,0
2021-08-04,32570,12923,1,0
2021-08-05,29284,13011,0,0
2021-08-06,30396,11708,1,0
2021-08-07,27926,8892,1,0
2021-08-08,15877,4631,1,0
2021-08-09,26909,11650,0,0
2021-08-10,31120,15955,0,0
2021-08-11,32042,16930,0,0
2021-08-12,32518,16540,0,0
2021-08-13,31402,15661,1,0
2021-08-14,30433,13325,1,0
2021-08-15,18285,7406,0,0
2021-08-16,30375,16049,0,0
2021-08-17,35860,20425,1,0
2021-08-18,413,100,0,0
2021-08-19,21589,8765,0,0
2021-08-20,38822,20210,1,0
2021-08-21,38404,15894,0,0
2021-08-22,28513,9087,0,0
2021-08-23,46806,19563,1,0
2021-08-24,59414,23665,1,0
2021-08-25,63471,26491,0,1
2021-08-26,67940,25506,1,0
2021-08-27,67433,24723,0,1
2021-08-28,56882,22399,0,1
2021-08-29,37121,11477,0,0
2021-08-30,54941,23766,0,0
2021-08-31,59349,27490,1,0
2021-09-01,63611,27697,0,0
2021-09-02,65268,25320,0,1
2021-09-03,61955,25914,3,0
2021-09-04,56141,22568,1,0
2021-09-05,27039,12016,0,0
2021-09-06,45337,21815,0,1
2021-09-07,50033,23462,1,0
2021-09-08,48878,18566,1,0
2021-09-09,46559,15626,0,0
2021-09-10,44204,21189,1,0
2021-09-11,39055,23323,0,0
2021-09-12,20684,13459,0,0
2021-09-13,34560,20978,1,0
2021-09-14,39777,22888,3,0
2021-09-15,40060,23221,0,0
2021-09-16,37331,24150,1,1
2021-09-17,33402,27689,4,1
2021-09-18,29353,24624,1,0
2021-09-19,14318,12596,2,0
2021-09-20,24841,25935,1,2
2021-09-21,27824,26590,3,0
2021-09-22,24578,25569,0,1
2021-09-23,21278,28557,2,0
2021-09-24,19177,31815,1,2
2021-09-25,19570,32311,2,0
2021-09-26,8289,16612,0,0
2021-09-27,12758,28298,1,1
2021-09-28,13638,31276,3,0
2021-09-29,14087,27146,0,1
2021-09-30,14197,32426,1,0
2021-10-01,12417,35512,4,0
2021-10-02,12959,37462,2,0
2021-10-03,7134,20053,0,0
2021-10-04,15015,41228,0,2
2021-10-05,17772,46409,2,1
2021-10-06,19116,51691,5,2
2021-10-07,19926,63036,2,4
2021-10-08,18800,67545,1,1
2021-10-09,18475,63784,3,0
2021-10-10,9112,33257,0,0
2021-10-11,15342,54380,4,0
2021-10-12,17685,55791,1,0
2021-10-13,15900,53485,2,3
2021-10-14,15260,53094,2,3
2021-10-15,14133,55794,3,3
2021-10-16,39715,91642,6,7
2021-10-17,6295,23489,0,0
2021-10-18,10082,32878,2,1
2021-10-19,10523,32527,1,2
2021-10-20,10530,32848,4,1
2021-10-21,10188,31465,9,6
2021-10-22,11559,33538,10,3
2021-10-23,11926,30815,11,1
2021-10-24,5378,13725,1,0
2021-10-25,3538,7200,1,0
2021-10-26,10991,31395,32,11
2021-10-27,11023,28469,35,2
2021-10-28,12994,32427,100,4
2021-10-29,11222,32062,158,2
2021-10-30,10843,32097,79,1
2021-10-31,4908,15366,11,0
2021-11-01,7279,20393,172,3
2021-11-02,7657,21482,256,6
2021-11-03,6843,20565,299,1
2021-11-04,6728,19647,360,4
2021-11-05,6549,21659,357,2
2021-11-06,7470,26587,122,1
2021-11-07,3288,11025,36,2
2021-11-08,5232,16283,297,4
2021-11-09,5977,16486,416,1
2021-11-10,6161,16077,458,1
2021-11-11,6451,16657,478,14
2021-11-12,6460,16841,365,11
2021-11-13,7262,20027,162,1
2021-11-14,4671,10009,38,8
2021-11-15,7850,13747,429,3
2021-11-16,6735,14492,460,15
2021-11-17,6273,14299,504,14
2021-11-18,6769,14151,517,11
2021-11-19,6885,15851,496,12
2021-11-20,6057,15606,158,17
2021-11-21,3106,6788,43,116
2021-11-22,4845,10546,426,165
2021-11-23,6607,12498,495,136
2021-11-24,6654,12135,557,227
2021-11-25,6442,11877,580,248
2021-11-26,5742,12290,1021,4117
2021-11-27,6418,14538,424,4278
2021-11-28,3706,8080,125,2200
2021-11-29,6265,11954,1500,22011
2021-11-30,7563,14449,1248,18507
2021-12-01,7949,14371,1171,16820
2021-12-02,8726,16776,1169,13371
2021-12-03,7449,17454,1037,13572
2021-12-04,5680,14067,257,7299
2021-12-05,2729,6767,101,2377
2021-12-06,4617,10715,596,9327
2021-12-07,4421,10182,760,8966
2021-12-08,3821,9420,689,9303
