DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,Asian,50-54,Unknown/Other,28,26,26,18,5,<5,25
Auckland,Asian,55-59,Female,4045,4020,"4,014","3,290","2,213",359,4447
Auckland,Asian,55-59,Male,3374,3345,"3,343","2,735","1,795",247,3758
Auckland,Asian,55-59,Unknown/Other,12,11,11,<5,<5,<5,12
Auckland,Asian,60-64,Female,3352,3337,"3,331","2,804","2,003",415,3715
Auckland,Asian,60-64,Male,2812,2796,"2,792","2,402","1,728",332,3029
Auckland,Asian,65-69,Female,2978,2974,"2,967","2,489","1,832",544,3320
Auckland,Asian,65-69,Male,2481,2465,"2,457","2,108","1,613",501,2750
Auckland,Asian,65-69,Unknown/Other,5,5,5,<5,<5,<5,7
Auckland,Asian,70-74,Female,1966,1957,"1,957","1,717","1,374",449,2156
Auckland,Asian,70-74,Male,1835,1828,"1,826","1,621","1,307",421,2008
Auckland,Asian,75-79,Female,1178,1175,"1,171","1,039",804,280,1347
Auckland,Asian,75-79,Male,1041,1033,"1,030",914,739,291,1155
Auckland,Asian,80-84,Female,906,900,897,803,588,193,995
Auckland,Asian,80-84,Male,740,736,733,666,526,194,825
Auckland,Asian,85-89,Female,486,476,473,411,310,139,530
Auckland,Asian,85-89,Male,463,461,460,411,311,115,529
Auckland,Asian,90+,Female,203,202,202,184,128,56,226
Auckland,Asian,90+,Male,137,135,135,119,88,41,150
Auckland,European or Other,12-17,Female,6837,6703,"2,312",624,<5,<5,7410
Auckland,European or Other,12-17,Male,7073,6859,"2,399",559,<5,<5,7652
Auckland,European or Other,12-17,Unknown/Other,10,10,5,<5,<5,<5,9
Auckland,European or Other,18-24,Female,10444,10401,"10,393","7,531",<5,34,11022
Auckland,European or Other,18-24,Male,9735,9677,"9,667","6,018",<5,23,10323
Auckland,European or Other,18-24,Unknown/Other,53,52,52,39,<5,<5,47
Auckland,European or Other,25-29,Female,10374,10320,"10,315","7,792",<5,62,11762
Auckland,European or Other,25-29,Male,10293,10213,"10,205","6,661",<5,25,11469
Auckland,European or Other,25-29,Unknown/Other,45,45,45,26,<5,<5,52
Auckland,European or Other,30-34,Female,9818,9772,"9,761","7,357",<5,149,11203
Auckland,European or Other,30-34,Male,10505,10415,"10,401","6,994",<5,79,11776
Auckland,European or Other,30-34,Unknown/Other,37,37,37,30,<5,<5,37
Auckland,European or Other,35-39,Female,7703,7650,"7,637","5,968",<5,148,8720
Auckland,European or Other,35-39,Male,8487,8425,"8,416","6,085",<5,82,9460
Auckland,European or Other,35-39,Unknown/Other,17,16,16,10,<5,<5,12
Auckland,European or Other,40-44,Female,7065,7026,"7,016","5,786",<5,160,7873
Auckland,European or Other,40-44,Male,7468,7421,"7,406","5,738",<5,93,8274
Auckland,European or Other,40-44,Unknown/Other,12,12,12,9,<5,<5,11
Auckland,European or Other,45-49,Female,7728,7689,"7,681","6,579",<5,301,8456
Auckland,European or Other,45-49,Male,7830,7774,"7,763","6,308",<5,158,8782
Auckland,European or Other,5-11,Female,5062,3513,NA,NA,NA,NA,7241
Auckland,European or Other,5-11,Male,5351,3672,NA,NA,NA,NA,7768
Auckland,European or Other,50-54,Female,8225,8196,"8,180","7,197","5,211","1,033",8708
Auckland,European or Other,50-54,Male,8686,8634,"8,623","7,345","5,057",810,9308
Auckland,European or Other,50-54,Unknown/Other,7,7,7,6,6,<5,8
Auckland,European or Other,55-59,Female,7397,7363,"7,341","6,556","5,103","1,326",8045
Auckland,European or Other,55-59,Male,8073,8028,"8,013","6,970","5,213","1,192",8666
Auckland,European or Other,55-59,Unknown/Other,8,8,8,8,<5,<5,7
Auckland,European or Other,60-64,Female,6822,6788,"6,754","6,190","5,145","1,737",7216
Auckland,European or Other,60-64,Male,7335,7303,"7,265","6,500","5,276","1,516",7737
Auckland,European or Other,65-69,Female,5835,5815,"5,775","5,363","4,716","2,362",6044
Auckland,European or Other,65-69,Male,5944,5925,"5,895","5,419","4,679","2,131",6257
Auckland,European or Other,70-74,Female,5107,5091,"5,035","4,744","4,280","2,475",5391
Auckland,European or Other,70-74,Male,5078,5065,"5,024","4,761","4,293","2,312",5329
Auckland,European or Other,75-79,Female,4101,4087,"4,046","3,878","3,526","2,181",4101
Auckland,European or Other,75-79,Male,3634,3628,"3,579","3,446","3,131","1,862",3639
Auckland,European or Other,80-84,Female,3051,3045,"3,007","2,907","2,670","1,651",3084
Auckland,European or Other,80-84,Male,2516,2512,"2,482","2,406","2,170","1,297",2499
Auckland,European or Other,85-89,Female,1812,1808,"1,794","1,751","1,554",939,1875
Auckland,European or Other,85-89,Male,1205,1202,"1,188","1,159","1,050",685,1246
Auckland,European or Other,90+,Female,1553,1547,"1,540","1,492","1,344",784,1657
Auckland,European or Other,90+,Male,763,762,755,744,673,402,806
Auckland,Maori,12-17,Female,1583,1478,494,55,<5,<5,1801
Auckland,Maori,12-17,Male,1608,1501,522,69,<5,<5,1862
Auckland,Maori,18-24,Female,2373,2323,"2,320","1,041",<5,5,2471
Auckland,Maori,18-24,Male,2120,2049,"2,045",735,<5,<5,2330
Auckland,Maori,25-29,Female,1566,1531,"1,528",796,<5,<5,1797
Auckland,Maori,25-29,Male,1671,1624,"1,619",722,<5,<5,1843
Auckland,Maori,30-34,Female,1369,1332,"1,328",736,<5,7,1588
Auckland,Maori,30-34,Male,1290,1255,"1,251",565,<5,5,1493
Auckland,Maori,35-39,Female,1024,996,995,583,<5,14,1180
Auckland,Maori,35-39,Male,1018,992,989,513,<5,5,1121
Auckland,Maori,40-44,Female,894,876,870,577,<5,13,1034
Auckland,Maori,40-44,Male,934,908,903,528,<5,11,1068
Auckland,Maori,45-49,Female,998,990,988,713,<5,22,1104
Auckland,Maori,45-49,Male,966,942,941,645,<5,23,1091
Auckland,Maori,5-11,Female,879,471,NA,NA,NA,NA,1964
Auckland,Maori,5-11,Male,963,512,NA,NA,NA,NA,2185
Auckland,Maori,50-54,Female,1037,1028,"1,027",776,519,112,1129
Auckland,Maori,50-54,Male,951,929,925,667,388,68,986
Auckland,Maori,55-59,Female,900,892,891,731,531,138,1000
Auckland,Maori,55-59,Male,895,885,883,692,467,105,982
Auckland,Maori,60-64,Female,802,797,795,688,528,154,816
Auckland,Maori,60-64,Male,718,715,713,623,464,144,726
Auckland,Maori,65-69,Female,549,545,545,488,387,163,574
Auckland,Maori,65-69,Male,405,404,404,362,295,117,433
Auckland,Maori,70-74,Female,328,326,324,306,256,120,343
Auckland,Maori,70-74,Male,305,305,305,291,248,127,292
Auckland,Maori,75-79,Female,175,174,174,159,139,67,167
Auckland,Maori,75-79,Male,143,143,141,134,111,63,157
Auckland,Maori,80-84,Female,111,111,109,107,91,43,118
Auckland,Maori,80-84,Male,81,81,81,75,64,35,74
Auckland,Maori,85-89,Female,49,49,49,47,35,22,53
Auckland,Maori,85-89,Male,28,28,27,26,23,12,28
Auckland,Maori,90+,Female,29,29,29,26,19,10,31
Auckland,Pacific Peoples,12-17,Female,2642,2477,889,93,<5,<5,3033
Auckland,Pacific Peoples,12-17,Male,2636,2455,844,71,<5,<5,3119
Auckland,Pacific Peoples,12-17,Unknown/Other,5,5,<5,<5,<5,<5,5
Auckland,Pacific Peoples,18-24,Female,3532,3486,"3,481","1,516",<5,5,3879
Auckland,Pacific Peoples,18-24,Male,3366,3273,"3,268","1,110",<5,<5,3775
Auckland,Pacific Peoples,18-24,Unknown/Other,14,14,14,<5,<5,<5,16
Auckland,Pacific Peoples,25-29,Female,2477,2427,"2,416","1,151",<5,7,2806
Auckland,Pacific Peoples,25-29,Male,2444,2371,"2,364",873,<5,<5,2799
Auckland,Pacific Peoples,25-29,Unknown/Other,10,9,9,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2112,2073,"2,066","1,101",<5,17,2329
Auckland,Pacific Peoples,30-34,Male,2090,2030,"2,023",882,<5,6,2309
Auckland,Pacific Peoples,30-34,Unknown/Other,7,7,7,<5,<5,<5,5
Auckland,Pacific Peoples,35-39,Female,1631,1602,"1,599",999,<5,18,1848
Auckland,Pacific Peoples,35-39,Male,1643,1608,"1,604",834,<5,13,1843
Auckland,Pacific Peoples,40-44,Female,1629,1604,"1,599","1,078",<5,29,1813
Auckland,Pacific Peoples,40-44,Male,1604,1575,"1,573",943,<5,8,1796
Auckland,Pacific Peoples,45-49,Female,1612,1604,"1,601","1,127",<5,45,1763
Auckland,Pacific Peoples,45-49,Male,1545,1519,"1,516","1,040",<5,24,1745
Auckland,Pacific Peoples,5-11,Female,1459,629,NA,NA,NA,NA,3300
Auckland,Pacific Peoples,5-11,Male,1646,720,NA,NA,NA,NA,3538
Auckland,Pacific Peoples,50-54,Female,1628,1618,"1,614","1,238",761,128,1802
Auckland,Pacific Peoples,50-54,Male,1595,1575,"1,572","1,174",664,112,1740
Auckland,Pacific Peoples,55-59,Female,1588,1580,"1,576","1,236",847,156,1707
Auckland,Pacific Peoples,55-59,Male,1452,1436,"1,435","1,153",728,145,1535
Auckland,Pacific Peoples,60-64,Female,1251,1246,"1,242","1,045",765,202,1363
Auckland,Pacific Peoples,60-64,Male,1193,1190,"1,186",978,686,175,1272
Auckland,Pacific Peoples,65-69,Female,960,954,950,813,600,174,1014
Auckland,Pacific Peoples,65-69,Male,911,904,902,794,607,187,978
Auckland,Pacific Peoples,70-74,Female,728,727,727,620,481,158,734
Auckland,Pacific Peoples,70-74,Male,600,598,597,543,434,152,607
Auckland,Pacific Peoples,75-79,Female,453,453,450,380,294,77,514
Auckland,Pacific Peoples,75-79,Male,322,317,317,276,216,80,355
Auckland,Pacific Peoples,80-84,Female,311,304,303,246,181,59,357
Auckland,Pacific Peoples,80-84,Male,188,188,188,168,129,38,195
Auckland,Pacific Peoples,85-89,Female,157,153,153,127,94,23,183
Auckland,Pacific Peoples,85-89,Male,74,74,74,62,45,17,88
Auckland,Pacific Peoples,90+,Female,75,73,73,64,43,18,98
Auckland,Pacific Peoples,90+,Male,30,30,30,25,18,9,29
Auckland,Unknown,12-17,Female,169,154,54,16,<5,<5,64
Auckland,Unknown,12-17,Male,198,175,55,10,<5,<5,67
Auckland,Unknown,12-17,Unknown/Other,15,14,8,<5,<5,<5,12
Auckland,Unknown,18-24,Female,329,323,322,164,<5,<5,102
Auckland,Unknown,18-24,Male,359,344,339,158,<5,<5,116
Auckland,Unknown,18-24,Unknown/Other,46,45,45,26,<5,<5,45
Auckland,Unknown,25-29,Female,526,515,514,307,<5,<5,176
Auckland,Unknown,25-29,Male,573,557,557,293,<5,<5,195
Auckland,Unknown,25-29,Unknown/Other,73,72,72,45,<5,<5,76
Auckland,Unknown,30-34,Female,536,515,515,302,<5,6,153
Auckland,Unknown,30-34,Male,734,704,703,366,<5,<5,217
Auckland,Unknown,30-34,Unknown/Other,100,96,96,59,<5,<5,97
Auckland,Unknown,35-39,Female,373,361,361,214,<5,<5,125
Auckland,Unknown,35-39,Male,629,603,603,347,<5,<5,234
Auckland,Unknown,35-39,Unknown/Other,57,55,55,39,<5,<5,53
Auckland,Unknown,40-44,Female,263,258,256,134,<5,<5,111
Auckland,Unknown,40-44,Male,470,450,450,267,<5,<5,181
Auckland,Unknown,40-44,Unknown/Other,38,36,36,24,<5,<5,29
Auckland,Unknown,45-49,Female,198,194,193,109,<5,6,86
Auckland,Unknown,45-49,Male,400,378,376,220,<5,<5,176
Auckland,Unknown,45-49,Unknown/Other,26,24,24,18,<5,<5,19
Auckland,Unknown,5-11,Female,173,106,NA,NA,NA,NA,43
Auckland,Unknown,5-11,Male,150,76,NA,NA,NA,NA,49
Auckland,Unknown,50-54,Female,173,168,168,83,49,5,79
Auckland,Unknown,50-54,Male,324,305,305,177,99,9,180
Auckland,Unknown,50-54,Unknown/Other,25,22,22,17,7,<5,22
Auckland,Unknown,55-59,Female,165,157,155,91,63,8,71
Auckland,Unknown,55-59,Male,295,272,272,168,104,9,154
Auckland,Unknown,55-59,Unknown/Other,11,11,11,9,5,<5,9
Auckland,Unknown,60-64,Female,189,184,184,109,83,13,74
Auckland,Unknown,60-64,Male,213,207,206,113,75,10,119
Auckland,Unknown,60-64,Unknown/Other,10,10,10,6,<5,<5,10
Auckland,Unknown,65-69,Female,111,108,108,67,52,12,67
Auckland,Unknown,65-69,Male,175,171,171,102,74,23,84
Auckland,Unknown,65-69,Unknown/Other,6,6,6,<5,<5,<5,7
Auckland,Unknown,70-74,Female,62,61,60,39,31,12,40
Auckland,Unknown,70-74,Male,80,77,77,44,34,7,43
Auckland,Unknown,75-79,Female,36,33,33,21,18,<5,25
Auckland,Unknown,75-79,Male,30,30,30,20,19,6,21
Auckland,Unknown,80-84,Female,9,8,8,6,5,<5,12
Auckland,Unknown,80-84,Male,13,12,12,9,9,5,13
Auckland,Unknown,85-89,Female,6,6,6,<5,<5,<5,6
Auckland,Unknown,85-89,Male,6,6,5,6,6,<5,5
Bay of Plenty,Asian,12-17,Female,608,579,196,19,<5,<5,652
Bay of Plenty,Asian,12-17,Male,675,644,212,15,<5,<5,736
Bay of Plenty,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,8
Bay of Plenty,Asian,18-24,Female,540,539,539,320,<5,<5,625
Bay of Plenty,Asian,18-24,Male,1133,1119,"1,118",391,<5,<5,1239
Bay of Plenty,Asian,25-29,Female,937,933,933,523,<5,5,1060
Bay of Plenty,Asian,25-29,Male,1672,1647,"1,647",601,<5,<5,1728
Bay of Plenty,Asian,30-34,Female,1422,1415,"1,413",893,<5,24,1436
Bay of Plenty,Asian,30-34,Male,1560,1531,"1,531",759,<5,12,1545
Bay of Plenty,Asian,35-39,Female,1112,1105,"1,101",732,<5,16,1154
Bay of Plenty,Asian,35-39,Male,1075,1059,"1,058",655,<5,15,1063
Bay of Plenty,Asian,40-44,Female,798,790,789,508,<5,11,824
Bay of Plenty,Asian,40-44,Male,785,780,780,507,<5,8,767
Bay of Plenty,Asian,40-44,Unknown/Other,7,7,7,<5,<5,<5,7
Bay of Plenty,Asian,45-49,Female,670,665,665,460,<5,15,700
Bay of Plenty,Asian,45-49,Male,603,599,599,424,<5,6,593
Bay of Plenty,Asian,5-11,Female,543,247,NA,NA,NA,NA,943
Bay of Plenty,Asian,5-11,Male,619,287,NA,NA,NA,NA,1111
Bay of Plenty,Asian,50-54,Female,460,458,458,348,184,20,455
Bay of Plenty,Asian,50-54,Male,439,433,433,311,133,8,410
Bay of Plenty,Asian,55-59,Female,359,355,355,267,164,29,388
Bay of Plenty,Asian,55-59,Male,263,262,261,196,96,7,278
Bay of Plenty,Asian,60-64,Female,330,330,330,246,161,17,340
Bay of Plenty,Asian,60-64,Male,207,206,206,160,100,12,210
Bay of Plenty,Asian,65-69,Female,251,249,249,194,133,36,265
Bay of Plenty,Asian,65-69,Male,191,188,188,154,86,20,206
Bay of Plenty,Asian,70-74,Female,178,178,177,142,98,31,196
Bay of Plenty,Asian,70-74,Male,127,124,124,108,75,21,150
Bay of Plenty,Asian,75-79,Female,79,78,78,60,47,12,82
Bay of Plenty,Asian,75-79,Male,78,78,78,60,40,7,79
Bay of Plenty,Asian,80-84,Female,47,47,47,37,22,10,55
Bay of Plenty,Asian,80-84,Male,50,50,49,39,28,10,42
Bay of Plenty,Asian,85-89,Female,15,15,15,9,<5,<5,13
Bay of Plenty,Asian,85-89,Male,10,10,10,8,<5,<5,17
Bay of Plenty,Asian,90+,Male,8,7,7,6,<5,<5,5
Bay of Plenty,European or Other,12-17,Female,4852,4556,"1,601",166,<5,<5,5697
Bay of Plenty,European or Other,12-17,Male,5124,4827,"1,714",132,<5,<5,6047
Bay of Plenty,European or Other,18-24,Female,4538,4487,"4,482","2,142",<5,<5,5210
Bay of Plenty,European or Other,18-24,Male,5012,4912,"4,910","1,634",<5,<5,5664
Bay of Plenty,European or Other,18-24,Unknown/Other,8,8,8,<5,<5,<5,5
Bay of Plenty,European or Other,25-29,Female,3951,3887,"3,881","1,938",<5,15,4596
Bay of Plenty,European or Other,25-29,Male,3764,3672,"3,665","1,394",<5,6,4413
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,11,5,<5,<5,9
Bay of Plenty,European or Other,30-34,Female,4882,4801,"4,796","2,653",<5,44,5633
Bay of Plenty,European or Other,30-34,Male,4380,4286,"4,273","1,884",<5,16,5007
Bay of Plenty,European or Other,30-34,Unknown/Other,9,9,9,5,<5,<5,7
Bay of Plenty,European or Other,35-39,Female,4767,4678,"4,676","2,777",<5,53,5386
Bay of Plenty,European or Other,35-39,Male,4302,4212,"4,205","2,139",<5,28,4817
Bay of Plenty,European or Other,40-44,Female,4395,4338,"4,335","2,844",<5,74,5057
Bay of Plenty,European or Other,40-44,Male,4160,4086,"4,081","2,325",<5,33,4701
Bay of Plenty,European or Other,45-49,Female,4975,4928,"4,920","3,476",<5,107,5663
Bay of Plenty,European or Other,45-49,Male,4700,4635,"4,632","2,943",<5,45,5394
Bay of Plenty,European or Other,5-11,Female,2951,1329,NA,NA,NA,NA,6328
Bay of Plenty,European or Other,5-11,Male,3048,1387,NA,NA,NA,NA,6502
Bay of Plenty,European or Other,50-54,Female,5693,5643,"5,638","4,296","2,579",334,6317
Bay of Plenty,European or Other,50-54,Male,5296,5241,"5,241","3,644","2,030",218,5789
Bay of Plenty,European or Other,55-59,Female,5779,5743,"5,738","4,654","3,203",526,6525
Bay of Plenty,European or Other,55-59,Male,5393,5357,"5,353","4,105","2,716",377,6096
Bay of Plenty,European or Other,60-64,Female,6207,6166,"6,153","5,236","4,077",974,6742
Bay of Plenty,European or Other,60-64,Male,5753,5719,"5,711","4,685","3,536",670,6235
Bay of Plenty,European or Other,65-69,Female,6023,5990,"5,978","5,358","4,572","1,733",6539
Bay of Plenty,European or Other,65-69,Male,5606,5580,"5,574","4,917","4,125","1,417",6047
Bay of Plenty,European or Other,70-74,Female,5796,5779,"5,775","5,322","4,720","2,220",6220
Bay of Plenty,European or Other,70-74,Male,5388,5372,"5,363","4,946","4,389","1,986",5806
Bay of Plenty,European or Other,75-79,Female,4838,4822,"4,815","4,497","4,026","2,092",4910
Bay of Plenty,European or Other,75-79,Male,4430,4421,"4,410","4,165","3,723","1,936",4477
Bay of Plenty,European or Other,80-84,Female,3686,3683,"3,679","3,476","3,118","1,737",3699
Bay of Plenty,European or Other,80-84,Male,3092,3087,"3,083","2,943","2,677","1,504",3188
Bay of Plenty,European or Other,85-89,Female,1944,1935,"1,933","1,830","1,612",869,1993
Bay of Plenty,European or Other,85-89,Male,1526,1523,"1,523","1,449","1,299",727,1560
Bay of Plenty,European or Other,90+,Female,1272,1268,"1,268","1,207","1,008",487,1363
Bay of Plenty,European or Other,90+,Male,765,764,763,726,632,360,804
Bay of Plenty,Maori,12-17,Female,2965,2691,977,36,<5,<5,3852
Bay of Plenty,Maori,12-17,Male,3030,2706,908,32,<5,<5,4086
Bay of Plenty,Maori,18-24,Female,2924,2777,"2,769",740,<5,<5,3639
Bay of Plenty,Maori,18-24,Male,3055,2852,"2,843",579,<5,<5,3710
Bay of Plenty,Maori,25-29,Female,1949,1853,"1,844",589,<5,<5,2517
Bay of Plenty,Maori,25-29,Male,1780,1660,"1,657",354,<5,<5,2317
Bay of Plenty,Maori,30-34,Female,1795,1725,"1,717",638,<5,7,2310
Bay of Plenty,Maori,30-34,Male,1680,1562,"1,557",448,<5,<5,2115
Bay of Plenty,Maori,35-39,Female,1650,1589,"1,583",674,<5,6,1975
Bay of Plenty,Maori,35-39,Male,1473,1384,"1,376",458,<5,<5,1803
Bay of Plenty,Maori,40-44,Female,1638,1591,"1,589",819,<5,15,1922
Bay of Plenty,Maori,40-44,Male,1428,1371,"1,367",593,<5,5,1731
Bay of Plenty,Maori,45-49,Female,1605,1568,"1,565",912,<5,26,1893
Bay of Plenty,Maori,45-49,Male,1416,1372,"1,369",698,<5,7,1698
Bay of Plenty,Maori,5-11,Female,1140,391,NA,NA,NA,NA,4654
Bay of Plenty,Maori,5-11,Male,1237,397,NA,NA,NA,NA,5057
Bay of Plenty,Maori,50-54,Female,1632,1597,"1,596","1,047",515,68,1864
Bay of Plenty,Maori,50-54,Male,1441,1395,"1,395",842,386,47,1647
Bay of Plenty,Maori,55-59,Female,1604,1581,"1,575","1,144",676,101,1810
Bay of Plenty,Maori,55-59,Male,1308,1286,"1,282",897,498,56,1522
Bay of Plenty,Maori,60-64,Female,1494,1476,"1,472","1,159",788,163,1600
Bay of Plenty,Maori,60-64,Male,1256,1237,"1,229",996,667,124,1328
Bay of Plenty,Maori,65-69,Female,1173,1161,"1,159",972,747,193,1231
Bay of Plenty,Maori,65-69,Male,930,921,916,797,607,175,988
Bay of Plenty,Maori,70-74,Female,778,771,767,682,558,194,808
Bay of Plenty,Maori,70-74,Male,703,696,691,623,508,164,733
Bay of Plenty,Maori,75-79,Female,456,452,450,397,318,104,467
Bay of Plenty,Maori,75-79,Male,378,376,374,343,289,92,383
Bay of Plenty,Maori,80-84,Female,289,285,282,250,195,75,304
Bay of Plenty,Maori,80-84,Male,201,200,200,186,161,67,194
Bay of Plenty,Maori,85-89,Female,129,128,128,110,79,24,133
Bay of Plenty,Maori,85-89,Male,82,82,82,74,57,22,84
Bay of Plenty,Maori,90+,Female,47,47,46,41,38,12,55
Bay of Plenty,Maori,90+,Male,16,16,16,16,13,6,21
Bay of Plenty,Pacific Peoples,12-17,Female,225,205,61,<5,<5,<5,256
Bay of Plenty,Pacific Peoples,12-17,Male,254,232,80,<5,<5,<5,305
Bay of Plenty,Pacific Peoples,18-24,Female,255,250,250,91,<5,<5,292
Bay of Plenty,Pacific Peoples,18-24,Male,428,420,419,149,<5,<5,430
Bay of Plenty,Pacific Peoples,25-29,Female,214,210,209,106,<5,<5,231
Bay of Plenty,Pacific Peoples,25-29,Male,472,464,464,218,<5,<5,453
Bay of Plenty,Pacific Peoples,30-34,Female,202,197,195,99,<5,<5,225
Bay of Plenty,Pacific Peoples,30-34,Male,459,450,450,197,<5,<5,430
Bay of Plenty,Pacific Peoples,35-39,Female,174,167,167,94,<5,<5,173
Bay of Plenty,Pacific Peoples,35-39,Male,452,446,446,211,<5,<5,440
Bay of Plenty,Pacific Peoples,40-44,Female,163,161,161,99,<5,<5,183
Bay of Plenty,Pacific Peoples,40-44,Male,366,360,360,180,<5,<5,341
Bay of Plenty,Pacific Peoples,45-49,Female,157,155,155,103,<5,<5,153
Bay of Plenty,Pacific Peoples,45-49,Male,244,242,242,138,<5,<5,225
Bay of Plenty,Pacific Peoples,5-11,Female,151,47,NA,NA,NA,NA,354
Bay of Plenty,Pacific Peoples,5-11,Male,129,44,NA,NA,NA,NA,350
Bay of Plenty,Pacific Peoples,50-54,Female,131,130,130,94,45,6,139
Bay of Plenty,Pacific Peoples,50-54,Male,173,172,172,103,44,<5,188
Bay of Plenty,Pacific Peoples,55-59,Female,103,103,102,74,39,<5,129
Bay of Plenty,Pacific Peoples,55-59,Male,112,110,109,68,34,<5,96
Bay of Plenty,Pacific Peoples,60-64,Female,75,73,72,58,38,8,80
Bay of Plenty,Pacific Peoples,60-64,Male,78,76,76,59,35,<5,94
Bay of Plenty,Pacific Peoples,65-69,Female,52,52,51,44,34,13,56
Bay of Plenty,Pacific Peoples,65-69,Male,56,55,54,48,35,13,66
Bay of Plenty,Pacific Peoples,70-74,Female,47,46,46,42,31,11,58
Bay of Plenty,Pacific Peoples,70-74,Male,37,37,36,31,24,7,34
Bay of Plenty,Pacific Peoples,75-79,Female,37,37,37,31,23,11,40
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,22,19,16,6,27
Bay of Plenty,Pacific Peoples,80-84,Female,16,16,16,13,10,<5,14
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,9,7,<5,12
Bay of Plenty,Unknown,12-17,Female,10,10,<5,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Female,12,9,9,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Male,20,19,19,9,<5,<5,18
Bay of Plenty,Unknown,25-29,Female,39,39,39,14,<5,<5,29
Bay of Plenty,Unknown,25-29,Male,65,63,62,24,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,35,35,35,17,<5,<5,23
Bay of Plenty,Unknown,30-34,Male,69,64,63,30,<5,<5,48
Bay of Plenty,Unknown,35-39,Female,18,17,17,12,<5,<5,17
Bay of Plenty,Unknown,35-39,Male,58,56,56,29,<5,<5,28
Bay of Plenty,Unknown,40-44,Female,25,22,22,13,<5,<5,17
Bay of Plenty,Unknown,40-44,Male,55,54,54,31,<5,<5,38
Bay of Plenty,Unknown,45-49,Female,8,7,7,<5,<5,<5,7
Bay of Plenty,Unknown,45-49,Male,47,46,46,29,<5,<5,35
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,<5,<5,6
Bay of Plenty,Unknown,50-54,Female,12,12,12,5,5,<5,11
Bay of Plenty,Unknown,50-54,Male,36,36,36,23,13,<5,20
Bay of Plenty,Unknown,55-59,Female,9,9,9,<5,<5,<5,9
Bay of Plenty,Unknown,55-59,Male,46,46,46,23,15,<5,34
Bay of Plenty,Unknown,60-64,Female,19,18,18,8,6,<5,14
Bay of Plenty,Unknown,60-64,Male,32,30,30,20,12,<5,22
Bay of Plenty,Unknown,65-69,Male,21,21,21,12,9,<5,13
Bay of Plenty,Unknown,70-74,Female,7,7,7,6,<5,<5,7
Bay of Plenty,Unknown,70-74,Male,17,17,17,13,11,<5,22
Bay of Plenty,Unknown,75-79,Female,9,9,9,7,6,<5,6
Bay of Plenty,Unknown,75-79,Male,8,8,8,6,6,<5,6
Canterbury,Asian,12-17,Female,2314,2236,717,131,<5,<5,2482
Canterbury,Asian,12-17,Male,2511,2454,814,117,<5,<5,2709
