SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
Unknown,Unknown,Unknown,12+,"62,993",Masked,Masked,"70,855","45,176","25,499","11,203",>95%,>95%,64%,44%
Unknown,Unknown,Unknown,5-11,"6,129","3,751","1,992",NA,NA,NA,NA,61%,33%,NA,NA
100100,North Cape,Northland,12+,"1,654","1,364","1,341","1,268",828,666,272,82%,81%,65%,41%
100100,North Cape,Northland,5-11,176,54,23,NA,NA,NA,NA,31%,13%,NA,NA
100200,Rangaunu Harbour,Northland,12+,"2,049","1,649","1,596","1,518",877,684,193,80%,78%,58%,28%
100200,Rangaunu Harbour,Northland,5-11,254,50,19,NA,NA,NA,NA,20%,7%,NA,NA
100400,Karikari Peninsula,Northland,12+,"1,407","1,169","1,151","1,113",751,632,199,83%,82%,67%,31%
100400,Karikari Peninsula,Northland,5-11,134,30,8,NA,NA,NA,NA,22%,6%,NA,NA
100500,Tangonge,Northland,12+,"1,040",857,836,778,484,348,108,82%,80%,62%,31%
100500,Tangonge,Northland,5-11,123,33,10,NA,NA,NA,NA,27%,8%,NA,NA
100600,Ahipara,Northland,12+,"1,101",877,855,816,523,423,97,80%,78%,64%,23%
100600,Ahipara,Northland,5-11,136,54,19,NA,NA,NA,NA,40%,14%,NA,NA
100700,Kaitaia East,Northland,12+,"2,014","1,668","1,592","1,497",840,592,155,83%,79%,56%,26%
100700,Kaitaia East,Northland,5-11,339,101,36,NA,NA,NA,NA,30%,11%,NA,NA
100800,Kaitaia West,Northland,12+,"2,963","2,477","2,376","2,228","1,258",930,274,84%,80%,56%,29%
100800,Kaitaia West,Northland,5-11,432,124,57,NA,NA,NA,NA,29%,13%,NA,NA
100900,Rangitihi,Northland,12+,859,695,682,645,374,288,73,81%,79%,58%,25%
100900,Rangitihi,Northland,5-11,89,18,8,NA,NA,NA,NA,20%,9%,NA,NA
101000,Oruru-Parapara,Northland,12+,849,629,607,584,343,279,82,74%,71%,59%,29%
