SA2 CODE 2018,SA2 2018,DHB, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
142600,Royal Oak West (Auckland),Auckland,2308,Masked,2138, >950 , 926 
142700,Saint Heliers West,Auckland,3300,3110,3046, 942 , 923 
142800,One Tree Hill,Auckland,3904,3649,3513, 935 , 900 
142900,Hillsborough East (Auckland),Auckland,2168,Masked,2041, >950 , 941 
143000,Saint Heliers North,Auckland,3743,3515,3437, 939 , 918 
143100,Remuera Abbotts Park,Auckland,3425,Masked,3203, >950 , 935 
143200,Meadowbank East,Auckland,2270,2147,2089, 946 , 920 
143300,Ellerslie Central,Auckland,2921,2764,2671, 946 , 914 
143400,Royal Oak East (Auckland),Auckland,2464,Masked,2299, >950 , 933 
143500,Saint Heliers South,Auckland,3787,3588,3513, 947 , 928 
143600,Hillsborough South (Auckland),Auckland,2536,Masked,2340, >950 , 923 
143700,Saint Johns West,Auckland,2751,Masked,2584, >950 , 939 
143800,Greenlane South,Auckland,3300,Masked,3103, >950 , 940 
143900,Remuera Waiatarua,Auckland,2106,Masked,1964, >950 , 933 
144000,Glendowie North,Auckland,3811,Masked,Masked, >950 , >950 
144100,Onehunga West,Auckland,3388,3167,3067, 935 , 905 
144200,Ellerslie West,Auckland,162,Masked,Masked, >950 , >950 
144300,Onehunga North,Auckland,3240,3040,2910, 938 , 898 
144400,Ellerslie East,Auckland,2603,2460,2402, 945 , 923 
144500,Saint Johns East,Auckland,2349,Masked,2184, >950 , 930 
144600,Oneroa West,Auckland,1262,1159,1094, 918 , 867 
144700,Glen Innes West,Auckland,3709,3288,3022, 886 , 815 
144800,Ellerslie South,Auckland,2202,2085,2028, 947 , 921 
144900,Stonefields West,Auckland,1800,Masked,Masked, >950 , >950 
145000,Onehunga Central,Auckland,2823,Masked,2601, >950 , 921 
145100,Glendowie South,Auckland,3884,Masked,3629, >950 , 934 
145200,Oranga,Auckland,2462,2188,2002, 889 , 813 
145300,Mount Wellington North West,Auckland,2648,Masked,Masked, >950 , >950 
145400,Panmure Glen Innes Industrial,Auckland,372,324,301, 871 , 809 
145500,Onehunga-Te Papapa Industrial,Auckland,1002,Masked,Masked, >950 , >950 
145600,Te Papapa,Auckland,2728,Masked,2486, >950 , 911 
145700,Stonefields East,Auckland,1597,Masked,1481, >950 , 927 
145800,Glen Innes East-Wai O Taiki Bay,Auckland,3526,Masked,3167, >950 , 898 
145900,Penrose,Auckland,961,Masked,Masked, >950 , >950 
146000,Mount Wellington North East,Auckland,1755,Masked,1664, >950 , 948 
146100,Mangere Bridge Ambury,Counties Manukau,3013,2798,2677, 929 , 888 
146200,Mount Wellington Ferndale,Auckland,3398,Masked,3216, >950 , 946 
146300,Point England,Auckland,4020,3469,3092, 863 , 769 
146400,Bucklands Beach North,Counties Manukau,2812,2516,2452, 895 , 872 
146500,Mount Wellington East,Auckland,2183,Masked,2013, >950 , 922 
146600,Mount Wellington West,Auckland,2558,Masked,2390, >950 , 934 
146700,Panmure West,Auckland,223,Masked,Masked, >950 , >950 
146800,Mangere Bridge,Counties Manukau,2537,2296,2184, 905 , 861 
146900,Oneroa East-Palm Beach,Auckland,1158,1062,995, 917 , 859 
147000,Tamaki,Auckland,3563,3156,2878, 886 , 808 
147100,Panmure East,Auckland,2960,2788,2645, 942 , 894 
147200,Mount Wellington Central,Auckland,4249,Masked,3881, >950 , 913 
147400,Sylvia Park,Auckland,111,96,93, 865 , 838 
147500,Mangere Mountain View,Counties Manukau,3491,3138,2919, 899 , 836 
147600,Surfdale,Auckland,1814,1676,1560, 924 , 860 
147800,Half Moon Bay West,Counties Manukau,2558,2401,2326, 939 , 909 
147900,Auckland Airport,Counties Manukau,522,486,427, 931 , 818 
148000,Eastern Beach,Counties Manukau,2134,1933,1879, 906 , 881 
148100,Sunnyhills West-Pakuranga North,Counties Manukau,2829,Masked,2618, >950 , 925 
148200,Favona North,Counties Manukau,2459,2151,1972, 875 , 802 
148300,Bucklands Beach Central,Counties Manukau,1790,1688,1629, 943 , 910 
148400,Farm Cove,Counties Manukau,2255,2106,2043, 934 , 906 
148500,Mangere North,Counties Manukau,1877,1582,1431, 843 , 762 
148600,Favona West,Counties Manukau,2850,2524,2262, 886 , 794 
148700,Ostend,Auckland,1760,1619,1521, 920 , 864 
148800,Half Moon Bay North East,Counties Manukau,1936,1780,1727, 919 , 892 
148900,Mangere West,Counties Manukau,3584,3019,2708, 842 , 756 
149000,Pakuranga West,Counties Manukau,3680,3452,3275, 938 , 890 
149100,Mount Wellington South West,Auckland,2245,Masked,Masked, >950 , >950 
149200,Sunnyhills East,Counties Manukau,2945,Masked,2767, >950 , 940 
149300,Half Moon Bay South East,Counties Manukau,2679,2529,2431, 944 , 907 
149400,Favona East,Counties Manukau,3312,2987,2720, 902 , 821 
149500,Mount Wellington South East,Auckland,2571,2331,2129, 907 , 828 
149600,Otahuhu Industrial,Counties Manukau,49,Masked,Masked, >950 , >950 
149700,Bucklands Beach South,Counties Manukau,3881,3561,3417, 918 , 880 
149800,Pakuranga Central,Counties Manukau,2915,Masked,2661, >950 , 913 
149900,Awhitu,Counties Manukau,2522,2301,2161, 912 , 857 
150000,Harania North,Counties Manukau,3392,2985,2633, 880 , 776 
150100,Otahuhu Central,Auckland,1441,Masked,1274, >950 , 884 
150200,Mangere Central,Counties Manukau,3186,2729,2476, 857 , 777 
150300,Otahuhu North,Auckland,3112,2896,2672, 931 , 859 
150400,Howick West,Counties Manukau,3496,3225,3091, 922 , 884 
150500,Pakuranga Heights North West,Counties Manukau,2351,2089,1970, 889 , 838 
150600,Mellons Bay,Counties Manukau,3707,Masked,3440, >950 , 928 
150700,Pakuranga Heights East,Counties Manukau,2583,2434,2319, 942 , 898 
150800,Sutton Park,Counties Manukau,3267,2842,2576, 870 , 788 
150900,Otahuhu East,Auckland,1970,1830,1720, 929 , 873 
151000,Mangere South,Counties Manukau,3116,2778,2565, 892 , 823 
151100,Onetangi,Auckland,1100,Masked,975, >950 , 886 
151200,Harania South,Counties Manukau,2818,2513,2284, 892 , 811 
151300,Highland Park (Auckland),Counties Manukau,4097,3777,3631, 922 , 886 
151400,Otahuhu South West,Auckland,3179,2861,2656, 900 , 835 
151500,Pakuranga Heights South West,Counties Manukau,2845,2690,2564, 946 , 901 
151600,Mangere Mascot,Counties Manukau,3266,2834,2561, 868 , 784 
151700,Waiheke East,Auckland,882,795,754, 901 , 855 
151800,Massey Road West,Counties Manukau,3217,2755,2506, 856 , 779 
151900,Otahuhu South,Auckland,3182,2904,2673, 913 , 840 
152000,Howick Central,Counties Manukau,2995,Masked,2795, >950 , 933 
152100,Massey Road North,Counties Manukau,2852,2627,2410, 921 , 845 
152200,Botany Downs West,Counties Manukau,2506,2379,2286, 949 , 912 
152300,East Tamaki,Counties Manukau,410,372,350, 907 , 854 
152400,Howick East,Counties Manukau,3024,2847,2735, 941 , 904 
152500,Burswood,Counties Manukau,1362,Masked,1288, >950 , 946 
152600,Massey Road South,Counties Manukau,1574,1381,1249, 877 , 794 
152800,Mangere South East,Counties Manukau,3387,3062,2860, 904 , 844 
152900,Botany Downs East,Counties Manukau,1937,Masked,1804, >950 , 931 
153000,Grange,Counties Manukau,1868,1647,1494, 882 , 800 
153100,Golflands,Counties Manukau,2220,Masked,2052, >950 , 924 
153200,Aorere North,Counties Manukau,1437,1162,1051, 809 , 731 
153300,Mangere East,Counties Manukau,3349,3137,2934, 937 , 876 
153400,Cockle Bay,Counties Manukau,3831,3625,3522, 946 , 919 
153500,Otara West,Counties Manukau,2825,2283,1967, 808 , 696 
153600,Aorere Central,Counties Manukau,1831,1680,1575, 918 , 860 
153700,Northpark North,Counties Manukau,2578,2370,2300, 919 , 892 
153800,Somerville,Counties Manukau,4061,3765,3667, 927 , 903 
153900,Northpark South,Counties Manukau,1981,1868,1813, 943 , 915 
154000,Papatoetoe North,Counties Manukau,4147,Masked,3832, >950 , 924 
154100,Dingwall,Counties Manukau,3089,Masked,2885, >950 , 934 
154200,Aorere South,Counties Manukau,4082,3672,3468, 900 , 850 
154300,Shelly Park,Counties Manukau,2523,Masked,2331, >950 , 924 
154400,Otara Central,Counties Manukau,2385,2000,1759, 839 , 738 
154500,Huntington Park,Counties Manukau,1766,1653,1595, 936 , 903 
154700,Botany North,Counties Manukau,2343,Masked,2195, >950 , 937 
154800,Papatoetoe West,Counties Manukau,4056,3775,3578, 931 , 882 
154900,Papatoetoe Central,Counties Manukau,4657,Masked,4243, >950 , 911 
155000,Sunkist Bay,Counties Manukau,2759,Masked,2552, >950 , 925 
155100,Otara East,Counties Manukau,3166,2756,2430, 870 , 768 
155200,Redcastle,Counties Manukau,2301,2065,1975, 897 , 858 
155300,Botany East,Counties Manukau,1758,Masked,1645, >950 , 936 
155400,Botany South,Counties Manukau,2531,2389,2319, 944 , 916 
155500,Manukau Central,Counties Manukau,928,Masked,865, >950 , 932 
155600,Papatoetoe East,Counties Manukau,3862,3655,3455, 946 , 895 
155700,Otara South,Counties Manukau,3182,2666,2353, 838 , 739 
155800,Ferguson,Counties Manukau,3793,3148,2734, 830 , 721 
155900,Papatoetoe South West,Counties Manukau,3122,2923,2734, 936 , 876 
156000,Botany Junction,Counties Manukau,151,121,117, 801 , 775 
156100,Dannemora North,Counties Manukau,2248,2116,2050, 941 , 912 
156200,Papatoetoe South,Counties Manukau,3657,Masked,3325, >950 , 909 
156300,East Tamaki Heights,Counties Manukau,2616,2457,2375, 939 , 908 
156400,Te Puru,Counties Manukau,3324,Masked,Masked, >950 , >950 
156500,Puhinui North,Counties Manukau,3387,3201,3065, 945 , 905 
156600,Dannemora South,Counties Manukau,2506,Masked,2312, >950 , 923 
156700,Puhinui South,Counties Manukau,2215,2100,1986, 948 , 897 
156800,Rongomai West,Counties Manukau,2081,1725,1541, 829 , 741 
156900,Baverstock,Counties Manukau,3582,3380,3268, 944 , 912 
157000,Puhinui East,Counties Manukau,2380,2245,2138, 943 , 898 
157100,Turanga,Counties Manukau,2748,Masked,Masked, >950 , >950 
157200,Rongomai East,Counties Manukau,1904,1591,1434, 836 , 753 
157300,Ormiston North,Counties Manukau,2106,Masked,Masked, >950 , >950 
157400,Maraetai,Counties Manukau,2117,Masked,1974, >950 , 932 
157500,Chapel Downs,Counties Manukau,2906,2747,2604, 945 , 896 
157600,Wiri West,Counties Manukau,800,683,592, 854 , 740 
157700,Clover Park North,Counties Manukau,3996,3383,3059, 847 , 766 
157800,Mission Heights North,Counties Manukau,3090,2931,2829, 949 , 916 
157900,Clover Park South,Counties Manukau,3583,3236,3033, 903 , 846 
158000,Donegal Park,Counties Manukau,3288,Masked,Masked, >950 , >950 
158100,Ormiston South,Counties Manukau,5360,Masked,Masked, >950 , >950 
158200,Mission Heights South,Counties Manukau,2907,Masked,Masked, >950 , >950 
158300,Hilltop (Auckland),Counties Manukau,3180,Masked,2955, >950 , 929 
158400,Wiri East,Counties Manukau,3537,3240,2889, 916 , 817 
158500,Goodwood Heights,Counties Manukau,3987,3750,3565, 941 , 894 
158600,Ormiston East,Counties Manukau,2182,Masked,Masked, >950 , >950 
158700,Clendon Park North,Counties Manukau,2662,2282,1984, 857 , 745 
158800,Burbank,Counties Manukau,3262,2790,2459, 855 , 754 
158900,Tuscany Heights,Counties Manukau,1424,1331,1290, 935 , 906 
159000,Totara Heights,Counties Manukau,2582,2392,2274, 926 , 881 
159100,Homai East,Counties Manukau,2903,2700,2515, 930 , 866 
159200,Homai West,Counties Manukau,3966,3455,3077, 871 , 776 
159300,The Gardens (Auckland),Counties Manukau,3488,3275,3157, 939 , 905 
159400,Clarks Beach,Counties Manukau,1171,Masked,Masked, >950 , >950 
159500,Clendon Park West,Counties Manukau,2567,2305,2061, 898 , 803 
159600,Hillpark North,Counties Manukau,2109,1947,1852, 923 , 878 
159700,Clendon Park East,Counties Manukau,1797,1572,1381, 875 , 769 
159800,Karaka Creek,Counties Manukau,1282,Masked,1195, >950 , 932 
159900,Rowandale West,Counties Manukau,2895,2444,2150, 844 , 743 
160000,Rowandale East,Counties Manukau,3263,2836,2562, 869 , 785 
160100,Manurewa Central,Counties Manukau,3132,2927,2710, 935 , 865 
160200,Weymouth North,Counties Manukau,3931,3531,3175, 898 , 808 
160300,Hillpark South,Counties Manukau,2796,2564,2436, 917 , 871 
160400,Alfriston,Counties Manukau,3501,3233,3079, 923 , 879 
160500,Weymouth East,Counties Manukau,3007,2671,2392, 888 , 795 
160600,Leabank,Counties Manukau,3705,3198,2851, 863 , 770 
160700,Weymouth South,Counties Manukau,3132,2756,2520, 880 , 805 
160800,Manurewa East,Counties Manukau,2415,2214,1984, 917 , 822 
160900,Manurewa South,Counties Manukau,3374,3029,2767, 898 , 820 
161000,Randwick Park East,Counties Manukau,2179,1945,1815, 893 , 833 
161100,Wattle Downs West,Counties Manukau,3186,3014,2877, 946 , 903 
161200,Wattle Downs North,Counties Manukau,2002,1671,1451, 835 , 725 
161300,Randwick Park West,Counties Manukau,2831,2377,2100, 840 , 742 
161400,Kingseat-Karaka,Counties Manukau,2382,Masked,2155, >950 , 905 
161500,Wattle Downs East,Counties Manukau,1985,1849,1761, 931 , 887 
161600,Takanini North,Counties Manukau,2022,1887,1726, 933 , 854 
161800,Conifer Grove West,Counties Manukau,2599,Masked,Masked, >950 , >950 
161900,Conifer Grove East,Counties Manukau,1789,1601,1492, 895 , 834 
162000,Takanini West,Counties Manukau,2271,2141,1949, 943 , 858 
162100,Takanini South,Counties Manukau,4777,Masked,Masked, >950 , >950 
162200,Takanini Central,Counties Manukau,1019,Masked,Masked, >950 , >950 
162300,Ardmore,Counties Manukau,1096,1040,981, 949 , 895 
162400,Glenbrook,Counties Manukau,1942,Masked,1835, >950 , 945 
162500,Hingaia,Counties Manukau,2108,Masked,1996, >950 , 947 
162600,Takanini South East,Counties Manukau,1904,Masked,Masked, >950 , >950 
162700,Kawakawa Bay-Orere,Counties Manukau,1630,1531,1466, 939 , 899 
162800,Papakura West,Counties Manukau,1511,1419,1337, 939 , 885 
162900,Clevedon,Counties Manukau,1309,Masked,1205, >950 , 921 
163000,Papakura North,Counties Manukau,3263,3035,2807, 930 , 860 
163100,Pahurehure,Counties Manukau,2746,Masked,2518, >950 , 917 
163200,Papakura Central,Counties Manukau,2640,Masked,2403, >950 , 910 
163300,Papakura North East,Counties Manukau,2599,Masked,Masked, >950 , >950 
163400,Karaka Lakes,Counties Manukau,1831,Masked,Masked, >950 , >950 
163500,Papakura Kelvin,Counties Manukau,3480,3040,2657, 874 , 764 
163600,Papakura Massey Park,Counties Manukau,2142,1982,1779, 925 , 831 
163700,Rosehill,Counties Manukau,3406,3166,2882, 930 , 846 
163800,Patumahoe,Counties Manukau,1874,Masked,1778, >950 , 949 
163900,Papakura East,Counties Manukau,2522,2339,2140, 927 , 849 
164000,Opaheke,Counties Manukau,2389,2252,2093, 943 , 876 
164100,Papakura Industrial,Counties Manukau,168,Masked,146, >950 , 869 
164200,Red Hill,Counties Manukau,2085,1963,1761, 941 , 845 
164300,Drury,Counties Manukau,1025,Masked,Masked, >950 , >950 
164400,Tamakae,Counties Manukau,2104,1955,1857, 929 , 883 
164500,Hamilton Estate,Counties Manukau,2112,Masked,1876, >950 , 888 
164600,Drury Rural,Counties Manukau,2302,Masked,2121, >950 , 921 
164700,Waiuku Central,Counties Manukau,1059,990,936, 935 , 884 
164800,Waiuku East,Counties Manukau,1397,Masked,1267, >950 , 907 
164900,Kendallvale,Counties Manukau,886,Masked,801, >950 , 904 
165000,Puni,Counties Manukau,1387,Masked,1304, >950 , 940 
165100,Ramarama,Counties Manukau,1834,Masked,Masked, >950 , >950 
165200,Hunua,Counties Manukau,1164,Masked,1075, >950 , 924 
165300,Pukekohe North West,Counties Manukau,3649,3439,3135, 942 , 859 
165400,Anselmi Ridge,Counties Manukau,2251,Masked,Masked, >950 , >950 
165500,Pukekohe West,Counties Manukau,4733,Masked,4299, >950 , 908 
165600,Cape Hill,Counties Manukau,1220,Masked,1113, >950 , 912 
165700,Rosa Birch Park,Counties Manukau,1719,Masked,1631, >950 , 949 
165800,Rooseville Park,Counties Manukau,2035,1931,1836, 949 , 902 
165900,Cloverlea (Auckland),Counties Manukau,2026,Masked,Masked, >950 , >950 
166000,Pukekohe Central,Counties Manukau,339,295,269, 870 , 794 
166100,Pukekohe Hospital,Counties Manukau,1282,Masked,Masked, >950 , >950 
166200,Buckland,Counties Manukau,915,Masked,Masked, >950 , >950 
166300,Bombay Hills,Counties Manukau,1672,1557,1484, 931 , 888 
166400,Ararimu,Counties Manukau,1741,1646,1566, 945 , 899 
166500,Colville,Waikato,1310,1045,930, 798 , 710 
166700,Coromandel,Waikato,1552,1316,1216, 848 , 784 
166900,Mercury Bay North,Waikato,1482,1319,1229, 890 , 829 
167000,Whitianga North,Waikato,1419,1293,1216, 911 , 857 
167100,Whitianga South,Waikato,3521,3294,3055, 936 , 868 
167200,Thames Coast,Waikato,1536,1346,1255, 876 , 817 
167300,Cooks Beach-Ferry Landing,Waikato,408,370,347, 907 , 850 
167400,Mercury Bay South,Waikato,1123,984,898, 876 , 800 
167500,Kauaeranga,Waikato,489,416,394, 851 , 806 
167600,Thames North,Waikato,1701,1558,1454, 916 , 855 
167700,Thames Central,Waikato,966,888,824, 919 , 853 
167800,Thames South,Waikato,2905,2601,2414, 895 , 831 
167900,Hikuai,Waikato,174,141,127, 810 , 730 
168000,Totora-Kopu,Waikato,759,693,648, 913 , 854 
168100,Tairua,Waikato,1243,1166,1071, 938 , 862 
168200,Pauanui,Waikato,794,Masked,736, >950 , 927 
168300,Matatoki-Puriri,Waikato,934,778,706, 833 , 756 
168400,Whangamata Rural,Waikato,385,333,305, 865 , 792 
168500,Whangamata,Waikato,3565,3240,3034, 909 , 851 
168600,Miranda-Pukorokoro,Counties Manukau,737,Masked,654, >950 , 887 
168700,Hauraki Plains North,Waikato,934,847,769, 907 , 823 
168800,Hauraki Plains East,Waikato,1114,982,881, 882 , 791 
168900,Ngatea,Waikato,1207,Masked,1096, >950 , 908 
169000,Hauraki Plains South,Waikato,1163,970,843, 834 , 725 
169100,Paeroa Rural,Waikato,1649,1330,1190, 807 , 722 
169200,Paeroa,Waikato,3812,3397,3077, 891 , 807 
169300,Waihi Rural,Waikato,1857,1583,1459, 852 , 786 
169400,Waihi North,Waikato,1599,1323,1202, 827 , 752 
169500,Waihi East,Waikato,1217,1008,899, 828 , 739 
169600,Waihi South,Waikato,2035,1690,1514, 830 , 744 
169700,Aka Aka,Counties Manukau,2493,2366,2260, 949 , 907 
169800,Mangatangi,Counties Manukau,819,Masked,743, >950 , 907 
169900,Tuakau Rural,Counties Manukau,1325,Masked,1220, >950 , 921 
170000,Tuakau North,Counties Manukau,2598,2413,2202, 929 , 848 
170100,Onewhero,Counties Manukau,1260,1151,1072, 913 , 851 
170200,Pokeno Rural,Counties Manukau,1383,Masked,1241, >950 , 897 
170300,Tuakau South,Counties Manukau,1482,Masked,1375, >950 , 928 
170400,Port Waikato-Waikaretu,Counties Manukau,594,554,509, 933 , 857 
170500,Pokeno,Counties Manukau,2964,Masked,Masked, >950 , >950 
170600,Pukekawa,Counties Manukau,1288,1212,1152, 941 , 894 
170700,Maramarua,Waikato,1288,Masked,1120, >950 , 870 
170800,Rangiriri,Waikato,1232,Masked,Masked, >950 , >950 
170900,Te Akau,Counties Manukau,269,240,225, 892 , 836 
170900,Te Akau,Waikato,1358,1209,1111, 890 , 818 
171100,Te Kauwhata,Waikato,1325,1237,1122, 934 , 847 
171200,Huntly Rural,Waikato,1782,1645,1475, 923 , 828 
171300,Waerenga,Waikato,724,631,580, 872 , 801 
171400,Huntly West,Waikato,2431,1989,1657, 818 , 682 
171500,Huntly East,Waikato,4029,3694,3336, 917 , 828 
171600,Raglan,Waikato,2941,2544,2304, 865 , 783 
171700,Whitikahu,Waikato,1570,1467,1363, 934 , 868 
171800,Te Uku,Waikato,2299,1941,1748, 844 , 760 
171900,Taupiri-Lake Kainui,Waikato,1965,1819,1671, 926 , 850 
172000,Ngaruawahia North,Waikato,1389,1219,1080, 878 , 778 
172100,Ngaruawahia Central,Waikato,2478,2157,1914, 870 , 772 
172200,Ngaruawahia South,Waikato,1517,1341,1192, 884 , 786 
172300,Kainui-Gordonton,Waikato,1396,1292,1196, 926 , 857 
172400,Te Kowhai,Waikato,1717,1629,1541, 949 , 897 
172500,Whatawhata West,Waikato,387,333,314, 860 , 811 
172600,Horotiu,Waikato,493,439,392, 890 , 795 
172700,Horsham Downs,Waikato,629,579,555, 921 , 882 
172800,Whatawhata East,Waikato,2336,2219,2054, 950 , 879 
172900,Rotokauri ,Waikato,881,795,743, 902 , 843 
173000,Hamilton Park,Waikato,1290,1209,1144, 937 , 887 
173100,Eureka-Tauwhare,Waikato,1697,1585,1485, 934 , 875 
173200,Tamahere North,Waikato,3800,Masked,3522, >950 , 927 
173300,Pukemoremore,Waikato,2055,Masked,1857, >950 , 904 
173400,Tamahere South,Waikato,1735,Masked,Masked, >950 , >950 
173500,Tahuna-Mangateparu,Waikato,1270,1122,1034, 883 , 814 
173600,Mangaiti,Waikato,1073,897,784, 836 , 731 
173700,Tatuanui,Waikato,1090,988,904, 906 , 829 
173800,Tahuroa,Waikato,1441,1357,1255, 942 , 871 
173900,Morrinsville East,Waikato,4258,Masked,3821, >950 , 897 
174000,Morrinsville West,Waikato,2467,2257,2058, 915 , 834 
174100,Te Aroha East,Waikato,2203,1800,1611, 817 , 731 
174200,Te Aroha West,Waikato,1723,1569,1460, 911 , 847 
174300,Waihou-Manawaru,Waikato,1007,801,727, 795 , 722 
174400,Waitoa-Ngarua,Waikato,927,841,760, 907 , 820 
174500,Richmond Downs-Wardville,Waikato,1000,884,787, 884 , 787 
174600,Waharoa-Peria,Waikato,1254,1164,1022, 928 , 815 
174700,Okauia,Waikato,830,747,678, 900 , 817 
174800,Hinuera,Waikato,972,Masked,858, >950 , 883 
174900,Matamata North,Waikato,2773,2541,2371, 916 , 855 
175000,Matamata South,Waikato,4248,Masked,3879, >950 , 913 
175100,Te Poi,Waikato,684,575,530, 841 , 775 
175200,Te Rapa North,Waikato,144,123,115, 854 , 799 
175300,Flagstaff North,Waikato,3105,Masked,Masked, >950 , >950 
175400,Rotokauri-Waiwhakareke,Waikato,624,Masked,Masked, >950 , >950 
175500,Flagstaff South,Waikato,2567,Masked,Masked, >950 , >950 
175600,Rototuna North,Waikato,1164,Masked,Masked, >950 , >950 
175700,Pukete West,Waikato,1781,1647,1513, 925 , 850 
175800,Flagstaff East,Waikato,3323,Masked,3106, >950 , 935 
175900,Rototuna Central,Waikato,4078,3866,3688, 948 , 904 
176000,Pukete East,Waikato,1965,Masked,1803, >950 , 918 
176100,Te Manatu,Waikato,3179,Masked,2928, >950 , 921 
176200,Rototuna South,Waikato,3781,Masked,3525, >950 , 932 
176300,Te Rapa South,Waikato,131,Masked,Masked, >950 , >950 
176400,Saint Andrews West,Waikato,2470,2188,1986, 886 , 804 
176500,Saint Andrews East,Waikato,2197,2075,1974, 944 , 898 
176600,Queenwood (Hamilton City),Waikato,2128,2008,1909, 944 , 897 
176700,St James,Waikato,1684,1598,1530, 949 , 909 
176800,Crawshaw,Waikato,2463,2105,1776, 855 , 721 
176900,Huntington,Waikato,2262,Masked,2116, >950 , 935 
177000,Western Heights (Hamilton City),Waikato,2585,Masked,2429, >950 , 940 
177100,Nawton West,Waikato,3108,2872,2626, 924 , 845 
177200,Nawton East,Waikato,3472,3100,2773, 893 , 799 
177300,Chartwell,Waikato,2066,1887,1712, 913 , 829 
177400,Forest Lake (Hamilton City),Waikato,2125,1968,1808, 926 , 851 
177500,Chedworth,Waikato,1581,1450,1371, 917 , 867 
177600,Beerescourt,Waikato,2013,1890,1795, 939 , 892 
177700,Miropiko,Waikato,2776,2629,2494, 947 , 898 
177800,Porritt,Waikato,2132,1932,1763, 906 , 827 
177900,Dinsdale North,Waikato,3681,3357,3081, 912 , 837 
178000,Maeroa,Waikato,3128,2882,2599, 921 , 831 
178100,Dinsdale South,Waikato,3426,3126,2882, 912 , 841 
178200,Fairfield (Hamilton City),Waikato,3571,3152,2731, 883 , 765 
178300,Whitiora,Waikato,2259,Masked,2045, >950 , 905 
178400,Enderley North,Waikato,1983,1660,1409, 837 , 711 
178500,Fairview Downs,Waikato,2674,Masked,2363, >950 , 884 
178600,Temple View,Waikato,1037,909,815, 877 , 786 
178700,Swarbrick,Waikato,2087,1973,1793, 945 , 859 
178800,Kahikatea,Waikato,2784,2445,2189, 878 , 786 
178900,Frankton Junction ,Waikato,598,562,504, 940 , 843 
179000,Kirikiriroa,Waikato,398,Masked,Masked, >950 , >950 
179100,Enderley South,Waikato,2255,2101,1851, 932 , 821 
179200,Ruakura,Waikato,1452,Masked,Masked, >950 , >950 
179300,Claudelands,Waikato,2646,2468,2322, 933 , 878 
179400,Hamilton Central,Waikato,776,Masked,694, >950 , 894 
179500,Hamilton Lake,Waikato,3080,Masked,2820, >950 , 916 
179600,Peachgrove,Waikato,2989,Masked,2778, >950 , 929 
179700,Hamilton East Village,Waikato,2714,Masked,2491, >950 , 918 
179800,Hamilton West,Waikato,1460,Masked,1328, >950 , 910 
179900,Greensboro,Waikato,2805,Masked,Masked, >950 , >950 
180000,Hamilton East Cook,Waikato,1697,Masked,1484, >950 , 874 
180100,Melville North,Waikato,2462,Masked,2206, >950 , 896 
180200,Hamilton East,Waikato,3334,3093,2911, 928 , 873 
180300,Melville South,Waikato,1927,1784,1588, 926 , 824 
180400,Deanwell,Waikato,1686,1537,1400, 912 , 830 
180500,Bader,Waikato,2032,1784,1545, 878 , 760 
180600,Hillcrest West (Hamilton City),Waikato,2165,Masked,1988, >950 , 918 
180700,Hillcrest East (Hamilton City),Waikato,2537,Masked,2298, >950 , 906 
180800,Silverdale (Hamilton City),Waikato,1682,Masked,1520, >950 , 904 
180900,Glenview,Waikato,1845,1734,1595, 940 , 864 
181000,Resthill,Waikato,2083,1940,1814, 931 , 871 
181100,Fitzroy ,Waikato,2722,Masked,Masked, >950 , >950 
181200,Riverlea,Waikato,2396,2257,2158, 942 , 901 
181300,Peacockes,Waikato,255,Masked,241, >950 , 945 
181400,Te Pahu,Waikato,1159,1038,958, 896 , 827 
181500,Ngahinapouri,Waikato,1356,1285,1190, 948 , 878 
181600,Lake Cameron,Waikato,1189,1126,1057, 947 , 889 
181700,Lake Ngaroto,Waikato,956,885,836, 926 , 874 
181800,Kaipaki,Waikato,1299,1223,1159, 941 , 892 
181900,Pirongia,Waikato,1043,945,905, 906 , 868 
182000,Hautapu Rural,Waikato,601,570,542, 948 , 902 
182100,Pokuru,Waikato,1193,1069,991, 896 , 831 
182200,Te Rahu,Waikato,997,Masked,888, >950 , 891 
182300,Fencourt,Waikato,650,605,573, 931 , 882 
182400,Hautapu,Waikato,467,Masked,Masked, >950 , >950 
182500,Karapiro,Waikato,1947,Masked,1739, >950 , 893 
182600,Cambridge North,Waikato,2017,Masked,Masked, >950 , >950 
182700,Cambridge West,Waikato,2167,Masked,1971, >950 , 910 
182800,Cambridge East,Waikato,2409,2244,2124, 932 , 882 
182900,Cambridge Park-River Garden,Waikato,1198,Masked,1138, >950 , 950 
183000,Oaklands-St Kilda,Waikato,1458,Masked,Masked, >950 , >950 
183100,Pukerimu,Waikato,845,Masked,Masked, >950 , >950 
183200,Cambridge Central,Waikato,822,Masked,Masked, >950 , >950 
183300,Te Awamutu North,Waikato,958,905,836, 945 , 873 
183400,Te Awamutu West,Waikato,1168,1038,956, 889 , 818 
183500,Leamington West,Waikato,1413,1270,1209, 899 , 856 
183600,Goodfellow Park,Waikato,1503,1346,1239, 896 , 824 
183700,Leamington South,Waikato,1554,1460,1401, 940 , 902 
