DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,European or Other,50-54,Female,8215,8187,"8,173","7,200","6,886","1,458",8708
Auckland,European or Other,50-54,Male,8707,8649,"8,642","7,372","6,980","1,204",9308
Auckland,European or Other,50-54,Unknown/Other,8,8,8,7,7,<5,8
Auckland,European or Other,55-59,Female,7401,7370,"7,353","6,570","6,284","1,795",8045
Auckland,European or Other,55-59,Male,8067,8023,"8,008","6,974","6,618","1,657",8666
Auckland,European or Other,55-59,Unknown/Other,8,8,8,8,8,<5,7
Auckland,European or Other,60-64,Female,6862,6826,"6,794","6,226","6,008","2,219",7216
Auckland,European or Other,60-64,Male,7357,7326,"7,292","6,526","6,263","1,990",7737
Auckland,European or Other,65-69,Female,5828,5811,"5,784","5,371","5,186","2,812",6044
Auckland,European or Other,65-69,Male,5944,5924,"5,896","5,427","5,208","2,641",6257
Auckland,European or Other,70-74,Female,5099,5082,"5,039","4,735","4,589","2,889",5391
Auckland,European or Other,70-74,Male,5076,5064,"5,035","4,765","4,603","2,764",5329
Auckland,European or Other,75-79,Female,4146,4133,"4,095","3,928","3,799","2,547",4101
Auckland,European or Other,75-79,Male,3635,3628,"3,590","3,447","3,345","2,192",3639
Auckland,European or Other,80-84,Female,3044,3040,"3,015","2,906","2,835","1,922",3084
Auckland,European or Other,80-84,Male,2530,2528,"2,504","2,431","2,339","1,561",2499
Auckland,European or Other,85-89,Female,1813,1809,"1,798","1,754","1,697","1,113",1875
Auckland,European or Other,85-89,Male,1216,1213,"1,204","1,171","1,137",783,1246
Auckland,European or Other,90+,Female,1535,1530,"1,524","1,483","1,439",916,1657
Auckland,European or Other,90+,Male,758,757,751,739,720,477,806
Auckland,Maori,12-17,Female,1593,1477,505,56,<5,<5,1801
Auckland,Maori,12-17,Male,1600,1482,531,65,<5,<5,1862
Auckland,Maori,18-24,Female,2397,2350,"2,346","1,057",<5,9,2471
Auckland,Maori,18-24,Male,2150,2080,"2,078",751,<5,5,2330
Auckland,Maori,25-29,Female,1571,1535,"1,533",806,<5,6,1797
Auckland,Maori,25-29,Male,1657,1614,"1,610",718,<5,<5,1843
Auckland,Maori,30-34,Female,1371,1335,"1,333",750,<5,9,1588
Auckland,Maori,30-34,Male,1309,1273,"1,270",582,<5,9,1493
Auckland,Maori,35-39,Female,1033,1005,"1,004",591,<5,21,1180
Auckland,Maori,35-39,Male,1001,973,971,504,<5,7,1121
Auckland,Maori,40-44,Female,889,869,865,574,<5,22,1034
Auckland,Maori,40-44,Male,946,919,917,535,<5,16,1068
Auckland,Maori,45-49,Female,993,985,984,715,<5,32,1104
Auckland,Maori,45-49,Male,954,931,931,644,<5,33,1091
Auckland,Maori,5-11,Female,858,470,NA,NA,NA,NA,1964
Auckland,Maori,5-11,Male,954,514,NA,NA,NA,NA,2185
Auckland,Maori,50-54,Female,1040,1031,"1,030",788,714,183,1129
Auckland,Maori,50-54,Male,940,917,914,657,581,124,986
Auckland,Maori,55-59,Female,885,877,876,720,664,193,1000
Auckland,Maori,55-59,Male,886,875,874,693,629,178,982
Auckland,Maori,60-64,Female,808,803,802,695,648,216,816
Auckland,Maori,60-64,Male,718,715,713,620,575,198,726
Auckland,Maori,65-69,Female,555,551,551,496,460,230,574
Auckland,Maori,65-69,Male,414,413,412,376,351,166,433
Auckland,Maori,70-74,Female,340,338,337,315,299,153,343
Auckland,Maori,70-74,Male,306,306,306,291,272,152,292
Auckland,Maori,75-79,Female,176,175,175,160,153,87,167
Auckland,Maori,75-79,Male,143,143,141,137,127,77,157
Auckland,Maori,80-84,Female,112,112,110,107,102,53,118
Auckland,Maori,80-84,Male,80,80,80,74,69,39,74
Auckland,Maori,85-89,Female,51,51,51,50,46,27,53
Auckland,Maori,85-89,Male,31,31,30,29,28,17,28
Auckland,Maori,90+,Female,29,29,29,26,24,14,31
Auckland,Pacific Peoples,12-17,Female,2624,2451,894,93,<5,<5,3033
Auckland,Pacific Peoples,12-17,Male,2634,2440,857,75,<5,<5,3119
Auckland,Pacific Peoples,12-17,Unknown/Other,5,5,<5,<5,<5,<5,5
Auckland,Pacific Peoples,18-24,Female,3545,3499,"3,497","1,531",<5,12,3879
Auckland,Pacific Peoples,18-24,Male,3371,3279,"3,277","1,113",<5,6,3775
Auckland,Pacific Peoples,18-24,Unknown/Other,16,16,16,6,<5,<5,16
Auckland,Pacific Peoples,25-29,Female,2489,2440,"2,429","1,188",<5,9,2806
Auckland,Pacific Peoples,25-29,Male,2442,2370,"2,365",890,<5,7,2799
Auckland,Pacific Peoples,25-29,Unknown/Other,9,9,9,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2092,2053,"2,046","1,096",<5,26,2329
Auckland,Pacific Peoples,30-34,Male,2103,2041,"2,037",911,<5,11,2309
Auckland,Pacific Peoples,30-34,Unknown/Other,6,6,6,<5,<5,<5,5
Auckland,Pacific Peoples,35-39,Female,1641,1610,"1,610","1,004",<5,20,1848
Auckland,Pacific Peoples,35-39,Male,1659,1619,"1,616",843,<5,20,1843
Auckland,Pacific Peoples,40-44,Female,1641,1617,"1,612","1,092",<5,34,1813
Auckland,Pacific Peoples,40-44,Male,1601,1573,"1,571",950,<5,14,1796
Auckland,Pacific Peoples,45-49,Female,1595,1586,"1,584","1,121",<5,76,1763
Auckland,Pacific Peoples,45-49,Male,1535,1507,"1,504","1,039",<5,37,1745
Auckland,Pacific Peoples,5-11,Female,1438,633,NA,NA,NA,NA,3300
Auckland,Pacific Peoples,5-11,Male,1616,730,NA,NA,NA,NA,3538
Auckland,Pacific Peoples,50-54,Female,1625,1615,"1,610","1,250","1,120",220,1802
Auckland,Pacific Peoples,50-54,Male,1588,1567,"1,564","1,180","1,047",176,1740
Auckland,Pacific Peoples,55-59,Female,1599,1590,"1,588","1,251","1,142",235,1707
Auckland,Pacific Peoples,55-59,Male,1470,1455,"1,454","1,168","1,067",231,1535
Auckland,Pacific Peoples,60-64,Female,1234,1229,"1,226","1,039",964,276,1363
Auckland,Pacific Peoples,60-64,Male,1188,1185,"1,180",979,895,237,1272
Auckland,Pacific Peoples,65-69,Female,962,956,954,817,760,241,1014
Auckland,Pacific Peoples,65-69,Male,930,922,921,816,757,273,978
Auckland,Pacific Peoples,70-74,Female,734,733,732,624,576,213,734
Auckland,Pacific Peoples,70-74,Male,595,593,592,543,502,216,607
Auckland,Pacific Peoples,75-79,Female,459,459,457,386,358,123,514
Auckland,Pacific Peoples,75-79,Male,316,312,312,275,252,113,355
Auckland,Pacific Peoples,80-84,Female,314,307,307,251,223,75,357
Auckland,Pacific Peoples,80-84,Male,190,189,189,167,156,56,195
Auckland,Pacific Peoples,85-89,Female,159,155,155,129,122,37,183
Auckland,Pacific Peoples,85-89,Male,76,76,76,64,61,25,88
Auckland,Pacific Peoples,90+,Female,74,72,72,63,56,23,98
Auckland,Pacific Peoples,90+,Male,31,31,31,26,23,13,29
Auckland,Unknown,12-17,Female,164,148,51,16,<5,<5,64
Auckland,Unknown,12-17,Male,188,165,54,9,<5,<5,67
Auckland,Unknown,12-17,Unknown/Other,12,12,6,<5,<5,<5,12
Auckland,Unknown,18-24,Female,310,304,304,159,<5,<5,102
Auckland,Unknown,18-24,Male,344,331,327,150,<5,<5,116
Auckland,Unknown,18-24,Unknown/Other,43,42,42,23,<5,<5,45
Auckland,Unknown,25-29,Female,502,492,492,294,<5,<5,176
Auckland,Unknown,25-29,Male,554,537,537,283,<5,<5,195
Auckland,Unknown,25-29,Unknown/Other,71,70,70,43,<5,<5,76
Auckland,Unknown,30-34,Female,500,480,480,279,<5,9,153
Auckland,Unknown,30-34,Male,711,682,681,351,<5,8,217
Auckland,Unknown,30-34,Unknown/Other,97,93,93,60,<5,<5,97
Auckland,Unknown,35-39,Female,361,349,349,203,<5,<5,125
Auckland,Unknown,35-39,Male,621,593,592,342,<5,8,234
Auckland,Unknown,35-39,Unknown/Other,58,56,56,38,<5,<5,53
Auckland,Unknown,40-44,Female,258,252,252,130,<5,5,111
Auckland,Unknown,40-44,Male,450,430,430,253,<5,<5,181
Auckland,Unknown,40-44,Unknown/Other,38,36,36,24,<5,<5,29
Auckland,Unknown,45-49,Female,192,188,188,105,<5,6,86
Auckland,Unknown,45-49,Male,398,375,373,222,<5,<5,176
Auckland,Unknown,45-49,Unknown/Other,26,24,24,18,<5,<5,19
Auckland,Unknown,5-11,Female,152,93,NA,NA,NA,NA,43
Auckland,Unknown,5-11,Male,141,71,NA,NA,NA,NA,49
Auckland,Unknown,50-54,Female,164,159,159,77,69,7,79
Auckland,Unknown,50-54,Male,326,307,307,178,150,14,180
Auckland,Unknown,50-54,Unknown/Other,24,21,21,15,13,<5,22
Auckland,Unknown,55-59,Female,165,158,155,91,81,9,71
Auckland,Unknown,55-59,Male,287,264,264,165,143,20,154
Auckland,Unknown,55-59,Unknown/Other,12,12,12,10,9,<5,9
Auckland,Unknown,60-64,Female,185,180,180,107,102,20,74
Auckland,Unknown,60-64,Male,216,209,208,113,103,17,119
Auckland,Unknown,60-64,Unknown/Other,10,10,10,6,6,<5,10
Auckland,Unknown,65-69,Female,113,110,110,70,67,19,67
Auckland,Unknown,65-69,Male,169,165,165,98,87,30,84
Auckland,Unknown,65-69,Unknown/Other,6,6,6,<5,<5,<5,7
Auckland,Unknown,70-74,Female,64,63,63,40,37,15,40
Auckland,Unknown,70-74,Male,80,78,77,42,39,8,43
Auckland,Unknown,75-79,Female,35,32,32,20,19,5,25
Auckland,Unknown,75-79,Male,34,33,33,23,23,8,21
Auckland,Unknown,80-84,Female,9,9,9,7,7,6,12
Auckland,Unknown,80-84,Male,12,11,11,8,8,<5,13
Auckland,Unknown,85-89,Female,5,5,5,<5,<5,<5,6
Auckland,Unknown,85-89,Male,6,6,5,6,6,<5,5
Bay of Plenty,Asian,12-17,Female,611,580,197,20,<5,<5,652
Bay of Plenty,Asian,12-17,Male,670,634,209,17,<5,<5,736
Bay of Plenty,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,8
Bay of Plenty,Asian,18-24,Female,534,532,532,325,<5,<5,625
Bay of Plenty,Asian,18-24,Male,1127,1113,"1,112",393,<5,<5,1239
Bay of Plenty,Asian,25-29,Female,928,925,923,522,<5,7,1060
Bay of Plenty,Asian,25-29,Male,1656,1634,"1,633",601,<5,<5,1728
Bay of Plenty,Asian,30-34,Female,1421,1417,"1,413",902,<5,31,1436
Bay of Plenty,Asian,30-34,Male,1577,1547,"1,547",773,<5,13,1545
Bay of Plenty,Asian,35-39,Female,1127,1120,"1,118",746,<5,22,1154
Bay of Plenty,Asian,35-39,Male,1089,1071,"1,070",667,<5,19,1063
Bay of Plenty,Asian,40-44,Female,807,799,798,517,<5,18,824
Bay of Plenty,Asian,40-44,Male,791,786,785,514,<5,10,767
Bay of Plenty,Asian,40-44,Unknown/Other,7,7,7,<5,<5,<5,7
Bay of Plenty,Asian,45-49,Female,676,670,670,465,<5,21,700
Bay of Plenty,Asian,45-49,Male,604,600,600,432,<5,10,593
Bay of Plenty,Asian,5-11,Female,532,250,NA,NA,NA,NA,943
Bay of Plenty,Asian,5-11,Male,610,291,NA,NA,NA,NA,1111
Bay of Plenty,Asian,50-54,Female,465,463,463,354,311,27,455
Bay of Plenty,Asian,50-54,Male,440,434,434,314,275,14,410
Bay of Plenty,Asian,55-59,Female,357,353,353,266,243,44,388
Bay of Plenty,Asian,55-59,Male,267,266,266,199,180,14,278
Bay of Plenty,Asian,60-64,Female,327,327,327,246,228,27,340
Bay of Plenty,Asian,60-64,Male,207,206,206,160,145,18,210
Bay of Plenty,Asian,65-69,Female,254,252,252,196,181,47,265
Bay of Plenty,Asian,65-69,Male,191,188,188,154,141,29,206
Bay of Plenty,Asian,70-74,Female,174,174,172,138,127,45,196
Bay of Plenty,Asian,70-74,Male,129,126,126,108,97,37,150
Bay of Plenty,Asian,75-79,Female,82,82,81,63,59,19,82
Bay of Plenty,Asian,75-79,Male,78,78,78,59,52,11,79
Bay of Plenty,Asian,80-84,Female,47,47,47,37,31,11,55
Bay of Plenty,Asian,80-84,Male,49,49,48,38,34,12,42
Bay of Plenty,Asian,85-89,Female,14,14,14,8,8,<5,13
Bay of Plenty,Asian,85-89,Male,11,11,11,9,8,<5,17
Bay of Plenty,Asian,90+,Male,7,6,6,5,5,<5,5
Bay of Plenty,European or Other,12-17,Female,4829,4507,"1,600",163,<5,<5,5697
Bay of Plenty,European or Other,12-17,Male,5105,4791,"1,746",137,<5,<5,6047
Bay of Plenty,European or Other,18-24,Female,4554,4504,"4,499","2,140",<5,7,5210
Bay of Plenty,European or Other,18-24,Male,5016,4918,"4,915","1,630",<5,<5,5664
Bay of Plenty,European or Other,18-24,Unknown/Other,6,6,6,<5,<5,<5,5
Bay of Plenty,European or Other,25-29,Female,3941,3877,"3,873","1,936",<5,17,4596
Bay of Plenty,European or Other,25-29,Male,3751,3659,"3,657","1,405",<5,8,4413
Bay of Plenty,European or Other,25-29,Unknown/Other,12,12,12,6,<5,<5,9
Bay of Plenty,European or Other,30-34,Female,4862,4779,"4,773","2,665",<5,60,5633
Bay of Plenty,European or Other,30-34,Male,4374,4277,"4,266","1,883",<5,22,5007
Bay of Plenty,European or Other,30-34,Unknown/Other,9,9,9,<5,<5,<5,7
Bay of Plenty,European or Other,35-39,Female,4767,4680,"4,678","2,787",<5,64,5386
Bay of Plenty,European or Other,35-39,Male,4314,4225,"4,223","2,148",<5,39,4817
Bay of Plenty,European or Other,40-44,Female,4428,4368,"4,366","2,868",<5,95,5057
Bay of Plenty,European or Other,40-44,Male,4174,4100,"4,096","2,335",<5,38,4701
Bay of Plenty,European or Other,45-49,Female,4940,4897,"4,892","3,457",<5,137,5663
Bay of Plenty,European or Other,45-49,Male,4690,4627,"4,625","2,939",<5,63,5394
Bay of Plenty,European or Other,5-11,Female,2915,1336,NA,NA,NA,NA,6328
Bay of Plenty,European or Other,5-11,Male,3013,1388,NA,NA,NA,NA,6502
Bay of Plenty,European or Other,50-54,Female,5700,5649,"5,644","4,306","4,010",480,6317
Bay of Plenty,European or Other,50-54,Male,5311,5259,"5,258","3,674","3,419",329,5789
Bay of Plenty,European or Other,55-59,Female,5777,5742,"5,740","4,653","4,374",714,6525
Bay of Plenty,European or Other,55-59,Male,5370,5331,"5,328","4,076","3,792",513,6096
Bay of Plenty,European or Other,60-64,Female,6206,6166,"6,158","5,241","4,966","1,226",6742
Bay of Plenty,European or Other,60-64,Male,5763,5729,"5,723","4,703","4,474",874,6235
Bay of Plenty,European or Other,65-69,Female,6034,6000,"5,994","5,376","5,189","2,117",6539
Bay of Plenty,European or Other,65-69,Male,5616,5589,"5,583","4,920","4,744","1,806",6047
Bay of Plenty,European or Other,70-74,Female,5766,5749,"5,746","5,298","5,125","2,647",6220
Bay of Plenty,European or Other,70-74,Male,5365,5349,"5,342","4,922","4,770","2,391",5806
Bay of Plenty,European or Other,75-79,Female,4869,4856,"4,847","4,530","4,377","2,503",4910
Bay of Plenty,European or Other,75-79,Male,4462,4454,"4,447","4,201","4,051","2,288",4477
Bay of Plenty,European or Other,80-84,Female,3687,3684,"3,681","3,478","3,377","2,023",3699
Bay of Plenty,European or Other,80-84,Male,3107,3102,"3,100","2,958","2,880","1,770",3188
Bay of Plenty,European or Other,85-89,Female,1947,1938,"1,937","1,838","1,777","1,046",1993
Bay of Plenty,European or Other,85-89,Male,1525,1522,"1,522","1,450","1,402",859,1560
Bay of Plenty,European or Other,90+,Female,1270,1266,"1,266","1,209","1,160",611,1363
Bay of Plenty,European or Other,90+,Male,758,757,757,718,700,428,804
Bay of Plenty,Maori,12-17,Female,2948,2662,"1,012",37,<5,<5,3852
Bay of Plenty,Maori,12-17,Male,3007,2673,957,37,<5,<5,4086
Bay of Plenty,Maori,18-24,Female,2938,2790,"2,783",752,<5,<5,3639
Bay of Plenty,Maori,18-24,Male,3064,2861,"2,852",577,<5,5,3710
Bay of Plenty,Maori,25-29,Female,1953,1860,"1,851",602,<5,<5,2517
Bay of Plenty,Maori,25-29,Male,1777,1653,"1,649",356,<5,<5,2317
Bay of Plenty,Maori,30-34,Female,1788,1717,"1,712",642,<5,13,2310
Bay of Plenty,Maori,30-34,Male,1688,1577,"1,571",457,<5,5,2115
Bay of Plenty,Maori,35-39,Female,1650,1592,"1,587",681,<5,13,1975
Bay of Plenty,Maori,35-39,Male,1476,1388,"1,384",459,<5,<5,1803
Bay of Plenty,Maori,40-44,Female,1632,1585,"1,583",817,<5,23,1922
Bay of Plenty,Maori,40-44,Male,1428,1371,"1,369",597,<5,6,1731
Bay of Plenty,Maori,45-49,Female,1620,1583,"1,580",935,<5,34,1893
Bay of Plenty,Maori,45-49,Male,1414,1368,"1,367",699,<5,9,1698
Bay of Plenty,Maori,5-11,Female,1128,405,NA,NA,NA,NA,4654
Bay of Plenty,Maori,5-11,Male,1213,398,NA,NA,NA,NA,5057
Bay of Plenty,Maori,50-54,Female,1633,1597,"1,596","1,053",916,113,1864
Bay of Plenty,Maori,50-54,Male,1439,1394,"1,394",841,748,96,1647
Bay of Plenty,Maori,55-59,Female,1606,1583,"1,580","1,156","1,036",173,1810
Bay of Plenty,Maori,55-59,Male,1322,1301,"1,300",911,810,128,1522
Bay of Plenty,Maori,60-64,Female,1501,1483,"1,481","1,166","1,080",235,1600
Bay of Plenty,Maori,60-64,Male,1252,1233,"1,226",990,927,202,1328
Bay of Plenty,Maori,65-69,Female,1192,1179,"1,177",989,931,294,1231
Bay of Plenty,Maori,65-69,Male,942,933,930,808,761,263,988
Bay of Plenty,Maori,70-74,Female,781,773,771,686,658,261,808
Bay of Plenty,Maori,70-74,Male,697,689,684,618,585,218,733
Bay of Plenty,Maori,75-79,Female,457,453,452,399,381,138,467
Bay of Plenty,Maori,75-79,Male,382,380,379,353,336,146,383
Bay of Plenty,Maori,80-84,Female,292,287,286,254,235,98,304
Bay of Plenty,Maori,80-84,Male,197,196,196,183,172,74,194
Bay of Plenty,Maori,85-89,Female,127,126,126,108,103,38,133
Bay of Plenty,Maori,85-89,Male,77,77,77,69,66,25,84
Bay of Plenty,Maori,90+,Female,50,50,49,44,42,17,55
Bay of Plenty,Maori,90+,Male,16,16,16,16,14,7,21
Bay of Plenty,Pacific Peoples,12-17,Female,226,205,63,<5,<5,<5,256
Bay of Plenty,Pacific Peoples,12-17,Male,254,233,84,<5,<5,<5,305
Bay of Plenty,Pacific Peoples,18-24,Female,250,245,245,93,<5,<5,292
Bay of Plenty,Pacific Peoples,18-24,Male,427,421,418,150,<5,<5,430
Bay of Plenty,Pacific Peoples,25-29,Female,211,207,204,104,<5,<5,231
Bay of Plenty,Pacific Peoples,25-29,Male,485,476,476,226,<5,<5,453
Bay of Plenty,Pacific Peoples,30-34,Female,197,192,190,97,<5,<5,225
Bay of Plenty,Pacific Peoples,30-34,Male,457,448,448,198,<5,<5,430
Bay of Plenty,Pacific Peoples,35-39,Female,173,166,166,98,<5,<5,173
Bay of Plenty,Pacific Peoples,35-39,Male,457,451,451,215,<5,<5,440
Bay of Plenty,Pacific Peoples,40-44,Female,165,163,163,98,<5,<5,183
Bay of Plenty,Pacific Peoples,40-44,Male,370,364,364,180,<5,<5,341
Bay of Plenty,Pacific Peoples,45-49,Female,158,156,156,103,<5,<5,153
Bay of Plenty,Pacific Peoples,45-49,Male,250,248,248,141,<5,<5,225
Bay of Plenty,Pacific Peoples,5-11,Female,152,46,NA,NA,NA,NA,354
Bay of Plenty,Pacific Peoples,5-11,Male,128,44,NA,NA,NA,NA,350
Bay of Plenty,Pacific Peoples,50-54,Female,133,132,132,96,84,15,139
Bay of Plenty,Pacific Peoples,50-54,Male,176,175,175,105,92,5,188
Bay of Plenty,Pacific Peoples,55-59,Female,101,101,100,72,68,10,129
Bay of Plenty,Pacific Peoples,55-59,Male,112,110,109,69,60,8,96
Bay of Plenty,Pacific Peoples,60-64,Female,77,76,75,59,55,11,80
Bay of Plenty,Pacific Peoples,60-64,Male,79,76,76,59,55,9,94
Bay of Plenty,Pacific Peoples,65-69,Female,52,52,51,44,41,18,56
Bay of Plenty,Pacific Peoples,65-69,Male,55,54,54,47,43,21,66
Bay of Plenty,Pacific Peoples,70-74,Female,47,46,46,42,40,14,58
Bay of Plenty,Pacific Peoples,70-74,Male,35,35,34,30,29,12,34
Bay of Plenty,Pacific Peoples,75-79,Female,37,37,37,31,27,12,40
Bay of Plenty,Pacific Peoples,75-79,Male,23,23,23,19,18,8,27
Bay of Plenty,Pacific Peoples,80-84,Female,15,15,15,13,12,5,14
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,9,8,<5,12
Bay of Plenty,Unknown,12-17,Female,10,10,<5,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Female,13,10,10,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Male,19,18,18,8,<5,<5,18
Bay of Plenty,Unknown,25-29,Female,38,38,38,15,<5,<5,29
Bay of Plenty,Unknown,25-29,Male,65,63,62,28,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,36,36,36,16,<5,<5,23
Bay of Plenty,Unknown,30-34,Male,70,65,65,30,<5,<5,48
Bay of Plenty,Unknown,35-39,Female,16,15,15,11,<5,<5,17
Bay of Plenty,Unknown,35-39,Male,59,57,57,30,<5,<5,28
Bay of Plenty,Unknown,40-44,Female,23,21,21,12,<5,<5,17
Bay of Plenty,Unknown,40-44,Male,54,53,53,30,<5,<5,38
Bay of Plenty,Unknown,45-49,Female,9,8,8,<5,<5,<5,7
Bay of Plenty,Unknown,45-49,Male,46,45,45,28,<5,<5,35
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,<5,<5,6
Bay of Plenty,Unknown,50-54,Female,12,12,12,5,5,<5,11
Bay of Plenty,Unknown,50-54,Male,37,37,37,24,21,<5,20
Bay of Plenty,Unknown,55-59,Female,7,7,7,<5,<5,<5,9
Bay of Plenty,Unknown,55-59,Male,42,42,42,21,21,<5,34
Bay of Plenty,Unknown,60-64,Female,19,18,18,7,6,<5,14
Bay of Plenty,Unknown,60-64,Male,32,31,31,21,18,<5,22
Bay of Plenty,Unknown,65-69,Male,22,22,22,13,13,<5,13
Bay of Plenty,Unknown,70-74,Female,8,8,8,7,7,<5,7
Bay of Plenty,Unknown,70-74,Male,17,17,17,13,13,6,22
Bay of Plenty,Unknown,75-79,Female,9,9,9,7,7,<5,6
Bay of Plenty,Unknown,75-79,Male,8,8,8,6,6,<5,6
Canterbury,Asian,12-17,Female,2323,2239,722,134,<5,<5,2482
Canterbury,Asian,12-17,Male,2511,2437,818,117,<5,<5,2709
