SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101500,Whakapaku,Northland,12+,685,494,477,461,298,288,104,72%,70%,65%,36%
101500,Whakapaku,Northland,5-11,87,33,14,NA,NA,NA,NA,38%,16%,NA,NA
101600,Hokianga North,Northland,12+,824,661,641,605,400,379,100,80%,78%,66%,26%
101600,Hokianga North,Northland,5-11,119,36,15,NA,NA,NA,NA,30%,13%,NA,NA
101700,Kohukohu-Broadwood,Northland,12+,718,552,540,522,349,333,156,77%,75%,67%,47%
101700,Kohukohu-Broadwood,Northland,5-11,64,20,7,NA,NA,NA,NA,31%,11%,NA,NA
101800,Whakarara,Northland,12+,"1,169",928,904,877,607,570,247,79%,77%,69%,43%
101800,Whakarara,Northland,5-11,122,54,29,NA,NA,NA,NA,44%,24%,NA,NA
101900,Kaeo,Northland,12+,"1,098",815,786,761,472,445,169,74%,72%,62%,38%
101900,Kaeo,Northland,5-11,143,46,18,NA,NA,NA,NA,32%,13%,NA,NA
102000,Omahuta Forest-Horeke,Northland,12+,"1,015",711,677,645,377,349,108,70%,67%,58%,31%
102000,Omahuta Forest-Horeke,Northland,5-11,154,22,13,NA,NA,NA,NA,14%,8%,NA,NA
102100,Hokianga South,Northland,12+,"1,203",889,860,824,563,529,222,74%,71%,68%,42%
102100,Hokianga South,Northland,5-11,128,36,17,NA,NA,NA,NA,28%,13%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"2,134","1,801","1,766","1,679","1,124","1,049",340,84%,83%,67%,32%
102200,Lake Manuwai-Kapiro,Northland,5-11,219,89,49,NA,NA,NA,NA,41%,22%,NA,NA
102300,Okaihau,Northland,12+,"1,107",902,883,841,516,474,136,81%,80%,61%,29%
102300,Okaihau,Northland,5-11,118,30,14,NA,NA,NA,NA,25%,12%,NA,NA
102400,Rangitane-Purerua,Northland,12+,"1,386","1,157","1,123","1,070",737,694,265,83%,81%,69%,38%
102400,Rangitane-Purerua,Northland,5-11,143,46,27,NA,NA,NA,NA,32%,19%,NA,NA
102500,Waipapa,Northland,12+,791,659,639,618,403,372,138,83%,81%,65%,37%
102500,Waipapa,Northland,5-11,99,38,17,NA,NA,NA,NA,38%,17%,NA,NA
102600,Puketotara,Northland,12+,"1,729","1,436","1,405","1,341",929,871,260,83%,81%,69%,30%
102600,Puketotara,Northland,5-11,177,80,28,NA,NA,NA,NA,45%,16%,NA,NA
102700,Waima Forest,Northland,12+,"1,000",745,720,688,365,337,76,74%,72%,53%,23%
102700,Waima Forest,Northland,5-11,139,22,6,NA,NA,NA,NA,16%,<5%,NA,NA
102800,Riverview,Northland,12+,"2,151","1,948","1,921","1,841","1,417","1,341",597,91%,89%,77%,45%
102800,Riverview,Northland,5-11,207,111,57,NA,NA,NA,NA,54%,28%,NA,NA
102900,Waipoua Forest,Northland,12+,"1,176",872,847,831,569,544,218,74%,72%,68%,40%
102900,Waipoua Forest,Northland,5-11,133,21,9,NA,NA,NA,NA,16%,7%,NA,NA
103000,Kerikeri Central,Northland,12+,"2,528","2,158","2,128","2,053","1,460","1,355",635,85%,84%,71%,47%
103000,Kerikeri Central,Northland,5-11,219,87,42,NA,NA,NA,NA,40%,19%,NA,NA
103100,Kerikeri South,Northland,12+,"2,705","2,377","2,355","2,273","1,732","1,637",716,88%,87%,76%,44%
103100,Kerikeri South,Northland,5-11,211,106,52,NA,NA,NA,NA,50%,25%,NA,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,125",925,897,859,570,524,176,82%,80%,66%,34%
103200,Ohaeawai-Waimate North,Northland,5-11,107,27,11,NA,NA,NA,NA,25%,10%,NA,NA
103300,Puketona-Waitangi,Northland,12+,"1,373","1,126","1,113","1,077",767,715,245,82%,81%,71%,34%
103300,Puketona-Waitangi,Northland,5-11,136,51,15,NA,NA,NA,NA,38%,11%,NA,NA
103400,Ngapuhi,Northland,12+,"1,361","1,068","1,021",969,535,484,150,78%,75%,55%,31%
103400,Ngapuhi,Northland,5-11,183,41,11,NA,NA,NA,NA,22%,6%,NA,NA
103500,Kaikohe,Northland,12+,"3,635","2,855","2,736","2,594","1,438","1,288",411,79%,75%,55%,32%
103500,Kaikohe,Northland,5-11,648,169,74,NA,NA,NA,NA,26%,11%,NA,NA
103600,Pakaraka,Northland,12+,585,479,467,447,276,267,96,82%,80%,62%,36%
103600,Pakaraka,Northland,5-11,82,27,13,NA,NA,NA,NA,33%,16%,NA,NA
103700,Haruru,Northland,12+,"1,051",853,840,822,596,560,194,81%,80%,73%,35%
103700,Haruru,Northland,5-11,98,42,10,NA,NA,NA,NA,43%,10%,NA,NA
103800,Russell,Northland,12+,798,701,696,684,558,533,263,88%,87%,82%,49%
103900,Paihia,Northland,12+,"1,564","1,313","1,281","1,251",874,829,356,84%,82%,70%,43%
103900,Paihia,Northland,5-11,116,37,22,NA,NA,NA,NA,32%,19%,NA,NA
104000,Mataraua Forest,Northland,12+,481,360,337,321,171,155,56,75%,70%,53%,36%
104000,Mataraua Forest,Northland,5-11,62,18,14,NA,NA,NA,NA,29%,23%,NA,NA
104100,Matawaia-Taumarere,Northland,12+,"1,324","1,006",976,924,517,488,126,76%,74%,56%,26%
104100,Matawaia-Taumarere,Northland,5-11,189,56,10,NA,NA,NA,NA,30%,5%,NA,NA
104200,Russell Peninsula,Northland,12+,672,556,552,540,440,413,198,83%,82%,81%,48%
104300,Opua (Far North District),Northland,12+,"1,259","1,050","1,031","1,008",774,735,301,83%,82%,77%,41%
104300,Opua (Far North District),Northland,5-11,77,20,10,NA,NA,NA,NA,26%,13%,NA,NA
104400,Russell Forest-Rawhiti,Northland,12+,658,545,529,515,344,329,132,83%,80%,67%,40%
104400,Russell Forest-Rawhiti,Northland,5-11,75,14,Masked,NA,NA,NA,NA,19%,<5%,NA,NA
104500,Moerewa,Northland,12+,"1,391","1,107","1,056",990,517,454,113,80%,76%,52%,25%
104500,Moerewa,Northland,5-11,224,39,11,NA,NA,NA,NA,17%,<5%,NA,NA
104600,Kawakawa,Northland,12+,"1,265","1,045","1,000",949,555,502,127,83%,79%,58%,25%
104600,Kawakawa,Northland,5-11,186,49,18,NA,NA,NA,NA,26%,10%,NA,NA
104700,Maromaku,Northland,12+,649,480,465,443,249,231,64,74%,72%,56%,28%
104700,Maromaku,Northland,5-11,117,29,9,NA,NA,NA,NA,25%,8%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,695","1,347","1,312","1,233",668,599,154,79%,77%,54%,26%
104800,Mangakahia-Hukerenui,Northland,5-11,224,65,23,NA,NA,NA,NA,29%,10%,NA,NA
104900,Whangaruru,Northland,12+,"2,351","1,902","1,862","1,792","1,127","1,059",323,81%,79%,63%,31%
104900,Whangaruru,Northland,5-11,273,94,22,NA,NA,NA,NA,34%,8%,NA,NA
105100,Matarau,Northland,12+,"2,968","2,515","2,479","2,332","1,633","1,471",503,85%,84%,70%,34%
105100,Matarau,Northland,5-11,357,193,96,NA,NA,NA,NA,54%,27%,NA,NA
105200,Hikurangi,Northland,12+,"1,269","1,034",998,936,539,468,112,81%,79%,58%,24%
105200,Hikurangi,Northland,5-11,214,71,34,NA,NA,NA,NA,33%,16%,NA,NA
105300,Kauri,Northland,12+,"1,644","1,358","1,342","1,276",925,843,283,83%,82%,72%,34%
105300,Kauri,Northland,5-11,191,77,37,NA,NA,NA,NA,40%,19%,NA,NA
105400,Maungatapere,Northland,12+,"3,208","2,684","2,657","2,542","1,787","1,627",509,84%,83%,70%,31%
105400,Maungatapere,Northland,5-11,363,164,97,NA,NA,NA,NA,45%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,008","1,746","1,735","1,653","1,186","1,067",386,87%,86%,72%,36%
105500,Kamo West,Northland,5-11,202,117,52,NA,NA,NA,NA,58%,26%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,708","1,450","1,423","1,369",995,933,387,85%,83%,73%,41%
105600,Matapouri-Tutukaka,Northland,5-11,130,66,42,NA,NA,NA,NA,51%,32%,NA,NA
105700,Kiripaka,Northland,12+,958,797,782,743,504,467,172,83%,82%,68%,37%
105700,Kiripaka,Northland,5-11,126,61,30,NA,NA,NA,NA,48%,24%,NA,NA
105800,Kamo East,Northland,12+,"2,592","2,237","2,181","2,072","1,298","1,100",312,86%,84%,63%,28%
105800,Kamo East,Northland,5-11,425,168,71,NA,NA,NA,NA,40%,17%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,918","2,617","2,582","2,480","1,916","1,757",787,90%,88%,77%,45%
105900,Granfield Reserve,Northland,5-11,281,158,70,NA,NA,NA,NA,56%,25%,NA,NA
106000,Kamo Central,Northland,12+,"1,481","1,304","1,282","1,226",811,713,236,88%,87%,66%,33%
106000,Kamo Central,Northland,5-11,224,99,41,NA,NA,NA,NA,44%,18%,NA,NA
106100,Whau Valley,Northland,12+,"2,545","2,214","2,188","2,115","1,538","1,363",484,87%,86%,73%,36%
106100,Whau Valley,Northland,5-11,269,105,61,NA,NA,NA,NA,39%,23%,NA,NA
106200,Tikipunga North,Northland,12+,"3,183","2,786","2,735","2,623","1,870","1,680",704,88%,86%,71%,42%
106200,Tikipunga North,Northland,5-11,408,145,54,NA,NA,NA,NA,36%,13%,NA,NA
106300,Pukenui,Northland,12+,"2,143","1,913","1,901","1,803","1,382","1,268",446,89%,89%,77%,35%
106300,Pukenui,Northland,5-11,252,173,104,NA,NA,NA,NA,69%,41%,NA,NA
106400,Otangarei,Northland,12+,"1,803","1,410","1,318","1,235",651,577,153,78%,73%,53%,27%
106400,Otangarei,Northland,5-11,343,67,14,NA,NA,NA,NA,20%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,317","2,878","2,825","2,704","1,808","1,629",646,87%,85%,67%,40%
106500,Tikipunga South,Northland,5-11,398,155,51,NA,NA,NA,NA,39%,13%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,045","2,670","2,634","2,548","1,857","1,674",658,88%,87%,73%,39%
106600,Kensington (Whangarei District),Northland,5-11,235,84,39,NA,NA,NA,NA,36%,17%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,251","1,105","1,093","1,053",736,671,234,88%,87%,70%,35%
106700,Abbey Caves-Glenbervie,Northland,5-11,124,53,28,NA,NA,NA,NA,43%,23%,NA,NA
106800,Mairtown,Northland,12+,"2,200","1,935","1,916","1,848","1,405","1,267",523,88%,87%,76%,41%
106800,Mairtown,Northland,5-11,195,100,46,NA,NA,NA,NA,51%,24%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,054","2,646","2,617","2,504","1,915","1,692",612,87%,86%,76%,36%
106900,Maunu-Horahora,Northland,5-11,339,156,83,NA,NA,NA,NA,46%,24%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,553","2,183","2,141","2,064","1,435","1,240",384,86%,84%,70%,31%
107000,Woodhill-Vinetown,Northland,5-11,224,91,38,NA,NA,NA,NA,41%,17%,NA,NA
107100,Whangarei Central,Northland,12+,"1,005",875,862,835,596,546,171,87%,86%,71%,31%
107100,Whangarei Central,Northland,5-11,61,23,6,NA,NA,NA,NA,38%,10%,NA,NA
107200,Riverside,Northland,12+,"1,959","1,684","1,665","1,609","1,150","1,028",336,86%,85%,71%,33%
107200,Riverside,Northland,5-11,160,81,36,NA,NA,NA,NA,51%,22%,NA,NA
107300,Raumanga,Northland,12+,"2,837","2,339","2,232","2,113","1,170",997,308,82%,79%,55%,31%
107300,Raumanga,Northland,5-11,444,133,40,NA,NA,NA,NA,30%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,663","1,344","1,302","1,229",664,581,145,81%,78%,54%,25%
107400,Tarewa,Northland,5-11,297,92,41,NA,NA,NA,NA,31%,14%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,043","1,747","1,700","1,642","1,006",860,246,86%,83%,61%,29%
107500,Morningside (Whangarei District),Northland,5-11,215,84,37,NA,NA,NA,NA,39%,17%,NA,NA
107600,Ngunguru,Northland,12+,"1,068",922,911,866,651,600,241,86%,85%,75%,40%
107600,Ngunguru,Northland,5-11,127,57,27,NA,NA,NA,NA,45%,21%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,243","1,013",988,943,626,560,174,81%,79%,66%,31%
107700,Otaika-Portland,Northland,5-11,127,60,23,NA,NA,NA,NA,47%,18%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,064","1,744","1,722","1,646","1,128","1,055",330,84%,83%,69%,31%
107800,Oakleigh-Mangapai,Northland,5-11,223,95,52,NA,NA,NA,NA,43%,23%,NA,NA
107900,Port-Limeburners,Northland,12+,224,179,175,173,113,100,28,80%,78%,65%,28%
108000,Pataua,Northland,12+,"1,599","1,283","1,255","1,204",772,711,232,80%,78%,64%,33%
108000,Pataua,Northland,5-11,201,72,29,NA,NA,NA,NA,36%,14%,NA,NA
108100,Onerahi Park,Northland,12+,"1,440","1,280","1,263","1,217",913,845,317,89%,88%,75%,38%
108100,Onerahi Park,Northland,5-11,159,91,57,NA,NA,NA,NA,57%,36%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,098","1,817","1,784","1,695","1,135","1,029",332,87%,85%,67%,32%
108200,Sherwood Rise,Northland,5-11,270,91,34,NA,NA,NA,NA,34%,13%,NA,NA
108300,Onerahi,Northland,12+,"2,147","1,770","1,734","1,662","1,142","1,037",437,82%,81%,69%,42%
108300,Onerahi,Northland,5-11,236,76,37,NA,NA,NA,NA,32%,16%,NA,NA
108500,Parua Bay,Northland,12+,"2,381","2,056","2,039","1,950","1,514","1,419",603,86%,86%,78%,42%
108500,Parua Bay,Northland,5-11,245,146,73,NA,NA,NA,NA,60%,30%,NA,NA
108600,Bream Bay,Northland,12+,"2,020","1,699","1,665","1,587","1,051",995,324,84%,82%,66%,33%
108600,Bream Bay,Northland,5-11,238,93,37,NA,NA,NA,NA,39%,16%,NA,NA
108700,Marsden Bay,Northland,12+,"2,645","2,306","2,288","2,202","1,704","1,633",762,87%,87%,77%,47%
108700,Marsden Bay,Northland,5-11,257,107,59,NA,NA,NA,NA,42%,23%,NA,NA
108800,Ruakaka,Northland,12+,"2,511","2,185","2,148","2,060","1,442","1,337",603,87%,86%,70%,45%
108800,Ruakaka,Northland,5-11,265,84,27,NA,NA,NA,NA,32%,10%,NA,NA
108900,Bream Head,Northland,12+,"1,296","1,134","1,122","1,095",837,803,367,88%,87%,76%,46%
108900,Bream Head,Northland,5-11,146,67,30,NA,NA,NA,NA,46%,21%,NA,NA
109000,Waipu,Northland,12+,"2,957","2,508","2,479","2,418","1,800","1,703",716,85%,84%,74%,42%
109000,Waipu,Northland,5-11,218,72,37,NA,NA,NA,NA,33%,17%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,369","2,557","2,487","2,402","1,472","1,375",368,76%,74%,61%,27%
109100,Kaipara Coastal,Northland,5-11,355,98,45,NA,NA,NA,NA,28%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,633","1,327","1,305","1,263",759,690,155,81%,80%,60%,22%
109200,Maungaru,Northland,5-11,165,62,20,NA,NA,NA,NA,38%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,367","3,599","3,497","3,388","2,165","2,013",642,82%,80%,64%,32%
109300,Dargaville,Northland,5-11,430,119,69,NA,NA,NA,NA,28%,16%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,210","1,803","1,761","1,702","1,112","1,050",310,82%,80%,65%,30%
109400,Ruawai-Matakohe,Northland,5-11,271,71,31,NA,NA,NA,NA,26%,11%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,655","1,289","1,256","1,212",811,773,220,78%,76%,67%,28%
109500,Otamatea (Kaipara District),Northland,5-11,163,55,20,NA,NA,NA,NA,34%,12%,NA,NA
109600,Maungaturoto,Northland,12+,"1,098",932,905,866,573,522,137,85%,82%,66%,26%
109600,Maungaturoto,Northland,5-11,132,58,20,NA,NA,NA,NA,44%,15%,NA,NA
109700,Kaiwaka,Northland,12+,"2,172","1,647","1,608","1,545",968,908,247,76%,74%,63%,27%
109700,Kaiwaka,Northland,5-11,231,79,39,NA,NA,NA,NA,34%,17%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,450","1,912","1,881","1,839","1,247","1,197",463,78%,77%,68%,39%
109800,Mangawhai Rural,Northland,5-11,284,89,37,NA,NA,NA,NA,31%,13%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,257","1,922","1,894","1,848","1,353","1,271",565,85%,84%,73%,44%
109900,Mangawhai Heads,Northland,5-11,226,61,28,NA,NA,NA,NA,27%,12%,NA,NA
110100,Mangawhai,Northland,12+,"1,010",871,860,831,610,582,254,86%,85%,73%,44%
110100,Mangawhai,Northland,5-11,112,40,17,NA,NA,NA,NA,36%,15%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,370","1,111","1,089","1,049",646,588,194,81%,79%,62%,33%
110200,Okahukura Peninsula,Waitemata,5-11,154,50,25,NA,NA,NA,NA,32%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,343","2,762","2,712","2,628","1,801","1,669",672,83%,81%,69%,40%
110400,Cape Rodney,Waitemata,5-11,342,145,71,NA,NA,NA,NA,42%,21%,NA,NA
110500,Wellsford,Waitemata,12+,"1,738","1,410","1,380","1,314",793,704,212,81%,79%,60%,30%
110500,Wellsford,Waitemata,5-11,198,64,36,NA,NA,NA,NA,32%,18%,NA,NA
110700,South Head,Waitemata,12+,"2,420","2,031","1,988","1,902","1,263","1,147",418,84%,82%,66%,36%
110700,South Head,Waitemata,5-11,261,110,51,NA,NA,NA,NA,42%,20%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,865","1,513","1,488","1,410",821,748,197,81%,80%,58%,26%
110800,Kaipara Hills,Waitemata,5-11,220,94,50,NA,NA,NA,NA,43%,23%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,497","1,259","1,242","1,192",886,831,349,84%,83%,74%,42%
110900,Dome Valley-Matakana,Waitemata,5-11,165,111,60,NA,NA,NA,NA,67%,36%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,414","2,135","2,114","2,033","1,536","1,400",741,88%,88%,76%,53%
111100,Warkworth West,Waitemata,5-11,220,97,53,NA,NA,NA,NA,44%,24%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,570","3,027","2,985","2,859","1,928","1,725",629,85%,84%,67%,36%
111200,Puhoi Valley,Waitemata,5-11,332,160,75,NA,NA,NA,NA,48%,23%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,416","3,009","2,992","2,868","2,081","1,877",807,88%,88%,73%,43%
111300,Warkworth East,Waitemata,5-11,365,176,101,NA,NA,NA,NA,48%,28%,NA,NA
111400,Sandspit,Waitemata,12+,971,844,829,805,623,577,279,87%,85%,77%,48%
111400,Sandspit,Waitemata,5-11,59,27,17,NA,NA,NA,NA,46%,29%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,038","1,816","1,804","1,734","1,326","1,248",628,89%,89%,76%,50%
111500,Tawharanui Peninsula,Waitemata,5-11,163,100,55,NA,NA,NA,NA,61%,34%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,275","1,995","1,963","1,876","1,219","1,079",339,88%,86%,65%,31%
111600,Te Kuru,Waitemata,5-11,271,133,47,NA,NA,NA,NA,49%,17%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,307","2,857","2,834","2,717","2,011","1,874",883,86%,86%,74%,47%
111700,Snells Beach,Waitemata,5-11,367,171,86,NA,NA,NA,NA,47%,23%,NA,NA
111800,Barrier Islands,Auckland,12+,"1,012",780,768,755,557,520,272,77%,76%,74%,52%
111800,Barrier Islands,Auckland,5-11,93,22,12,NA,NA,NA,NA,24%,13%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,174",994,981,957,739,705,344,85%,84%,77%,49%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,72,26,8,NA,NA,NA,NA,36%,11%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,738","1,496","1,482","1,419",976,847,329,86%,85%,69%,39%
112100,Wainui-Waiwera,Waitemata,5-11,161,68,31,NA,NA,NA,NA,42%,19%,NA,NA
112200,Parakai,Waitemata,12+,900,767,754,707,456,407,140,85%,84%,64%,34%
112200,Parakai,Waitemata,5-11,115,62,40,NA,NA,NA,NA,54%,35%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,563","1,357","1,344","1,287",882,790,244,87%,86%,69%,31%
112300,Helensville Rural,Waitemata,5-11,146,71,44,NA,NA,NA,NA,49%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,546","2,215","2,181","2,092","1,429","1,241",409,87%,86%,68%,33%
112400,Helensville,Waitemata,5-11,312,165,100,NA,NA,NA,NA,53%,32%,NA,NA
112500,Waitoki,Waitemata,12+,"1,494","1,283","1,267","1,202",777,677,226,86%,85%,65%,33%
112500,Waitoki,Waitemata,5-11,162,81,37,NA,NA,NA,NA,50%,23%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,556","1,378","1,362","1,284",837,736,232,89%,88%,65%,32%
112600,Waikoukou Valley,Waitemata,5-11,133,72,40,NA,NA,NA,NA,54%,30%,NA,NA
112700,Orewa North,Waitemata,12+,"4,746","4,306","4,278","4,123","3,268","3,002","1,519",91%,90%,79%,51%
112700,Orewa North,Waitemata,5-11,412,256,179,NA,NA,NA,NA,62%,43%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,353","1,200","1,193","1,150",821,721,279,89%,88%,71%,39%
112800,Hatfields Beach,Waitemata,5-11,136,87,49,NA,NA,NA,NA,64%,36%,NA,NA
112900,Orewa South,Waitemata,12+,"3,892","3,538","3,520","3,416","2,718","2,510","1,251",91%,90%,80%,50%
112900,Orewa South,Waitemata,5-11,291,173,107,NA,NA,NA,NA,59%,37%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,082","2,759","2,737","2,668","2,140","2,017","1,042",90%,89%,80%,52%
113000,Orewa Central,Waitemata,5-11,187,103,56,NA,NA,NA,NA,55%,30%,NA,NA
113100,Millwater North,Waitemata,12+,"3,135","2,834","2,803","2,659","1,955","1,724",555,90%,89%,74%,32%
113100,Millwater North,Waitemata,5-11,592,351,205,NA,NA,NA,NA,59%,35%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,266","1,099","1,088","1,035",689,610,220,87%,86%,67%,36%
113200,Waipatukahu,Waitemata,5-11,130,76,39,NA,NA,NA,NA,58%,30%,NA,NA
113300,Millwater South,Waitemata,12+,"3,481","3,173","3,140","2,953","2,029","1,741",397,91%,90%,69%,23%
113300,Millwater South,Waitemata,5-11,685,424,251,NA,NA,NA,NA,62%,37%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,871","2,515","2,491","2,405","1,543","1,278",316,88%,87%,64%,25%
113400,Dairy Flat North,Waitemata,5-11,314,168,96,NA,NA,NA,NA,54%,31%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,355","1,160","1,154","1,097",706,597,190,86%,85%,64%,32%
113500,Dairy Flat West,Waitemata,5-11,125,60,30,NA,NA,NA,NA,48%,24%,NA,NA
113600,Kingsway,Waitemata,12+,"2,131","1,869","1,846","1,728","1,198","1,030",311,88%,87%,69%,30%
113600,Kingsway,Waitemata,5-11,252,170,90,NA,NA,NA,NA,67%,36%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,698,641,633,613,403,349,91,92%,91%,66%,26%
113800,Silverdale Central (Auckland),Waitemata,5-11,74,39,16,NA,NA,NA,NA,53%,22%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,795","2,447","2,423","2,347","1,853","1,671",841,88%,87%,79%,50%
113900,Red Beach West,Waitemata,5-11,231,116,67,NA,NA,NA,NA,50%,29%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,608","3,226","3,201","3,066","2,251","2,004",810,89%,89%,73%,40%
114000,Red Beach East,Waitemata,5-11,334,197,99,NA,NA,NA,NA,59%,30%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,776","1,557","1,534","1,463",958,859,261,88%,86%,65%,30%
114100,Silverdale South (Auckland),Waitemata,5-11,192,106,33,NA,NA,NA,NA,55%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,259","1,149","1,139","1,087",762,685,237,91%,90%,70%,35%
114200,Waimauku,Waitemata,5-11,158,89,45,NA,NA,NA,NA,56%,28%,NA,NA
114400,Vipond,Waitemata,12+,"2,568","2,292","2,276","2,203","1,574","1,407",586,89%,89%,71%,42%
