DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,Pacific Peoples,12-17,Male,2549,2272,879,74,<5,<5,3099
Auckland,Pacific Peoples,18-24,Female,3457,3415,"3,415","1,444",<5,22,3874
Auckland,Pacific Peoples,18-24,Male,3322,3232,"3,229","1,046",<5,10,3846
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,18,8,<5,<5,21
Auckland,Pacific Peoples,25-29,Female,2516,2470,"2,468","1,213",<5,23,2796
Auckland,Pacific Peoples,25-29,Male,2416,2358,"2,351",913,<5,17,2803
Auckland,Pacific Peoples,25-29,Unknown/Other,11,11,11,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2133,2098,"2,095","1,130","1,120",58,2415
Auckland,Pacific Peoples,30-34,Male,2134,2072,"2,068",915,908,34,2406
Auckland,Pacific Peoples,30-34,Unknown/Other,8,8,8,<5,<5,<5,7
Auckland,Pacific Peoples,35-39,Female,1664,1626,"1,625","1,011","1,002",67,1831
Auckland,Pacific Peoples,35-39,Male,1713,1672,"1,670",853,841,47,1861
Auckland,Pacific Peoples,40-44,Female,1639,1617,"1,617","1,111","1,102",142,1817
Auckland,Pacific Peoples,40-44,Male,1573,1545,"1,545",941,928,107,1808
Auckland,Pacific Peoples,45-49,Female,1566,1555,"1,554","1,117","1,108",202,1783
Auckland,Pacific Peoples,45-49,Male,1510,1483,"1,481","1,012","1,005",138,1719
Auckland,Pacific Peoples,5-11,Female,1257,577,NA,NA,NA,NA,3211
Auckland,Pacific Peoples,5-11,Male,1423,683,NA,NA,NA,NA,3495
Auckland,Pacific Peoples,50-54,Female,1603,1591,"1,590","1,213","1,209",317,1821
Auckland,Pacific Peoples,50-54,Male,1591,1572,"1,572","1,174","1,167",294,1744
Auckland,Pacific Peoples,55-59,Female,1613,1606,"1,604","1,285","1,275",392,1780
Auckland,Pacific Peoples,55-59,Male,1536,1518,"1,514","1,220","1,212",410,1581
Auckland,Pacific Peoples,60-64,Female,1319,1314,"1,314","1,115","1,108",456,1401
Auckland,Pacific Peoples,60-64,Male,1206,1201,"1,201",999,994,407,1284
Auckland,Pacific Peoples,65-69,Female,1008,1005,"1,003",857,855,385,1058
Auckland,Pacific Peoples,65-69,Male,944,939,939,833,828,426,992
Auckland,Pacific Peoples,70-74,Female,734,731,730,629,623,308,794
Auckland,Pacific Peoples,70-74,Male,618,616,616,570,568,304,643
Auckland,Pacific Peoples,75-79,Female,485,485,485,410,409,193,508
Auckland,Pacific Peoples,75-79,Male,327,322,321,284,284,169,375
Auckland,Pacific Peoples,80-84,Female,313,309,309,257,256,112,349
Auckland,Pacific Peoples,80-84,Male,198,197,197,173,172,90,199
Auckland,Pacific Peoples,85-89,Female,160,158,158,139,138,65,182
Auckland,Pacific Peoples,85-89,Male,79,79,79,69,68,34,85
Auckland,Pacific Peoples,90+,Female,75,71,71,62,62,33,89
Auckland,Pacific Peoples,90+,Male,34,34,34,29,29,15,32
Auckland,Unknown,12-17,Female,123,113,42,9,<5,<5,82
Auckland,Unknown,12-17,Male,123,108,40,<5,<5,<5,93
Auckland,Unknown,12-17,Unknown/Other,9,9,5,<5,<5,<5,7
Auckland,Unknown,18-24,Female,192,188,188,102,<5,<5,131
Auckland,Unknown,18-24,Male,267,256,255,106,<5,<5,149
Auckland,Unknown,18-24,Unknown/Other,30,29,29,15,<5,<5,35
Auckland,Unknown,25-29,Female,344,339,339,190,<5,6,222
Auckland,Unknown,25-29,Male,451,436,435,220,<5,<5,242
Auckland,Unknown,25-29,Unknown/Other,56,55,55,31,<5,<5,60
Auckland,Unknown,30-34,Female,386,372,372,212,205,19,222
Auckland,Unknown,30-34,Male,616,591,591,311,300,20,290
Auckland,Unknown,30-34,Unknown/Other,79,76,76,49,48,<5,79
Auckland,Unknown,35-39,Female,298,285,285,160,155,12,170
Auckland,Unknown,35-39,Male,555,526,526,307,298,23,288
Auckland,Unknown,35-39,Unknown/Other,46,44,44,27,27,<5,44
Auckland,Unknown,40-44,Female,221,215,215,112,109,14,135
Auckland,Unknown,40-44,Male,397,381,380,229,226,17,235
Auckland,Unknown,40-44,Unknown/Other,37,35,35,24,23,<5,24
Auckland,Unknown,45-49,Female,156,152,152,83,81,12,126
Auckland,Unknown,45-49,Male,356,334,334,195,191,15,215
Auckland,Unknown,45-49,Unknown/Other,25,22,22,17,17,<5,21
Auckland,Unknown,5-11,Female,90,63,NA,NA,NA,NA,111
Auckland,Unknown,5-11,Male,83,47,NA,NA,NA,NA,105
Auckland,Unknown,50-54,Female,170,166,165,86,82,17,112
Auckland,Unknown,50-54,Male,316,301,301,175,171,39,211
Auckland,Unknown,50-54,Unknown/Other,17,15,15,11,11,<5,18
Auckland,Unknown,55-59,Female,144,137,137,72,71,13,97
Auckland,Unknown,55-59,Male,275,252,252,158,156,32,190
Auckland,Unknown,55-59,Unknown/Other,17,16,16,12,12,<5,10
Auckland,Unknown,60-64,Female,159,155,155,90,89,25,106
Auckland,Unknown,60-64,Male,205,194,194,102,102,41,159
Auckland,Unknown,60-64,Unknown/Other,7,7,7,5,5,<5,6
Auckland,Unknown,65-69,Female,104,100,100,63,62,21,71
Auckland,Unknown,65-69,Male,160,154,154,90,89,35,110
Auckland,Unknown,65-69,Unknown/Other,8,8,8,5,5,<5,6
Auckland,Unknown,70-74,Female,59,57,57,34,32,13,50
Auckland,Unknown,70-74,Male,95,93,93,54,54,22,49
Auckland,Unknown,75-79,Female,41,38,38,24,24,6,34
Auckland,Unknown,75-79,Male,36,35,35,24,24,15,25
Auckland,Unknown,80-84,Female,11,11,11,7,7,7,12
Auckland,Unknown,80-84,Male,14,13,13,10,10,8,12
Auckland,Unknown,85-89,Female,7,7,7,6,6,<5,8
Bay of Plenty,Asian,12-17,Female,613,556,204,27,<5,<5,666
Bay of Plenty,Asian,12-17,Male,659,600,203,20,<5,<5,741
Bay of Plenty,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,9
Bay of Plenty,Asian,18-24,Female,487,485,483,281,<5,<5,583
Bay of Plenty,Asian,18-24,Male,994,982,982,365,<5,5,1204
Bay of Plenty,Asian,18-24,Unknown/Other,6,6,6,<5,<5,<5,7
Bay of Plenty,Asian,25-29,Female,840,837,836,484,<5,12,1016
Bay of Plenty,Asian,25-29,Male,1584,1564,"1,563",603,<5,5,1779
Bay of Plenty,Asian,30-34,Female,1464,1458,"1,455",930,918,50,1477
Bay of Plenty,Asian,30-34,Male,1660,1631,"1,631",802,791,26,1696
Bay of Plenty,Asian,30-34,Unknown/Other,9,9,9,6,6,<5,5
Bay of Plenty,Asian,35-39,Female,1177,1171,"1,171",808,792,63,1177
Bay of Plenty,Asian,35-39,Male,1156,1138,"1,137",709,698,36,1186
Bay of Plenty,Asian,40-44,Female,821,813,812,529,521,33,844
Bay of Plenty,Asian,40-44,Male,839,830,829,573,564,28,838
Bay of Plenty,Asian,40-44,Unknown/Other,8,8,8,<5,<5,<5,8
Bay of Plenty,Asian,45-49,Female,687,683,683,481,475,57,710
Bay of Plenty,Asian,45-49,Male,607,602,602,424,421,23,646
Bay of Plenty,Asian,5-11,Female,488,262,NA,NA,NA,NA,1022
Bay of Plenty,Asian,5-11,Male,565,317,NA,NA,NA,NA,1170
Bay of Plenty,Asian,50-54,Female,514,511,511,376,374,63,483
Bay of Plenty,Asian,50-54,Male,466,460,460,338,335,31,475
Bay of Plenty,Asian,55-59,Female,377,372,370,295,290,79,376
Bay of Plenty,Asian,55-59,Male,281,280,279,210,206,29,286
Bay of Plenty,Asian,60-64,Female,332,332,332,256,253,73,352
Bay of Plenty,Asian,60-64,Male,213,212,212,166,162,33,221
Bay of Plenty,Asian,65-69,Female,262,261,259,199,196,71,271
Bay of Plenty,Asian,65-69,Male,195,192,191,160,158,44,199
Bay of Plenty,Asian,70-74,Female,191,190,190,160,158,72,205
Bay of Plenty,Asian,70-74,Male,144,141,140,118,117,50,143
Bay of Plenty,Asian,75-79,Female,93,93,93,68,67,28,88
Bay of Plenty,Asian,75-79,Male,79,79,79,61,60,21,85
Bay of Plenty,Asian,80-84,Female,54,54,54,44,44,20,51
Bay of Plenty,Asian,80-84,Male,45,45,45,35,35,14,55
Bay of Plenty,Asian,85-89,Female,16,16,16,9,9,<5,19
Bay of Plenty,Asian,85-89,Male,15,15,15,13,13,8,15
Bay of Plenty,Asian,90+,Male,9,8,8,6,6,<5,6
Bay of Plenty,European or Other,12-17,Female,4649,4128,"1,586",130,<5,<5,5761
Bay of Plenty,European or Other,12-17,Male,4857,4358,"1,727",127,<5,<5,6106
Bay of Plenty,European or Other,12-17,Unknown/Other,10,10,7,<5,<5,<5,9
Bay of Plenty,European or Other,18-24,Female,4507,4455,"4,452","1,991",<5,22,5120
Bay of Plenty,European or Other,18-24,Male,4963,4868,"4,867","1,517",<5,11,5619
Bay of Plenty,European or Other,18-24,Unknown/Other,15,14,14,11,<5,<5,16
Bay of Plenty,European or Other,25-29,Female,3889,3824,"3,822","1,958",<5,35,4593
Bay of Plenty,European or Other,25-29,Male,3685,3596,"3,588","1,400",<5,23,4428
Bay of Plenty,European or Other,25-29,Unknown/Other,16,16,16,7,<5,<5,16
Bay of Plenty,European or Other,30-34,Female,4849,4760,"4,758","2,656","2,630",217,5709
Bay of Plenty,European or Other,30-34,Male,4445,4360,"4,359","1,947","1,932",84,5124
Bay of Plenty,European or Other,30-34,Unknown/Other,20,20,20,13,13,<5,10
Bay of Plenty,European or Other,35-39,Female,4872,4790,"4,787","2,868","2,856",217,5503
Bay of Plenty,European or Other,35-39,Male,4314,4221,"4,221","2,128","2,115",128,4932
Bay of Plenty,European or Other,35-39,Unknown/Other,7,7,7,<5,<5,<5,7
Bay of Plenty,European or Other,40-44,Female,4505,4438,"4,435","2,888","2,870",269,5111
Bay of Plenty,European or Other,40-44,Male,4229,4151,"4,150","2,328","2,317",157,4774
Bay of Plenty,European or Other,45-49,Female,4768,4731,"4,730","3,322","3,304",390,5622
Bay of Plenty,European or Other,45-49,Male,4581,4521,"4,517","2,865","2,851",240,5362
Bay of Plenty,European or Other,5-11,Female,2568,1231,NA,NA,NA,NA,6320
Bay of Plenty,European or Other,5-11,Male,2705,1315,NA,NA,NA,NA,6523
Bay of Plenty,European or Other,50-54,Female,5748,5695,"5,692","4,328","4,315",913,6331
Bay of Plenty,European or Other,50-54,Male,5316,5260,"5,258","3,628","3,611",624,5909
Bay of Plenty,European or Other,55-59,Female,5664,5630,"5,626","4,536","4,528","1,267",6390
Bay of Plenty,European or Other,55-59,Male,5235,5197,"5,197","3,963","3,941",998,5990
Bay of Plenty,European or Other,60-64,Female,6233,6190,"6,187","5,263","5,252","2,045",6808
Bay of Plenty,European or Other,60-64,Male,5828,5795,"5,794","4,722","4,712","1,547",6295
Bay of Plenty,European or Other,65-69,Female,6043,6006,"6,005","5,380","5,365","2,997",6540
Bay of Plenty,European or Other,65-69,Male,5625,5593,"5,591","4,883","4,872","2,582",6067
Bay of Plenty,European or Other,65-69,Unknown/Other,7,7,7,7,7,<5,5
Bay of Plenty,European or Other,70-74,Female,5693,5672,"5,672","5,205","5,189","3,389",6190
Bay of Plenty,European or Other,70-74,Male,5278,5263,"5,262","4,839","4,831","3,092",5777
Bay of Plenty,European or Other,70-74,Unknown/Other,7,7,7,7,7,5,8
Bay of Plenty,European or Other,75-79,Female,5117,5104,"5,102","4,772","4,764","3,378",5079
Bay of Plenty,European or Other,75-79,Male,4693,4682,"4,680","4,431","4,420","3,154",4606
Bay of Plenty,European or Other,80-84,Female,3673,3671,"3,670","3,487","3,481","2,549",3807
Bay of Plenty,European or Other,80-84,Male,3130,3125,"3,123","2,983","2,975","2,248",3222
Bay of Plenty,European or Other,85-89,Female,2006,1997,"1,997","1,897","1,892","1,399",2023
Bay of Plenty,European or Other,85-89,Male,1578,1576,"1,574","1,516","1,511","1,164",1558
Bay of Plenty,European or Other,90+,Female,1277,1273,"1,272","1,221","1,219",868,1351
Bay of Plenty,European or Other,90+,Male,747,746,746,713,712,545,796
Bay of Plenty,Maori,12-17,Female,2764,2408,"1,035",34,<5,<5,3921
Bay of Plenty,Maori,12-17,Male,2848,2425,"1,010",32,<5,<5,4165
Bay of Plenty,Maori,18-24,Female,3055,2905,"2,903",750,<5,13,3621
Bay of Plenty,Maori,18-24,Male,3140,2941,"2,939",572,<5,9,3776
Bay of Plenty,Maori,25-29,Female,1945,1860,"1,858",610,<5,6,2543
Bay of Plenty,Maori,25-29,Male,1821,1700,"1,700",394,<5,6,2323
Bay of Plenty,Maori,30-34,Female,1847,1766,"1,764",660,649,22,2305
Bay of Plenty,Maori,30-34,Male,1697,1565,"1,564",439,436,18,2157
Bay of Plenty,Maori,35-39,Female,1631,1569,"1,568",698,690,35,2001
Bay of Plenty,Maori,35-39,Male,1471,1394,"1,392",463,460,13,1881
Bay of Plenty,Maori,40-44,Female,1658,1606,"1,606",823,814,67,1941
Bay of Plenty,Maori,40-44,Male,1450,1388,"1,387",603,595,40,1771
Bay of Plenty,Maori,45-49,Female,1630,1594,"1,593",945,936,98,1906
Bay of Plenty,Maori,45-49,Male,1414,1360,"1,358",694,691,53,1712
Bay of Plenty,Maori,5-11,Female,974,351,NA,NA,NA,NA,4677
Bay of Plenty,Maori,5-11,Male,1054,353,NA,NA,NA,NA,5097
Bay of Plenty,Maori,50-54,Female,1654,1618,"1,618","1,066","1,060",197,1908
Bay of Plenty,Maori,50-54,Male,1498,1452,"1,451",858,856,146,1666
Bay of Plenty,Maori,55-59,Female,1607,1586,"1,586","1,154","1,148",269,1803
Bay of Plenty,Maori,55-59,Male,1296,1274,"1,274",883,879,205,1514
Bay of Plenty,Maori,60-64,Female,1552,1537,"1,536","1,208","1,203",381,1665
Bay of Plenty,Maori,60-64,Male,1327,1308,"1,306","1,053","1,048",322,1390
Bay of Plenty,Maori,65-69,Female,1226,1212,"1,212","1,019","1,015",426,1274
Bay of Plenty,Maori,65-69,Male,960,949,948,822,817,364,1033
Bay of Plenty,Maori,70-74,Female,821,814,813,711,710,384,853
Bay of Plenty,Maori,70-74,Male,719,711,711,646,643,313,752
Bay of Plenty,Maori,75-79,Female,476,472,472,417,416,203,485
Bay of Plenty,Maori,75-79,Male,406,403,403,370,367,216,390
Bay of Plenty,Maori,80-84,Female,305,301,300,272,271,148,301
Bay of Plenty,Maori,80-84,Male,226,225,225,209,208,118,208
Bay of Plenty,Maori,85-89,Female,130,128,128,109,109,61,139
Bay of Plenty,Maori,85-89,Male,82,82,82,75,75,41,84
Bay of Plenty,Maori,90+,Female,52,52,52,47,46,24,53
Bay of Plenty,Maori,90+,Male,18,18,18,18,18,9,19
Bay of Plenty,Pacific Peoples,12-17,Female,209,181,54,<5,<5,<5,266
Bay of Plenty,Pacific Peoples,12-17,Male,247,218,93,5,<5,<5,303
Bay of Plenty,Pacific Peoples,18-24,Female,267,263,263,99,<5,<5,300
Bay of Plenty,Pacific Peoples,18-24,Male,412,397,396,135,<5,<5,453
Bay of Plenty,Pacific Peoples,25-29,Female,203,200,200,95,<5,<5,249
Bay of Plenty,Pacific Peoples,25-29,Male,500,479,479,234,<5,<5,479
Bay of Plenty,Pacific Peoples,30-34,Female,215,210,210,112,109,7,221
Bay of Plenty,Pacific Peoples,30-34,Male,468,446,446,202,200,<5,463
Bay of Plenty,Pacific Peoples,35-39,Female,180,169,167,102,101,<5,202
Bay of Plenty,Pacific Peoples,35-39,Male,470,459,459,218,217,<5,467
Bay of Plenty,Pacific Peoples,40-44,Female,170,168,167,98,98,7,184
Bay of Plenty,Pacific Peoples,40-44,Male,377,368,368,181,181,10,382
Bay of Plenty,Pacific Peoples,45-49,Female,163,159,159,109,109,10,165
Bay of Plenty,Pacific Peoples,45-49,Male,282,275,275,151,150,<5,245
Bay of Plenty,Pacific Peoples,5-11,Female,137,45,NA,NA,NA,NA,351
Bay of Plenty,Pacific Peoples,5-11,Male,114,42,NA,NA,NA,NA,383
Bay of Plenty,Pacific Peoples,50-54,Female,136,132,132,86,86,18,140
Bay of Plenty,Pacific Peoples,50-54,Male,194,192,192,114,114,9,183
Bay of Plenty,Pacific Peoples,55-59,Female,111,110,110,83,82,24,119
Bay of Plenty,Pacific Peoples,55-59,Male,125,122,122,79,78,16,119
Bay of Plenty,Pacific Peoples,60-64,Female,81,80,80,66,65,23,86
Bay of Plenty,Pacific Peoples,60-64,Male,80,77,77,59,59,17,91
Bay of Plenty,Pacific Peoples,65-69,Female,59,59,59,47,47,25,59
Bay of Plenty,Pacific Peoples,65-69,Male,63,62,62,56,56,29,70
Bay of Plenty,Pacific Peoples,70-74,Female,44,43,43,40,40,21,56
Bay of Plenty,Pacific Peoples,70-74,Male,38,38,38,32,32,17,44
Bay of Plenty,Pacific Peoples,75-79,Female,39,39,39,34,34,13,39
Bay of Plenty,Pacific Peoples,75-79,Male,23,23,23,20,20,12,25
Bay of Plenty,Pacific Peoples,80-84,Female,18,18,18,16,16,9,17
Bay of Plenty,Pacific Peoples,80-84,Male,11,11,11,11,11,5,12
Bay of Plenty,Unknown,12-17,Female,7,7,<5,<5,<5,<5,9
Bay of Plenty,Unknown,18-24,Female,6,5,5,<5,<5,<5,12
Bay of Plenty,Unknown,18-24,Male,14,12,12,5,<5,<5,20
Bay of Plenty,Unknown,25-29,Female,29,28,28,10,<5,<5,35
Bay of Plenty,Unknown,25-29,Male,56,55,55,25,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,36,36,36,15,14,<5,24
Bay of Plenty,Unknown,30-34,Male,60,57,57,28,26,<5,62
Bay of Plenty,Unknown,35-39,Female,14,13,13,7,7,<5,16
Bay of Plenty,Unknown,35-39,Male,65,61,61,36,36,<5,46
Bay of Plenty,Unknown,40-44,Female,12,10,10,6,6,<5,23
Bay of Plenty,Unknown,40-44,Male,42,42,42,24,23,<5,49
Bay of Plenty,Unknown,45-49,Female,15,14,14,5,5,<5,5
Bay of Plenty,Unknown,45-49,Male,46,45,45,27,27,<5,42
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,6,<5,7
Bay of Plenty,Unknown,50-54,Female,11,11,11,6,6,<5,12
Bay of Plenty,Unknown,50-54,Male,38,38,38,25,24,<5,34
Bay of Plenty,Unknown,55-59,Female,6,6,6,<5,<5,<5,8
Bay of Plenty,Unknown,55-59,Male,30,30,30,18,18,5,32
