Date,First doses,Second doses,Third primary doses,Boosters
2021-04-29,7531,4957,0,0
2021-04-30,8374,5032,0,0
2021-05-01,3489,1992,0,0
2021-05-02,1623,1921,0,0
2021-05-03,6253,4489,0,0
2021-05-04,8343,5302,0,0
2021-05-05,9206,5560,0,0
2021-05-06,9204,5830,0,0
2021-05-07,10134,6755,0,0
2021-05-08,4398,2855,0,0
2021-05-09,1731,1616,0,0
2021-05-10,6879,5120,0,0
2021-05-11,9229,5900,0,0
2021-05-12,9519,5774,1,0
2021-05-13,9777,6016,0,0
2021-05-14,8958,7116,0,0
2021-05-15,3419,2817,0,0
2021-05-16,2415,1807,0,0
2021-05-17,7296,3759,0,0
2021-05-18,9277,5516,0,0
2021-05-19,9056,6401,1,0
2021-05-20,8728,6753,0,1
2021-05-21,8266,7301,0,0
2021-05-22,4406,3566,0,0
2021-05-23,2262,1543,2,0
2021-05-24,7231,5776,0,0
2021-05-25,9839,7479,0,0
2021-05-26,10957,7767,0,0
2021-05-27,9864,7031,1,0
2021-05-28,10826,9879,0,0
2021-05-29,5941,4296,0,0
2021-05-30,3322,1882,0,0
2021-05-31,8904,5565,0,1
2021-06-01,12014,7922,1,0
2021-06-02,12559,8415,1,0
2021-06-03,14140,9033,0,0
2021-06-04,12098,8357,0,0
2021-06-05,6201,3351,0,0
2021-06-06,3534,1684,0,0
2021-06-07,3938,1373,0,0
2021-06-08,13098,8760,0,0
2021-06-09,7110,4320,1,0
2021-06-10,13942,9476,0,0
2021-06-11,11979,9592,1,0
2021-06-12,7450,4495,0,0
2021-06-13,4407,2904,2,0
2021-06-14,10356,7564,0,0
2021-06-15,13079,9158,0,0
2021-06-16,14399,10034,0,0
2021-06-17,12986,10309,0,0
2021-06-18,11359,9466,0,0
2021-06-19,7384,4905,0,0
2021-06-20,3967,3347,0,0
2021-06-21,9067,8448,0,0
2021-06-22,11447,11286,0,0
2021-06-23,13113,11893,0,0
2021-06-24,11438,12997,1,0
2021-06-25,10024,11719,0,0
2021-06-26,8358,6287,0,0
2021-06-27,3591,3445,0,0
2021-06-28,9926,6457,0,0
2021-06-29,10935,10044,0,0
2021-06-30,12940,9958,0,0
2021-07-01,13107,9856,0,0
2021-07-02,9772,10315,1,0
2021-07-03,7389,5329,0,0
2021-07-04,3489,2925,0,0
2021-07-05,7781,7970,0,0
2021-07-06,9590,11333,1,0
2021-07-07,11282,11874,0,0
2021-07-08,12714,11897,1,0
2021-07-09,11085,10522,0,0
2021-07-10,9327,6487,0,0
2021-07-11,4394,3243,0,0
2021-07-12,9576,8162,0,0
2021-07-13,12068,10488,1,0
2021-07-14,13421,11453,0,0
2021-07-15,12867,10914,1,0
2021-07-16,11941,9919,0,0
2021-07-17,9458,7080,0,0
2021-07-18,5657,3075,0,0
2021-07-19,13155,9189,0,0
2021-07-20,18763,11925,0,0
2021-07-21,20810,13185,0,0
2021-07-22,19838,12521,0,0
2021-07-23,19770,11312,0,0
2021-07-24,17115,7735,0,0
2021-07-25,9053,4932,0,0
2021-07-26,20555,9980,1,0
2021-07-27,27611,11379,0,0
2021-07-28,29420,12168,0,0
2021-07-29,28231,11993,1,0
2021-07-30,31517,10649,1,0
2021-07-31,29524,9075,1,0
2021-08-01,17985,4679,0,0
2021-08-02,25707,9444,0,0
2021-08-03,30308,12535,0,0
2021-08-04,32572,12927,1,0
2021-08-05,29281,13019,0,0
2021-08-06,30395,11709,1,0
2021-08-07,27926,8898,1,0
2021-08-08,15872,4634,1,0
2021-08-09,26907,11658,0,0
2021-08-10,31123,15960,1,1
2021-08-11,32045,16937,0,0
2021-08-12,32521,16552,1,0
2021-08-13,31412,15667,1,0
2021-08-14,30431,13333,1,0
2021-08-15,18287,7408,0,0
2021-08-16,30376,16058,0,0
2021-08-17,35862,20432,1,0
2021-08-18,412,101,0,0
2021-08-19,21593,8774,0,0
2021-08-20,38819,20222,1,0
2021-08-21,38406,15902,0,1
2021-08-22,28509,9098,0,0
2021-08-23,46808,19574,2,2
2021-08-24,59422,23684,1,0
2021-08-25,63469,26511,0,1
2021-08-26,67946,25519,1,0
2021-08-27,67442,24734,0,1
2021-08-28,56889,22410,0,1
2021-08-29,37123,11484,0,0
2021-08-30,54943,23776,2,0
2021-08-31,59351,27497,1,0
2021-09-01,63612,27713,0,1
2021-09-02,65267,25334,0,1
2021-09-03,61962,25922,3,0
2021-09-04,56143,22590,2,1
2021-09-05,27043,12025,0,0
2021-09-06,45336,21827,1,2
2021-09-07,50029,23476,2,0
2021-09-08,48874,18583,2,1
2021-09-09,46562,15635,0,0
2021-09-10,44203,21196,1,1
2021-09-11,39050,23340,0,0
2021-09-12,20682,13467,0,0
2021-09-13,34557,20986,4,0
2021-09-14,39780,22895,3,0
2021-09-15,40054,23231,4,1
2021-09-16,37318,24172,1,1
2021-09-17,33399,27710,4,2
2021-09-18,29345,24643,1,0
2021-09-19,14316,12604,3,0
2021-09-20,24835,25946,3,4
2021-09-21,27812,26605,3,0
2021-09-22,24570,25585,1,1
2021-09-23,21277,28571,2,0
2021-09-24,19171,31833,2,3
2021-09-25,19562,32323,2,0
2021-09-26,8285,16621,0,0
2021-09-27,12749,28312,2,2
2021-09-28,13629,31290,3,1
2021-09-29,14073,27164,2,1
2021-09-30,14190,32432,2,2
2021-10-01,12409,35526,4,0
2021-10-02,12950,37480,2,2
2021-10-03,7131,20064,1,0
2021-10-04,15013,41247,0,3
2021-10-05,17771,46428,4,2
2021-10-06,19108,51708,6,4
2021-10-07,19910,63064,3,6
2021-10-08,18763,67606,2,5
2021-10-09,18463,63815,4,0
2021-10-10,9111,33272,2,0
2021-10-11,15338,54402,5,0
2021-10-12,17679,55808,2,1
2021-10-13,15881,53526,3,3
2021-10-14,15227,53139,2,4
2021-10-15,14125,55817,3,3
2021-10-16,39710,91706,9,12
2021-10-17,6292,23501,0,0
2021-10-18,10075,32891,5,1
2021-10-19,10521,32539,1,2
2021-10-20,10525,32861,4,3
2021-10-21,10184,31477,9,7
2021-10-22,11544,33548,17,7
2021-10-23,11918,30829,13,3
2021-10-24,5376,13734,1,1
2021-10-25,3538,7201,1,0
2021-10-26,10982,31401,40,18
2021-10-27,11013,28477,43,3
2021-10-28,12979,32445,108,6
2021-10-29,11209,32080,162,5
2021-10-30,10839,32106,82,3
2021-10-31,4904,15371,12,0
2021-11-01,7273,20398,178,3
2021-11-02,7650,21488,259,9
2021-11-03,6837,20573,303,2
2021-11-04,6712,19665,371,5
2021-11-05,6535,21668,365,4
2021-11-06,7467,26607,124,2
2021-11-07,3289,11035,37,2
2021-11-08,5228,16290,302,5
2021-11-09,5981,16497,424,5
2021-11-10,6153,16080,465,5
2021-11-11,6455,16662,483,13
2021-11-12,6444,16848,379,15
2021-11-13,7256,20040,165,2
2021-11-14,4670,10015,39,9
2021-11-15,7840,13753,438,5
2021-11-16,6732,14499,467,16
2021-11-17,6274,14308,506,15
2021-11-18,6758,14159,524,11
2021-11-19,6863,15861,514,17
2021-11-20,6063,15611,160,18
2021-11-21,3109,6791,44,117
2021-11-22,4837,10551,437,172
2021-11-23,6609,12504,497,139
2021-11-24,6659,12139,557,238
2021-11-25,6453,11889,578,266
2021-11-26,5746,12297,981,4162
2021-11-27,6433,14545,413,4295
2021-11-28,3711,8085,123,2217
2021-11-29,6261,11956,1465,22106
2021-11-30,7567,14449,1207,18698
2021-12-01,7945,14376,1098,16924
2021-12-02,8715,16786,1122,13492
2021-12-03,7451,17471,1045,13584
2021-12-04,5683,14073,260,7313
2021-12-05,2733,6771,102,2379
2021-12-06,4617,10717,589,9359
2021-12-07,4423,10209,753,8997
2021-12-08,3823,9428,695,9315
2021-12-09,3396,9258,746,8465
2021-12-10,2894,9288,653,8294
2021-12-11,2751,8523,224,4715
2021-12-12,1191,4267,87,1980
2021-12-13,2438,6885,640,8857
2021-12-14,2492,7906,730,9511
2021-12-15,2442,8214,702,9592
2021-12-16,2449,8350,748,10044
2021-12-17,2061,7633,849,11049
2021-12-18,1751,6664,200,6956
2021-12-19,784,3377,98,2996
2021-12-20,1872,6305,645,11706
2021-12-21,1746,7291,881,12019
2021-12-22,1580,7313,827,13440
2021-12-23,1417,7147,680,12192
2021-12-24,707,4473,311,8054
2021-12-25,5,52,1,49
2021-12-26,98,741,8,907
2021-12-27,198,1562,47,2350
2021-12-28,280,1917,45,2904
2021-12-29,1137,6640,433,15771
2021-12-30,959,4922,405,17145
2021-12-31,663,3537,268,13217
2022-01-01,55,357,8,1032
2022-01-02,137,624,13,2227
2022-01-03,366,1312,26,4502
2022-01-04,403,1411,23,5326
2022-01-05,1298,4621,609,41244
2022-01-06,1377,4100,884,43376
2022-01-07,1292,3938,791,44539
2022-01-08,754,2356,195,21831
2022-01-09,462,1385,123,10709
2022-01-10,1399,3986,725,47890
2022-01-11,1495,3812,646,45984
