SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake
106200,Tikipunga North,Northland,Maori,967,848,759,877,785
106200,Tikipunga North,Northland,Pacific Peoples,76,65,61,855,803
106300,Pukenui,Northland,Maori,175,156,148,891,846
106400,Otangarei,Northland,Maori,"1,273","1,023",872,804,685
106400,Otangarei,Northland,Pacific Peoples,53,39,39,736,736
106500,Tikipunga South,Northland,Maori,"1,182","1,047",980,886,829
106500,Tikipunga South,Northland,Pacific Peoples,81,Masked,71,>950,877
106600,Kensington (Whangarei District),Northland,Maori,702,601,558,856,795
106600,Kensington (Whangarei District),Northland,Pacific Peoples,56,Masked,Masked,>950,>950
106700,Abbey Caves-Glenbervie,Northland,Maori,139,122,109,878,784
106800,Mairtown,Northland,Maori,530,466,447,879,843
106800,Mairtown,Northland,Pacific Peoples,58,45,44,776,759
106900,Maunu-Horahora,Northland,Maori,532,470,443,883,833
106900,Maunu-Horahora,Northland,Pacific Peoples,40,30,28,750,700
107000,Woodhill-Vinetown,Northland,Maori,722,583,543,807,752
107000,Woodhill-Vinetown,Northland,Pacific Peoples,83,77,73,928,880
107100,Whangarei Central,Northland,Maori,255,221,205,867,804
107200,Riverside,Northland,Maori,424,351,334,828,788
107200,Riverside,Northland,Pacific Peoples,44,41,41,932,932
107300,Raumanga,Northland,Maori,"1,429","1,171","1,014",819,710
107300,Raumanga,Northland,Pacific Peoples,92,85,78,924,848
107400,Tarewa,Northland,Maori,858,700,625,816,728
107500,Morningside (Whangarei District),Northland,Maori,757,663,604,876,798
107500,Morningside (Whangarei District),Northland,Pacific Peoples,52,47,45,904,865
107600,Ngunguru,Northland,Maori,154,134,130,870,844
107700,Otaika-Portland,Northland,Maori,293,233,219,795,747
107800,Oakleigh-Mangapai,Northland,Maori,231,197,188,853,814
108000,Pataua,Northland,Maori,183,139,132,760,721
108100,Onerahi Park,Northland,Maori,249,226,221,908,888
108200,Sherwood Rise,Northland,Maori,613,535,493,873,804
108200,Sherwood Rise,Northland,Pacific Peoples,47,Masked,Masked,>950,>950
108300,Onerahi,Northland,Maori,584,490,443,839,759
108300,Onerahi,Northland,Pacific Peoples,52,43,40,827,769
108500,Parua Bay,Northland,Maori,263,238,234,905,890
108600,Bream Bay,Northland,Maori,347,296,274,853,790
108700,Marsden Bay,Northland,Maori,299,278,267,930,893
108800,Ruakaka,Northland,Maori,598,544,501,910,838
108800,Ruakaka,Northland,Pacific Peoples,54,48,46,889,852
108900,Bream Head,Northland,Maori,94,84,82,894,872
109000,Waipu,Northland,Maori,284,229,223,806,785
109000,Waipu,Northland,Pacific Peoples,40,35,35,875,875
109100,Kaipara Coastal,Northland,Maori,844,631,569,748,674
109100,Kaipara Coastal,Northland,Pacific Peoples,47,41,34,872,723
109200,Maungaru,Northland,Maori,249,214,199,859,799
109300,Dargaville,Northland,Maori,"1,340","1,051",948,784,707
109300,Dargaville,Northland,Pacific Peoples,202,185,174,916,861
109400,Ruawai-Matakohe,Northland,Maori,469,374,359,797,765
109500,Otamatea (Kaipara District),Northland,Maori,170,122,111,718,653
109600,Maungaturoto,Northland,Maori,179,156,147,872,821
109700,Kaiwaka,Northland,Maori,428,328,301,766,703
109800,Mangawhai Rural,Northland,Maori,174,136,131,782,753
109900,Mangawhai Heads,Northland,Maori,165,148,136,897,824
110100,Mangawhai,Northland,Maori,72,62,57,861,792
110200,Okahukura Peninsula,Waitemata,Maori,175,148,137,846,783
110400,Cape Rodney,Waitemata,Maori,365,315,306,863,838
110400,Cape Rodney,Waitemata,Pacific Peoples,50,42,40,840,800
110500,Wellsford,Waitemata,Maori,287,222,207,774,721
110500,Wellsford,Waitemata,Pacific Peoples,64,56,55,875,859
110700,South Head,Waitemata,Maori,359,312,298,869,830
110700,South Head,Waitemata,Pacific Peoples,52,40,39,769,750
110800,Kaipara Hills,Waitemata,Maori,259,220,208,849,803
110900,Dome Valley-Matakana,Waitemata,Maori,80,68,64,850,800
111100,Warkworth West,Waitemata,Maori,145,124,120,855,828
111100,Warkworth West,Waitemata,Pacific Peoples,89,Masked,Masked,>950,>950
111200,Puhoi Valley,Waitemata,Maori,193,170,162,881,839
111200,Puhoi Valley,Waitemata,Pacific Peoples,57,Masked,Masked,>950,>950
111300,Warkworth East,Waitemata,Maori,197,170,163,863,827
111300,Warkworth East,Waitemata,Pacific Peoples,163,Masked,Masked,>950,>950
111500,Tawharanui Peninsula,Waitemata,Maori,76,69,67,908,882
111600,Te Kuru,Waitemata,Maori,147,Masked,134,>950,912
111700,Snells Beach,Waitemata,Maori,233,215,202,923,867
111700,Snells Beach,Waitemata,Pacific Peoples,103,Masked,Masked,>950,>950
111800,Barrier Islands,Auckland,Maori,168,134,128,798,762
111900,Algies Bay-Scotts Landing,Waitemata,Maori,42,Masked,Masked,>950,>950
112100,Wainui-Waiwera,Waitemata,Maori,96,89,87,927,906
112200,Parakai,Waitemata,Maori,187,170,161,909,861
112300,Helensville Rural,Waitemata,Maori,103,94,90,913,874
112400,Helensville,Waitemata,Maori,406,349,332,860,818
112400,Helensville,Waitemata,Pacific Peoples,101,86,83,851,822
112500,Waitoki,Waitemata,Maori,63,55,53,873,841
112600,Waikoukou Valley,Waitemata,Maori,85,80,77,941,906
112700,Orewa North,Waitemata,Maori,165,155,153,939,927
112700,Orewa North,Waitemata,Pacific Peoples,63,59,56,937,889
112800,Hatfields Beach,Waitemata,Maori,102,95,94,931,922
112900,Orewa South,Waitemata,Maori,133,124,119,932,895
112900,Orewa South,Waitemata,Pacific Peoples,64,55,55,859,859
113000,Orewa Central,Waitemata,Maori,149,138,136,926,913
113000,Orewa Central,Waitemata,Pacific Peoples,69,57,56,826,812
113100,Millwater North,Waitemata,Maori,75,Masked,Masked,>950,>950
113200,Waipatukahu,Waitemata,Maori,155,143,142,923,916
113300,Millwater South,Waitemata,Maori,131,119,116,908,885
113400,Dairy Flat North,Waitemata,Maori,139,118,109,849,784
113500,Dairy Flat West,Waitemata,Maori,53,45,43,849,811
113600,Kingsway,Waitemata,Maori,82,Masked,Masked,>950,>950
113600,Kingsway,Waitemata,Pacific Peoples,45,Masked,Masked,>950,>950
113800,Silverdale Central (Auckland),Waitemata,Maori,49,39,37,796,755
113900,Red Beach West,Waitemata,Maori,107,97,90,907,841
114000,Red Beach East,Waitemata,Maori,184,Masked,173,>950,940
114000,Red Beach East,Waitemata,Pacific Peoples,54,Masked,Masked,>950,>950
114100,Silverdale South (Auckland),Waitemata,Maori,105,85,82,810,781
114200,Waimauku,Waitemata,Maori,82,Masked,77,>950,939
114400,Vipond,Waitemata,Maori,174,155,151,891,868
114400,Vipond,Waitemata,Pacific Peoples,41,Masked,Masked,>950,>950
114500,Muriwai,Waitemata,Maori,83,Masked,Masked,>950,>950
114600,Stanmore Bay West,Waitemata,Maori,182,Masked,167,>950,918
114700,Kumeu Rural West,Waitemata,Maori,104,Masked,98,>950,942
114700,Kumeu Rural West,Waitemata,Pacific Peoples,65,Masked,60,>950,923
114800,Okura Bush,Waitemata,Maori,60,53,49,883,817
114900,Whangaparoa Central,Waitemata,Maori,248,223,217,899,875
114900,Whangaparoa Central,Waitemata,Pacific Peoples,48,42,39,875,812
115000,Kumeu-Huapai,Waitemata,Maori,233,Masked,Masked,>950,>950
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,141,Masked,133,>950,943
115100,Stanmore Bay East,Waitemata,Maori,214,198,193,925,902
115200,Manly West,Waitemata,Maori,154,Masked,141,>950,916
115200,Manly West,Waitemata,Pacific Peoples,46,42,40,913,870
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,68,62,62,912,912
115400,Tindalls-Matakatia,Waitemata,Maori,94,Masked,Masked,>950,>950
115500,Coatesville,Waitemata,Maori,71,62,60,873,845
115600,Dairy Flat South,Waitemata,Maori,62,51,51,823,823
115700,Gulf Harbour North,Waitemata,Maori,118,Masked,112,>950,949
115700,Gulf Harbour North,Waitemata,Pacific Peoples,47,Masked,Masked,>950,>950
115800,Manly East,Waitemata,Maori,200,177,172,885,860
115800,Manly East,Waitemata,Pacific Peoples,70,54,52,771,743
115900,Riverhead,Waitemata,Maori,177,153,148,864,836
115900,Riverhead,Waitemata,Pacific Peoples,64,Masked,Masked,>950,>950
116000,Army Bay,Waitemata,Maori,63,Masked,Masked,>950,>950
116000,Army Bay,Waitemata,Pacific Peoples,41,Masked,Masked,>950,>950
116100,Kumeu Rural East,Waitemata,Maori,177,156,148,881,836
116100,Kumeu Rural East,Waitemata,Pacific Peoples,88,Masked,81,>950,920
116200,Gulf Harbour South,Waitemata,Maori,59,52,50,881,847
116200,Gulf Harbour South,Waitemata,Pacific Peoples,40,37,36,925,900
116400,Taupaki,Waitemata,Maori,88,Masked,81,>950,920
116600,Paremoremo East,Waitemata,Maori,127,Masked,120,>950,945
116600,Paremoremo East,Waitemata,Pacific Peoples,40,31,30,775,750
116700,Albany Heights,Waitemata,Maori,104,96,93,923,894
116700,Albany Heights,Waitemata,Pacific Peoples,48,Masked,Masked,>950,>950
116800,Awaruku,Waitemata,Maori,123,Masked,Masked,>950,>950
116800,Awaruku,Waitemata,Pacific Peoples,51,Masked,Masked,>950,>950
116900,Fairview Heights,Waitemata,Maori,73,66,63,904,863
117000,Whenuapai,Waitemata,Maori,415,382,377,920,908
117000,Whenuapai,Waitemata,Pacific Peoples,211,Masked,196,>950,929
117100,Waitakere Ranges North,Waitemata,Maori,77,Masked,Masked,>950,>950
117200,Torbay,Waitemata,Maori,133,Masked,124,>950,932
117200,Torbay,Waitemata,Pacific Peoples,58,Masked,Masked,>950,>950
117300,Albany Central,Waitemata,Maori,110,95,90,864,818
117400,Albany West,Waitemata,Maori,60,Masked,Masked,>950,>950
117400,Albany West,Waitemata,Pacific Peoples,42,Masked,Masked,>950,>950
117500,Glamorgan,Waitemata,Maori,138,129,126,935,913
117500,Glamorgan,Waitemata,Pacific Peoples,43,Masked,Masked,>950,>950
117600,Oteha East,Waitemata,Maori,73,69,68,945,932
117600,Oteha East,Waitemata,Pacific Peoples,49,37,37,755,755
117700,Northcross,Waitemata,Maori,101,Masked,Masked,>950,>950
117900,Waiake,Waitemata,Maori,124,112,108,903,871
117900,Waiake,Waitemata,Pacific Peoples,49,Masked,45,>950,918
118000,Waitakere,Waitemata,Maori,177,159,152,898,859
118000,Waitakere,Waitemata,Pacific Peoples,71,66,65,930,915
118100,Albany South,Waitemata,Maori,95,90,86,947,905
118100,Albany South,Waitemata,Pacific Peoples,40,Masked,Masked,>950,>950
118200,Browns Bay South West,Waitemata,Maori,133,120,116,902,872
118300,Browns Bay Central,Waitemata,Maori,95,Masked,Masked,>950,>950
118400,Schnapper Rock,Waitemata,Maori,89,84,83,944,933
118500,Pinehill ,Waitemata,Maori,69,60,59,870,855
118600,North Harbour,Waitemata,Maori,76,59,54,776,711
118700,Browns Bay South East,Waitemata,Maori,81,72,69,889,852
118900,Greenhithe West,Waitemata,Maori,116,105,104,905,897
118900,Greenhithe West,Waitemata,Pacific Peoples,40,38,38,950,950
119000,Rothesay Bay,Waitemata,Maori,55,Masked,Masked,>950,>950
119100,Greenhithe East,Waitemata,Maori,93,83,83,892,892
119100,Greenhithe East,Waitemata,Pacific Peoples,40,38,38,950,950
119200,Hobsonville,Waitemata,Maori,61.0,Masked,Masked,>950,>950
119200,Hobsonville,Waitemata,Pacific Peoples,59.0,53,53,898,898
119400,Greenhithe South,Waitemata,Maori,69,Masked,Masked,>950,>950
119500,Murrays Bay West,Waitemata,Maori,73,Masked,Masked,>950,>950
119600,Westgate South,Waitemata,Maori,249,216,206,867,827
119600,Westgate South,Waitemata,Pacific Peoples,262,236,223,901,851
119800,West Harbour West,Waitemata,Maori,561,489,457,872,815
119800,West Harbour West,Waitemata,Pacific Peoples,546,507,484,929,886
119900,Unsworth Heights West,Waitemata,Maori,55,Masked,Masked,>950,>950
119900,Unsworth Heights West,Waitemata,Pacific Peoples,43,Masked,Masked,>950,>950
120000,Murrays Bay East,Waitemata,Maori,65,Masked,Masked,>950,>950
120100,Birdwood West,Waitemata,Maori,99,89,84,899,848
120100,Birdwood West,Waitemata,Pacific Peoples,42,36,35,857,833
120200,Hobsonville Point,Waitemata,Maori,239,Masked,Masked,>950,>950
120200,Hobsonville Point,Waitemata,Pacific Peoples,155,Masked,Masked,>950,>950
120300,West Harbour Clearwater Cove,Waitemata,Maori,197,Masked,Masked,>950,>950
120300,West Harbour Clearwater Cove,Waitemata,Pacific Peoples,156,Masked,Masked,>950,>950
120400,Unsworth Heights East,Waitemata,Maori,164,Masked,154,>950,939
120400,Unsworth Heights East,Waitemata,Pacific Peoples,112,Masked,Masked,>950,>950
120500,Mairangi Bay North,Waitemata,Maori,85,Masked,Masked,>950,>950
120500,Mairangi Bay North,Waitemata,Pacific Peoples,41,36,34,878,829
120600,Massey Central,Waitemata,Maori,463,429,400,927,864
120600,Massey Central,Waitemata,Pacific Peoples,659,Masked,596,>950,904
120700,West Harbour Luckens Point,Waitemata,Maori,102,Masked,Masked,>950,>950
120700,West Harbour Luckens Point,Waitemata,Pacific Peoples,89,Masked,82,>950,921
120800,Mairangi Bay South,Waitemata,Maori,90,Masked,Masked,>950,>950
120900,Massey Royal Road West,Waitemata,Maori,369,323,307,875,832
120900,Massey Royal Road West,Waitemata,Pacific Peoples,438,Masked,Masked,>950,>950
121000,Bayview East,Waitemata,Maori,189,175.0,164.0,926,868
121000,Bayview East,Waitemata,Pacific Peoples,169,Masked,Masked,>950,>950
121100,Swanson Rural,Waitemata,Maori,192,176,171,917,891
121100,Swanson Rural,Waitemata,Pacific Peoples,68,Masked,Masked,>950,>950
121200,Sunnynook South,Waitemata,Maori,110,100,97,909,882
121200,Sunnynook South,Waitemata,Pacific Peoples,81,Masked,Masked,>950,>950
121300,Sunnynook North,Waitemata,Maori,98,Masked,93,>950,949
121300,Sunnynook North,Waitemata,Pacific Peoples,44,41,41,932,932
121400,Bayview West,Waitemata,Maori,124,103.0,99.0,831,798
121400,Bayview West,Waitemata,Pacific Peoples,93,Masked,Masked,>950,>950
121500,Totara Vale North,Waitemata,Maori,151,141,137,934,907
121500,Totara Vale North,Waitemata,Pacific Peoples,102,Masked,94,>950,922
121600,Royal Heights North,Waitemata,Maori,431,399,376,926,872
121600,Royal Heights North,Waitemata,Pacific Peoples,489,429,419,877,857
121700,Massey West,Waitemata,Maori,184,154,141,837,766
121700,Massey West,Waitemata,Pacific Peoples,214,197,185,921,864
121800,Beach Haven West,Waitemata,Maori,257,234,229,911,891
121800,Beach Haven West,Waitemata,Pacific Peoples,151,Masked,Masked,>950,>950
121900,Totara Vale South,Waitemata,Maori,201,187,184,930,915
121900,Totara Vale South,Waitemata,Pacific Peoples,158,149,146,943,924
122000,Swanson,Waitemata,Maori,286,257,249,899,871
122000,Swanson,Waitemata,Pacific Peoples,225,Masked,Masked,>950,>950
122100,Bayview South,Waitemata,Maori,132,Masked,Masked,>950,>950
122100,Bayview South,Waitemata,Pacific Peoples,119,106,105,891,882
122200,Campbells Bay,Waitemata,Maori,79,Masked,Masked,>950,>950
122300,Royal Heights South,Waitemata,Maori,492,438,403,890,819
122300,Royal Heights South,Waitemata,Pacific Peoples,645,594,575,921,891
122400,Beach Haven East,Waitemata,Maori,593,516,479,870,808
122400,Beach Haven East,Waitemata,Pacific Peoples,523,478,451,914,862
122500,Massey East,Waitemata,Maori,476,411,380,863,798
122500,Massey East,Waitemata,Pacific Peoples,849,786,757,926,892
122600,Forrest Hill North,Waitemata,Maori,62,Masked,58,>950,935
122700,Glenfield North,Waitemata,Maori,150,135,129.0,900,860
122700,Glenfield North,Waitemata,Pacific Peoples,134,123,121.0,918,903
122800,Birkdale North,Waitemata,Maori,414,383,365,925,882
122800,Birkdale North,Waitemata,Pacific Peoples,338,Masked,321,>950,950
122900,Massey South,Waitemata,Maori,639,568,537,889,840
122900,Massey South,Waitemata,Pacific Peoples,810,745,721,920,890
123000,Ranui North,Waitemata,Maori,667,585,539,877,808
123000,Ranui North,Waitemata,Pacific Peoples,988,920,885,931,896
123100,Glenfield West,Waitemata,Maori,144,Masked,133,>950,924
123100,Glenfield West,Waitemata,Pacific Peoples,112,Masked,Masked,>950,>950
123200,Te Atatu Peninsula North West,Waitemata,Maori,489,447,421,914,861
123200,Te Atatu Peninsula North West,Waitemata,Pacific Peoples,276,241,235,873,851
123300,Glenfield South West,Waitemata,Maori,173.0,159.0,155.0,919,896
123300,Glenfield South West,Waitemata,Pacific Peoples,166.0,Masked,151.0,>950,910
123400,Forrest Hill West,Waitemata,Maori,109.0,Masked,Masked,>950,>950
123400,Forrest Hill West,Waitemata,Pacific Peoples,101.0,95,91,941,901
123600,Forrest Hill East,Waitemata,Maori,97,89,88,918,907
123600,Forrest Hill East,Waitemata,Pacific Peoples,69,Masked,Masked,>950,>950
123700,Castor Bay,Waitemata,Maori,114,Masked,Masked,>950,>950
123800,Ranui Domain,Waitemata,Maori,611,527,481,863,787
123800,Ranui Domain,Waitemata,Pacific Peoples,670,631,596,942,890
123900,Beach Haven South,Waitemata,Maori,171,Masked,Masked,>950,>950
123900,Beach Haven South,Waitemata,Pacific Peoples,78,74,73,949,936
124000,Glenfield Central,Waitemata,Maori,161,Masked,150,>950,932
124000,Glenfield Central,Waitemata,Pacific Peoples,93,Masked,87,>950,935
124100,Piha,Waitemata,Maori,97,84,81,866,835
124200,Ranui South West,Waitemata,Maori,371,326,298,879,803
124200,Ranui South West,Waitemata,Pacific Peoples,469,Masked,430,>950,917
124300,Henderson Larnoch,Waitemata,Maori,604,551,513,912,849
124300,Henderson Larnoch,Waitemata,Pacific Peoples,914,859,826,940,904
124400,Birkdale South,Waitemata,Maori,321,304,295,947,919
124400,Birkdale South,Waitemata,Pacific Peoples,293,276,271,942,925
124500,Te Atatu Peninsula Central,Waitemata,Maori,547,518,487,947,890
124500,Te Atatu Peninsula Central,Waitemata,Pacific Peoples,427,396,383,927,897
124600,Glenfield East,Waitemata,Maori,99,91.0,89.0,919,899
124600,Glenfield East,Waitemata,Pacific Peoples,82,Masked,Masked,>950,>950
124700,Henderson Valley,Waitemata,Maori,126,114,111,905,881
124700,Henderson Valley,Waitemata,Pacific Peoples,50,Masked,Masked,>950,>950
124800,Te Atatu Peninsula West,Waitemata,Maori,546,508,483,930,885
124800,Te Atatu Peninsula West,Waitemata,Pacific Peoples,426,Masked,399,>950,937
124900,Henderson Lincoln West,Waitemata,Maori,440,375,339,852,770
124900,Henderson Lincoln West,Waitemata,Pacific Peoples,583,546,535,937,918
125000,Ranui South East,Waitemata,Maori,291,260,242,893,832
125000,Ranui South East,Waitemata,Pacific Peoples,443,419,408,946,921
125200,Birkenhead West,Waitemata,Maori,188,Masked,Masked,>950,>950
125200,Birkenhead West,Waitemata,Pacific Peoples,84,Masked,Masked,>950,>950
125300,Te Atatu Peninsula East,Waitemata,Maori,284,269,261,947,919
125300,Te Atatu Peninsula East,Waitemata,Pacific Peoples,237,216,211,911,890
125400,Milford West,Waitemata,Maori,79,Masked,74,>950,937
125500,Westlake,Waitemata,Maori,72,68,68,944,944
125600,Hillcrest North (Auckland),Waitemata,Maori,155,141,139,910,897
125600,Hillcrest North (Auckland),Waitemata,Pacific Peoples,77,68,68,883,883
125700,Henderson Lincoln South,Waitemata,Maori,252,223,216,885,857
125700,Henderson Lincoln South,Waitemata,Pacific Peoples,357,325,314,910,880
125800,Hillcrest West (Auckland),Waitemata,Maori,138,128,120,928,870
125800,Hillcrest West (Auckland),Waitemata,Pacific Peoples,60,56,54,933,900
126000,Summerland South,Waitemata,Maori,184,169,162,918,880
126000,Summerland South,Waitemata,Pacific Peoples,277,252,241,910,870
126100,Summerland North,Waitemata,Maori,151,Masked,143,>950,947
126100,Summerland North,Waitemata,Pacific Peoples,174,Masked,Masked,>950,>950
126200,Hillcrest East (Auckland),Waitemata,Maori,185,Masked,171,>950,924
126200,Hillcrest East (Auckland),Waitemata,Pacific Peoples,85,Masked,Masked,>950,>950
126300,Chatswood,Waitemata,Maori,111,96,93,865,838
126300,Chatswood,Waitemata,Pacific Peoples,60,56,56,933,933
126400,Te Atatu South-Edmonton,Waitemata,Maori,436,398,383,913,878
126400,Te Atatu South-Edmonton,Waitemata,Pacific Peoples,599,534,509,891,850
126500,Birkenhead North,Waitemata,Maori,134,Masked,124,>950,925
126500,Birkenhead North,Waitemata,Pacific Peoples,62,53,52,855,839
126600,Takapuna West,Waitemata,Maori,149,129,120,866,805
126600,Takapuna West,Waitemata,Pacific Peoples,78,73,73,936,936
126700,Henderson North,Waitemata,Maori,438,399,383,911,874
126700,Henderson North,Waitemata,Pacific Peoples,594,546,531,919,894
126800,Takapuna Central,Waitemata,Maori,77,Masked,Masked,>950,>950
126900,Western Heights (Auckland),Waitemata,Maori,330,290,282,879,855
126900,Western Heights (Auckland),Waitemata,Pacific Peoples,456,Masked,428,>950,939
127000,Te Atatu South-Central,Waitemata,Maori,407,Masked,382,>950,939
127000,Te Atatu South-Central,Waitemata,Pacific Peoples,542,500,491,923,906
127100,Northcote Central (Auckland),Waitemata,Maori,185,173,162,935,876
127100,Northcote Central (Auckland),Waitemata,Pacific Peoples,218,205,201,940,922
127200,Akoranga,Waitemata,Maori,95.0,84.0,80.0,884,842
127200,Akoranga,Waitemata,Pacific Peoples,88.0,Masked,76.0,>950,864
127300,Northcote South (Auckland),Waitemata,Maori,124,Masked,Masked,>950,>950
127300,Northcote South (Auckland),Waitemata,Pacific Peoples,60,Masked,Masked,>950,>950
127400,Birkenhead South,Waitemata,Maori,78,Masked,Masked,>950,>950
127500,Henderson Central,Waitemata,Maori,156,136,127.0,872,814
127500,Henderson Central,Waitemata,Pacific Peoples,139,125,119.0,899,856
127600,Waiatarua,Waitemata,Maori,181,161,158,890,873
127600,Waiatarua,Waitemata,Pacific Peoples,65,Masked,Masked,>950,>950
127700,Te Atatu South-McLeod North,Waitemata,Maori,351,329,309,937,880
127700,Te Atatu South-McLeod North,Waitemata,Pacific Peoples,490,461,454,941,927
127800,Henderson Valley Park,Waitemata,Maori,333,297,275,892,826
127800,Henderson Valley Park,Waitemata,Pacific Peoples,556,Masked,527,>950,948
127900,Henderson North East,Waitemata,Maori,229,197,187,860,817
127900,Henderson North East,Waitemata,Pacific Peoples,379,339,326,894,860
128000,Waitakere Ranges South,Waitemata,Maori,86,Masked,Masked,>950,>950
128100,Northcote Tuff Crater,Waitemata,Maori,70,Masked,Masked,>950,>950
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,58,Masked,Masked,>950,>950
128200,Northcote Point (Auckland),Waitemata,Maori,132,Masked,Masked,>950,>950
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,65,Masked,Masked,>950,>950
128300,McLaren Park,Waitemata,Maori,514,479,448,932,872
128300,McLaren Park,Waitemata,Pacific Peoples,"1,074",953,915,887,852
128400,Henderson East,Waitemata,Maori,259,239,228,923,880
128400,Henderson East,Waitemata,Pacific Peoples,480,442,424,921,883
128500,Te Atatu South-McLeod South,Waitemata,Maori,379,328,319,865,842
128500,Te Atatu South-McLeod South,Waitemata,Pacific Peoples,551,522,509,947,924
128600,Takapuna South,Waitemata,Maori,46,Masked,Masked,>950,>950
128800,Hauraki,Waitemata,Maori,150,Masked,139,>950,927
128800,Hauraki,Waitemata,Pacific Peoples,47,Masked,Masked,>950,>950
128900,Glendene North,Waitemata,Maori,475,440,414,926,872
128900,Glendene North,Waitemata,Pacific Peoples,982,915,878,932,894
