SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
109200,Maungaru,Northland,5-11,159,64,19,NA,NA,NA,NA,40%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,395","3,689","3,578","3,439","2,207","1,498",485,84%,81%,64%,32%
109300,Dargaville,Northland,5-11,455,121,64,NA,NA,NA,NA,27%,14%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,232","1,843","1,800","1,724","1,143",841,240,83%,81%,66%,29%
109400,Ruawai-Matakohe,Northland,5-11,269,74,28,NA,NA,NA,NA,28%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,632","1,292","1,261","1,215",837,583,136,79%,77%,69%,23%
109500,Otamatea (Kaipara District),Northland,5-11,159,56,20,NA,NA,NA,NA,35%,13%,NA,NA
109600,Maungaturoto,Northland,12+,"1,090",946,919,867,575,361,97,87%,84%,66%,27%
109600,Maungaturoto,Northland,5-11,132,57,20,NA,NA,NA,NA,43%,15%,NA,NA
109700,Kaiwaka,Northland,12+,"2,131","1,653","1,608","1,526",959,613,165,78%,75%,63%,27%
109700,Kaiwaka,Northland,5-11,234,76,32,NA,NA,NA,NA,32%,14%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,356","1,876","1,845","1,795","1,217",920,290,80%,78%,68%,32%
109800,Mangawhai Rural,Northland,5-11,264,84,37,NA,NA,NA,NA,32%,14%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,226","1,944","1,913","1,851","1,342",997,391,87%,86%,73%,39%
109900,Mangawhai Heads,Northland,5-11,223,68,27,NA,NA,NA,NA,30%,12%,NA,NA
110100,Mangawhai,Northland,12+,994,881,869,835,620,454,194,89%,87%,74%,43%
110100,Mangawhai,Northland,5-11,116,37,19,NA,NA,NA,NA,32%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,344","1,127","1,108","1,048",643,454,129,84%,82%,61%,28%
110200,Okahukura Peninsula,Waitemata,5-11,147,49,24,NA,NA,NA,NA,33%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,310","2,781","2,735","2,628","1,801","1,241",415,84%,83%,69%,33%
110400,Cape Rodney,Waitemata,5-11,326,143,71,NA,NA,NA,NA,44%,22%,NA,NA
110500,Wellsford,Waitemata,12+,"1,732","1,451","1,421","1,342",815,449,133,84%,82%,61%,30%
110500,Wellsford,Waitemata,5-11,198,63,34,NA,NA,NA,NA,32%,17%,NA,NA
110700,South Head,Waitemata,12+,"2,366","2,050","2,008","1,903","1,260",801,303,87%,85%,66%,38%
110700,South Head,Waitemata,5-11,260,106,49,NA,NA,NA,NA,41%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,838","1,525","1,500","1,406",820,480,123,83%,82%,58%,26%
110800,Kaipara Hills,Waitemata,5-11,222,91,46,NA,NA,NA,NA,41%,21%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,490","1,279","1,261","1,200",887,579,229,86%,85%,74%,40%
110900,Dome Valley-Matakana,Waitemata,5-11,167,110,56,NA,NA,NA,NA,66%,34%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,389","2,184","2,162","2,062","1,554","1,057",581,91%,90%,75%,55%
111100,Warkworth West,Waitemata,5-11,211,96,53,NA,NA,NA,NA,45%,25%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,512","3,039","2,994","2,842","1,930","1,216",430,87%,85%,68%,35%
111200,Puhoi Valley,Waitemata,5-11,311,146,69,NA,NA,NA,NA,47%,22%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,303","2,970","2,949","2,818","2,071","1,226",574,90%,89%,73%,47%
111300,Warkworth East,Waitemata,5-11,363,170,94,NA,NA,NA,NA,47%,26%,NA,NA
111400,Sandspit,Waitemata,12+,962,854,839,804,623,478,200,89%,87%,77%,42%
111400,Sandspit,Waitemata,5-11,62,28,19,NA,NA,NA,NA,45%,31%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,049","1,874","1,860","1,765","1,345","1,002",469,91%,91%,76%,47%
111500,Tawharanui Peninsula,Waitemata,5-11,162,100,56,NA,NA,NA,NA,62%,35%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,220","1,992","1,964","1,858","1,206",695,223,90%,88%,65%,32%
111600,Te Kuru,Waitemata,5-11,269,134,48,NA,NA,NA,NA,50%,18%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,278","2,912","2,891","2,747","2,033","1,416",634,89%,88%,74%,45%
111700,Snells Beach,Waitemata,5-11,361,172,80,NA,NA,NA,NA,48%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,"1,005",818,803,778,575,421,191,81%,80%,74%,45%
111800,Barrier Islands,Auckland,5-11,84,22,10,NA,NA,NA,NA,26%,12%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,146",990,976,940,734,589,261,86%,85%,78%,44%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,80,31,12,NA,NA,NA,NA,39%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,679","1,449","1,436","1,360",938,601,203,86%,86%,69%,34%
112100,Wainui-Waiwera,Waitemata,5-11,150,62,28,NA,NA,NA,NA,41%,19%,NA,NA
112200,Parakai,Waitemata,12+,907,795,778,720,475,254,114,88%,86%,66%,45%
112200,Parakai,Waitemata,5-11,111,63,37,NA,NA,NA,NA,57%,33%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,500","1,326","1,313","1,244",868,492,171,88%,88%,70%,35%
112300,Helensville Rural,Waitemata,5-11,134,63,40,NA,NA,NA,NA,47%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,483","2,220","2,187","2,068","1,422",776,285,89%,88%,69%,37%
112400,Helensville,Waitemata,5-11,321,167,96,NA,NA,NA,NA,52%,30%,NA,NA
112500,Waitoki,Waitemata,12+,"1,485","1,307","1,292","1,217",799,491,155,88%,87%,66%,32%
112500,Waitoki,Waitemata,5-11,159,80,34,NA,NA,NA,NA,50%,21%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,512","1,363","1,346","1,247",821,480,148,90%,89%,66%,31%
112600,Waikoukou Valley,Waitemata,5-11,140,65,36,NA,NA,NA,NA,46%,26%,NA,NA
112700,Orewa North,Waitemata,12+,"4,605","4,252","4,224","4,044","3,219","2,194","1,102",92%,92%,80%,50%
112700,Orewa North,Waitemata,5-11,392,237,157,NA,NA,NA,NA,60%,40%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,353","1,222","1,214","1,157",817,487,171,90%,90%,71%,35%
112800,Hatfields Beach,Waitemata,5-11,142,85,48,NA,NA,NA,NA,60%,34%,NA,NA
112900,Orewa South,Waitemata,12+,"3,743","3,494","3,481","3,363","2,686","1,858",919,93%,93%,80%,49%
112900,Orewa South,Waitemata,5-11,284,170,105,NA,NA,NA,NA,60%,37%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,057","2,787","2,767","2,683","2,157","1,612",764,91%,91%,80%,47%
113000,Orewa Central,Waitemata,5-11,174,101,58,NA,NA,NA,NA,58%,33%,NA,NA
113100,Millwater North,Waitemata,12+,"3,148","2,866","2,837","2,669","1,982",930,344,91%,90%,74%,37%
113100,Millwater North,Waitemata,5-11,604,359,210,NA,NA,NA,NA,59%,35%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,239","1,091","1,081","1,012",683,395,126,88%,87%,67%,32%
113200,Waipatukahu,Waitemata,5-11,125,77,34,NA,NA,NA,NA,62%,27%,NA,NA
113300,Millwater South,Waitemata,12+,"3,341","3,072","3,042","2,839","1,938",702,219,92%,91%,68%,31%
113300,Millwater South,Waitemata,5-11,667,411,239,NA,NA,NA,NA,62%,36%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,581","2,318","2,289","2,192","1,391",562,163,90%,89%,63%,29%
113400,Dairy Flat North,Waitemata,5-11,277,152,85,NA,NA,NA,NA,55%,31%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,350","1,190","1,183","1,120",719,407,129,88%,88%,64%,32%
113500,Dairy Flat West,Waitemata,5-11,122,61,30,NA,NA,NA,NA,50%,25%,NA,NA
113600,Kingsway,Waitemata,12+,"2,121","1,904","1,882","1,734","1,215",597,178,90%,89%,70%,30%
113600,Kingsway,Waitemata,5-11,255,164,79,NA,NA,NA,NA,64%,31%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,613,565,559,536,351,127,36,92%,91%,65%,28%
113800,Silverdale Central (Auckland),Waitemata,5-11,61,38,15,NA,NA,NA,NA,62%,25%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,684","2,411","2,387","2,287","1,819","1,210",619,90%,89%,80%,51%
113900,Red Beach West,Waitemata,5-11,220,114,61,NA,NA,NA,NA,52%,28%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,597","3,310","3,282","3,117","2,297","1,433",586,92%,91%,74%,41%
114000,Red Beach East,Waitemata,5-11,353,193,96,NA,NA,NA,NA,55%,27%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,771","1,573","1,554","1,470",969,537,173,89%,88%,66%,32%
114100,Silverdale South (Auckland),Waitemata,5-11,188,104,32,NA,NA,NA,NA,55%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,233","1,134","1,125","1,053",748,410,185,92%,91%,71%,45%
114200,Waimauku,Waitemata,5-11,139,81,38,NA,NA,NA,NA,58%,27%,NA,NA
114400,Vipond,Waitemata,12+,"2,556","2,333","2,321","2,226","1,583",919,434,91%,91%,71%,47%
114400,Vipond,Waitemata,5-11,301,153,97,NA,NA,NA,NA,51%,32%,NA,NA
