Week ending,Group,DHB of residence,Dose number,# doses administered
2021-11-07,Group 3,Southern,1,118
2021-11-07,Group 3,Southern,2,188
2021-11-07,Group 3,Tairawhiti,1,15
2021-11-07,Group 3,Tairawhiti,2,38
2021-11-07,Group 3,Taranaki,1,27
2021-11-07,Group 3,Taranaki,2,125
2021-11-07,Group 3,Waikato,1,141
2021-11-07,Group 3,Waikato,2,384
2021-11-07,Group 3,Wairarapa,1,12
2021-11-07,Group 3,Wairarapa,2,19
2021-11-07,Group 3,Waitemata,1,130
2021-11-07,Group 3,Waitemata,2,436
2021-11-07,Group 3,West Coast,1,20
2021-11-07,Group 3,West Coast,2,23
2021-11-07,Group 3,Whanganui,1,12
2021-11-07,Group 3,Whanganui,2,60
2021-11-07,Group 4,Auckland,1,815
2021-11-07,Group 4,Auckland,2,2856
2021-11-07,Group 4,Bay of Plenty,1,683
2021-11-07,Group 4,Bay of Plenty,2,2195
2021-11-07,Group 4,Canterbury,1,2138
2021-11-07,Group 4,Canterbury,2,5701
2021-11-07,Group 4,Capital and Coast,1,503
2021-11-07,Group 4,Capital and Coast,2,2781
2021-11-07,Group 4,Counties Manukau,1,1354
2021-11-07,Group 4,Counties Manukau,2,3325
2021-11-07,Group 4,Hawkes Bay,1,376
2021-11-07,Group 4,Hawkes Bay,2,544
2021-11-07,Group 4,Hutt Valley,1,338
2021-11-07,Group 4,Hutt Valley,2,1012
2021-11-07,Group 4,Lakes,1,383
2021-11-07,Group 4,Lakes,2,770
2021-11-07,Group 4,MidCentral,1,568
2021-11-07,Group 4,MidCentral,2,1088
2021-11-07,Group 4,Nelson Marlborough,1,382
2021-11-07,Group 4,Nelson Marlborough,2,559
2021-11-07,Group 4,Northland,1,700
2021-11-07,Group 4,Northland,2,1562
2021-11-07,Group 4,Overseas / Unknown,1,15
2021-11-07,Group 4,Overseas / Unknown,2,31
2021-11-07,Group 4,South Canterbury,1,221
2021-11-07,Group 4,South Canterbury,2,499
2021-11-07,Group 4,Southern,1,1248
2021-11-07,Group 4,Southern,2,2405
2021-11-07,Group 4,Tairawhiti,1,282
2021-11-07,Group 4,Tairawhiti,2,325
2021-11-07,Group 4,Taranaki,1,337
2021-11-07,Group 4,Taranaki,2,998
2021-11-07,Group 4,Waikato,1,1266
2021-11-07,Group 4,Waikato,2,3102
2021-11-07,Group 4,Wairarapa,1,137
2021-11-07,Group 4,Wairarapa,2,285
2021-11-07,Group 4,Waitemata,1,1135
2021-11-07,Group 4,Waitemata,2,4083
2021-11-07,Group 4,West Coast,1,109
2021-11-07,Group 4,West Coast,2,123
2021-11-07,Group 4,Whanganui,1,215
2021-11-07,Group 4,Whanganui,2,376
