DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Tairawhiti,Maori,35-39,Male,327,177,630,519,281
Tairawhiti,Maori,40-44,Female,455,317,696,654,455
Tairawhiti,Maori,40-44,Male,359,213,654,549,326
Tairawhiti,Maori,45-49,Female,528,396,794,665,499
Tairawhiti,Maori,45-49,Male,410,279,683,600,408
Tairawhiti,Maori,50-54,Female,564,438,796,709,550
Tairawhiti,Maori,50-54,Male,419,295,636,659,464
Tairawhiti,Maori,55-59,Female,607,512,774,784,661
Tairawhiti,Maori,55-59,Male,464,374,616,753,607
Tairawhiti,Maori,60-64,Female,551,472,667,826,708
Tairawhiti,Maori,60-64,Male,486,418,586,829,713
Tairawhiti,Maori,65-69,Female,439,401,481,913,834
Tairawhiti,Maori,65-69,Male,413,370,475,869,779
Tairawhiti,Maori,70-74,Female,323,295,356,907,829
Tairawhiti,Maori,70-74,Male,274,258,262,1046,985
Tairawhiti,Maori,75-79,Female,175,159,184,951,864
Tairawhiti,Maori,75-79,Male,133,122,145,917,841
Tairawhiti,Maori,80-84,Female,119,105,128,930,820
Tairawhiti,Maori,80-84,Male,59,58,65,908,892
Tairawhiti,Maori,85-89,Female,54,52,59,915,881
Tairawhiti,Maori,85-89,Male,22,20,35,629,571
Tairawhiti,Maori,90+,Female,21,21,17,1235,1235
Tairawhiti,Maori,90+,Male,11,10,10,1100,1000
Tairawhiti,Pacific Peoples,12-15,Female,20,12,34,588,353
Tairawhiti,Pacific Peoples,12-15,Male,23,6,38,605,158
Tairawhiti,Pacific Peoples,16-19,Female,28,16,37,757,432
Tairawhiti,Pacific Peoples,16-19,Male,19,11,27,704,407
Tairawhiti,Pacific Peoples,20-24,Female,28,14,44,636,318
Tairawhiti,Pacific Peoples,20-24,Male,38,20,45,844,444
Tairawhiti,Pacific Peoples,25-29,Female,24,15,34,706,441
Tairawhiti,Pacific Peoples,25-29,Male,46,25,66,697,379
Tairawhiti,Pacific Peoples,30-34,Female,25,18,39,641,462
Tairawhiti,Pacific Peoples,30-34,Male,65,34,71,915,479
Tairawhiti,Pacific Peoples,35-39,Female,25,25,34,735,735
Tairawhiti,Pacific Peoples,35-39,Male,43,19,49,878,388
Tairawhiti,Pacific Peoples,40-44,Female,21,15,24,875,625
Tairawhiti,Pacific Peoples,40-44,Male,50,27,60,833,450
Tairawhiti,Pacific Peoples,45-49,Female,23,19,34,676,559
Tairawhiti,Pacific Peoples,45-49,Male,39,29,50,780,580
Tairawhiti,Pacific Peoples,50-54,Female,29,27,32,906,844
Tairawhiti,Pacific Peoples,50-54,Male,49,39,52,942,750
Tairawhiti,Pacific Peoples,55-59,Female,30,24,39,769,615
Tairawhiti,Pacific Peoples,55-59,Male,33,31,37,892,838
Tairawhiti,Pacific Peoples,60-64,Female,18,15,17,1059,882
Tairawhiti,Pacific Peoples,60-64,Male,29,24,29,1000,828
Tairawhiti,Pacific Peoples,65-69,Female,14,13,12,1167,1083
Tairawhiti,Pacific Peoples,65-69,Male,18,16,18,1000,889
Tairawhiti,Pacific Peoples,70-74,Female,10,9,11,909,818
Tairawhiti,Pacific Peoples,70-74,Male,10,11,9,1111,1222
Tairawhiti,Pacific Peoples,80-84,Female,7,7,6,1167,1167
Tairawhiti,Unknown,25-29,Female,5,0,5,1000,800
Tairawhiti,Unknown,30-34,Female,8,0,5,1600,800
Tairawhiti,Unknown,30-34,Male,6,0,10,600,400
Tairawhiti,Unknown,35-39,Female,7,6,6,1167,1000
Tairawhiti,Unknown,40-44,Male,5,0,7,714,571
Tairawhiti,Unknown,45-49,Male,8,6,6,1333,1000
Tairawhiti,Unknown,50-54,Male,12,7,7,1714,1000
Tairawhiti,Unknown,55-59,Male,8,5,9,889,556
Tairawhiti,Unknown,60-64,Male,10,7,12,833,583
Tairawhiti,Unknown,65-69,Male,9,8,9,1000,889
Tairawhiti,Unknown,70-74,Male,6,7,6,1000,1167
Taranaki,Asian,12-15,Female,119,59,133,895,444
Taranaki,Asian,12-15,Male,115,71,130,885,546
Taranaki,Asian,16-19,Female,83,46,88,943,523
Taranaki,Asian,16-19,Male,87,52,95,916,547
Taranaki,Asian,20-24,Female,108,81,88,1227,920
Taranaki,Asian,20-24,Male,164,90,117,1402,769
Taranaki,Asian,25-29,Female,211,146,236,894,619
Taranaki,Asian,25-29,Male,257,156,202,1272,772
Taranaki,Asian,30-34,Female,349,249,375,931,664
Taranaki,Asian,30-34,Male,315,199,280,1125,711
Taranaki,Asian,35-39,Female,300,230,339,885,678
Taranaki,Asian,35-39,Male,322,223,301,1070,741
Taranaki,Asian,40-44,Female,224,138,230,974,600
Taranaki,Asian,40-44,Male,248,159,221,1122,719
Taranaki,Asian,45-49,Female,175,134,176,994,761
Taranaki,Asian,45-49,Male,144,110,122,1180,902
Taranaki,Asian,50-54,Female,132,89,142,930,627
Taranaki,Asian,50-54,Male,109,86,105,1038,819
Taranaki,Asian,55-59,Female,108,87,114,947,763
Taranaki,Asian,55-59,Male,77,50,81,951,617
Taranaki,Asian,60-64,Female,88,77,82,1073,939
Taranaki,Asian,60-64,Male,63,56,64,984,875
Taranaki,Asian,65-69,Female,56,47,74,757,635
Taranaki,Asian,65-69,Male,43,38,52,827,731
Taranaki,Asian,70-74,Female,41,35,30,1367,1167
Taranaki,Asian,70-74,Male,28,26,20,1400,1300
Taranaki,Asian,75-79,Female,15,12,20,750,600
Taranaki,Asian,75-79,Male,16,15,18,889,833
Taranaki,Asian,80-84,Female,15,14,16,938,875
Taranaki,Asian,80-84,Male,6,5,7,857,714
Taranaki,Asian,85-89,Female,9,8,8,1125,1000
Taranaki,European or Other,12-15,Female,1571,672,2256,696,298
Taranaki,European or Other,12-15,Male,1592,697,2404,662,290
Taranaki,European or Other,16-19,Female,1330,671,1875,709,358
Taranaki,European or Other,16-19,Male,1404,639,1995,704,320
Taranaki,European or Other,20-24,Female,1267,682,2132,594,320
Taranaki,European or Other,20-24,Male,1390,631,2236,622,282
Taranaki,European or Other,25-29,Female,1578,847,2574,613,329
Taranaki,European or Other,25-29,Male,1434,658,2428,591,271
Taranaki,European or Other,30-34,Female,1811,907,2815,643,322
Taranaki,European or Other,30-34,Male,1690,791,2581,655,306
Taranaki,European or Other,35-39,Female,1945,1096,2769,702,396
Taranaki,European or Other,35-39,Male,1790,923,2592,691,356
Taranaki,European or Other,40-44,Female,2111,1261,2772,762,455
Taranaki,European or Other,40-44,Male,1954,1117,2630,743,425
Taranaki,European or Other,45-49,Female,2490,1628,3228,771,504
Taranaki,European or Other,45-49,Male,2215,1299,3066,722,424
Taranaki,European or Other,50-54,Female,2646,1832,3273,808,560
Taranaki,European or Other,50-54,Male,2501,1595,3087,810,517
Taranaki,European or Other,55-59,Female,2899,2197,3501,828,628
Taranaki,European or Other,55-59,Male,2657,1945,3350,793,581
Taranaki,European or Other,60-64,Female,3076,2574,3427,898,751
Taranaki,European or Other,60-64,Male,2937,2347,3305,889,710
Taranaki,European or Other,65-69,Female,2796,2468,2957,946,835
Taranaki,European or Other,65-69,Male,2757,2371,3010,916,788
Taranaki,European or Other,70-74,Female,2588,2287,2766,936,827
Taranaki,European or Other,70-74,Male,2531,2250,2636,960,854
Taranaki,European or Other,75-79,Female,1830,1661,1904,961,872
Taranaki,European or Other,75-79,Male,1767,1615,1816,973,889
Taranaki,European or Other,80-84,Female,1372,1244,1399,981,889
Taranaki,European or Other,80-84,Male,1107,994,1137,974,874
Taranaki,European or Other,85-89,Female,896,787,958,935,822
Taranaki,European or Other,85-89,Male,616,546,640,962,853
Taranaki,European or Other,90+,Female,562,512,638,881,803
Taranaki,European or Other,90+,Male,336,297,337,997,881
Taranaki,Maori,12-15,Female,384,138,851,451,162
Taranaki,Maori,12-15,Male,400,143,915,437,156
Taranaki,Maori,16-19,Female,300,122,763,393,160
Taranaki,Maori,16-19,Male,292,122,732,399,167
Taranaki,Maori,20-24,Female,309,139,805,384,173
Taranaki,Maori,20-24,Male,328,122,812,404,150
Taranaki,Maori,25-29,Female,309,132,830,372,159
Taranaki,Maori,25-29,Male,269,98,734,366,134
Taranaki,Maori,30-34,Female,353,169,840,420,201
Taranaki,Maori,30-34,Male,295,125,642,460,195
Taranaki,Maori,35-39,Female,368,195,654,563,298
Taranaki,Maori,35-39,Male,250,121,558,448,217
Taranaki,Maori,40-44,Female,335,171,619,541,276
Taranaki,Maori,40-44,Male,335,174,530,632,328
Taranaki,Maori,45-49,Female,445,274,700,636,391
Taranaki,Maori,45-49,Male,339,177,525,646,337
Taranaki,Maori,50-54,Female,463,306,598,774,512
Taranaki,Maori,50-54,Male,349,212,483,723,439
Taranaki,Maori,55-59,Female,407,283,557,731,508
Taranaki,Maori,55-59,Male,377,287,503,750,571
Taranaki,Maori,60-64,Female,405,321,495,818,648
Taranaki,Maori,60-64,Male,307,248,346,887,717
Taranaki,Maori,65-69,Female,277,240,316,877,759
Taranaki,Maori,65-69,Male,245,204,264,928,773
Taranaki,Maori,70-74,Female,209,180,211,991,853
Taranaki,Maori,70-74,Male,187,168,202,926,832
Taranaki,Maori,75-79,Female,122,109,140,871,779
Taranaki,Maori,75-79,Male,83,78,80,1038,975
Taranaki,Maori,80-84,Female,78,69,76,1026,908
Taranaki,Maori,80-84,Male,53,44,59,898,746
Taranaki,Maori,85-89,Female,27,25,30,900,833
Taranaki,Maori,85-89,Male,15,13,18,833,722
Taranaki,Maori,90+,Female,10,9,11,909,818
Taranaki,Pacific Peoples,12-15,Female,39,15,69,565,217
Taranaki,Pacific Peoples,12-15,Male,46,21,65,708,323
Taranaki,Pacific Peoples,16-19,Female,39,18,55,709,327
Taranaki,Pacific Peoples,16-19,Male,39,15,75,520,200
Taranaki,Pacific Peoples,20-24,Female,30,18,49,612,367
Taranaki,Pacific Peoples,20-24,Male,43,15,75,573,200
Taranaki,Pacific Peoples,25-29,Female,36,18,57,632,316
Taranaki,Pacific Peoples,25-29,Male,42,28,69,609,406
Taranaki,Pacific Peoples,30-34,Female,47,27,73,644,370
Taranaki,Pacific Peoples,30-34,Male,61,36,71,859,507
Taranaki,Pacific Peoples,35-39,Female,42,33,57,737,579
Taranaki,Pacific Peoples,35-39,Male,56,38,64,875,594
Taranaki,Pacific Peoples,40-44,Female,48,38,61,787,623
Taranaki,Pacific Peoples,40-44,Male,53,31,52,1019,596
Taranaki,Pacific Peoples,45-49,Female,35,27,48,729,562
Taranaki,Pacific Peoples,45-49,Male,39,28,53,736,528
Taranaki,Pacific Peoples,50-54,Female,25,20,33,758,606
Taranaki,Pacific Peoples,50-54,Male,37,20,39,949,513
Taranaki,Pacific Peoples,55-59,Female,27,25,40,675,625
Taranaki,Pacific Peoples,55-59,Male,22,15,37,595,405
Taranaki,Pacific Peoples,60-64,Female,26,22,24,1083,917
Taranaki,Pacific Peoples,60-64,Male,23,21,22,1045,955
Taranaki,Pacific Peoples,65-69,Female,21,16,22,955,727
Taranaki,Pacific Peoples,65-69,Male,18,14,20,900,700
Taranaki,Pacific Peoples,70-74,Female,10,10,11,909,909
Taranaki,Pacific Peoples,70-74,Male,5,5,7,714,714
Taranaki,Pacific Peoples,75-79,Male,5,0,5,1000,800
Taranaki,Pacific Peoples,80-84,Male,8,5,7,1143,714
Taranaki,Unknown,16-19,Female,5,0,5,1000,400
Taranaki,Unknown,25-29,Female,28,16,14,2000,1143
Taranaki,Unknown,25-29,Male,18,12,14,1286,857
Taranaki,Unknown,30-34,Female,34,28,22,1545,1273
Taranaki,Unknown,30-34,Male,33,20,23,1435,870
Taranaki,Unknown,35-39,Female,24,16,24,1000,667
Taranaki,Unknown,35-39,Male,54,30,45,1200,667
Taranaki,Unknown,40-44,Female,22,17,9,2444,1889
Taranaki,Unknown,40-44,Male,38,21,31,1226,677
Taranaki,Unknown,45-49,Female,14,7,13,1077,538
Taranaki,Unknown,45-49,Male,39,15,28,1393,536
Taranaki,Unknown,50-54,Female,16,10,12,1333,833
Taranaki,Unknown,50-54,Male,56,33,44,1273,750
Taranaki,Unknown,55-59,Female,12,8,12,1000,667
Taranaki,Unknown,55-59,Male,39,27,37,1054,730
Taranaki,Unknown,60-64,Female,12,10,9,1333,1111
Taranaki,Unknown,60-64,Male,38,25,29,1310,862
Taranaki,Unknown,65-69,Female,9,9,8,1125,1125
Taranaki,Unknown,65-69,Male,39,31,35,1114,886
Taranaki,Unknown,70-74,Female,14,12,9,1556,1333
Taranaki,Unknown,70-74,Male,17,15,9,1889,1667
Taranaki,Unknown,75-79,Female,5,5,6,833,833
Taranaki,Unknown,75-79,Male,7,7,8,875,875
Waikato,Asian,12-15,Female,883,523,945,934,553
Waikato,Asian,12-15,Male,970,579,1038,934,558
Waikato,Asian,12-15,Unknown/Other,5,0,5,1000,600
Waikato,Asian,16-19,Female,802,540,787,1019,686
Waikato,Asian,16-19,Male,843,572,779,1082,734
Waikato,Asian,20-24,Female,1160,811,1085,1069,747
Waikato,Asian,20-24,Male,1502,856,1181,1272,725
Waikato,Asian,20-24,Unknown/Other,22,10,5,4400,2000
Waikato,Asian,25-29,Female,2061,1514,2196,939,689
Waikato,Asian,25-29,Male,2757,1863,2333,1182,799
Waikato,Asian,25-29,Unknown/Other,26,18,8,3250,2250
Waikato,Asian,30-34,Female,2770,2151,2914,951,738
Waikato,Asian,30-34,Male,2840,2083,2529,1123,824
Waikato,Asian,30-34,Unknown/Other,21,16,6,3500,2667
Waikato,Asian,35-39,Female,2313,1834,2361,980,777
Waikato,Asian,35-39,Male,2477,1912,2318,1069,825
Waikato,Asian,35-39,Unknown/Other,9,5,6,1500,833
Waikato,Asian,40-44,Female,1663,1400,1660,1002,843
Waikato,Asian,40-44,Male,1820,1464,1584,1149,924
Waikato,Asian,40-44,Unknown/Other,11,11,5,2200,2200
Waikato,Asian,45-49,Female,1202,1034,1234,974,838
Waikato,Asian,45-49,Male,1233,1056,1152,1070,917
Waikato,Asian,50-54,Female,995,868,1087,915,799
Waikato,Asian,50-54,Male,874,764,820,1066,932
Waikato,Asian,55-59,Female,871,790,904,963,874
Waikato,Asian,55-59,Male,645,580,676,954,858
Waikato,Asian,60-64,Female,736,654,863,853,758
Waikato,Asian,60-64,Male,510,462,592,861,780
Waikato,Asian,65-69,Female,635,593,721,881,822
Waikato,Asian,65-69,Male,510,473,570,895,830
Waikato,Asian,70-74,Female,372,329,382,974,861
Waikato,Asian,70-74,Male,319,293,358,891,818
Waikato,Asian,75-79,Female,212,204,243,872,840
Waikato,Asian,75-79,Male,166,165,187,888,882
Waikato,Asian,80-84,Female,117,105,134,873,784
Waikato,Asian,80-84,Male,103,97,117,880,829
Waikato,Asian,85-89,Female,50,45,63,794,714
Waikato,Asian,85-89,Male,50,46,65,769,708
Waikato,Asian,90+,Female,24,23,34,706,676
Waikato,Asian,90+,Male,32,14,17,1882,824
Waikato,European or Other,12-15,Female,4878,2583,6681,730,387
Waikato,European or Other,12-15,Male,4897,2615,6694,732,391
Waikato,European or Other,16-19,Female,4728,2628,6026,785,436
Waikato,European or Other,16-19,Male,4516,2242,6103,740,367
Waikato,European or Other,20-24,Female,5603,3104,7769,721,400
Waikato,European or Other,20-24,Male,5431,2384,7855,691,304
Waikato,European or Other,20-24,Unknown/Other,7,6,8,875,750
Waikato,European or Other,25-29,Female,5952,3383,8579,694,394
Waikato,European or Other,25-29,Male,5734,2697,8104,708,333
Waikato,European or Other,30-34,Female,6114,3598,8285,738,434
Waikato,European or Other,30-34,Male,5838,3128,7808,748,401
Waikato,European or Other,35-39,Female,6052,3853,7635,793,505
Waikato,European or Other,35-39,Male,5688,3266,7291,780,448
Waikato,European or Other,35-39,Unknown/Other,7,7,7,1000,1000
Waikato,European or Other,40-44,Female,6212,4375,7855,791,557
Waikato,European or Other,40-44,Male,5812,3910,7392,786,529
Waikato,European or Other,45-49,Female,7337,5576,9249,793,603
Waikato,European or Other,45-49,Male,6844,4849,8775,780,553
Waikato,European or Other,50-54,Female,8305,6613,9467,877,699
Waikato,European or Other,50-54,Male,7668,5867,9069,846,647
Waikato,European or Other,55-59,Female,8259,6978,9783,844,713
Waikato,European or Other,55-59,Male,7795,6256,9482,822,660
Waikato,European or Other,60-64,Female,8643,7496,9468,913,792
Waikato,European or Other,60-64,Male,8296,7118,9119,910,781
Waikato,European or Other,65-69,Female,7977,7266,8825,904,823
Waikato,European or Other,65-69,Male,7687,6871,8408,914,817
Waikato,European or Other,70-74,Female,7524,6945,7955,946,873
Waikato,European or Other,70-74,Male,7522,6919,7902,952,876
Waikato,European or Other,75-79,Female,5680,5245,5975,951,878
Waikato,European or Other,75-79,Male,5221,4813,5506,948,874
Waikato,European or Other,80-84,Female,4057,3751,4096,990,916
Waikato,European or Other,80-84,Male,3454,3214,3442,1003,934
Waikato,European or Other,85-89,Female,2306,2119,2511,918,844
Waikato,European or Other,85-89,Male,1787,1641,1882,950,872
Waikato,European or Other,90+,Female,1514,1373,1608,942,854
Waikato,European or Other,90+,Male,845,761,875,966,870
Waikato,Maori,12-15,Female,1864,850,3589,519,237
Waikato,Maori,12-15,Male,1853,861,3714,499,232
Waikato,Maori,16-19,Female,1708,839,3279,521,256
Waikato,Maori,16-19,Male,1574,687,3253,484,211
Waikato,Maori,20-24,Female,1897,921,4008,473,230
Waikato,Maori,20-24,Male,1771,716,3886,456,184
Waikato,Maori,25-29,Female,1767,854,3779,468,226
Waikato,Maori,25-29,Male,1540,659,3640,423,181
Waikato,Maori,30-34,Female,1828,941,3505,522,268
Waikato,Maori,30-34,Male,1549,754,2968,522,254
Waikato,Maori,35-39,Female,1680,1002,2839,592,353
Waikato,Maori,35-39,Male,1414,742,2506,564,296
Waikato,Maori,40-44,Female,1717,1134,2621,655,433
Waikato,Maori,40-44,Male,1476,884,2311,639,383
Waikato,Maori,45-49,Female,1862,1272,2795,666,455
Waikato,Maori,45-49,Male,1568,1008,2292,684,440
Waikato,Maori,50-54,Female,1933,1447,2502,773,578
Waikato,Maori,50-54,Male,1575,1114,2167,727,514
Waikato,Maori,55-59,Female,1912,1543,2506,763,616
Waikato,Maori,55-59,Male,1662,1282,2086,797,615
Waikato,Maori,60-64,Female,1722,1489,1974,872,754
Waikato,Maori,60-64,Male,1365,1151,1587,860,725
Waikato,Maori,65-69,Female,1324,1193,1437,921,830
Waikato,Maori,65-69,Male,1051,923,1114,943,829
Waikato,Maori,70-74,Female,896,828,941,952,880
Waikato,Maori,70-74,Male,663,605,688,964,879
Waikato,Maori,75-79,Female,485,442,538,901,822
Waikato,Maori,75-79,Male,401,362,404,993,896
Waikato,Maori,80-84,Female,267,244,290,921,841
Waikato,Maori,80-84,Male,197,177,204,966,868
Waikato,Maori,85-89,Female,123,119,131,939,908
Waikato,Maori,85-89,Male,76,65,77,987,844
Waikato,Maori,90+,Female,55,49,61,902,803
Waikato,Maori,90+,Male,10,10,11,909,909
Waikato,Pacific Peoples,12-15,Female,307,160,419,733,382
Waikato,Pacific Peoples,12-15,Male,370,188,522,709,360
Waikato,Pacific Peoples,16-19,Female,288,182,438,658,416
Waikato,Pacific Peoples,16-19,Male,325,183,453,717,404
Waikato,Pacific Peoples,20-24,Female,392,228,616,636,370
Waikato,Pacific Peoples,20-24,Male,392,205,558,703,367
Waikato,Pacific Peoples,25-29,Female,385,239,560,688,427
Waikato,Pacific Peoples,25-29,Male,363,191,570,637,335
Waikato,Pacific Peoples,30-34,Female,362,248,529,684,469
Waikato,Pacific Peoples,30-34,Male,379,222,522,726,425
Waikato,Pacific Peoples,35-39,Female,371,279,501,741,557
Waikato,Pacific Peoples,35-39,Male,394,274,500,788,548
Waikato,Pacific Peoples,40-44,Female,392,298,464,845,642
Waikato,Pacific Peoples,40-44,Male,371,258,454,817,568
Waikato,Pacific Peoples,45-49,Female,338,272,405,835,672
Waikato,Pacific Peoples,45-49,Male,355,256,405,877,632
Waikato,Pacific Peoples,50-54,Female,313,268,359,872,747
Waikato,Pacific Peoples,50-54,Male,323,261,388,832,673
Waikato,Pacific Peoples,55-59,Female,245,212,279,878,760
Waikato,Pacific Peoples,55-59,Male,288,240,309,932,777
Waikato,Pacific Peoples,60-64,Female,204,182,244,836,746
Waikato,Pacific Peoples,60-64,Male,205,179,240,854,746
Waikato,Pacific Peoples,65-69,Female,204,187,186,1097,1005
Waikato,Pacific Peoples,65-69,Male,182,161,196,929,821
Waikato,Pacific Peoples,70-74,Female,107,93,128,836,727
Waikato,Pacific Peoples,70-74,Male,106,98,115,922,852
Waikato,Pacific Peoples,75-79,Female,91,86,106,858,811
Waikato,Pacific Peoples,75-79,Male,73,68,79,924,861
Waikato,Pacific Peoples,80-84,Female,37,35,44,841,795
Waikato,Pacific Peoples,80-84,Male,39,33,44,886,750
Waikato,Pacific Peoples,85-89,Female,20,18,19,1053,947
Waikato,Pacific Peoples,85-89,Male,8,8,14,571,571
Waikato,Unknown,12-15,Female,15,0,13,1154,308
Waikato,Unknown,12-15,Male,15,9,15,1000,600
Waikato,Unknown,16-19,Female,43,23,57,754,404
Waikato,Unknown,16-19,Male,51,28,49,1041,571
Waikato,Unknown,20-24,Female,72,43,71,1014,606
Waikato,Unknown,20-24,Male,100,47,100,1000,470
Waikato,Unknown,25-29,Female,96,67,108,889,620
Waikato,Unknown,25-29,Male,150,85,126,1190,675
Waikato,Unknown,30-34,Female,150,102,192,781,531
Waikato,Unknown,30-34,Male,164,90,171,959,526
Waikato,Unknown,35-39,Female,193,120,238,811,504
Waikato,Unknown,35-39,Male,272,165,270,1007,611
Waikato,Unknown,40-44,Female,164,118,166,988,711
Waikato,Unknown,40-44,Male,255,169,269,948,628
Waikato,Unknown,45-49,Female,121,89,136,890,654
Waikato,Unknown,45-49,Male,257,182,255,1008,714
Waikato,Unknown,50-54,Female,114,92,135,844,681
Waikato,Unknown,50-54,Male,320,230,333,961,691
Waikato,Unknown,55-59,Female,125,106,138,906,768
Waikato,Unknown,55-59,Male,311,238,328,948,726
Waikato,Unknown,60-64,Female,145,117,186,780,629
Waikato,Unknown,60-64,Male,336,275,316,1063,870
Waikato,Unknown,65-69,Female,127,116,168,756,690
Waikato,Unknown,65-69,Male,302,276,306,987,902
Waikato,Unknown,70-74,Female,177,163,195,908,836
Waikato,Unknown,70-74,Male,226,209,247,915,846
Waikato,Unknown,75-79,Female,130,119,149,872,799
Waikato,Unknown,75-79,Male,173,159,174,994,914
Waikato,Unknown,80-84,Female,104,97,108,963,898
Waikato,Unknown,80-84,Male,116,106,106,1094,1000
Waikato,Unknown,85-89,Female,56,54,57,982,947
Waikato,Unknown,85-89,Male,36,33,41,878,805
Waikato,Unknown,90+,Female,30,29,37,811,784
Waikato,Unknown,90+,Male,19,18,20,950,900
Wairarapa,Asian,12-15,Female,31,17,42,738,405
Wairarapa,Asian,12-15,Male,35,20,47,745,426
Wairarapa,Asian,16-19,Female,31,16,26,1192,615
Wairarapa,Asian,16-19,Male,35,16,29,1207,552
Wairarapa,Asian,20-24,Female,17,7,18,944,389
Wairarapa,Asian,20-24,Male,40,22,36,1111,611
Wairarapa,Asian,25-29,Female,65,49,70,929,700
Wairarapa,Asian,25-29,Male,103,74,69,1493,1072
Wairarapa,Asian,30-34,Female,93,67,103,903,650
Wairarapa,Asian,30-34,Male,116,85,93,1247,914
Wairarapa,Asian,35-39,Female,77,62,92,837,674
Wairarapa,Asian,35-39,Male,103,90,89,1157,1011
Wairarapa,Asian,40-44,Female,75,61,65,1154,938
Wairarapa,Asian,40-44,Male,73,67,61,1197,1098
Wairarapa,Asian,45-49,Female,40,33,36,1111,917
Wairarapa,Asian,45-49,Male,49,39,40,1225,975
Wairarapa,Asian,50-54,Female,46,39,44,1045,886
Wairarapa,Asian,50-54,Male,20,17,20,1000,850
Wairarapa,Asian,55-59,Female,40,39,46,870,848
Wairarapa,Asian,55-59,Male,22,21,18,1222,1167
Wairarapa,Asian,60-64,Female,37,34,41,902,829
Wairarapa,Asian,60-64,Male,19,15,23,826,652
Wairarapa,Asian,65-69,Female,24,24,28,857,857
Wairarapa,Asian,65-69,Male,16,15,15,1067,1000
Wairarapa,Asian,70-74,Female,17,14,19,895,737
Wairarapa,Asian,70-74,Male,6,5,5,1200,1000
Wairarapa,Asian,75-79,Female,5,0,5,1000,800
Wairarapa,Asian,75-79,Male,10,9,12,833,750
Wairarapa,European or Other,12-15,Female,567,237,819,692,289
Wairarapa,European or Other,12-15,Male,597,227,855,698,265
Wairarapa,European or Other,16-19,Female,514,240,711,723,338
Wairarapa,European or Other,16-19,Male,486,219,730,666,300
Wairarapa,European or Other,20-24,Female,444,248,724,613,343
Wairarapa,European or Other,20-24,Male,446,171,775,575,221
Wairarapa,European or Other,25-29,Female,541,289,930,582,311
Wairarapa,European or Other,25-29,Male,481,207,813,592,255
Wairarapa,European or Other,30-34,Female,643,320,915,703,350
Wairarapa,European or Other,30-34,Male,561,240,874,642,275
Wairarapa,European or Other,35-39,Female,674,379,967,697,392
Wairarapa,European or Other,35-39,Male,623,294,886,703,332
Wairarapa,European or Other,40-44,Female,875,582,1039,842,560
Wairarapa,European or Other,40-44,Male,698,444,913,765,486
Wairarapa,European or Other,45-49,Female,1046,746,1324,790,563
Wairarapa,European or Other,45-49,Male,898,606,1154,778,525
Wairarapa,European or Other,50-54,Female,1256,974,1405,894,693
Wairarapa,European or Other,50-54,Male,1093,830,1302,839,637
Wairarapa,European or Other,55-59,Female,1312,1139,1507,871,756
Wairarapa,European or Other,55-59,Male,1213,971,1439,843,675
Wairarapa,European or Other,60-64,Female,1457,1312,1583,920,829
Wairarapa,European or Other,60-64,Male,1331,1183,1460,912,810
Wairarapa,European or Other,65-69,Female,1395,1321,1467,951,900
Wairarapa,European or Other,65-69,Male,1331,1258,1449,919,868
Wairarapa,European or Other,70-74,Female,1307,1230,1402,932,877
Wairarapa,European or Other,70-74,Male,1290,1235,1366,944,904
Wairarapa,European or Other,75-79,Female,904,861,935,967,921
Wairarapa,European or Other,75-79,Male,901,864,909,991,950
Wairarapa,European or Other,80-84,Female,681,643,646,1054,995
Wairarapa,European or Other,80-84,Male,533,510,530,1006,962
Wairarapa,European or Other,85-89,Female,343,331,379,905,873
Wairarapa,European or Other,85-89,Male,279,258,289,965,893
Wairarapa,European or Other,90+,Female,257,240,289,889,830
Wairarapa,European or Other,90+,Male,111,101,118,941,856
Wairarapa,Maori,12-15,Female,160,61,339,472,180
Wairarapa,Maori,12-15,Male,178,61,365,488,167
Wairarapa,Maori,16-19,Female,147,61,285,516,214
Wairarapa,Maori,16-19,Male,142,65,293,485,222
Wairarapa,Maori,20-24,Female,160,75,357,448,210
Wairarapa,Maori,20-24,Male,125,43,360,347,119
Wairarapa,Maori,25-29,Female,140,66,313,447,211
Wairarapa,Maori,25-29,Male,101,39,295,342,132
Wairarapa,Maori,30-34,Female,142,70,307,463,228
Wairarapa,Maori,30-34,Male,122,50,261,467,192
Wairarapa,Maori,35-39,Female,141,85,236,597,360
Wairarapa,Maori,35-39,Male,113,47,225,502,209
Wairarapa,Maori,40-44,Female,143,100,233,614,429
Wairarapa,Maori,40-44,Male,137,80,214,640,374
Wairarapa,Maori,45-49,Female,197,127,262,752,485
Wairarapa,Maori,45-49,Male,129,92,191,675,482
Wairarapa,Maori,50-54,Female,159,140,208,764,673
Wairarapa,Maori,50-54,Male,140,109,192,729,568
Wairarapa,Maori,55-59,Female,184,156,240,767,650
Wairarapa,Maori,55-59,Male,157,133,189,831,704
Wairarapa,Maori,60-64,Female,166,148,186,892,796
Wairarapa,Maori,60-64,Male,134,120,151,887,795
Wairarapa,Maori,65-69,Female,104,100,108,963,926
Wairarapa,Maori,65-69,Male,104,94,132,788,712
Wairarapa,Maori,70-74,Female,96,84,100,960,840
Wairarapa,Maori,70-74,Male,73,66,67,1090,985
Wairarapa,Maori,75-79,Female,49,45,53,925,849
