SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
103100,Kerikeri South,Northland,12+,"2,633","2,338","2,315","2,230","1,691","1,239",465,89%,88%,76%,38%
103100,Kerikeri South,Northland,5-11,217,102,43,NA,NA,NA,NA,47%,20%,NA,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,093",923,898,851,565,374,110,84%,82%,66%,29%
103200,Ohaeawai-Waimate North,Northland,5-11,109,29,13,NA,NA,NA,NA,27%,12%,NA,NA
103300,Puketona-Waitangi,Northland,12+,"1,328","1,118","1,106","1,065",762,508,151,84%,83%,72%,30%
103300,Puketona-Waitangi,Northland,5-11,123,44,13,NA,NA,NA,NA,36%,11%,NA,NA
103400,Ngapuhi,Northland,12+,"1,324","1,061","1,017",953,514,339,79,80%,77%,54%,23%
103400,Ngapuhi,Northland,5-11,184,41,11,NA,NA,NA,NA,22%,6%,NA,NA
103500,Kaikohe,Northland,12+,"3,630","2,921","2,786","2,594","1,423",801,227,80%,77%,55%,28%
103500,Kaikohe,Northland,5-11,664,181,71,NA,NA,NA,NA,27%,11%,NA,NA
103600,Pakaraka,Northland,12+,569,478,469,441,273,173,51,84%,82%,62%,29%
103600,Pakaraka,Northland,5-11,84,28,13,NA,NA,NA,NA,33%,15%,NA,NA
103700,Haruru,Northland,12+,"1,035",863,851,826,592,389,146,83%,82%,72%,38%
103700,Haruru,Northland,5-11,113,47,11,NA,NA,NA,NA,42%,10%,NA,NA
103800,Russell,Northland,12+,807,714,709,695,562,430,171,88%,88%,81%,40%
103900,Paihia,Northland,12+,"1,585","1,372","1,342","1,300",889,601,238,87%,85%,68%,40%
103900,Paihia,Northland,5-11,124,41,24,NA,NA,NA,NA,33%,19%,NA,NA
104000,Mataraua Forest,Northland,12+,478,362,342,314,183,116,37,76%,72%,58%,32%
104000,Mataraua Forest,Northland,5-11,62,16,10,NA,NA,NA,NA,26%,16%,NA,NA
104100,Matawaia-Taumarere,Northland,12+,"1,318","1,023",991,924,527,329,89,78%,75%,57%,27%
104100,Matawaia-Taumarere,Northland,5-11,195,57,10,NA,NA,NA,NA,29%,5%,NA,NA
104200,Russell Peninsula,Northland,12+,651,544,541,526,429,331,131,84%,83%,82%,40%
104300,Opua (Far North District),Northland,12+,"1,246","1,066","1,048","1,013",778,576,203,86%,84%,77%,35%
104300,Opua (Far North District),Northland,5-11,73,19,10,NA,NA,NA,NA,26%,14%,NA,NA
104400,Russell Forest-Rawhiti,Northland,12+,648,554,536,514,345,256,89,85%,83%,67%,35%
104400,Russell Forest-Rawhiti,Northland,5-11,77,14,Masked,NA,NA,NA,NA,18%,<5%,NA,NA
104500,Moerewa,Northland,12+,"1,366","1,121","1,073",986,525,300,82,82%,79%,53%,27%
104500,Moerewa,Northland,5-11,240,37,11,NA,NA,NA,NA,15%,<5%,NA,NA
104600,Kawakawa,Northland,12+,"1,245","1,069","1,025",958,559,305,86,86%,82%,58%,28%
104600,Kawakawa,Northland,5-11,189,50,17,NA,NA,NA,NA,26%,9%,NA,NA
104700,Maromaku,Northland,12+,631,476,461,434,247,145,30,75%,73%,57%,21%
104700,Maromaku,Northland,5-11,119,28,8,NA,NA,NA,NA,24%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,649","1,349","1,310","1,212",681,395,101,82%,79%,56%,26%
104800,Mangakahia-Hukerenui,Northland,5-11,227,65,20,NA,NA,NA,NA,29%,9%,NA,NA
104900,Whangaruru,Northland,12+,"2,321","1,929","1,885","1,792","1,141",751,216,83%,81%,64%,29%
104900,Whangaruru,Northland,5-11,261,85,20,NA,NA,NA,NA,33%,8%,NA,NA
105100,Matarau,Northland,12+,"2,900","2,517","2,480","2,296","1,617",948,310,87%,86%,70%,33%
105100,Matarau,Northland,5-11,355,173,85,NA,NA,NA,NA,49%,24%,NA,NA
105200,Hikurangi,Northland,12+,"1,253","1,053","1,019",943,537,258,64,84%,81%,57%,25%
105200,Hikurangi,Northland,5-11,212,72,33,NA,NA,NA,NA,34%,16%,NA,NA
105300,Kauri,Northland,12+,"1,600","1,382","1,365","1,283",948,610,196,86%,85%,74%,32%
105300,Kauri,Northland,5-11,193,73,32,NA,NA,NA,NA,38%,17%,NA,NA
105400,Maungatapere,Northland,12+,"3,141","2,676","2,647","2,495","1,793","1,106",346,85%,84%,72%,31%
105400,Maungatapere,Northland,5-11,362,166,98,NA,NA,NA,NA,46%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,002","1,779","1,759","1,653","1,174",706,241,89%,88%,71%,34%
105500,Kamo West,Northland,5-11,202,108,49,NA,NA,NA,NA,53%,24%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,669","1,442","1,418","1,353",991,689,256,86%,85%,73%,37%
105600,Matapouri-Tutukaka,Northland,5-11,132,65,39,NA,NA,NA,NA,49%,30%,NA,NA
105700,Kiripaka,Northland,12+,916,787,771,726,499,295,108,86%,84%,69%,37%
105700,Kiripaka,Northland,5-11,112,60,30,NA,NA,NA,NA,54%,27%,NA,NA
105800,Kamo East,Northland,12+,"2,581","2,271","2,215","2,064","1,295",625,193,88%,86%,63%,31%
105800,Kamo East,Northland,5-11,415,164,64,NA,NA,NA,NA,40%,15%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,934","2,678","2,639","2,497","1,944","1,297",602,91%,90%,78%,46%
105900,Granfield Reserve,Northland,5-11,285,150,62,NA,NA,NA,NA,53%,22%,NA,NA
106000,Kamo Central,Northland,12+,"1,478","1,317","1,293","1,219",818,441,176,89%,87%,67%,40%
106000,Kamo Central,Northland,5-11,228,111,43,NA,NA,NA,NA,49%,19%,NA,NA
106100,Whau Valley,Northland,12+,"2,566","2,268","2,238","2,138","1,558",928,259,88%,87%,73%,28%
106100,Whau Valley,Northland,5-11,263,109,51,NA,NA,NA,NA,41%,19%,NA,NA
106200,Tikipunga North,Northland,12+,"3,051","2,714","2,667","2,517","1,783","1,094",484,89%,87%,71%,44%
106200,Tikipunga North,Northland,5-11,405,142,48,NA,NA,NA,NA,35%,12%,NA,NA
106300,Pukenui,Northland,12+,"2,091","1,910","1,900","1,775","1,362",861,302,91%,91%,77%,35%
106300,Pukenui,Northland,5-11,244,165,92,NA,NA,NA,NA,68%,38%,NA,NA
106400,Otangarei,Northland,12+,"1,793","1,430","1,337","1,244",640,345,72,80%,75%,51%,21%
106400,Otangarei,Northland,5-11,319,61,12,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,327","2,950","2,890","2,731","1,841","1,095",462,89%,87%,67%,42%
106500,Tikipunga South,Northland,5-11,421,158,52,NA,NA,NA,NA,38%,12%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,066","2,753","2,713","2,613","1,907","1,183",482,90%,88%,73%,41%
106600,Kensington (Whangarei District),Northland,5-11,242,87,37,NA,NA,NA,NA,36%,15%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,225","1,105","1,093","1,044",730,477,163,90%,89%,70%,34%
106700,Abbey Caves-Glenbervie,Northland,5-11,119,49,26,NA,NA,NA,NA,41%,22%,NA,NA
106800,Mairtown,Northland,12+,"2,253","2,025","2,007","1,926","1,458",918,361,90%,89%,76%,39%
106800,Mairtown,Northland,5-11,204,102,42,NA,NA,NA,NA,50%,21%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,022","2,692","2,658","2,525","1,914","1,015",368,89%,88%,76%,36%
106900,Maunu-Horahora,Northland,5-11,337,160,82,NA,NA,NA,NA,47%,24%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,586","2,255","2,209","2,115","1,450",720,262,87%,85%,69%,36%
107000,Woodhill-Vinetown,Northland,5-11,236,99,34,NA,NA,NA,NA,42%,14%,NA,NA
107100,Whangarei Central,Northland,12+,"1,038",912,895,864,602,370,112,88%,86%,70%,30%
107100,Whangarei Central,Northland,5-11,53,21,7,NA,NA,NA,NA,40%,13%,NA,NA
107200,Riverside,Northland,12+,"1,961","1,711","1,689","1,626","1,144",669,209,87%,86%,70%,31%
107200,Riverside,Northland,5-11,177,77,30,NA,NA,NA,NA,44%,17%,NA,NA
107300,Raumanga,Northland,12+,"2,817","2,370","2,270","2,100","1,166",588,180,84%,81%,56%,31%
107300,Raumanga,Northland,5-11,461,128,40,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,601","1,317","1,274","1,186",666,333,80,82%,80%,56%,24%
107400,Tarewa,Northland,5-11,293,89,35,NA,NA,NA,NA,30%,12%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,043","1,796","1,748","1,667","1,035",471,151,88%,86%,62%,32%
107500,Morningside (Whangarei District),Northland,5-11,225,86,32,NA,NA,NA,NA,38%,14%,NA,NA
107600,Ngunguru,Northland,12+,"1,092",966,956,894,689,438,167,88%,88%,77%,38%
107600,Ngunguru,Northland,5-11,128,62,30,NA,NA,NA,NA,48%,23%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,224","1,027","1,002",940,635,360,115,84%,82%,68%,32%
107700,Otaika-Portland,Northland,5-11,138,63,23,NA,NA,NA,NA,46%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,066","1,780","1,760","1,658","1,138",735,191,86%,85%,69%,26%
107800,Oakleigh-Mangapai,Northland,5-11,223,96,49,NA,NA,NA,NA,43%,22%,NA,NA
107900,Port-Limeburners,Northland,12+,198,166,162,158,94,54,12,84%,82%,59%,22%
108000,Pataua,Northland,12+,"1,566","1,293","1,267","1,202",782,515,151,83%,81%,65%,29%
108000,Pataua,Northland,5-11,189,70,29,NA,NA,NA,NA,37%,15%,NA,NA
108100,Onerahi Park,Northland,12+,"1,428","1,284","1,269","1,204",920,560,219,90%,89%,76%,39%
108100,Onerahi Park,Northland,5-11,170,92,50,NA,NA,NA,NA,54%,29%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,101","1,845","1,808","1,706","1,159",662,224,88%,86%,68%,34%
108200,Sherwood Rise,Northland,5-11,278,95,34,NA,NA,NA,NA,34%,12%,NA,NA
108300,Onerahi,Northland,12+,"2,143","1,811","1,773","1,675","1,138",746,293,85%,83%,68%,39%
108300,Onerahi,Northland,5-11,243,75,30,NA,NA,NA,NA,31%,12%,NA,NA
108500,Parua Bay,Northland,12+,"2,359","2,103","2,087","1,974","1,545","1,037",433,89%,88%,78%,42%
108500,Parua Bay,Northland,5-11,246,139,68,NA,NA,NA,NA,57%,28%,NA,NA
108600,Bream Bay,Northland,12+,"2,001","1,720","1,688","1,583","1,061",722,194,86%,84%,67%,27%
108600,Bream Bay,Northland,5-11,230,90,35,NA,NA,NA,NA,39%,15%,NA,NA
108700,Marsden Bay,Northland,12+,"2,509","2,311","2,291","2,180","1,700","1,176",521,92%,91%,78%,44%
108700,Marsden Bay,Northland,5-11,247,103,55,NA,NA,NA,NA,42%,22%,NA,NA
108800,Ruakaka,Northland,12+,"2,481","2,206","2,169","2,072","1,451","1,013",420,89%,87%,70%,41%
108800,Ruakaka,Northland,5-11,260,79,24,NA,NA,NA,NA,30%,9%,NA,NA
108900,Bream Head,Northland,12+,"1,253","1,123","1,113","1,076",829,576,261,90%,89%,77%,45%
108900,Bream Head,Northland,5-11,140,69,31,NA,NA,NA,NA,49%,22%,NA,NA
109000,Waipu,Northland,12+,"2,901","2,501","2,474","2,393","1,772","1,323",453,86%,85%,74%,34%
109000,Waipu,Northland,5-11,229,76,41,NA,NA,NA,NA,33%,18%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,363","2,655","2,580","2,469","1,501",974,238,79%,77%,61%,24%
109100,Kaipara Coastal,Northland,5-11,352,101,46,NA,NA,NA,NA,29%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,612","1,323","1,299","1,242",754,460,103,82%,81%,61%,22%
109200,Maungaru,Northland,5-11,159,64,19,NA,NA,NA,NA,40%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,402","3,698","3,586","3,445","2,204","1,456",416,84%,81%,64%,29%
109300,Dargaville,Northland,5-11,456,121,64,NA,NA,NA,NA,27%,14%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,230","1,845","1,801","1,724","1,142",797,213,83%,81%,66%,27%
109400,Ruawai-Matakohe,Northland,5-11,269,74,28,NA,NA,NA,NA,28%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,629","1,292","1,261","1,211",838,560,128,79%,77%,69%,23%
109500,Otamatea (Kaipara District),Northland,5-11,158,56,20,NA,NA,NA,NA,35%,13%,NA,NA
109600,Maungaturoto,Northland,12+,"1,093",949,922,868,577,351,85,87%,84%,66%,24%
109600,Maungaturoto,Northland,5-11,129,55,18,NA,NA,NA,NA,43%,14%,NA,NA
109700,Kaiwaka,Northland,12+,"2,120","1,646","1,603","1,521",958,593,151,78%,76%,63%,25%
109700,Kaiwaka,Northland,5-11,234,76,31,NA,NA,NA,NA,32%,13%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,354","1,872","1,841","1,790","1,213",889,273,80%,78%,68%,31%
109800,Mangawhai Rural,Northland,5-11,264,84,36,NA,NA,NA,NA,32%,14%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,212","1,936","1,904","1,841","1,329",973,362,88%,86%,72%,37%
109900,Mangawhai Heads,Northland,5-11,226,69,27,NA,NA,NA,NA,31%,12%,NA,NA
110100,Mangawhai,Northland,12+,993,878,866,831,622,448,189,88%,87%,75%,42%
110100,Mangawhai,Northland,5-11,116,37,19,NA,NA,NA,NA,32%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,340","1,126","1,107","1,049",641,443,120,84%,83%,61%,27%
110200,Okahukura Peninsula,Waitemata,5-11,144,48,23,NA,NA,NA,NA,33%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,313","2,782","2,736","2,627","1,793","1,193",379,84%,83%,68%,32%
110400,Cape Rodney,Waitemata,5-11,323,141,71,NA,NA,NA,NA,44%,22%,NA,NA
110500,Wellsford,Waitemata,12+,"1,734","1,448","1,418","1,339",811,432,124,84%,82%,61%,29%
110500,Wellsford,Waitemata,5-11,200,63,34,NA,NA,NA,NA,32%,17%,NA,NA
110700,South Head,Waitemata,12+,"2,359","2,045","2,004","1,898","1,256",771,279,87%,85%,66%,36%
110700,South Head,Waitemata,5-11,260,106,49,NA,NA,NA,NA,41%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,839","1,528","1,503","1,405",820,460,115,83%,82%,58%,25%
110800,Kaipara Hills,Waitemata,5-11,223,92,46,NA,NA,NA,NA,41%,21%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,486","1,275","1,257","1,194",883,568,217,86%,85%,74%,38%
110900,Dome Valley-Matakana,Waitemata,5-11,169,110,55,NA,NA,NA,NA,65%,33%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,379","2,176","2,153","2,052","1,547","1,033",564,91%,91%,75%,55%
111100,Warkworth West,Waitemata,5-11,213,97,53,NA,NA,NA,NA,46%,25%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,515","3,042","2,997","2,842","1,927","1,178",394,87%,85%,68%,33%
111200,Puhoi Valley,Waitemata,5-11,311,146,69,NA,NA,NA,NA,47%,22%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,297","2,965","2,942","2,811","2,061","1,199",535,90%,89%,73%,45%
111300,Warkworth East,Waitemata,5-11,361,169,93,NA,NA,NA,NA,47%,26%,NA,NA
111400,Sandspit,Waitemata,12+,966,858,843,808,623,459,180,89%,87%,77%,39%
111400,Sandspit,Waitemata,5-11,63,28,19,NA,NA,NA,NA,44%,30%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,042","1,867","1,853","1,758","1,339",978,440,91%,91%,76%,45%
111500,Tawharanui Peninsula,Waitemata,5-11,162,100,56,NA,NA,NA,NA,62%,35%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,207","1,981","1,953","1,844","1,198",660,206,90%,88%,65%,31%
111600,Te Kuru,Waitemata,5-11,268,133,47,NA,NA,NA,NA,50%,18%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,290","2,929","2,908","2,763","2,046","1,392",591,89%,88%,74%,42%
111700,Snells Beach,Waitemata,5-11,361,173,80,NA,NA,NA,NA,48%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,"1,004",818,804,778,576,415,181,81%,80%,74%,44%
111800,Barrier Islands,Auckland,5-11,87,22,10,NA,NA,NA,NA,25%,11%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,144",989,975,942,736,580,247,86%,85%,78%,43%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,80,31,12,NA,NA,NA,NA,39%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,677","1,449","1,436","1,358",940,586,187,86%,86%,69%,32%
112100,Wainui-Waiwera,Waitemata,5-11,150,62,28,NA,NA,NA,NA,41%,19%,NA,NA
112200,Parakai,Waitemata,12+,911,796,782,720,472,244,81,87%,86%,66%,33%
112200,Parakai,Waitemata,5-11,111,63,37,NA,NA,NA,NA,57%,33%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,487","1,315","1,302","1,232",863,475,158,88%,88%,70%,33%
112300,Helensville Rural,Waitemata,5-11,135,62,40,NA,NA,NA,NA,46%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,479","2,214","2,181","2,064","1,417",738,259,89%,88%,69%,35%
112400,Helensville,Waitemata,5-11,318,167,94,NA,NA,NA,NA,53%,30%,NA,NA
112500,Waitoki,Waitemata,12+,"1,479","1,304","1,289","1,213",796,467,143,88%,87%,66%,31%
112500,Waitoki,Waitemata,5-11,154,76,31,NA,NA,NA,NA,49%,20%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,512","1,363","1,346","1,245",818,460,146,90%,89%,66%,32%
112600,Waikoukou Valley,Waitemata,5-11,139,64,36,NA,NA,NA,NA,46%,26%,NA,NA
112700,Orewa North,Waitemata,12+,"4,593","4,241","4,213","4,032","3,211","2,138","1,020",92%,92%,80%,48%
112700,Orewa North,Waitemata,5-11,393,236,155,NA,NA,NA,NA,60%,39%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,350","1,221","1,214","1,156",816,471,162,90%,90%,71%,34%
112800,Hatfields Beach,Waitemata,5-11,140,84,47,NA,NA,NA,NA,60%,34%,NA,NA
112900,Orewa South,Waitemata,12+,"3,726","3,477","3,464","3,348","2,674","1,832",861,93%,93%,80%,47%
112900,Orewa South,Waitemata,5-11,285,170,103,NA,NA,NA,NA,60%,36%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,056","2,789","2,769","2,684","2,156","1,566",681,91%,91%,80%,43%
113000,Orewa Central,Waitemata,5-11,173,101,58,NA,NA,NA,NA,58%,34%,NA,NA
113100,Millwater North,Waitemata,12+,"3,156","2,873","2,844","2,673","1,982",901,317,91%,90%,74%,35%
113100,Millwater North,Waitemata,5-11,603,360,206,NA,NA,NA,NA,60%,34%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,239","1,093","1,082","1,010",682,383,121,88%,87%,68%,32%
113200,Waipatukahu,Waitemata,5-11,126,78,34,NA,NA,NA,NA,62%,27%,NA,NA
113300,Millwater South,Waitemata,12+,"3,343","3,079","3,048","2,844","1,937",680,206,92%,91%,68%,30%
113300,Millwater South,Waitemata,5-11,666,412,237,NA,NA,NA,NA,62%,36%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,562","2,302","2,275","2,176","1,384",540,149,90%,89%,64%,28%
113400,Dairy Flat North,Waitemata,5-11,275,152,84,NA,NA,NA,NA,55%,31%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,348","1,189","1,182","1,119",721,398,118,88%,88%,64%,30%
113500,Dairy Flat West,Waitemata,5-11,120,60,30,NA,NA,NA,NA,50%,25%,NA,NA
113600,Kingsway,Waitemata,12+,"2,124","1,907","1,885","1,735","1,214",574,167,90%,89%,70%,29%
113600,Kingsway,Waitemata,5-11,254,164,80,NA,NA,NA,NA,65%,31%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,606,559,554,531,346,120,31,92%,91%,65%,26%
113800,Silverdale Central (Auckland),Waitemata,5-11,61,38,15,NA,NA,NA,NA,62%,25%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,679","2,413","2,389","2,287","1,825","1,194",543,90%,89%,80%,45%
113900,Red Beach West,Waitemata,5-11,219,113,60,NA,NA,NA,NA,52%,27%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,594","3,307","3,279","3,111","2,295","1,384",545,92%,91%,74%,39%
114000,Red Beach East,Waitemata,5-11,353,193,94,NA,NA,NA,NA,55%,27%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,771","1,574","1,555","1,472",972,523,164,89%,88%,66%,31%
114100,Silverdale South (Auckland),Waitemata,5-11,189,104,32,NA,NA,NA,NA,55%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,227","1,128","1,119","1,047",746,399,176,92%,91%,71%,44%
114200,Waimauku,Waitemata,5-11,138,81,38,NA,NA,NA,NA,59%,28%,NA,NA
114400,Vipond,Waitemata,12+,"2,560","2,338","2,326","2,230","1,588",905,412,91%,91%,71%,46%
114400,Vipond,Waitemata,5-11,303,153,97,NA,NA,NA,NA,50%,32%,NA,NA
