Date,Cumulative vaccinations planned,Cumulative vaccinations administered,Cumulative stock received,Original cumulative vaccinations model
2021-02-21,0,167,65520,NA
2021-02-28,4491,6713,141570,NA
2021-03-07,14420,15612,207090,NA
2021-03-14,21715,23155,271440,NA
2021-03-21,35595,36598,325260,NA
2021-03-28,56290,56339,396630,NA
2021-04-04,84595,84924,450450,NA
2021-04-11,117992,121483,528840,NA
2021-04-18,164107,171211,607230,NA
2021-04-25,216158,226770,685620,NA
2021-05-02,273749,284933,685620,NA
2021-05-09,338813,366624,746460,NA
2021-05-16,414824,451378,807300,NA
2021-05-23,493606,535512,868140,NA
2021-05-30,581932,637611,928980,NA
2021-06-06,680290,751398,1055790,NA
2021-06-13,793013,854240,1103760,NA
2021-06-20,909422,982540,1252900,NA
2021-06-27,1033848,1115654,1302040,NA
2021-07-04,1161952,1238101,1351180,1161952
2021-07-11,1289999,1367599,1502110,1369338
2021-07-18,1425371,1503572,1682290,1576724
2021-07-25,1633071,1692872,2032290,1750577
2021-08-01,1887555,1947672,2411370,2063064
2021-08-08,2164231,2212914,2769390,2375551
2021-08-15,2451622,2513145,3157830,2654505
2021-08-22,2754616,2797713,3602430,2932955
2021-08-29,3056599,3350661,3985020,3226921
2021-09-05,NA,3903887,4630860,3520887
2021-09-12,NA,4336179,5228730,3814853
2021-09-19,NA,4721203,5729490,4348809
2021-09-26,NA,5054227,6150690,4882765
2021-10-03,NA,5353648,6577740,5416721
2021-10-10,NA,5839011,6800430,5950677
2021-10-17,NA,6351304,7101120,6484633
2021-10-24,NA,6629456,7801560,7018589
2021-10-31,NA,6874530,9396270,7552545
2021-11-07,NA,7063386,9396270,7707286
2021-11-14,NA,7220350,9648990,7862027
2021-11-21,NA,7361877,9956142,8016768
2021-11-28,NA,7499508,10096110,8016768
2021-12-05,NA,7742271,10252170,8016768
2021-12-12,NA,7881970,10292490,8016768
2021-12-19,NA,8008382,10818990,NA
2021-12-26,NA,8110966,10978290,NA
2022-01-02,NA,8189815,10978290,NA
2022-01-09,NA,8389107,11622690,NA
2022-01-16,NA,8674119,11806440,NA
2022-01-23,NA,9021591,12144690,NA
2022-01-30,NA,9430519,12334290,NA
2022-02-06,NA,9769251,12475890,NA
2022-02-13,NA,10114610,12713490,NA
2022-02-20,NA,10401061,12905430,NA
2022-02-27,NA,10603257,13379940,NA
2022-03-06,NA,10735039,14264340,NA
2022-03-13,NA,10805437,15480340,NA
2022-03-20,NA,10881500,15480340,NA
2022-03-27,NA,10939341,15480340,NA
2022-04-03,NA,10975240,15557560,NA
2022-04-10,NA,10999987,15557560,NA
2022-04-17,NA,11013950,15639580,NA
2022-04-24,NA,11029794,15994540,NA
2022-05-01,NA,11046063,16187590,NA
2022-05-08,NA,11056916,16264810,NA
2022-05-15,NA,11066826,16290550,NA
2022-05-22,NA,11075228,16419250,NA
2022-05-29,NA,11084130,16495300,NA
2022-06-05,NA,11092521,16495300,NA
2022-06-12,NA,11100743,16571350,NA
2022-06-19,NA,11110156,16647400,NA
2022-06-26,NA,11118712,16723450,NA
2022-07-03,NA,11157318,16746850,NA
2022-07-10,NA,11225674,16806640,NA
2022-07-17,NA,11323778,16806640,NA
2022-07-24,NA,11407683,16806640,NA
2022-07-31,NA,11478561,16806640,NA
2022-08-07,NA,11541192,16806640,NA
2022-08-14,NA,11592134,16806640,NA
2022-08-21,NA,11637761,16806640,NA
2022-08-28,NA,11675680,16806640,NA
