SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
103100,Kerikeri South,Northland,12+,"2,487","2,312","2,279","1,972","1,506",93%,92%,76%
103100,Kerikeri South,Northland,5-11,216,94,Masked,NA,NA,44%,<5%,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,060",923,890,735,487,87%,84%,66%
103200,Ohaeawai-Waimate North,Northland,5-11,113,24,0,NA,NA,21%,<5%,NA
103300,Puketona-Waitangi,Northland,12+,"1,254","1,101","1,086",931,669,88%,87%,72%
103300,Puketona-Waitangi,Northland,5-11,119,34,0,NA,NA,29%,<5%,NA
103400,Ngapuhi,Northland,12+,"1,259","1,050","1,003",721,436,83%,80%,60%
103400,Ngapuhi,Northland,5-11,185,24,0,NA,NA,13%,<5%,NA
103500,Kaikohe,Northland,12+,"3,590","2,992","2,826","1,974","1,206",83%,79%,61%
103500,Kaikohe,Northland,5-11,659,146,0,NA,NA,22%,<5%,NA
103600,Pakaraka,Northland,12+,540,476,462,364,247,88%,86%,68%
103600,Pakaraka,Northland,5-11,76,28,0,NA,NA,37%,<5%,NA
103700,Haruru,Northland,12+,"1,016",871,857,740,501,86%,84%,68%
103700,Haruru,Northland,5-11,121,45,0,NA,NA,37%,<5%,NA
103800,Russell,Northland,12+,768,706,698,633,516,92%,91%,82%
103900,Paihia,Northland,12+,"1,515","1,359","1,330","1,132",776,90%,88%,69%
103900,Paihia,Northland,5-11,126,39,0,NA,NA,31%,<5%,NA
104000,Mataraua Forest,Northland,12+,452,365,340,260,145,81%,75%,56%
104000,Mataraua Forest,Northland,5-11,68,11,0,NA,NA,16%,<5%,NA
104100,Matawaia-Taumarere,Northland,12+,"1,259","1,023",989,694,441,81%,79%,64%
104100,Matawaia-Taumarere,Northland,5-11,199,51,0,NA,NA,26%,<5%,NA
104200,Russell Peninsula,Northland,12+,622,534,530,468,378,86%,85%,81%
104300,Opua (Far North District),Northland,12+,"1,197","1,092","1,072",957,726,91%,90%,76%
104300,Opua (Far North District),Northland,5-11,73,19,0,NA,NA,26%,<5%,NA
104400,Russell Forest-Rawhiti,Northland,12+,622,542,522,436,300,87%,84%,69%
104400,Russell Forest-Rawhiti,Northland,5-11,73,7,0,NA,NA,10%,<5%,NA
104500,Moerewa,Northland,12+,"1,347","1,151","1,088",771,460,85%,81%,60%
104500,Moerewa,Northland,5-11,274,36,0,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,12+,"1,207","1,071","1,024",766,475,89%,85%,62%
104600,Kawakawa,Northland,5-11,198,39,0,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,12+,585,466,457,331,205,80%,78%,62%
104700,Maromaku,Northland,5-11,102,21,0,NA,NA,21%,<5%,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,569","1,361","1,308",968,602,87%,83%,62%
104800,Mangakahia-Hukerenui,Northland,5-11,230,59,Masked,NA,NA,26%,<5%,NA
104900,Whangaruru,Northland,12+,"2,174","1,897","1,848","1,479",960,87%,85%,65%
104900,Whangaruru,Northland,5-11,241,74,Masked,NA,NA,31%,<5%,NA
105100,Matarau,Northland,12+,"2,751","2,491","2,448","1,966","1,440",91%,89%,73%
105100,Matarau,Northland,5-11,389,155,Masked,NA,NA,40%,<5%,NA
105200,Hikurangi,Northland,12+,"1,223","1,084","1,040",764,449,89%,85%,59%
105200,Hikurangi,Northland,5-11,229,63,Masked,NA,NA,28%,<5%,NA
105300,Kauri,Northland,12+,"1,539","1,369","1,348","1,106",840,89%,88%,76%
105300,Kauri,Northland,5-11,193,70,Masked,NA,NA,36%,<5%,NA
105400,Maungatapere,Northland,12+,"3,055","2,717","2,673","2,191","1,611",89%,87%,74%
105400,Maungatapere,Northland,5-11,362,151,0,NA,NA,42%,<5%,NA
105500,Kamo West,Northland,12+,"1,948","1,787","1,759","1,424","1,057",92%,90%,74%
105500,Kamo West,Northland,5-11,202,101,Masked,NA,NA,50%,<5%,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,615","1,467","1,445","1,234",931,91%,89%,75%
105600,Matapouri-Tutukaka,Northland,5-11,128,60,Masked,NA,NA,47%,<5%,NA
105700,Kiripaka,Northland,12+,875,777,763,603,435,89%,87%,72%
105700,Kiripaka,Northland,5-11,128,57,0,NA,NA,45%,<5%,NA
105800,Kamo East,Northland,12+,"2,476","2,278","2,209","1,691","1,104",92%,89%,65%
105800,Kamo East,Northland,5-11,431,147,0,NA,NA,34%,<5%,NA
105900,Granfield Reserve,Northland,12+,"2,858","2,713","2,665","2,233","1,788",95%,93%,80%
105900,Granfield Reserve,Northland,5-11,285,133,Masked,NA,NA,47%,<5%,NA
106000,Kamo Central,Northland,12+,"1,393","1,304","1,278",989,727,94%,92%,74%
106000,Kamo Central,Northland,5-11,210,95,Masked,NA,NA,45%,<5%,NA
106100,Whau Valley,Northland,12+,"2,544","2,290","2,250","1,862","1,369",90%,88%,74%
106100,Whau Valley,Northland,5-11,253,95,0,NA,NA,38%,<5%,NA
106200,Tikipunga North,Northland,12+,"2,828","2,640","2,571","2,058","1,492",93%,91%,72%
106200,Tikipunga North,Northland,5-11,438,109,Masked,NA,NA,25%,<5%,NA
106300,Pukenui,Northland,12+,"2,011","1,882","1,867","1,568","1,219",94%,93%,78%
106300,Pukenui,Northland,5-11,243,149,Masked,NA,NA,61%,<5%,NA
106400,Otangarei,Northland,12+,"1,754","1,472","1,352",900,500,84%,77%,56%
106400,Otangarei,Northland,5-11,299,36,0,NA,NA,12%,<5%,NA
106500,Tikipunga South,Northland,12+,"3,209","2,986","2,911","2,276","1,626",93%,91%,71%
106500,Tikipunga South,Northland,5-11,442,141,6,NA,NA,32%,<5%,NA
106600,Kensington (Whangarei District),Northland,12+,"2,940","2,772","2,726","2,301","1,683",94%,93%,73%
106600,Kensington (Whangarei District),Northland,5-11,252,89,0,NA,NA,35%,<5%,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,180","1,094","1,078",882,660,93%,91%,75%
106700,Abbey Caves-Glenbervie,Northland,5-11,133,49,0,NA,NA,37%,<5%,NA
106800,Mairtown,Northland,12+,"2,218","2,050","2,024","1,706","1,305",92%,91%,76%
106800,Mairtown,Northland,5-11,205,82,Masked,NA,NA,40%,<5%,NA
106900,Maunu-Horahora,Northland,12+,"2,986","2,777","2,730","2,302","1,733",93%,91%,75%
106900,Maunu-Horahora,Northland,5-11,347,142,0,NA,NA,41%,<5%,NA
107000,Woodhill-Vinetown,Northland,12+,"2,493","2,290","2,243","1,859","1,256",92%,90%,68%
107000,Woodhill-Vinetown,Northland,5-11,238,84,0,NA,NA,35%,<5%,NA
107100,Whangarei Central,Northland,12+,978,920,901,759,519,94%,92%,68%
107100,Whangarei Central,Northland,5-11,53,16,0,NA,NA,30%,<5%,NA
107200,Riverside,Northland,12+,"1,923","1,717","1,684","1,397","1,009",89%,88%,72%
107200,Riverside,Northland,5-11,169,72,Masked,NA,NA,43%,<5%,NA
107300,Raumanga,Northland,12+,"2,703","2,385","2,255","1,581",954,88%,83%,60%
107300,Raumanga,Northland,5-11,466,94,0,NA,NA,20%,<5%,NA
107400,Tarewa,Northland,12+,"1,527","1,334","1,276",909,541,87%,84%,60%
107400,Tarewa,Northland,5-11,311,63,0,NA,NA,20%,<5%,NA
107500,Morningside (Whangarei District),Northland,12+,"1,925","1,771","1,716","1,354",860,92%,89%,64%
107500,Morningside (Whangarei District),Northland,5-11,218,77,Masked,NA,NA,35%,<5%,NA
107600,Ngunguru,Northland,12+,"1,070",969,956,816,618,91%,89%,76%
107600,Ngunguru,Northland,5-11,121,60,0,NA,NA,50%,<5%,NA
107700,Otaika-Portland,Northland,12+,"1,181","1,037","1,010",813,561,88%,86%,69%
107700,Otaika-Portland,Northland,5-11,141,54,0,NA,NA,38%,<5%,NA
107800,Oakleigh-Mangapai,Northland,12+,"1,988","1,759","1,734","1,429","1,014",88%,87%,71%
107800,Oakleigh-Mangapai,Northland,5-11,224,90,0,NA,NA,40%,<5%,NA
107900,Port-Limeburners,Northland,12+,185,175,167,138,86,95%,90%,62%
108000,Pataua,Northland,12+,"1,479","1,280","1,253","1,029",713,87%,85%,69%
108000,Pataua,Northland,5-11,194,69,Masked,NA,NA,36%,<5%,NA
108100,Onerahi Park,Northland,12+,"1,414","1,328","1,305","1,125",853,94%,92%,76%
108100,Onerahi Park,Northland,5-11,188,91,Masked,NA,NA,48%,<5%,NA
108200,Sherwood Rise,Northland,12+,"2,019","1,862","1,814","1,445","1,002",92%,90%,69%
108200,Sherwood Rise,Northland,5-11,275,74,0,NA,NA,27%,<5%,NA
108300,Onerahi,Northland,12+,"2,107","1,851","1,800","1,394","1,033",88%,85%,74%
108300,Onerahi,Northland,5-11,247,68,0,NA,NA,28%,<5%,NA
108500,Parua Bay,Northland,12+,"2,252","2,109","2,087","1,784","1,416",94%,93%,79%
108500,Parua Bay,Northland,5-11,261,125,0,NA,NA,48%,<5%,NA
108600,Bream Bay,Northland,12+,"1,892","1,713","1,671","1,351",955,91%,88%,71%
108600,Bream Bay,Northland,5-11,230,73,0,NA,NA,32%,<5%,NA
108700,Marsden Bay,Northland,12+,"2,350",Masked,"2,231","1,938","1,532",>95%,95%,79%
108700,Marsden Bay,Northland,5-11,255,95,0,NA,NA,37%,<5%,NA
108800,Ruakaka,Northland,12+,"2,373","2,221","2,185","1,807","1,304",94%,92%,72%
108800,Ruakaka,Northland,5-11,245,65,0,NA,NA,27%,<5%,NA
108900,Bream Head,Northland,12+,"1,218","1,128","1,114",982,758,93%,91%,77%
108900,Bream Head,Northland,5-11,121,60,0,NA,NA,50%,<5%,NA
109000,Waipu,Northland,12+,"2,798","2,468","2,437","2,136","1,638",88%,87%,77%
109000,Waipu,Northland,5-11,219,73,0,NA,NA,33%,<5%,NA
109100,Kaipara Coastal,Northland,12+,"3,219","2,646","2,563","2,049","1,270",82%,80%,62%
109100,Kaipara Coastal,Northland,5-11,339,89,0,NA,NA,26%,<5%,NA
109200,Maungaru,Northland,12+,"1,561","1,311","1,285","1,040",651,84%,82%,63%
109200,Maungaru,Northland,5-11,163,57,0,NA,NA,35%,<5%,NA
109300,Dargaville,Northland,12+,"4,332","3,737","3,592","2,853","1,962",86%,83%,69%
109300,Dargaville,Northland,5-11,440,119,0,NA,NA,27%,<5%,NA
109400,Ruawai-Matakohe,Northland,12+,"2,128","1,852","1,798","1,475",999,87%,84%,68%
109400,Ruawai-Matakohe,Northland,5-11,266,63,0,NA,NA,24%,<5%,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,558","1,279","1,242","1,027",698,82%,80%,68%
109500,Otamatea (Kaipara District),Northland,5-11,163,41,0,NA,NA,25%,<5%,NA
109600,Maungaturoto,Northland,12+,"1,049",953,919,743,502,91%,88%,68%
109600,Maungaturoto,Northland,5-11,144,45,0,NA,NA,31%,<5%,NA
109700,Kaiwaka,Northland,12+,"2,013","1,659","1,595","1,287",840,82%,79%,65%
109700,Kaiwaka,Northland,5-11,232,58,0,NA,NA,25%,<5%,NA
109800,Mangawhai Rural,Northland,12+,"2,251","1,850","1,814","1,557","1,072",82%,81%,69%
109800,Mangawhai Rural,Northland,5-11,243,81,0,NA,NA,33%,<5%,NA
109900,Mangawhai Heads,Northland,12+,"2,121","1,914","1,880","1,662","1,233",90%,89%,74%
109900,Mangawhai Heads,Northland,5-11,190,55,Masked,NA,NA,29%,<5%,NA
110100,Mangawhai,Northland,12+,971,891,880,747,563,92%,91%,75%
110100,Mangawhai,Northland,5-11,110,31,0,NA,NA,28%,<5%,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,307","1,139","1,120",939,588,87%,86%,63%
110200,Okahukura Peninsula,Waitemata,5-11,141,38,Masked,NA,NA,27%,<5%,NA
110400,Cape Rodney,Waitemata,12+,"3,152","2,765","2,706","2,342","1,574",88%,86%,67%
110400,Cape Rodney,Waitemata,5-11,322,132,0,NA,NA,41%,<5%,NA
110500,Wellsford,Waitemata,12+,"1,644","1,447","1,406","1,143",699,88%,86%,61%
110500,Wellsford,Waitemata,5-11,209,60,0,NA,NA,29%,<5%,NA
110700,South Head,Waitemata,12+,"2,243","2,007","1,972","1,662","1,128",89%,88%,68%
110700,South Head,Waitemata,5-11,252,102,Masked,NA,NA,40%,<5%,NA
110800,Kaipara Hills,Waitemata,12+,"1,723","1,503","1,475","1,199",713,87%,86%,59%
110800,Kaipara Hills,Waitemata,5-11,231,83,0,NA,NA,36%,<5%,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,399","1,262","1,239","1,065",772,90%,89%,72%
110900,Dome Valley-Matakana,Waitemata,5-11,174,105,Masked,NA,NA,60%,<5%,NA
111100,Warkworth West,Waitemata,12+,"2,285","2,166","2,134","1,845","1,387",95%,93%,75%
111100,Warkworth West,Waitemata,5-11,222,97,0,NA,NA,44%,<5%,NA
111200,Puhoi Valley,Waitemata,12+,"3,319","3,006","2,958","2,486","1,686",91%,89%,68%
111200,Puhoi Valley,Waitemata,5-11,314,131,0,NA,NA,42%,<5%,NA
111300,Warkworth East,Waitemata,12+,"3,101","2,932","2,899","2,533","1,829",95%,93%,72%
111300,Warkworth East,Waitemata,5-11,345,153,0,NA,NA,44%,<5%,NA
111400,Sandspit,Waitemata,12+,909,834,818,725,542,92%,90%,75%
111400,Sandspit,Waitemata,5-11,73,27,0,NA,NA,37%,<5%,NA
111500,Tawharanui Peninsula,Waitemata,12+,"1,917",Masked,Masked,"1,640","1,271",>95%,>95%,78%
111500,Tawharanui Peninsula,Waitemata,5-11,162,100,Masked,NA,NA,62%,<5%,NA
111600,Te Kuru,Waitemata,12+,"2,084","1,947","1,919","1,616","1,064",93%,92%,66%
111600,Te Kuru,Waitemata,5-11,278,132,0,NA,NA,47%,<5%,NA
111700,Snells Beach,Waitemata,12+,"3,151","2,919","2,889","2,488","1,863",93%,92%,75%
111700,Snells Beach,Waitemata,5-11,327,158,0,NA,NA,48%,<5%,NA
111800,Barrier Islands,Auckland,12+,911,761,747,663,520,84%,82%,78%
111800,Barrier Islands,Auckland,5-11,83,22,0,NA,NA,27%,<5%,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,126",996,974,863,684,88%,87%,79%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,78,33,0,NA,NA,42%,<5%,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,580","1,427","1,412","1,208",820,90%,89%,68%
112100,Wainui-Waiwera,Waitemata,5-11,161,59,0,NA,NA,37%,<5%,NA
112200,Parakai,Waitemata,12+,901,817,798,649,420,91%,89%,65%
112200,Parakai,Waitemata,5-11,125,59,0,NA,NA,47%,<5%,NA
112300,Helensville Rural,Waitemata,12+,"1,387","1,278","1,263","1,070",738,92%,91%,69%
112300,Helensville Rural,Waitemata,5-11,142,58,0,NA,NA,41%,<5%,NA
112400,Helensville,Waitemata,12+,"2,390","2,229","2,178","1,815","1,215",93%,91%,67%
112400,Helensville,Waitemata,5-11,326,157,Masked,NA,NA,48%,<5%,NA
112500,Waitoki,Waitemata,12+,"1,412","1,302","1,286","1,107",714,92%,91%,64%
112500,Waitoki,Waitemata,5-11,170,75,0,NA,NA,44%,<5%,NA
112600,Waikoukou Valley,Waitemata,12+,"1,460","1,352","1,336","1,097",717,93%,92%,65%
112600,Waikoukou Valley,Waitemata,5-11,173,64,0,NA,NA,37%,<5%,NA
112700,Orewa North,Waitemata,12+,"4,355",Masked,"4,124","3,676","2,885",>95%,95%,78%
112700,Orewa North,Waitemata,5-11,399,221,Masked,NA,NA,55%,<5%,NA
112800,Hatfields Beach,Waitemata,12+,"1,316","1,237","1,228","1,055",733,94%,93%,69%
112800,Hatfields Beach,Waitemata,5-11,141,80,0,NA,NA,57%,<5%,NA
112900,Orewa South,Waitemata,12+,"3,493",Masked,Masked,"2,992","2,408",>95%,>95%,80%
112900,Orewa South,Waitemata,5-11,251,149,Masked,NA,NA,59%,<5%,NA
113000,Orewa Central,Waitemata,12+,"3,023","2,844","2,823","2,562","2,018",94%,93%,79%
113000,Orewa Central,Waitemata,5-11,185,95,Masked,NA,NA,51%,<5%,NA
113100,Millwater North,Waitemata,12+,"3,047",Masked,"2,869","2,486","1,800",>95%,94%,72%
113100,Millwater North,Waitemata,5-11,575,344,Masked,NA,NA,60%,<5%,NA
113200,Waipatukahu,Waitemata,12+,"1,180","1,084","1,073",887,605,92%,91%,68%
113200,Waipatukahu,Waitemata,5-11,135,71,0,NA,NA,53%,<5%,NA
113300,Millwater South,Waitemata,12+,"3,071",Masked,Masked,"2,543","1,671",>95%,>95%,66%
113300,Millwater South,Waitemata,5-11,618,400,Masked,NA,NA,65%,<5%,NA
113400,Dairy Flat North,Waitemata,12+,"2,141","2,026","1,998","1,687","1,029",95%,93%,61%
113400,Dairy Flat North,Waitemata,5-11,237,121,0,NA,NA,51%,<5%,NA
113500,Dairy Flat West,Waitemata,12+,"1,285","1,190","1,185","1,000",663,93%,92%,66%
113500,Dairy Flat West,Waitemata,5-11,123,54,Masked,NA,NA,44%,<5%,NA
113600,Kingsway,Waitemata,12+,"2,024","1,914","1,889","1,563","1,061",95%,93%,68%
113600,Kingsway,Waitemata,5-11,289,155,0,NA,NA,54%,<5%,NA
113800,Silverdale Central (Auckland),Waitemata,12+,450,Masked,425,364,215,>95%,94%,59%
113800,Silverdale Central (Auckland),Waitemata,5-11,50,22,Masked,NA,NA,44%,<5%,NA
113900,Red Beach West,Waitemata,12+,"2,503","2,316","2,287","2,026","1,603",93%,91%,79%
113900,Red Beach West,Waitemata,5-11,213,105,0,NA,NA,49%,<5%,NA
114000,Red Beach East,Waitemata,12+,"3,464",Masked,Masked,"2,836","2,080",>95%,>95%,73%
114000,Red Beach East,Waitemata,5-11,366,190,0,NA,NA,52%,<5%,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,720","1,595","1,570","1,338",887,93%,91%,66%
114100,Silverdale South (Auckland),Waitemata,5-11,188,96,0,NA,NA,51%,<5%,NA
114200,Waimauku,Waitemata,12+,"1,162",Masked,"1,094",940,657,>95%,94%,70%
114200,Waimauku,Waitemata,5-11,132,73,0,NA,NA,55%,<5%,NA
114400,Vipond,Waitemata,12+,"2,483","2,342","2,329","2,036","1,460",94%,94%,72%
114400,Vipond,Waitemata,5-11,304,146,0,NA,NA,48%,<5%,NA
114500,Muriwai,Waitemata,12+,954,879,864,759,532,92%,91%,70%
114500,Muriwai,Waitemata,5-11,124,82,0,NA,NA,66%,<5%,NA
114600,Stanmore Bay West,Waitemata,12+,"2,222","2,088","2,057","1,747","1,153",94%,93%,66%
114600,Stanmore Bay West,Waitemata,5-11,333,168,Masked,NA,NA,50%,<5%,NA
114700,Kumeu Rural West,Waitemata,12+,"1,490","1,409","1,387","1,186",811,95%,93%,68%
114700,Kumeu Rural West,Waitemata,5-11,117,48,Masked,NA,NA,41%,<5%,NA
114800,Okura Bush,Waitemata,12+,"1,215","1,115","1,097",969,639,92%,90%,66%
114800,Okura Bush,Waitemata,5-11,139,85,0,NA,NA,61%,<5%,NA
114900,Whangaparoa Central,Waitemata,12+,"3,719","3,519","3,479","2,960","2,092",95%,94%,71%
114900,Whangaparoa Central,Waitemata,5-11,414,219,Masked,NA,NA,53%,<5%,NA
115000,Kumeu-Huapai,Waitemata,12+,"4,003",Masked,Masked,"3,396","2,422",>95%,>95%,71%
115000,Kumeu-Huapai,Waitemata,5-11,553,431,7,NA,NA,78%,<5%,NA
115100,Stanmore Bay East,Waitemata,12+,"2,369","2,187","2,149","1,813","1,253",92%,91%,69%
115100,Stanmore Bay East,Waitemata,5-11,270,129,Masked,NA,NA,48%,<5%,NA
115200,Manly West,Waitemata,12+,"2,068","1,925","1,902","1,640","1,174",93%,92%,72%
115200,Manly West,Waitemata,5-11,231,117,Masked,NA,NA,51%,<5%,NA
115300,Muriwai Valley-Bethells Beach,Waitemata,12+,932,844,830,704,489,91%,89%,69%
115300,Muriwai Valley-Bethells Beach,Waitemata,5-11,122,71,0,NA,NA,58%,<5%,NA
115400,Tindalls-Matakatia,Waitemata,12+,"1,787","1,655","1,642","1,434","1,039",93%,92%,72%
115400,Tindalls-Matakatia,Waitemata,5-11,150,80,0,NA,NA,53%,<5%,NA
115500,Coatesville,Waitemata,12+,"2,012","1,873","1,853","1,567","1,134",93%,92%,72%
115500,Coatesville,Waitemata,5-11,221,104,Masked,NA,NA,47%,<5%,NA
115600,Dairy Flat South,Waitemata,12+,"1,458","1,374","1,356","1,172",806,94%,93%,69%
115600,Dairy Flat South,Waitemata,5-11,136,62,Masked,NA,NA,46%,<5%,NA
115700,Gulf Harbour North,Waitemata,12+,"2,495",Masked,Masked,"2,029","1,414",>95%,>95%,70%
115700,Gulf Harbour North,Waitemata,5-11,312,189,Masked,NA,NA,61%,<5%,NA
115800,Manly East,Waitemata,12+,"3,157","2,899","2,873","2,504","1,856",92%,91%,74%
115800,Manly East,Waitemata,5-11,330,190,0,NA,NA,58%,<5%,NA
115900,Riverhead,Waitemata,12+,"2,532",Masked,Masked,"2,098","1,542",>95%,>95%,73%
115900,Riverhead,Waitemata,5-11,420,318,Masked,NA,NA,76%,<5%,NA
116000,Army Bay,Waitemata,12+,"1,337","1,265","1,247","1,088",830,95%,93%,76%
116000,Army Bay,Waitemata,5-11,167,95,0,NA,NA,57%,<5%,NA
116100,Kumeu Rural East,Waitemata,12+,"2,256","2,070","2,049","1,793","1,200",92%,91%,67%
116100,Kumeu Rural East,Waitemata,5-11,211,117,6,NA,NA,55%,<5%,NA
116200,Gulf Harbour South,Waitemata,12+,"2,556","2,402","2,388","2,111","1,531",94%,93%,73%
116200,Gulf Harbour South,Waitemata,5-11,270,161,Masked,NA,NA,60%,<5%,NA
116300,Paremoremo West,Waitemata,12+,821,767,758,647,446,93%,92%,69%
116300,Paremoremo West,Waitemata,5-11,88,38,Masked,NA,NA,43%,<5%,NA
116400,Taupaki,Waitemata,12+,"1,521","1,389","1,370","1,180",804,91%,90%,68%
116400,Taupaki,Waitemata,5-11,148,68,0,NA,NA,46%,<5%,NA
116500,Long Bay,Waitemata,12+,"2,019",Masked,Masked,"1,742","1,160",>95%,>95%,67%
116500,Long Bay,Waitemata,5-11,297,215,Masked,NA,NA,72%,<5%,NA
116600,Paremoremo East,Waitemata,12+,"1,803","1,701","1,676","1,407",941,94%,93%,67%
116600,Paremoremo East,Waitemata,5-11,205,100,0,NA,NA,49%,<5%,NA
116700,Albany Heights,Waitemata,12+,"3,039",Masked,Masked,"2,668","1,693",>95%,>95%,63%
