Date,First doses,Second doses,Third primary doses,Boosters
2021-12-09,3395,9257,746,8452
2021-12-10,2887,9287,650,8290
2021-12-11,2757,8515,223,4711
2021-12-12,1191,4267,90,1976
2021-12-13,2441,6884,633,8847
2021-12-14,2500,7904,720,9507
2021-12-15,2441,8214,696,9582
2021-12-16,2449,8339,743,10035
2021-12-17,2063,7615,842,11038
2021-12-18,1761,6658,192,6941
2021-12-19,784,3364,95,2996
2021-12-20,1864,6289,645,11679
2021-12-21,1727,7221,860,11955
