SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
Unknown,Unknown,Unknown,12+,"54,163","51,174","49,523","46,790","28,052","12,793","4,646",94%,91%,60%,36%
Unknown,Unknown,Unknown,5-11,"5,723","2,795","1,462",NA,NA,NA,NA,49%,26%,NA,NA
100100,North Cape,Northland,12+,"1,673","1,390","1,367","1,283",830,599,227,83%,82%,65%,38%
100100,North Cape,Northland,5-11,177,53,23,NA,NA,NA,NA,30%,13%,NA,NA
100200,Rangaunu Harbour,Northland,12+,"2,011","1,654","1,601","1,515",885,606,145,82%,80%,58%,24%
100200,Rangaunu Harbour,Northland,5-11,252,51,21,NA,NA,NA,NA,20%,8%,NA,NA
100400,Karikari Peninsula,Northland,12+,"1,398","1,177","1,157","1,115",751,589,162,84%,83%,67%,28%
100400,Karikari Peninsula,Northland,5-11,127,30,8,NA,NA,NA,NA,24%,6%,NA,NA
100500,Tangonge,Northland,12+,"1,029",867,848,785,497,322,86,84%,82%,63%,27%
100500,Tangonge,Northland,5-11,122,32,10,NA,NA,NA,NA,26%,8%,NA,NA
100600,Ahipara,Northland,12+,"1,092",899,877,832,532,377,77,82%,80%,64%,20%
100600,Ahipara,Northland,5-11,149,55,18,NA,NA,NA,NA,37%,12%,NA,NA
100700,Kaitaia East,Northland,12+,"2,025","1,733","1,656","1,541",866,499,132,86%,82%,56%,26%
100700,Kaitaia East,Northland,5-11,341,102,35,NA,NA,NA,NA,30%,10%,NA,NA
100800,Kaitaia West,Northland,12+,"3,005","2,517","2,410","2,238","1,261",794,231,84%,80%,56%,29%
100800,Kaitaia West,Northland,5-11,447,123,52,NA,NA,NA,NA,28%,12%,NA,NA
100900,Rangitihi,Northland,12+,841,696,682,639,374,251,56,83%,81%,59%,22%
100900,Rangitihi,Northland,5-11,83,18,Masked,NA,NA,NA,NA,22%,6%,NA,NA
101000,Oruru-Parapara,Northland,12+,851,657,634,606,363,266,68,77%,75%,60%,26%
101000,Oruru-Parapara,Northland,5-11,104,26,10,NA,NA,NA,NA,25%,10%,NA,NA
101100,Taumarumaru,Northland,12+,"2,286","1,966","1,927","1,865","1,357","1,078",408,86%,84%,73%,38%
101100,Taumarumaru,Northland,5-11,222,73,31,NA,NA,NA,NA,33%,14%,NA,NA
101200,Herekino-Takahue,Northland,12+,934,712,686,640,390,287,69,76%,73%,61%,24%
101200,Herekino-Takahue,Northland,5-11,102,27,Masked,NA,NA,NA,NA,26%,<5%,NA,NA
101300,Peria,Northland,12+,"1,060",743,722,692,421,293,63,70%,68%,61%,22%
101300,Peria,Northland,5-11,135,28,14,NA,NA,NA,NA,21%,10%,NA,NA
101400,Taemaro-Oruaiti,Northland,12+,914,725,705,670,442,352,126,79%,77%,66%,36%
101400,Taemaro-Oruaiti,Northland,5-11,101,37,13,NA,NA,NA,NA,37%,13%,NA,NA
101500,Whakapaku,Northland,12+,688,510,494,473,312,247,95,74%,72%,66%,38%
101500,Whakapaku,Northland,5-11,89,32,11,NA,NA,NA,NA,36%,12%,NA,NA
101600,Hokianga North,Northland,12+,811,662,642,593,403,293,57,82%,79%,68%,19%
101600,Hokianga North,Northland,5-11,129,37,12,NA,NA,NA,NA,29%,9%,NA,NA
101700,Kohukohu-Broadwood,Northland,12+,704,561,549,525,361,286,117,80%,78%,69%,41%
101700,Kohukohu-Broadwood,Northland,5-11,67,19,6,NA,NA,NA,NA,28%,9%,NA,NA
101800,Whakarara,Northland,12+,"1,167",967,942,904,630,454,188,83%,81%,70%,41%
101800,Whakarara,Northland,5-11,110,54,27,NA,NA,NA,NA,49%,25%,NA,NA
101900,Kaeo,Northland,12+,"1,107",847,813,776,488,339,136,77%,73%,63%,40%
101900,Kaeo,Northland,5-11,148,45,18,NA,NA,NA,NA,30%,12%,NA,NA
102000,Omahuta Forest-Horeke,Northland,12+,"1,003",727,695,653,386,286,79,72%,69%,59%,28%
102000,Omahuta Forest-Horeke,Northland,5-11,159,22,13,NA,NA,NA,NA,14%,8%,NA,NA
102100,Hokianga South,Northland,12+,"1,208",904,871,833,568,418,145,75%,72%,68%,35%
102100,Hokianga South,Northland,5-11,123,31,13,NA,NA,NA,NA,25%,11%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"2,131","1,826","1,796","1,698","1,142",789,254,86%,84%,67%,32%
102200,Lake Manuwai-Kapiro,Northland,5-11,213,87,48,NA,NA,NA,NA,41%,23%,NA,NA
102300,Okaihau,Northland,12+,"1,069",889,869,819,491,318,83,83%,81%,60%,26%
102300,Okaihau,Northland,5-11,122,32,11,NA,NA,NA,NA,26%,9%,NA,NA
102400,Rangitane-Purerua,Northland,12+,"1,339","1,144","1,111","1,045",727,554,192,85%,83%,70%,35%
102400,Rangitane-Purerua,Northland,5-11,146,42,25,NA,NA,NA,NA,29%,17%,NA,NA
102500,Waipapa,Northland,12+,762,666,645,615,405,257,100,87%,85%,66%,39%
102500,Waipapa,Northland,5-11,97,35,18,NA,NA,NA,NA,36%,19%,NA,NA
102600,Puketotara,Northland,12+,"1,692","1,446","1,411","1,332",925,630,190,85%,83%,69%,30%
102600,Puketotara,Northland,5-11,168,75,24,NA,NA,NA,NA,45%,14%,NA,NA
102700,Waima Forest,Northland,12+,"1,013",762,736,691,372,263,50,75%,73%,54%,19%
102700,Waima Forest,Northland,5-11,139,24,9,NA,NA,NA,NA,17%,6%,NA,NA
102800,Riverview,Northland,12+,"2,097","1,916","1,888","1,782","1,392","1,023",489,91%,90%,78%,48%
102800,Riverview,Northland,5-11,191,101,50,NA,NA,NA,NA,53%,26%,NA,NA
102900,Waipoua Forest,Northland,12+,"1,176",877,849,823,568,430,153,75%,72%,69%,36%
102900,Waipoua Forest,Northland,5-11,125,16,Masked,NA,NA,NA,NA,13%,<5%,NA,NA
103000,Kerikeri Central,Northland,12+,"2,449","2,165","2,135","2,046","1,456","1,033",534,88%,87%,71%,52%
103000,Kerikeri Central,Northland,5-11,219,91,40,NA,NA,NA,NA,42%,18%,NA,NA
103100,Kerikeri South,Northland,12+,"2,659","2,361","2,336","2,254","1,710","1,292",531,89%,88%,76%,41%
103100,Kerikeri South,Northland,5-11,219,102,46,NA,NA,NA,NA,47%,21%,NA,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,096",926,901,857,570,399,135,84%,82%,67%,34%
103200,Ohaeawai-Waimate North,Northland,5-11,112,29,13,NA,NA,NA,NA,26%,12%,NA,NA
103300,Puketona-Waitangi,Northland,12+,"1,331","1,122","1,110","1,071",767,547,181,84%,83%,72%,33%
103300,Puketona-Waitangi,Northland,5-11,124,44,13,NA,NA,NA,NA,35%,10%,NA,NA
103400,Ngapuhi,Northland,12+,"1,332","1,067","1,022",962,521,363,100,80%,77%,54%,28%
103400,Ngapuhi,Northland,5-11,180,40,11,NA,NA,NA,NA,22%,6%,NA,NA
103500,Kaikohe,Northland,12+,"3,642","2,921","2,792","2,607","1,433",887,298,80%,77%,55%,34%
103500,Kaikohe,Northland,5-11,658,179,74,NA,NA,NA,NA,27%,11%,NA,NA
103600,Pakaraka,Northland,12+,572,480,471,444,277,186,61,84%,82%,62%,33%
103600,Pakaraka,Northland,5-11,84,28,13,NA,NA,NA,NA,33%,15%,NA,NA
103700,Haruru,Northland,12+,"1,043",866,854,831,598,413,167,83%,82%,72%,40%
103700,Haruru,Northland,5-11,113,46,11,NA,NA,NA,NA,41%,10%,NA,NA
103800,Russell,Northland,12+,810,719,714,701,569,448,196,89%,88%,81%,44%
103900,Paihia,Northland,12+,"1,585","1,372","1,342","1,304",893,633,282,87%,85%,68%,45%
103900,Paihia,Northland,5-11,124,41,24,NA,NA,NA,NA,33%,19%,NA,NA
104000,Mataraua Forest,Northland,12+,479,365,344,320,181,129,40,76%,72%,57%,31%
104000,Mataraua Forest,Northland,5-11,61,16,10,NA,NA,NA,NA,26%,16%,NA,NA
104100,Matawaia-Taumarere,Northland,12+,"1,324","1,027",995,929,530,359,101,78%,75%,57%,28%
104100,Matawaia-Taumarere,Northland,5-11,194,58,10,NA,NA,NA,NA,30%,5%,NA,NA
104200,Russell Peninsula,Northland,12+,661,553,549,534,435,352,152,84%,83%,81%,43%
104300,Opua (Far North District),Northland,12+,"1,233","1,059","1,040","1,004",771,601,228,86%,84%,77%,38%
104300,Opua (Far North District),Northland,5-11,74,20,9,NA,NA,NA,NA,27%,12%,NA,NA
104400,Russell Forest-Rawhiti,Northland,12+,653,560,543,521,353,281,105,86%,83%,68%,37%
104400,Russell Forest-Rawhiti,Northland,5-11,76,13,Masked,NA,NA,NA,NA,17%,<5%,NA,NA
104500,Moerewa,Northland,12+,"1,372","1,122","1,072",988,527,313,95,82%,78%,53%,30%
104500,Moerewa,Northland,5-11,241,37,11,NA,NA,NA,NA,15%,<5%,NA,NA
104600,Kawakawa,Northland,12+,"1,245","1,068","1,025",960,558,327,99,86%,82%,58%,30%
104600,Kawakawa,Northland,5-11,185,50,17,NA,NA,NA,NA,27%,9%,NA,NA
104700,Maromaku,Northland,12+,637,482,466,438,249,162,33,76%,73%,57%,20%
104700,Maromaku,Northland,5-11,121,28,8,NA,NA,NA,NA,23%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,655","1,351","1,312","1,217",684,422,116,82%,79%,56%,27%
104800,Mangakahia-Hukerenui,Northland,5-11,227,66,21,NA,NA,NA,NA,29%,9%,NA,NA
104900,Whangaruru,Northland,12+,"2,340","1,941","1,900","1,806","1,152",806,234,83%,81%,64%,29%
104900,Whangaruru,Northland,5-11,263,87,20,NA,NA,NA,NA,33%,8%,NA,NA
105100,Matarau,Northland,12+,"2,906","2,521","2,487","2,305","1,626",985,346,87%,86%,71%,35%
105100,Matarau,Northland,5-11,357,175,86,NA,NA,NA,NA,49%,24%,NA,NA
105200,Hikurangi,Northland,12+,"1,265","1,064","1,028",951,544,281,72,84%,81%,57%,26%
105200,Hikurangi,Northland,5-11,212,71,33,NA,NA,NA,NA,33%,16%,NA,NA
105300,Kauri,Northland,12+,"1,608","1,392","1,375","1,290",949,645,218,87%,86%,74%,34%
105300,Kauri,Northland,5-11,193,73,32,NA,NA,NA,NA,38%,17%,NA,NA
105400,Maungatapere,Northland,12+,"3,163","2,697","2,667","2,519","1,806","1,179",376,85%,84%,72%,32%
105400,Maungatapere,Northland,5-11,364,167,99,NA,NA,NA,NA,46%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,021","1,791","1,771","1,670","1,176",746,280,89%,88%,70%,38%
105500,Kamo West,Northland,5-11,205,109,51,NA,NA,NA,NA,53%,25%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,672","1,446","1,422","1,357",997,724,296,86%,85%,73%,41%
105600,Matapouri-Tutukaka,Northland,5-11,132,67,40,NA,NA,NA,NA,51%,30%,NA,NA
105700,Kiripaka,Northland,12+,928,794,778,733,504,318,131,86%,84%,69%,41%
105700,Kiripaka,Northland,5-11,114,60,30,NA,NA,NA,NA,53%,26%,NA,NA
105800,Kamo East,Northland,12+,"2,579","2,270","2,214","2,071","1,298",662,227,88%,86%,63%,34%
105800,Kamo East,Northland,5-11,409,163,62,NA,NA,NA,NA,40%,15%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,929","2,658","2,622","2,489","1,935","1,333",644,91%,90%,78%,48%
105900,Granfield Reserve,Northland,5-11,288,151,63,NA,NA,NA,NA,52%,22%,NA,NA
106000,Kamo Central,Northland,12+,"1,478","1,318","1,294","1,223",820,463,190,89%,88%,67%,41%
106000,Kamo Central,Northland,5-11,230,112,43,NA,NA,NA,NA,49%,19%,NA,NA
106100,Whau Valley,Northland,12+,"2,576","2,282","2,253","2,156","1,577",966,341,89%,87%,73%,35%
106100,Whau Valley,Northland,5-11,260,108,52,NA,NA,NA,NA,42%,20%,NA,NA
106200,Tikipunga North,Northland,12+,"3,063","2,726","2,678","2,536","1,799","1,157",548,89%,87%,71%,47%
106200,Tikipunga North,Northland,5-11,407,146,49,NA,NA,NA,NA,36%,12%,NA,NA
106300,Pukenui,Northland,12+,"2,109","1,922","1,912","1,794","1,372",888,327,91%,91%,76%,37%
106300,Pukenui,Northland,5-11,241,166,91,NA,NA,NA,NA,69%,38%,NA,NA
106400,Otangarei,Northland,12+,"1,794","1,433","1,341","1,255",650,373,108,80%,75%,52%,29%
106400,Otangarei,Northland,5-11,317,60,11,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,334","2,953","2,893","2,737","1,834","1,154",494,89%,87%,67%,43%
106500,Tikipunga South,Northland,5-11,417,158,52,NA,NA,NA,NA,38%,12%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,049","2,739","2,698","2,602","1,893","1,230",543,90%,88%,73%,44%
106600,Kensington (Whangarei District),Northland,5-11,240,88,38,NA,NA,NA,NA,37%,16%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,227","1,104","1,093","1,044",732,492,180,90%,89%,70%,37%
106700,Abbey Caves-Glenbervie,Northland,5-11,121,49,26,NA,NA,NA,NA,40%,21%,NA,NA
106800,Mairtown,Northland,12+,"2,240","2,008","1,991","1,913","1,449",940,402,90%,89%,76%,43%
106800,Mairtown,Northland,5-11,204,102,42,NA,NA,NA,NA,50%,21%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,035","2,700","2,668","2,542","1,933","1,066",429,89%,88%,76%,40%
106900,Maunu-Horahora,Northland,5-11,334,157,83,NA,NA,NA,NA,47%,25%,NA,NA
