SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
101400,Taemaro-Oruaiti,Northland,12+,852,703,681,637,417,83%,80%,65%
101400,Taemaro-Oruaiti,Northland,5-11,111,45,10,NA,NA,41%,9%,NA
101500,Whakapaku,Northland,12+,657,513,494,461,309,78%,75%,67%
101500,Whakapaku,Northland,5-11,83,31,Masked,NA,NA,37%,6%,NA
101600,Hokianga North,Northland,12+,793,661,641,583,390,83%,81%,67%
101600,Hokianga North,Northland,5-11,135,37,8,NA,NA,27%,6%,NA
101700,Kohukohu-Broadwood,Northland,12+,692,574,562,521,363,83%,81%,70%
101700,Kohukohu-Broadwood,Northland,5-11,65,16,Masked,NA,NA,25%,6%,NA
101800,Whakarara,Northland,12+,"1,122",967,942,888,615,86%,84%,69%
101800,Whakarara,Northland,5-11,117,52,23,NA,NA,44%,20%,NA
101900,Kaeo,Northland,12+,"1,068",841,806,743,468,79%,75%,63%
101900,Kaeo,Northland,5-11,146,43,16,NA,NA,29%,11%,NA
102000,Omahuta Forest-Horeke,Northland,12+,981,738,704,633,387,75%,72%,61%
102000,Omahuta Forest-Horeke,Northland,5-11,160,21,7,NA,NA,13%,<5%,NA
102100,Hokianga South,Northland,12+,"1,176",890,856,791,522,76%,73%,66%
102100,Hokianga South,Northland,5-11,131,30,6,NA,NA,23%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"2,004","1,819","1,790","1,658","1,109",91%,89%,67%
102200,Lake Manuwai-Kapiro,Northland,5-11,205,85,38,NA,NA,41%,19%,NA
102300,Okaihau,Northland,12+,"1,013",876,859,791,476,86%,85%,60%
102300,Okaihau,Northland,5-11,120,33,Masked,NA,NA,28%,<5%,NA
102400,Rangitane-Purerua,Northland,12+,"1,273","1,139","1,105","1,017",699,89%,87%,69%
102400,Rangitane-Purerua,Northland,5-11,153,40,17,NA,NA,26%,11%,NA
102500,Waipapa,Northland,12+,720,651,634,592,386,90%,88%,65%
102500,Waipapa,Northland,5-11,95,38,16,NA,NA,40%,17%,NA
102600,Puketotara,Northland,12+,"1,616","1,446","1,414","1,320",888,89%,88%,67%
102600,Puketotara,Northland,5-11,173,69,19,NA,NA,40%,11%,NA
102700,Waima Forest,Northland,12+,986,768,739,666,363,78%,75%,55%
102700,Waima Forest,Northland,5-11,134,21,Masked,NA,NA,16%,<5%,NA
102800,Riverview,Northland,12+,"1,973",Masked,"1,847","1,723","1,312",>95%,94%,76%
102800,Riverview,Northland,5-11,205,104,43,NA,NA,51%,21%,NA
102900,Waipoua Forest,Northland,12+,"1,150",883,854,804,554,77%,74%,69%
102900,Waipoua Forest,Northland,5-11,111,18,Masked,NA,NA,16%,<5%,NA
103000,Kerikeri Central,Northland,12+,"2,371","2,210","2,177","2,050","1,445",93%,92%,70%
103000,Kerikeri Central,Northland,5-11,232,88,31,NA,NA,38%,13%,NA
103100,Kerikeri South,Northland,12+,"2,525","2,332","2,302","2,178","1,641",92%,91%,75%
103100,Kerikeri South,Northland,5-11,215,99,38,NA,NA,46%,18%,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,061",927,900,844,552,87%,85%,65%
103200,Ohaeawai-Waimate North,Northland,5-11,115,29,9,NA,NA,25%,8%,NA
103300,Puketona-Waitangi,Northland,12+,"1,277","1,112","1,101","1,051",741,87%,86%,71%
103300,Puketona-Waitangi,Northland,5-11,120,42,11,NA,NA,35%,9%,NA
103400,Ngapuhi,Northland,12+,"1,257","1,051","1,005",903,501,84%,80%,55%
103400,Ngapuhi,Northland,5-11,190,33,8,NA,NA,17%,<5%,NA
103500,Kaikohe,Northland,12+,"3,581","2,955","2,822","2,516","1,392",83%,79%,55%
103500,Kaikohe,Northland,5-11,661,177,56,NA,NA,27%,8%,NA
103600,Pakaraka,Northland,12+,552,486,475,440,275,88%,86%,62%
103600,Pakaraka,Northland,5-11,77,30,14,NA,NA,39%,18%,NA
103700,Haruru,Northland,12+,"1,022",866,855,818,568,85%,84%,69%
103700,Haruru,Northland,5-11,118,46,9,NA,NA,39%,8%,NA
103800,Russell,Northland,12+,765,702,697,677,545,92%,91%,81%
103900,Paihia,Northland,12+,"1,528","1,362","1,337","1,280",872,89%,88%,68%
103900,Paihia,Northland,5-11,132,45,23,NA,NA,34%,17%,NA
104000,Mataraua Forest,Northland,12+,447,362,340,304,173,81%,76%,57%
104000,Mataraua Forest,Northland,5-11,68,17,9,NA,NA,25%,13%,NA
104100,Matawaia-Taumarere,Northland,12+,"1,263","1,025",992,888,515,81%,79%,58%
104100,Matawaia-Taumarere,Northland,5-11,199,60,9,NA,NA,30%,<5%,NA
104200,Russell Peninsula,Northland,12+,630,541,537,519,414,86%,85%,80%
104300,Opua (Far North District),Northland,12+,"1,187","1,081","1,060","1,020",763,91%,89%,75%
104300,Opua (Far North District),Northland,5-11,70,20,8,NA,NA,29%,11%,NA
104400,Russell Forest-Rawhiti,Northland,12+,625,546,529,491,340,87%,85%,69%
104400,Russell Forest-Rawhiti,Northland,5-11,74,14,Masked,NA,NA,19%,<5%,NA
104500,Moerewa,Northland,12+,"1,347","1,157","1,105",968,518,86%,82%,54%
104500,Moerewa,Northland,5-11,273,38,12,NA,NA,14%,<5%,NA
104600,Kawakawa,Northland,12+,"1,202","1,077","1,032",930,545,90%,86%,59%
104600,Kawakawa,Northland,5-11,199,46,11,NA,NA,23%,6%,NA
104700,Maromaku,Northland,12+,588,462,449,417,237,79%,76%,57%
104700,Maromaku,Northland,5-11,100,29,7,NA,NA,29%,7%,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,579","1,366","1,322","1,187",670,87%,84%,56%
104800,Mangakahia-Hukerenui,Northland,5-11,232,67,17,NA,NA,29%,7%,NA
104900,Whangaruru,Northland,12+,"2,204","1,929","1,884","1,745","1,103",88%,85%,63%
104900,Whangaruru,Northland,5-11,245,88,20,NA,NA,36%,8%,NA
105100,Matarau,Northland,12+,"2,768","2,500","2,464","2,248","1,580",90%,89%,70%
105100,Matarau,Northland,5-11,391,169,76,NA,NA,43%,19%,NA
105200,Hikurangi,Northland,12+,"1,205","1,077","1,046",942,536,89%,87%,57%
105200,Hikurangi,Northland,5-11,231,70,23,NA,NA,30%,10%,NA
105300,Kauri,Northland,12+,"1,544","1,378","1,358","1,252",926,89%,88%,74%
105300,Kauri,Northland,5-11,195,72,28,NA,NA,37%,14%,NA
105400,Maungatapere,Northland,12+,"3,045","2,691","2,660","2,466","1,762",88%,87%,71%
105400,Maungatapere,Northland,5-11,365,165,88,NA,NA,45%,24%,NA
105500,Kamo West,Northland,12+,"1,961","1,759","1,738","1,610","1,150",90%,89%,71%
105500,Kamo West,Northland,5-11,206,101,43,NA,NA,49%,21%,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,609","1,449","1,428","1,342",984,90%,89%,73%
105600,Matapouri-Tutukaka,Northland,5-11,134,63,36,NA,NA,47%,27%,NA
105700,Kiripaka,Northland,12+,865,773,761,701,476,89%,88%,68%
105700,Kiripaka,Northland,5-11,122,56,29,NA,NA,46%,24%,NA
105800,Kamo East,Northland,12+,"2,475","2,287","2,229","2,026","1,250",92%,90%,62%
105800,Kamo East,Northland,5-11,431,163,54,NA,NA,38%,13%,NA
105900,Granfield Reserve,Northland,12+,"2,897","2,688","2,651","2,469","1,918",93%,92%,78%
105900,Granfield Reserve,Northland,5-11,287,152,55,NA,NA,53%,19%,NA
106000,Kamo Central,Northland,12+,"1,409","1,322","1,300","1,196",804,94%,92%,67%
106000,Kamo Central,Northland,5-11,215,110,31,NA,NA,51%,14%,NA
106100,Whau Valley,Northland,12+,"2,539","2,261","2,232","2,099","1,520",89%,88%,72%
106100,Whau Valley,Northland,5-11,261,111,43,NA,NA,43%,16%,NA
106200,Tikipunga North,Northland,12+,"2,893","2,705","2,656","2,451","1,704",94%,92%,70%
106200,Tikipunga North,Northland,5-11,428,143,38,NA,NA,33%,9%,NA
106300,Pukenui,Northland,12+,"2,009","1,891","1,880","1,728","1,307",94%,94%,76%
106300,Pukenui,Northland,5-11,253,156,71,NA,NA,62%,28%,NA
106400,Otangarei,Northland,12+,"1,767","1,452","1,355","1,199",592,82%,77%,49%
106400,Otangarei,Northland,5-11,297,49,Masked,NA,NA,16%,<5%,NA
106500,Tikipunga South,Northland,12+,"3,215","2,972","2,905","2,688","1,800",92%,90%,67%
106500,Tikipunga South,Northland,5-11,436,165,44,NA,NA,38%,10%,NA
106600,Kensington (Whangarei District),Northland,12+,"2,947","2,775","2,728","2,596","1,865",94%,93%,72%
106600,Kensington (Whangarei District),Northland,5-11,257,95,34,NA,NA,37%,13%,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,178","1,098","1,086","1,012",715,93%,92%,71%
106700,Abbey Caves-Glenbervie,Northland,5-11,133,50,24,NA,NA,38%,18%,NA
106800,Mairtown,Northland,12+,"2,224","2,045","2,024","1,919","1,428",92%,91%,74%
106800,Mairtown,Northland,5-11,216,97,33,NA,NA,45%,15%,NA
106900,Maunu-Horahora,Northland,12+,"2,940","2,719","2,689","2,505","1,895",92%,91%,76%
106900,Maunu-Horahora,Northland,5-11,348,159,64,NA,NA,46%,18%,NA
107000,Woodhill-Vinetown,Northland,12+,"2,500","2,284","2,241","2,112","1,429",91%,90%,68%
107000,Woodhill-Vinetown,Northland,5-11,245,103,32,NA,NA,42%,13%,NA
107100,Whangarei Central,Northland,12+,973,907,892,851,578,93%,92%,68%
107100,Whangarei Central,Northland,5-11,50,18,Masked,NA,NA,36%,8%,NA
107200,Riverside,Northland,12+,"1,914","1,703","1,681","1,588","1,099",89%,88%,69%
107200,Riverside,Northland,5-11,168,78,28,NA,NA,46%,17%,NA
107300,Raumanga,Northland,12+,"2,710","2,408","2,305","2,047","1,118",89%,85%,55%
107300,Raumanga,Northland,5-11,468,112,29,NA,NA,24%,6%,NA
107400,Tarewa,Northland,12+,"1,508","1,322","1,281","1,139",646,88%,85%,57%
107400,Tarewa,Northland,5-11,314,85,29,NA,NA,27%,9%,NA
107500,Morningside (Whangarei District),Northland,12+,"1,908","1,757","1,713","1,592",972,92%,90%,61%
107500,Morningside (Whangarei District),Northland,5-11,219,82,29,NA,NA,37%,13%,NA
107600,Ngunguru,Northland,12+,"1,056",951,941,878,663,90%,89%,76%
107600,Ngunguru,Northland,5-11,120,60,27,NA,NA,50%,22%,NA
107700,Otaika-Portland,Northland,12+,"1,174","1,027","1,002",928,624,87%,85%,67%
107700,Otaika-Portland,Northland,5-11,141,63,21,NA,NA,45%,15%,NA
107800,Oakleigh-Mangapai,Northland,12+,"1,987","1,764","1,743","1,614","1,102",89%,88%,68%
107800,Oakleigh-Mangapai,Northland,5-11,221,91,43,NA,NA,41%,19%,NA
107900,Port-Limeburners,Northland,12+,174,160,155,147,91,92%,89%,62%
108000,Pataua,Northland,12+,"1,488","1,288","1,269","1,178",774,87%,85%,66%
108000,Pataua,Northland,5-11,195,72,26,NA,NA,37%,13%,NA
108100,Onerahi Park,Northland,12+,"1,401","1,315","1,298","1,228",915,94%,93%,75%
108100,Onerahi Park,Northland,5-11,183,92,42,NA,NA,50%,23%,NA
108200,Sherwood Rise,Northland,12+,"2,012","1,847","1,806","1,682","1,111",92%,90%,66%
108200,Sherwood Rise,Northland,5-11,277,93,27,NA,NA,34%,10%,NA
108300,Onerahi,Northland,12+,"2,070","1,819","1,780","1,650","1,120",88%,86%,68%
108300,Onerahi,Northland,5-11,241,73,23,NA,NA,30%,10%,NA
108500,Parua Bay,Northland,12+,"2,247","2,090","2,072","1,929","1,513",93%,92%,78%
108500,Parua Bay,Northland,5-11,260,135,56,NA,NA,52%,22%,NA
108600,Bream Bay,Northland,12+,"1,902","1,709","1,674","1,546","1,045",90%,88%,68%
108600,Bream Bay,Northland,5-11,232,90,33,NA,NA,39%,14%,NA
108700,Marsden Bay,Northland,12+,"2,382",Masked,"2,262","2,133","1,664",>95%,95%,78%
108700,Marsden Bay,Northland,5-11,245,102,51,NA,NA,42%,21%,NA
108800,Ruakaka,Northland,12+,"2,368","2,219","2,183","2,053","1,411",94%,92%,69%
108800,Ruakaka,Northland,5-11,242,75,19,NA,NA,31%,8%,NA
108900,Bream Head,Northland,12+,"1,211","1,123","1,112","1,069",822,93%,92%,77%
108900,Bream Head,Northland,5-11,120,69,30,NA,NA,57%,25%,NA
109000,Waipu,Northland,12+,"2,829","2,481","2,456","2,349","1,761",88%,87%,75%
109000,Waipu,Northland,5-11,225,72,38,NA,NA,32%,17%,NA
109100,Kaipara Coastal,Northland,12+,"3,258","2,668","2,597","2,427","1,477",82%,80%,61%
109100,Kaipara Coastal,Northland,5-11,328,102,42,NA,NA,31%,13%,NA
109200,Maungaru,Northland,12+,"1,569","1,320","1,297","1,217",732,84%,83%,60%
109200,Maungaru,Northland,5-11,165,61,17,NA,NA,37%,10%,NA
109300,Dargaville,Northland,12+,"4,336","3,711","3,602","3,378","2,166",86%,83%,64%
109300,Dargaville,Northland,5-11,444,126,48,NA,NA,28%,11%,NA
109400,Ruawai-Matakohe,Northland,12+,"2,142","1,854","1,816","1,702","1,146",87%,85%,67%
109400,Ruawai-Matakohe,Northland,5-11,261,75,25,NA,NA,29%,10%,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,566","1,284","1,251","1,176",819,82%,80%,70%
109500,Otamatea (Kaipara District),Northland,5-11,164,56,15,NA,NA,34%,9%,NA
109600,Maungaturoto,Northland,12+,"1,053",951,922,848,573,90%,88%,68%
109600,Maungaturoto,Northland,5-11,143,53,17,NA,NA,37%,12%,NA
109700,Kaiwaka,Northland,12+,"1,995","1,633","1,589","1,470",938,82%,80%,64%
109700,Kaiwaka,Northland,5-11,228,74,25,NA,NA,32%,11%,NA
109800,Mangawhai Rural,Northland,12+,"2,260","1,862","1,828","1,760","1,172",82%,81%,67%
109800,Mangawhai Rural,Northland,5-11,242,88,38,NA,NA,36%,16%,NA
109900,Mangawhai Heads,Northland,12+,"2,141","1,930","1,896","1,821","1,315",90%,89%,72%
109900,Mangawhai Heads,Northland,5-11,193,63,25,NA,NA,33%,13%,NA
110100,Mangawhai,Northland,12+,960,879,868,826,607,92%,90%,73%
110100,Mangawhai,Northland,5-11,110,38,21,NA,NA,35%,19%,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,303","1,128","1,109","1,034",628,87%,85%,61%
110200,Okahukura Peninsula,Waitemata,5-11,142,45,15,NA,NA,32%,11%,NA
110400,Cape Rodney,Waitemata,12+,"3,192","2,797","2,747","2,598","1,752",88%,86%,67%
110400,Cape Rodney,Waitemata,5-11,321,141,62,NA,NA,44%,19%,NA
110500,Wellsford,Waitemata,12+,"1,653","1,451","1,418","1,313",797,88%,86%,61%
110500,Wellsford,Waitemata,5-11,208,61,30,NA,NA,29%,14%,NA
110700,South Head,Waitemata,12+,"2,256","2,026","1,991","1,860","1,236",90%,88%,66%
110700,South Head,Waitemata,5-11,255,106,48,NA,NA,42%,19%,NA
110800,Kaipara Hills,Waitemata,12+,"1,757","1,527","1,501","1,381",817,87%,85%,59%
110800,Kaipara Hills,Waitemata,5-11,226,92,37,NA,NA,41%,16%,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,414","1,276","1,256","1,169",857,90%,89%,73%
110900,Dome Valley-Matakana,Waitemata,5-11,171,106,53,NA,NA,62%,31%,NA
111100,Warkworth West,Waitemata,12+,"2,326","2,183","2,162","2,029","1,518",94%,93%,75%
111100,Warkworth West,Waitemata,5-11,220,94,38,NA,NA,43%,17%,NA
111200,Puhoi Valley,Waitemata,12+,"3,341","3,019","2,976","2,781","1,857",90%,89%,67%
111200,Puhoi Valley,Waitemata,5-11,322,139,60,NA,NA,43%,19%,NA
111300,Warkworth East,Waitemata,12+,"3,130","2,948","2,926","2,769","1,998",94%,93%,72%
111300,Warkworth East,Waitemata,5-11,348,170,76,NA,NA,49%,22%,NA
111400,Sandspit,Waitemata,12+,927,847,833,797,605,91%,90%,76%
111400,Sandspit,Waitemata,5-11,73,28,18,NA,NA,38%,25%,NA
111500,Tawharanui Peninsula,Waitemata,12+,"1,922",Masked,Masked,"1,748","1,340",>95%,>95%,77%
111500,Tawharanui Peninsula,Waitemata,5-11,162,102,45,NA,NA,63%,28%,NA
111600,Te Kuru,Waitemata,12+,"2,125","1,986","1,959","1,833","1,181",93%,92%,64%
111600,Te Kuru,Waitemata,5-11,277,134,36,NA,NA,48%,13%,NA
111700,Snells Beach,Waitemata,12+,"3,164","2,918","2,895","2,717","1,993",92%,91%,73%
111700,Snells Beach,Waitemata,5-11,329,163,71,NA,NA,50%,22%,NA
111800,Barrier Islands,Auckland,12+,945,792,775,745,552,84%,82%,74%
111800,Barrier Islands,Auckland,5-11,83,24,10,NA,NA,29%,12%,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,142",996,982,935,733,87%,86%,78%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,80,35,9,NA,NA,44%,11%,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,587","1,431","1,416","1,328",910,90%,89%,69%
112100,Wainui-Waiwera,Waitemata,5-11,156,59,21,NA,NA,38%,13%,NA
112200,Parakai,Waitemata,12+,891,797,784,705,462,89%,88%,66%
112200,Parakai,Waitemata,5-11,125,61,32,NA,NA,49%,26%,NA
112300,Helensville Rural,Waitemata,12+,"1,421","1,305","1,291","1,213",826,92%,91%,68%
112300,Helensville Rural,Waitemata,5-11,145,62,30,NA,NA,43%,21%,NA
112400,Helensville,Waitemata,12+,"2,392","2,216","2,175","2,025","1,371",93%,91%,68%
112400,Helensville,Waitemata,5-11,325,166,84,NA,NA,51%,26%,NA
112500,Waitoki,Waitemata,12+,"1,425","1,318","1,304","1,219",794,92%,92%,65%
112500,Waitoki,Waitemata,5-11,175,78,30,NA,NA,45%,17%,NA
112600,Waikoukou Valley,Waitemata,12+,"1,464","1,365","1,349","1,230",799,93%,92%,65%
112600,Waikoukou Valley,Waitemata,5-11,168,63,33,NA,NA,38%,20%,NA
112700,Orewa North,Waitemata,12+,"4,406","4,178","4,153","3,946","3,123",95%,94%,79%
112700,Orewa North,Waitemata,5-11,403,227,139,NA,NA,56%,34%,NA
112800,Hatfields Beach,Waitemata,12+,"1,321","1,235","1,226","1,161",806,93%,93%,69%
112800,Hatfields Beach,Waitemata,5-11,138,79,41,NA,NA,57%,30%,NA
112900,Orewa South,Waitemata,12+,"3,589","3,408","3,391","3,258","2,602",95%,94%,80%
112900,Orewa South,Waitemata,5-11,256,161,86,NA,NA,63%,34%,NA
113000,Orewa Central,Waitemata,12+,"2,985","2,792","2,771","2,671","2,122",94%,93%,79%
113000,Orewa Central,Waitemata,5-11,177,98,53,NA,NA,55%,30%,NA
113100,Millwater North,Waitemata,12+,"3,028",Masked,"2,872","2,668","1,972",>95%,95%,74%
113100,Millwater North,Waitemata,5-11,573,367,185,NA,NA,64%,32%,NA
113200,Waipatukahu,Waitemata,12+,"1,189","1,091","1,080","1,001",668,92%,91%,67%
113200,Waipatukahu,Waitemata,5-11,134,79,27,NA,NA,59%,20%,NA
113300,Millwater South,Waitemata,12+,"3,095",Masked,Masked,"2,779","1,890",>95%,>95%,68%
113300,Millwater South,Waitemata,5-11,631,411,216,NA,NA,65%,34%,NA
113400,Dairy Flat North,Waitemata,12+,"2,271",Masked,"2,143","2,025","1,261",>95%,94%,62%
113400,Dairy Flat North,Waitemata,5-11,257,141,72,NA,NA,55%,28%,NA
113500,Dairy Flat West,Waitemata,12+,"1,296","1,202","1,195","1,112",725,93%,92%,65%
113500,Dairy Flat West,Waitemata,5-11,126,59,25,NA,NA,47%,20%,NA
113600,Kingsway,Waitemata,12+,"2,018","1,915","1,891","1,727","1,189",95%,94%,69%
113600,Kingsway,Waitemata,5-11,284,160,73,NA,NA,56%,26%,NA
113800,Silverdale Central (Auckland),Waitemata,12+,491,Masked,Masked,453,294,>95%,>95%,65%
113800,Silverdale Central (Auckland),Waitemata,5-11,50,31,11,NA,NA,62%,22%,NA
113900,Red Beach West,Waitemata,12+,"2,584","2,337","2,315","2,195","1,733",90%,90%,79%
113900,Red Beach West,Waitemata,5-11,214,110,56,NA,NA,51%,26%,NA
114000,Red Beach East,Waitemata,12+,"3,493",Masked,"3,317","3,124","2,265",>95%,95%,73%
114000,Red Beach East,Waitemata,5-11,363,187,82,NA,NA,52%,23%,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,717","1,583","1,564","1,467",951,92%,91%,65%
114100,Silverdale South (Auckland),Waitemata,5-11,187,99,24,NA,NA,53%,13%,NA
114200,Waimauku,Waitemata,12+,"1,164",Masked,"1,101","1,022",721,>95%,95%,71%
114200,Waimauku,Waitemata,5-11,134,82,35,NA,NA,61%,26%,NA
114400,Vipond,Waitemata,12+,"2,484","2,350","2,339","2,214","1,558",95%,94%,70%
114400,Vipond,Waitemata,5-11,305,160,89,NA,NA,52%,29%,NA
114500,Muriwai,Waitemata,12+,944,872,857,804,585,92%,91%,73%
114500,Muriwai,Waitemata,5-11,124,81,22,NA,NA,65%,18%,NA
114600,Stanmore Bay West,Waitemata,12+,"2,216","2,086","2,060","1,913","1,272",94%,93%,66%
114600,Stanmore Bay West,Waitemata,5-11,331,172,94,NA,NA,52%,28%,NA
114700,Kumeu Rural West,Waitemata,12+,"1,497","1,418","1,396","1,323",900,95%,93%,68%
114700,Kumeu Rural West,Waitemata,5-11,117,54,26,NA,NA,46%,22%,NA
114800,Okura Bush,Waitemata,12+,"1,231","1,135","1,117","1,056",726,92%,91%,69%
114800,Okura Bush,Waitemata,5-11,141,87,46,NA,NA,62%,33%,NA
114900,Whangaparoa Central,Waitemata,12+,"3,736","3,535","3,505","3,255","2,285",95%,94%,70%
114900,Whangaparoa Central,Waitemata,5-11,414,233,113,NA,NA,56%,27%,NA
115000,Kumeu-Huapai,Waitemata,12+,"4,045",Masked,Masked,"3,709","2,682",>95%,>95%,72%
115000,Kumeu-Huapai,Waitemata,5-11,547,450,232,NA,NA,82%,42%,NA
115100,Stanmore Bay East,Waitemata,12+,"2,353","2,173","2,140","1,987","1,365",92%,91%,69%
115100,Stanmore Bay East,Waitemata,5-11,270,136,60,NA,NA,50%,22%,NA
115200,Manly West,Waitemata,12+,"2,061","1,933","1,916","1,809","1,271",94%,93%,70%
115200,Manly West,Waitemata,5-11,236,125,72,NA,NA,53%,31%,NA
115300,Muriwai Valley-Bethells Beach,Waitemata,12+,933,844,833,783,542,90%,89%,69%
115300,Muriwai Valley-Bethells Beach,Waitemata,5-11,121,75,34,NA,NA,62%,28%,NA
115400,Tindalls-Matakatia,Waitemata,12+,"1,780","1,657","1,647","1,554","1,122",93%,93%,72%
115400,Tindalls-Matakatia,Waitemata,5-11,152,88,50,NA,NA,58%,33%,NA
115500,Coatesville,Waitemata,12+,"2,037","1,911","1,894","1,770","1,270",94%,93%,72%
115500,Coatesville,Waitemata,5-11,225,113,56,NA,NA,50%,25%,NA
115600,Dairy Flat South,Waitemata,12+,"1,485","1,397","1,381","1,291",903,94%,93%,70%
115600,Dairy Flat South,Waitemata,5-11,133,63,38,NA,NA,47%,29%,NA
115700,Gulf Harbour North,Waitemata,12+,"2,484",Masked,Masked,"2,219","1,578",>95%,>95%,71%
115700,Gulf Harbour North,Waitemata,5-11,322,197,102,NA,NA,61%,32%,NA
115800,Manly East,Waitemata,12+,"3,145","2,882","2,860","2,714","1,995",92%,91%,74%
115800,Manly East,Waitemata,5-11,331,201,104,NA,NA,61%,31%,NA
115900,Riverhead,Waitemata,12+,"2,577",Masked,Masked,"2,307","1,707",>95%,>95%,74%
115900,Riverhead,Waitemata,5-11,420,329,201,NA,NA,78%,48%,NA
116000,Army Bay,Waitemata,12+,"1,332",Masked,"1,253","1,166",888,>95%,94%,76%
116000,Army Bay,Waitemata,5-11,170,102,48,NA,NA,60%,28%,NA
116100,Kumeu Rural East,Waitemata,12+,"2,293","2,089","2,075","1,973","1,337",91%,90%,68%
116100,Kumeu Rural East,Waitemata,5-11,216,121,55,NA,NA,56%,25%,NA
116200,Gulf Harbour South,Waitemata,12+,"2,561","2,402","2,391","2,258","1,683",94%,93%,75%
116200,Gulf Harbour South,Waitemata,5-11,266,168,99,NA,NA,63%,37%,NA
116300,Paremoremo West,Waitemata,12+,821,772,763,716,497,94%,93%,69%
116300,Paremoremo West,Waitemata,5-11,92,43,30,NA,NA,47%,33%,NA
116400,Taupaki,Waitemata,12+,"1,562","1,410","1,395","1,318",903,90%,89%,69%
116400,Taupaki,Waitemata,5-11,139,69,24,NA,NA,50%,17%,NA
116500,Long Bay,Waitemata,12+,"2,088",Masked,Masked,"1,945","1,371",>95%,>95%,70%
116500,Long Bay,Waitemata,5-11,310,221,115,NA,NA,71%,37%,NA
116600,Paremoremo East,Waitemata,12+,"1,779","1,685","1,659","1,542","1,047",95%,93%,68%
116600,Paremoremo East,Waitemata,5-11,201,96,54,NA,NA,48%,27%,NA
116700,Albany Heights,Waitemata,12+,"3,075",Masked,Masked,"2,934","2,021",>95%,>95%,69%
116700,Albany Heights,Waitemata,5-11,379,260,145,NA,NA,69%,38%,NA
116800,Awaruku,Waitemata,12+,"3,766",Masked,Masked,"3,369","2,429",>95%,>95%,72%
116800,Awaruku,Waitemata,5-11,445,288,166,NA,NA,65%,37%,NA
116900,Fairview Heights,Waitemata,12+,"3,311",Masked,Masked,"3,120","2,112",>95%,>95%,68%
