"tla_code","tla_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","masked","masked","67199",">950",">950"
"1","Far North District","Northland","49084","45722","58516","839","781"
"2","Whangarei District","Northland","72104","68393","80819","892","846"
"3","Kaipara District","Northland","17637","16683","21113","835","790"
"11","Thames-Coromandel District","Waikato","24186","23177","27329","885","848"
"12","Hauraki District","Counties Manukau","716","688","793","903","868"
"12","Hauraki District","Waikato","14730","13955","17074","863","817"
"13","Waikato District","Counties Manukau","16547","16060","17596","940","913"
"13","Waikato District","Waikato","43771","41891","48062","911","872"
"15","Matamata-Piako District","Waikato","27332","26127","29875","915","875"
"16","Hamilton City","Waikato","masked","128577","139853",">950","919"
"17","Waipa District","Waikato","44725","43411","47882","934","907"
"18","Otorohanga District","Waikato","7159","6737","8061","888","836"
"19","South Waikato District","Waikato","17657","16465","19991","883","824"
"20","Waitomo District","Waikato","6989","6519","7905","884","825"
"21","Taupo District","Lakes","29898","28309","32986","906","858"
"22","Western Bay of Plenty District","Bay of Plenty","43072","40946","47010","916","871"
"23","Tauranga City","Bay of Plenty","116900","111381","124947","936","891"
"24","Rotorua District","Lakes","54242","50904","59419","913","857"
"25","Whakatane District","Bay of Plenty","26495","24463","30765","861","795"
"26","Kawerau District","Bay of Plenty","5310","4795","6253","849","767"
"27","Opotiki District","Bay of Plenty","6482","5867","7513","863","781"
"28","Gisborne District","Tairawhiti","37350","34762","41250","905","843"
"29","Wairoa District","Hawke's Bay","5733","5294","6589","870","803"
"30","Hastings District","Hawke's Bay","66895","63062","70794","945","891"
"31","Napier City","Hawke's Bay","51311","48786","55053","932","886"
"32","Central Hawke's Bay District","Hawke's Bay","11314","10779","12250","924","880"
"33","New Plymouth District","Taranaki","64370","61296","69961","920","876"
"34","Stratford District","Taranaki","6914","6543","7809","885","838"
"35","South Taranaki District","Taranaki","19669","18621","21882","899","851"
"36","Ruapehu District","Waikato","5676","5190","6681","850","777"
"36","Ruapehu District","Whanganui","2958","2749","3402","869","808"
"37","Whanganui District","Whanganui","36446","34414","40644","897","847"
"38","Rangitikei District","Whanganui","11598","11025","12821","905","860"
"39","Manawatu District","MidCentral","24672","23622","26377","935","896"
"40","Palmerston North City","MidCentral","masked","66012","71108",">950","928"
"41","Tararua District","MidCentral","13759","12947","15233","903","850"
"42","Horowhenua District","MidCentral","27071","25523","29714","911","859"
"43","Kapiti Coast District","Capital and Coast","37676","36497","40043","941","911"
"43","Kapiti Coast District","MidCentral","7286","6917","8059","904","858"
"44","Porirua City","Capital and Coast","45731","43595","48262","948","903"
"45","Upper Hutt City","Hutt Valley","masked","34760","37618",">950","924"
"46","Lower Hutt City","Hutt Valley","masked","83307","90669",">950","919"
"47","Wellington City","Capital and Coast","masked","masked","178567",">950",">950"
"48","Masterton District","Wairarapa","21607","20533","23155","933","887"
"49","Carterton District","Wairarapa","7909","7605","8508","930","894"
"50","South Wairarapa District","Wairarapa","9311","8973","9891","941","907"
"51","Tasman District","Nelson Marlborough","42773","40605","47270","905","859"
"52","Nelson City","Nelson Marlborough","42786","40802","45463","941","897"
"53","Marlborough District","Nelson Marlborough","masked","38578","41764",">950","924"
"54","Kaikoura District","Canterbury","3102","2996","3467","895","864"
"55","Buller District","West Coast","7604","7207","8634","881","835"
"56","Grey District","West Coast","10538","9876","11618","907","850"
"57","Westland District","West Coast","6630","6287","7172","924","877"
"58","Hurunui District","Canterbury","10171","9776","11204","908","873"
"59","Waimakariri District","Canterbury","50681","48719","54780","925","889"
"60","Christchurch City","Canterbury","masked","307155","327443",">950","938"
"62","Selwyn District","Canterbury","masked","masked","57387",">950",">950"
"63","Ashburton District","Canterbury","masked","25803","28049",">950","920"
"64","Timaru District","South Canterbury","38676","37184","41407","934","898"
"65","Mackenzie District","South Canterbury","3825","3694","4125","927","896"
"66","Waimate District","South Canterbury","6407","6150","7024","912","876"
"67","Chatham Islands Territory","Canterbury","masked","masked","238",">950",">950"
"68","Waitaki District","Southern","18043","17287","19584","921","883"
"69","Central Otago District","Southern","masked","18651","20000",">950","933"
"70","Queenstown-Lakes District","Southern","masked","masked","37418",">950",">950"
"71","Dunedin City","Southern","masked","105331","111384",">950","946"
"72","Clutha District","Southern","13938","13309","15118","922","880"
"73","Southland District","Southern","23015","21840","25106","917","870"
"74","Gore District","Southern","9886","9443","10799","915","874"
"75","Invercargill City","Southern","43434","41419","46218","940","896"
"76","Auckland","Area outside District Health Board","20 or less","20 or less","masked","500","500"
"76","Auckland","Auckland","masked","masked","413886",">950",">950"
"76","Auckland","Counties Manukau","431647","416659","456533","945","913"
"76","Auckland","Waitemata","masked","482801","518660",">950","931"
"999","Area Outside Territorial Authority","Area outside District Health Board","20 or less","20 or less","masked",">950",">950"
