sa2_code,sa2_name,dhb,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
135200,Mount Albert South,Auckland,Pacific Peoples,masked,masked,masked,400,100
135300,Symonds Street West,Auckland,Pacific Peoples,masked,masked,masked,429,<50
135400,West Lynn,Waitemata,Pacific Peoples,masked,masked,masked,514,<50
135500,?wairaka West,Auckland,Pacific Peoples,masked,masked,masked,357,<50
135600,New Lynn Central South,Waitemata,Pacific Peoples,masked,masked,masked,574,<50
135700,The Strand,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
135800,St Lukes,Auckland,Pacific Peoples,masked,masked,masked,412,59
135900,Symonds Street East,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
136000,Eden Terrace,Auckland,Pacific Peoples,masked,masked,masked,571,<50
136100,Grafton,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
136200,Eden Park,Auckland,Pacific Peoples,masked,masked,masked,538,<50
136300,Sandringham North,Auckland,Pacific Peoples,masked,masked,masked,455,<50
136400,Parnell West,Auckland,Pacific Peoples,masked,masked,masked,273,<50
136500,New Lynn South,Waitemata,Pacific Peoples,masked,masked,masked,356,<50
136600,New Windsor North,Auckland,Pacific Peoples,masked,masked,masked,385,<50
136700,Titirangi South,Waitemata,Pacific Peoples,masked,masked,masked,786,<50
136800,?wairaka East,Auckland,Pacific Peoples,masked,masked,masked,462,<50
136900,Eden Valley,Auckland,Pacific Peoples,masked,masked,masked,400,<50
137000,Sandringham Central,Auckland,Pacific Peoples,masked,masked,masked,486,<50
137100,Glenavon,Auckland,Pacific Peoples,masked,masked,masked,177,<50
137200,Blockhouse Bay North,Auckland,Pacific Peoples,masked,masked,masked,406,<50
137300,Green Bay North,Waitemata,Pacific Peoples,masked,masked,masked,348,<50
137400,Parnell East,Auckland,Pacific Peoples,masked,masked,masked,>950,200
137500,Laingholm,Waitemata,Pacific Peoples,masked,masked,masked,222,<50
137600,Sandringham West,Auckland,Pacific Peoples,masked,masked,masked,435,<50
137700,Mount Eden North East,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
137800,Mount Eden North,Auckland,Pacific Peoples,masked,masked,masked,167,<50
137900,Wesley West,Auckland,Pacific Peoples,masked,masked,masked,367,<50
138000,Green Bay South,Waitemata,Pacific Peoples,masked,masked,masked,389,<50
138100,Balmoral,Auckland,Pacific Peoples,masked,masked,masked,864,<50
138200,Sandringham East,Auckland,Pacific Peoples,masked,masked,masked,486,<50
138300,New Windsor South,Auckland,Pacific Peoples,masked,masked,masked,235,<50
138400,Mount Eden West,Auckland,Pacific Peoples,masked,masked,masked,600,<50
138500,Newmarket,Auckland,Pacific Peoples,masked,masked,masked,500,<50
138600,Blockhouse Bay North East,Auckland,Pacific Peoples,masked,masked,masked,436,<50
138700,Epsom North,Auckland,Pacific Peoples,masked,masked,masked,538,<50
138800,Wesley South,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
138900,Blockhouse Bay South,Auckland,Pacific Peoples,masked,masked,masked,500,<50
139000,Mount Eden East,Auckland,Pacific Peoples,masked,masked,masked,200,<50
139100,Wesley East,Auckland,Pacific Peoples,masked,masked,masked,327,<50
139200,Orakei West,Auckland,Pacific Peoples,masked,masked,masked,750,<50
139300,Maungawhau,Auckland,Pacific Peoples,masked,masked,masked,750,<50
139400,Remuera West,Auckland,Pacific Peoples,masked,masked,masked,500,<50
139500,Blockhouse Bay East,Auckland,Pacific Peoples,masked,masked,masked,360,<50
139600,Lynfield North,Auckland,Pacific Peoples,masked,masked,masked,375,<50
139700,Mount Roskill North,Auckland,Pacific Peoples,masked,masked,masked,366,<50
139800,Mount Roskill White Swan,Auckland,Pacific Peoples,masked,masked,masked,333,<50
139900,Mount Eden South,Auckland,Pacific Peoples,masked,masked,masked,300,<50
140000,Remuera Waitaramoa,Auckland,Pacific Peoples,masked,masked,masked,375,<50
140100,Orakei East,Auckland,Pacific Peoples,masked,masked,masked,600,<50
140200,Epsom Central-North,Auckland,Pacific Peoples,masked,masked,masked,500,<50
140300,Mount St John,Auckland,Pacific Peoples,masked,masked,masked,714,<50
140400,Mount Roskill Central North,Auckland,Pacific Peoples,masked,masked,masked,349,<50
140500,Remuera North,Auckland,Pacific Peoples,masked,masked,masked,>950,<50
140600,Three Kings West,Auckland,Pacific Peoples,masked,masked,masked,289,<50
140700,Mount Roskill Central South,Auckland,Pacific Peoples,masked,masked,masked,326,<50
140800,Epsom Central-South,Auckland,Pacific Peoples,masked,masked,masked,500,<50
140900,Lynfield South,Auckland,Pacific Peoples,masked,masked,masked,324,<50
141000,Remuera South,Auckland,Pacific Peoples,masked,masked,masked,364,<50
141100,Mission Bay,Auckland,Pacific Peoples,masked,masked,masked,600,<50
141200,Three Kings East,Auckland,Pacific Peoples,masked,masked,masked,200,<50
141300,Mount Roskill South,Auckland,Pacific Peoples,masked,masked,masked,615,<50
141500,Epsom East,Auckland,Pacific Peoples,masked,masked,masked,571,<50
141600,Remuera Waiata,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
141700,Epsom South,Auckland,Pacific Peoples,masked,masked,masked,500,<50
141800,Kohimarama,Auckland,Pacific Peoples,masked,masked,masked,833,<50
141900,Meadowbank West,Auckland,Pacific Peoples,masked,masked,masked,412,<50
142000,Hillsborough North (Auckland),Auckland,Pacific Peoples,masked,masked,masked,392,<50
142100,Hillsborough West (Auckland),Auckland,Pacific Peoples,masked,masked,masked,575,<50
142200,Greenlane North,Auckland,Pacific Peoples,masked,masked,masked,333,<50
142300,Waikowhai North,Auckland,Pacific Peoples,masked,masked,masked,393,<50
142400,Remuera East,Auckland,Pacific Peoples,masked,masked,masked,833,<50
142500,Waikowhai South,Auckland,Pacific Peoples,masked,masked,masked,462,<50
142600,Royal Oak West (Auckland),Auckland,Pacific Peoples,masked,masked,masked,500,<50
142700,Saint Heliers West,Auckland,Pacific Peoples,masked,masked,masked,455,<50
142800,One Tree Hill,Auckland,Pacific Peoples,masked,masked,masked,400,<50
142900,Hillsborough East (Auckland),Auckland,Pacific Peoples,masked,masked,masked,229,<50
143000,Saint Heliers North,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
143100,Remuera Abbotts Park,Auckland,Pacific Peoples,masked,masked,masked,667,<50
143200,Meadowbank East,Auckland,Pacific Peoples,masked,masked,masked,600,<50
143300,Ellerslie Central,Auckland,Pacific Peoples,masked,masked,masked,696,<50
143400,Royal Oak East (Auckland),Auckland,Pacific Peoples,masked,masked,masked,435,<50
143500,Saint Heliers South,Auckland,Pacific Peoples,masked,masked,masked,>950,<50
143600,Hillsborough South (Auckland),Auckland,Pacific Peoples,masked,masked,masked,652,<50
143700,Saint Johns West,Auckland,Pacific Peoples,masked,masked,masked,333,<50
143800,Greenlane South,Auckland,Pacific Peoples,masked,masked,masked,420,<50
143900,Remuera Waiatarua,Auckland,Pacific Peoples,masked,masked,masked,>950,<50
144000,Glendowie North,Auckland,Pacific Peoples,masked,masked,masked,615,<50
144100,Onehunga West,Auckland,Pacific Peoples,masked,masked,masked,509,<50
144200,Ellerslie West,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
144300,Onehunga North,Auckland,Pacific Peoples,masked,masked,masked,329,<50
144400,Ellerslie East,Auckland,Pacific Peoples,masked,masked,masked,407,<50
144500,Saint Johns East,Auckland,Pacific Peoples,masked,masked,masked,560,<50
144600,Oneroa West,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
144700,Glen Innes West,Auckland,Pacific Peoples,masked,masked,masked,295,<50
144800,Ellerslie South,Auckland,Pacific Peoples,masked,masked,masked,611,56
144900,Stonefields West,Auckland,Pacific Peoples,masked,masked,masked,>950,<50
145000,Onehunga Central,Auckland,Pacific Peoples,masked,masked,masked,434,<50
145100,Glendowie South,Auckland,Pacific Peoples,masked,masked,masked,531,<50
145200,Oranga,Auckland,Pacific Peoples,masked,masked,masked,333,<50
145300,Mount Wellington North West,Auckland,Pacific Peoples,masked,masked,masked,400,<50
145400,Panmure Glen Innes Industrial,Auckland,Pacific Peoples,masked,masked,masked,500,<50
145500,Onehunga-Te Papapa Industrial,Auckland,Pacific Peoples,masked,masked,masked,636,<50
145600,Te Papapa,Auckland,Pacific Peoples,masked,masked,masked,476,<50
145700,Stonefields East,Auckland,Pacific Peoples,masked,masked,masked,>950,<50
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Pacific Peoples,masked,masked,masked,422,<50
145900,Penrose,Auckland,Pacific Peoples,masked,masked,masked,286,<50
146000,Mount Wellington North East,Auckland,Pacific Peoples,masked,masked,masked,542,<50
146100,M?ngere Bridge Ambury,Counties Manukau,Pacific Peoples,masked,masked,masked,456,<50
146200,Mount Wellington Ferndale,Auckland,Pacific Peoples,masked,masked,masked,365,<50
146300,Point England,Auckland,Pacific Peoples,masked,masked,masked,335,<50
146400,Bucklands Beach North,Counties Manukau,Pacific Peoples,masked,masked,masked,<50,<50
146500,Mount Wellington East,Auckland,Pacific Peoples,masked,masked,masked,269,<50
146600,Mount Wellington West,Auckland,Pacific Peoples,masked,masked,masked,468,<50
146700,Panmure West,Auckland,Pacific Peoples,masked,masked,masked,250,<50
146800,M?ngere Bridge,Counties Manukau,Pacific Peoples,masked,masked,masked,495,<50
146900,Oneroa East-Palm Beach,Auckland,Pacific Peoples,masked,masked,masked,500,<50
147000,Tamaki,Auckland,Pacific Peoples,masked,masked,masked,376,<50
147100,Panmure East,Auckland,Pacific Peoples,masked,masked,masked,354,<50
147200,Mount Wellington Central,Auckland,Pacific Peoples,masked,masked,masked,474,<50
147400,Sylvia Park,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
147500,M?ngere Mountain View,Counties Manukau,Pacific Peoples,masked,masked,masked,338,<50
147600,Surfdale,Auckland,Pacific Peoples,masked,masked,masked,>950,<50
147700,Mount Wellington Industrial,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
147800,Half Moon Bay West,Counties Manukau,Pacific Peoples,masked,masked,masked,667,<50
147900,Auckland Airport,Counties Manukau,Pacific Peoples,masked,masked,masked,818,<50
148000,Eastern Beach,Counties Manukau,Pacific Peoples,masked,masked,masked,400,<50
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Pacific Peoples,masked,masked,masked,611,<50
148200,Favona North,Counties Manukau,Pacific Peoples,masked,masked,masked,392,<50
148300,Bucklands Beach Central,Counties Manukau,Pacific Peoples,masked,masked,masked,250,<50
148400,Farm Cove,Counties Manukau,Pacific Peoples,masked,masked,masked,600,<50
148500,M?ngere North,Counties Manukau,Pacific Peoples,masked,masked,masked,396,<50
148600,Favona West,Counties Manukau,Pacific Peoples,masked,masked,masked,414,<50
148700,Ostend,Auckland,Pacific Peoples,masked,masked,masked,125,<50
148800,Half Moon Bay North East,Counties Manukau,Pacific Peoples,masked,masked,masked,333,<50
148900,M?ngere West,Counties Manukau,Pacific Peoples,masked,masked,masked,373,<50
149000,Pakuranga West,Counties Manukau,Pacific Peoples,masked,masked,masked,372,<50
149100,Mount Wellington South West,Auckland,Pacific Peoples,masked,masked,masked,416,<50
149200,Sunnyhills East,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
149300,Half Moon Bay South East,Counties Manukau,Pacific Peoples,masked,masked,masked,314,<50
149400,Favona East,Counties Manukau,Pacific Peoples,masked,masked,masked,325,<50
149500,Mount Wellington South East,Auckland,Pacific Peoples,masked,masked,masked,357,<50
149600,?t?huhu Industrial,Counties Manukau,Pacific Peoples,masked,masked,masked,>950,<50
149700,Bucklands Beach South,Counties Manukau,Pacific Peoples,masked,masked,masked,357,71
149800,Pakuranga Central,Counties Manukau,Pacific Peoples,masked,masked,masked,354,<50
149900,?whitu,Counties Manukau,Pacific Peoples,masked,masked,masked,333,<50
150000,Harania North,Counties Manukau,Pacific Peoples,masked,masked,masked,449,<50
150100,?t?huhu Central,Auckland,Pacific Peoples,masked,masked,masked,556,56
150200,M?ngere Central,Counties Manukau,Pacific Peoples,masked,masked,masked,375,<50
150300,?t?huhu North,Auckland,Pacific Peoples,masked,masked,masked,481,<50
150400,Howick West,Counties Manukau,Pacific Peoples,masked,masked,masked,633,<50
150500,Pakuranga Heights North West,Counties Manukau,Pacific Peoples,masked,masked,masked,382,<50
150600,Mellons Bay,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
150700,Pakuranga Heights East,Counties Manukau,Pacific Peoples,masked,masked,masked,510,<50
150800,Sutton Park,Counties Manukau,Pacific Peoples,masked,masked,masked,441,<50
150900,?t?huhu East,Auckland,Pacific Peoples,masked,masked,masked,293,<50
151000,M?ngere South,Counties Manukau,Pacific Peoples,masked,masked,masked,394,<50
151100,Onetangi,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
151200,Harania South,Counties Manukau,Pacific Peoples,masked,masked,masked,384,<50
151300,Highland Park (Auckland),Counties Manukau,Pacific Peoples,masked,masked,masked,581,<50
151400,?t?huhu South West,Auckland,Pacific Peoples,masked,masked,masked,399,<50
151500,Pakuranga Heights South West,Counties Manukau,Pacific Peoples,masked,masked,masked,418,<50
151600,M?ngere Mascot,Counties Manukau,Pacific Peoples,masked,masked,masked,426,<50
151700,Waiheke East,Auckland,Pacific Peoples,masked,masked,masked,<50,<50
151800,Massey Road West,Counties Manukau,Pacific Peoples,masked,masked,masked,380,<50
151900,?t?huhu South,Auckland,Pacific Peoples,masked,masked,masked,448,<50
152000,Howick Central,Counties Manukau,Pacific Peoples,masked,masked,masked,269,<50
152100,Massey Road North,Counties Manukau,Pacific Peoples,masked,masked,masked,430,<50
152200,Botany Downs West,Counties Manukau,Pacific Peoples,masked,masked,masked,263,<50
152300,East Tamaki,Counties Manukau,Pacific Peoples,masked,masked,masked,<50,<50
152400,Howick East,Counties Manukau,Pacific Peoples,masked,masked,masked,375,<50
152500,Burswood,Counties Manukau,Pacific Peoples,masked,masked,masked,364,<50
152600,Massey Road South,Counties Manukau,Pacific Peoples,masked,masked,masked,456,<50
152700,Middlemore,Counties Manukau,Pacific Peoples,masked,masked,masked,masked,masked
152800,M?ngere South East,Counties Manukau,Pacific Peoples,masked,masked,masked,412,<50
152900,Botany Downs East,Counties Manukau,Pacific Peoples,masked,masked,masked,706,<50
153000,Grange,Counties Manukau,Pacific Peoples,masked,masked,masked,365,<50
153100,Golflands,Counties Manukau,Pacific Peoples,masked,masked,masked,>950,<50
153200,Aorere North,Counties Manukau,Pacific Peoples,masked,masked,masked,302,<50
153300,M?ngere East,Counties Manukau,Pacific Peoples,masked,masked,masked,427,<50
153400,Cockle Bay,Counties Manukau,Pacific Peoples,masked,masked,masked,833,<50
153500,?tara West,Counties Manukau,Pacific Peoples,masked,masked,masked,393,<50
153600,Aorere Central,Counties Manukau,Pacific Peoples,masked,masked,masked,399,<50
153700,Northpark North,Counties Manukau,Pacific Peoples,masked,masked,masked,615,<50
153800,Somerville,Counties Manukau,Pacific Peoples,masked,masked,masked,>950,167
153900,Northpark South,Counties Manukau,Pacific Peoples,masked,masked,masked,545,91
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,masked,masked,masked,455,<50
154100,Dingwall,Counties Manukau,Pacific Peoples,masked,masked,masked,496,<50
154200,Aorere South,Counties Manukau,Pacific Peoples,masked,masked,masked,479,<50
154300,Shelly Park,Counties Manukau,Pacific Peoples,masked,masked,masked,333,<50
154400,?tara Central,Counties Manukau,Pacific Peoples,masked,masked,masked,332,<50
154500,Huntington Park,Counties Manukau,Pacific Peoples,masked,masked,masked,222,<50
154600,Botany Central,Counties Manukau,Pacific Peoples,masked,masked,masked,masked,masked
154700,Botany North,Counties Manukau,Pacific Peoples,masked,masked,masked,<50,<50
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,masked,masked,masked,529,<50
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,masked,masked,masked,537,<50
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,masked,masked,masked,583,<50
155100,?tara East,Counties Manukau,Pacific Peoples,masked,masked,masked,361,<50
155200,Redcastle,Counties Manukau,Pacific Peoples,masked,masked,masked,406,<50
155300,Botany East,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
155400,Botany South,Counties Manukau,Pacific Peoples,masked,masked,masked,222,<50
155500,Manukau Central,Counties Manukau,Pacific Peoples,masked,masked,masked,429,<50
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,masked,masked,masked,410,<50
155700,?tara South,Counties Manukau,Pacific Peoples,masked,masked,masked,412,<50
155800,Ferguson,Counties Manukau,Pacific Peoples,masked,masked,masked,332,<50
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,masked,masked,masked,507,<50
156000,Botany Junction,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
156100,Dannemora North,Counties Manukau,Pacific Peoples,masked,masked,masked,667,<50
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,masked,masked,masked,462,<50
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,masked,masked,masked,>950,<50
156400,Te Puru,Counties Manukau,Pacific Peoples,masked,masked,masked,583,<50
156500,Puhinui North,Counties Manukau,Pacific Peoples,masked,masked,masked,621,<50
156600,Dannemora South,Counties Manukau,Pacific Peoples,masked,masked,masked,471,<50
156700,Puhinui South,Counties Manukau,Pacific Peoples,masked,masked,masked,452,<50
156800,Rongomai West,Counties Manukau,Pacific Peoples,masked,masked,masked,328,<50
156900,Baverstock,Counties Manukau,Pacific Peoples,masked,masked,masked,320,<50
157000,Puhinui East,Counties Manukau,Pacific Peoples,masked,masked,masked,425,<50
157100,Turanga,Counties Manukau,Pacific Peoples,masked,masked,masked,455,<50
157200,Rongomai East,Counties Manukau,Pacific Peoples,masked,masked,masked,318,<50
157300,Ormiston North,Counties Manukau,Pacific Peoples,masked,masked,masked,375,<50
157400,Maraetai,Counties Manukau,Pacific Peoples,masked,masked,masked,<50,<50
157500,Chapel Downs,Counties Manukau,Pacific Peoples,masked,masked,masked,300,<50
157600,Wiri West,Counties Manukau,Pacific Peoples,masked,masked,masked,429,<50
157700,Clover Park North,Counties Manukau,Pacific Peoples,masked,masked,masked,371,<50
157800,Mission Heights North,Counties Manukau,Pacific Peoples,masked,masked,masked,314,<50
157900,Clover Park South,Counties Manukau,Pacific Peoples,masked,masked,masked,438,<50
158000,Donegal Park,Counties Manukau,Pacific Peoples,masked,masked,masked,560,<50
158100,Ormiston South,Counties Manukau,Pacific Peoples,masked,masked,masked,529,<50
158200,Mission Heights South,Counties Manukau,Pacific Peoples,masked,masked,masked,467,<50
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,masked,masked,masked,458,<50
158400,Wiri East,Counties Manukau,Pacific Peoples,masked,masked,masked,325,<50
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,masked,masked,masked,435,<50
158600,Ormiston East,Counties Manukau,Pacific Peoples,masked,masked,masked,462,<50
158700,Clendon Park North,Counties Manukau,Pacific Peoples,masked,masked,masked,421,<50
158800,Burbank,Counties Manukau,Pacific Peoples,masked,masked,masked,374,<50
158900,Tuscany Heights,Counties Manukau,Pacific Peoples,masked,masked,masked,900,<50
159000,Totara Heights,Counties Manukau,Pacific Peoples,masked,masked,masked,391,<50
159100,Homai East,Counties Manukau,Pacific Peoples,masked,masked,masked,406,<50
159200,Homai West,Counties Manukau,Pacific Peoples,masked,masked,masked,425,<50
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,masked,masked,masked,508,62
159400,Clarks Beach,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
159500,Clendon Park West,Counties Manukau,Pacific Peoples,masked,masked,masked,347,<50
159600,Hillpark North,Counties Manukau,Pacific Peoples,masked,masked,masked,493,<50
159700,Clendon Park East,Counties Manukau,Pacific Peoples,masked,masked,masked,390,<50
159800,Karaka Creek,Counties Manukau,Pacific Peoples,masked,masked,masked,250,<50
159900,Rowandale West,Counties Manukau,Pacific Peoples,masked,masked,masked,359,<50
160000,Rowandale East,Counties Manukau,Pacific Peoples,masked,masked,masked,369,<50
160100,Manurewa Central,Counties Manukau,Pacific Peoples,masked,masked,masked,404,<50
160200,Weymouth North,Counties Manukau,Pacific Peoples,masked,masked,masked,389,<50
160300,Hillpark South,Counties Manukau,Pacific Peoples,masked,masked,masked,452,<50
160400,Alfriston,Counties Manukau,Pacific Peoples,masked,masked,masked,517,<50
160500,Weymouth East,Counties Manukau,Pacific Peoples,masked,masked,masked,404,<50
160600,Leabank,Counties Manukau,Pacific Peoples,masked,masked,masked,352,<50
160700,Weymouth South,Counties Manukau,Pacific Peoples,masked,masked,masked,373,<50
160800,Manurewa East,Counties Manukau,Pacific Peoples,masked,masked,masked,189,<50
160900,Manurewa South,Counties Manukau,Pacific Peoples,masked,masked,masked,477,<50
161000,Randwick Park East,Counties Manukau,Pacific Peoples,masked,masked,masked,350,<50
161100,Wattle Downs West,Counties Manukau,Pacific Peoples,masked,masked,masked,464,<50
161200,Wattle Downs North,Counties Manukau,Pacific Peoples,masked,masked,masked,310,<50
161300,Randwick Park West,Counties Manukau,Pacific Peoples,masked,masked,masked,461,<50
161400,Kingseat-Karaka,Counties Manukau,Pacific Peoples,masked,masked,masked,692,<50
161500,Wattle Downs East,Counties Manukau,Pacific Peoples,masked,masked,masked,548,<50
161600,Takanini North,Counties Manukau,Pacific Peoples,masked,masked,masked,434,<50
161700,Takanini Industrial,Counties Manukau,Pacific Peoples,masked,masked,masked,masked,masked
161800,Conifer Grove West,Counties Manukau,Pacific Peoples,masked,masked,masked,529,<50
161900,Conifer Grove East,Counties Manukau,Pacific Peoples,masked,masked,masked,192,<50
162000,Takanini West,Counties Manukau,Pacific Peoples,masked,masked,masked,278,<50
162100,Takanini South,Counties Manukau,Pacific Peoples,masked,masked,masked,455,<50
162200,Takanini Central,Counties Manukau,Pacific Peoples,masked,masked,masked,462,77
162300,Ardmore,Counties Manukau,Pacific Peoples,masked,masked,masked,100,<50
162400,Glenbrook,Counties Manukau,Pacific Peoples,masked,masked,masked,688,<50
162500,Hingaia,Counties Manukau,Pacific Peoples,masked,masked,masked,429,<50
162600,Takanini South East,Counties Manukau,Pacific Peoples,masked,masked,masked,300,<50
162700,Kawakawa Bay-Orere,Counties Manukau,Pacific Peoples,masked,masked,masked,125,<50
162800,Papakura West,Counties Manukau,Pacific Peoples,masked,masked,masked,619,<50
162900,Clevedon,Counties Manukau,Pacific Peoples,masked,masked,masked,667,<50
163000,Papakura North,Counties Manukau,Pacific Peoples,masked,masked,masked,362,<50
163100,Pahurehure,Counties Manukau,Pacific Peoples,masked,masked,masked,472,<50
163200,Papakura Central,Counties Manukau,Pacific Peoples,masked,masked,masked,492,<50
163300,Papakura North East,Counties Manukau,Pacific Peoples,masked,masked,masked,417,<50
163400,Karaka Lakes,Counties Manukau,Pacific Peoples,masked,masked,masked,526,<50
163500,Papakura Kelvin,Counties Manukau,Pacific Peoples,masked,masked,masked,377,<50
163600,Papakura Massey Park,Counties Manukau,Pacific Peoples,masked,masked,masked,466,<50
163700,Rosehill,Counties Manukau,Pacific Peoples,masked,masked,masked,402,<50
163800,Patumahoe,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
163900,Papakura East,Counties Manukau,Pacific Peoples,masked,masked,masked,425,<50
164000,?paheke,Counties Manukau,Pacific Peoples,masked,masked,masked,640,<50
164100,Papakura Industrial,Counties Manukau,Pacific Peoples,masked,masked,masked,417,<50
164200,Red Hill,Counties Manukau,Pacific Peoples,masked,masked,masked,472,<50
164300,Drury,Counties Manukau,Pacific Peoples,masked,masked,masked,250,100
164400,Tamakae,Counties Manukau,Pacific Peoples,masked,masked,masked,444,<50
164500,Hamilton Estate,Counties Manukau,Pacific Peoples,masked,masked,masked,300,<50
164600,Drury Rural,Counties Manukau,Pacific Peoples,masked,masked,masked,438,<50
164700,Waiuku Central,Counties Manukau,Pacific Peoples,masked,masked,masked,667,<50
164800,Waiuku East,Counties Manukau,Pacific Peoples,masked,masked,masked,500,<50
164900,Kendallvale,Counties Manukau,Pacific Peoples,masked,masked,masked,429,<50
165000,Puni,Counties Manukau,Pacific Peoples,masked,masked,masked,333,<50
165100,Ramarama,Counties Manukau,Pacific Peoples,masked,masked,masked,667,<50
165200,Hunua,Counties Manukau,Pacific Peoples,masked,masked,masked,<50,<50
165300,Pukekohe North West,Counties Manukau,Pacific Peoples,masked,masked,masked,314,<50
165400,Anselmi Ridge,Counties Manukau,Pacific Peoples,masked,masked,masked,467,<50
165500,Pukekohe West,Counties Manukau,Pacific Peoples,masked,masked,masked,296,<50
165600,Cape Hill,Counties Manukau,Pacific Peoples,masked,masked,masked,400,<50
165700,Rosa Birch Park,Counties Manukau,Pacific Peoples,masked,masked,masked,231,<50
165800,Rooseville Park,Counties Manukau,Pacific Peoples,masked,masked,masked,455,<50
165900,Cloverlea (Auckland),Counties Manukau,Pacific Peoples,masked,masked,masked,250,<50
166000,Pukekohe Central,Counties Manukau,Pacific Peoples,masked,masked,masked,667,<50
166100,Pukekohe Hospital,Counties Manukau,Pacific Peoples,masked,masked,masked,571,<50
166200,Buckland,Counties Manukau,Pacific Peoples,masked,masked,masked,250,<50
166300,Bombay Hills,Counties Manukau,Pacific Peoples,masked,masked,masked,417,<50
166400,Ararimu,Counties Manukau,Pacific Peoples,masked,masked,masked,333,<50
166500,Colville,Waikato,Pacific Peoples,masked,masked,masked,167,<50
166600,Islands Thames-Coromandel District,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
166700,Coromandel,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
166900,Mercury Bay North,Waikato,Pacific Peoples,masked,masked,masked,>950,<50
167000,Whitianga North,Waikato,Pacific Peoples,masked,masked,masked,>950,<50
167100,Whitianga South,Waikato,Pacific Peoples,masked,masked,masked,556,<50
167200,Thames Coast,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
167300,Cooks Beach-Ferry Landing,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
167400,Mercury Bay South,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
167500,Kauaeranga,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
167600,Thames North,Waikato,Pacific Peoples,masked,masked,masked,400,<50
167700,Thames Central,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
167800,Thames South,Waikato,Pacific Peoples,masked,masked,masked,167,<50
167900,Hikuai,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
168000,Totora-Kopu,Waikato,Pacific Peoples,masked,masked,masked,500,<50
168100,Tairua,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
168200,Pauanui,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
168300,Matatoki-Puriri,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
168400,Whangamat? Rural,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
168500,Whangamat?,Waikato,Pacific Peoples,masked,masked,masked,143,<50
168600,Miranda-P?korokoro,Counties Manukau,Pacific Peoples,masked,masked,masked,<50,<50
168700,Hauraki Plains North,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
168800,Hauraki Plains East,Waikato,Pacific Peoples,masked,masked,masked,>950,<50
168900,Ngatea,Waikato,Pacific Peoples,masked,masked,masked,200,<50
169000,Hauraki Plains South,Waikato,Pacific Peoples,masked,masked,masked,500,<50
169100,Paeroa Rural,Waikato,Pacific Peoples,masked,masked,masked,>950,<50
169200,Paeroa,Waikato,Pacific Peoples,masked,masked,masked,125,<50
169300,Waihi Rural,Waikato,Pacific Peoples,masked,masked,masked,750,<50
169400,Waihi North,Waikato,Pacific Peoples,masked,masked,masked,250,<50
169500,Waihi East,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
169600,Waihi South,Waikato,Pacific Peoples,masked,masked,masked,<50,<50
169700,Aka Aka,Counties Manukau,Pacific Peoples,masked,masked,masked,800,<50
