sa2_code,sa2_name,dhb,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
173900,Morrinsville East,Waikato,Pacific Peoples,35,35,31,>950,>950
174000,Morrinsville West,Waikato,Pacific Peoples,27,25,27,>950,926
174100,Te Aroha East,Waikato,Pacific Peoples,80,78,77,>950,>950
174200,Te Aroha West,Waikato,Pacific Peoples,23,23,29,793,793
174300,Waihou-Manawaru,Waikato,Pacific Peoples,17,16,20,850,800
174400,Waitoa-Ngarua,Waikato,Pacific Peoples,35,35,23,>950,>950
174500,Richmond Downs-Wardville,Waikato,Pacific Peoples,masked,masked,masked,400,200
174600,Waharoa-Peria,Waikato,Pacific Peoples,9,9,9,>950,>950
174700,Okauia,Waikato,Pacific Peoples,7,masked,8,875,750
174800,Hinuera,Waikato,Pacific Peoples,masked,masked,masked,600,600
174900,Matamata North,Waikato,Pacific Peoples,23,21,25,920,840
175000,Matamata South,Waikato,Pacific Peoples,55,54,50,>950,>950
175100,Te Poi,Waikato,Pacific Peoples,10,10,12,833,833
175200,Te Rapa North,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
175300,Flagstaff North,Waikato,Pacific Peoples,68,68,68,>950,>950
175400,Rotokauri-Waiwhakareke,Waikato,Pacific Peoples,28,28,24,>950,>950
175500,Flagstaff South,Waikato,Pacific Peoples,45,44,43,>950,>950
175600,Rototuna North,Waikato,Pacific Peoples,45,44,41,>950,>950
175700,Pukete West,Waikato,Pacific Peoples,74,74,75,>950,>950
175800,Flagstaff East,Waikato,Pacific Peoples,68,67,66,>950,>950
175900,Rototuna Central,Waikato,Pacific Peoples,101,100,108,935,926
176000,Pukete East,Waikato,Pacific Peoples,48,48,46,>950,>950
176100,Te Manatu,Waikato,Pacific Peoples,67,65,80,838,813
176200,Rototuna South,Waikato,Pacific Peoples,75,73,79,949,924
176300,Te Rapa South,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
176400,Saint Andrews West,Waikato,Pacific Peoples,117,113,117,>950,>950
176500,Saint Andrews East,Waikato,Pacific Peoples,42,42,47,894,894
176600,Queenwood (Hamilton City),Waikato,Pacific Peoples,38,35,49,776,714
176700,St James,Waikato,Pacific Peoples,33,33,37,892,892
176800,Crawshaw,Waikato,Pacific Peoples,170,168,175,>950,>950
176900,Huntington,Waikato,Pacific Peoples,31,30,35,886,857
177000,Western Heights (Hamilton City),Waikato,Pacific Peoples,110,110,114,>950,>950
177100,Nawton West,Waikato,Pacific Peoples,173,173,183,945,945
177200,Nawton East,Waikato,Pacific Peoples,211,202,233,906,867
177300,Chartwell,Waikato,Pacific Peoples,126,124,133,947,932
177400,Forest Lake (Hamilton City),Waikato,Pacific Peoples,67,65,67,>950,>950
177500,Chedworth,Waikato,Pacific Peoples,42,40,43,>950,930
177600,Beerescourt,Waikato,Pacific Peoples,61,59,62,>950,>950
177700,Miropiko,Waikato,Pacific Peoples,69,69,75,920,920
177800,Porritt,Waikato,Pacific Peoples,144,140,155,929,903
177900,Dinsdale North,Waikato,Pacific Peoples,159,157,169,941,929
178000,Maeroa,Waikato,Pacific Peoples,161,157,152,>950,>950
178100,Dinsdale South,Waikato,Pacific Peoples,106,105,108,>950,>950
178200,Fairfield (Hamilton City),Waikato,Pacific Peoples,291,281,310,939,906
178300,Whitiora,Waikato,Pacific Peoples,92,92,95,>950,>950
178400,Enderley North,Waikato,Pacific Peoples,210,205,227,925,903
178500,Fairview Downs,Waikato,Pacific Peoples,202,196,197,>950,>950
178600,Temple View,Waikato,Pacific Peoples,87,87,100,870,870
178700,Swarbrick,Waikato,Pacific Peoples,112,111,122,918,910
178800,Kahikatea,Waikato,Pacific Peoples,188,179,197,>950,909
178900,Frankton Junction,Waikato,Pacific Peoples,59,57,55,>950,>950
179000,Kirikiriroa,Waikato,Pacific Peoples,19,17,17,>950,>950
179100,Enderley South,Waikato,Pacific Peoples,194,185,205,946,902
179200,Ruakura,Waikato,Pacific Peoples,82,82,82,>950,>950
179300,Claudelands,Waikato,Pacific Peoples,80,78,97,825,804
179400,Hamilton Central,Waikato,Pacific Peoples,24,24,23,>950,>950
179500,Hamilton Lake,Waikato,Pacific Peoples,124,124,122,>950,>950
179600,Peachgrove,Waikato,Pacific Peoples,134,130,145,924,897
179700,Hamilton East Village,Waikato,Pacific Peoples,129,126,126,>950,>950
179800,Hamilton West,Waikato,Pacific Peoples,41,41,43,>950,>950
179900,Greensboro,Waikato,Pacific Peoples,259,255,277,935,921
180000,Hamilton East Cook,Waikato,Pacific Peoples,104,104,102,>950,>950
180100,Melville North,Waikato,Pacific Peoples,121,121,126,>950,>950
180200,Hamilton East,Waikato,Pacific Peoples,100,98,98,>950,>950
180300,Melville South,Waikato,Pacific Peoples,137,135,144,>950,938
180400,Deanwell,Waikato,Pacific Peoples,88,87,91,>950,>950
180500,Bader,Waikato,Pacific Peoples,185,181,198,934,914
180600,Hillcrest West (Hamilton City),Waikato,Pacific Peoples,95,93,90,>950,>950
180700,Hillcrest East (Hamilton City),Waikato,Pacific Peoples,124,121,129,>950,938
180800,Silverdale (Hamilton City),Waikato,Pacific Peoples,81,78,83,>950,940
180900,Glenview,Waikato,Pacific Peoples,59,58,59,>950,>950
181000,Resthill,Waikato,Pacific Peoples,85,85,83,>950,>950
181100,Fitzroy,Waikato,Pacific Peoples,124,124,124,>950,>950
181200,Riverlea,Waikato,Pacific Peoples,22,22,25,880,880
181300,Peacockes,Waikato,Pacific Peoples,masked,masked,masked,>950,800
181400,Te Pahu,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
181500,Ngahinapouri,Waikato,Pacific Peoples,10,10,14,714,714
181600,Lake Cameron,Waikato,Pacific Peoples,70,70,26,>950,>950
181700,Lake Ngaroto,Waikato,Pacific Peoples,16,16,18,889,889
181800,Kaipaki,Waikato,Pacific Peoples,13,13,15,867,867
181900,Pirongia,Waikato,Pacific Peoples,masked,masked,masked,800,800
182000,Hautapu Rural,Waikato,Pacific Peoples,14,13,10,>950,>950
182100,Pokuru,Waikato,Pacific Peoples,masked,masked,masked,800,800
182200,Te Rahu,Waikato,Pacific Peoples,masked,masked,7,857,714
182300,Fencourt,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
182400,Hautapu,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
182500,Karapiro,Waikato,Pacific Peoples,15,15,17,882,882
182600,Cambridge North,Waikato,Pacific Peoples,14,14,14,>950,>950
182700,Cambridge West,Waikato,Pacific Peoples,16,15,15,>950,>950
182800,Cambridge East,Waikato,Pacific Peoples,17,16,21,810,762
182900,Cambridge Park-River Garden,Waikato,Pacific Peoples,7,7,8,875,875
183000,Oaklands-St Kilda,Waikato,Pacific Peoples,masked,masked,7,714,714
183100,Pukerimu,Waikato,Pacific Peoples,12,12,12,>950,>950
183200,Cambridge Central,Waikato,Pacific Peoples,masked,masked,masked,800,800
183300,Te Awamutu North,Waikato,Pacific Peoples,11,11,14,786,786
183400,Te Awamutu West,Waikato,Pacific Peoples,17,17,24,708,708
183500,Leamington West,Waikato,Pacific Peoples,masked,masked,8,750,750
183600,Goodfellow Park,Waikato,Pacific Peoples,20,20,19,>950,>950
183700,Leamington South,Waikato,Pacific Peoples,15,15,15,>950,>950
183800,Leamington Central,Waikato,Pacific Peoples,29,27,31,935,871
183900,Leamington East,Waikato,Pacific Peoples,12,12,15,800,800
184000,Te Awamutu Stadium,Waikato,Pacific Peoples,17,17,18,944,944
184100,Te Awamutu Central,Waikato,Pacific Peoples,12,12,8,>950,>950
184200,Pekerau,Waikato,Pacific Peoples,30,30,26,>950,>950
184300,Fraser Street,Waikato,Pacific Peoples,17,17,16,>950,>950
184400,Sherwin Park,Waikato,Pacific Peoples,35,33,37,946,892
184500,St Leger,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
184600,Rotoorangi,Waikato,Pacific Peoples,7,7,7,>950,>950
184700,Tokanui,Waikato,Pacific Peoples,masked,masked,7,857,857
184800,Kihikihi Central,Waikato,Pacific Peoples,32,32,31,>950,>950
184900,Maungatautari,Waikato,Pacific Peoples,masked,masked,masked,800,800
185000,Rotongata,Waikato,Pacific Peoples,7,7,8,875,875
185200,Pirongia Forest,Waikato,Pacific Peoples,masked,masked,masked,>950,750
185300,Honikiwi,Waikato,Pacific Peoples,12,12,11,>950,>950
185400,Te Kawa,Waikato,Pacific Peoples,12,12,13,923,923
185500,Otorohanga,Waikato,Pacific Peoples,53,53,57,930,930
185600,Maihiihi,Waikato,Pacific Peoples,8,8,7,>950,>950
185700,Puniu,Waikato,Pacific Peoples,9,8,10,900,800
185800,Tīrau,Waikato,Pacific Peoples,18,18,16,>950,>950
185900,Putāruru Rural,Waikato,Pacific Peoples,12,12,18,667,667
186000,Putāruru,Waikato,Pacific Peoples,50,46,55,909,836
186100,Kinleith,Waikato,Pacific Peoples,21,20,21,>950,>950
186200,Paraonui,Waikato,Pacific Peoples,118,116,120,>950,>950
186300,Parkdale,Waikato,Pacific Peoples,41,39,53,774,736
186400,Matarawa,Waikato,Pacific Peoples,208,206,218,>950,945
186500,Stanley Park,Waikato,Pacific Peoples,235,227,252,933,901
186600,Strathmore (South Waikato District),Waikato,Pacific Peoples,319,308,342,933,901
186700,Tokoroa Central,Waikato,Pacific Peoples,113,108,121,934,893
186800,Moananui,Waikato,Pacific Peoples,317,305,346,916,882
187000,Herangi,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
187100,Hangatiki,Waikato,Pacific Peoples,7,7,7,>950,>950
187200,Aria,Waikato,Pacific Peoples,15,15,14,>950,>950
187300,Te Kuiti West,Waikato,Pacific Peoples,65,62,76,855,816
187400,Te Kuiti East,Waikato,Pacific Peoples,67,63,75,893,840
187500,Waipa Valley,Waikato,Pacific Peoples,25,23,24,>950,>950
187600,Tiroa,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
187700,Marotiri,Lakes,Pacific Peoples,31,29,31,>950,935
187800,Ohakuri,Lakes,Pacific Peoples,19,18,22,864,818
187900,Lake Taupo Bays,Lakes,Pacific Peoples,12,11,12,>950,917
188000,Mapara,Lakes,Pacific Peoples,masked,masked,masked,667,667
188200,Wairakei-Broadlands,Lakes,Pacific Peoples,12,12,13,923,923
188300,Acacia Bay,Lakes,Pacific Peoples,masked,masked,masked,833,833
188400,Brentwood (Taupo District),Lakes,Pacific Peoples,23,23,21,>950,>950
188500,Nukuhau-Rangatira Park,Lakes,Pacific Peoples,40,39,41,>950,>950
188600,Taupō Central West,Lakes,Pacific Peoples,7,7,7,>950,>950
188700,Tauhara,Lakes,Pacific Peoples,60,59,59,>950,>950
188800,Taupō Central East,Lakes,Pacific Peoples,81,79,83,>950,>950
188900,Mountview,Lakes,Pacific Peoples,53,50,58,914,862
189000,Bird Area,Lakes,Pacific Peoples,35,35,37,946,946
189100,Hilltop (Taupo District),Lakes,Pacific Peoples,52,52,54,>950,>950
189200,Waipahihi,Lakes,Pacific Peoples,27,27,25,>950,>950
189300,Richmond Heights,Lakes,Pacific Peoples,41,41,47,872,872
189400,Wharewaka,Lakes,Pacific Peoples,masked,masked,masked,>950,>950
189500,Kaimanawa,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
189600,Waitahanui,Lakes,Pacific Peoples,7,7,8,875,875
189700,Tūrangi,Lakes,Pacific Peoples,39,38,40,>950,950
189800,Rangataiki,Lakes,Pacific Peoples,masked,masked,masked,>950,>950
189900,Taharua,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
190000,Te More,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
190100,Waiau,Bay of Plenty,Pacific Peoples,masked,masked,masked,833,667
190200,Waihi Beach-Bowentown,Bay of Plenty,Pacific Peoples,12,12,17,706,706
190300,Tahawai,Bay of Plenty,Pacific Peoples,27,27,24,>950,>950
190400,Athenree,Bay of Plenty,Pacific Peoples,masked,masked,masked,>950,>950
190500,Aongatete,Bay of Plenty,Pacific Peoples,246,244,77,>950,>950
190600,Katikati,Bay of Plenty,Pacific Peoples,198,196,163,>950,>950
190700,Inlet Tauranga Harbour North,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
190800,Matakana Island,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
190900,Pahoia,Bay of Plenty,Pacific Peoples,37,36,26,>950,>950
191000,Omokoroa,Bay of Plenty,Pacific Peoples,20,19,21,>950,905
191100,Omokoroa Rural,Bay of Plenty,Pacific Peoples,44,44,18,>950,>950
191200,Te Puna,Bay of Plenty,Pacific Peoples,36,35,19,>950,>950
191300,Minden,Bay of Plenty,Pacific Peoples,23,23,23,>950,>950
191400,Kaimai,Bay of Plenty,Pacific Peoples,8,7,9,889,778
191500,Kopurererua,Bay of Plenty,Pacific Peoples,masked,masked,masked,600,600
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Pacific Peoples,7,7,8,875,875
191700,Waiorohi,Bay of Plenty,Pacific Peoples,12,12,16,750,750
191800,Otawa,Bay of Plenty,Pacific Peoples,170,168,44,>950,>950
191900,Te Puke West,Bay of Plenty,Pacific Peoples,143,138,94,>950,>950
192000,Rangiuru,Bay of Plenty,Pacific Peoples,371,367,91,>950,>950
192100,Te Puke East,Bay of Plenty,Pacific Peoples,144,142,133,>950,>950
192300,Maketu,Bay of Plenty,Pacific Peoples,43,42,36,>950,>950
192400,Pukehina Beach,Bay of Plenty,Pacific Peoples,18,16,10,>950,>950
192500,Pongakawa,Bay of Plenty,Pacific Peoples,92,91,37,>950,>950
192600,Matua North,Bay of Plenty,Pacific Peoples,25,23,26,>950,885
192800,Mount Maunganui North,Bay of Plenty,Pacific Peoples,34,32,37,919,865
192900,Matua South,Bay of Plenty,Pacific Peoples,38,37,33,>950,>950
193000,Bethlehem North,Bay of Plenty,Pacific Peoples,17,16,26,654,615
193100,Bellevue,Bay of Plenty,Pacific Peoples,53,52,56,946,929
193200,Otūmoetai North,Bay of Plenty,Pacific Peoples,54,54,43,>950,>950
193300,Otūmoetai South,Bay of Plenty,Pacific Peoples,27,26,36,750,722
193400,Brookfield West,Bay of Plenty,Pacific Peoples,60,60,62,>950,>950
193500,Bethlehem Central,Bay of Plenty,Pacific Peoples,23,22,28,821,786
193600,Brookfield East,Bay of Plenty,Pacific Peoples,51,47,51,>950,922
193700,Mount Maunganui South,Bay of Plenty,Pacific Peoples,19,19,20,950,950
193800,Tauranga Central,Bay of Plenty,Pacific Peoples,40,40,28,>950,>950
193900,Mount Maunganui Central,Bay of Plenty,Pacific Peoples,masked,masked,masked,>950,>950
194000,Judea,Bay of Plenty,Pacific Peoples,60,59,56,>950,>950
194100,Te Reti,Bay of Plenty,Pacific Peoples,35,33,33,>950,>950
194200,Bethlehem South,Bay of Plenty,Pacific Peoples,19,16,20,950,800
194300,Omanu Beach,Bay of Plenty,Pacific Peoples,26,25,28,929,893
194400,Tauranga Hospital,Bay of Plenty,Pacific Peoples,86,86,81,>950,>950
194500,Tauriko,Bay of Plenty,Pacific Peoples,masked,masked,masked,>950,>950
194600,Gate Pa,Bay of Plenty,Pacific Peoples,178,173,184,>950,940
194700,Greerton South,Bay of Plenty,Pacific Peoples,19,19,20,950,950
194800,Tauranga South,Bay of Plenty,Pacific Peoples,87,83,101,861,822
194900,Arataki North,Bay of Plenty,Pacific Peoples,53,53,49,>950,>950
195000,Matapihi,Bay of Plenty,Pacific Peoples,masked,masked,masked,>950,>950
195100,Pyes Pa West,Bay of Plenty,Pacific Peoples,74,72,66,>950,>950
195200,Greerton North,Bay of Plenty,Pacific Peoples,64,62,64,>950,>950
195300,Yatton Park,Bay of Plenty,Pacific Peoples,153,143,155,>950,923
195400,Pyes Pa North,Bay of Plenty,Pacific Peoples,84,83,81,>950,>950
195500,Arataki South,Bay of Plenty,Pacific Peoples,48,47,50,>950,940
195600,Pyes Pa South,Bay of Plenty,Pacific Peoples,9,9,11,818,818
195700,Poike,Bay of Plenty,Pacific Peoples,12,12,16,750,750
195800,Te Maunga North,Bay of Plenty,Pacific Peoples,44,43,46,>950,935
195900,Maungatapu,Bay of Plenty,Pacific Peoples,43,42,49,878,857
196000,Hairini,Bay of Plenty,Pacific Peoples,37,37,40,925,925
196100,Pyes Pa East,Bay of Plenty,Pacific Peoples,masked,masked,masked,<50,<50
196200,Te Maunga South,Bay of Plenty,Pacific Peoples,84,84,47,>950,>950
196300,Kaitemako (Tauranga City),Bay of Plenty,Pacific Peoples,19,19,20,950,950
196400,Ohauiti,Bay of Plenty,Pacific Peoples,16,16,21,762,762
196500,Baypark-Kairua,Bay of Plenty,Pacific Peoples,13,12,20,650,600
196600,Welcome Bay West,Bay of Plenty,Pacific Peoples,41,41,50,820,820
196700,Welcome Bay East,Bay of Plenty,Pacific Peoples,88,87,50,>950,>950
196800,Pacific View,Bay of Plenty,Pacific Peoples,36,36,37,>950,>950
196900,Welcome Bay South,Bay of Plenty,Pacific Peoples,58,57,62,935,919
197000,Palm Beach North,Bay of Plenty,Pacific Peoples,55,52,59,932,881
197100,Palm Beach South-Gravatt,Bay of Plenty,Pacific Peoples,30,30,29,>950,>950
197200,Papamoa Beach North,Bay of Plenty,Pacific Peoples,47,47,48,>950,>950
197300,Doncaster,Bay of Plenty,Pacific Peoples,41,40,40,>950,>950
197400,Papamoa Beach South,Bay of Plenty,Pacific Peoples,40,38,47,851,809
197500,Motiti,Bay of Plenty,Pacific Peoples,37,36,37,>950,>950
197600,Wairakei,Bay of Plenty,Pacific Peoples,145,139,154,942,903
197700,Tui Ridge,Lakes,Pacific Peoples,10,10,8,>950,>950
197800,Arahiwi,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
197900,Ngongotahā Valley,Lakes,Pacific Peoples,19,19,19,>950,>950
198000,Hamurana,Lakes,Pacific Peoples,8,8,7,>950,>950
198100,Ngongotahā East,Lakes,Pacific Peoples,42,41,38,>950,>950
198200,Ngongotahā West,Lakes,Pacific Peoples,35,33,34,>950,>950
198400,Ngongotahā South,Lakes,Pacific Peoples,19,19,22,864,864
198500,Selwyn Heights,Lakes,Pacific Peoples,47,46,50,940,920
198600,Pleasant Heights,Lakes,Pacific Peoples,76,73,85,894,859
198700,Rotoiti-Rotoehu,Lakes,Pacific Peoples,18,17,14,>950,>950
198800,Kawaha,Lakes,Pacific Peoples,54,51,53,>950,>950
198900,Fairy Springs,Lakes,Pacific Peoples,61,58,67,910,866
199000,Western Heights (Rotorua District),Lakes,Pacific Peoples,86,83,87,>950,>950
199100,Pukehangi North,Lakes,Pacific Peoples,74,71,76,>950,934
199200,Pukehangi South,Lakes,Pacific Peoples,45,44,48,938,917
199300,Mangakakahi Central,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
199400,Koutu,Lakes,Pacific Peoples,52,51,63,825,810
199500,Mangakakahi West,Lakes,Pacific Peoples,78,77,80,>950,>950
199600,Sunnybrook,Lakes,Pacific Peoples,28,26,27,>950,>950
199700,Fordlands,Lakes,Pacific Peoples,157,148,156,>950,949
199800,Kuirau,Lakes,Pacific Peoples,18,18,22,818,818
199900,Utuhina,Lakes,Pacific Peoples,63,61,76,829,803
200000,Pomare,Lakes,Pacific Peoples,43,42,38,>950,>950
200100,Rotorua Central,Lakes,Pacific Peoples,masked,masked,8,750,750
200200,Hillcrest (Rotorua District),Lakes,Pacific Peoples,39,39,39,>950,>950
200300,Victoria,Lakes,Pacific Peoples,68,64,81,840,790
200400,Waiohewa,Lakes,Pacific Peoples,10,10,11,909,909
200500,Glenholme North,Lakes,Pacific Peoples,93,92,98,949,939
200600,Springfield South,Lakes,Pacific Peoples,12,12,14,857,857
200700,Springfield North,Lakes,Pacific Peoples,27,27,29,931,931
200800,Glenholme South,Lakes,Pacific Peoples,40,40,44,909,909
200900,Ōwhata West,Lakes,Pacific Peoples,46,45,48,>950,938
201000,Holdens Bay-Rotokawa,Lakes,Pacific Peoples,25,25,23,>950,>950
201100,Ngapuna,Lakes,Pacific Peoples,masked,masked,masked,750,750
201200,Fenton Park,Lakes,Pacific Peoples,52,51,44,>950,>950
201300,Tihiotonga-Whakarewarewa,Lakes,Pacific Peoples,masked,masked,masked,>950,>950
201400,Ōwhata East,Lakes,Pacific Peoples,60,58,58,>950,>950
201500,Lynmore,Lakes,Pacific Peoples,30,29,37,811,784
201600,Ngakuru,Lakes,Pacific Peoples,7,7,7,>950,>950
201700,Kaingaroa-Whakarewarewa,Lakes,Pacific Peoples,9,9,11,818,818
201800,Golden Springs,Lakes,Pacific Peoples,10,10,12,833,833
201900,Manawahe,Bay of Plenty,Pacific Peoples,12,12,13,923,923
202000,Matatā-Otakiri,Bay of Plenty,Pacific Peoples,10,9,11,909,818
202100,Onepu Spring,Bay of Plenty,Pacific Peoples,9,9,8,>950,>950
202200,Edgecumbe,Bay of Plenty,Pacific Peoples,16,16,14,>950,>950
202300,Thornton-Awakeri,Bay of Plenty,Pacific Peoples,18,18,15,>950,>950
202400,Te Teko Lakes,Bay of Plenty,Pacific Peoples,7,7,9,778,778
202500,Coastlands,Bay of Plenty,Pacific Peoples,18,17,18,>950,944
202600,Whakatāne West,Bay of Plenty,Pacific Peoples,48,48,52,923,923
202700,Whakatāne Central,Bay of Plenty,Pacific Peoples,46,46,53,868,868
202800,Trident,Bay of Plenty,Pacific Peoples,48,46,47,>950,>950
202900,Allandale,Bay of Plenty,Pacific Peoples,32,31,33,>950,939
203000,Mokorua Bush,Bay of Plenty,Pacific Peoples,14,14,16,875,875
203100,Wainui,Bay of Plenty,Pacific Peoples,8,7,8,>950,875
203200,Ōhope,Bay of Plenty,Pacific Peoples,24,24,27,889,889
203400,Galatea,Bay of Plenty,Pacific Peoples,masked,masked,masked,>950,>950
203500,Waingarara-Waimana,Bay of Plenty,Pacific Peoples,23,21,26,885,808
203600,Murupara,Bay of Plenty,Pacific Peoples,12,12,19,632,632
203700,Monika Reserve,Bay of Plenty,Pacific Peoples,31,30,34,912,882
203800,Kawerau Industrial,Bay of Plenty,Pacific Peoples,masked,masked,masked,<50,<50
203900,Tarawera Park,Bay of Plenty,Pacific Peoples,54,49,57,947,860
204100,Waiotahi,Bay of Plenty,Pacific Peoples,32,32,18,>950,>950
204200,Cape Runaway,Bay of Plenty,Pacific Peoples,masked,masked,masked,>950,>950
204300,Woodlands,Bay of Plenty,Pacific Peoples,18,18,16,>950,>950
204400,Ōpōtiki,Bay of Plenty,Pacific Peoples,141,139,62,>950,>950
204500,Otara-Tirohanga,Bay of Plenty,Pacific Peoples,23,22,16,>950,>950
204600,Oponae,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
204700,East Cape,Tairawhiti,Pacific Peoples,masked,masked,masked,>950,>950
204800,Waipaoa,Tairawhiti,Pacific Peoples,7,7,9,778,778
204900,Ruatoria-Raukumara,Tairawhiti,Pacific Peoples,9,9,8,>950,>950
205000,Tokomaru,Tairawhiti,Pacific Peoples,masked,masked,8,750,750
205100,Hangaroa,Tairawhiti,Pacific Peoples,15,14,8,>950,>950
205200,Wharekaka,Tairawhiti,Pacific Peoples,17,17,20,850,850
205300,Te Arai,Tairawhiti,Pacific Peoples,masked,masked,masked,>950,>950
205400,Hexton,Tairawhiti,Pacific Peoples,92,92,64,>950,>950
205500,Lytton,Tairawhiti,Pacific Peoples,12,11,11,>950,>950
205600,Makaraka-Awapuni,Tairawhiti,Pacific Peoples,53,52,41,>950,>950
205700,Riverdale,Tairawhiti,Pacific Peoples,13,12,15,867,800
205800,Te Hapara North,Tairawhiti,Pacific Peoples,56,56,50,>950,>950
205900,Mangapapa North,Tairawhiti,Pacific Peoples,31,31,29,>950,>950
206000,Elgin,Tairawhiti,Pacific Peoples,93,89,84,>950,>950
206100,Te Hapara South,Tairawhiti,Pacific Peoples,80,77,75,>950,>950
206200,Mangapapa East,Tairawhiti,Pacific Peoples,22,22,19,>950,>950
206300,Mangapapa South,Tairawhiti,Pacific Peoples,44,42,45,>950,933
206400,Te Hapara East,Tairawhiti,Pacific Peoples,49,47,52,942,904
206500,Centennial Crescent,Tairawhiti,Pacific Peoples,50,50,46,>950,>950
206600,Whataupoko East,Tairawhiti,Pacific Peoples,7,7,9,778,778
206700,Whataupoko West,Tairawhiti,Pacific Peoples,20,19,23,870,826
206800,Gisborne Central,Tairawhiti,Pacific Peoples,7,7,8,875,875
206900,Kaiti North,Tairawhiti,Pacific Peoples,18,17,21,857,810
207000,Kaiti South,Tairawhiti,Pacific Peoples,179,178,167,>950,>950
207100,Outer Kaiti,Tairawhiti,Pacific Peoples,95,90,86,>950,>950
207200,Tamarau,Tairawhiti,Pacific Peoples,53,53,54,>950,>950
207300,Wainui-Okitu,Tairawhiti,Pacific Peoples,14,14,10,>950,>950
207400,Maungataniwha-Raupunga,Hawke's Bay,Pacific Peoples,29,28,22,>950,>950
207600,Frasertown-Ruakituri,Hawke's Bay,Pacific Peoples,masked,masked,masked,750,750
207700,Whakaki,Hawke's Bay,Pacific Peoples,masked,masked,masked,>950,>950
207800,Wairoa,Hawke's Bay,Pacific Peoples,52,50,52,>950,>950
207900,Mahia,Hawke's Bay,Pacific Peoples,masked,masked,masked,>950,>950
208000,Puketitiri-Tutira,Hawke's Bay,Pacific Peoples,20,18,20,>950,900
208100,Sherenden-Crownthorpe,Hawke's Bay,Pacific Peoples,masked,masked,masked,>950,>950
208200,Maraekakaho,Hawke's Bay,Pacific Peoples,masked,masked,masked,>950,>950
208300,Puketapu-Eskdale,Hawke's Bay,Pacific Peoples,37,36,14,>950,>950
208400,Omahu-Pakowhai,Hawke's Bay,Pacific Peoples,232,231,55,>950,>950
208500,Bridge Pa,Hawke's Bay,Pacific Peoples,125,124,38,>950,>950
208600,Twyford,Hawke's Bay,Pacific Peoples,215,213,29,>950,>950
208700,Poukawa,Hawke's Bay,Pacific Peoples,11,10,12,917,833
208800,Flaxmere West,Hawke's Bay,Pacific Peoples,472,453,473,>950,>950
208900,Omahu Strip,Hawke's Bay,Pacific Peoples,42,42,11,>950,>950
209000,Lochain Park,Hawke's Bay,Pacific Peoples,417,409,424,>950,>950
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,315,309,298,>950,>950
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,397,382,392,>950,>950
209300,Irongate,Hawke's Bay,Pacific Peoples,312,311,35,>950,>950
209400,Frimley,Hawke's Bay,Pacific Peoples,164,162,74,>950,>950
209500,Camberley,Hawke's Bay,Pacific Peoples,283,277,292,>950,949
209600,Clive,Hawke's Bay,Pacific Peoples,86,85,43,>950,>950
209700,St Leonards,Hawke's Bay,Pacific Peoples,111,108,115,>950,939
209800,Mahora,Hawke's Bay,Pacific Peoples,120,119,125,>950,>950
209900,Raureka,Hawke's Bay,Pacific Peoples,217,208,195,>950,>950
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,108,103,109,>950,945
210100,Tomoana,Hawke's Bay,Pacific Peoples,57,56,14,>950,>950
210200,Longlands-Pukahu,Hawke's Bay,Pacific Peoples,163,163,32,>950,>950
210300,Raceway Park,Hawke's Bay,Pacific Peoples,210,206,88,>950,>950
210400,Karamu,Hawke's Bay,Pacific Peoples,329,328,37,>950,>950
210500,Hastings Central,Hawke's Bay,Pacific Peoples,47,47,16,>950,>950
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,83,79,77,>950,>950
210700,Akina Park,Hawke's Bay,Pacific Peoples,67,65,51,>950,>950
210800,Queens Square,Hawke's Bay,Pacific Peoples,48,43,46,>950,935
210900,Mayfair,Hawke's Bay,Pacific Peoples,149,138,130,>950,>950
211000,Parkhaven,Hawke's Bay,Pacific Peoples,80,76,75,>950,>950
211100,Parkvale,Hawke's Bay,Pacific Peoples,48,46,35,>950,>950
211200,Mangateretere,Hawke's Bay,Pacific Peoples,masked,masked,masked,>950,>950
