sa2_code,sa2_name,dhb,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
137900,Wesley West,Auckland,Pacific Peoples,992,957,1085,914,882
138000,Green Bay South,Waitemata,Pacific Peoples,135,135,141,>950,>950
138100,Balmoral,Auckland,Pacific Peoples,190,186,206,922,903
138200,Sandringham East,Auckland,Pacific Peoples,289,282,311,929,907
138300,New Windsor South,Auckland,Pacific Peoples,590,580,642,919,903
138400,Mount Eden West,Auckland,Pacific Peoples,109,109,113,>950,>950
138500,Newmarket,Auckland,Pacific Peoples,62,62,60,>950,>950
138600,Blockhouse Bay North East,Auckland,Pacific Peoples,248,247,255,>950,>950
138700,Epsom North,Auckland,Pacific Peoples,101,101,108,935,935
138800,Wesley South,Auckland,Pacific Peoples,10,10,10,>950,>950
138900,Blockhouse Bay South,Auckland,Pacific Peoples,255,254,280,911,907
139000,Mount Eden East,Auckland,Pacific Peoples,68,67,71,>950,944
139100,Wesley East,Auckland,Pacific Peoples,579,569,619,935,919
139200,Orakei West,Auckland,Pacific Peoples,61,61,58,>950,>950
139300,Maungawhau,Auckland,Pacific Peoples,93,93,92,>950,>950
139400,Remuera West,Auckland,Pacific Peoples,56,55,62,903,887
139500,Blockhouse Bay East,Auckland,Pacific Peoples,143,140,150,>950,933
139600,Lynfield North,Auckland,Pacific Peoples,177,177,193,917,917
139700,Mount Roskill North,Auckland,Pacific Peoples,301,290,348,865,833
139800,Mount Roskill White Swan,Auckland,Pacific Peoples,479,465,529,905,879
139900,Mount Eden South,Auckland,Pacific Peoples,80,78,84,>950,929
140000,Remuera Waitaramoa,Auckland,Pacific Peoples,41,39,42,>950,929
140100,Orakei East,Auckland,Pacific Peoples,104,100,106,>950,943
140200,Epsom Central-North,Auckland,Pacific Peoples,65,65,64,>950,>950
140300,Mount St John,Auckland,Pacific Peoples,118,117,135,874,867
140400,Mount Roskill Central North,Auckland,Pacific Peoples,385,378,429,897,881
140500,Remuera North,Auckland,Pacific Peoples,42,41,42,>950,>950
140600,Three Kings West,Auckland,Pacific Peoples,404,397,424,>950,936
140700,Mount Roskill Central South,Auckland,Pacific Peoples,496,483,530,936,911
140800,Epsom Central-South,Auckland,Pacific Peoples,96,94,101,>950,931
140900,Lynfield South,Auckland,Pacific Peoples,262,260,268,>950,>950
141000,Remuera South,Auckland,Pacific Peoples,106,104,101,>950,>950
141100,Mission Bay,Auckland,Pacific Peoples,62,62,56,>950,>950
141200,Three Kings East,Auckland,Pacific Peoples,52,52,64,813,813
141300,Mount Roskill South,Auckland,Pacific Peoples,182,180,189,>950,>950
141400,Inlet Manukau Harbour,Area outside District Health Board,Pacific Peoples,masked,masked,masked,masked,masked
141500,Epsom East,Auckland,Pacific Peoples,94,91,102,922,892
141600,Remuera Waiata,Auckland,Pacific Peoples,25,23,29,862,793
141700,Epsom South,Auckland,Pacific Peoples,45,44,52,865,846
141800,Kohimarama,Auckland,Pacific Peoples,28,28,29,>950,>950
141900,Meadowbank West,Auckland,Pacific Peoples,109,108,113,>950,>950
142000,Hillsborough North (Auckland),Auckland,Pacific Peoples,297,288,312,>950,923
142100,Hillsborough West (Auckland),Auckland,Pacific Peoples,259,257,269,>950,>950
142200,Greenlane North,Auckland,Pacific Peoples,108,106,108,>950,>950
142300,Waikowhai North,Auckland,Pacific Peoples,840,826,907,926,911
142400,Remuera East,Auckland,Pacific Peoples,20,20,19,>950,>950
142500,Waikowhai South,Auckland,Pacific Peoples,129,127,132,>950,>950
142600,Royal Oak West (Auckland),Auckland,Pacific Peoples,156,154,175,891,880
142700,Saint Heliers West,Auckland,Pacific Peoples,40,39,40,>950,>950
142800,One Tree Hill,Auckland,Pacific Peoples,341,334,359,950,930
142900,Hillsborough East (Auckland),Auckland,Pacific Peoples,171,167,168,>950,>950
143000,Saint Heliers North,Auckland,Pacific Peoples,28,27,32,875,844
143100,Remuera Abbotts Park,Auckland,Pacific Peoples,58,58,69,841,841
143200,Meadowbank East,Auckland,Pacific Peoples,61,59,63,>950,937
143300,Ellerslie Central,Auckland,Pacific Peoples,143,141,154,929,916
143400,Royal Oak East (Auckland),Auckland,Pacific Peoples,196,193,210,933,919
143500,Saint Heliers South,Auckland,Pacific Peoples,66,65,66,>950,>950
143600,Hillsborough South (Auckland),Auckland,Pacific Peoples,151,149,161,938,925
143700,Saint Johns West,Auckland,Pacific Peoples,76,76,74,>950,>950
143800,Greenlane South,Auckland,Pacific Peoples,273,267,280,>950,>950
143900,Remuera Waiatarua,Auckland,Pacific Peoples,63,59,58,>950,>950
144000,Glendowie North,Auckland,Pacific Peoples,40,40,40,>950,>950
144100,Onehunga West,Auckland,Pacific Peoples,391,382,404,>950,946
144200,Ellerslie West,Auckland,Pacific Peoples,13,13,13,>950,>950
144300,Onehunga North,Auckland,Pacific Peoples,458,447,491,933,910
144400,Ellerslie East,Auckland,Pacific Peoples,130,128,129,>950,>950
144500,Saint Johns East,Auckland,Pacific Peoples,163,159,168,>950,946
144600,Oneroa West,Auckland,Pacific Peoples,19,19,19,>950,>950
144700,Glen Innes West,Auckland,Pacific Peoples,1124,1090,1233,912,884
144800,Ellerslie South,Auckland,Pacific Peoples,115,112,110,>950,>950
144900,Stonefields West,Auckland,Pacific Peoples,31,31,39,795,795
145000,Onehunga Central,Auckland,Pacific Peoples,491,486,528,930,920
145100,Glendowie South,Auckland,Pacific Peoples,149,146,161,925,907
145200,Oranga,Auckland,Pacific Peoples,961,940,1028,935,914
145300,Mount Wellington North West,Auckland,Pacific Peoples,158,158,169,935,935
145400,Panmure Glen Innes Industrial,Auckland,Pacific Peoples,59,57,64,922,891
145500,Onehunga-Te Papapa Industrial,Auckland,Pacific Peoples,148,138,160,925,863
145600,Te Papapa,Auckland,Pacific Peoples,574,560,597,>950,938
145700,Stonefields East,Auckland,Pacific Peoples,35,35,34,>950,>950
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Pacific Peoples,1208,1172,1271,>950,922
145900,Penrose,Auckland,Pacific Peoples,102,98,109,936,899
146000,Mount Wellington North East,Auckland,Pacific Peoples,130,124,113,>950,>950
146100,Māngere Bridge Ambury,Counties Manukau,Pacific Peoples,606,598,655,925,913
146200,Mount Wellington Ferndale,Auckland,Pacific Peoples,594,585,625,>950,936
146300,Point England,Auckland,Pacific Peoples,1688,1639,1817,929,902
146400,Bucklands Beach North,Counties Manukau,Pacific Peoples,44,44,53,830,830
146500,Mount Wellington East,Auckland,Pacific Peoples,440,432,457,>950,945
146600,Mount Wellington West,Auckland,Pacific Peoples,551,545,573,>950,>950
146700,Panmure West,Auckland,Pacific Peoples,36,33,41,878,805
146800,Māngere Bridge,Counties Manukau,Pacific Peoples,624,610,683,914,893
146900,Oneroa East-Palm Beach,Auckland,Pacific Peoples,23,22,24,>950,917
147000,Tamaki,Auckland,Pacific Peoples,1150,1124,1231,934,913
147100,Panmure East,Auckland,Pacific Peoples,506,493,524,>950,941
147200,Mount Wellington Central,Auckland,Pacific Peoples,625,616,685,912,899
147400,Sylvia Park,Auckland,Pacific Peoples,11,10,9,>950,>950
147500,Māngere Mountain View,Counties Manukau,Pacific Peoples,1324,1288,1456,909,885
147600,Surfdale,Auckland,Pacific Peoples,32,32,35,914,914
147700,Mount Wellington Industrial,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
147800,Half Moon Bay West,Counties Manukau,Pacific Peoples,59,59,62,>950,>950
147900,Auckland Airport,Counties Manukau,Pacific Peoples,84,81,118,712,686
148000,Eastern Beach,Counties Manukau,Pacific Peoples,41,41,38,>950,>950
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Pacific Peoples,95,93,94,>950,>950
148200,Favona North,Counties Manukau,Pacific Peoples,1452,1429,1578,920,906
148300,Bucklands Beach Central,Counties Manukau,Pacific Peoples,29,29,29,>950,>950
148400,Farm Cove,Counties Manukau,Pacific Peoples,36,36,39,923,923
148500,Māngere North,Counties Manukau,Pacific Peoples,1131,1099,1230,920,893
148600,Favona West,Counties Manukau,Pacific Peoples,1822,1771,1940,939,913
148700,Ostend,Auckland,Pacific Peoples,41,41,44,932,932
148800,Half Moon Bay North East,Counties Manukau,Pacific Peoples,36,36,36,>950,>950
148900,Māngere West,Counties Manukau,Pacific Peoples,2339,2284,2556,915,894
149000,Pakuranga West,Counties Manukau,Pacific Peoples,450,440,461,>950,>950
149100,Mount Wellington South West,Auckland,Pacific Peoples,619,611,647,>950,944
149200,Sunnyhills East,Counties Manukau,Pacific Peoples,74,74,72,>950,>950
149300,Half Moon Bay South East,Counties Manukau,Pacific Peoples,137,136,152,901,895
149400,Favona East,Counties Manukau,Pacific Peoples,1952,1905,2094,932,910
149500,Mount Wellington South East,Auckland,Pacific Peoples,1144,1121,1232,929,910
149600,Ōtāhuhu Industrial,Counties Manukau,Pacific Peoples,9,9,9,>950,>950
149700,Bucklands Beach South,Counties Manukau,Pacific Peoples,90,90,102,882,882
149800,Pakuranga Central,Counties Manukau,Pacific Peoples,325,321,349,931,920
149900,Āwhitu,Counties Manukau,Pacific Peoples,44,44,52,846,846
150000,Harania North,Counties Manukau,Pacific Peoples,2551,2466,2705,943,912
150100,Ōtāhuhu Central,Auckland,Pacific Peoples,594,576,595,>950,>950
150200,Māngere Central,Counties Manukau,Pacific Peoples,2003,1949,2159,928,903
150300,Ōtāhuhu North,Auckland,Pacific Peoples,1629,1587,1655,>950,>950
150400,Howick West,Counties Manukau,Pacific Peoples,130,127,129,>950,>950
150500,Pakuranga Heights North West,Counties Manukau,Pacific Peoples,197,190,218,904,872
150600,Mellons Bay,Counties Manukau,Pacific Peoples,36,36,44,818,818
150700,Pakuranga Heights East,Counties Manukau,Pacific Peoples,219,215,215,>950,>950
150800,Sutton Park,Counties Manukau,Pacific Peoples,2294,2252,2446,938,921
150900,Ōtāhuhu East,Auckland,Pacific Peoples,852,836,905,941,924
151000,Māngere South,Counties Manukau,Pacific Peoples,1742,1702,1907,913,893
151100,Onetangi,Auckland,Pacific Peoples,19,18,25,760,720
151200,Harania South,Counties Manukau,Pacific Peoples,1790,1744,1878,>950,929
151300,Highland Park (Auckland),Counties Manukau,Pacific Peoples,174,170,176,>950,>950
151400,Ōtāhuhu South West,Auckland,Pacific Peoples,1455,1424,1517,>950,939
151500,Pakuranga Heights South West,Counties Manukau,Pacific Peoples,343,338,347,>950,>950
151600,Māngere Mascot,Counties Manukau,Pacific Peoples,2135,2082,2294,931,908
151700,Waiheke East,Auckland,Pacific Peoples,26,26,24,>950,>950
151800,Massey Road West,Counties Manukau,Pacific Peoples,1953,1898,2098,931,905
151900,Ōtāhuhu South,Auckland,Pacific Peoples,1368,1344,1429,>950,941
152000,Howick Central,Counties Manukau,Pacific Peoples,118,116,123,>950,943
152100,Massey Road North,Counties Manukau,Pacific Peoples,1435,1411,1523,942,926
152200,Botany Downs West,Counties Manukau,Pacific Peoples,112,111,112,>950,>950
152300,East Tamaki,Counties Manukau,Pacific Peoples,36,34,37,>950,919
152400,Howick East,Counties Manukau,Pacific Peoples,79,75,83,>950,904
152500,Burswood,Counties Manukau,Pacific Peoples,85,84,89,>950,944
152600,Massey Road South,Counties Manukau,Pacific Peoples,986,972,1040,948,935
152700,Middlemore,Counties Manukau,Pacific Peoples,masked,masked,masked,>950,>950
152800,Māngere South East,Counties Manukau,Pacific Peoples,1788,1758,1906,938,922
152900,Botany Downs East,Counties Manukau,Pacific Peoples,72,67,71,>950,944
153000,Grange,Counties Manukau,Pacific Peoples,1094,1065,1147,>950,929
153100,Golflands,Counties Manukau,Pacific Peoples,64,64,65,>950,>950
153200,Aorere North,Counties Manukau,Pacific Peoples,780,756,826,944,915
153300,Māngere East,Counties Manukau,Pacific Peoples,1493,1476,1553,>950,>950
153400,Cockle Bay,Counties Manukau,Pacific Peoples,75,73,74,>950,>950
153500,Ōtara West,Counties Manukau,Pacific Peoples,1772,1725,1953,907,883
153600,Aorere Central,Counties Manukau,Pacific Peoples,965,944,1031,936,916
153700,Northpark North,Counties Manukau,Pacific Peoples,68,66,73,932,904
153800,Somerville,Counties Manukau,Pacific Peoples,87,87,92,946,946
153900,Northpark South,Counties Manukau,Pacific Peoples,68,67,64,>950,>950
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,1325,1297,1386,>950,936
154100,Dingwall,Counties Manukau,Pacific Peoples,721,712,746,>950,>950
154200,Aorere South,Counties Manukau,Pacific Peoples,1785,1765,1877,>950,940
154300,Shelly Park,Counties Manukau,Pacific Peoples,50,50,52,>950,>950
154400,Ōtara Central,Counties Manukau,Pacific Peoples,1508,1465,1678,899,873
154500,Huntington Park,Counties Manukau,Pacific Peoples,77,77,77,>950,>950
154600,Botany Central,Counties Manukau,Pacific Peoples,masked,masked,masked,masked,masked
154700,Botany North,Counties Manukau,Pacific Peoples,73,71,72,>950,>950
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,1484,1456,1570,945,927
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,1074,1060,1100,>950,>950
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,56,56,58,>950,>950
155100,Ōtara East,Counties Manukau,Pacific Peoples,2200,2136,2345,938,911
155200,Redcastle,Counties Manukau,Pacific Peoples,182,179,197,924,909
155300,Botany East,Counties Manukau,Pacific Peoples,63,63,67,940,940
155400,Botany South,Counties Manukau,Pacific Peoples,103,101,99,>950,>950
155500,Manukau Central,Counties Manukau,Pacific Peoples,260,253,278,935,910
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,1218,1199,1293,942,927
155700,Ōtara South,Counties Manukau,Pacific Peoples,2185,2128,2416,904,881
155800,Ferguson,Counties Manukau,Pacific Peoples,2530,2455,2744,922,895
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,1289,1264,1330,>950,>950
156000,Botany Junction,Counties Manukau,Pacific Peoples,21,21,25,840,840
156100,Dannemora North,Counties Manukau,Pacific Peoples,109,109,118,924,924
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,881,869,899,>950,>950
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,90,90,95,947,947
156400,Te Puru,Counties Manukau,Pacific Peoples,72,72,75,>950,>950
156500,Puhinui North,Counties Manukau,Pacific Peoples,903,896,918,>950,>950
156600,Dannemora South,Counties Manukau,Pacific Peoples,195,193,198,>950,>950
156700,Puhinui South,Counties Manukau,Pacific Peoples,676,660,689,>950,>950
156800,Rongomai West,Counties Manukau,Pacific Peoples,1368,1321,1515,903,872
156900,Baverstock,Counties Manukau,Pacific Peoples,378,371,371,>950,>950
157000,Puhinui East,Counties Manukau,Pacific Peoples,649,641,677,>950,947
157100,Turanga,Counties Manukau,Pacific Peoples,54,54,60,900,900
157200,Rongomai East,Counties Manukau,Pacific Peoples,1059,1039,1175,901,884
157300,Ormiston North,Counties Manukau,Pacific Peoples,200,199,200,>950,>950
157400,Maraetai,Counties Manukau,Pacific Peoples,39,39,32,>950,>950
157500,Chapel Downs,Counties Manukau,Pacific Peoples,793,775,833,>950,930
157600,Wiri West,Counties Manukau,Pacific Peoples,171,162,182,940,890
157700,Clover Park North,Counties Manukau,Pacific Peoples,2307,2276,2529,912,900
157800,Mission Heights North,Counties Manukau,Pacific Peoples,231,225,237,>950,949
157900,Clover Park South,Counties Manukau,Pacific Peoples,1273,1246,1346,946,926
158000,Donegal Park,Counties Manukau,Pacific Peoples,625,608,639,>950,>950
158100,Ormiston South,Counties Manukau,Pacific Peoples,628,620,628,>950,>950
158200,Mission Heights South,Counties Manukau,Pacific Peoples,313,307,313,>950,>950
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,709,697,752,943,927
158400,Wiri East,Counties Manukau,Pacific Peoples,1521,1472,1703,893,864
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,906,896,939,>950,>950
158600,Ormiston East,Counties Manukau,Pacific Peoples,330,324,322,>950,>950
158700,Clendon Park North,Counties Manukau,Pacific Peoples,1261,1224,1363,925,898
158800,Burbank,Counties Manukau,Pacific Peoples,1552,1508,1651,940,913
158900,Tuscany Heights,Counties Manukau,Pacific Peoples,90,90,99,909,909
159000,Totara Heights,Counties Manukau,Pacific Peoples,558,551,581,>950,948
159100,Homai East,Counties Manukau,Pacific Peoples,910,890,996,914,894
159200,Homai West,Counties Manukau,Pacific Peoples,1626,1587,1761,923,901
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,401,400,439,913,911
159400,Clarks Beach,Counties Manukau,Pacific Peoples,55,53,53,>950,>950
159500,Clendon Park West,Counties Manukau,Pacific Peoples,1254,1230,1311,>950,938
159600,Hillpark North,Counties Manukau,Pacific Peoples,425,411,432,>950,>950
159700,Clendon Park East,Counties Manukau,Pacific Peoples,990,968,1023,>950,946
159800,Karaka Creek,Counties Manukau,Pacific Peoples,24,24,23,>950,>950
159900,Rowandale West,Counties Manukau,Pacific Peoples,1385,1347,1469,943,917
160000,Rowandale East,Counties Manukau,Pacific Peoples,1325,1296,1394,>950,930
160100,Manurewa Central,Counties Manukau,Pacific Peoples,889,869,942,944,923
160200,Weymouth North,Counties Manukau,Pacific Peoples,1609,1574,1693,>950,930
160300,Hillpark South,Counties Manukau,Pacific Peoples,495,488,538,920,907
160400,Alfriston,Counties Manukau,Pacific Peoples,533,525,569,937,923
160500,Weymouth East,Counties Manukau,Pacific Peoples,1275,1253,1367,933,917
160600,Leabank,Counties Manukau,Pacific Peoples,1339,1302,1434,934,908
160700,Weymouth South,Counties Manukau,Pacific Peoples,1013,994,1109,913,896
160800,Manurewa East,Counties Manukau,Pacific Peoples,858,842,884,>950,>950
160900,Manurewa South,Counties Manukau,Pacific Peoples,1118,1091,1196,935,912
161000,Randwick Park East,Counties Manukau,Pacific Peoples,512,507,536,>950,946
161100,Wattle Downs West,Counties Manukau,Pacific Peoples,385,380,395,>950,>950
161200,Wattle Downs North,Counties Manukau,Pacific Peoples,769,750,829,928,905
161300,Randwick Park West,Counties Manukau,Pacific Peoples,1112,1088,1216,914,895
161400,Kingseat-Karaka,Counties Manukau,Pacific Peoples,78,77,73,>950,>950
161500,Wattle Downs East,Counties Manukau,Pacific Peoples,279,275,291,>950,945
161600,Takanini North,Counties Manukau,Pacific Peoples,337,328,370,911,886
161700,Takanini Industrial,Counties Manukau,Pacific Peoples,masked,masked,masked,>950,>950
161800,Conifer Grove West,Counties Manukau,Pacific Peoples,172,168,187,920,898
161900,Conifer Grove East,Counties Manukau,Pacific Peoples,313,301,362,865,831
162000,Takanini West,Counties Manukau,Pacific Peoples,461,444,481,>950,923
162100,Takanini South,Counties Manukau,Pacific Peoples,651,645,649,>950,>950
162200,Takanini Central,Counties Manukau,Pacific Peoples,118,117,113,>950,>950
162300,Ardmore,Counties Manukau,Pacific Peoples,47,45,47,>950,>950
162400,Glenbrook,Counties Manukau,Pacific Peoples,95,92,100,950,920
162500,Hingaia,Counties Manukau,Pacific Peoples,102,100,103,>950,>950
162600,Takanini South East,Counties Manukau,Pacific Peoples,391,380,385,>950,>950
162700,Kawakawa Bay-Orere,Counties Manukau,Pacific Peoples,26,25,26,>950,>950
162800,Papakura West,Counties Manukau,Pacific Peoples,180,178,192,938,927
162900,Clevedon,Counties Manukau,Pacific Peoples,24,24,25,>950,>950
163000,Papakura North,Counties Manukau,Pacific Peoples,498,488,521,>950,937
163100,Pahurehure,Counties Manukau,Pacific Peoples,221,217,225,>950,>950
163200,Papakura Central,Counties Manukau,Pacific Peoples,337,327,368,916,889
163300,Papakura North East,Counties Manukau,Pacific Peoples,521,511,530,>950,>950
163400,Karaka Lakes,Counties Manukau,Pacific Peoples,120,119,125,>950,>950
163500,Papakura Kelvin,Counties Manukau,Pacific Peoples,824,803,845,>950,>950
163600,Papakura Massey Park,Counties Manukau,Pacific Peoples,492,481,529,930,909
163700,Rosehill,Counties Manukau,Pacific Peoples,523,517,546,>950,947
163800,Patumahoe,Counties Manukau,Pacific Peoples,45,44,41,>950,>950
163900,Papakura East,Counties Manukau,Pacific Peoples,614,603,646,>950,933
164000,Ōpaheke,Counties Manukau,Pacific Peoples,240,234,253,949,925
164100,Papakura Industrial,Counties Manukau,Pacific Peoples,46,46,44,>950,>950
164200,Red Hill,Counties Manukau,Pacific Peoples,416,402,425,>950,946
164300,Drury,Counties Manukau,Pacific Peoples,85,81,95,895,853
164400,Tamakae,Counties Manukau,Pacific Peoples,59,57,58,>950,>950
164500,Hamilton Estate,Counties Manukau,Pacific Peoples,74,70,68,>950,>950
164600,Drury Rural,Counties Manukau,Pacific Peoples,78,75,84,929,893
164700,Waiuku Central,Counties Manukau,Pacific Peoples,33,33,38,868,868
164800,Waiuku East,Counties Manukau,Pacific Peoples,52,52,60,867,867
164900,Kendallvale,Counties Manukau,Pacific Peoples,19,18,19,>950,947
165000,Puni,Counties Manukau,Pacific Peoples,101,99,94,>950,>950
165100,Ramarama,Counties Manukau,Pacific Peoples,58,58,61,>950,>950
165200,Hunua,Counties Manukau,Pacific Peoples,27,27,31,871,871
165300,Pukekohe North West,Counties Manukau,Pacific Peoples,472,464,475,>950,>950
165400,Anselmi Ridge,Counties Manukau,Pacific Peoples,67,65,64,>950,>950
165500,Pukekohe West,Counties Manukau,Pacific Peoples,508,491,501,>950,>950
165600,Cape Hill,Counties Manukau,Pacific Peoples,53,52,49,>950,>950
165700,Rosa Birch Park,Counties Manukau,Pacific Peoples,54,53,54,>950,>950
165800,Rooseville Park,Counties Manukau,Pacific Peoples,78,75,78,>950,>950
165900,Cloverlea (Auckland),Counties Manukau,Pacific Peoples,58,58,60,>950,>950
166000,Pukekohe Central,Counties Manukau,Pacific Peoples,34,32,36,944,889
166100,Pukekohe Hospital,Counties Manukau,Pacific Peoples,45,45,49,918,918
166200,Buckland,Counties Manukau,Pacific Peoples,40,40,41,>950,>950
166300,Bombay Hills,Counties Manukau,Pacific Peoples,48,48,53,906,906
166400,Ararimu,Counties Manukau,Pacific Peoples,33,33,30,>950,>950
166500,Colville,Waikato,Pacific Peoples,13,13,19,684,684
166600,Islands Thames-Coromandel District,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
166700,Coromandel,Waikato,Pacific Peoples,13,13,18,722,722
166900,Mercury Bay North,Waikato,Pacific Peoples,16,16,15,>950,>950
167000,Whitianga North,Waikato,Pacific Peoples,14,14,17,824,824
167100,Whitianga South,Waikato,Pacific Peoples,41,40,50,820,800
167200,Thames Coast,Waikato,Pacific Peoples,14,14,15,933,933
167300,Cooks Beach-Ferry Landing,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
167400,Mercury Bay South,Waikato,Pacific Peoples,8,8,7,>950,>950
167500,Kauaeranga,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
167600,Thames North,Waikato,Pacific Peoples,31,31,33,939,939
167700,Thames Central,Waikato,Pacific Peoples,13,13,16,813,813
167800,Thames South,Waikato,Pacific Peoples,43,41,48,896,854
167900,Hikuai,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
168000,Totora-Kopu,Waikato,Pacific Peoples,masked,masked,masked,833,833
168100,Tairua,Waikato,Pacific Peoples,17,17,18,944,944
168200,Pauanui,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
168300,Matatoki-Puriri,Waikato,Pacific Peoples,7,7,7,>950,>950
168400,Whangamatā Rural,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
168500,Whangamatā,Waikato,Pacific Peoples,27,25,33,818,758
168600,Miranda-Pūkorokoro,Counties Manukau,Pacific Peoples,15,15,17,882,882
168700,Hauraki Plains North,Waikato,Pacific Peoples,9,9,12,750,750
168800,Hauraki Plains East,Waikato,Pacific Peoples,masked,masked,masked,833,833
168900,Ngatea,Waikato,Pacific Peoples,16,16,15,>950,>950
169000,Hauraki Plains South,Waikato,Pacific Peoples,11,11,12,917,917
169100,Paeroa Rural,Waikato,Pacific Peoples,13,13,14,929,929
169200,Paeroa,Waikato,Pacific Peoples,71,68,77,922,883
169300,Waihi Rural,Waikato,Pacific Peoples,35,35,36,>950,>950
169400,Waihi North,Waikato,Pacific Peoples,22,22,29,759,759
169500,Waihi East,Waikato,Pacific Peoples,21,17,27,778,630
169600,Waihi South,Waikato,Pacific Peoples,30,28,33,909,848
169700,Aka Aka,Counties Manukau,Pacific Peoples,36,36,40,900,900
169800,Mangatangi,Counties Manukau,Pacific Peoples,48,48,27,>950,>950
169900,Tuakau Rural,Counties Manukau,Pacific Peoples,67,67,61,>950,>950
170000,Tuakau North,Counties Manukau,Pacific Peoples,142,139,134,>950,>950
170100,Onewhero,Counties Manukau,Pacific Peoples,41,41,43,>950,>950
170200,Pōkeno Rural,Counties Manukau,Pacific Peoples,34,34,31,>950,>950
170300,Tuakau South,Counties Manukau,Pacific Peoples,126,119,114,>950,>950
170400,Port Waikato-Waikaretu,Counties Manukau,Pacific Peoples,21,21,24,875,875
170500,Pōkeno,Counties Manukau,Pacific Peoples,263,261,267,>950,>950
170600,Pukekawa,Counties Manukau,Pacific Peoples,18,17,20,900,850
170700,Maramarua,Waikato,Pacific Peoples,48,46,46,>950,>950
170800,Rangiriri,Waikato,Pacific Peoples,31,31,29,>950,>950
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
170900,Te Ākau,Waikato,Pacific Peoples,masked,masked,masked,>950,667
171100,Te Kauwhata,Waikato,Pacific Peoples,55,55,53,>950,>950
171200,Huntly Rural,Waikato,Pacific Peoples,23,23,26,885,885
171300,Waerenga,Waikato,Pacific Peoples,10,10,9,>950,>950
171400,Huntly West,Waikato,Pacific Peoples,111,106,117,949,906
171500,Huntly East,Waikato,Pacific Peoples,281,275,294,>950,935
171600,Raglan,Waikato,Pacific Peoples,29,29,29,>950,>950
171700,Whitikahu,Waikato,Pacific Peoples,17,17,16,>950,>950
171800,Te Uku,Waikato,Pacific Peoples,18,18,19,947,947
171900,Taupiri-Lake Kainui,Waikato,Pacific Peoples,36,35,35,>950,>950
172000,Ngāruawāhia North,Waikato,Pacific Peoples,39,38,37,>950,>950
172100,Ngāruawāhia Central,Waikato,Pacific Peoples,80,76,77,>950,>950
172200,Ngāruawāhia South,Waikato,Pacific Peoples,36,34,35,>950,>950
172300,Kainui-Gordonton,Waikato,Pacific Peoples,14,14,13,>950,>950
172400,Te Kowhai,Waikato,Pacific Peoples,15,15,16,938,938
172500,Whatawhata West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
172600,Horotiu,Waikato,Pacific Peoples,13,13,14,929,929
172700,Horsham Downs,Waikato,Pacific Peoples,masked,masked,8,750,750
172800,Whatawhata East,Waikato,Pacific Peoples,36,35,31,>950,>950
172900,Rotokauri,Waikato,Pacific Peoples,masked,masked,9,667,667
173000,Hamilton Park,Waikato,Pacific Peoples,9,9,10,900,900
173100,Eureka-Tauwhare,Waikato,Pacific Peoples,15,15,15,>950,>950
173200,Tamahere North,Waikato,Pacific Peoples,31,29,32,>950,906
173300,Pukemoremore,Waikato,Pacific Peoples,20,20,23,870,870
173400,Tamahere South,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
173500,Tahuna-Mangateparu,Waikato,Pacific Peoples,10,9,11,909,818
173600,Mangaiti,Waikato,Pacific Peoples,11,11,11,>950,>950
173700,Tatuanui,Waikato,Pacific Peoples,masked,masked,masked,>950,>950
173800,Tahuroa,Waikato,Pacific Peoples,10,10,10,>950,>950
