sa2_code,sa2_name,dhb,booster_count,eligible_booster_pop,booster_uptake
Unknown,NA,NA,6053,11979,505
100100,North Cape,Northland,438,701,625
100200,Rangaunu Harbour,Northland,402,803,501
100400,Karikari Peninsula,Northland,236,423,558
100500,Tangonge,Northland,250,450,556
100600,Ahipara,Northland,240,422,569
100700,Kaitaia East,Northland,451,942,479
100800,Kaitaia West,Northland,618,1340,461
100900,Rangitihi,Northland,146,301,485
101000,Oruru-Parapara,Northland,94,200,470
101100,Taumarumaru,Northland,256,452,566
101200,Herekino-Takahue,Northland,149,309,482
101300,Peria,Northland,116,237,489
101400,Taemaro-Oruaiti,Northland,112,209,536
101500,Whakapaku,Northland,97,186,522
101600,Hokianga North,Northland,333,509,654
101700,Kohukohu-Broadwood,Northland,158,272,581
101800,Whakarara,Northland,270,428,631
101900,Kaeo,Northland,191,332,575
102000,Omahuta Forest-Horeke,Northland,211,397,531
102100,Hokianga South,Northland,286,471,607
102200,Lake Manuwai-Kapiro,Northland,92,181,508
102300,?kaihau,Northland,118,235,502
102400,Rangitane-Purerua,Northland,156,282,553
102500,Waipapa,Northland,42,91,462
102600,Puketotara,Northland,101,175,577
102700,Waim? Forest,Northland,261,523,499
102800,Riverview,Northland,112,202,554
102900,Waipoua Forest,Northland,307,474,648
103000,Kerikeri Central,Northland,172,369,466
103100,Kerikeri South,Northland,112,190,589
103200,?haeawai-Waimate North,Northland,183,322,568
103300,Puketona-Waitangi,Northland,135,220,614
103400,Ngapuhi,Northland,354,696,509
103500,Kaikohe,Northland,949,1913,496
103600,Pakaraka,Northland,64,120,533
103700,Haruru,Northland,94,173,543
103800,Russell,Northland,80,111,721
103900,Paihia,Northland,179,357,501
104000,Mataraua Forest,Northland,110,223,493
104100,Matawaia-Taumarere,Northland,279,573,487
104200,Russell Peninsula,Northland,43,57,754
104300,Opua (Far North District),Northland,73,130,562
104400,Russell Forest-Rawhiti,Northland,191,321,595
104500,Moerewa,Northland,429,863,497
104600,Kawakawa,Northland,302,604,500
104700,Maromaku,Northland,92,178,517
104800,Mangakahia-H?kerenui,Northland,233,474,492
104900,Whangaruru,Northland,276,512,539
105100,Matarau,Northland,157,301,522
105200,Hikurangi,Northland,176,345,510
105300,Kauri,Northland,112,191,586
105400,Maungatapere,Northland,210,360,583
105500,Kamo West,Northland,196,335,585
105600,Matapouri-Tutukaka,Northland,107,181,591
105700,Kiripaka,Northland,79,155,510
105800,Kamo East,Northland,325,729,446
105900,Granfield Reserve,Northland,199,382,521
106000,Kamo Central,Northland,172,335,513
106100,Whau Valley,Northland,258,477,541
106200,Tikipunga North,Northland,374,743,503
106300,Pukenui,Northland,97,146,664
106400,Otangarei,Northland,402,888,453
106500,Tikipunga South,Northland,489,954,513
106600,Kensington (Whangarei District),Northland,313,568,551
106700,Abbey Caves-Glenbervie,Northland,65,110,591
106800,Mairtown,Northland,275,424,649
106900,Maunu-Horahora,Northland,236,411,574
107000,Woodhill-Vinetown,Northland,301,524,574
107100,Whang?rei Central,Northland,121,212,571
107200,Riverside,Northland,177,337,525
107300,Raumanga,Northland,456,1047,436
107400,Tarewa,Northland,327,697,469
107500,Morningside (Whangarei District),Northland,307,596,515
107600,Ngunguru,Northland,72,120,600
107700,Otaika-Portland,Northland,132,216,611
107800,Oakleigh-Mangapai,Northland,109,193,565
107900,Port-Limeburners,Northland,Masked,Masked,Masked
108000,Pataua,Northland,68,148,459
108100,Onerahi Park,Northland,124,209,593
108200,Sherwood Rise,Northland,244,490,498
108300,Onerahi,Northland,197,416,474
108400,Inlet Whang?rei Harbour,Northland,Masked,Masked,Masked
108500,Parua Bay,Northland,153,234,654
108600,Bream Bay,Northland,136,258,527
108700,Marsden Bay,Northland,146,252,579
108800,Ruak?k?,Northland,256,495,517
108900,Bream Head,Northland,62,87,713
109000,Waipu,Northland,138,236,585
109100,Kaipara Coastal,Northland,287,574,500
109200,Maungaru,Northland,101,206,490
109300,Dargaville,Northland,408,936,436
109400,Ruawai-Matakohe,Northland,187,333,562
109500,Otamatea (Kaipara District),Northland,69,131,527
109600,Maungaturoto,Northland,71,147,483
109700,Kaiwaka,Northland,134,284,472
109800,Mangawhai Rural,Northland,65,124,524
109900,Mangawhai Heads,Northland,69,119,580
110100,Mangawhai,Northland,36,59,610
110200,Okahukura Peninsula,Waitemata,52,132,394
110400,Cape Rodney,Waitemata,160,287,557
110500,Wellsford,Waitemata,88,210,419
110700,South Head,Waitemata,154,300,513
110800,Kaipara Hills,Waitemata,94,196,480
110900,Dome Valley-Matakana,Waitemata,31,59,525
111100,Warkworth West,Waitemata,61,119,513
