"sa2_code","sa2_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","masked","masked","2860",">950",">950"
"100100","North Cape","Northland","20 or less","20 or less","masked","800","750"
"100200","Rangaunu Harbour","Northland","30","27","36","833","750"
"100400","Karikari Peninsula","Northland","20 or less","20 or less","masked","800","720"
"100500","Tangonge","Northland","20 or less","20 or less","masked","867","800"
"100600","Ahipara","Northland","20 or less","20 or less","masked","870","783"
"100700","Kaitaia East","Northland","masked","43","53",">950","811"
"100800","Kaitaia West","Northland","89","81","101","881","802"
"100900","Rangitihi","Northland","20 or less","20 or less","masked",">950",">950"
"101000","Oruru-Parapara","Northland","20 or less","20 or less","masked","538","385"
"101100","Taumarumaru","Northland","35","32","38","921","842"
"101200","Herekino-Takahue","Northland","20 or less","20 or less","masked","909","909"
"101300","Peria","Northland","20 or less","20 or less","masked","867","867"
"101400","Taemaro-Oruaiti","Northland","20 or less","20 or less","masked","750","688"
"101500","Whakapaku","Northland","20 or less","20 or less","masked","714","429"
"101600","Hokianga North","Northland","20 or less","20 or less","masked","667","583"
"101700","Kohukohu-Broadwood","Northland","20 or less","20 or less","masked","636","455"
"101800","Whakarara","Northland","20 or less","20 or less","masked","692","615"
"101900","Kaeo","Northland","20 or less","20 or less","masked","632","579"
"102000","Omahuta Forest-Horeke","Northland","20 or less","20 or less","masked","778","667"
"102100","Hokianga South","Northland","20 or less","20 or less","masked","750","625"
"102200","Lake Manuwai-Kapiro","Northland","masked","masked","28",">950",">950"
"102300","Okaihau","Northland","31","31","35","886","886"
"102400","Rangitane-Purerua","Northland","20 or less","20 or less","masked","947","842"
"102500","Waipapa","Northland","20 or less","20 or less","masked","600","400"
"102600","Puketotara","Northland","masked","masked","32",">950",">950"
"102700","Waima Forest","Northland","20 or less","20 or less","masked","588","529"
"102800","Riverview","Northland","20 or less","20 or less","masked","870","739"
"102900","Waipoua Forest","Northland","20 or less","20 or less","masked","706","706"
"103000","Kerikeri Central","Northland","masked","masked","58",">950",">950"
"103100","Kerikeri South","Northland","26","21","36","722","583"
"103200","Ohaeawai-Waimate North","Northland","20 or less","20 or less","masked","875","812"
"103300","Puketona-Waitangi","Northland","20 or less","20 or less","masked",">950",">950"
"103400","Ngapuhi","Northland","20 or less","20 or less","masked","842","789"
"103500","Kaikohe","Northland","81","70","103","786","680"
"103600","Pakaraka","Northland","20 or less","20 or less","masked",">950",">950"
"103700","Haruru","Northland","20 or less","20 or less","masked","941","882"
"103800","Russell","Northland","20 or less","20 or less","masked",">950",">950"
"103900","Paihia","Northland","masked","23","26",">950","885"
"104000","Mataraua Forest","Northland","20 or less","20 or less","masked","667","444"
"104100","Matawaia-Taumarere","Northland","20 or less","20 or less","masked","524","476"
"104200","Russell Peninsula","Northland","20 or less","20 or less","masked",">950","750"
"104300","Opua (Far North District)","Northland","20 or less","20 or less","masked","857","714"
"104400","Russell Forest-Rawhiti","Northland","20 or less","20 or less","masked","667","444"
"104500","Moerewa","Northland","27","23","35","771","657"
"104600","Kawakawa","Northland","30","28","33","909","848"
"104700","Maromaku","Northland","20 or less","20 or less","masked","556","556"
"104800","Mangakahia-Hukerenui","Northland","20 or less","20 or less","masked","688","625"
"104900","Whangaruru","Northland","27","25","31","871","806"
"105100","Matarau","Northland","masked","22","26",">950","846"
"105200","Hikurangi","Northland","masked","20 or less","masked",">950","739"
"105300","Kauri","Northland","20 or less","20 or less","masked","889","722"
"105400","Maungatapere","Northland","20 or less","20 or less","masked","905","810"
"105500","Kamo West","Northland","25","20 or less","masked","862","655"
"105600","Matapouri-Tutukaka","Northland","20 or less","20 or less","masked","950","900"
"105700","Kiripaka","Northland","20 or less","20 or less","masked","769","769"
"105800","Kamo East","Northland","85","81","101","842","802"
"105900","Granfield Reserve","Northland","35","30","40","875","750"
"106000","Kamo Central","Northland","masked","masked","30",">950",">950"
"106100","Whau Valley","Northland","masked","34","40",">950","850"
"106200","Tikipunga North","Northland","59","46","73","808","630"
"106300","Pukenui","Northland","20 or less","20 or less","masked",">950",">950"
"106400","Otangarei","Northland","38","34","53","717","642"
"106500","Tikipunga South","Northland","73","64","80","912","800"
"106600","Kensington (Whangarei District)","Northland","masked","54","57",">950","947"
"106700","Abbey Caves-Glenbervie","Northland","20 or less","20 or less","masked","882","824"
"106800","Mairtown","Northland","45","41","57","789","719"
"106900","Maunu-Horahora","Northland","30","27","40","750","675"
"107000","Woodhill-Vinetown","Northland","75","69","83","904","831"
"107100","Whangarei Central","Northland","masked","masked","25",">950",">950"
"107200","Riverside","Northland","40","36","44","909","818"
"107300","Raumanga","Northland","82","67","91","901","736"
"107400","Tarewa","Northland","masked","34","38",">950","895"
"107500","Morningside (Whangarei District)","Northland","43","41","52","827","788"
"107600","Ngunguru","Northland","20 or less","20 or less","masked",">950",">950"
"107700","Otaika-Portland","Northland","20 or less","20 or less","masked","688","688"
"107800","Oakleigh-Mangapai","Northland","20 or less","20 or less","masked",">950",">950"
"108000","Pataua","Northland","20 or less","20 or less","masked","857","786"
"108100","Onerahi Park","Northland","27","24","36","750","667"
"108200","Sherwood Rise","Northland","masked","40","46",">950","870"
"108300","Onerahi","Northland","41","33","51","804","647"
"108400","Inlet Whangarei Harbour","Northland","20 or less","20 or less","masked",">950",">950"
"108500","Parua Bay","Northland","masked","masked","25",">950",">950"
"108600","Bream Bay","Northland","masked","21","24",">950","875"
"108700","Marsden Bay","Northland","25","23","29","862","793"
"108800","Ruakaka","Northland","46","42","53","868","792"
"108900","Bream Head","Northland","20 or less","20 or less","masked","778","778"
"109000","Waipu","Northland","33","27","39","846","692"
"109100","Kaipara Coastal","Northland","37","28","46","804","609"
"109200","Maungaru","Northland","masked","masked","22",">950",">950"
"109300","Dargaville","Northland","177","161","204","868","789"
"109400","Ruawai-Matakohe","Northland","26","20 or less","masked","867","633"
"109500","Otamatea (Kaipara District)","Northland","20 or less","20 or less","masked","632","474"
"109600","Maungaturoto","Northland","20 or less","20 or less","masked","824","706"
"109700","Kaiwaka","Northland","masked","25","27",">950","926"
"109800","Mangawhai Rural","Northland","29","25","34","853","735"
"109900","Mangawhai Heads","Northland","33","31","35","943","886"
"110100","Mangawhai","Northland","20 or less","20 or less","masked","923","769"
"110200","Okahukura Peninsula","Waitemata","22","22","25","880","880"
"110400","Cape Rodney","Waitemata","40","39","50","800","780"
"110500","Wellsford","Waitemata","54","52","63","857","825"
"110700","South Head","Waitemata","39","35","51","765","686"
"110800","Kaipara Hills","Waitemata","20 or less","20 or less","masked",">950",">950"
"110900","Dome Valley-Matakana","Waitemata","masked","masked","23",">950",">950"
"111100","Warkworth West","Waitemata","masked","masked","92",">950",">950"
"111200","Puhoi Valley","Waitemata","masked","masked","56",">950",">950"
"111300","Warkworth East","Waitemata","masked","masked","161",">950",">950"
"111400","Sandspit","Waitemata","20 or less","20 or less","masked",">950",">950"
"111500","Tawharanui Peninsula","Waitemata","masked","masked","31",">950",">950"
"111600","Te Kuru","Waitemata","masked","20 or less","masked",">950","692"
"111700","Snells Beach","Waitemata","masked","95","104",">950","913"
"111800","Barrier Islands","Auckland","20 or less","20 or less","masked","556","444"
"111900","Algies Bay-Scotts Landing","Waitemata","20 or less","20 or less","masked","867","733"
"112100","Wainui-Waiwera","Waitemata","20 or less","20 or less","masked","824","824"
"112200","Parakai","Waitemata","26","24","29","897","828"
"112300","Helensville Rural","Waitemata","35","30","39","897","769"
"112400","Helensville","Waitemata","79","74","101","782","733"
"112500","Waitoki","Waitemata","20 or less","20 or less","masked","706","647"
"112600","Waikoukou Valley","Waitemata","20 or less","20 or less","masked","818","727"
"112700","Orewa North","Waitemata","60","55","64","938","859"
"112800","Hatfields Beach","Waitemata","20 or less","20 or less","masked","857","762"
"112900","Orewa South","Waitemata","55","55","64","859","859"
"113000","Orewa Central","Waitemata","56","53","69","812","768"
"113100","Millwater North","Waitemata","27","25","33","818","758"
"113200","Waipatukahu","Waitemata","20 or less","20 or less","masked","667","583"
"113300","Millwater South","Waitemata","20 or less","20 or less","masked","818","773"
"113400","Dairy Flat North","Waitemata","27","23","31","871","742"
"113500","Dairy Flat West","Waitemata","20 or less","20 or less","masked",">950",">950"
"113600","Kingsway","Waitemata","masked","40","44",">950","909"
"113800","Silverdale Central (Auckland)","Waitemata","20 or less","20 or less","masked",">950","882"
"113900","Red Beach West","Waitemata","25","25","29","862","862"
"114000","Red Beach East","Waitemata","masked","masked","54",">950",">950"
"114100","Silverdale South (Auckland)","Waitemata","20 or less","20 or less","masked","765","647"
"114200","Waimauku","Waitemata","21","20 or less","masked","913","739"
"114400","Vipond","Waitemata","masked","masked","43",">950",">950"
"114500","Muriwai","Waitemata","20 or less","20 or less","masked","818","727"
"114600","Stanmore Bay West","Waitemata","masked","31","34",">950","912"
"114700","Kumeu Rural West","Waitemata","masked","58","66",">950","879"
"114800","Okura Bush","Waitemata","masked","20 or less","masked",">950",">950"
"114900","Whangaparoa Central","Waitemata","41","36","48","854","750"
"115000","Kumeu-Huapai","Waitemata","masked","133","144",">950","924"
