sa2_code,sa2_name,dhb,ta,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
178000,Maeroa,Waikato,Hamilton City,2791,2432,3124,893,778
178100,Dinsdale South,Waikato,Hamilton City,3062,2731,3358,912,813
178200,Fairfield (Hamilton City),Waikato,Hamilton City,3022,2544,3611,837,705
178300,Whitiora,Waikato,Hamilton City,2146,1930,2301,933,839
178400,Enderley North,Waikato,Hamilton City,1564,1285,1927,812,667
178500,Fairview Downs,Waikato,Hamilton City,2520,2237,2725,925,821
178600,Temple View,Waikato,Hamilton City,865,753,1039,833,725
178700,Swarbrick,Waikato,Hamilton City,1925,1702,2102,916,810
178800,Kahikatea,Waikato,Hamilton City,2351,2014,2719,865,741
178900,Frankton Junction ,Waikato,Hamilton City,524,457,593,884,771
179000,Kirikiriroa,Waikato,Hamilton City,masked,355,446,>950,796
179100,Enderley South,Waikato,Hamilton City,1979,1699,2273,871,747
179200,Ruakura,Waikato,Hamilton City,masked,1572,1701,>950,924
179300,Claudelands,Waikato,Hamilton City,2392,2192,2521,949,869
179400,Hamilton Central,Waikato,Hamilton City,720,644,764,942,843
179500,Hamilton Lake,Waikato,Hamilton City,masked,2711,3052,>950,888
179600,Peachgrove,Waikato,Hamilton City,2889,2640,3073,940,859
179700,Hamilton East Village,Waikato,Hamilton City,masked,2348,2685,>950,874
179800,Hamilton West,Waikato,Hamilton City,1353,1244,1432,945,869
179900,Greensboro,Waikato,Hamilton City,masked,2472,2901,>950,852
180000,Hamilton East Cook,Waikato,Hamilton City,1579,1372,1673,944,820
180100,Melville North,Waikato,Hamilton City,2303,2076,2502,920,830
180200,Hamilton East,Waikato,Hamilton City,2996,2741,3252,921,843
180300,Melville South,Waikato,Hamilton City,1719,1484,1867,921,795
180400,Deanwell,Waikato,Hamilton City,1495,1311,1687,886,777
180500,Bader,Waikato,Hamilton City,1709,1424,2065,828,690
180600,Hillcrest West (Hamilton City),Waikato,Hamilton City,masked,1868,2167,>950,862
180700,Hillcrest East (Hamilton City),Waikato,Hamilton City,masked,2140,2455,>950,872
180800,Silverdale (Hamilton City),Waikato,Hamilton City,1610,1419,1697,949,836
180900,Glenview,Waikato,Hamilton City,1686,1505,1830,921,822
181000,Resthill,Waikato,Hamilton City,1876,1732,2087,899,830
181100,Fitzroy ,Waikato,Hamilton City,2702,2488,2864,943,869
181200,Riverlea,Waikato,Hamilton City,2214,2065,2353,941,878
181300,Peacockes,Waikato,Hamilton City,241,229,269,896,851
181400,Te Pahu,Waikato,Waipa District,1001,888,1129,887,787
181500,Ngahinapouri,Waikato,Waipa District,1257,1125,1354,928,831
181600,Lake Cameron,Waikato,Waipa District,1089,1000,1156,942,865
181700,Lake Ngaroto,Waikato,Waipa District,865,782,941,919,831
181800,Kaipaki,Waikato,Waipa District,1190,1094,1327,897,824
181900,Pirongia,Waikato,Waipa District,919,855,1026,896,833
182000,Hautapu Rural,Waikato,Waipa District,553,513,600,922,855
182100,Pokuru,Waikato,Waipa District,1036,919,1168,887,787
182200,Te Rahu,Waikato,Waipa District,929,831,1019,912,816
182300,Fencourt,Waikato,Waipa District,591,538,638,926,843
182400,Hautapu,Waikato,Waipa District,497,459,525,947,874
182500,Karapiro,Waikato,Waipa District,1804,1632,1963,919,831
182600,Cambridge North,Waikato,Waipa District,masked,2012,2189,>950,919
182700,Cambridge West,Waikato,Waipa District,2017,1863,2189,921,851
182800,Cambridge East,Waikato,Waipa District,2174,2006,2369,918,847
182900,Cambridge Park-River Garden,Waikato,Waipa District,1151,1100,1238,930,889
183000,Oaklands-St Kilda,Waikato,Waipa District,1430,1355,1529,935,886
183100,Pukerimu,Waikato,Waipa District,840,778,904,929,861
183200,Cambridge Central,Waikato,Waipa District,791,730,863,917,846
183300,Te Awamutu North,Waikato,Waipa District,877,773,974,900,794
183400,Te Awamutu West,Waikato,Waipa District,1011,894,1144,884,781
183500,Leamington West,Waikato,Waipa District,1235,1142,1373,899,832
183600,Goodfellow Park,Waikato,Waipa District,1290,1151,1486,868,775
183700,Leamington South,Waikato,Waipa District,1435,1329,1558,921,853
183800,Leamington Central,Waikato,Waipa District,1825,1653,2066,883,800
183900,Leamington East,Waikato,Waipa District,1603,1473,1724,930,854
184000,Te Awamutu Stadium,Waikato,Waipa District,1428,1296,1569,910,826
184100,Te Awamutu Central,Waikato,Waipa District,343,325,389,882,835
184200,Pekerau,Waikato,Waipa District,1963,1773,2147,914,826
184300,Fraser Street,Waikato,Waipa District,1139,1062,1240,919,856
184400,Sherwin Park,Waikato,Waipa District,1470,1312,1688,871,777
184500,St Leger,Waikato,Waipa District,405,370,471,860,786
184600,Rotoorangi,Waikato,Waipa District,1205,1050,1368,881,768
184700,Tokanui,Waikato,Waipa District,279,224,352,793,636
184800,Kihikihi Central,Waikato,Waipa District,1864,1644,2156,865,763
184900,Maungatautari,Waikato,Waipa District,614,547,696,882,786
185000,Rotongata,Waikato,Waipa District,547,476,648,844,735
185200,Pirongia Forest,Waikato,Otorohanga District,667,591,827,807,715
185300,Honikiwi,Waikato,Otorohanga District,1050,908,1240,847,732
185400,Te Kawa,Waikato,Otorohanga District,748,648,882,848,735
185500,Otorohanga,Waikato,Otorohanga District,2236,1907,2635,849,724
185600,Maihiihi,Waikato,Otorohanga District,1229,1035,1434,857,722
185700,Puniu,Waikato,Otorohanga District,762,651,928,821,702
185800,Tirau,Waikato,South Waikato District,1596,1379,1907,837,723
185900,Putararu Rural,Waikato,South Waikato District,1574,1333,1901,828,701
186000,Putararu,Waikato,South Waikato District,3069,2611,3632,845,719
186100,Kinleith,Waikato,South Waikato District,969,803,1116,868,720
186200,Paraonui,Waikato,South Waikato District,1299,1143,1488,873,768
186300,Parkdale,Waikato,South Waikato District,554,467,713,777,655
186400,Matarawa,Waikato,South Waikato District,1467,1179,1829,802,645
186500,Stanley Park,Waikato,South Waikato District,1468,1187,1861,789,638
186600,Strathmore (South Waikato District),Waikato,South Waikato District,1501,1214,1954,768,621
186700,Tokoroa Central,Waikato,South Waikato District,712,561,907,785,619
186800,Moananui,Waikato,South Waikato District,1927,1590,2360,817,674
187000,Herangi,Waikato,Waitomo District,665,588,794,838,741
187100,Hangatiki,Waikato,Waitomo District,897,768,1062,845,723
187200,Aria,Waikato,Waitomo District,875,741,1038,843,714
187300,Te Kuiti West,Waikato,Waitomo District,1885,1603,2228,846,719
187400,Te Kuiti East,Waikato,Waitomo District,1319,1074,1650,799,651
187500,Waipa Valley,Waikato,Waitomo District,887,757,988,898,766
187600,Tiroa,Waikato,Waitomo District,30,27,39,769,692
187700,Marotiri,Lakes,Taupo District,1531,1260,1911,801,659
187800,Ohakuri,Lakes,Taupo District,1289,1098,1556,828,706
187900,Lake Taupo Bays,Lakes,Taupo District,1113,975,1356,821,719
188000,Mapara,Lakes,Taupo District,1649,1478,1858,888,795
188200,Wairakei-Broadlands,Lakes,Taupo District,748,655,941,795,696
188300,Acacia Bay,Lakes,Taupo District,1395,1267,1552,899,816
188400,Brentwood (Taupo District),Lakes,Taupo District,1612,1502,1793,899,838
188500,Nukuhau-Rangatira Park,Lakes,Taupo District,1987,1819,2262,878,804
188600,Taupo Central West,Lakes,Taupo District,327,296,380,861,779
188700,Tauhara,Lakes,Taupo District,1094,906,1423,769,637
188800,Taupo Central East,Lakes,Taupo District,1707,1460,2078,821,703
188900,Mountview,Lakes,Taupo District,1896,1650,2246,844,735
189000,Bird Area,Lakes,Taupo District,1698,1524,1925,882,792
189100,Hilltop (Taupo District),Lakes,Taupo District,2024,1814,2358,858,769
189200,Waipahihi,Lakes,Taupo District,1755,1617,1951,900,829
189300,Richmond Heights,Lakes,Taupo District,1661,1447,1958,848,739
189400,Wharewaka,Lakes,Taupo District,1012,945,1095,924,863
189600,Waitahanui,Lakes,Taupo District,517,453,663,780,683
189700,Turangi,Lakes,Taupo District,2361,1947,2984,791,652
189800,Rangataiki,Lakes,Taupo District,masked,85,101,>950,842
189900,Taharua,Lakes,Taupo District,42,36,50,840,720
190100,Waiau,Bay of Plenty,Western Bay of Plenty District,233,203,287,812,707
190200,Waihi Beach-Bowentown,Bay of Plenty,Western Bay of Plenty District,2029,1859,2295,884,810
190300,Tahawai,Bay of Plenty,Western Bay of Plenty District,1364,1234,1710,798,722
190400,Athenree,Bay of Plenty,Western Bay of Plenty District,602,551,759,793,726
190500,Aongatete,Bay of Plenty,Western Bay of Plenty District,2872,2606,3155,910,826
190600,Katikati,Bay of Plenty,Western Bay of Plenty District,4127,3748,4720,874,794
190800,Matakana Island,Bay of Plenty,Western Bay of Plenty District,85,70,111,766,631
190900,Pahoia,Bay of Plenty,Western Bay of Plenty District,2367,2102,2773,854,758
191000,Omokoroa,Bay of Plenty,Western Bay of Plenty District,3155,2916,3525,895,827
191100,Omokoroa Rural,Bay of Plenty,Western Bay of Plenty District,890,787,984,904,800
191200,Te Puna,Bay of Plenty,Western Bay of Plenty District,1625,1424,1922,845,741
191300,Minden,Bay of Plenty,Western Bay of Plenty District,1648,1450,1936,851,749
191400,Kaimai,Bay of Plenty,Western Bay of Plenty District,1416,1208,1809,783,668
191500,Kopurererua,Bay of Plenty,Western Bay of Plenty District,855,760,1011,846,752
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Western Bay of Plenty District,1211,1045,1552,780,673
191700,Waiorohi,Bay of Plenty,Western Bay of Plenty District,1849,1567,2227,830,704
191800,Otawa,Bay of Plenty,Western Bay of Plenty District,1570,1394,1721,912,810
191900,Te Puke West,Bay of Plenty,Western Bay of Plenty District,2616,2219,2933,892,757
192000,Rangiuru,Bay of Plenty,Western Bay of Plenty District,2111,1845,2236,944,825
192100,Te Puke East,Bay of Plenty,Western Bay of Plenty District,3923,3391,4391,893,772
192300,Maketu,Bay of Plenty,Western Bay of Plenty District,787,669,1023,769,654
192400,Pukehina Beach,Bay of Plenty,Western Bay of Plenty District,594,525,708,839,742
192500,Pongakawa,Bay of Plenty,Western Bay of Plenty District,2054,1750,2500,822,700
192600,Matua North,Bay of Plenty,Tauranga City,2395,2246,2574,930,873
192800,Mount Maunganui North,Bay of Plenty,Tauranga City,2679,2399,2999,893,800
192900,Matua South,Bay of Plenty,Tauranga City,2039,1820,2268,899,802
193000,Bethlehem North,Bay of Plenty,Tauranga City,2829,2621,3243,872,808
193100,Bellevue,Bay of Plenty,Tauranga City,2706,2357,3095,874,762
193200,Otumoetai North,Bay of Plenty,Tauranga City,3381,3062,3704,913,827
193300,Otumoetai South,Bay of Plenty,Tauranga City,2952,2628,3237,912,812
193400,Brookfield West,Bay of Plenty,Tauranga City,2067,1753,2403,860,730
193500,Bethlehem Central,Bay of Plenty,Tauranga City,3486,3205,3834,909,836
193600,Brookfield East,Bay of Plenty,Tauranga City,1935,1670,2269,853,736
193700,Mount Maunganui South,Bay of Plenty,Tauranga City,2331,2063,2497,934,826
193800,Tauranga Central,Bay of Plenty,Tauranga City,2252,2049,2455,917,835
193900,Mount Maunganui Central,Bay of Plenty,Tauranga City,242,204,273,886,747
194000,Judea,Bay of Plenty,Tauranga City,1905,1661,2195,868,757
194100,Te Reti,Bay of Plenty,Tauranga City,1325,1115,1622,817,687
194200,Bethlehem South,Bay of Plenty,Tauranga City,862,790,958,900,825
194300,Omanu Beach,Bay of Plenty,Tauranga City,2185,1927,2471,884,780
194400,Tauranga Hospital,Bay of Plenty,Tauranga City,1536,1349,1734,886,778
194500,Tauriko,Bay of Plenty,Tauranga City,113,95,134,843,709
194600,Gate Pa,Bay of Plenty,Tauranga City,2742,2291,3285,835,697
194700,Greerton South,Bay of Plenty,Tauranga City,536,467,609,880,767
194800,Tauranga South,Bay of Plenty,Tauranga City,3969,3510,4411,900,796
194900,Arataki North,Bay of Plenty,Tauranga City,2380,2127,2636,903,807
195000,Matapihi,Bay of Plenty,Tauranga City,498,398,626,796,636
195100,Pyes Pa West,Bay of Plenty,Tauranga City,4142,3705,4430,935,836
195200,Greerton North,Bay of Plenty,Tauranga City,2550,2170,2963,861,732
195300,Yatton Park,Bay of Plenty,Tauranga City,1612,1296,2061,782,629
195400,Pyes Pa North,Bay of Plenty,Tauranga City,3898,3557,4337,899,820
195500,Arataki South,Bay of Plenty,Tauranga City,2102,1817,2435,863,746
195600,Pyes Pa South,Bay of Plenty,Tauranga City,1324,1205,1441,919,836
195700,Poike,Bay of Plenty,Tauranga City,518,417,664,780,628
195800,Te Maunga North,Bay of Plenty,Tauranga City,2459,2143,2893,850,741
195900,Maungatapu,Bay of Plenty,Tauranga City,2170,1922,2473,877,777
196000,Hairini,Bay of Plenty,Tauranga City,2287,1983,2693,849,736
196100,Pyes Pa East,Bay of Plenty,Tauranga City,475,426,572,830,745
196200,Te Maunga South,Bay of Plenty,Tauranga City,3921,3597,4257,921,845
196300,Kaitemako (Tauranga City),Bay of Plenty,Tauranga City,1082,930,1299,833,716
196400,Ohauiti,Bay of Plenty,Tauranga City,2800,2507,3115,899,805
196500,Baypark-Kairua,Bay of Plenty,Tauranga City,474,397,576,823,689
196600,Welcome Bay West,Bay of Plenty,Tauranga City,1783,1460,2273,784,642
196700,Welcome Bay East,Bay of Plenty,Tauranga City,1750,1498,2111,829,710
196800,Pacific View,Bay of Plenty,Tauranga City,2303,2049,2540,907,807
196900,Welcome Bay South,Bay of Plenty,Tauranga City,2571,2282,3059,840,746
197000,Palm Beach North,Bay of Plenty,Tauranga City,2192,1842,2583,849,713
197100,Palm Beach South-Gravatt,Bay of Plenty,Tauranga City,3176,2912,3487,911,835
197200,Papamoa Beach North,Bay of Plenty,Tauranga City,1920,1644,2245,855,732
197300,Doncaster,Bay of Plenty,Tauranga City,2366,2102,2718,870,773
197400,Papamoa Beach South,Bay of Plenty,Tauranga City,2041,1787,2362,864,757
197500,Motiti,Bay of Plenty,Tauranga City,2413,2155,2710,890,795
197600,Wairakei ,Bay of Plenty,Tauranga City,4979,4366,5550,897,787
197700,Tui Ridge,Lakes,Rotorua District,1246,1116,1430,871,780
197800,Arahiwi,Lakes,Rotorua District,77,59,105,733,562
197900,Ngongotaha Valley,Lakes,Rotorua District,1049,899,1290,813,697
198000,Hamurana,Lakes,Rotorua District,860,794,938,917,846
198100,Ngongotaha East,Lakes,Rotorua District,1386,1183,1672,829,708
198200,Ngongotaha West,Lakes,Rotorua District,1131,986,1339,845,736
198400,Ngongotaha South,Lakes,Rotorua District,1059,926,1270,834,729
198500,Selwyn Heights,Lakes,Rotorua District,766,627,947,809,662
198600,Pleasant Heights,Lakes,Rotorua District,1297,1054,1687,769,625
198700,Rotoiti-Rotoehu,Lakes,Rotorua District,1269,1085,1636,776,663
198800,Kawaha,Lakes,Rotorua District,1332,1181,1537,867,768
198900,Fairy Springs,Lakes,Rotorua District,1174,979,1391,844,704
199000,Western Heights (Rotorua District),Lakes,Rotorua District,1344,1064,1869,719,569
199100,Pukehangi North,Lakes,Rotorua District,1568,1277,2083,753,613
199200,Pukehangi South,Lakes,Rotorua District,1905,1715,2165,880,792
199300,Mangakakahi Central,Lakes,Rotorua District,68,66,104,654,635
199400,Koutu,Lakes,Rotorua District,1329,1090,1699,782,642
199500,Mangakakahi West,Lakes,Rotorua District,1361,1103,1650,825,668
199600,Sunnybrook,Lakes,Rotorua District,1445,1281,1648,877,777
199700,Fordlands,Lakes,Rotorua District,1372,1024,1881,729,544
199800,Kuirau,Lakes,Rotorua District,644,542,770,836,704
199900,Utuhina,Lakes,Rotorua District,1122,1008,1261,890,799
200000,Pomare,Lakes,Rotorua District,1256,1140,1389,904,821
200100,Rotorua Central,Lakes,Rotorua District,365,314,394,926,797
200200,Hillcrest (Rotorua District),Lakes,Rotorua District,1211,1030,1434,844,718
200300,Victoria,Lakes,Rotorua District,1546,1405,1672,925,840
200400,Waiohewa,Lakes,Rotorua District,780,709,878,888,808
200500,Glenholme North,Lakes,Rotorua District,1880,1643,2199,855,747
200600,Springfield South,Lakes,Rotorua District,1493,1383,1635,913,846
200700,Springfield North,Lakes,Rotorua District,1392,1289,1491,934,865
200800,Glenholme South,Lakes,Rotorua District,1683,1533,1842,914,832
200900,Owhata West,Lakes,Rotorua District,1989,1715,2415,824,710
201000,Holdens Bay-Rotokawa,Lakes,Rotorua District,878,768,1046,839,734
201100,Ngapuna,Lakes,Rotorua District,233,165,296,787,557
201200,Fenton Park,Lakes,Rotorua District,1268,1127,1359,933,829
201300,Tihiotonga-Whakarewarewa,Lakes,Rotorua District,607,549,687,884,799
201400,Owhata East,Lakes,Rotorua District,2137,1896,2500,855,758
201500,Lynmore,Lakes,Rotorua District,2591,2423,2787,930,869
201600,Ngakuru,Lakes,Rotorua District,1130,961,1349,838,712
201700,Kaingaroa-Whakarewarewa,Lakes,Rotorua District,1227,1090,1483,827,735
201800,Golden Springs,Lakes,Rotorua District,1045,831,1272,822,653
201900,Manawahe,Bay of Plenty,Whakatane District,753,654,969,777,675
202000,Matata-Otakiri,Bay of Plenty,Whakatane District,1153,998,1426,809,700
202100,Onepu Spring,Bay of Plenty,Whakatane District,877,763,1077,814,708
202200,Edgecumbe,Bay of Plenty,Whakatane District,1174,982,1464,802,671
202300,Thornton-Awakeri,Bay of Plenty,Whakatane District,1639,1411,1981,827,712
202400,Te Teko Lakes,Bay of Plenty,Whakatane District,1034,800,1445,716,554
202500,Coastlands,Bay of Plenty,Whakatane District,1422,1238,1689,842,733
202600,Whakatane West,Bay of Plenty,Whakatane District,2083,1764,2704,770,652
202700,Whakatane Central,Bay of Plenty,Whakatane District,2472,2209,2978,830,742
202800,Trident,Bay of Plenty,Whakatane District,2209,1899,2908,760,653
202900,Allandale,Bay of Plenty,Whakatane District,1851,1636,2230,830,734
203000,Mokorua Bush,Bay of Plenty,Whakatane District,1134,1049,1268,894,827
203100,Wainui ,Bay of Plenty,Whakatane District,844,703,1198,705,587
203200,Ohope,Bay of Plenty,Whakatane District,2513,2364,2807,895,842
203400,Galatea,Bay of Plenty,Whakatane District,623,471,918,679,513
203500,Waingarara-Waimana,Bay of Plenty,Whakatane District,1296,976,1962,661,497
203600,Murupara,Bay of Plenty,Whakatane District,727,536,1390,523,386
203700,Monika Reserve,Bay of Plenty,Kawerau District,2204,1827,2823,781,647
203800,Kawerau Industrial,Bay of Plenty,Kawerau District,9,6,26,346,231
203900,Tarawera Park,Bay of Plenty,Kawerau District,2385,1883,3321,718,567
204100,Waiotahi,Bay of Plenty,Opotiki District,1019,894,1263,807,708
204200,Cape Runaway,Bay of Plenty,Opotiki District,924,793,1010,915,785
204300,Woodlands,Bay of Plenty,Opotiki District,749,668,876,855,763
204400,Opotiki,Bay of Plenty,Opotiki District,2092,1643,2950,709,557
204500,Otara-Tirohanga ,Bay of Plenty,Opotiki District,766,683,1013,756,674
204600,Oponae,Bay of Plenty,Opotiki District,129,110,193,668,570
204700,East Cape,Tairawhiti,Gisborne District,864,727,1106,781,657
204800,Waipaoa,Tairawhiti,Gisborne District,1208,974,1577,766,618
204900,Ruatoria-Raukumara,Tairawhiti,Gisborne District,728,595,986,738,603
205000,Tokomaru,Tairawhiti,Gisborne District,668,569,815,820,698
205100,Hangaroa,Tairawhiti,Gisborne District,1029,872,1191,864,732
205200,Wharekaka,Tairawhiti,Gisborne District,1299,1078,1560,833,691
205300,Te Arai,Tairawhiti,Gisborne District,776,656,952,815,689
205400,Hexton,Tairawhiti,Gisborne District,2467,2211,2666,925,829
205500,Lytton,Tairawhiti,Gisborne District,1194,1128,1354,882,833
205600,Makaraka-Awapuni,Tairawhiti,Gisborne District,749,660,916,818,721
205700,Riverdale,Tairawhiti,Gisborne District,1031,926,1178,875,786
205800,Te Hapara North,Tairawhiti,Gisborne District,1596,1414,1819,877,777
205900,Mangapapa North,Tairawhiti,Gisborne District,957,811,1127,849,720
206000,Elgin,Tairawhiti,Gisborne District,1642,1304,2150,764,607
206100,Te Hapara South,Tairawhiti,Gisborne District,1541,1273,1891,815,673
206200,Mangapapa East,Tairawhiti,Gisborne District,949,841,1101,862,764
206300,Mangapapa South,Tairawhiti,Gisborne District,1278,1073,1572,813,683
206400,Te Hapara East,Tairawhiti,Gisborne District,1450,1265,1715,845,738
206500,Centennial Crescent,Tairawhiti,Gisborne District,1090,892,1284,849,695
206600,Whataupoko East,Tairawhiti,Gisborne District,1470,1337,1576,933,848
206700,Whataupoko West,Tairawhiti,Gisborne District,1617,1453,1776,910,818
206800,Gisborne Central,Tairawhiti,Gisborne District,267,234,302,884,775
206900,Kaiti North,Tairawhiti,Gisborne District,1613,1451,1847,873,786
207000,Kaiti South,Tairawhiti,Gisborne District,1989,1596,2500,796,638
207100,Outer Kaiti,Tairawhiti,Gisborne District,1467,1095,2054,714,533
207200,Tamarau,Tairawhiti,Gisborne District,1537,1224,1975,778,620
207300,Wainui-Okitu,Tairawhiti,Gisborne District,1407,1250,1578,892,792
207400,Maungataniwha-Raupunga,Hawke's Bay,Wairoa District,586,493,777,754,634
207600,Frasertown-Ruakituri,Hawke's Bay,Wairoa District,489,431,579,845,744
207700,Whakaki,Hawke's Bay,Wairoa District,482,422,555,868,760
207800,Wairoa,Hawke's Bay,Wairoa District,2826,2464,3606,784,683
207900,Mahia,Hawke's Bay,Wairoa District,712,612,861,827,711
208000,Puketitiri-Tutira,Hawke's Bay,Hastings District,1229,1018,1483,829,686
208100,Sherenden-Crownthorpe,Hawke's Bay,Hastings District,985,869,1118,881,777
208200,Maraekakaho,Hawke's Bay,Hastings District,1093,998,1223,894,816
208300,Puketapu-Eskdale,Hawke's Bay,Hastings District,2159,1968,2404,898,819
208400,Omahu-Pakowhai,Hawke's Bay,Hastings District,1117,952,1242,899,767
208500,Bridge Pa,Hawke's Bay,Hastings District,797,664,913,873,727
208600,Twyford,Hawke's Bay,Hastings District,masked,masked,735,>950,>950
208700,Poukawa,Hawke's Bay,Hastings District,1082,952,1254,863,759
208800,Flaxmere West,Hawke's Bay,Hastings District,1560,1162,2097,744,554
208900,Omahu Strip,Hawke's Bay,Hastings District,masked,masked,132,>950,>950
209000,Lochain Park,Hawke's Bay,Hastings District,1798,1379,2385,754,578
209100,Flaxmere Park,Hawke's Bay,Hastings District,1794,1432,2136,840,670
209200,Flaxmere South,Hawke's Bay,Hastings District,1642,1302,2163,759,602
209300,Irongate,Hawke's Bay,Hastings District,masked,masked,290,>950,>950
209400,Frimley,Hawke's Bay,Hastings District,masked,2614,2902,>950,901
209500,Camberley,Hawke's Bay,Hastings District,1429,1137,1810,790,628
209600,Clive,Hawke's Bay,Hastings District,1733,1553,1908,908,814
209700,St Leonards,Hawke's Bay,Hastings District,1801,1579,2077,867,760
209800,Mahora,Hawke's Bay,Hastings District,1916,1704,2178,880,782
209900,Raureka,Hawke's Bay,Hastings District,2196,1889,2483,884,761
210000,Cornwall Park,Hawke's Bay,Hastings District,2228,1919,2570,867,747
210100,Tomoana,Hawke's Bay,Hastings District,214,194,234,915,829
210200,Longlands-Pukahu,Hawke's Bay,Hastings District,1576,1440,1746,903,825
210300,Raceway Park,Hawke's Bay,Hastings District,1558,1365,1640,950,832
210400,Karamu,Hawke's Bay,Hastings District,masked,905,1084,>950,835
210500,Hastings Central,Hawke's Bay,Hastings District,377,309,409,922,756
210600,Tomoana Crossing,Hawke's Bay,Hastings District,1838,1621,2138,860,758
210700,Akina Park,Hawke's Bay,Hastings District,1707,1497,1977,863,757
210800,Queens Square,Hawke's Bay,Hastings District,1454,1287,1604,906,802
210900,Mayfair,Hawke's Bay,Hastings District,2039,1708,2452,832,697
211000,Parkhaven,Hawke's Bay,Hastings District,2068,1775,2332,887,761
211100,Parkvale,Hawke's Bay,Hastings District,1821,1651,1979,920,834
211200,Mangateretere,Hawke's Bay,Hastings District,933,846,982,950,862
211300,Haumoana-Te Awanga,Hawke's Bay,Hastings District,1367,1218,1631,838,747
211400,Lucknow,Hawke's Bay,Hastings District,963,816,1128,854,723
211500,Karanema-St Hill,Hawke's Bay,Hastings District,1652,1540,1845,895,835
211600,Havelock North-Central,Hawke's Bay,Hastings District,364,335,399,912,840
211700,Brookvale,Hawke's Bay,Hastings District,masked,2010,2222,>950,905
211800,Iona,Hawke's Bay,Hastings District,2014,1863,2220,907,839
211900,Hereworth,Hawke's Bay,Hastings District,2349,2191,2500,940,876
212000,Te Mata Hills,Hawke's Bay,Hastings District,909,876,985,923,889
212100,Havelock Hills,Hawke's Bay,Hastings District,1355,1278,1428,949,895
212200,Kahuranaki,Hawke's Bay,Hastings District,1069,938,1271,841,738
212300,Bay View,Hawke's Bay,Napier City,1748,1571,1959,892,802
212400,Poraiti Hills,Hawke's Bay,Napier City,668,610,734,910,831
212500,Poraiti Flat,Hawke's Bay,Napier City,masked,1164,1254,>950,928
212600,Westshore,Hawke's Bay,Napier City,991,904,1078,919,839
212800,Onekawa West,Hawke's Bay,Napier City,243,210,286,850,734
212900,Ahuriri,Hawke's Bay,Napier City,1019,941,1199,850,785
213000,Taradale West,Hawke's Bay,Napier City,1498,1407,1612,929,873
213100,Greenmeadows West,Hawke's Bay,Napier City,1777,1674,1894,938,884
213200,Taradale South,Hawke's Bay,Napier City,2256,2107,2463,916,855
213300,Bluff Hill,Hawke's Bay,Napier City,2201,2014,2439,902,826
213400,Hospital Hill,Hawke's Bay,Napier City,2261,2061,2525,895,816
213500,Tamatea West,Hawke's Bay,Napier City,1422,1271,1647,863,772
213600,Tamatea North,Hawke's Bay,Napier City,1185,1009,1403,845,719
213700,Taradale Central,Hawke's Bay,Napier City,2267,2108,2454,924,859
213800,Tamatea East,Hawke's Bay,Napier City,1241,1049,1435,865,731
213900,Marewa West,Hawke's Bay,Napier City,1343,1227,1493,900,822
214000,Greenmeadows Central,Hawke's Bay,Napier City,1208,1108,1283,942,864
214100,Onekawa Central,Hawke's Bay,Napier City,1133,1020,1250,906,816
214200,Pirimai West,Hawke's Bay,Napier City,1166,1016,1339,871,759
214300,Napier Central,Hawke's Bay,Napier City,366,301,422,867,713
214400,Greenmeadows South,Hawke's Bay,Napier City,1598,1419,1804,886,787
214500,Nelson Park,Hawke's Bay,Napier City,1627,1395,1881,865,742
214600,Bledisloe Park,Hawke's Bay,Napier City,1785,1615,1921,929,841
214700,Pirimai East,Hawke's Bay,Napier City,1596,1359,1808,883,752
214800,Onekawa East,Hawke's Bay,Napier City,1087,906,1367,795,663
214900,Tareha Reserve,Hawke's Bay,Napier City,2510,2268,2738,917,828
215000,Marewa East,Hawke's Bay,Napier City,2137,1793,2716,787,660
215100,Onekawa South,Hawke's Bay,Napier City,2078,1669,2555,813,653
215200,McLean Park,Hawke's Bay,Napier City,1857,1632,2081,892,784
215300,Maraenui,Hawke's Bay,Napier City,2093,1591,2860,732,556
215400,Meeanee-Awatoto,Hawke's Bay,Napier City,2434,2244,2672,911,840
215500,Mangaonuku,Hawke's Bay,Central Hawke's Bay District,708,638,757,935,843
215600,Makaretu,Hawke's Bay,Central Hawke's Bay District,1756,1554,2007,875,774
215700,Waipawa,Hawke's Bay,Central Hawke's Bay District,1530,1319,1825,838,723
215800,Waipukurau West,Hawke's Bay,Central Hawke's Bay District,1891,1684,2175,869,774
215900,Mangarara,Hawke's Bay,Central Hawke's Bay District,1842,1600,2057,895,778
216000,Waipukurau East,Hawke's Bay,Central Hawke's Bay District,1414,1266,1621,872,781
216100,Taurekaitai,Hawke's Bay,Central Hawke's Bay District,1372,1231,1609,853,765
216200,Port Taranaki,Taranaki,New Plymouth District,masked,5 or less,masked,583,167
216300,Spotswood,Taranaki,New Plymouth District,2610,2189,3136,832,698
216400,Omata,Taranaki,New Plymouth District,771,690,837,921,824
216500,Oakura,Taranaki,New Plymouth District,1173,1085,1279,917,848
216600,Moturoa,Taranaki,New Plymouth District,1396,1230,1606,869,766
216700,Kaitake,Taranaki,New Plymouth District,1245,1087,1555,801,699
