sa2_code,sa2_name,dhb,ta,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
139200,Orakei West,Auckland,Auckland,2414,2315,2633,917,879
139300,Maungawhau,Auckland,Auckland,masked,2339,2487,>950,940
139400,Remuera West,Auckland,Auckland,2408,2294,2584,932,888
139500,Blockhouse Bay East,Auckland,Auckland,2115,2032,2265,934,897
139600,Lynfield North,Auckland,Auckland,masked,2705,2927,>950,924
139700,Mount Roskill North,Auckland,Auckland,3102,2927,3305,939,886
139800,Mount Roskill White Swan,Auckland,Auckland,masked,3701,4046,>950,915
139900,Mount Eden South,Auckland,Auckland,masked,3173,3438,>950,923
140000,Remuera Waitaramoa,Auckland,Auckland,3500,3379,3692,948,915
140100,Orakei East,Auckland,Auckland,2235,2072,2461,908,842
140200,Epsom Central-North,Auckland,Auckland,3333,3191,3519,947,907
140300,Mount St John,Auckland,Auckland,3093,2914,3394,911,859
140400,Mount Roskill Central North,Auckland,Auckland,masked,2553,2813,>950,908
140500,Remuera North,Auckland,Auckland,2999,2892,3175,945,911
140600,Three Kings West,Auckland,Auckland,1756,1609,1884,932,854
140700,Mount Roskill Central South,Auckland,Auckland,1658,1488,1801,921,826
140800,Epsom Central-South,Auckland,Auckland,masked,3317,3645,>950,910
140900,Lynfield South,Auckland,Auckland,masked,3658,4008,>950,913
141000,Remuera South,Auckland,Auckland,masked,3284,3559,>950,923
141100,Mission Bay,Auckland,Auckland,3653,3504,3998,914,876
141200,Three Kings East,Auckland,Auckland,1265,1206,1337,946,902
141300,Mount Roskill South,Auckland,Auckland,masked,2499,2731,>950,915
141400,Inlet Manukau Harbour,Area outside District Health Board,Auckland,5 or less,5 or less,masked,<50,<50
141400,Inlet Manukau Harbour,Counties Manukau,Auckland,5 or less,5 or less,masked,<50,<50
141500,Epsom East,Auckland,Auckland,masked,2217,2443,>950,907
141600,Remuera Waiata,Auckland,Auckland,masked,2489,2682,>950,928
141700,Epsom South,Auckland,Auckland,masked,1943,2114,>950,919
141800,Kohimarama,Auckland,Auckland,3585,3478,3833,935,907
141900,Meadowbank West,Auckland,Auckland,masked,2280,2452,>950,930
142000,Hillsborough North (Auckland),Auckland,Auckland,3280,3120,3459,948,902
142100,Hillsborough West (Auckland),Auckland,Auckland,masked,2941,3222,>950,913
142200,Greenlane North,Auckland,Auckland,masked,3614,3867,>950,935
142300,Waikowhai North,Auckland,Auckland,2738,2483,2939,932,845
142400,Remuera East,Auckland,Auckland,masked,2236,2418,>950,925
142500,Waikowhai South,Auckland,Auckland,masked,1650,1757,>950,939
142600,Royal Oak West (Auckland),Auckland,Auckland,2185,2058,2364,924,871
142700,Saint Heliers West,Auckland,Auckland,3038,2935,3228,941,909
142800,One Tree Hill,Auckland,Auckland,masked,3372,3770,>950,894
142900,Hillsborough East (Auckland),Auckland,Auckland,masked,1976,2149,>950,919
143000,Saint Heliers North,Auckland,Auckland,3438,3294,3660,939,900
143100,Remuera Abbotts Park,Auckland,Auckland,masked,3083,3334,>950,925
143200,Meadowbank East,Auckland,Auckland,masked,2050,2205,>950,930
143300,Ellerslie Central,Auckland,Auckland,2706,2566,2871,943,894
143400,Royal Oak East (Auckland),Auckland,Auckland,2337,2228,2471,946,902
143500,Saint Heliers South,Auckland,Auckland,3499,3384,3747,934,903
143600,Hillsborough South (Auckland),Auckland,Auckland,2410,2281,2543,948,897
143700,Saint Johns West,Auckland,Auckland,2595,2510,2734,949,918
143800,Greenlane South,Auckland,Auckland,3138,2982,3320,945,898
143900,Remuera Waiatarua,Auckland,Auckland,masked,1891,2048,>950,923
144000,Glendowie North,Auckland,Auckland,masked,masked,3700,>950,>950
144100,Onehunga West,Auckland,Auckland,masked,2959,3276,>950,903
144200,Ellerslie West,Auckland,Auckland,162,155,171,947,906
144300,Onehunga North,Auckland,Auckland,2993,2815,3152,950,893
144400,Ellerslie East,Auckland,Auckland,masked,2315,2528,>950,916
144500,Saint Johns East,Auckland,Auckland,masked,2084,2292,>950,909
144600,Oneroa West,Auckland,Auckland,1111,1017,1209,919,841
144700,Glen Innes West,Auckland,Auckland,3210,2863,3602,891,795
144800,Ellerslie South,Auckland,Auckland,masked,1964,2129,>950,922
144900,Stonefields West,Auckland,Auckland,masked,1683,1834,>950,918
145000,Onehunga Central,Auckland,Auckland,masked,2525,2809,>950,899
145100,Glendowie South,Auckland,Auckland,3667,3495,3861,950,905
145200,Oranga,Auckland,Auckland,2108,1878,2334,903,805
145300,Mount Wellington North West,Auckland,Auckland,masked,2529,2764,>950,915
145400,Panmure Glen Innes Industrial,Auckland,Auckland,315,284,356,885,798
145500,Onehunga-Te Papapa Industrial,Auckland,Auckland,1015,943,1092,929,864
145600,Te Papapa,Auckland,Auckland,2547,2362,2697,944,876
145700,Stonefields East,Auckland,Auckland,1483,1421,1607,923,884
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Auckland,3385,3012,3743,904,805
145900,Penrose,Auckland,Auckland,993,939,1071,927,877
146000,Mount Wellington North East,Auckland,Auckland,masked,1597,1692,>950,944
146100,Mangere Bridge Ambury,Counties Manukau,Auckland,2755,2569,2980,924,862
146200,Mount Wellington Ferndale,Auckland,Auckland,masked,3089,3373,>950,916
146300,Point England,Auckland,Auckland,3352,2886,3905,858,739
146400,Bucklands Beach North,Counties Manukau,Auckland,2469,2386,2666,926,895
146500,Mount Wellington East,Auckland,Auckland,masked,1909,2154,>950,886
146600,Mount Wellington West,Auckland,Auckland,2450,2295,2580,950,890
146700,Panmure West,Auckland,Auckland,masked,227,250,>950,908
146800,Mangere Bridge,Counties Manukau,Auckland,2245,2098,2477,906,847
146900,Oneroa East-Palm Beach,Auckland,Auckland,1023,951,1122,912,848
147000,Tamaki,Auckland,Auckland,3089,2746,3498,883,785
147100,Panmure East,Auckland,Auckland,2736,2533,2884,949,878
147200,Mount Wellington Central,Auckland,Auckland,3991,3749,4208,948,891
147400,Sylvia Park,Auckland,Auckland,91,88,98,929,898
147500,Mangere Mountain View,Counties Manukau,Auckland,3049,2760,3491,873,791
147600,Surfdale,Auckland,Auckland,1605,1461,1759,912,831
147700,Mount Wellington Industrial,Auckland,Auckland,masked,masked,25,>950,>950
147800,Half Moon Bay West,Counties Manukau,Auckland,2356,2261,2541,927,890
147900,Auckland Airport,Counties Manukau,Auckland,462,392,542,852,723
148000,Eastern Beach,Counties Manukau,Auckland,1897,1804,2044,928,883
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Auckland,2622,2503,2778,944,901
148200,Favona North,Counties Manukau,Auckland,2097,1849,2418,867,765
148300,Bucklands Beach Central,Counties Manukau,Auckland,masked,1566,1733,>950,904
148400,Farm Cove,Counties Manukau,Auckland,masked,1976,2153,>950,918
148500,Mangere North,Counties Manukau,Auckland,1550,1335,1816,854,735
148600,Favona West,Counties Manukau,Auckland,2446,2107,2799,874,753
148700,Ostend,Auckland,Auckland,1568,1414,1759,891,804
148800,Half Moon Bay North East,Counties Manukau,Auckland,1738,1669,1857,936,899
148900,Mangere West,Counties Manukau,Auckland,2922,2474,3529,828,701
149000,Pakuranga West,Counties Manukau,Auckland,3396,3144,3610,941,871
149100,Mount Wellington South West,Auckland,Auckland,masked,2063,2368,>950,871
149200,Sunnyhills East,Counties Manukau,Auckland,masked,2681,2960,>950,906
149300,Half Moon Bay South East,Counties Manukau,Auckland,2477,2335,2608,950,895
149400,Favona East,Counties Manukau,Auckland,2878,2562,3286,876,780
149500,Mount Wellington South East,Auckland,Auckland,2245,1970,2513,893,784
149600,Otahuhu Industrial,Counties Manukau,Auckland,masked,masked,42,>950,>950
149700,Bucklands Beach South,Counties Manukau,Auckland,3498,3271,3715,942,880
149800,Pakuranga Central,Counties Manukau,Auckland,2732,2542,2877,950,884
149900,Awhitu,Counties Manukau,Auckland,2105,1902,2437,864,780
150000,Harania North,Counties Manukau,Auckland,2873,2411,3340,860,722
150100,Otahuhu Central,Auckland,Auckland,1340,1202,1464,915,821
150200,Mangere Central,Counties Manukau,Auckland,2660,2321,3114,854,745
150300,Otahuhu North,Auckland,Auckland,2823,2524,3034,930,832
150400,Howick West,Counties Manukau,Auckland,3175,2973,3402,933,874
150500,Pakuranga Heights North West,Counties Manukau,Auckland,2057,1906,2270,906,840
150600,Mellons Bay,Counties Manukau,Auckland,3493,3341,3697,945,904
150700,Pakuranga Heights East,Counties Manukau,Auckland,2403,2236,2543,945,879
150800,Sutton Park,Counties Manukau,Auckland,2755,2407,3184,865,756
150900,Otahuhu East,Auckland,Auckland,1779,1584,1953,911,811
151000,Mangere South,Counties Manukau,Auckland,2707,2389,3096,874,772
151100,Onetangi,Auckland,Auckland,999,906,1110,900,816
151200,Harania South,Counties Manukau,Auckland,2434,2146,2783,875,771
151300,Highland Park (Auckland),Counties Manukau,Auckland,3724,3508,3999,931,877
151400,Otahuhu South West,Auckland,Auckland,2792,2513,3063,912,820
151500,Pakuranga Heights South West,Counties Manukau,Auckland,masked,2459,2776,>950,886
151600,Mangere Mascot,Counties Manukau,Auckland,2758,2372,3200,862,741
151700,Waiheke East,Auckland,Auckland,769,711,894,860,795
151800,Massey Road West,Counties Manukau,Auckland,2657,2325,3126,850,744
151900,Otahuhu South,Auckland,Auckland,2820,2530,3066,920,825
152000,Howick Central,Counties Manukau,Auckland,2834,2671,3046,930,877
152100,Massey Road North,Counties Manukau,Auckland,2536,2261,2816,901,803
152200,Botany Downs West,Counties Manukau,Auckland,2344,2212,2523,929,877
152300,East Tamaki,Counties Manukau,Auckland,masked,337,381,>950,885
152400,Howick East,Counties Manukau,Auckland,2785,2631,2980,935,883
152500,Burswood,Counties Manukau,Auckland,masked,1244,1353,>950,919
152600,Massey Road South,Counties Manukau,Auckland,1332,1167,1537,867,759
152700,Middlemore,Counties Manukau,Auckland,5 or less,5 or less,masked,556,222
152800,Mangere South East,Counties Manukau,Auckland,2999,2689,3342,897,805
152900,Botany Downs East,Counties Manukau,Auckland,masked,1747,1877,>950,931
153000,Grange,Counties Manukau,Auckland,1599,1398,1813,882,771
153100,Golflands,Counties Manukau,Auckland,2072,1980,2182,950,907
153200,Aorere North,Counties Manukau,Auckland,1134,985,1292,878,762
153300,Mangere East,Counties Manukau,Auckland,3088,2789,3273,943,852
153400,Cockle Bay,Counties Manukau,Auckland,masked,3412,3768,>950,906
153500,Otara West,Counties Manukau,Auckland,2187,1797,2757,793,652
153600,Aorere Central,Counties Manukau,Auckland,1650,1495,1817,908,823
153700,Northpark North,Counties Manukau,Auckland,2347,2242,2558,918,876
153800,Somerville,Counties Manukau,Auckland,3716,3564,4025,923,885
153900,Northpark South,Counties Manukau,Auckland,1850,1760,1989,930,885
154000,Papatoetoe North,Counties Manukau,Auckland,masked,3657,4103,>950,891
154100,Dingwall,Counties Manukau,Auckland,masked,2788,3026,>950,921
154200,Aorere South,Counties Manukau,Auckland,3624,3307,3984,910,830
154300,Shelly Park,Counties Manukau,Auckland,2371,2248,2495,950,901
154400,Otara Central,Counties Manukau,Auckland,1925,1606,2338,823,687
154500,Huntington Park,Counties Manukau,Auckland,1620,1539,1740,931,884
154600,Botany Central,Counties Manukau,Auckland,8,6,10,800,600
154700,Botany North,Counties Manukau,Auckland,2213,2098,2404,921,873
154800,Papatoetoe West,Counties Manukau,Auckland,3682,3391,3935,936,862
154900,Papatoetoe Central,Counties Manukau,Auckland,masked,4102,4581,>950,895
155000,Sunkist Bay,Counties Manukau,Auckland,masked,2470,2711,>950,911
155100,Otara East,Counties Manukau,Auckland,2668,2264,3148,848,719
155200,Redcastle,Counties Manukau,Auckland,2020,1900,2212,913,859
155300,Botany East,Counties Manukau,Auckland,masked,1595,1736,>950,919
155400,Botany South,Counties Manukau,Auckland,2348,2241,2487,944,901
155500,Manukau Central,Counties Manukau,Auckland,906,808,1013,894,798
155600,Papatoetoe East,Counties Manukau,Auckland,3588,3307,3779,949,875
155700,Otara South,Counties Manukau,Auckland,2590,2176,3173,816,686
155800,Ferguson,Counties Manukau,Auckland,3022,2513,3689,819,681
155900,Papatoetoe South West,Counties Manukau,Auckland,2838,2598,3090,918,841
156000,Botany Junction,Counties Manukau,Auckland,113,106,138,819,768
156100,Dannemora North,Counties Manukau,Auckland,masked,1982,2181,>950,909
156200,Papatoetoe South,Counties Manukau,Auckland,masked,3214,3577,>950,899
156300,East Tamaki Heights,Counties Manukau,Auckland,2417,2300,2609,926,882
156400,Te Puru,Counties Manukau,Auckland,masked,3242,3534,>950,917
156500,Puhinui North,Counties Manukau,Auckland,masked,2955,3269,>950,904
156600,Dannemora South,Counties Manukau,Auckland,masked,2239,2476,>950,904
156700,Puhinui South,Counties Manukau,Auckland,masked,1916,2113,>950,907
156800,Rongomai West,Counties Manukau,Auckland,1673,1398,2049,816,682
156900,Baverstock,Counties Manukau,Auckland,3299,3148,3542,931,889
157000,Puhinui East,Counties Manukau,Auckland,masked,2062,2313,>950,891
157100,Turanga,Counties Manukau,Auckland,2597,2467,2775,936,889
157200,Rongomai East,Counties Manukau,Auckland,1527,1327,1829,835,726
157300,Ormiston North,Counties Manukau,Auckland,masked,1995,2173,>950,918
157400,Maraetai,Counties Manukau,Auckland,2004,1902,2111,949,901
157500,Chapel Downs,Counties Manukau,Auckland,2677,2471,2871,932,861
157600,Wiri West,Counties Manukau,Auckland,617,515,751,822,686
157700,Clover Park North,Counties Manukau,Auckland,3291,2860,3799,866,753
157800,Mission Heights North,Counties Manukau,Auckland,2864,2721,3034,944,897
157900,Clover Park South,Counties Manukau,Auckland,3172,2912,3457,918,842
158000,Donegal Park,Counties Manukau,Auckland,masked,3313,3595,>950,922
158100,Ormiston South,Counties Manukau,Auckland,masked,masked,5625,>950,>950
158200,Mission Heights South,Counties Manukau,Auckland,masked,2673,2935,>950,911
158300,Hilltop (Auckland),Counties Manukau,Auckland,masked,2812,3185,>950,883
158400,Wiri East,Counties Manukau,Auckland,3070,2634,3714,827,709
158500,Goodwood Heights,Counties Manukau,Auckland,3710,3436,3947,940,871
158600,Ormiston East,Counties Manukau,Auckland,masked,masked,2887,>950,>950
158700,Clendon Park North,Counties Manukau,Auckland,2177,1807,2588,841,698
158800,Burbank,Counties Manukau,Auckland,2651,2272,3154,841,720
158900,Tuscany Heights,Counties Manukau,Auckland,1299,1233,1407,923,876
159000,Totara Heights,Counties Manukau,Auckland,2328,2167,2483,938,873
159100,Homai East,Counties Manukau,Auckland,2640,2389,2920,904,818
159200,Homai West,Counties Manukau,Auckland,3359,2904,3932,854,739
159300,The Gardens (Auckland),Counties Manukau,Auckland,3229,3046,3408,947,894
159400,Clarks Beach,Counties Manukau,Auckland,1096,1017,1156,948,880
159500,Clendon Park West,Counties Manukau,Auckland,2234,1891,2558,873,739
159600,Hillpark North,Counties Manukau,Auckland,1666,1534,1794,929,855
159700,Clendon Park East,Counties Manukau,Auckland,1527,1271,1749,873,727
159800,Karaka Creek,Counties Manukau,Auckland,1173,1103,1247,941,885
159900,Rowandale West,Counties Manukau,Auckland,2345,1955,2777,844,704
160000,Rowandale East,Counties Manukau,Auckland,2723,2407,3157,863,762
160100,Manurewa Central,Counties Manukau,Auckland,2822,2555,3048,926,838
160200,Weymouth North,Counties Manukau,Auckland,3394,2931,3874,876,757
160300,Hillpark South,Counties Manukau,Auckland,2231,2073,2385,935,869
160400,Alfriston,Counties Manukau,Auckland,3160,2942,3475,909,847
160500,Weymouth East,Counties Manukau,Auckland,2572,2233,2998,858,745
160600,Leabank,Counties Manukau,Auckland,3070,2637,3533,869,746
160700,Weymouth South,Counties Manukau,Auckland,2671,2337,3080,867,759
160800,Manurewa East,Counties Manukau,Auckland,2137,1849,2413,886,766
160900,Manurewa South,Counties Manukau,Auckland,2961,2608,3308,895,788
161000,Randwick Park East,Counties Manukau,Auckland,1882,1720,2128,884,808
161100,Wattle Downs West,Counties Manukau,Auckland,2953,2761,3168,932,872
161200,Wattle Downs North,Counties Manukau,Auckland,1617,1321,1947,831,678
161300,Randwick Park West,Counties Manukau,Auckland,2261,1923,2736,826,703
161400,Kingseat-Karaka,Counties Manukau,Auckland,2171,1964,2374,914,827
161500,Wattle Downs East,Counties Manukau,Auckland,1807,1677,1978,914,848
161600,Takanini North,Counties Manukau,Auckland,1805,1597,2037,886,784
161700,Takanini Industrial,Counties Manukau,Auckland,30,31,35,857,886
161800,Conifer Grove West,Counties Manukau,Auckland,masked,2429,2662,>950,912
161900,Conifer Grove East,Counties Manukau,Auckland,1540,1413,1743,884,811
162000,Takanini West,Counties Manukau,Auckland,2016,1793,2221,908,807
162100,Takanini South,Counties Manukau,Auckland,masked,4816,5198,>950,927
162200,Takanini Central,Counties Manukau,Auckland,masked,922,1009,>950,914
162300,Ardmore,Counties Manukau,Auckland,973,892,1055,922,845
162400,Glenbrook,Counties Manukau,Auckland,1792,1635,1966,911,832
162500,Hingaia,Counties Manukau,Auckland,2008,1911,2177,922,878
162600,Takanini South East,Counties Manukau,Auckland,2205,2007,2326,948,863
162700,Kawakawa Bay-Orere,Counties Manukau,Auckland,1434,1338,1591,901,841
162800,Papakura West,Counties Manukau,Auckland,1328,1222,1499,886,815
162900,Clevedon,Counties Manukau,Auckland,1160,1093,1231,942,888
163000,Papakura North,Counties Manukau,Auckland,2811,2518,3162,889,796
163100,Pahurehure,Counties Manukau,Auckland,2518,2358,2679,940,880
163200,Papakura Central,Counties Manukau,Auckland,2450,2190,2721,900,805
163300,Papakura North East,Counties Manukau,Auckland,masked,2608,3000,>950,869
163400,Karaka Lakes,Counties Manukau,Auckland,masked,1798,2004,>950,897
163500,Papakura Kelvin,Counties Manukau,Auckland,2817,2307,3332,845,692
163600,Papakura Massey Park,Counties Manukau,Auckland,1888,1619,2130,886,760
163700,Rosehill,Counties Manukau,Auckland,3016,2647,3352,900,790
163800,Patumahoe,Counties Manukau,Auckland,1748,1645,1846,947,891
163900,Papakura East,Counties Manukau,Auckland,2217,1944,2527,877,769
164000,Opaheke,Counties Manukau,Auckland,2130,1925,2336,912,824
164100,Papakura Industrial,Counties Manukau,Auckland,165,124,181,912,685
164200,Red Hill,Counties Manukau,Auckland,1832,1579,2075,883,761
164300,Drury,Counties Manukau,Auckland,1015,906,1149,883,789
164400,Tamakae,Counties Manukau,Auckland,1799,1629,1952,922,835
164500,Hamilton Estate,Counties Manukau,Auckland,1891,1684,2071,913,813
164600,Drury Rural,Counties Manukau,Auckland,2114,1968,2316,913,850
164700,Waiuku Central,Counties Manukau,Auckland,923,834,1029,897,810
164800,Waiuku East,Counties Manukau,Auckland,1249,1134,1339,933,847
164900,Kendallvale,Counties Manukau,Auckland,778,712,859,906,829
165000,Puni,Counties Manukau,Auckland,1291,1181,1375,939,859
165100,Ramarama,Counties Manukau,Auckland,1809,1680,1936,934,868
165200,Hunua,Counties Manukau,Auckland,1042,970,1164,895,833
165300,Pukekohe North West,Counties Manukau,Auckland,3211,2809,3577,898,785
165400,Anselmi Ridge,Counties Manukau,Auckland,2151,2063,2302,934,896
165500,Pukekohe West,Counties Manukau,Auckland,4392,3882,4712,932,824
165600,Cape Hill,Counties Manukau,Auckland,1113,1036,1174,948,882
165700,Rosa Birch Park,Counties Manukau,Auckland,1601,1505,1717,932,877
165800,Rooseville Park,Counties Manukau,Auckland,1795,1663,1945,923,855
165900,Cloverlea (Auckland),Counties Manukau,Auckland,1874,1758,2006,934,876
166000,Pukekohe Central,Counties Manukau,Auckland,266,236,310,858,761
166100,Pukekohe Hospital,Counties Manukau,Auckland,masked,1126,1265,>950,890
166200,Buckland,Counties Manukau,Auckland,869,804,920,945,874
166300,Bombay Hills,Counties Manukau,Auckland,1476,1384,1650,895,839
166400,Ararimu,Counties Manukau,Auckland,1546,1444,1727,895,836
166500,Colville,Waikato,Thames-Coromandel District,991,841,1325,748,635
166700,Coromandel,Waikato,Thames-Coromandel District,1287,1154,1582,814,729
166900,Mercury Bay North,Waikato,Thames-Coromandel District,1262,1150,1563,807,736
167000,Whitianga North,Waikato,Thames-Coromandel District,1239,1152,1459,849,790
167100,Whitianga South,Waikato,Thames-Coromandel District,3152,2873,3630,868,791
167200,Thames Coast,Waikato,Thames-Coromandel District,1317,1200,1517,868,791
167300,Cooks Beach-Ferry Landing,Waikato,Thames-Coromandel District,360,334,419,859,797
167400,Mercury Bay South,Waikato,Thames-Coromandel District,945,839,1129,837,743
167500,Kauaeranga,Waikato,Thames-Coromandel District,401,367,494,812,743
167600,Thames North,Waikato,Thames-Coromandel District,1515,1382,1730,876,799
167700,Thames Central,Waikato,Thames-Coromandel District,862,773,990,871,781
167800,Thames South,Waikato,Thames-Coromandel District,2531,2278,2948,859,773
167900,Hikuai,Waikato,Thames-Coromandel District,131,114,183,716,623
168000,Totora-Kopu,Waikato,Thames-Coromandel District,667,612,746,894,820
168100,Tairua,Waikato,Thames-Coromandel District,1128,1020,1329,849,767
168200,Pauanui,Waikato,Thames-Coromandel District,745,695,849,878,819
168300,Matatoki-Puriri,Waikato,Thames-Coromandel District,740,641,952,777,673
168400,Whangamata Rural,Waikato,Thames-Coromandel District,320,283,381,840,743
168500,Whangamata,Waikato,Thames-Coromandel District,3117,2838,3586,869,791
168600,Miranda-Pukorokoro,Counties Manukau,Hauraki District,657,596,753,873,792
168700,Hauraki Plains North,Waikato,Hauraki District,797,692,960,830,721
168800,Hauraki Plains East,Waikato,Hauraki District,938,818,1115,841,734
168900,Ngatea,Waikato,Hauraki District,1125,1034,1240,907,834
169000,Hauraki Plains South,Waikato,Hauraki District,910,744,1171,777,635
169100,Paeroa Rural,Waikato,Hauraki District,1261,1105,1625,776,680
169200,Paeroa,Waikato,Hauraki District,3247,2891,3899,833,741
169300,Waihi Rural,Waikato,Hauraki District,1526,1357,1922,794,706
169400,Waihi North,Waikato,Hauraki District,1276,1126,1616,790,697
169500,Waihi East,Waikato,Hauraki District,969,846,1233,786,686
169600,Waihi South,Waikato,Hauraki District,1632,1439,2012,811,715
169700,Aka Aka,Counties Manukau,Waikato District,2205,2037,2431,907,838
169800,Mangatangi,Counties Manukau,Waikato District,751,678,826,909,821
169900,Tuakau Rural,Counties Manukau,Waikato District,1191,1085,1291,923,840
170000,Tuakau North,Counties Manukau,Waikato District,2279,1989,2520,904,789
170100,Onewhero,Counties Manukau,Waikato District,1070,957,1239,864,772
170200,Pokeno Rural,Counties Manukau,Waikato District,1252,1132,1400,894,809
170300,Tuakau South,Counties Manukau,Waikato District,1399,1211,1515,923,799
170400,Port Waikato-Waikaretu,Counties Manukau,Waikato District,489,428,582,840,735
170500,Pokeno,Counties Manukau,Waikato District,3244,3035,3419,949,888
170600,Pukekawa,Counties Manukau,Waikato District,1139,1051,1256,907,837
170700,Maramarua,Waikato,Waikato District,1140,1004,1338,852,750
170800,Rangiriri,Waikato,Waikato District,1210,1075,1431,846,751
170900,Te Akau,Waikato,Waikato District,1399,1221,1602,873,762
170900,Te Akau,Counties Manukau,Waikato District,1399,1221,1602,873,762
171100,Te Kauwhata,Waikato,Waikato District,1189,1056,1391,855,759
171200,Huntly Rural,Waikato,Waikato District,1559,1352,1828,853,740
171300,Waerenga,Waikato,Waikato District,602,541,738,816,733
171400,Huntly West,Waikato,Waikato District,1839,1465,2401,766,610
171500,Huntly East,Waikato,Waikato District,3514,3100,4024,873,770
171600,Raglan,Waikato,Waikato District,2467,2137,3000,822,712
171700,Whitikahu,Waikato,Waikato District,1418,1265,1557,911,812
171800,Te Uku,Waikato,Waikato District,1868,1607,2299,813,699
171900,Taupiri-Lake Kainui,Waikato,Waikato District,1744,1559,2020,863,772
172000,Ngaruawahia North,Waikato,Waikato District,1173,984,1402,837,702
172100,Ngaruawahia Central,Waikato,Waikato District,2060,1766,2480,831,712
172200,Ngaruawahia South,Waikato,Waikato District,1298,1091,1503,864,726
172300,Kainui-Gordonton,Waikato,Waikato District,1254,1131,1372,914,824
172400,Te Kowhai,Waikato,Waikato District,1598,1475,1717,931,859
172500,Whatawhata West,Waikato,Waikato District,323,293,376,859,779
172600,Horotiu,Waikato,Waikato District,418,368,503,831,732
172700,Horsham Downs,Waikato,Waikato District,564,533,625,902,853
172800,Whatawhata East,Waikato,Waikato District,2161,1931,2390,904,808
172900,Rotokauri ,Waikato,Waikato District,774,702,858,902,818
173000,Hamilton Park,Waikato,Waikato District,1179,1077,1288,915,836
173100,Eureka-Tauwhare,Waikato,Waikato District,1526,1393,1668,915,835
173200,Tamahere North,Waikato,Waikato District,3549,3324,3809,932,873
173300,Pukemoremore,Waikato,Waikato District,1856,1673,1975,940,847
173400,Tamahere South,Waikato,Waikato District,1696,1582,1802,941,878
173500,Tahuna-Mangateparu,Waikato,Matamata-Piako District,1087,947,1245,873,761
173600,Mangaiti,Waikato,Matamata-Piako District,858,715,1044,822,685
173700,Tatuanui,Waikato,Matamata-Piako District,955,838,1077,887,778
173800,Tahuroa,Waikato,Matamata-Piako District,1331,1169,1464,909,798
173900,Morrinsville East,Waikato,Matamata-Piako District,3941,3601,4278,921,842
174000,Morrinsville West,Waikato,Matamata-Piako District,2178,1914,2475,880,773
174100,Te Aroha East,Waikato,Matamata-Piako District,1733,1480,2187,792,677
174200,Te Aroha West,Waikato,Matamata-Piako District,1507,1374,1729,872,795
174300,Waihou-Manawaru,Waikato,Matamata-Piako District,757,670,956,792,701
174400,Waitoa-Ngarua,Waikato,Matamata-Piako District,801,692,907,883,763
174500,Richmond Downs-Wardville,Waikato,Matamata-Piako District,841,712,973,864,732
174600,Waharoa-Peria,Waikato,Matamata-Piako District,1095,923,1296,845,712
174700,Okauia,Waikato,Matamata-Piako District,710,624,827,859,755
174800,Hinuera,Waikato,Matamata-Piako District,889,767,1001,888,766
174900,Matamata North,Waikato,Matamata-Piako District,2450,2208,2791,878,791
175000,Matamata South,Waikato,Matamata-Piako District,3994,3624,4503,887,805
175100,Te Poi,Waikato,Matamata-Piako District,551,499,669,824,746
175200,Te Rapa North,Waikato,Hamilton City,114,102,137,832,745
175300,Flagstaff North,Waikato,Hamilton City,masked,2976,3318,>950,897
175400,Rotokauri-Waiwhakareke,Waikato,Hamilton City,masked,609,691,>950,881
175500,Flagstaff South,Waikato,Hamilton City,masked,2581,2816,>950,917
175600,Rototuna North,Waikato,Hamilton City,masked,1399,1544,>950,906
175700,Pukete West,Waikato,Hamilton City,1614,1432,1750,922,818
175800,Flagstaff East,Waikato,Hamilton City,masked,2986,3351,>950,891
175900,Rototuna Central,Waikato,Hamilton City,3808,3543,4027,946,880
176000,Pukete East,Waikato,Hamilton City,masked,1712,1949,>950,878
176100,Te Manatu,Waikato,Hamilton City,2983,2772,3159,944,877
176200,Rototuna South,Waikato,Hamilton City,masked,3363,3781,>950,889
176300,Te Rapa South,Waikato,Hamilton City,masked,182,215,>950,847
176400,Saint Andrews West,Waikato,Hamilton City,2118,1859,2431,871,765
176500,Saint Andrews East,Waikato,Hamilton City,2010,1853,2201,913,842
176600,Queenwood (Hamilton City),Waikato,Hamilton City,1942,1825,2067,940,883
176700,St James,Waikato,Hamilton City,1560,1474,1659,940,888
176800,Crawshaw,Waikato,Hamilton City,1985,1616,2418,821,668
176900,Huntington,Waikato,Hamilton City,masked,2048,2228,>950,919
177000,Western Heights (Hamilton City),Waikato,Hamilton City,masked,2329,2607,>950,893
177100,Nawton West,Waikato,Hamilton City,2787,2474,3066,909,807
177200,Nawton East,Waikato,Hamilton City,2959,2567,3397,871,756
177300,Chartwell,Waikato,Hamilton City,1809,1585,2062,877,769
177400,Forest Lake (Hamilton City),Waikato,Hamilton City,1898,1729,2110,900,819
177500,Chedworth,Waikato,Hamilton City,1412,1310,1545,914,848
177600,Beerescourt,Waikato,Hamilton City,1848,1715,2010,919,853
177700,Miropiko,Waikato,Hamilton City,2572,2376,2755,934,862
177800,Porritt,Waikato,Hamilton City,1862,1641,2109,883,778
177900,Dinsdale North,Waikato,Hamilton City,3250,2893,3604,902,803
