sa2_code,sa2,dhbresidence,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
244500,Stokes Valley Central,Hutt Valley,Pacific Peoples,180,178,197,914,904
244600,Taita South,Hutt Valley,Pacific Peoples,514,500,569,903,879
244700,Petone East,Hutt Valley,Pacific Peoples,196,193,masked,>950,>950
244800,Hutt Central South,Hutt Valley,Pacific Peoples,42,42,50,840,840
244900,Stokes Valley North,Hutt Valley,Pacific Peoples,234,229,masked,>950,masked
245000,Petone Esplanade,Hutt Valley,Pacific Peoples,167,159,masked,>950,masked
245100,Epuni West,Hutt Valley,Pacific Peoples,159,156,masked,>950,masked
245200,Avalon East,Hutt Valley,Pacific Peoples,313,306,340,921,900
245300,Woburn,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
245400,Naenae Central,Hutt Valley,Pacific Peoples,531,514,masked,>950,masked
245500,Waterloo West,Hutt Valley,Pacific Peoples,78,78,masked,>950,>950
245600,Epuni East,Hutt Valley,Pacific Peoples,190,183,202,941,906
245700,Gracefield,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
245800,Moera,Hutt Valley,Pacific Peoples,130,126,144,903,875
245900,Delaney,Hutt Valley,Pacific Peoples,355,343,383,927,896
246000,Waiwhetu,Hutt Valley,Pacific Peoples,299,292,masked,>950,>950
246100,Waterloo East,Hutt Valley,Pacific Peoples,137,134,masked,>950,masked
246200,Naenae North,Hutt Valley,Pacific Peoples,434,423,464,935,912
246300,Manuka,Hutt Valley,Pacific Peoples,86,84,99,869,848
246400,Naenae South,Hutt Valley,Pacific Peoples,363,359,392,926,916
246600,Arakura,Hutt Valley,Pacific Peoples,257,249,masked,>950,>950
246700,Eastern Bays ,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
246800,Pencarrow,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
246900,Wainuiomata West,Hutt Valley,Pacific Peoples,455,446,masked,>950,>950
247000,Glendale,Hutt Valley,Pacific Peoples,375,365,masked,>950,masked
247100,Wainuiomata Central,Hutt Valley,Pacific Peoples,168,161,masked,>950,masked
247200,Eastbourne,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
247300,Homedale East,Hutt Valley,Pacific Peoples,212,206,225,942,916
247400,Homedale West,Hutt Valley,Pacific Peoples,273,265,masked,>950,>950
247500,Makara-Ohariu,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
247600,Tawa North,Capital and Coast,Pacific Peoples,242,237,masked,>950,>950
247700,Linden,Capital and Coast,Pacific Peoples,313,307,masked,>950,>950
247800,Tawa South,Capital and Coast,Pacific Peoples,134,132,masked,>950,masked
247900,Tawa Central,Capital and Coast,Pacific Peoples,164,163,masked,>950,>950
248000,Grenada North,Capital and Coast,Pacific Peoples,125,123,masked,>950,>950
248100,Churton Park North,Capital and Coast,Pacific Peoples,126,124,masked,>950,>950
248200,Takapu-Horokiwi,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
248300,Churton Park South,Capital and Coast,Pacific Peoples,90,89,masked,>950,>950
248400,Johnsonville West,Capital and Coast,Pacific Peoples,150,148,masked,>950,>950
248500,Grenada Village,Capital and Coast,Pacific Peoples,57,55,masked,>950,masked
248600,Johnsonville North,Capital and Coast,Pacific Peoples,110,108,masked,>950,>950
248700,Paparangi,Capital and Coast,Pacific Peoples,138,137,masked,>950,masked
248800,Ngaio North,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
248900,Johnsonville Central,Capital and Coast,Pacific Peoples,150,148,170,882,871
249000,Broadmeadows,Capital and Coast,Pacific Peoples,57,56,68,838,824
249100,Crofton Downs,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
249200,Johnsonville South,Capital and Coast,Pacific Peoples,97,94,masked,>950,>950
249300,Khandallah Reserve,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
249400,Karori Park,Capital and Coast,Pacific Peoples,193,191,masked,>950,masked
249500,Newlands North,Capital and Coast,Pacific Peoples,230,228,masked,>950,>950
249600,Ngaio South,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
249700,Newlands South,Capital and Coast,Pacific Peoples,233,232,masked,>950,>950
249800,Woodridge,Capital and Coast,Pacific Peoples,58,57,masked,>950,>950
249900,Karori North,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250000,Khandallah North,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250100,Wilton,Capital and Coast,Pacific Peoples,83,81,masked,>950,>950
250200,Khandallah South,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250300,Wadestown,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250400,Karori South,Capital and Coast,Pacific Peoples,109,107,masked,>950,>950
250500,Onslow,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250600,Karori East,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250700,Pipitea-Kaiwharawhara,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250800,Northland (Wellington City),Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
250900,Thorndon,Capital and Coast,Pacific Peoples,90,90,masked,>950,>950
251000,Wellington Botanic Gardens,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
251100,Kelburn,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
251200,Aro Valley,Capital and Coast,Pacific Peoples,67,66,71,944,930
251300,Wellington University,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
251400,Wellington Central,Capital and Coast,Pacific Peoples,80,79,95,842,832
251500,Brooklyn North,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
251600,Dixon Street,Capital and Coast,Pacific Peoples,138,138,masked,>950,>950
251700,Vivian West,Capital and Coast,Pacific Peoples,66,65,masked,>950,>950
251800,Courtenay,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
251900,Brooklyn East,Capital and Coast,Pacific Peoples,52,52,masked,>950,>950
252000,Mount Cook West,Capital and Coast,Pacific Peoples,102,100,masked,>950,>950
252100,Vivian East,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
252200,Brooklyn South,Capital and Coast,Pacific Peoples,68,68,masked,>950,>950
252300,Oriental Bay,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
252400,Mount Cook East,Capital and Coast,Pacific Peoples,89,89,masked,>950,>950
252500,Mount Victoria,Capital and Coast,Pacific Peoples,75,75,masked,>950,>950
252600,Roseneath ,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
252700,Owhiro Bay,Capital and Coast,Pacific Peoples,126,126,masked,>950,>950
252800,Kingston-Mornington-Vogeltown,Capital and Coast,Pacific Peoples,98,98,104,942,942
252900,Newtown North,Capital and Coast,Pacific Peoples,136,133,masked,>950,>950
253000,Newtown West,Capital and Coast,Pacific Peoples,144,143,153,941,935
253100,Hataitai North,Capital and Coast,Pacific Peoples,75,75,85,882,882
253200,Evans Bay,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
253300,Berhampore,Capital and Coast,Pacific Peoples,251,248,masked,>950,masked
253400,Hataitai South,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
253500,Maupuia,Capital and Coast,Pacific Peoples,125,123,masked,>950,>950
253600,Newtown South,Capital and Coast,Pacific Peoples,247,243,masked,>950,masked
253700,Kilbirnie Central,Capital and Coast,Pacific Peoples,147,145,masked,>950,>950
253800,Island Bay West,Capital and Coast,Pacific Peoples,116,116,130,892,892
253900,Melrose,Capital and Coast,Pacific Peoples,43,41,masked,>950,masked
254000,Island Bay East,Capital and Coast,Pacific Peoples,115,113,masked,>950,>950
254100,Miramar North,Capital and Coast,Pacific Peoples,118,115,masked,>950,>950
254200,Kilbirnie East,Capital and Coast,Pacific Peoples,174,171,185,941,924
254300,Lyall Bay,Capital and Coast,Pacific Peoples,155,154,165,939,933
254400,Miramar Central,Capital and Coast,Pacific Peoples,147,143,masked,>950,>950
254500,Southgate,Capital and Coast,Pacific Peoples,70,70,76,921,921
254600,Karaka Bay-Worser Bay,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
254700,Houghton Bay,Capital and Coast,Pacific Peoples,57,56,masked,>950,>950
254800,Miramar East,Capital and Coast,Pacific Peoples,84,83,89,944,933
254900,Miramar South,Capital and Coast,Pacific Peoples,335,333,masked,>950,>950
255000,Rongotai,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
255100,Strathmore (Wellington City),Capital and Coast,Pacific Peoples,478,473,masked,>950,>950
255200,Seatoun,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
255300,Kopuaranga,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
255400,Upper Plain,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
255500,Opaki,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
255600,Ngaumutawa,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
255700,Solway North,Wairarapa,Pacific Peoples,57,56,masked,>950,>950
255800,Lansdowne West,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
255900,Masterton Central,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
256000,Kuripuni,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
256100,Douglas Park,Wairarapa,Pacific Peoples,58,52,masked,>950,masked
256200,Solway South,Wairarapa,Pacific Peoples,95,94,masked,>950,>950
256300,Lansdowne East,Wairarapa,Pacific Peoples,67,66,masked,>950,>950
256400,Cameron and Soldiers Park,Wairarapa,Pacific Peoples,50,48,59,847,814
256500,Whareama,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
256600,Homebush-Te Ore Ore,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
256700,McJorrow Park,Wairarapa,Pacific Peoples,114,109,masked,>950,>950
256800,Mount Holdsworth,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
256900,Carterton North,Wairarapa,Pacific Peoples,42,42,masked,masked,masked
257000,Kokotau,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257100,Carterton South,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257200,Gladstone (Carterton District),Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257300,Tauherenikau,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257400,Kahutara,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257500,Featherston,Wairarapa,Pacific Peoples,51,51,masked,>950,>950
257700,Greytown,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257800,Aorangi Forest,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
257900,Martinborough,Wairarapa,Pacific Peoples,masked,masked,masked,masked,masked
300300,Golden Bay/Mohua,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
300500,Takaka,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
300600,Pohara-Abel Tasman,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
300700,Takaka Hills,Nelson Marlborough,Pacific Peoples,69,69,masked,masked,masked
300800,Kaiteriteri-Riwaka,Nelson Marlborough,Pacific Peoples,411,403,masked,>950,>950
300900,Upper Moutere,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
301000,Lower Moutere,Nelson Marlborough,Pacific Peoples,148,145,masked,masked,masked
301100,Motueka North,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
301200,Motueka West,Nelson Marlborough,Pacific Peoples,107,103,masked,>950,>950
301300,Motueka East,Nelson Marlborough,Pacific Peoples,56,52,masked,masked,masked
301500,Golden Downs,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
301600,Moutere Hills,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
301700,Ruby Bay-Mapua,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
301800,Murchison-Nelson Lakes,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
302100,Waimea West,Nelson Marlborough,Pacific Peoples,76,76,masked,masked,masked
302200,Appleby,Nelson Marlborough,Pacific Peoples,66,65,masked,masked,masked
302300,Wakefield,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
302400,Richmond West (Tasman District),Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
302500,Wakefield Rural,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
302600,Brightwater,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
302700,Hope,Nelson Marlborough,Pacific Peoples,116,115,masked,masked,masked
302800,Richmond Central (Tasman District),Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
302900,Ben Cooper Park,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303000,Richmond South (Tasman District),Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303100,Wilkes Park,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303200,Templemore,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303300,Easby Park,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303400,Fairose,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303600,Nelson Rural,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303800,Marybank,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
303900,Port Nelson,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
304000,Nelson Airport,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
304100,Tahunanui,Nelson Marlborough,Pacific Peoples,57,57,masked,>950,>950
304200,Britannia,Nelson Marlborough,Pacific Peoples,50,49,masked,>950,>950
304300,Atawhai,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
304400,Broadgreen-Monaco,Nelson Marlborough,Pacific Peoples,50,48,masked,>950,>950
304500,Washington,Nelson Marlborough,Pacific Peoples,53,52,masked,>950,masked
304600,Tahuna Hills,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
304700,Nelson Central-Trafalgar,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
304800,The Wood,Nelson Marlborough,Pacific Peoples,45,42,masked,masked,masked
304900,Toi Toi,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305000,Nayland,Nelson Marlborough,Pacific Peoples,57,57,masked,>950,>950
305100,Aldinga,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305200,Victory,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305300,Rutherford,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305400,Maitlands,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305500,Maitai,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305600,Grampians,Nelson Marlborough,Pacific Peoples,57,55,masked,>950,>950
305700,Saxton,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305800,Suffolk,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
305900,Omaio,Nelson Marlborough,Pacific Peoples,62,62,masked,>950,>950
306000,Enner Glynn,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306100,Daelyn,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306200,The Brook,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306300,Marlborough Sounds West,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306500,Marlborough Sounds East,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306600,Upper Wairau ,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306700,Waikawa (Marlborough District),Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306800,Waitohi (Marlborough District),Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
306900,Tuamarina,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
307000,Awatere,Nelson Marlborough,Pacific Peoples,63,63,masked,masked,masked
307100,Renwick,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
307200,Lower Wairau ,Nelson Marlborough,Pacific Peoples,100,99,masked,masked,masked
307300,Woodbourne,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
307400,Spring Creek-Grovetown,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
307500,Springlands,Nelson Marlborough,Pacific Peoples,81,77,masked,>950,>950
307600,Yelverton,Nelson Marlborough,Pacific Peoples,95,94,masked,>950,>950
307700,Mayfield,Nelson Marlborough,Pacific Peoples,254,249,masked,>950,>950
307800,Whitney West,Nelson Marlborough,Pacific Peoples,92,92,masked,>950,>950
307900,Blenheim Central,Nelson Marlborough,Pacific Peoples,174,173,masked,>950,>950
308000,Riversdale-Islington,Nelson Marlborough,Pacific Peoples,184,177,masked,>950,>950
308100,Whitney East,Nelson Marlborough,Pacific Peoples,111,107,masked,>950,>950
308200,Redwoodtown West,Nelson Marlborough,Pacific Peoples,79,76,masked,>950,>950
308300,Witherlea West,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
308400,Redwoodtown East,Nelson Marlborough,Pacific Peoples,68,67,72,944,931
308500,Riverlands,Nelson Marlborough,Pacific Peoples,544,543,masked,>950,>950
308600,Witherlea East,Nelson Marlborough,Pacific Peoples,masked,masked,masked,masked,masked
308800,Kaikoura Ranges,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
308900,Kaikoura,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
309000,Karamea,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309200,Westport North,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309300,Westport Rural,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309400,Westport South,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309500,Buller Coalfields,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309700,Inangahua,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309800,Reefton,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
309900,Barrytown,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310000,Runanga,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310100,Cobden,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310200,Blaketown,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310300,Greymouth Central,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310400,King Park,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310500,Marsden,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310600,Karoro,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310700,Rutherglen-Camerons,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310800,Greymouth Rural,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
310900,Dobson,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311000,Nelson Creek,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311100,Lake Brunner,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311200,Haast,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311300,Westland Glaciers-Bruce Bay,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311400,Arahura-Kumara,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311500,Hokitika,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311700,Hokitika Rural,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311800,Waitaha,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
311900,Whataroa-Harihari,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
312000,Hokitika Valley-Otira,West Coast,Pacific Peoples,masked,masked,masked,masked,masked
312100,Hanmer Range,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312200,Amuri,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312300,Hanmer Springs,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312400,Upper Hurunui,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312500,Parnassus,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312600,Ashley Forest,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312700,Omihi,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312800,Balcairn,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
312900,Amberley,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313000,Okuku,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313100,Ashley Gorge,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313200,Oxford,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313300,Starvation Hill-Cust,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313400,Loburn,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313500,Eyrewell,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313600,West Eyreton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313700,Ashley-Sefton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313800,Fernside,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
313900,Rangiora North West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314000,Kingsbury,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314100,Ashgrove,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314200,Rangiora North East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314300,Oxford Estate,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314500,Rangiora South West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314600,Lilybrook,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314700,Waikuku,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314800,Mandeville-Ohoka,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
314900,Rangiora South East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315000,Southbrook,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315100,Swannanoa-Eyreton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315200,Tuahiwi,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315300,Woodend,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315400,Pegasus,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315500,Clarkville,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315600,Pegasus Bay,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315700,Kaiapoi North West,Canterbury,Pacific Peoples,44,42,49,898,857
315800,Silverstream (Waimakariri District),Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
315900,Sovereign Palms,Canterbury,Pacific Peoples,44,43,47,936,915
316000,Kaiapoi West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316100,Kaiapoi Central,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316200,Kaiapoi South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316300,Kaiapoi East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316400,McLeans Island,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316500,Paparua,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316600,Yaldhurst,Canterbury,Pacific Peoples,48,47,masked,>950,>950
316800,Clearwater,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
316900,Belfast West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317000,Harewood,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317100,Brooklands-Spencerville,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317200,Styx,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317300,Belfast East,Canterbury,Pacific Peoples,58,58,masked,>950,>950
317400,Northwood,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317500,Russley,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317600,Regents Park,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
317700,Hawthornden,Canterbury,Pacific Peoples,83,82,masked,>950,>950
317800,Bishopdale North,Canterbury,Pacific Peoples,77,74,85,906,871
317900,Casebrook,Canterbury,Pacific Peoples,92,90,masked,>950,>950
318000,Bishopdale West,Canterbury,Pacific Peoples,94,89,masked,>950,masked
318100,Templeton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
318200,Islington,Canterbury,Pacific Peoples,53,50,56,946,893
318300,Burnside Park,Canterbury,Pacific Peoples,48,48,52,923,923
318400,Marshland,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
318500,Avonhead North,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
318600,Redwood North,Canterbury,Pacific Peoples,41,41,masked,masked,masked
318700,Broomfield,Canterbury,Pacific Peoples,124,119,137,905,869
318800,Redwood West,Canterbury,Pacific Peoples,83,81,masked,>950,>950
318900,Avonhead West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
319000,Bishopdale South,Canterbury,Pacific Peoples,72,71,masked,>950,>950
319100,Islington-Hornby Industrial,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
319200,Burnside,Canterbury,Pacific Peoples,71,70,masked,>950,masked
319300,Hei Hei,Canterbury,Pacific Peoples,223,222,239,933,929
319400,Papanui North,Canterbury,Pacific Peoples,85,83,masked,>950,>950
319500,Avonhead East,Canterbury,Pacific Peoples,59,57,masked,>950,>950
319600,Redwood East,Canterbury,Pacific Peoples,73,70,masked,>950,>950
319700,Avonhead South,Canterbury,Pacific Peoples,74,73,masked,>950,>950
319800,Riccarton Racecourse,Canterbury,Pacific Peoples,71,69,masked,>950,>950
319900,Bryndwr North,Canterbury,Pacific Peoples,105,102,masked,>950,>950
320000,Northlands (Christchurch City),Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
320100,Papanui West,Canterbury,Pacific Peoples,55,51,60,917,850
320200,Ilam North,Canterbury,Pacific Peoples,64,63,masked,>950,>950
320300,Hornby West,Canterbury,Pacific Peoples,135,133,masked,>950,>950
320400,Hornby Central,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
320500,Northcote (Christchurch City),Canterbury,Pacific Peoples,74,71,masked,>950,>950
320600,Jellie Park,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
320700,Ilam South,Canterbury,Pacific Peoples,76,74,81,938,914
320800,Bryndwr South,Canterbury,Pacific Peoples,64,63,masked,>950,>950
320900,Papanui East,Canterbury,Pacific Peoples,45,43,masked,>950,>950
321000,Sockburn North,Canterbury,Pacific Peoples,124,122,132,939,924
321100,Hornby South,Canterbury,Pacific Peoples,161,156,masked,>950,>950
321200,Ilam University,Canterbury,Pacific Peoples,54,52,61,885,852
321300,Prestons,Canterbury,Pacific Peoples,47,46,masked,>950,>950
321400,Strowan,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
321500,Fendalton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
321600,Waitikiri,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
321700,Mairehau North,Canterbury,Pacific Peoples,69,66,masked,>950,>950
321800,Bush Inn,Canterbury,Pacific Peoples,70,69,masked,>950,>950
321900,Awatea North,Canterbury,Pacific Peoples,110,109,masked,>950,>950
322000,Upper Riccarton,Canterbury,Pacific Peoples,75,71,81,926,877
322100,Malvern,Canterbury,Pacific Peoples,42,42,masked,masked,masked
322200,Rutland,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
322300,Sockburn South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
322400,Deans Bush,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
