"tla_code","tla_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","masked","masked","66362",">950",">950"
"1","Far North District","Northland","49340","46469","58541","843","794"
"2","Whangarei District","Northland","72349","69360","80879","895","858"
"3","Kaipara District","Northland","17698","16887","21124","838","799"
"11","Thames-Coromandel District","Waikato","24286","23485","27356","888","858"
"12","Hauraki District","Counties Manukau","721","688","793","909","868"
"12","Hauraki District","Waikato","14778","14156","17074","866","829"
"13","Waikato District","Counties Manukau","16617","16230","17635","942","920"
"13","Waikato District","Waikato","43982","42467","48128","914","882"
"15","Matamata-Piako District","Waikato","27417","26438","29883","917","885"
"16","Hamilton City","Waikato","masked","130188","139818",">950","931"
"17","Waipa District","Waikato","44879","43866","47951","936","915"
"18","Otorohanga District","Waikato","7190","6868","8064","892","852"
"19","South Waikato District","Waikato","17761","16814","20004","888","841"
"20","Waitomo District","Waikato","7004","6610","7896","887","837"
"21","Taupo District","Lakes","30045","28823","33025","910","873"
"22","Western Bay of Plenty District","Bay of Plenty","43248","41675","47074","919","885"
"23","Tauranga City","Bay of Plenty","117396","113374","125053","939","907"
"24","Rotorua District","Lakes","54426","51902","59424","916","873"
"25","Whakatane District","Bay of Plenty","26661","25181","30791","866","818"
"26","Kawerau District","Bay of Plenty","5341","4953","6259","853","791"
"27","Opotiki District","Bay of Plenty","6521","6015","7522","867","800"
"28","Gisborne District","Tairawhiti","37534","35508","41280","909","860"
"29","Wairoa District","Hawke's Bay","5772","5410","6602","874","819"
"30","Hastings District","Hawke's Bay","67298","64390","70817","950","909"
"31","Napier City","Hawke's Bay","51484","49558","55071","935","900"
"32","Central Hawke's Bay District","Hawke's Bay","11340","10895","12248","926","890"
"33","New Plymouth District","Taranaki","64674","62275","70018","924","889"
"34","Stratford District","Taranaki","6930","6652","7818","886","851"
"35","South Taranaki District","Taranaki","19732","18911","21879","902","864"
"36","Ruapehu District","Waikato","5696","5283","6682","852","791"
"36","Ruapehu District","Whanganui","2972","2818","3405","873","828"
"37","Whanganui District","Whanganui","36580","35094","40645","900","863"
"38","Rangitikei District","Whanganui","11627","11189","12822","907","873"
"39","Manawatu District","MidCentral","24762","23983","26402","938","908"
"40","Palmerston North City","MidCentral","masked","66964","71092",">950","942"
"41","Tararua District","MidCentral","13807","13159","15242","906","863"
"42","Horowhenua District","MidCentral","27143","26024","29714","913","876"
"43","Kapiti Coast District","Capital and Coast","37807","36941","40073","943","922"
"43","Kapiti Coast District","MidCentral","7316","7008","8062","907","869"
"44","Porirua City","Capital and Coast","masked","44447","48253",">950","921"
"45","Upper Hutt City","Hutt Valley","masked","35236","37633",">950","936"
"46","Lower Hutt City","Hutt Valley","masked","84404","90660",">950","931"
"47","Wellington City","Capital and Coast","masked","masked","178460",">950",">950"
"48","Masterton District","Wairarapa","21680","20850","23162","936","900"
"49","Carterton District","Wairarapa","7940","7703","8515","932","905"
"50","South Wairarapa District","Wairarapa","9336","9086","9900","943","918"
"51","Tasman District","Nelson Marlborough","42973","41410","47323","908","875"
"52","Nelson City","Nelson Marlborough","42941","41600","45489","944","915"
"53","Marlborough District","Nelson Marlborough","masked","39284","41759",">950","941"
"54","Kaikoura District","Canterbury","3127","3037","3488","897","871"
"55","Buller District","West Coast","7620","7313","8646","881","846"
"56","Grey District","West Coast","10613","10161","11625","913","874"
"57","Westland District","West Coast","6643","6370","7173","926","888"
"58","Hurunui District","Canterbury","10215","9910","11207","911","884"
"59","Waimakariri District","Canterbury","50830","49440","54814","927","902"
"60","Christchurch City","Canterbury","masked","310899","327431",">950","950"
"62","Selwyn District","Canterbury","masked","masked","57435",">950",">950"
"63","Ashburton District","Canterbury","masked","26118","28062",">950","931"
"64","Timaru District","South Canterbury","38794","37657","41440","936","909"
"65","Mackenzie District","South Canterbury","3837","3738","4129","929","905"
"66","Waimate District","South Canterbury","6419","6235","7029","913","887"
"67","Chatham Islands Territory","Canterbury","masked","masked","239",">950",">950"
"68","Waitaki District","Southern","18118","17532","19601","924","894"
"69","Central Otago District","Southern","masked","18896","20016",">950","944"
"70","Queenstown-Lakes District","Southern","masked","masked","37482",">950",">950"
"71","Dunedin City","Southern","masked","masked","111226",">950",">950"
"72","Clutha District","Southern","13981","13503","15122","925","893"
"73","Southland District","Southern","23092","22276","25112","920","887"
"74","Gore District","Southern","9914","9584","10801","918","887"
"75","Invercargill City","Southern","43586","42129","46226","943","911"
"76","Auckland","Area outside District Health Board","20 or less","20 or less","masked","500","500"
"76","Auckland","Auckland","masked","masked","413729",">950",">950"
"76","Auckland","Counties Manukau","433004","420731","456585","948","921"
"76","Auckland","Waitemata","masked","486529","518752",">950","938"
"999","Area Outside Territorial Authority","Area outside District Health Board","20 or less","20 or less","masked",">950",">950"
