"tla_code","tla_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","masked","63307","67647",">950","936"
"1","Far North District","Northland","48672","44808","58453","833","767"
"2","Whangarei District","Northland","71723","67115","80792","888","831"
"3","Kaipara District","Northland","17567","16448","21117","832","779"
"11","Thames-Coromandel District","Waikato","24058","22874","27304","881","838"
"12","Hauraki District","Counties Manukau","717","680","795","902","855"
"12","Hauraki District","Waikato","14632","13684","17070","857","802"
"13","Waikato District","Counties Manukau","16481","15871","17561","939","904"
"13","Waikato District","Waikato","43596","41230","48041","907","858"
"15","Matamata-Piako District","Waikato","27199","25751","29859","911","862"
"16","Hamilton City","Waikato","masked","126961","139870",">950","908"
"17","Waipa District","Waikato","44627","43059","47894","932","899"
"18","Otorohanga District","Waikato","7104","6616","8048","883","822"
"19","South Waikato District","Waikato","17556","16050","19994","878","803"
"20","Waitomo District","Waikato","6952","6400","7906","879","810"
"21","Taupo District","Lakes","29749","27800","32979","902","843"
"22","Western Bay of Plenty District","Bay of Plenty","42875","40203","46976","913","856"
"23","Tauranga City","Bay of Plenty","116379","109400","124875","932","876"
"24","Rotorua District","Lakes","53945","49871","59401","908","840"
"25","Whakatane District","Bay of Plenty","26336","23805","30770","856","774"
"26","Kawerau District","Bay of Plenty","5266","4608","6247","843","738"
"27","Opotiki District","Bay of Plenty","6452","5705","7520","858","759"
"28","Gisborne District","Tairawhiti","37087","33940","41231","899","823"
"29","Wairoa District","Hawke's Bay","5679","5154","6590","862","782"
"30","Hastings District","Hawke's Bay","66403","61744","70764","938","873"
"31","Napier City","Hawke's Bay","51060","47982","55036","928","872"
"32","Central Hawke's Bay District","Hawke's Bay","11265","10608","12248","920","866"
"33","New Plymouth District","Taranaki","64019","60305","69936","915","862"
"34","Stratford District","Taranaki","6882","6429","7812","881","823"
"35","South Taranaki District","Taranaki","19557","18277","21870","894","836"
"36","Ruapehu District","Waikato","5641","5089","6679","845","762"
"36","Ruapehu District","Whanganui","2935","2646","3408","861","776"
"37","Whanganui District","Whanganui","36254","33744","40635","892","830"
"38","Rangitikei District","Whanganui","11556","10866","12829","901","847"
"39","Manawatu District","MidCentral","24577","23260","26379","932","882"
"40","Palmerston North City","MidCentral","masked","64965","71111",">950","914"
"41","Tararua District","MidCentral","13690","12671","15234","899","832"
"42","Horowhenua District","MidCentral","26939","25014","29718","906","842"
"43","Kapiti Coast District","Capital and Coast","37578","36088","40043","938","901"
"43","Kapiti Coast District","MidCentral","7248","6781","8051","900","842"
"44","Porirua City","Capital and Coast","45488","42855","48257","943","888"
"45","Upper Hutt City","Hutt Valley","masked","34290","37612",">950","912"
"46","Lower Hutt City","Hutt Valley","masked","82086","90662",">950","905"
"47","Wellington City","Capital and Coast","masked","masked","178661",">950",">950"
"48","Masterton District","Wairarapa","21527","20136","23135","930","870"
"49","Carterton District","Wairarapa","7881","7510","8508","926","883"
"50","South Wairarapa District","Wairarapa","9285","8860","9889","939","896"
"51","Tasman District","Nelson Marlborough","42504","39961","47220","900","846"
"52","Nelson City","Nelson Marlborough","42619","40185","45451","938","884"
"53","Marlborough District","Nelson Marlborough","masked","37945","41754",">950","909"
"54","Kaikoura District","Canterbury","3096","2949","3470","892","850"
"55","Buller District","West Coast","7565","7042","8631","876","816"
"56","Grey District","West Coast","10496","9725","11627","903","836"
"57","Westland District","West Coast","6582","6187","7172","918","863"
"58","Hurunui District","Canterbury","10140","9665","11195","906","863"
"59","Waimakariri District","Canterbury","50497","48037","54740","922","878"
"60","Christchurch City","Canterbury","masked","303729","327458",">950","928"
"62","Selwyn District","Canterbury","masked","53934","57331",">950","941"
"63","Ashburton District","Canterbury","masked","25444","28035",">950","908"
"64","Timaru District","South Canterbury","38476","36654","41397","929","885"
"65","Mackenzie District","South Canterbury","3813","3643","4123","925","884"
"66","Waimate District","South Canterbury","6387","6058","7030","909","862"
"67","Chatham Islands Territory","Canterbury","masked","masked","236",">950",">950"
"68","Waitaki District","Southern","17961","17039","19565","918","871"
"69","Central Otago District","Southern","masked","18400","19968",">950","921"
"70","Queenstown-Lakes District","Southern","masked","masked","37394",">950",">950"
"71","Dunedin City","Southern","masked","104480","111516",">950","937"
"72","Clutha District","Southern","13860","13106","15110","917","867"
"73","Southland District","Southern","22898","21413","25103","912","853"
"74","Gore District","Southern","9866","9288","10814","912","859"
"75","Invercargill City","Southern","43247","40694","46195","936","881"
"76","Auckland","Area outside District Health Board","20 or less","20 or less","masked","500","500"
"76","Auckland","Auckland","masked","masked","413976",">950",">950"
"76","Auckland","Counties Manukau","429924","411793","456457","942","902"
"76","Auckland","Waitemata","masked","478922","518667",">950","923"
"999","Area Outside Territorial Authority","Area outside District Health Board","20 or less","20 or less","masked",">950",">950"
