sa2_code,sa2_name,dhb,booster_count,eligible_booster_pop,booster_uptake
Unknown,Unknown,Unknown,34639,55194,628
100100,North Cape,Northland,812,1202,676
100200,Rangaunu Harbour,Northland,839,1383,607
100300,Inlets Far North District,Northland,Masked,Masked,Masked
100400,Karikari Peninsula,Northland,707,1003,705
100500,Tangonge,Northland,464,715,649
100600,Ahipara,Northland,506,782,647
100700,Kaitaia East,Northland,815,1435,568
100800,Kaitaia West,Northland,1200,2050,585
100900,Rangitihi,Northland,350,576,608
101000,Oruru-Parapara,Northland,345,570,605
101100,Taumarumaru,Northland,1355,1830,740
101200,Herekino-Takahue,Northland,362,580,624
101300,Peria,Northland,401,633,633
101400,Taemaro-Oruaiti,Northland,416,609,683
101500,Whakapaku,Northland,302,442,683
101600,Hokianga North,Northland,379,541,701
101700,Kohukohu-Broadwood,Northland,362,495,731
101800,Whakarara,Northland,596,842,708
101900,Kaeo,Northland,467,702,665
102000,Omahuta Forest-Horeke,Northland,373,591,631
102100,Hokianga South,Northland,510,733,696
102200,Lake Manuwai-Kapiro,Northland,1094,1598,685
102300,?kaihau,Northland,468,762,614
102400,Rangitane-Purerua,Northland,685,982,698
102500,Waipapa,Northland,380,566,671
102600,Puketotara,Northland,877,1272,689
102700,Waim? Forest,Northland,356,615,579
102800,Riverview,Northland,1289,1652,780
102900,Waipoua Forest,Northland,535,764,700
103000,Kerikeri Central,Northland,1403,1954,718
103100,Kerikeri South,Northland,1618,2101,770
103200,?haeawai-Waimate North,Northland,539,807,668
103300,Puketona-Waitangi,Northland,724,998,725
103400,Ngapuhi,Northland,489,851,575
103500,Kaikohe,Northland,1376,2336,589
103600,Pakaraka,Northland,268,418,641
103700,Haruru,Northland,550,784,702
103800,Russell,Northland,539,664,812
103900,Paihia,Northland,853,1233,692
104000,Mataraua Forest,Northland,169,290,583
104100,Matawaia-Taumarere,Northland,509,824,618
104200,Russell Peninsula,Northland,410,510,804
104300,Opua (Far North District),Northland,764,1009,757
104400,Russell Forest-Rawhiti,Northland,332,474,700
104500,Moerewa,Northland,512,909,563
104600,Kawakawa,Northland,535,860,622
104700,Maromaku,Northland,235,396,593
104800,Mangakahia-H?kerenui,Northland,654,1118,585
104900,Whangaruru,Northland,1076,1672,644
105100,Matarau,Northland,1553,2192,708
105200,Hikurangi,Northland,518,897,577
105300,Kauri,Northland,903,1213,744
105400,Maungatapere,Northland,1731,2396,722
105500,Kamo West,Northland,1136,1533,741
105600,Matapouri-Tutukaka,Northland,974,1320,738
105700,Kiripaka,Northland,475,686,692
105800,Kamo East,Northland,1230,1932,637
105900,Granfield Reserve,Northland,1898,2407,789
106000,Kamo Central,Northland,780,1135,687
106100,Whau Valley,Northland,1497,2045,732
106200,Tikipunga North,Northland,1655,2349,705
106300,Pukenui,Northland,1292,1684,767
106400,Otangarei,Northland,571,1098,520
106500,Tikipunga South,Northland,1761,2582,682
106600,Kensington (Whangarei District),Northland,1825,2502,729
106700,Abbey Caves-Glenbervie,Northland,700,973,719
106800,Mairtown,Northland,1394,1845,756
106900,Maunu-Horahora,Northland,1877,2459,763
107000,Woodhill-Vinetown,Northland,1409,2045,689
107100,Whang?rei Central,Northland,561,818,686
107200,Riverside,Northland,1096,1553,706
107300,Raumanga,Northland,1094,1903,575
107400,Tarewa,Northland,630,1084,581
107500,Morningside (Whangarei District),Northland,950,1528,622
107600,Ngunguru,Northland,662,866,764
107700,Otaika-Portland,Northland,609,904,674
107800,Oakleigh-Mangapai,Northland,1094,1565,699
107900,Port-Limeburners,Northland,96,152,632
108000,Pataua,Northland,756,1129,670
108100,Onerahi Park,Northland,904,1215,744
108200,Sherwood Rise,Northland,1098,1605,684
108300,Onerahi,Northland,1107,1598,693
108400,Inlet Whang?rei Harbour,Northland,Masked,Masked,Masked
108500,Parua Bay,Northland,1494,1891,790
108600,Bream Bay,Northland,1033,1496,691
108700,Marsden Bay,Northland,1634,2077,787
108800,Ruak?k?,Northland,1385,1977,701
108900,Bream Head,Northland,821,1053,780
109000,Waipu,Northland,1733,2296,755
109100,Kaipara Coastal,Northland,1427,2300,620
109200,Maungaru,Northland,714,1167,612
109300,Dargaville,Northland,2126,3230,658
109400,Ruawai-Matakohe,Northland,1118,1633,685
109500,Otamatea (Kaipara District),Northland,803,1131,710
109600,Maungaturoto,Northland,566,830,682
109700,Kaiwaka,Northland,932,1431,651
109800,Mangawhai Rural,Northland,1158,1714,676
109900,Mangawhai Heads,Northland,1307,1780,734
110100,Mangawhai,Northland,607,816,744
110200,Okahukura Peninsula,Waitemata,623,1010,617
110400,Cape Rodney,Waitemata,1725,2531,682
110500,Wellsford,Waitemata,789,1274,619
110700,South Head,Waitemata,1210,1791,676
110800,Kaipara Hills,Waitemata,796,1319,603
110900,Dome Valley-Matakana,Waitemata,840,1144,734
111100,Warkworth West,Waitemata,1492,1975,755
111200,Puhoi Valley,Waitemata,1825,2693,678
111300,Warkworth East,Waitemata,1974,2702,731
111400,Sandspit,Waitemata,600,780,769
111500,Tawharanui Peninsula,Waitemata,1330,1716,775
111600,Te Kuru,Waitemata,1160,1757,660
111700,Snells Beach,Waitemata,1971,2655,742
111800,Barrier Islands,Auckland,547,725,754
111900,Algies Bay-Scotts Landing,Waitemata,725,923,785
112100,Wainui-Waiwera,Waitemata,886,1287,688
112200,Parakai,Waitemata,454,686,662
112300,Helensville Rural,Waitemata,806,1170,689
112400,Helensville,Waitemata,1349,1983,680
112500,Waitoki,Waitemata,781,1186,659
112600,Waikoukou Valley,Waitemata,779,1171,665
112700,Orewa North,Waitemata,3085,3882,795
112800,Hatfields Beach,Waitemata,798,1136,702
112900,Orewa South,Waitemata,2547,3164,805
113000,Orewa Central,Waitemata,2097,2623,799
113100,Millwater North,Waitemata,1939,2616,741
113200,Waipatukahu,Waitemata,660,966,683
113300,Millwater South,Waitemata,1852,2712,683
113400,Dairy Flat North,Waitemata,1183,1902,622
113500,Dairy Flat West,Waitemata,715,1074,666
113600,Kingsway,Waitemata,1156,1682,687
113700,Riverhead Forest,Waitemata,Masked,Masked,Masked
113800,Silverdale Central (Auckland),Waitemata,269,418,644
113900,Red Beach West,Waitemata,1693,2144,790
114000,Red Beach East,Waitemata,2230,3045,732
114100,Silverdale South (Auckland),Waitemata,942,1423,662
114200,Waimauku,Waitemata,707,997,709
114300,Gulf Islands,Auckland,38,46,826
114400,Vipond,Waitemata,1549,2168,714
114500,Muriwai,Waitemata,577,796,725
114600,Stanmore Bay West,Waitemata,1258,1866,674
114700,Kumeu Rural West,Waitemata,882,1293,682
114800,Okura Bush,Waitemata,707,1029,687
114900,Whangapar?oa Central,Waitemata,2241,3180,705
115000,Kumeu-Huapai,Waitemata,2624,3599,729
115100,Stanmore Bay East,Waitemata,1350,1917,704
115200,Manly West,Waitemata,1246,1765,706
115300,Muriwai Valley-Bethells Beach,Waitemata,530,764,694
115400,Tindalls-Matakatia,Waitemata,1098,1520,722
115500,Coatesville,Waitemata,1245,1715,726
115600,Dairy Flat South,Waitemata,881,1257,701
115700,Gulf Harbour North,Waitemata,1552,2165,717
115800,Manly East,Waitemata,1974,2658,743
115900,Riverhead,Waitemata,1678,2247,747
116000,Army Bay,Waitemata,873,1135,769
116100,Kumeu Rural East,Waitemata,1302,1920,678
116200,Gulf Harbour South,Waitemata,1654,2231,741
116300,Paremoremo West,Waitemata,481,697,690
116400,Taupaki,Waitemata,878,1269,692
116500,Long Bay,Waitemata,1311,1868,702
116600,Paremoremo East,Waitemata,1026,1510,679
116700,Albany Heights,Waitemata,1932,2863,675
116800,Awaruku,Waitemata,2362,3281,720
116900,Fairview Heights,Waitemata,2048,3057,670
117000,Whenuapai,Waitemata,2982,4240,703
117100,Waitakere Ranges North,Waitemata,635,882,720
117200,Torbay,Waitemata,2421,3313,731
117300,Albany Central,Waitemata,656,1049,625
117400,Albany West,Waitemata,1632,2253,724
117500,Glamorgan,Waitemata,1693,2418,700
117600,Oteha East,Waitemata,1655,2380,695
117700,Northcross,Waitemata,1812,2529,716
117800,Oteha West,Waitemata,1095,1602,684
117900,Waiake,Waitemata,2097,2896,724
118000,Waitakere,Waitemata,996,1400,711
118100,Albany South,Waitemata,1966,2751,715
118200,Browns Bay South West,Waitemata,2195,3172,692
118300,Browns Bay Central,Waitemata,1820,2443,745
