"sa2_code","sa2_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","68523","66303","masked",">950",">950"
"100100","North Cape","Northland","1387","1357","1584","876","857"
"100200","Rangaunu Harbour","Northland","1632","1571","1930","846","814"
"100300","Inlets Far North District","Northland","6","6","masked",">950",">950"
"100400","Karikari Peninsula","Northland","1145","1122","1337","856","839"
"100500","Tangonge","Northland","859","840","976","880","861"
"100600","Ahipara","Northland","897","871","1048","856","831"
"100700","Kaitaia East","Northland","1767","1682","2013","878","836"
"100800","Kaitaia West","Northland","2611","2486","2965","881","838"
"100900","Rangitihi","Northland","677","662","807","839","820"
"101000","Oruru-Parapara","Northland","662","639","816","811","783"
"101100","Taumarumaru","Northland","2019","1969","2246","899","877"
"101200","Herekino-Takahue","Northland","689","664","864","797","769"
"101300","Peria","Northland","755","728","1024","737","711"
"101400","Taemaro-Oruaiti","Northland","701","681","851","824","800"
"101500","Whakapaku","Northland","521","500","661","788","756"
"101600","Hokianga North","Northland","651","627","770","845","814"
"101700","Kohukohu-Broadwood","Northland","577","564","684","844","825"
"101800","Whakarara","Northland","943","917","1093","863","839"
"101900","Kaeo","Northland","854","819","1065","802","769"
"102000","Omahuta Forest-Horeke","Northland","742","708","975","761","726"
"102100","Hokianga South","Northland","895","852","1169","766","729"
"102200","Lake Manuwai-Kapiro","Northland","1803","1769","1972","914","897"
"102300","?kaihau","Northland","882","862","1019","866","846"
"102400","Rangitane-Purerua","Northland","1129","1089","1268","890","859"
"102500","Waipapa","Northland","634","618","707","897","874"
"102600","Puketotara","Northland","1436","1403","1606","894","874"
"102700","Waim? Forest","Northland","748","718","960","779","748"
"102800","Riverview","Northland","1865","1834","masked",">950","941"
"102900","Waipoua Forest","Northland","881","845","1139","773","742"
"103000","Kerikeri Central","Northland","2208","2167","2348","940","923"
"103100","Kerikeri South","Northland","2309","2278","2488","928","916"
"103200","?haeawai-Waimate North","Northland","925","894","1062","871","842"
"103300","Puketona-Waitangi","Northland","1104","1090","1254","880","869"
"103400","Ngapuhi","Northland","1050","1001","1253","838","799"
"103500","Kaikohe","Northland","2997","2852","3580","837","797"
"103600","Pakaraka","Northland","481","467","545","883","857"
"103700","Haruru","Northland","873","859","1018","858","844"
"103800","Russell","Northland","703","697","766","918","910"
"103900","Paihia","Northland","1354","1326","1511","896","878"
"104000","Mataraua Forest","Northland","361","342","447","808","765"
"104100","Matawaia-Taumarere","Northland","1033","995","1264","817","787"
"104200","Russell Peninsula","Northland","539","535","621","868","862"
"104300","Opua (Far North District)","Northland","1095","1073","1194","917","899"
"104400","Russell Forest-Rawhiti","Northland","545","526","624","873","843"
"104500","Moerewa","Northland","1154","1092","1345","858","812"
"104600","Kawakawa","Northland","1075","1024","1201","895","853"
"104700","Maromaku","Northland","466","455","585","797","778"
"104800","Mangakahia-H?kerenui","Northland","1362","1315","1570","868","838"
"104900","Whangaruru","Northland","1899","1854","2170","875","854"
"105100","Matarau","Northland","2486","2451","2751","904","891"
"105200","Hikurangi","Northland","1085","1047","1223","887","856"
"105300","Kauri","Northland","1369","1346","1535","892","877"
"105400","Maungatapere","Northland","2707","2670","3040","890","878"
"105500","Kamo West","Northland","1790","1763","1951","917","904"
"105600","Matapouri-Tutukaka","Northland","1465","1446","1616","907","895"
"105700","Kiripaka","Northland","785","771","879","893","877"
"105800","Kamo East","Northland","2291","2225","2479","924","898"
"105900","Granfield Reserve","Northland","2715","2668","masked",">950","934"
"106000","Kamo Central","Northland","1312","1291","1397","939","924"
"106100","Whau Valley","Northland","2289","2250","2539","902","886"
"106200","Tikipunga North","Northland","2646","2582","2828","936","913"
"106300","Pukenui","Northland","1888","1877","2013","938","932"
"106400","Otangarei","Northland","1470","1356","1741","844","779"
"106500","Tikipunga South","Northland","2994","2921","3214","932","909"
"106600","Kensington (Whangarei District)","Northland","2773","2725","2935","945","928"
"106700","Abbey Caves-Glenbervie","Northland","1091","1076","1178","926","913"
"106800","Mairtown","Northland","2056","2032","2219","927","916"
"106900","Maunu-Horahora","Northland","2782","2741","2984","932","919"
"107000","Woodhill-Vinetown","Northland","2306","2262","2501","922","904"
"107100","Whang?rei Central","Northland","916","895","965","949","927"
"107200","Riverside","Northland","1729","1704","1929","896","883"
"107300","Raumanga","Northland","2393","2284","2707","884","844"
"107400","Tarewa","Northland","1327","1275","1514","876","842"
"107500","Morningside (Whangarei District)","Northland","1771","1720","1923","921","894"
"107600","Ngunguru","Northland","969","957","1070","906","894"
"107700","Otaika-Portland","Northland","1028","1002","1176","874","852"
"107800","Oakleigh-Mangapai","Northland","1766","1744","1992","887","876"
"107900","Port-Limeburners","Northland","174","166","184","946","902"
"108000","Pataua","Northland","1279","1254","1477","866","849"
"108100","Onerahi Park","Northland","1332","1311","1413","943","928"
"108200","Sherwood Rise","Northland","1866","1819","2015","926","903"
"108300","Onerahi","Northland","1843","1797","2092","881","859"
"108400","Inlet Whang?rei Harbour","Northland","10","10","17","588","588"
"108500","Parua Bay","Northland","2107","2086","2252","936","926"
"108600","Bream Bay","Northland","1708","1671","1889","904","885"
"108700","Marsden Bay","Northland","2255","2233","masked",">950",">950"
"108800","Ruak?k?","Northland","2229","2191","2370","941","924"
"108900","Bream Head","Northland","1129","1116","1217","928","917"
"109000","Waipu","Northland","2471","2442","2798","883","873"
"109100","Kaipara Coastal","Northland","2660","2585","3228","824","801"
"109200","Maungaru","Northland","1314","1288","1560","842","826"
"109300","Dargaville","Northland","3737","3604","4329","863","833"
"109400","Ruawai-Matakohe","Northland","1850","1804","2123","871","850"
"109500","Otamatea (Kaipara District)","Northland","1276","1241","1554","821","799"
"109600","Maungaturoto","Northland","958","925","1053","910","878"
"109700","Kaiwaka","Northland","1661","1607","2012","826","799"
"109800","Mangawhai Rural","Northland","1856","1820","2255","823","807"
"109900","Mangawhai Heads","Northland","1918","1883","2122","904","887"
"110100","Mangawhai","Northland","880","869","958","919","907"
"110200","Okahukura Peninsula","Waitemata","1142","1121","1310","872","856"
"110400","Cape Rodney","Waitemata","2786","2729","3172","878","860"
"110500","Wellsford","Waitemata","1456","1419","1650","882","860"
"110700","South Head","Waitemata","2007","1977","2242","895","882"
"110800","Kaipara Hills","Waitemata","1501","1478","1724","871","857"
"110900","Dome Valley-Matakana","Waitemata","1267","1246","1402","904","889"
"111100","Warkworth West","Waitemata","2172","2143","2289","949","936"
"111200","Puhoi Valley","Waitemata","3018","2969","3331","906","891"
"111300","Warkworth East","Waitemata","2947","2919","3110","948","939"
"111400","Sandspit","Waitemata","841","826","916","918","902"
"111500","Tawharanui Peninsula","Waitemata","1868","1850","masked",">950",">950"
"111600","Te Kuru","Waitemata","1957","1932","2093","935","923"
"111700","Snells Beach","Waitemata","2924","2897","3158","926","917"
"111800","Barrier Islands","Auckland","766","749","914","838","819"
"111900","Algies Bay-Scotts Landing","Waitemata","1007","987","1134","888","870"
"112100","Wainui-Waiwera","Waitemata","1424","1411","1574","905","896"
"112200","Parakai","Waitemata","811","794","892","909","890"
"112300","Helensville Rural","Waitemata","1284","1271","1395","920","911"
"112400","Helensville","Waitemata","2238","2189","2395","934","914"
"112500","Waitoki","Waitemata","1304","1289","1412","924","913"
"112600","Waikoukou Valley","Waitemata","1357","1341","1460","929","918"
"112700","Orewa North","Waitemata","4189","4152","masked",">950","948"
"112800","Hatfields Beach","Waitemata","1241","1232","1320","940","933"
"112900","Orewa South","Waitemata","3379","3347","masked",">950",">950"
"113000","Orewa Central","Waitemata","2813","2791","2991","940","933"
"113100","Millwater North","Waitemata","2892","2865","masked",">950","944"
"113200","Waipatukahu","Waitemata","1086","1075","1182","919","909"
"113300","Millwater South","Waitemata","3029","3003","masked",">950",">950"
"113400","Dairy Flat North","Waitemata","2062","2035","2173","949","936"
"113500","Dairy Flat West","Waitemata","1181","1176","1278","924","920"
"113600","Kingsway","Waitemata","1910","1883","2013","949","935"
"113700","Riverhead Forest","Waitemata","masked","masked","masked",">950",">950"
"113800","Silverdale Central (Auckland)","Waitemata","447","440","masked",">950",">950"
"113900","Red Beach West","Waitemata","2345","2315","2534","925","914"
"114000","Red Beach East","Waitemata","3335","3307","masked",">950",">950"
"114100","Silverdale South (Auckland)","Waitemata","1596","1574","1721","927","915"
"114200","Waimauku","Waitemata","1108","1097","masked",">950","946"
"114300","Gulf Islands","Auckland","52","51","59","881","864"
"114400","Vipond","Waitemata","2355","2342","2495","944","939"
"114500","Muriwai","Waitemata","876","861","950","922","906"
"114600","Stanmore Bay West","Waitemata","2093","2066","2228","939","927"
"114700","Kumeu Rural West","Waitemata","1421","1398","1501","947","931"
"114800","Okura Bush","Waitemata","1112","1095","1216","914","900"
"114900","Whangapar?oa Central","Waitemata","3526","3492","3722","947","938"
"115000","Kumeu-Huapai","Waitemata","3886","3858","masked",">950",">950"
"115100","Stanmore Bay East","Waitemata","2191","2155","2370","924","909"
"115200","Manly West","Waitemata","1925","1904","2063","933","923"
"115300","Muriwai Valley-Bethells Beach","Waitemata","845","832","931","908","894"
"115400","Tindalls-Matakatia","Waitemata","1651","1638","1777","929","922"
"115500","Coatesville","Waitemata","1890","1870","2021","935","925"
"115600","Dairy Flat South","Waitemata","1373","1356","1460","940","929"
"115700","Gulf Harbour North","Waitemata","2398","2377","masked",">950",">950"
"115800","Manly East","Waitemata","2906","2882","3165","918","911"
"115900","Riverhead","Waitemata","2455","2435","masked",">950",">950"
"116000","Army Bay","Waitemata","1261","1242","1330","948","934"
"116100","Kumeu Rural East","Waitemata","2078","2060","2268","916","908"
"116200","Gulf Harbour South","Waitemata","2400","2386","2552","940","935"
"116300","Paremoremo West","Waitemata","764","754","818","934","922"
"116400","Taupaki","Waitemata","1405","1387","1534","916","904"
"116500","Long Bay","Waitemata","2034","2009","masked",">950",">950"
"116600","Paremoremo East","Waitemata","1699","1675","1794","947","934"
"116700","Albany Heights","Waitemata","3085","3061","masked",">950",">950"
"116800","Awaruku","Waitemata","3649","3618","masked",">950",">950"
"116900","Fairview Heights","Waitemata","3305","3278","masked",">950",">950"
"117000","Whenuapai","Waitemata","4578","4536","masked",">950",">950"
"117100","Waitakere Ranges North","Waitemata","988","980","1084","911","904"
"117200","Torbay","Waitemata","3635","3609","masked",">950","948"
