"sa2_code","sa2_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","masked","masked","2713",">950",">950"
"100100","North Cape","Northland","20 or less","20 or less","masked","905","905"
"100200","Rangaunu Harbour","Northland","31","28","34","912","824"
"100400","Karikari Peninsula","Northland","20 or less","20 or less","masked","833","833"
"100500","Tangonge","Northland","20 or less","20 or less","masked","875","875"
"100600","Ahipara","Northland","22","22","25","880","880"
"100700","Kaitaia East","Northland","masked","masked","52",">950",">950"
"100800","Kaitaia West","Northland","95","92","103","922","893"
"100900","Rangitihi","Northland","20 or less","20 or less","masked",">950",">950"
"101000","Oruru-Parapara","Northland","20 or less","20 or less","masked","929","643"
"101100","Taumarumaru","Northland","masked","35","37",">950","946"
"101200","Herekino-Takahue","Northland","20 or less","20 or less","masked",">950",">950"
"101300","Peria","Northland","20 or less","20 or less","masked","933","867"
"101400","Taemaro-Oruaiti","Northland","20 or less","20 or less","masked","867","800"
"101500","Whakapaku","Northland","20 or less","20 or less","masked","714","714"
"101600","Hokianga North","Northland","20 or less","20 or less","masked","750","667"
"101700","Kohukohu-Broadwood","Northland","20 or less","20 or less","masked","727","727"
"101800","Whakarara","Northland","20 or less","20 or less","masked","692","692"
"101900","Kaeo","Northland","20 or less","20 or less","masked","812","750"
"102000","Omahuta Forest-Horeke","Northland","20 or less","20 or less","masked","800","800"
"102100","Hokianga South","Northland","20 or less","20 or less","masked","812","750"
"102200","Lake Manuwai-Kapiro","Northland","masked","masked","29",">950",">950"
"102300","Okaihau","Northland","31","31","35","886","886"
"102400","Rangitane-Purerua","Northland","20 or less","20 or less","masked","947","895"
"102500","Waipapa","Northland","20 or less","20 or less","masked","700","700"
"102600","Puketotara","Northland","masked","masked","31",">950",">950"
"102700","Waima Forest","Northland","20 or less","20 or less","masked","647","647"
"102800","Riverview","Northland","20 or less","20 or less","masked","833","833"
"102900","Waipoua Forest","Northland","20 or less","20 or less","masked","824","824"
"103000","Kerikeri Central","Northland","masked","masked","56",">950",">950"
"103100","Kerikeri South","Northland","31","30","35","886","857"
"103200","Ohaeawai-Waimate North","Northland","20 or less","20 or less","masked","923","923"
"103300","Puketona-Waitangi","Northland","20 or less","20 or less","masked",">950",">950"
"103400","Ngapuhi","Northland","20 or less","20 or less","masked","895","842"
"103500","Kaikohe","Northland","89","78","102","873","765"
"103600","Pakaraka","Northland","20 or less","20 or less","masked",">950",">950"
"103700","Haruru","Northland","20 or less","20 or less","masked","882","882"
"103800","Russell","Northland","20 or less","20 or less","masked","875","875"
"103900","Paihia","Northland","23","22","26","885","846"
"104000","Mataraua Forest","Northland","20 or less","20 or less","masked","667","667"
"104100","Matawaia-Taumarere","Northland","20 or less","20 or less","masked","650","600"
"104200","Russell Peninsula","Northland","20 or less","20 or less","masked",">950",">950"
"104300","Opua (Far North District)","Northland","20 or less","20 or less","masked","867","800"
"104400","Russell Forest-Rawhiti","Northland","20 or less","20 or less","masked","727","636"
"104500","Moerewa","Northland","29","26","35","829","743"
"104600","Kawakawa","Northland","30","30","32","938","938"
"104700","Maromaku","Northland","20 or less","20 or less","masked","556","556"
"104800","Mangakahia-Hukerenui","Northland","20 or less","20 or less","masked","778","722"
"104900","Whangaruru","Northland","29","29","32","906","906"
"105100","Matarau","Northland","masked","masked","26",">950",">950"
"105200","Hikurangi","Northland","masked","20 or less","masked",">950","870"
"105300","Kauri","Northland","20 or less","20 or less","masked","941","941"
"105400","Maungatapere","Northland","20 or less","20 or less","masked","905","905"
"105500","Kamo West","Northland","26","23","28","929","821"
"105600","Matapouri-Tutukaka","Northland","20 or less","20 or less","masked","950","950"
"105700","Kiripaka","Northland","20 or less","20 or less","masked","692","692"
"105800","Kamo East","Northland","86","83","100","860","830"
