"sa2_code","sa2_name","dhb","booster_count","eligible_booster_pop","booster_uptake"
"Unknown","Unknown","Unknown","36447","55689","654"
"100100","North Cape","Northland","743","1126","660"
"100200","Rangaunu Harbour","Northland","769","1260","610"
"100300","Inlets Far North District","Northland","masked","6","833"
"100400","Karikari Peninsula","Northland","669","923","725"
"100500","Tangonge","Northland","440","668","659"
"100600","Ahipara","Northland","480","718","669"
"100700","Kaitaia East","Northland","728","1260","578"
"100800","Kaitaia West","Northland","1056","1809","584"
"100900","Rangitihi","Northland","310","522","594"
"101000","Oruru-Parapara","Northland","331","510","649"
"101100","Taumarumaru","Northland","1285","1719","748"
"101200","Herekino-Takahue","Northland","320","513","624"
"101300","Peria","Northland","378","586","645"
"101400","Taemaro-Oruaiti","Northland","397","563","705"
"101500","Whakapaku","Northland","279","411","679"
"101600","Hokianga North","Northland","348","506","688"
"101700","Kohukohu-Broadwood","Northland","343","467","734"
"101800","Whakarara","Northland","541","757","715"
"101900","Kaeo","Northland","425","636","668"
"102000","Omahuta Forest-Horeke","Northland","348","534","652"
"102100","Hokianga South","Northland","484","676","716"
"102200","Lake Manuwai-Kapiro","Northland","1030","1487","693"
"102300","?kaihau","Northland","448","697","643"
"102400","Rangitane-Purerua","Northland","643","915","703"
"102500","Waipapa","Northland","352","516","682"
"102600","Puketotara","Northland","834","1194","698"
"102700","Waim? Forest","Northland","325","539","603"
"102800","Riverview","Northland","1251","1569","797"
"102900","Waipoua Forest","Northland","489","712","687"
"103000","Kerikeri Central","Northland","1334","1846","723"
"103100","Kerikeri South","Northland","1533","2000","766"
"103200","?haeawai-Waimate North","Northland","514","754","682"
"103300","Puketona-Waitangi","Northland","697","957","728"
"103400","Ngapuhi","Northland","462","757","610"
"103500","Kaikohe","Northland","1293","2089","619"
"103600","Pakaraka","Northland","256","385","665"
"103700","Haruru","Northland","524","760","689"
"103800","Russell","Northland","523","646","810"
"103900","Paihia","Northland","810","1153","703"
"104000","Mataraua Forest","Northland","152","269","565"
"104100","Matawaia-Taumarere","Northland","486","746","651"
"104200","Russell Peninsula","Northland","397","487","815"
"104300","Opua (Far North District)","Northland","744","975","763"
"104400","Russell Forest-Rawhiti","Northland","319","452","706"
"104500","Moerewa","Northland","489","813","601"
"104600","Kawakawa","Northland","516","793","651"
"104700","Maromaku","Northland","216","347","622"
"104800","Mangakahia-H?kerenui","Northland","625","1023","611"
"104900","Whangaruru","Northland","991","1526","649"
"105100","Matarau","Northland","1488","2020","737"
"105200","Hikurangi","Northland","484","810","598"
"105300","Kauri","Northland","877","1132","775"
"105400","Maungatapere","Northland","1667","2252","740"
"105500","Kamo West","Northland","1105","1463","755"
"105600","Matapouri-Tutukaka","Northland","960","1266","758"
"105700","Kiripaka","Northland","445","626","711"
"105800","Kamo East","Northland","1159","1765","657"
"105900","Granfield Reserve","Northland","1840","2295","802"
"106000","Kamo Central","Northland","743","1032","720"
"106100","Whau Valley","Northland","1424","1913","744"
"106200","Tikipunga North","Northland","1547","2142","722"
"106300","Pukenui","Northland","1256","1614","778"
"106400","Otangarei","Northland","519","944","550"
"106500","Tikipunga South","Northland","1686","2365","713"
"106600","Kensington (Whangarei District)","Northland","1759","2368","743"
"106700","Abbey Caves-Glenbervie","Northland","671","903","743"
"106800","Mairtown","Northland","1352","1758","769"
"106900","Maunu-Horahora","Northland","1796","2361","761"
"107000","Woodhill-Vinetown","Northland","1319","1923","686"
"107100","Whang?rei Central","Northland","531","767","692"
"107200","Riverside","Northland","1047","1455","720"
"107300","Raumanga","Northland","1004","1680","598"
"107400","Tarewa","Northland","571","948","602"
"107500","Morningside (Whangarei District)","Northland","902","1409","640"
"107600","Ngunguru","Northland","639","829","771"
"107700","Otaika-Portland","Northland","584","833","701"
"107800","Oakleigh-Mangapai","Northland","1048","1475","711"
"107900","Port-Limeburners","Northland","89","147","605"
"108000","Pataua","Northland","738","1052","702"
"108100","Onerahi Park","Northland","883","1154","765"
"108200","Sherwood Rise","Northland","1044","1502","695"
"108300","Onerahi","Northland","1059","1442","734"
"108400","Inlet Whang?rei Harbour","Northland","8","10","800"
"108500","Parua Bay","Northland","1464","1822","804"
"108600","Bream Bay","Northland","982","1385","709"
"108700","Marsden Bay","Northland","1563","1971","793"
"108800","Ruak?k?","Northland","1329","1844","721"
"108900","Bream Head","Northland","782","1004","779"
"109000","Waipu","Northland","1678","2183","769"
"109100","Kaipara Coastal","Northland","1330","2130","624"
"109200","Maungaru","Northland","682","1079","632"
"109300","Dargaville","Northland","2028","2964","684"
"109400","Ruawai-Matakohe","Northland","1065","1523","699"
"109500","Otamatea (Kaipara District)","Northland","740","1054","702"
"109600","Maungaturoto","Northland","526","769","684"
"109700","Kaiwaka","Northland","884","1338","661"
"109800","Mangawhai Rural","Northland","1105","1634","676"
"109900","Mangawhai Heads","Northland","1257","1691","743"
