"tla_code","tla_name","dhb","dose1_cnt","dose2_cnt","pop_cnt","dose1_uptake","dose2_uptake"
"Unknown","Unknown","Unknown","masked","9787",10903,">950","898"
"1","Far North District","Northland","21233","19803",25513,"832","776"
"2","Whangarei District","Northland","17639","16632",20093,"878","828"
"3","Kaipara District","Northland","3330","3089",4111,"810","751"
"11","Thames-Coromandel District","Waikato","3092","2905",3666,"843","792"
"12","Hauraki District","Counties Manukau","172","166",192,"896","865"
"12","Hauraki District","Waikato","2676","2528",3105,"862","814"
"13","Waikato District","Counties Manukau","2711","2604",2855,"950","912"
"13","Waikato District","Waikato","10023","9514",11181,"896","851"
"15","Matamata-Piako District","Waikato","3445","3251",3841,"897","846"
"16","Hamilton City","Waikato","25321","23986",27760,"912","864"
"17","Waipa District","Waikato","4793","4591",5256,"912","873"
"18","Otorohanga District","Waikato","1756","1659",1988,"883","835"
"19","South Waikato District","Waikato","5600","5290",6306,"888","839"
"20","Waitomo District","Waikato","2755","2584",3164,"871","817"
"21","Taupo District","Lakes","6965","6526",7908,"881","825"
"22","Western Bay of Plenty District","Bay of Plenty","6297","5941",7511,"838","791"
"23","Tauranga City","Bay of Plenty","16361","15462",18479,"885","837"
"24","Rotorua District","Lakes","19067","17996",21572,"884","834"
"25","Whakatane District","Bay of Plenty","10775","10048",12941,"833","776"
"26","Kawerau District","Bay of Plenty","3010","2791",3477,"866","803"
"27","Opotiki District","Bay of Plenty","3788","3513",4472,"847","786"
"28","Gisborne District","Tairawhiti","17475","16552",19465,"898","850"
"29","Wairoa District","Hawke's Bay","3606","3416",4184,"862","816"
"30","Hastings District","Hawke's Bay","15060","14111",16727,"900","844"
"31","Napier City","Hawke's Bay","9361","8863",10394,"901","853"
"32","Central Hawke's Bay District","Hawke's Bay","2175","2041",2334,"932","874"
"33","New Plymouth District","Taranaki","8569","8087",9617,"891","841"
"34","Stratford District","Taranaki","633","596",759,"834","785"
"35","South Taranaki District","Taranaki","4468","4215",4992,"895","844"
"36","Ruapehu District","Waikato","2079","1899",2522,"824","753"
"36","Ruapehu District","Whanganui","1099","1037",1277,"861","812"
"37","Whanganui District","Whanganui","7924","7461",9129,"868","817"
"38","Rangitikei District","Whanganui","2563","2450",2882,"889","850"
"39","Manawatu District","MidCentral","2868","2732",3086,"929","885"
"40","Palmerston North City","MidCentral","9650","9176",10240,"942","896"
"41","Tararua District","MidCentral","2624","2448",2914,"900","840"
"42","Horowhenua District","MidCentral","5507","5206",6006,"917","867"
"43","Kapiti Coast District","Capital and Coast","3487","3366",3835,"909","878"
"43","Kapiti Coast District","MidCentral","1783","1691",1983,"899","853"
"44","Porirua City","Capital and Coast","8756","8382",9264,"945","905"
"45","Upper Hutt City","Hutt Valley","masked","4214",4546,">950","927"
"46","Lower Hutt City","Hutt Valley","13330","12654",14287,"933","886"
"47","Wellington City","Capital and Coast","masked","masked",13405,">950",">950"
"48","Masterton District","Wairarapa","3953","3751",4251,"930","882"
"49","Carterton District","Wairarapa","791","749",854,"926","877"
"50","South Wairarapa District","Wairarapa","1083","1033",1149,"943","899"
"51","Tasman District","Nelson Marlborough","2656","2516",3052,"870","824"
"52","Nelson City","Nelson Marlborough","3438","3249",3815,"901","852"
"53","Marlborough District","Nelson Marlborough","3981","3798",4304,"925","882"
"54","Kaikoura District","Canterbury","439","422",499,"880","846"
"55","Buller District","West Coast","661","625",762,"867","820"
"56","Grey District","West Coast","939","891",1051,"893","848"
"57","Westland District","West Coast","810","771",905,"895","852"
"58","Hurunui District","Canterbury","588","556",677,"869","821"
"59","Waimakariri District","Canterbury","3416","3304",3765,"907","878"
"60","Christchurch City","Canterbury","25188","24117",27002,"933","893"
"62","Selwyn District","Canterbury","masked","masked",3307,">950",">950"
"63","Ashburton District","Canterbury","1569","1481",1667,"941","888"
"64","Timaru District","South Canterbury","2618","2479",2872,"912","863"
"65","Mackenzie District","South Canterbury","193","184",215,"898","856"
"66","Waimate District","South Canterbury","321","305",362,"887","843"
"67","Chatham Islands Territory","Canterbury","124","123",133,"932","925"
"68","Waitaki District","Southern","1101","1048",1243,"886","843"
"69","Central Otago District","Southern","1222","1183",1339,"913","883"
"70","Queenstown-Lakes District","Southern","1471","1443",1579,"932","914"
"71","Dunedin City","Southern","masked","7381",7927,">950","931"
"72","Clutha District","Southern","1358","1276",1499,"906","851"
"73","Southland District","Southern","1823","1761",2115,"862","833"
"74","Gore District","Southern","968","918",1054,"918","871"
"75","Invercargill City","Southern","6057","5809",6659,"910","872"
"76","Auckland","Auckland","26035","24983",27897,"933","896"
"76","Auckland","Counties Manukau","53379","50542",58829,"907","859"
"76","Auckland","Waitemata","37497","36007",40127,"934","897"
