Date,First dose administered,Second dose administered
2021-06-10,13942,9449
2021-06-11,11982,9566
2021-06-12,7452,4486
2021-06-13,4408,2897
2021-06-14,10360,7548
2021-06-15,13083,9143
2021-06-16,14400,10017
2021-06-17,12992,10293
2021-06-18,11355,9453
2021-06-19,7382,4895
2021-06-20,3967,3344
2021-06-21,9068,8440
2021-06-22,11457,11279
2021-06-23,13124,11871
2021-06-24,11443,12982
2021-06-25,10027,11700
2021-06-26,8355,6273
2021-06-27,3591,3438
2021-06-28,9927,6454
2021-06-29,10938,10025
2021-06-30,12947,9930
2021-07-01,13106,9825
2021-07-02,9767,10306
2021-07-03,7388,5322
2021-07-04,3491,2918
2021-07-05,7784,7960
2021-07-06,9596,11327
2021-07-07,11286,11852
2021-07-08,12713,11886
2021-07-09,11087,10508
2021-07-10,9328,6472
2021-07-11,4394,3239
2021-07-12,9586,8153
2021-07-13,12068,10479
2021-07-14,13419,11445
2021-07-15,12868,10896
2021-07-16,11939,9910
2021-07-17,9455,7070
2021-07-18,5638,3069
2021-07-19,13154,9180
2021-07-20,18766,11913
2021-07-21,20815,13171
2021-07-22,19838,12507
2021-07-23,19773,11284
2021-07-24,17104,7725
2021-07-25,9054,4924
2021-07-26,20560,9968
2021-07-27,27612,11361
2021-07-28,29438,12146
2021-07-29,28233,11972
2021-07-30,31481,10621
2021-07-31,29529,9042
2021-08-01,17980,4658
2021-08-02,25695,9428
2021-08-03,30302,12519
2021-08-04,32564,12911
2021-08-05,29292,12984
2021-08-06,30397,11699
2021-08-07,27917,8875
2021-08-08,15886,4622
2021-08-09,26914,11640
2021-08-10,31127,15938
2021-08-11,32045,16912
2021-08-12,32529,16524
2021-08-13,31383,15637
2021-08-14,30444,13287
2021-08-15,18293,7378
2021-08-16,30376,16037
2021-08-17,35854,20396
2021-08-18,413,100
2021-08-19,21590,8734
2021-08-20,38800,20156
2021-08-21,38383,15854
2021-08-22,28510,9049
2021-08-23,46824,19512
2021-08-24,59446,23547
2021-08-25,63455,26408
2021-08-26,67838,25444
2021-08-27,67428,24655
2021-08-28,56859,22349
2021-08-29,37093,11457
2021-08-30,54874,23722
2021-08-31,59353,27443
2021-09-01,63577,27625
2021-09-02,65202,25269
2021-09-03,61855,25871
2021-09-04,56045,22529
2021-09-05,27043,11991
2021-09-06,45311,21791
2021-09-07,49993,23414
2021-09-08,48847,18525
2021-09-09,46506,15595
2021-09-10,44180,21123
2021-09-11,39040,23274
2021-09-12,20681,13429
2021-09-13,34531,20945
2021-09-14,39718,22827
2021-09-15,40019,23179
2021-09-16,37278,24117
2021-09-17,33381,27625
2021-09-18,29310,24578
2021-09-19,14282,12563
2021-09-20,24812,25899
2021-09-21,27815,26516
2021-09-22,24547,25496
2021-09-23,21264,28493
2021-09-24,19173,31770
2021-09-25,19572,32257
2021-09-26,8286,16577
2021-09-27,12766,28225
2021-09-28,13661,31199
2021-09-29,14080,27068
2021-09-30,14193,32282
2021-10-01,12371,35386
2021-10-02,12877,37364
2021-10-03,7089,20009
2021-10-04,14939,40983
2021-10-05,17592,46032
