SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,12+,"52,155",Masked,Masked,"51,778","31,151",>95%,>95%,60%
Unknown,Unknown,Unknown,5-11,"5,331","2,573","1,174",NA,NA,48%,22%,NA
100100,North Cape,Northland,12+,"1,592","1,370","1,347","1,238",811,86%,85%,66%
100100,North Cape,Northland,5-11,198,52,17,NA,NA,26%,9%,NA
100200,Rangaunu Harbour,Northland,12+,"1,953","1,653","1,597","1,465",860,85%,82%,59%
100200,Rangaunu Harbour,Northland,5-11,261,53,15,NA,NA,20%,6%,NA
100400,Karikari Peninsula,Northland,12+,"1,347","1,154","1,133","1,065",719,86%,84%,68%
100400,Karikari Peninsula,Northland,5-11,133,32,9,NA,NA,24%,7%,NA
100500,Tangonge,Northland,12+,963,844,829,751,469,88%,86%,62%
100500,Tangonge,Northland,5-11,122,31,9,NA,NA,25%,7%,NA
100600,Ahipara,Northland,12+,"1,042",888,862,800,513,85%,83%,64%
100600,Ahipara,Northland,5-11,149,55,17,NA,NA,37%,11%,NA
100700,Kaitaia East,Northland,12+,"2,025","1,779","1,698","1,528",841,88%,84%,55%
100700,Kaitaia East,Northland,5-11,333,99,30,NA,NA,30%,9%,NA
100800,Kaitaia West,Northland,12+,"2,940","2,549","2,444","2,191","1,231",87%,83%,56%
100800,Kaitaia West,Northland,5-11,481,118,47,NA,NA,25%,10%,NA
100900,Rangitihi,Northland,12+,812,686,669,610,360,84%,82%,59%
100900,Rangitihi,Northland,5-11,88,17,Masked,NA,NA,19%,6%,NA
101000,Oruru-Parapara,Northland,12+,814,661,636,593,355,81%,78%,60%
101000,Oruru-Parapara,Northland,5-11,103,27,9,NA,NA,26%,9%,NA
101100,Taumarumaru,Northland,12+,"2,252","2,005","1,965","1,875","1,358",89%,87%,72%
101100,Taumarumaru,Northland,5-11,213,64,18,NA,NA,30%,8%,NA
101200,Herekino-Takahue,Northland,12+,883,700,673,613,370,79%,76%,60%
101200,Herekino-Takahue,Northland,5-11,111,25,Masked,NA,NA,23%,<5%,NA
101300,Peria,Northland,12+,"1,017",741,714,672,407,73%,70%,61%
101300,Peria,Northland,5-11,128,26,8,NA,NA,20%,6%,NA
101400,Taemaro-Oruaiti,Northland,12+,853,704,683,642,416,83%,80%,65%
101400,Taemaro-Oruaiti,Northland,5-11,111,45,10,NA,NA,41%,9%,NA
101500,Whakapaku,Northland,12+,656,514,494,462,309,78%,75%,67%
101500,Whakapaku,Northland,5-11,83,31,Masked,NA,NA,37%,6%,NA
101600,Hokianga North,Northland,12+,797,663,642,587,391,83%,81%,67%
101600,Hokianga North,Northland,5-11,138,37,8,NA,NA,27%,6%,NA
101700,Kohukohu-Broadwood,Northland,12+,693,574,562,525,363,83%,81%,69%
101700,Kohukohu-Broadwood,Northland,5-11,66,16,Masked,NA,NA,24%,6%,NA
101800,Whakarara,Northland,12+,"1,122",965,941,888,620,86%,84%,70%
101800,Whakarara,Northland,5-11,118,53,23,NA,NA,45%,19%,NA
101900,Kaeo,Northland,12+,"1,071",842,810,751,474,79%,76%,63%
101900,Kaeo,Northland,5-11,147,43,16,NA,NA,29%,11%,NA
102000,Omahuta Forest-Horeke,Northland,12+,981,739,704,641,388,75%,72%,61%
102000,Omahuta Forest-Horeke,Northland,5-11,160,21,9,NA,NA,13%,6%,NA
102100,Hokianga South,Northland,12+,"1,180",894,860,799,530,76%,73%,66%
102100,Hokianga South,Northland,5-11,131,30,6,NA,NA,23%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"2,007","1,823","1,792","1,668","1,118",91%,89%,67%
102200,Lake Manuwai-Kapiro,Northland,5-11,205,86,38,NA,NA,42%,19%,NA
102300,Okaihau,Northland,12+,"1,015",878,859,795,475,87%,85%,60%
102300,Okaihau,Northland,5-11,120,33,Masked,NA,NA,28%,<5%,NA
102400,Rangitane-Purerua,Northland,12+,"1,283","1,149","1,116","1,035",714,90%,87%,69%
102400,Rangitane-Purerua,Northland,5-11,154,40,17,NA,NA,26%,11%,NA
102500,Waipapa,Northland,12+,724,655,637,597,389,90%,88%,65%
102500,Waipapa,Northland,5-11,96,38,16,NA,NA,40%,17%,NA
102600,Puketotara,Northland,12+,"1,612","1,445","1,412","1,324",897,90%,88%,68%
102600,Puketotara,Northland,5-11,173,69,20,NA,NA,40%,12%,NA
102700,Waima Forest,Northland,12+,991,771,742,676,363,78%,75%,54%
102700,Waima Forest,Northland,5-11,137,23,6,NA,NA,17%,<5%,NA
102800,Riverview,Northland,12+,"1,966",Masked,"1,841","1,718","1,313",>95%,94%,76%
102800,Riverview,Northland,5-11,205,104,43,NA,NA,51%,21%,NA
102900,Waipoua Forest,Northland,12+,"1,151",883,854,806,554,77%,74%,69%
102900,Waipoua Forest,Northland,5-11,109,18,Masked,NA,NA,17%,<5%,NA
103000,Kerikeri Central,Northland,12+,"2,374","2,209","2,176","2,053","1,459",93%,92%,71%
103000,Kerikeri Central,Northland,5-11,231,89,32,NA,NA,39%,14%,NA
103100,Kerikeri South,Northland,12+,"2,530","2,337","2,309","2,187","1,656",92%,91%,76%
103100,Kerikeri South,Northland,5-11,215,101,38,NA,NA,47%,18%,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,061",923,898,844,555,87%,85%,66%
103200,Ohaeawai-Waimate North,Northland,5-11,114,29,9,NA,NA,25%,8%,NA
103300,Puketona-Waitangi,Northland,12+,"1,283","1,119","1,108","1,059",746,87%,86%,70%
103300,Puketona-Waitangi,Northland,5-11,120,42,11,NA,NA,35%,9%,NA
103400,Ngapuhi,Northland,12+,"1,265","1,058","1,012",919,506,84%,80%,55%
103400,Ngapuhi,Northland,5-11,189,33,8,NA,NA,17%,<5%,NA
103500,Kaikohe,Northland,12+,"3,573","2,948","2,818","2,548","1,397",83%,79%,55%
103500,Kaikohe,Northland,5-11,661,176,57,NA,NA,27%,9%,NA
103600,Pakaraka,Northland,12+,552,486,475,440,276,88%,86%,63%
103600,Pakaraka,Northland,5-11,77,30,14,NA,NA,39%,18%,NA
103700,Haruru,Northland,12+,"1,023",868,857,822,569,85%,84%,69%
103700,Haruru,Northland,5-11,119,46,9,NA,NA,39%,8%,NA
103800,Russell,Northland,12+,763,700,695,677,545,92%,91%,81%
103900,Paihia,Northland,12+,"1,527","1,361","1,336","1,279",866,89%,87%,68%
103900,Paihia,Northland,5-11,132,45,23,NA,NA,34%,17%,NA
104000,Mataraua Forest,Northland,12+,446,361,339,304,173,81%,76%,57%
104000,Mataraua Forest,Northland,5-11,68,17,9,NA,NA,25%,13%,NA
104100,Matawaia-Taumarere,Northland,12+,"1,263","1,026",993,901,515,81%,79%,57%
104100,Matawaia-Taumarere,Northland,5-11,199,60,10,NA,NA,30%,5%,NA
104200,Russell Peninsula,Northland,12+,632,543,539,521,418,86%,85%,80%
104300,Opua (Far North District),Northland,12+,"1,188","1,083","1,062","1,025",767,91%,89%,75%
104300,Opua (Far North District),Northland,5-11,70,20,8,NA,NA,29%,11%,NA
104400,Russell Forest-Rawhiti,Northland,12+,622,543,526,491,339,87%,85%,69%
104400,Russell Forest-Rawhiti,Northland,5-11,74,14,Masked,NA,NA,19%,<5%,NA
104500,Moerewa,Northland,12+,"1,345","1,155","1,103",973,518,86%,82%,53%
104500,Moerewa,Northland,5-11,273,38,12,NA,NA,14%,<5%,NA
104600,Kawakawa,Northland,12+,"1,199","1,076","1,033",936,547,90%,86%,58%
104600,Kawakawa,Northland,5-11,199,46,12,NA,NA,23%,6%,NA
104700,Maromaku,Northland,12+,590,466,450,420,241,79%,76%,57%
104700,Maromaku,Northland,5-11,101,29,7,NA,NA,29%,7%,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,578","1,367","1,325","1,193",673,87%,84%,56%
104800,Mangakahia-Hukerenui,Northland,5-11,232,67,17,NA,NA,29%,7%,NA
104900,Whangaruru,Northland,12+,"2,211","1,934","1,888","1,756","1,104",87%,85%,63%
104900,Whangaruru,Northland,5-11,247,87,20,NA,NA,35%,8%,NA
105100,Matarau,Northland,12+,"2,765","2,496","2,460","2,251","1,580",90%,89%,70%
105100,Matarau,Northland,5-11,391,170,76,NA,NA,43%,19%,NA
105200,Hikurangi,Northland,12+,"1,205","1,078","1,046",947,539,89%,87%,57%
105200,Hikurangi,Northland,5-11,230,70,23,NA,NA,30%,10%,NA
105300,Kauri,Northland,12+,"1,547","1,381","1,361","1,262",932,89%,88%,74%
105300,Kauri,Northland,5-11,196,74,28,NA,NA,38%,14%,NA
105400,Maungatapere,Northland,12+,"3,046","2,687","2,656","2,472","1,760",88%,87%,71%
105400,Maungatapere,Northland,5-11,364,165,89,NA,NA,45%,24%,NA
105500,Kamo West,Northland,12+,"1,961","1,756","1,737","1,613","1,151",90%,89%,71%
105500,Kamo West,Northland,5-11,203,100,43,NA,NA,49%,21%,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,606","1,444","1,423","1,343",983,90%,89%,73%
105600,Matapouri-Tutukaka,Northland,5-11,134,63,36,NA,NA,47%,27%,NA
105700,Kiripaka,Northland,12+,868,775,763,707,478,89%,88%,68%
105700,Kiripaka,Northland,5-11,123,58,30,NA,NA,47%,24%,NA
105800,Kamo East,Northland,12+,"2,477","2,291","2,232","2,034","1,258",92%,90%,62%
105800,Kamo East,Northland,5-11,431,163,56,NA,NA,38%,13%,NA
105900,Granfield Reserve,Northland,12+,"2,902","2,685","2,648","2,471","1,919",93%,91%,78%
105900,Granfield Reserve,Northland,5-11,289,152,56,NA,NA,53%,19%,NA
106000,Kamo Central,Northland,12+,"1,404","1,317","1,295","1,200",804,94%,92%,67%
106000,Kamo Central,Northland,5-11,214,110,33,NA,NA,51%,15%,NA
106100,Whau Valley,Northland,12+,"2,547","2,264","2,234","2,109","1,521",89%,88%,72%
106100,Whau Valley,Northland,5-11,262,112,44,NA,NA,43%,17%,NA
106200,Tikipunga North,Northland,12+,"2,886","2,693","2,644","2,453","1,710",93%,92%,70%
106200,Tikipunga North,Northland,5-11,425,141,38,NA,NA,33%,9%,NA
106300,Pukenui,Northland,12+,"2,014","1,896","1,885","1,736","1,314",94%,94%,76%
106300,Pukenui,Northland,5-11,256,156,75,NA,NA,61%,29%,NA
