SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake
147100,Panmure East,Auckland,Maori,352,309,285,878,810
147100,Panmure East,Auckland,Pacific Peoples,516,487,465,944,901
147200,Mount Wellington Central,Auckland,Maori,412,368,348,893,845
147200,Mount Wellington Central,Auckland,Pacific Peoples,676,597,565,883,836
147500,Mangere Mountain View,Counties Manukau,Maori,577,508,466,880,808
147500,Mangere Mountain View,Counties Manukau,Pacific Peoples,"1,467","1,289","1,236",879,843
147600,Surfdale,Auckland,Maori,174,155,141,891,810
147800,Half Moon Bay West,Counties Manukau,Maori,86,74,72,860,837
147800,Half Moon Bay West,Counties Manukau,Pacific Peoples,64,Masked,Masked,>950,>950
147900,Auckland Airport,Counties Manukau,Maori,245,222,210,906,857
147900,Auckland Airport,Counties Manukau,Pacific Peoples,119,82,75,689,630
148000,Eastern Beach,Counties Manukau,Maori,50,47,47,940,940
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Maori,131,123,121,939,924
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Pacific Peoples,94,89,85,947,904
148200,Favona North,Counties Manukau,Maori,330,276,251,836,761
148200,Favona North,Counties Manukau,Pacific Peoples,"1,580","1,417","1,366",897,865
148400,Farm Cove,Counties Manukau,Maori,64,Masked,Masked,>950,>950
148400,Farm Cove,Counties Manukau,Pacific Peoples,40,35,34,875,850
148500,Mangere North,Counties Manukau,Maori,295,236,213,800,722
148500,Mangere North,Counties Manukau,Pacific Peoples,"1,250","1,105","1,060",884,848
148600,Favona West,Counties Manukau,Maori,347,314,272,905,784
148600,Favona West,Counties Manukau,Pacific Peoples,"1,939","1,759","1,665",907,859
148700,Ostend,Auckland,Maori,160,148,135,925,844
148700,Ostend,Auckland,Pacific Peoples,43,40,37,930,860
148800,Half Moon Bay North East,Counties Manukau,Pacific Peoples,40,Masked,37,>950,925
148900,Mangere West,Counties Manukau,Maori,611,505,445,827,728
148900,Mangere West,Counties Manukau,Pacific Peoples,"2,559","2,268","2,123",886,830
149000,Pakuranga West,Counties Manukau,Maori,391,354,334,905,854
149000,Pakuranga West,Counties Manukau,Pacific Peoples,466,439,418,942,897
149100,Mount Wellington South West,Auckland,Maori,316,281,261,889,826
149100,Mount Wellington South West,Auckland,Pacific Peoples,649,612,582,943,897
149200,Sunnyhills East,Counties Manukau,Maori,124,Masked,116,>950,935
149200,Sunnyhills East,Counties Manukau,Pacific Peoples,71,Masked,63,>950,887
149300,Half Moon Bay South East,Counties Manukau,Maori,151.0,135.0,131.0,894,868
149300,Half Moon Bay South East,Counties Manukau,Pacific Peoples,150.0,129.0,125.0,860,833
149400,Favona East,Counties Manukau,Maori,363,313,292,862,804
149400,Favona East,Counties Manukau,Pacific Peoples,"2,074","1,876","1,761",905,849
149500,Mount Wellington South East,Auckland,Maori,446,403,358,904,803
149500,Mount Wellington South East,Auckland,Pacific Peoples,"1,231","1,120","1,064",910,864
149700,Bucklands Beach South,Counties Manukau,Maori,100.0,89.0,84.0,890,840
149700,Bucklands Beach South,Counties Manukau,Pacific Peoples,102.0,88.0,85.0,863,833
149800,Pakuranga Central,Counties Manukau,Maori,257,239,226,930,879
149800,Pakuranga Central,Counties Manukau,Pacific Peoples,351,325,306,926,872
149900,Awhitu,Counties Manukau,Maori,264,217,207,822,784
149900,Awhitu,Counties Manukau,Pacific Peoples,52,44,41,846,788
150000,Harania North,Counties Manukau,Maori,412,349,314,847,762
150000,Harania North,Counties Manukau,Pacific Peoples,"2,698","2,469","2,320",915,860
150100,Otahuhu Central,Auckland,Maori,290,255,233,879,803
150100,Otahuhu Central,Auckland,Pacific Peoples,591,Masked,547,>950,926
150200,Mangere Central,Counties Manukau,Maori,467,404,360,865,771
150200,Mangere Central,Counties Manukau,Pacific Peoples,"2,172","1,937","1,837",892,846
150300,Otahuhu North,Auckland,Maori,396,319,279,806,705
150300,Otahuhu North,Auckland,Pacific Peoples,"1,631",Masked,"1,488",>950,912
150400,Howick West,Counties Manukau,Maori,152,Masked,138,>950,908
150400,Howick West,Counties Manukau,Pacific Peoples,133,Masked,124,>950,932
150500,Pakuranga Heights North West,Counties Manukau,Maori,222.0,181,172,815,775
150500,Pakuranga Heights North West,Counties Manukau,Pacific Peoples,219.0,193,185,881,845
150600,Mellons Bay,Counties Manukau,Maori,101,95,94,941,931
150600,Mellons Bay,Counties Manukau,Pacific Peoples,45,36,35,800,778
150700,Pakuranga Heights East,Counties Manukau,Maori,242,212,198.0,876,818
150700,Pakuranga Heights East,Counties Manukau,Pacific Peoples,211,Masked,Masked,>950,>950
150800,Sutton Park,Counties Manukau,Maori,422,361,336,855,796
150800,Sutton Park,Counties Manukau,Pacific Peoples,"2,447","2,225","2,113",909,864
150900,Otahuhu East,Auckland,Maori,263,225,207,856,787
150900,Otahuhu East,Auckland,Pacific Peoples,918,848,817,924,890
151000,Mangere South,Counties Manukau,Maori,339,300,280,885,826
151000,Mangere South,Counties Manukau,Pacific Peoples,"1,911","1,683","1,609",881,842
151100,Onetangi,Auckland,Maori,99,90,85,909,859
151200,Harania South,Counties Manukau,Maori,449,372,343,829,764
151200,Harania South,Counties Manukau,Pacific Peoples,"1,873","1,730","1,631",924,871
151300,Highland Park (Auckland),Counties Manukau,Maori,140,130,128.0,929,914
151300,Highland Park (Auckland),Counties Manukau,Pacific Peoples,164,150,136.0,915,829
151400,Otahuhu South West,Auckland,Maori,516,444,420,860,814
151400,Otahuhu South West,Auckland,Pacific Peoples,"1,520","1,411","1,349",928,888
151500,Pakuranga Heights South West,Counties Manukau,Maori,251,228,217,908,865
151500,Pakuranga Heights South West,Counties Manukau,Pacific Peoples,337,Masked,307,>950,911
151600,Mangere Mascot,Counties Manukau,Maori,447,387,345,866,772
151600,Mangere Mascot,Counties Manukau,Pacific Peoples,"2,306","2,064","1,963",895,851
151700,Waiheke East,Auckland,Maori,67,53,50,791,746
151800,Massey Road West,Counties Manukau,Maori,437,390,345,892,789
151800,Massey Road West,Counties Manukau,Pacific Peoples,"2,098","1,884","1,777",898,847
151900,Otahuhu South,Auckland,Maori,430,385,356,895,828
151900,Otahuhu South,Auckland,Pacific Peoples,"1,444","1,349","1,289",934,893
152000,Howick Central,Counties Manukau,Maori,150,134,129,893,860
152000,Howick Central,Counties Manukau,Pacific Peoples,120,109,103,908,858
152100,Massey Road North,Counties Manukau,Maori,419,361,330,862,788
152100,Massey Road North,Counties Manukau,Pacific Peoples,"1,532","1,422","1,353",928,883
152200,Botany Downs West,Counties Manukau,Maori,90,82,78,911,867
152200,Botany Downs West,Counties Manukau,Pacific Peoples,112,Masked,101,>950,902
152400,Howick East,Counties Manukau,Maori,166,142,136,855,819
152400,Howick East,Counties Manukau,Pacific Peoples,86,78,74,907,860
152500,Burswood,Counties Manukau,Maori,61,56,55,918,902
152500,Burswood,Counties Manukau,Pacific Peoples,88,79,78,898,886
152600,Massey Road South,Counties Manukau,Maori,223,180,166,807,744
152600,Massey Road South,Counties Manukau,Pacific Peoples,"1,048",965,923,921,881
152800,Mangere South East,Counties Manukau,Maori,381,335,304,879,798
152800,Mangere South East,Counties Manukau,Pacific Peoples,"1,901","1,725","1,653",907,870
152900,Botany Downs East,Counties Manukau,Maori,68.0,64.0,63.0,941,926
152900,Botany Downs East,Counties Manukau,Pacific Peoples,70.0,66.0,64.0,943,914
153000,Grange,Counties Manukau,Maori,242,215,196,888,810
153000,Grange,Counties Manukau,Pacific Peoples,"1,153","1,053",992,913,860
153100,Golflands,Counties Manukau,Maori,77,Masked,69.0,>950,896
153100,Golflands,Counties Manukau,Pacific Peoples,65,60,60.0,923,923
153200,Aorere North,Counties Manukau,Maori,182,159,145,874,797
153200,Aorere North,Counties Manukau,Pacific Peoples,837,767,720,916,860
153300,Mangere East,Counties Manukau,Maori,366,341,307,932,839
153300,Mangere East,Counties Manukau,Pacific Peoples,"1,553","1,456","1,405",938,905
153400,Cockle Bay,Counties Manukau,Maori,145,Masked,Masked,>950,>950
153400,Cockle Bay,Counties Manukau,Pacific Peoples,71,Masked,Masked,>950,>950
153500,Otara West,Counties Manukau,Maori,625,500,438,800,701
153500,Otara West,Counties Manukau,Pacific Peoples,"1,970","1,723","1,631",875,828
153600,Aorere Central,Counties Manukau,Maori,247,228,220,923,891
153600,Aorere Central,Counties Manukau,Pacific Peoples,"1,025",942,898,919,876
153700,Northpark North,Counties Manukau,Maori,65.0,57.0,56.0,877,862
153700,Northpark North,Counties Manukau,Pacific Peoples,74.0,65.0,64.0,878,865
153800,Somerville,Counties Manukau,Maori,99.0,92.0,91.0,929,919
153800,Somerville,Counties Manukau,Pacific Peoples,92.0,85.0,85.0,924,924
153900,Northpark South,Counties Manukau,Maori,40,36,34,900,850
153900,Northpark South,Counties Manukau,Pacific Peoples,66,Masked,Masked,>950,>950
154000,Papatoetoe North,Counties Manukau,Maori,430,367,341,853,793
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,"1,374","1,287","1,229",937,894
154100,Dingwall,Counties Manukau,Maori,276,247,233,895,844
154100,Dingwall,Counties Manukau,Pacific Peoples,739,699,677,946,916
154200,Aorere South,Counties Manukau,Maori,554,484,445,874,803
154200,Aorere South,Counties Manukau,Pacific Peoples,"1,885","1,738","1,680",922,891
154300,Shelly Park,Counties Manukau,Maori,87,Masked,81,>950,931
154300,Shelly Park,Counties Manukau,Pacific Peoples,54,51,51,944,944
154400,Otara Central,Counties Manukau,Maori,452,372,332,823,735
154400,Otara Central,Counties Manukau,Pacific Peoples,"1,683","1,461","1,368",868,813
154500,Huntington Park,Counties Manukau,Maori,69,64,63,928,913
154500,Huntington Park,Counties Manukau,Pacific Peoples,79,74,73,937,924
154700,Botany North,Counties Manukau,Maori,68.0,Masked,Masked,>950,>950
154700,Botany North,Counties Manukau,Pacific Peoples,73.0,Masked,Masked,>950,>950
154800,Papatoetoe West,Counties Manukau,Maori,474,432,398,911,840
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,"1,567","1,450","1,404",925,896
154900,Papatoetoe Central,Counties Manukau,Maori,437,402,378,920,865
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,"1,086",Masked,"1,005",>950,925
155000,Sunkist Bay,Counties Manukau,Maori,188,Masked,Masked,>950,>950
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,54,Masked,Masked,>950,>950
155100,Otara East,Counties Manukau,Maori,596,523,455,878,763
155100,Otara East,Counties Manukau,Pacific Peoples,"2,358","2,128","2,007",902,851
155200,Redcastle,Counties Manukau,Maori,119,105,97,882,815
155200,Redcastle,Counties Manukau,Pacific Peoples,193,175,167,907,865
155300,Botany East,Counties Manukau,Maori,51,Masked,Masked,>950,>950
155300,Botany East,Counties Manukau,Pacific Peoples,66,61,61,924,924
155400,Botany South,Counties Manukau,Maori,99.0,88.0,85.0,889,859
155400,Botany South,Counties Manukau,Pacific Peoples,95.0,Masked,Masked,>950,>950
155500,Manukau Central,Counties Manukau,Maori,213,186,170,873,798
155500,Manukau Central,Counties Manukau,Pacific Peoples,278,240,226,863,813
155600,Papatoetoe East,Counties Manukau,Maori,438,387,362,884,826
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,"1,279","1,166","1,118",912,874
155700,Otara South,Counties Manukau,Maori,528,432,376,818,712
155700,Otara South,Counties Manukau,Pacific Peoples,"2,413","2,110","1,985",874,823
155800,Ferguson,Counties Manukau,Maori,748,598,535,799,715
155800,Ferguson,Counties Manukau,Pacific Peoples,"2,748","2,466","2,298",897,836
155900,Papatoetoe South West,Counties Manukau,Maori,417,367,329,880,789
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,"1,334","1,254","1,199",940,899
156100,Dannemora North,Counties Manukau,Maori,68,57,57,838,838
156100,Dannemora North,Counties Manukau,Pacific Peoples,117,104,99,889,846
156200,Papatoetoe South,Counties Manukau,Maori,372,316,292,849,785
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,897,852,819,950,913
156300,East Tamaki Heights,Counties Manukau,Maori,56,46,45,821,804
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,98,91,91,929,929
156400,Te Puru,Counties Manukau,Maori,172,Masked,161,>950,936
156400,Te Puru,Counties Manukau,Pacific Peoples,76,72,70,947,921
156500,Puhinui North,Counties Manukau,Maori,279,249,238,892,853
156500,Puhinui North,Counties Manukau,Pacific Peoples,907,Masked,843,>950,929
156600,Dannemora South,Counties Manukau,Maori,59,Masked,Masked,>950,>950
156600,Dannemora South,Counties Manukau,Pacific Peoples,202,Masked,186,>950,921
156700,Puhinui South,Counties Manukau,Maori,240,210,190,875,792
156700,Puhinui South,Counties Manukau,Pacific Peoples,681,Masked,623,>950,915
156800,Rongomai West,Counties Manukau,Maori,412,345,310,837,752
156800,Rongomai West,Counties Manukau,Pacific Peoples,"1,535","1,349","1,261",879,821
156900,Baverstock,Counties Manukau,Maori,162,133,128,821,790
156900,Baverstock,Counties Manukau,Pacific Peoples,371,Masked,348,>950,938
157000,Puhinui East,Counties Manukau,Maori,201,169,160,841,796
157000,Puhinui East,Counties Manukau,Pacific Peoples,678,634,617,935,910
157100,Turanga,Counties Manukau,Maori,166,Masked,156,>950,940
157100,Turanga,Counties Manukau,Pacific Peoples,60,53,53,883,883
157200,Rongomai East,Counties Manukau,Maori,225,188,157,836,698
157200,Rongomai East,Counties Manukau,Pacific Peoples,"1,186","1,033",983,871,829
157300,Ormiston North,Counties Manukau,Maori,65,61,56,938,862
157300,Ormiston North,Counties Manukau,Pacific Peoples,195,Masked,183,>950,938
157400,Maraetai,Counties Manukau,Maori,117,Masked,Masked,>950,>950
157500,Chapel Downs,Counties Manukau,Maori,263,201,182,764,692
157500,Chapel Downs,Counties Manukau,Pacific Peoples,821,751,708,915,862
157600,Wiri West,Counties Manukau,Maori,349,298,260,854,745
157600,Wiri West,Counties Manukau,Pacific Peoples,183,171,155,934,847
157700,Clover Park North,Counties Manukau,Maori,661,564,508,853,769
157700,Clover Park North,Counties Manukau,Pacific Peoples,"2,547","2,269","2,154",891,846
157800,Mission Heights North,Counties Manukau,Maori,110,98,93,891,845
157800,Mission Heights North,Counties Manukau,Pacific Peoples,233,Masked,221,>950,948
157900,Clover Park South,Counties Manukau,Maori,447,377,357,843,799
157900,Clover Park South,Counties Manukau,Pacific Peoples,"1,349","1,233","1,173",914,870
158000,Donegal Park,Counties Manukau,Maori,136,119,109,875,801
158000,Donegal Park,Counties Manukau,Pacific Peoples,633,586,556,926,878
158100,Ormiston South,Counties Manukau,Maori,179,152,149,849,832
158100,Ormiston South,Counties Manukau,Pacific Peoples,621,Masked,586,>950,944
158200,Mission Heights South,Counties Manukau,Maori,89,83,83,933,933
158200,Mission Heights South,Counties Manukau,Pacific Peoples,304,Masked,277,>950,911
158300,Hilltop (Auckland),Counties Manukau,Maori,252,220,205,873,813
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,750,680,656,907,875
158400,Wiri East,Counties Manukau,Maori,845,685,589,811,697
158400,Wiri East,Counties Manukau,Pacific Peoples,"1,707","1,469","1,369",861,802
158500,Goodwood Heights,Counties Manukau,Maori,386,330,306,855,793
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,934,870,843,931,903
158600,Ormiston East,Counties Manukau,Maori,99,85,82,859,828
158600,Ormiston East,Counties Manukau,Pacific Peoples,312,Masked,Masked,>950,>950
158700,Clendon Park North,Counties Manukau,Maori,770,662,582,860,756
158700,Clendon Park North,Counties Manukau,Pacific Peoples,"1,381","1,240","1,174",898,850
158800,Burbank,Counties Manukau,Maori,943,786,698,834,740
158800,Burbank,Counties Manukau,Pacific Peoples,"1,662","1,513","1,430",910,860
158900,Tuscany Heights,Counties Manukau,Maori,63,Masked,Masked,>950,>950
158900,Tuscany Heights,Counties Manukau,Pacific Peoples,98,89,89,908,908
159000,Totara Heights,Counties Manukau,Maori,298,256,242,859,812
159000,Totara Heights,Counties Manukau,Pacific Peoples,586,544,532,928,908
159100,Homai East,Counties Manukau,Maori,488,393,362,805,742
159100,Homai East,Counties Manukau,Pacific Peoples,992,874,837,881,844
159200,Homai West,Counties Manukau,Maori,"1,074",888,788,827,734
159200,Homai West,Counties Manukau,Pacific Peoples,"1,774","1,580","1,496",891,843
159300,The Gardens (Auckland),Counties Manukau,Maori,257,Masked,235,>950,914
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,439,394,384,897,875
159400,Clarks Beach,Counties Manukau,Maori,146,Masked,133,>950,911
159400,Clarks Beach,Counties Manukau,Pacific Peoples,47,Masked,Masked,>950,>950
159500,Clendon Park West,Counties Manukau,Maori,618,527,480,853,777
159500,Clendon Park West,Counties Manukau,Pacific Peoples,"1,316","1,219","1,165",926,885
159600,Hillpark North,Counties Manukau,Maori,251,222,217,884,865
159600,Hillpark North,Counties Manukau,Pacific Peoples,429,400,385,932,897
159700,Clendon Park East,Counties Manukau,Maori,367,315,272,858,741
159700,Clendon Park East,Counties Manukau,Pacific Peoples,"1,027",957,914,932,890
159800,Karaka Creek,Counties Manukau,Maori,63,Masked,Masked,>950,>950
159900,Rowandale West,Counties Manukau,Maori,797,686,618,861,775
159900,Rowandale West,Counties Manukau,Pacific Peoples,"1,485","1,347","1,270",907,855
160000,Rowandale East,Counties Manukau,Maori,843,720,654,854,776
160000,Rowandale East,Counties Manukau,Pacific Peoples,"1,399","1,290","1,223",922,874
160100,Manurewa Central,Counties Manukau,Maori,526,451,428,857,814
160100,Manurewa Central,Counties Manukau,Pacific Peoples,933,858,814,920,872
160200,Weymouth North,Counties Manukau,Maori,"1,021",898,821,880,804
160200,Weymouth North,Counties Manukau,Pacific Peoples,"1,695","1,569","1,501",926,886
160300,Hillpark South,Counties Manukau,Maori,384,344,330,896,859
160300,Hillpark South,Counties Manukau,Pacific Peoples,526,475,455,903,865
160400,Alfriston,Counties Manukau,Maori,317,250,241,789,760
160400,Alfriston,Counties Manukau,Pacific Peoples,563,513,498,911,885
160500,Weymouth East,Counties Manukau,Maori,705,598,542,848,769
160500,Weymouth East,Counties Manukau,Pacific Peoples,"1,352","1,212","1,158",896,857
160600,Leabank,Counties Manukau,Maori,943,804,725,853,769
160600,Leabank,Counties Manukau,Pacific Peoples,"1,451","1,307","1,237",901,853
160700,Weymouth South,Counties Manukau,Maori,790,673,604,852,765
160700,Weymouth South,Counties Manukau,Pacific Peoples,"1,107",979,938,884,847
160800,Manurewa East,Counties Manukau,Maori,628,527,459,839,731
160800,Manurewa East,Counties Manukau,Pacific Peoples,893,837,798,937,894
160900,Manurewa South,Counties Manukau,Maori,842,726,679,862,806
160900,Manurewa South,Counties Manukau,Pacific Peoples,"1,195","1,094","1,031",915,863
161000,Randwick Park East,Counties Manukau,Maori,321,284,260,885,810
161000,Randwick Park East,Counties Manukau,Pacific Peoples,527,483,452,917,858
161100,Wattle Downs West,Counties Manukau,Maori,416,378.0,362.0,909,870
161100,Wattle Downs West,Counties Manukau,Pacific Peoples,390,Masked,359.0,>950,921
161200,Wattle Downs North,Counties Manukau,Maori,681,569,509,836,747
161200,Wattle Downs North,Counties Manukau,Pacific Peoples,827,737,688,891,832
161300,Randwick Park West,Counties Manukau,Maori,847,708,615,836,726
161300,Randwick Park West,Counties Manukau,Pacific Peoples,"1,227","1,108","1,058",903,862
161400,Kingseat-Karaka,Counties Manukau,Maori,301,264,252,877,837
161400,Kingseat-Karaka,Counties Manukau,Pacific Peoples,73,Masked,Masked,>950,>950
161500,Wattle Downs East,Counties Manukau,Maori,335,313,299,934,893
161500,Wattle Downs East,Counties Manukau,Pacific Peoples,291,271,265,931,911
161600,Takanini North,Counties Manukau,Maori,466,395,341,848,732
161600,Takanini North,Counties Manukau,Pacific Peoples,370,329,310,889,838
161800,Conifer Grove West,Counties Manukau,Maori,256,Masked,241,>950,941
161800,Conifer Grove West,Counties Manukau,Pacific Peoples,184,166,161,902,875
161900,Conifer Grove East,Counties Manukau,Maori,441,375,346,850,785
161900,Conifer Grove East,Counties Manukau,Pacific Peoples,363,300,281,826,774
162000,Takanini West,Counties Manukau,Maori,516,457,413.0,886,800
162000,Takanini West,Counties Manukau,Pacific Peoples,478,442,408.0,925,854
162100,Takanini South,Counties Manukau,Maori,453,423,397,934,876
162100,Takanini South,Counties Manukau,Pacific Peoples,642,Masked,602,>950,938
162200,Takanini Central,Counties Manukau,Maori,93,88,85,946,914
162200,Takanini Central,Counties Manukau,Pacific Peoples,114,Masked,Masked,>950,>950
162300,Ardmore,Counties Manukau,Maori,177,156,148,881,836
162300,Ardmore,Counties Manukau,Pacific Peoples,47,Masked,43,>950,915
162400,Glenbrook,Counties Manukau,Maori,182,158,155,868,852
162400,Glenbrook,Counties Manukau,Pacific Peoples,98,93,87,949,888
162500,Hingaia,Counties Manukau,Maori,132,Masked,122,>950,924
162500,Hingaia,Counties Manukau,Pacific Peoples,101,Masked,96,>950,950
162600,Takanini South East,Counties Manukau,Maori,435,371.0,327,853,752
162600,Takanini South East,Counties Manukau,Pacific Peoples,379,Masked,343,>950,905
162700,Kawakawa Bay-Orere,Counties Manukau,Maori,204,191,179,936,877
162800,Papakura West,Counties Manukau,Maori,319,278,261,871,818
162800,Papakura West,Counties Manukau,Pacific Peoples,185,169,160,914,865
162900,Clevedon,Counties Manukau,Maori,68,Masked,Masked,>950,>950
163000,Papakura North,Counties Manukau,Maori,926,798,718,862,775
163000,Papakura North,Counties Manukau,Pacific Peoples,518,481,453,929,875
163100,Pahurehure,Counties Manukau,Maori,401,366,352,913,878
163100,Pahurehure,Counties Manukau,Pacific Peoples,213,Masked,202,>950,948
163200,Papakura Central,Counties Manukau,Maori,701,624,577,890,823
163200,Papakura Central,Counties Manukau,Pacific Peoples,375,333,314,888,837
163300,Papakura North East,Counties Manukau,Maori,606,566,527,934,870
163300,Papakura North East,Counties Manukau,Pacific Peoples,524,Masked,489,>950,933
163400,Karaka Lakes,Counties Manukau,Maori,123.0,Masked,Masked,>950,>950
163400,Karaka Lakes,Counties Manukau,Pacific Peoples,126.0,117.0,114.0,929,905
163500,Papakura Kelvin,Counties Manukau,Maori,"1,494","1,299","1,158",869,775
163500,Papakura Kelvin,Counties Manukau,Pacific Peoples,845,803,756,950,895
163600,Papakura Massey Park,Counties Manukau,Maori,689,614,549,891,797
163600,Papakura Massey Park,Counties Manukau,Pacific Peoples,518,478,450,923,869
163700,Rosehill,Counties Manukau,Maori,911,803,732,881,804
163700,Rosehill,Counties Manukau,Pacific Peoples,539,498,480,924,891
163800,Patumahoe,Counties Manukau,Maori,137,Masked,130,>950,949
163800,Patumahoe,Counties Manukau,Pacific Peoples,40,Masked,Masked,>950,>950
163900,Papakura East,Counties Manukau,Maori,590,522,463,885,785
163900,Papakura East,Counties Manukau,Pacific Peoples,654,603,575,922,879
164000,Opaheke,Counties Manukau,Maori,445,413,399,928,897
164000,Opaheke,Counties Manukau,Pacific Peoples,248,226,218,911,879
164100,Papakura Industrial,Counties Manukau,Maori,51,42.0,38,824,745
164100,Papakura Industrial,Counties Manukau,Pacific Peoples,40,Masked,38,>950,950
164200,Red Hill,Counties Manukau,Maori,698,611,541,875,775
164200,Red Hill,Counties Manukau,Pacific Peoples,411,384,361,934,878
164300,Drury,Counties Manukau,Maori,214,190,183,888,855
164300,Drury,Counties Manukau,Pacific Peoples,91,78,67,857,736
164400,Tamakae,Counties Manukau,Maori,301,281,266,934,884
164400,Tamakae,Counties Manukau,Pacific Peoples,59,Masked,54,>950,915
164500,Hamilton Estate,Counties Manukau,Maori,403,381,355,945,881
164500,Hamilton Estate,Counties Manukau,Pacific Peoples,72,Masked,65,>950,903
164600,Drury Rural,Counties Manukau,Maori,313,287,274,917,875
164600,Drury Rural,Counties Manukau,Pacific Peoples,80,70,67,875,838
164700,Waiuku Central,Counties Manukau,Maori,161,149,136,925,845
164800,Waiuku East,Counties Manukau,Maori,239,225,214,941,895
164800,Waiuku East,Counties Manukau,Pacific Peoples,58,53,51,914,879
164900,Kendallvale,Counties Manukau,Maori,79,Masked,72,>950,911
165000,Puni,Counties Manukau,Maori,148,137,131,926,885
165000,Puni,Counties Manukau,Pacific Peoples,93,Masked,82,>950,882
165100,Ramarama,Counties Manukau,Maori,145,Masked,135,>950,931
165100,Ramarama,Counties Manukau,Pacific Peoples,61,Masked,Masked,>950,>950
165200,Hunua,Counties Manukau,Maori,103,91,90,883,874
165300,Pukekohe North West,Counties Manukau,Maori,937,837,759,893,810
165300,Pukekohe North West,Counties Manukau,Pacific Peoples,478,Masked,435,>950,910
165400,Anselmi Ridge,Counties Manukau,Maori,112,Masked,Masked,>950,>950
165400,Anselmi Ridge,Counties Manukau,Pacific Peoples,60,Masked,Masked,>950,>950
165500,Pukekohe West,Counties Manukau,Maori,"1,126","1,038",957,922,850
165500,Pukekohe West,Counties Manukau,Pacific Peoples,497,Masked,450,>950,905
165600,Cape Hill,Counties Manukau,Maori,99,Masked,Masked,>950,>950
165600,Cape Hill,Counties Manukau,Pacific Peoples,46,Masked,42,>950,913
165700,Rosa Birch Park,Counties Manukau,Maori,205,Masked,189,>950,922
165700,Rosa Birch Park,Counties Manukau,Pacific Peoples,53,49,46,925,868
165800,Rooseville Park,Counties Manukau,Maori,308,284,272,922,883
165800,Rooseville Park,Counties Manukau,Pacific Peoples,78,Masked,73,>950,936
165900,Cloverlea (Auckland),Counties Manukau,Maori,157,145,137,924,873
165900,Cloverlea (Auckland),Counties Manukau,Pacific Peoples,61,Masked,Masked,>950,>950
166000,Pukekohe Central,Counties Manukau,Maori,58,Masked,53,>950,914
166100,Pukekohe Hospital,Counties Manukau,Maori,133,124,119,932,895
166100,Pukekohe Hospital,Counties Manukau,Pacific Peoples,50,45,44,900,880
166200,Buckland,Counties Manukau,Maori,107,Masked,101,>950,944
166200,Buckland,Counties Manukau,Pacific Peoples,40,Masked,38,>950,950
166300,Bombay Hills,Counties Manukau,Maori,123,113,108,919,878
166300,Bombay Hills,Counties Manukau,Pacific Peoples,53,47,46,887,868
166400,Ararimu,Counties Manukau,Maori,125,115,111,920,888
166500,Colville,Waikato,Maori,468,375,338,801,722
166700,Coromandel,Waikato,Maori,330,270,247,818,748
166900,Mercury Bay North,Waikato,Maori,112,79,71,705,634
167000,Whitianga North,Waikato,Maori,119,92,81,773,681
167100,Whitianga South,Waikato,Maori,370,294,269,795,727
167100,Whitianga South,Waikato,Pacific Peoples,49,37,35,755,714
167200,Thames Coast,Waikato,Maori,259,228,216,880,834
167400,Mercury Bay South,Waikato,Maori,78,56,51,718,654
167500,Kauaeranga,Waikato,Maori,58,45,43,776,741
167600,Thames North,Waikato,Maori,248,219,200,883,806
167700,Thames Central,Waikato,Maori,174,147,126,845,724
167800,Thames South,Waikato,Maori,569,428,378,752,664
167800,Thames South,Waikato,Pacific Peoples,50,42,40,840,800
168000,Totora-Kopu,Waikato,Maori,117,103,96,880,821
168100,Tairua,Waikato,Maori,98,80,72,816,735
168300,Matatoki-Puriri,Waikato,Maori,127,104,96,819,756
168400,Whangamata Rural,Waikato,Maori,67,59,56,881,836
168500,Whangamata,Waikato,Maori,393,348,323,885,822
168600,Miranda-Pukorokoro,Counties Manukau,Maori,186,164,157,882,844
168700,Hauraki Plains North,Waikato,Maori,129,112,101,868,783
168800,Hauraki Plains East,Waikato,Maori,151,136,124,901,821
168900,Ngatea,Waikato,Maori,145,Masked,131,>950,903
169000,Hauraki Plains South,Waikato,Maori,241,193,178,801,739
169100,Paeroa Rural,Waikato,Maori,295,237,205,803,695
169200,Paeroa,Waikato,Maori,"1,035",897,809,867,782
169200,Paeroa,Waikato,Pacific Peoples,75,69,63,920,840
169300,Waihi Rural,Waikato,Maori,218,172,164,789,752
169400,Waihi North,Waikato,Maori,310,247,212,797,684
169500,Waihi East,Waikato,Maori,207,161,142,778,686
