SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,12+,"56,662",Masked,Masked,"55,079","34,102",>95%,>95%,62%
Unknown,Unknown,Unknown,5-11,"5,533","2,736","1,118",NA,NA,49%,20%,NA
100100,North Cape,Northland,12+,"1,599","1,385","1,357","1,230",816,87%,85%,66%
100100,North Cape,Northland,5-11,199,54,13,NA,NA,27%,7%,NA
100200,Rangaunu Harbour,Northland,12+,"1,938","1,641","1,583","1,414",842,85%,82%,60%
100200,Rangaunu Harbour,Northland,5-11,266,59,13,NA,NA,22%,<5%,NA
100400,Karikari Peninsula,Northland,12+,"1,341","1,145","1,124","1,023",709,85%,84%,69%
100400,Karikari Peninsula,Northland,5-11,133,32,6,NA,NA,24%,<5%,NA
100500,Tangonge,Northland,12+,973,849,833,734,465,87%,86%,63%
100500,Tangonge,Northland,5-11,123,34,6,NA,NA,28%,<5%,NA
100600,Ahipara,Northland,12+,"1,047",895,871,791,506,85%,83%,64%
100600,Ahipara,Northland,5-11,148,55,14,NA,NA,37%,9%,NA
100700,Kaitaia East,Northland,12+,"2,017","1,772","1,690","1,463",829,88%,84%,57%
100700,Kaitaia East,Northland,5-11,331,98,25,NA,NA,30%,8%,NA
100800,Kaitaia West,Northland,12+,"2,941","2,565","2,455","2,093","1,215",87%,83%,58%
100800,Kaitaia West,Northland,5-11,486,114,43,NA,NA,23%,9%,NA
100900,Rangitihi,Northland,12+,814,688,671,589,353,85%,82%,60%
100900,Rangitihi,Northland,5-11,90,17,Masked,NA,NA,19%,6%,NA
101000,Oruru-Parapara,Northland,12+,814,660,637,575,347,81%,78%,60%
101000,Oruru-Parapara,Northland,5-11,104,28,8,NA,NA,27%,8%,NA
101100,Taumarumaru,Northland,12+,"2,251","2,016","1,971","1,849","1,359",90%,88%,73%
101100,Taumarumaru,Northland,5-11,217,64,14,NA,NA,29%,6%,NA
101200,Herekino-Takahue,Northland,12+,869,685,661,584,360,79%,76%,62%
101200,Herekino-Takahue,Northland,5-11,111,25,Masked,NA,NA,23%,<5%,NA
101300,Peria,Northland,12+,"1,018",747,720,653,408,73%,71%,62%
101300,Peria,Northland,5-11,127,26,8,NA,NA,20%,6%,NA
101400,Taemaro-Oruaiti,Northland,12+,853,703,680,617,414,82%,80%,67%
101400,Taemaro-Oruaiti,Northland,5-11,108,44,10,NA,NA,41%,9%,NA
101500,Whakapaku,Northland,12+,663,519,501,454,304,78%,76%,67%
101500,Whakapaku,Northland,5-11,86,31,Masked,NA,NA,36%,6%,NA
101600,Hokianga North,Northland,12+,779,647,626,556,380,83%,80%,68%
101600,Hokianga North,Northland,5-11,129,34,Masked,NA,NA,26%,<5%,NA
101700,Kohukohu-Broadwood,Northland,12+,691,579,566,516,366,84%,82%,71%
101700,Kohukohu-Broadwood,Northland,5-11,65,14,Masked,NA,NA,22%,<5%,NA
101800,Whakarara,Northland,12+,"1,107",954,928,856,602,86%,84%,70%
101800,Whakarara,Northland,5-11,117,52,13,NA,NA,44%,11%,NA
101900,Kaeo,Northland,12+,"1,066",842,807,723,467,79%,76%,65%
101900,Kaeo,Northland,5-11,145,44,15,NA,NA,30%,10%,NA
102000,Omahuta Forest-Horeke,Northland,12+,980,740,706,614,384,76%,72%,63%
102000,Omahuta Forest-Horeke,Northland,5-11,159,21,6,NA,NA,13%,<5%,NA
102100,Hokianga South,Northland,12+,"1,167",882,844,751,511,76%,72%,68%
102100,Hokianga South,Northland,5-11,129,33,Masked,NA,NA,26%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"1,996","1,814","1,787","1,624","1,096",91%,90%,67%
102200,Lake Manuwai-Kapiro,Northland,5-11,202,85,33,NA,NA,42%,16%,NA
102300,Okaihau,Northland,12+,"1,015",876,858,774,472,86%,85%,61%
102300,Okaihau,Northland,5-11,120,35,Masked,NA,NA,29%,<5%,NA
102400,Rangitane-Purerua,Northland,12+,"1,275","1,140","1,104","1,004",693,89%,87%,69%
102400,Rangitane-Purerua,Northland,5-11,150,39,15,NA,NA,26%,10%,NA
102500,Waipapa,Northland,12+,718,646,629,576,382,90%,88%,66%
102500,Waipapa,Northland,5-11,96,39,15,NA,NA,41%,16%,NA
102600,Puketotara,Northland,12+,"1,617","1,444","1,413","1,296",884,89%,87%,68%
102600,Puketotara,Northland,5-11,171,68,19,NA,NA,40%,11%,NA
102700,Waima Forest,Northland,12+,968,751,721,629,353,78%,74%,56%
102700,Waima Forest,Northland,5-11,135,19,Masked,NA,NA,14%,<5%,NA
102800,Riverview,Northland,12+,"1,949","1,851","1,822","1,678","1,290",95%,93%,77%
