Ethnic group,Age group,Gender,DHB of residence,Population
European or Other,16-19,Female,Northland," 1,968 "
European or Other,16-19,Female,Overseas / Unknown, 184 
European or Other,16-19,Female,South Canterbury," 1,039 "
European or Other,16-19,Female,Southern," 7,016 "
European or Other,16-19,Female,Tairawhiti, 407 
European or Other,16-19,Female,Taranaki," 1,875 "
European or Other,16-19,Female,Waikato," 6,026 "
European or Other,16-19,Female,Wairarapa, 711 
European or Other,16-19,Female,West Coast, 469 
European or Other,16-19,Female,Whanganui, 924 
European or Other,16-19,Male,Auckland Metro," 17,686 "
European or Other,16-19,Male,Bay of Plenty," 3,453 "
European or Other,16-19,Male,Canterbury," 10,205 "
European or Other,16-19,Male,Capital & Coast and Hutt Valley," 6,799 "
European or Other,16-19,Male,Hawkes Bay," 2,394 "
European or Other,16-19,Male,Lakes," 1,306 "
European or Other,16-19,Male,MidCentral," 2,949 "
European or Other,16-19,Male,Nelson Marlborough," 2,764 "
European or Other,16-19,Male,Northland," 2,115 "
European or Other,16-19,Male,Overseas / Unknown, 199 
European or Other,16-19,Male,South Canterbury," 1,128 "
European or Other,16-19,Male,Southern," 6,632 "
European or Other,16-19,Male,Tairawhiti, 470 
European or Other,16-19,Male,Taranaki," 1,995 "
European or Other,16-19,Male,Waikato," 6,103 "
European or Other,16-19,Male,Wairarapa, 730 
European or Other,16-19,Male,West Coast, 520 
European or Other,16-19,Male,Whanganui, 946 
European or Other,16-19,Unknown/Other,Auckland Metro, 27 
European or Other,16-19,Unknown/Other,Canterbury, 5 
European or Other,16-19,Unknown/Other,Capital & Coast and Hutt Valley, 22 
European or Other,20-24,Female,Auckland Metro," 24,678 "
European or Other,20-24,Female,Bay of Plenty," 3,592 "
European or Other,20-24,Female,Canterbury," 13,154 "
European or Other,20-24,Female,Capital & Coast and Hutt Valley," 11,129 "
European or Other,20-24,Female,Hawkes Bay," 2,335 "
European or Other,20-24,Female,Lakes," 1,373 "
European or Other,20-24,Female,MidCentral," 3,906 "
European or Other,20-24,Female,Nelson Marlborough," 2,592 "
European or Other,20-24,Female,Northland," 2,070 "
European or Other,20-24,Female,Overseas / Unknown, 474 
European or Other,20-24,Female,South Canterbury," 1,169 "
European or Other,20-24,Female,Southern," 9,211 "
European or Other,20-24,Female,Tairawhiti, 493 
European or Other,20-24,Female,Taranaki," 2,132 "
European or Other,20-24,Female,Waikato," 7,769 "
European or Other,20-24,Female,Wairarapa, 724 
European or Other,20-24,Female,West Coast, 469 
European or Other,20-24,Female,Whanganui, 970 
European or Other,20-24,Male,Auckland Metro," 23,807 "
European or Other,20-24,Male,Bay of Plenty," 3,718 "
European or Other,20-24,Male,Canterbury," 13,845 "
European or Other,20-24,Male,Capital & Coast and Hutt Valley," 10,017 "
European or Other,20-24,Male,Hawkes Bay," 2,597 "
European or Other,20-24,Male,Lakes," 1,464 "
European or Other,20-24,Male,MidCentral," 3,688 "
European or Other,20-24,Male,Nelson Marlborough," 2,929 "
European or Other,20-24,Male,Northland," 2,156 "
European or Other,20-24,Male,Overseas / Unknown, 533 
European or Other,20-24,Male,South Canterbury," 1,359 "
European or Other,20-24,Male,Southern," 8,806 "
European or Other,20-24,Male,Tairawhiti, 526 
European or Other,20-24,Male,Taranaki," 2,236 "
European or Other,20-24,Male,Waikato," 7,855 "
European or Other,20-24,Male,Wairarapa, 775 
European or Other,20-24,Male,West Coast, 577 
European or Other,20-24,Male,Whanganui," 1,096 "
European or Other,20-24,Unknown/Other,Auckland Metro, 44 
European or Other,20-24,Unknown/Other,Canterbury, 12 
European or Other,20-24,Unknown/Other,Capital & Coast and Hutt Valley, 27 
European or Other,20-24,Unknown/Other,Taranaki, 7 
European or Other,20-24,Unknown/Other,Waikato, 8 
European or Other,25-29,Female,Auckland Metro," 29,464 "
European or Other,25-29,Female,Bay of Plenty," 4,548 "
European or Other,25-29,Female,Canterbury," 14,413 "
European or Other,25-29,Female,Capital & Coast and Hutt Valley," 12,016 "
European or Other,25-29,Female,Hawkes Bay," 2,883 "
European or Other,25-29,Female,Lakes," 1,700 "
European or Other,25-29,Female,MidCentral," 3,899 "
European or Other,25-29,Female,Nelson Marlborough," 3,039 "
European or Other,25-29,Female,Northland," 2,670 "
European or Other,25-29,Female,Overseas / Unknown, 582 
European or Other,25-29,Female,South Canterbury," 1,419 "
European or Other,25-29,Female,Southern," 8,965 "
European or Other,25-29,Female,Tairawhiti, 596 
European or Other,25-29,Female,Taranaki," 2,574 "
European or Other,25-29,Female,Waikato," 8,579 "
European or Other,25-29,Female,Wairarapa, 930 
European or Other,25-29,Female,West Coast, 702 
European or Other,25-29,Female,Whanganui," 1,169 "
European or Other,25-29,Male,Auckland Metro," 27,285 "
European or Other,25-29,Male,Bay of Plenty," 4,018 "
European or Other,25-29,Male,Canterbury," 14,024 "
European or Other,25-29,Male,Capital & Coast and Hutt Valley," 11,040 "
European or Other,25-29,Male,Hawkes Bay," 2,705 "
European or Other,25-29,Male,Lakes," 1,572 "
European or Other,25-29,Male,MidCentral," 3,741 "
European or Other,25-29,Male,Nelson Marlborough," 3,016 "
European or Other,25-29,Male,Northland," 2,484 "
European or Other,25-29,Male,Overseas / Unknown, 849 
European or Other,25-29,Male,South Canterbury," 1,482 "
European or Other,25-29,Male,Southern," 8,786 "
European or Other,25-29,Male,Tairawhiti, 613 
European or Other,25-29,Male,Taranaki," 2,428 "
European or Other,25-29,Male,Waikato," 8,104 "
European or Other,25-29,Male,Wairarapa, 813 
European or Other,25-29,Male,West Coast, 682 
European or Other,25-29,Male,Whanganui," 1,192 "
European or Other,25-29,Unknown/Other,Auckland Metro, 48 
European or Other,25-29,Unknown/Other,Bay of Plenty, 8 
European or Other,25-29,Unknown/Other,Canterbury, 20 
European or Other,25-29,Unknown/Other,Capital & Coast and Hutt Valley, 29 
European or Other,25-29,Unknown/Other,Hawkes Bay, 8 
European or Other,25-29,Unknown/Other,Nelson Marlborough, 7 
European or Other,25-29,Unknown/Other,Southern, 14 
European or Other,30-34,Female,Auckland Metro," 28,812 "
European or Other,30-34,Female,Bay of Plenty," 5,173 "
European or Other,30-34,Female,Canterbury," 14,097 "
European or Other,30-34,Female,Capital & Coast and Hutt Valley," 11,076 "
European or Other,30-34,Female,Hawkes Bay," 2,972 "
European or Other,30-34,Female,Lakes," 1,853 "
European or Other,30-34,Female,MidCentral," 3,762 "
European or Other,30-34,Female,Nelson Marlborough," 3,512 "
European or Other,30-34,Female,Northland," 2,863 "
European or Other,30-34,Female,Overseas / Unknown, 432 
European or Other,30-34,Female,South Canterbury," 1,422 "
European or Other,30-34,Female,Southern," 8,869 "
European or Other,30-34,Female,Tairawhiti, 646 
European or Other,30-34,Female,Taranaki," 2,815 "
European or Other,30-34,Female,Waikato," 8,285 "
European or Other,30-34,Female,Wairarapa, 915 
European or Other,30-34,Female,West Coast, 696 
European or Other,30-34,Female,Whanganui," 1,253 "
European or Other,30-34,Male,Auckland Metro," 27,078 "
European or Other,30-34,Male,Bay of Plenty," 4,364 "
European or Other,30-34,Male,Canterbury," 13,919 "
European or Other,30-34,Male,Capital & Coast and Hutt Valley," 10,376 "
European or Other,30-34,Male,Hawkes Bay," 2,765 "
European or Other,30-34,Male,Lakes," 1,631 "
European or Other,30-34,Male,MidCentral," 3,409 "
European or Other,30-34,Male,Nelson Marlborough," 3,207 "
European or Other,30-34,Male,Northland," 2,752 "
European or Other,30-34,Male,Overseas / Unknown, 675 
European or Other,30-34,Male,South Canterbury," 1,396 "
European or Other,30-34,Male,Southern," 8,702 "
European or Other,30-34,Male,Tairawhiti, 643 
European or Other,30-34,Male,Taranaki," 2,581 "
European or Other,30-34,Male,Waikato," 7,808 "
European or Other,30-34,Male,Wairarapa, 874 
European or Other,30-34,Male,West Coast, 677 
European or Other,30-34,Male,Whanganui," 1,178 "
European or Other,30-34,Unknown/Other,Auckland Metro, 38 
European or Other,30-34,Unknown/Other,Canterbury, 7 
European or Other,30-34,Unknown/Other,Capital & Coast and Hutt Valley, 24 
European or Other,30-34,Unknown/Other,MidCentral, 5 
European or Other,30-34,Unknown/Other,Southern, 6 
European or Other,35-39,Female,Auckland Metro," 26,776 "
European or Other,35-39,Female,Bay of Plenty," 4,998 "
European or Other,35-39,Female,Canterbury," 12,782 "
European or Other,35-39,Female,Capital & Coast and Hutt Valley," 10,341 "
European or Other,35-39,Female,Hawkes Bay," 3,004 "
European or Other,35-39,Female,Lakes," 1,686 "
European or Other,35-39,Female,MidCentral," 3,534 "
European or Other,35-39,Female,Nelson Marlborough," 3,631 "
European or Other,35-39,Female,Northland," 2,888 "
European or Other,35-39,Female,Overseas / Unknown, 243 
European or Other,35-39,Female,South Canterbury," 1,321 "
European or Other,35-39,Female,Southern," 8,309 "
European or Other,35-39,Female,Tairawhiti, 683 
European or Other,35-39,Female,Taranaki," 2,769 "
European or Other,35-39,Female,Waikato," 7,635 "
European or Other,35-39,Female,Wairarapa, 967 
European or Other,35-39,Female,West Coast, 678 
European or Other,35-39,Female,Whanganui," 1,104 "
European or Other,35-39,Male,Auckland Metro," 25,747 "
European or Other,35-39,Male,Bay of Plenty," 4,396 "
European or Other,35-39,Male,Canterbury," 12,323 "
European or Other,35-39,Male,Capital & Coast and Hutt Valley," 9,616 "
European or Other,35-39,Male,Hawkes Bay," 2,739 "
European or Other,35-39,Male,Lakes," 1,581 "
European or Other,35-39,Male,MidCentral," 3,124 "
European or Other,35-39,Male,Nelson Marlborough," 3,283 "
European or Other,35-39,Male,Northland," 2,738 "
European or Other,35-39,Male,Overseas / Unknown, 474 
European or Other,35-39,Male,South Canterbury," 1,228 "
European or Other,35-39,Male,Southern," 7,944 "
European or Other,35-39,Male,Tairawhiti, 571 
European or Other,35-39,Male,Taranaki," 2,592 "
European or Other,35-39,Male,Waikato," 7,291 "
European or Other,35-39,Male,Wairarapa, 886 
European or Other,35-39,Male,West Coast, 691 
European or Other,35-39,Male,Whanganui," 1,106 "
European or Other,35-39,Unknown/Other,Auckland Metro, 25 
European or Other,35-39,Unknown/Other,Canterbury, 5 
European or Other,35-39,Unknown/Other,Capital & Coast and Hutt Valley, 7 
European or Other,35-39,Unknown/Other,Taranaki, 5 
European or Other,35-39,Unknown/Other,Waikato, 7 
European or Other,40-44,Female,Auckland Metro," 26,491 "
European or Other,40-44,Female,Bay of Plenty," 4,905 "
European or Other,40-44,Female,Canterbury," 12,889 "
European or Other,40-44,Female,Capital & Coast and Hutt Valley," 10,284 "
European or Other,40-44,Female,Hawkes Bay," 3,313 "
European or Other,40-44,Female,Lakes," 1,908 "
European or Other,40-44,Female,MidCentral," 3,541 "
European or Other,40-44,Female,Nelson Marlborough," 3,748 "
European or Other,40-44,Female,Northland," 2,931 "
European or Other,40-44,Female,Overseas / Unknown, 171 
European or Other,40-44,Female,South Canterbury," 1,357 "
European or Other,40-44,Female,Southern," 8,175 "
European or Other,40-44,Female,Tairawhiti, 673 
European or Other,40-44,Female,Taranaki," 2,772 "
European or Other,40-44,Female,Waikato," 7,855 "
European or Other,40-44,Female,Wairarapa," 1,039 "
European or Other,40-44,Female,West Coast, 701 
European or Other,40-44,Female,Whanganui," 1,184 "
European or Other,40-44,Male,Auckland Metro," 25,512 "
European or Other,40-44,Male,Bay of Plenty," 4,551 "
European or Other,40-44,Male,Canterbury," 12,314 "
European or Other,40-44,Male,Capital & Coast and Hutt Valley," 9,800 "
European or Other,40-44,Male,Hawkes Bay," 2,987 "
European or Other,40-44,Male,Lakes," 1,693 "
European or Other,40-44,Male,MidCentral," 3,150 "
European or Other,40-44,Male,Nelson Marlborough," 3,560 "
European or Other,40-44,Male,Northland," 2,695 "
European or Other,40-44,Male,Overseas / Unknown, 342 
European or Other,40-44,Male,South Canterbury," 1,339 "
European or Other,40-44,Male,Southern," 7,808 "
European or Other,40-44,Male,Tairawhiti, 643 
European or Other,40-44,Male,Taranaki," 2,630 "
European or Other,40-44,Male,Waikato," 7,392 "
European or Other,40-44,Male,Wairarapa, 913 
European or Other,40-44,Male,West Coast, 644 
European or Other,40-44,Male,Whanganui," 1,082 "
European or Other,40-44,Unknown/Other,Auckland Metro, 11 
European or Other,40-44,Unknown/Other,Canterbury, 7 
European or Other,40-44,Unknown/Other,Capital & Coast and Hutt Valley, 6 
European or Other,45-49,Female,Auckland Metro," 30,170 "
European or Other,45-49,Female,Bay of Plenty," 6,005 "
European or Other,45-49,Female,Canterbury," 15,519 "
European or Other,45-49,Female,Capital & Coast and Hutt Valley," 11,695 "
European or Other,45-49,Female,Hawkes Bay," 4,128 "
European or Other,45-49,Female,Lakes," 2,174 "
European or Other,45-49,Female,MidCentral," 4,229 "
European or Other,45-49,Female,Nelson Marlborough," 4,698 "
European or Other,45-49,Female,Northland," 3,598 "
European or Other,45-49,Female,Overseas / Unknown, 198 
European or Other,45-49,Female,South Canterbury," 1,755 "
European or Other,45-49,Female,Southern," 9,176 "
European or Other,45-49,Female,Tairawhiti, 714 
European or Other,45-49,Female,Taranaki," 3,228 "
European or Other,45-49,Female,Waikato," 9,249 "
European or Other,45-49,Female,Wairarapa," 1,324 "
European or Other,45-49,Female,West Coast, 897 
European or Other,45-49,Female,Whanganui," 1,450 "
European or Other,45-49,Male,Auckland Metro," 29,821 "
European or Other,45-49,Male,Bay of Plenty," 5,473 "
European or Other,45-49,Male,Canterbury," 14,433 "
European or Other,45-49,Male,Capital & Coast and Hutt Valley," 10,872 "
European or Other,45-49,Male,Hawkes Bay," 3,702 "
European or Other,45-49,Male,Lakes," 2,133 "
European or Other,45-49,Male,MidCentral," 3,792 "
European or Other,45-49,Male,Nelson Marlborough," 4,446 "
European or Other,45-49,Male,Northland," 3,489 "
European or Other,45-49,Male,Overseas / Unknown, 370 
European or Other,45-49,Male,South Canterbury," 1,622 "
European or Other,45-49,Male,Southern," 9,012 "
European or Other,45-49,Male,Tairawhiti, 763 
European or Other,45-49,Male,Taranaki," 3,066 "
European or Other,45-49,Male,Waikato," 8,775 "
European or Other,45-49,Male,Wairarapa," 1,154 "
European or Other,45-49,Male,West Coast, 906 
European or Other,45-49,Male,Whanganui," 1,364 "
European or Other,45-49,Unknown/Other,Auckland Metro, 11 
European or Other,50-54,Female,Auckland Metro," 29,297 "
European or Other,50-54,Female,Bay of Plenty," 6,249 "
European or Other,50-54,Female,Canterbury," 15,684 "
European or Other,50-54,Female,Capital & Coast and Hutt Valley," 11,201 "
European or Other,50-54,Female,Hawkes Bay," 4,096 "
European or Other,50-54,Female,Lakes," 2,257 "
European or Other,50-54,Female,MidCentral," 4,518 "
European or Other,50-54,Female,Nelson Marlborough," 5,022 "
European or Other,50-54,Female,Northland," 4,157 "
European or Other,50-54,Female,Overseas / Unknown, 204 
European or Other,50-54,Female,South Canterbury," 1,896 "
European or Other,50-54,Female,Southern," 9,216 "
European or Other,50-54,Female,Tairawhiti, 799 
European or Other,50-54,Female,Taranaki," 3,273 "
European or Other,50-54,Female,Waikato," 9,467 "
European or Other,50-54,Female,Wairarapa," 1,405 "
European or Other,50-54,Female,West Coast," 1,039 "
European or Other,50-54,Female,Whanganui," 1,634 "
European or Other,50-54,Male,Auckland Metro," 30,226 "
European or Other,50-54,Male,Bay of Plenty," 5,645 "
European or Other,50-54,Male,Canterbury," 15,302 "
European or Other,50-54,Male,Capital & Coast and Hutt Valley," 10,903 "
European or Other,50-54,Male,Hawkes Bay," 3,928 "
European or Other,50-54,Male,Lakes," 2,187 "
European or Other,50-54,Male,MidCentral," 4,105 "
European or Other,50-54,Male,Nelson Marlborough," 4,805 "
European or Other,50-54,Male,Northland," 4,051 "
European or Other,50-54,Male,Overseas / Unknown, 407 
European or Other,50-54,Male,South Canterbury," 1,814 "
European or Other,50-54,Male,Southern," 8,835 "
European or Other,50-54,Male,Tairawhiti, 750 
European or Other,50-54,Male,Taranaki," 3,087 "
European or Other,50-54,Male,Waikato," 9,069 "
European or Other,50-54,Male,Wairarapa," 1,302 "
European or Other,50-54,Male,West Coast," 1,087 "
European or Other,50-54,Male,Whanganui," 1,538 "
European or Other,50-54,Unknown/Other,Auckland Metro, 12 
European or Other,55-59,Female,Auckland Metro," 28,531 "
European or Other,55-59,Female,Bay of Plenty," 6,542 "
European or Other,55-59,Female,Canterbury," 15,922 "
European or Other,55-59,Female,Capital & Coast and Hutt Valley," 10,896 "
European or Other,55-59,Female,Hawkes Bay," 4,612 "
European or Other,55-59,Female,Lakes," 2,489 "
European or Other,55-59,Female,MidCentral," 4,879 "
European or Other,55-59,Female,Nelson Marlborough," 5,473 "
European or Other,55-59,Female,Northland," 4,864 "
European or Other,55-59,Female,Overseas / Unknown, 281 
European or Other,55-59,Female,South Canterbury," 2,080 "
European or Other,55-59,Female,Southern," 10,137 "
European or Other,55-59,Female,Tairawhiti, 851 
European or Other,55-59,Female,Taranaki," 3,501 "
European or Other,55-59,Female,Waikato," 9,783 "
European or Other,55-59,Female,Wairarapa," 1,507 "
European or Other,55-59,Female,West Coast," 1,264 "
European or Other,55-59,Female,Whanganui," 1,867 "
European or Other,55-59,Male,Auckland Metro," 29,601 "
European or Other,55-59,Male,Bay of Plenty," 6,142 "
European or Other,55-59,Male,Canterbury," 15,603 "
European or Other,55-59,Male,Capital & Coast and Hutt Valley," 10,601 "
European or Other,55-59,Male,Hawkes Bay," 4,301 "
European or Other,55-59,Male,Lakes," 2,436 "
European or Other,55-59,Male,MidCentral," 4,655 "
European or Other,55-59,Male,Nelson Marlborough," 5,292 "
European or Other,55-59,Male,Northland," 4,691 "
European or Other,55-59,Male,Overseas / Unknown, 365 
European or Other,55-59,Male,South Canterbury," 2,015 "
European or Other,55-59,Male,Southern," 10,093 "
European or Other,55-59,Male,Tairawhiti, 856 
European or Other,55-59,Male,Taranaki," 3,350 "
European or Other,55-59,Male,Waikato," 9,482 "
European or Other,55-59,Male,Wairarapa," 1,439 "
European or Other,55-59,Male,West Coast," 1,272 "
European or Other,55-59,Male,Whanganui," 1,808 "
European or Other,55-59,Unknown/Other,Auckland Metro, 5 
European or Other,60-64,Female,Auckland Metro," 24,673 "
European or Other,60-64,Female,Bay of Plenty," 6,497 "
European or Other,60-64,Female,Canterbury," 14,458 "
European or Other,60-64,Female,Capital & Coast and Hutt Valley," 9,344 "
European or Other,60-64,Female,Hawkes Bay," 4,361 "
European or Other,60-64,Female,Lakes," 2,283 "
European or Other,60-64,Female,MidCentral," 4,708 "
European or Other,60-64,Female,Nelson Marlborough," 5,154 "
European or Other,60-64,Female,Northland," 4,900 "
European or Other,60-64,Female,Overseas / Unknown, 301 
European or Other,60-64,Female,South Canterbury," 1,950 "
European or Other,60-64,Female,Southern," 9,450 "
European or Other,60-64,Female,Tairawhiti, 836 
European or Other,60-64,Female,Taranaki," 3,427 "
European or Other,60-64,Female,Waikato," 9,468 "
European or Other,60-64,Female,Wairarapa," 1,583 "
European or Other,60-64,Female,West Coast," 1,099 "
European or Other,60-64,Female,Whanganui," 1,864 "
European or Other,60-64,Male,Auckland Metro," 25,572 "
European or Other,60-64,Male,Bay of Plenty," 6,024 "
European or Other,60-64,Male,Canterbury," 14,215 "
European or Other,60-64,Male,Capital & Coast and Hutt Valley," 9,254 "
European or Other,60-64,Male,Hawkes Bay," 4,125 "
European or Other,60-64,Male,Lakes," 2,266 "
European or Other,60-64,Male,MidCentral," 4,403 "
European or Other,60-64,Male,Nelson Marlborough," 5,209 "
European or Other,60-64,Male,Northland," 5,105 "
European or Other,60-64,Male,Overseas / Unknown, 374 
European or Other,60-64,Male,South Canterbury," 1,998 "
European or Other,60-64,Male,Southern," 9,557 "
European or Other,60-64,Male,Tairawhiti, 874 
European or Other,60-64,Male,Taranaki," 3,305 "
European or Other,60-64,Male,Waikato," 9,119 "
European or Other,60-64,Male,Wairarapa," 1,460 "
European or Other,60-64,Male,West Coast," 1,281 "
European or Other,60-64,Male,Whanganui," 1,821 "
European or Other,60-64,Unknown/Other,Auckland Metro, 5 
European or Other,65+,Female,Auckland Metro," 78,648 "
European or Other,65+,Female,Bay of Plenty," 23,757 "
European or Other,65+,Female,Canterbury," 44,974 "
European or Other,65+,Female,Capital & Coast and Hutt Valley," 28,511 "
European or Other,65+,Female,Hawkes Bay," 14,902 "
European or Other,65+,Female,Lakes," 7,792 "
European or Other,65+,Female,MidCentral," 15,679 "
European or Other,65+,Female,Nelson Marlborough," 16,663 "
European or Other,65+,Female,Northland," 15,912 "
European or Other,65+,Female,Overseas / Unknown," 1,005 "
European or Other,65+,Female,South Canterbury," 6,600 "
European or Other,65+,Female,Southern," 28,229 "
European or Other,65+,Female,Tairawhiti," 2,844 "
European or Other,65+,Female,Taranaki," 10,622 "
European or Other,65+,Female,Waikato," 30,970 "
European or Other,65+,Female,Wairarapa," 5,118 "
European or Other,65+,Female,West Coast," 3,029 "
European or Other,65+,Female,Whanganui," 6,217 "
European or Other,65+,Male,Auckland Metro," 69,216 "
European or Other,65+,Male,Bay of Plenty," 21,022 "
European or Other,65+,Male,Canterbury," 38,828 "
European or Other,65+,Male,Capital & Coast and Hutt Valley," 23,982 "
European or Other,65+,Male,Hawkes Bay," 13,104 "
European or Other,65+,Male,Lakes," 7,119 "
European or Other,65+,Male,MidCentral," 13,777 "
European or Other,65+,Male,Nelson Marlborough," 15,649 "
European or Other,65+,Male,Northland," 16,122 "
European or Other,65+,Male,Overseas / Unknown," 1,021 "
European or Other,65+,Male,South Canterbury," 6,096 "
European or Other,65+,Male,Southern," 25,610 "
European or Other,65+,Male,Tairawhiti," 2,650 "
European or Other,65+,Male,Taranaki," 9,576 "
European or Other,65+,Male,Waikato," 28,015 "
European or Other,65+,Male,Wairarapa," 4,661 "
European or Other,65+,Male,West Coast," 3,390 "
European or Other,65+,Male,Whanganui," 5,577 "
European or Other,65+,Unknown/Other,Auckland Metro, 16 
European or Other,65+,Unknown/Other,Waikato, 10 
Maori,0-11,Female,Auckland Metro," 21,574 "
Maori,0-11,Female,Bay of Plenty," 7,732 "
Maori,0-11,Female,Canterbury," 6,208 "
Maori,0-11,Female,Capital & Coast and Hutt Valley," 6,826 "
Maori,0-11,Female,Hawkes Bay," 5,875 "
Maori,0-11,Female,Lakes," 4,711 "
Maori,0-11,Female,MidCentral," 4,510 "
Maori,0-11,Female,Nelson Marlborough," 2,024 "
Maori,0-11,Female,Northland," 8,467 "
Maori,0-11,Female,Overseas / Unknown, 146 
Maori,0-11,Female,South Canterbury, 671 
Maori,0-11,Female,Southern," 3,942 "
Maori,0-11,Female,Tairawhiti," 2,996 "
Maori,0-11,Female,Taranaki," 3,119 "
Maori,0-11,Female,Waikato," 11,904 "
Maori,0-11,Female,Wairarapa," 1,105 "
Maori,0-11,Female,West Coast, 432 
Maori,0-11,Female,Whanganui," 2,243 "
Maori,0-11,Male,Auckland Metro," 23,009 "
Maori,0-11,Male,Bay of Plenty," 8,426 "
Maori,0-11,Male,Canterbury," 6,794 "
Maori,0-11,Male,Capital & Coast and Hutt Valley," 7,369 "
Maori,0-11,Male,Hawkes Bay," 6,025 "
Maori,0-11,Male,Lakes," 5,186 "
Maori,0-11,Male,MidCentral," 4,857 "
Maori,0-11,Male,Nelson Marlborough," 2,179 "
Maori,0-11,Male,Northland," 9,023 "
Maori,0-11,Male,Overseas / Unknown, 151 
Maori,0-11,Male,South Canterbury, 686 
Maori,0-11,Male,Southern," 4,176 "
Maori,0-11,Male,Tairawhiti," 3,084 "
Maori,0-11,Male,Taranaki," 3,280 "
Maori,0-11,Male,Waikato," 12,781 "
Maori,0-11,Male,Wairarapa," 1,180 "
Maori,0-11,Male,West Coast, 475 
Maori,0-11,Male,Whanganui," 2,430 "
Maori,12-15,Female,Auckland Metro," 6,685 "
Maori,12-15,Female,Bay of Plenty," 2,540 "
Maori,12-15,Female,Canterbury," 1,851 "
Maori,12-15,Female,Capital & Coast and Hutt Valley," 2,069 "
Maori,12-15,Female,Hawkes Bay," 1,885 "
Maori,12-15,Female,Lakes," 1,532 "
Maori,12-15,Female,MidCentral," 1,306 "
Maori,12-15,Female,Nelson Marlborough, 603 
Maori,12-15,Female,Northland," 2,593 "
Maori,12-15,Female,Overseas / Unknown, 76 
Maori,12-15,Female,South Canterbury, 184 
Maori,12-15,Female,Southern," 1,155 "
Maori,12-15,Female,Tairawhiti, 979 
Maori,12-15,Female,Taranaki, 851 
Maori,12-15,Female,Waikato," 3,589 "
Maori,12-15,Female,Wairarapa, 339 
Maori,12-15,Female,West Coast, 107 
Maori,12-15,Female,Whanganui, 689 
Maori,12-15,Male,Auckland Metro," 7,027 "
Maori,12-15,Male,Bay of Plenty," 2,634 "
Maori,12-15,Male,Canterbury," 1,964 "
Maori,12-15,Male,Capital & Coast and Hutt Valley," 2,251 "
Maori,12-15,Male,Hawkes Bay," 1,828 "
Maori,12-15,Male,Lakes," 1,625 "
Maori,12-15,Male,MidCentral," 1,421 "
Maori,12-15,Male,Nelson Marlborough, 642 
Maori,12-15,Male,Northland," 2,749 "
Maori,12-15,Male,Overseas / Unknown, 83 
Maori,12-15,Male,South Canterbury, 200 
Maori,12-15,Male,Southern," 1,349 "
Maori,12-15,Male,Tairawhiti," 1,080 "
Maori,12-15,Male,Taranaki, 915 
Maori,12-15,Male,Waikato," 3,714 "
Maori,12-15,Male,Wairarapa, 365 
Maori,12-15,Male,West Coast, 157 
Maori,12-15,Male,Whanganui, 694 
Maori,16-19,Female,Auckland Metro," 6,115 "
Maori,16-19,Female,Bay of Plenty," 2,146 "
Maori,16-19,Female,Canterbury," 1,739 "
Maori,16-19,Female,Capital & Coast and Hutt Valley," 2,092 "
Maori,16-19,Female,Hawkes Bay," 1,619 "
Maori,16-19,Female,Lakes," 1,307 "
Maori,16-19,Female,MidCentral," 1,196 "
Maori,16-19,Female,Nelson Marlborough, 526 
Maori,16-19,Female,Northland," 2,203 "
Maori,16-19,Female,Overseas / Unknown, 59 
Maori,16-19,Female,South Canterbury, 155 
Maori,16-19,Female,Southern," 1,220 "
Maori,16-19,Female,Tairawhiti, 877 
Maori,16-19,Female,Taranaki, 763 
Maori,16-19,Female,Waikato," 3,279 "
Maori,16-19,Female,Wairarapa, 285 
Maori,16-19,Female,West Coast, 108 
Maori,16-19,Female,Whanganui, 619 
Maori,16-19,Male,Auckland Metro," 6,254 "
Maori,16-19,Male,Bay of Plenty," 2,199 "
Maori,16-19,Male,Canterbury," 1,741 "
Maori,16-19,Male,Capital & Coast and Hutt Valley," 2,113 "
Maori,16-19,Male,Hawkes Bay," 1,567 "
Maori,16-19,Male,Lakes," 1,403 "
Maori,16-19,Male,MidCentral," 1,158 "
Maori,16-19,Male,Nelson Marlborough, 559 
Maori,16-19,Male,Northland," 2,169 "
Maori,16-19,Male,Overseas / Unknown, 68 
Maori,16-19,Male,South Canterbury, 166 
Maori,16-19,Male,Southern," 1,206 "
Maori,16-19,Male,Tairawhiti, 974 
Maori,16-19,Male,Taranaki, 732 
Maori,16-19,Male,Waikato," 3,253 "
Maori,16-19,Male,Wairarapa, 293 
Maori,16-19,Male,West Coast, 126 
Maori,16-19,Male,Whanganui, 601 
Maori,16-19,Unknown/Other,Capital & Coast and Hutt Valley, 6 
Maori,20-24,Female,Auckland Metro," 8,264 "
Maori,20-24,Female,Bay of Plenty," 2,469 "
Maori,20-24,Female,Canterbury," 2,319 "
Maori,20-24,Female,Capital & Coast and Hutt Valley," 3,070 "
Maori,20-24,Female,Hawkes Bay," 1,857 "
Maori,20-24,Female,Lakes," 1,591 "
Maori,20-24,Female,MidCentral," 1,439 "
Maori,20-24,Female,Nelson Marlborough, 543 
Maori,20-24,Female,Northland," 2,359 "
Maori,20-24,Female,Overseas / Unknown, 58 
Maori,20-24,Female,South Canterbury, 187 
Maori,20-24,Female,Southern," 1,467 "
Maori,20-24,Female,Tairawhiti, 978 
Maori,20-24,Female,Taranaki, 805 
Maori,20-24,Female,Waikato," 4,008 "
