SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake
146400,Bucklands Beach North,Counties Manukau,Maori,53.0,41,39,774,736
146400,Bucklands Beach North,Counties Manukau,Pacific Peoples,52.0,41,39,788,750
146500,Mount Wellington East,Auckland,Maori,202,173,150,856,743
146500,Mount Wellington East,Auckland,Pacific Peoples,458,423,400,924,873
146600,Mount Wellington West,Auckland,Maori,290,255,231,879,797
146600,Mount Wellington West,Auckland,Pacific Peoples,572,535,503,935,879
146800,Mangere Bridge,Counties Manukau,Maori,415,380,354,916,853
146800,Mangere Bridge,Counties Manukau,Pacific Peoples,682,581,547,852,802
146900,Oneroa East-Palm Beach,Auckland,Maori,65,54,49,831,754
147000,Tamaki,Auckland,Maori,719,601,526,836,732
147000,Tamaki,Auckland,Pacific Peoples,"1,243","1,110",987,893,794
147100,Panmure East,Auckland,Maori,349,301,268,862,768
147100,Panmure East,Auckland,Pacific Peoples,517,479,446,926,863
147200,Mount Wellington Central,Auckland,Maori,412,363,328,881,796
147200,Mount Wellington Central,Auckland,Pacific Peoples,671,576,529,858,788
147500,Mangere Mountain View,Counties Manukau,Maori,581,494,432,850,744
147500,Mangere Mountain View,Counties Manukau,Pacific Peoples,"1,472","1,278","1,172",868,796
147600,Surfdale,Auckland,Maori,174,152,133,874,764
147800,Half Moon Bay West,Counties Manukau,Maori,85,73,70,859,824
147800,Half Moon Bay West,Counties Manukau,Pacific Peoples,64,Masked,58,>950,906
147900,Auckland Airport,Counties Manukau,Maori,246,217,183,882,744
147900,Auckland Airport,Counties Manukau,Pacific Peoples,121,83,74,686,612
148000,Eastern Beach,Counties Manukau,Maori,48,44,42,917,875
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Maori,131,122,113,931,863
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Pacific Peoples,95,89,85,937,895
148200,Favona North,Counties Manukau,Maori,330,264,233,800,706
148200,Favona North,Counties Manukau,Pacific Peoples,"1,570","1,397","1,309",890,834
148400,Farm Cove,Counties Manukau,Maori,64,Masked,Masked,>950,>950
148500,Mangere North,Counties Manukau,Maori,300,233,200,777,667
148500,Mangere North,Counties Manukau,Pacific Peoples,"1,252","1,100","1,013",879,809
148600,Favona West,Counties Manukau,Maori,343,294,239,857,697
148600,Favona West,Counties Manukau,Pacific Peoples,"1,943","1,733","1,592",892,819
148700,Ostend,Auckland,Maori,156,142,126,910,808
148700,Ostend,Auckland,Pacific Peoples,42,37,34,881,810
148900,Mangere West,Counties Manukau,Maori,621,496,422,799,680
148900,Mangere West,Counties Manukau,Pacific Peoples,"2,559","2,220","2,033",868,794
149000,Pakuranga West,Counties Manukau,Maori,394,351,321,891,815
149000,Pakuranga West,Counties Manukau,Pacific Peoples,469,435,400,928,853
149100,Mount Wellington South West,Auckland,Maori,322,280,251,870,780
149100,Mount Wellington South West,Auckland,Pacific Peoples,649,600,555,924,855
149200,Sunnyhills East,Counties Manukau,Maori,121,Masked,109,>950,901
149200,Sunnyhills East,Counties Manukau,Pacific Peoples,72,67,58,931,806
149300,Half Moon Bay South East,Counties Manukau,Maori,153.0,136.0,132.0,889,863
149300,Half Moon Bay South East,Counties Manukau,Pacific Peoples,151.0,128.0,123.0,848,815
149400,Favona East,Counties Manukau,Maori,367,311,269,847,733
149400,Favona East,Counties Manukau,Pacific Peoples,"2,087","1,854","1,700",888,815
149500,Mount Wellington South East,Auckland,Maori,437,379,326,867,746
149500,Mount Wellington South East,Auckland,Pacific Peoples,"1,233","1,111","1,022",901,829
149700,Bucklands Beach South,Counties Manukau,Maori,101.0,86.0,78.0,851,772
149700,Bucklands Beach South,Counties Manukau,Pacific Peoples,103.0,87.0,83.0,845,806
149800,Pakuranga Central,Counties Manukau,Maori,252,225,205,893,813
149800,Pakuranga Central,Counties Manukau,Pacific Peoples,357,323,295,905,826
149900,Awhitu,Counties Manukau,Maori,266,218,195,820,733
149900,Awhitu,Counties Manukau,Pacific Peoples,52,43,40,827,769
150000,Harania North,Counties Manukau,Maori,413,339,298,821,722
150000,Harania North,Counties Manukau,Pacific Peoples,"2,712","2,433","2,204",897,813
150100,Otahuhu Central,Auckland,Maori,293,256,222,874,758
150100,Otahuhu Central,Auckland,Pacific Peoples,591,Masked,525,>950,888
150200,Mangere Central,Counties Manukau,Maori,464,387,327,834,705
150200,Mangere Central,Counties Manukau,Pacific Peoples,"2,180","1,918","1,759",880,807
150300,Otahuhu North,Auckland,Maori,395,306,258,775,653
150300,Otahuhu North,Auckland,Pacific Peoples,"1,627","1,532","1,425",942,876
150400,Howick West,Counties Manukau,Maori,153,144,127.0,941,830
150400,Howick West,Counties Manukau,Pacific Peoples,131,124,118.0,947,901
150500,Pakuranga Heights North West,Counties Manukau,Maori,216.0,176,153,815,708
150500,Pakuranga Heights North West,Counties Manukau,Pacific Peoples,218.0,193,180,885,826
150600,Mellons Bay,Counties Manukau,Maori,102,93,91,912,892
150600,Mellons Bay,Counties Manukau,Pacific Peoples,45,36,35,800,778
150700,Pakuranga Heights East,Counties Manukau,Maori,241,203.0,191,842,793
150700,Pakuranga Heights East,Counties Manukau,Pacific Peoples,209,Masked,191,>950,914
150800,Sutton Park,Counties Manukau,Maori,423,357,296,844,700
150800,Sutton Park,Counties Manukau,Pacific Peoples,"2,450","2,193","2,030",895,829
150900,Otahuhu East,Auckland,Maori,260,219,192,842,738
150900,Otahuhu East,Auckland,Pacific Peoples,925,842,793,910,857
151000,Mangere South,Counties Manukau,Maori,335,289,255,863,761
151000,Mangere South,Counties Manukau,Pacific Peoples,"1,917","1,665","1,544",869,805
151100,Onetangi,Auckland,Maori,98,89,76,908,776
151200,Harania South,Counties Manukau,Maori,451,357,316,792,701
151200,Harania South,Counties Manukau,Pacific Peoples,"1,884","1,704","1,562",904,829
151300,Highland Park (Auckland),Counties Manukau,Maori,135,127,124,941,919
151300,Highland Park (Auckland),Counties Manukau,Pacific Peoples,162,141,124,870,765
151400,Otahuhu South West,Auckland,Maori,512,431,397,842,775
151400,Otahuhu South West,Auckland,Pacific Peoples,"1,522","1,396","1,307",917,859
151500,Pakuranga Heights South West,Counties Manukau,Maori,252,221,210,877,833
151500,Pakuranga Heights South West,Counties Manukau,Pacific Peoples,333,312,290,937,871
151600,Mangere Mascot,Counties Manukau,Maori,445,369,312,829,701
151600,Mangere Mascot,Counties Manukau,Pacific Peoples,"2,304","2,037","1,879",884,816
151700,Waiheke East,Auckland,Maori,69,53,49,768,710
151800,Massey Road West,Counties Manukau,Maori,439,375,319,854,727
151800,Massey Road West,Counties Manukau,Pacific Peoples,"2,098","1,851","1,709",882,815
151900,Otahuhu South,Auckland,Maori,434,382,341,880,786
151900,Otahuhu South,Auckland,Pacific Peoples,"1,452","1,340","1,232",923,848
152000,Howick Central,Counties Manukau,Maori,149,128,118,859,792
152000,Howick Central,Counties Manukau,Pacific Peoples,119,106,99,891,832
152100,Massey Road North,Counties Manukau,Maori,424,357,313,842,738
152100,Massey Road North,Counties Manukau,Pacific Peoples,"1,532","1,407","1,285",918,839
152200,Botany Downs West,Counties Manukau,Maori,90,82,73,911,811
152200,Botany Downs West,Counties Manukau,Pacific Peoples,111,Masked,97,>950,874
152400,Howick East,Counties Manukau,Maori,164,139,130,848,793
152400,Howick East,Counties Manukau,Pacific Peoples,87,77,72,885,828
152500,Burswood,Counties Manukau,Maori,62,57,52,919,839
152500,Burswood,Counties Manukau,Pacific Peoples,87,80,75,920,862
152600,Massey Road South,Counties Manukau,Maori,224,174,152,777,679
152600,Massey Road South,Counties Manukau,Pacific Peoples,"1,048",948,872,905,832
152800,Mangere South East,Counties Manukau,Maori,384,327,293,852,763
152800,Mangere South East,Counties Manukau,Pacific Peoples,"1,896","1,687","1,584",890,835
152900,Botany Downs East,Counties Manukau,Maori,67.0,62.0,61,925,910
152900,Botany Downs East,Counties Manukau,Pacific Peoples,70.0,66.0,61,943,871
153000,Grange,Counties Manukau,Maori,243,208,188,856,774
153000,Grange,Counties Manukau,Pacific Peoples,"1,155","1,031",944,893,817
153100,Golflands,Counties Manukau,Maori,75,Masked,61.0,>950,813
153100,Golflands,Counties Manukau,Pacific Peoples,64,60,59.0,938,922
153200,Aorere North,Counties Manukau,Maori,182,155,133,852,731
153200,Aorere North,Counties Manukau,Pacific Peoples,841,755,685,898,815
153300,Mangere East,Counties Manukau,Maori,363,327,280,901,771
153300,Mangere East,Counties Manukau,Pacific Peoples,"1,546","1,432","1,335",926,864
153400,Cockle Bay,Counties Manukau,Maori,146,Masked,137,>950,938
153400,Cockle Bay,Counties Manukau,Pacific Peoples,69,Masked,Masked,>950,>950
153500,Otara West,Counties Manukau,Maori,629,480,385,763,612
153500,Otara West,Counties Manukau,Pacific Peoples,"1,977","1,690","1,523",855,770
153600,Aorere Central,Counties Manukau,Maori,248,225,202,907,815
153600,Aorere Central,Counties Manukau,Pacific Peoples,"1,024",930,870,908,850
153700,Northpark North,Counties Manukau,Maori,65.0,57.0,54,877,831
153700,Northpark North,Counties Manukau,Pacific Peoples,74.0,65.0,64,878,865
153800,Somerville,Counties Manukau,Maori,101.0,95.0,93.0,941,921
153800,Somerville,Counties Manukau,Pacific Peoples,97.0,88.0,86.0,907,887
153900,Northpark South,Counties Manukau,Maori,40,33,33,825,825
153900,Northpark South,Counties Manukau,Pacific Peoples,64,Masked,60,>950,938
154000,Papatoetoe North,Counties Manukau,Maori,428,356,320,832,748
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,"1,362","1,258","1,177",924,864
154100,Dingwall,Counties Manukau,Maori,280,242,228,864,814
154100,Dingwall,Counties Manukau,Pacific Peoples,745,695,656,933,881
154200,Aorere South,Counties Manukau,Maori,554,467,419,843,756
154200,Aorere South,Counties Manukau,Pacific Peoples,"1,883","1,710","1,623",908,862
154300,Shelly Park,Counties Manukau,Maori,87,Masked,81,>950,931
154300,Shelly Park,Counties Manukau,Pacific Peoples,54,51,50,944,926
154400,Otara Central,Counties Manukau,Maori,456,365,315,800,691
154400,Otara Central,Counties Manukau,Pacific Peoples,"1,690","1,442","1,297",853,767
154500,Huntington Park,Counties Manukau,Maori,72.0,67.0,62.0,931,861
154500,Huntington Park,Counties Manukau,Pacific Peoples,77.0,71.0,70.0,922,909
154700,Botany North,Counties Manukau,Maori,66.0,Masked,61,>950,924
154700,Botany North,Counties Manukau,Pacific Peoples,72.0,Masked,Masked,>950,>950
154800,Papatoetoe West,Counties Manukau,Maori,474,418,366,882,772
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,"1,557","1,412","1,342",907,862
154900,Papatoetoe Central,Counties Manukau,Maori,432,387,344,896,796
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,"1,084","1,022",973,943,898
155000,Sunkist Bay,Counties Manukau,Maori,192,Masked,Masked,>950,>950
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,55,50,49,909,891
155100,Otara East,Counties Manukau,Maori,602,497,404,826,671
155100,Otara East,Counties Manukau,Pacific Peoples,"2,354","2,087","1,918",887,815
155200,Redcastle,Counties Manukau,Maori,115,98,88,852,765
155200,Redcastle,Counties Manukau,Pacific Peoples,189,170,159,899,841
155300,Botany East,Counties Manukau,Maori,51,Masked,46,>950,902
155300,Botany East,Counties Manukau,Pacific Peoples,66,60,60,909,909
155400,Botany South,Counties Manukau,Maori,100.0,88.0,84.0,880,840
155400,Botany South,Counties Manukau,Pacific Peoples,93.0,Masked,Masked,>950,>950
155500,Manukau Central,Counties Manukau,Maori,214,184,159,860,743
155500,Manukau Central,Counties Manukau,Pacific Peoples,267,229,213,858,798
155600,Papatoetoe East,Counties Manukau,Maori,440,376,339,855,770
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,"1,278","1,148","1,080",898,845
155700,Otara South,Counties Manukau,Maori,531,421,344,793,648
155700,Otara South,Counties Manukau,Pacific Peoples,"2,419","2,066","1,869",854,773
155800,Ferguson,Counties Manukau,Maori,749,574,485,766,648
155800,Ferguson,Counties Manukau,Pacific Peoples,"2,762","2,416","2,187",875,792
155900,Papatoetoe South West,Counties Manukau,Maori,415,350,308,843,742
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,"1,333","1,238","1,143",929,857
156100,Dannemora North,Counties Manukau,Maori,68,58,58,853,853
156100,Dannemora North,Counties Manukau,Pacific Peoples,117,102,98,872,838
156200,Papatoetoe South,Counties Manukau,Maori,372,308,264,828,710
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,899,842,794,937,883
156300,East Tamaki Heights,Counties Manukau,Maori,57,46,46,807,807
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,97,89,88,918,907
156400,Te Puru,Counties Manukau,Maori,165,Masked,150,>950,909
156400,Te Puru,Counties Manukau,Pacific Peoples,75,70,69,933,920
156500,Puhinui North,Counties Manukau,Maori,272,237,221,871,812
156500,Puhinui North,Counties Manukau,Pacific Peoples,899,854,813,950,904
156600,Dannemora South,Counties Manukau,Maori,59,Masked,55,>950,932
156600,Dannemora South,Counties Manukau,Pacific Peoples,200,189,175,945,875
156700,Puhinui South,Counties Manukau,Maori,240,200,167,833,696
156700,Puhinui South,Counties Manukau,Pacific Peoples,688,643,604,935,878
156800,Rongomai West,Counties Manukau,Maori,414,333,285,804,688
156800,Rongomai West,Counties Manukau,Pacific Peoples,"1,536","1,322","1,204",861,784
156900,Baverstock,Counties Manukau,Maori,162,131,119,809,735
156900,Baverstock,Counties Manukau,Pacific Peoples,366,Masked,327,>950,893
157000,Puhinui East,Counties Manukau,Maori,206,170,148,825,718
157000,Puhinui East,Counties Manukau,Pacific Peoples,679,635,597,935,879
157100,Turanga,Counties Manukau,Maori,164,Masked,149,>950,909
157100,Turanga,Counties Manukau,Pacific Peoples,62,54,54,871,871
157200,Rongomai East,Counties Manukau,Maori,223,177,142,794,637
157200,Rongomai East,Counties Manukau,Pacific Peoples,"1,190","1,017",934,855,785
157300,Ormiston North,Counties Manukau,Maori,65,59,52,908,800
157300,Ormiston North,Counties Manukau,Pacific Peoples,194,Masked,181,>950,933
157400,Maraetai,Counties Manukau,Maori,117,Masked,110,>950,940
157500,Chapel Downs,Counties Manukau,Maori,264,193,164,731,621
157500,Chapel Downs,Counties Manukau,Pacific Peoples,825,735,673,891,816
157600,Wiri West,Counties Manukau,Maori,342,275,233,804,681
157600,Wiri West,Counties Manukau,Pacific Peoples,185,168,148,908,800
157700,Clover Park North,Counties Manukau,Maori,658,548,460,833,699
157700,Clover Park North,Counties Manukau,Pacific Peoples,"2,554","2,243","2,062",878,807
157800,Mission Heights North,Counties Manukau,Maori,111,97,90,874,811
157800,Mission Heights North,Counties Manukau,Pacific Peoples,235,223,214,949,911
157900,Clover Park South,Counties Manukau,Maori,449,369,329,822,733
157900,Clover Park South,Counties Manukau,Pacific Peoples,"1,358","1,221","1,128",899,831
158000,Donegal Park,Counties Manukau,Maori,140,117,100,836,714
158000,Donegal Park,Counties Manukau,Pacific Peoples,628,564,528,898,841
158100,Ormiston South,Counties Manukau,Maori,177,150,141,847,797
158100,Ormiston South,Counties Manukau,Pacific Peoples,615,Masked,569,>950,925
158200,Mission Heights South,Counties Manukau,Maori,89,82,77,921,865
158200,Mission Heights South,Counties Manukau,Pacific Peoples,305,Masked,264,>950,866
158300,Hilltop (Auckland),Counties Manukau,Maori,253,213,182,842,719
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,746,665,635,891,851
158400,Wiri East,Counties Manukau,Maori,848,664,529,783,624
158400,Wiri East,Counties Manukau,Pacific Peoples,"1,706","1,451","1,298",851,761
158500,Goodwood Heights,Counties Manukau,Maori,386,322,287,834,744
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,923,846,803,917,870
158600,Ormiston East,Counties Manukau,Maori,96,84,75,875,781
158600,Ormiston East,Counties Manukau,Pacific Peoples,314,Masked,298,>950,949
158700,Clendon Park North,Counties Manukau,Maori,760,622,507,818,667
158700,Clendon Park North,Counties Manukau,Pacific Peoples,"1,386","1,229","1,115",887,804
158800,Burbank,Counties Manukau,Maori,943,759,622,805,660
158800,Burbank,Counties Manukau,Pacific Peoples,"1,661","1,484","1,356",893,816
158900,Tuscany Heights,Counties Manukau,Maori,63,Masked,53,>950,841
158900,Tuscany Heights,Counties Manukau,Pacific Peoples,98,89,89,908,908
159000,Totara Heights,Counties Manukau,Maori,298,248,226,832,758
159000,Totara Heights,Counties Manukau,Pacific Peoples,578,532,506,920,875
159100,Homai East,Counties Manukau,Maori,486,379,325,780,669
159100,Homai East,Counties Manukau,Pacific Peoples,989,852,794,861,803
159200,Homai West,Counties Manukau,Maori,"1,059",848,705,801,666
159200,Homai West,Counties Manukau,Pacific Peoples,"1,769","1,546","1,412",874,798
159300,The Gardens (Auckland),Counties Manukau,Maori,255,239,223,937,875
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,434,386,368,889,848
159400,Clarks Beach,Counties Manukau,Maori,147,139,129,946,878
159400,Clarks Beach,Counties Manukau,Pacific Peoples,48,Masked,Masked,>950,>950
159500,Clendon Park West,Counties Manukau,Maori,612,502,407,820,665
159500,Clendon Park West,Counties Manukau,Pacific Peoples,"1,319","1,198","1,106",908,839
159600,Hillpark North,Counties Manukau,Maori,251,217,209,865,833
159600,Hillpark North,Counties Manukau,Pacific Peoples,430,395,367,919,853
159700,Clendon Park East,Counties Manukau,Maori,369,300,242,813,656
159700,Clendon Park East,Counties Manukau,Pacific Peoples,"1,028",941,874,915,850
159800,Karaka Creek,Counties Manukau,Maori,64,Masked,Masked,>950,>950
159900,Rowandale West,Counties Manukau,Maori,813,676,552,831,679
159900,Rowandale West,Counties Manukau,Pacific Peoples,"1,485","1,321","1,201",890,809
160000,Rowandale East,Counties Manukau,Maori,840,688,584,819,695
160000,Rowandale East,Counties Manukau,Pacific Peoples,"1,394","1,265","1,158",907,831
160100,Manurewa Central,Counties Manukau,Maori,530,441,386,832,728
160100,Manurewa Central,Counties Manukau,Pacific Peoples,937,844,789,901,842
160200,Weymouth North,Counties Manukau,Maori,"1,021",872,728,854,713
160200,Weymouth North,Counties Manukau,Pacific Peoples,"1,695","1,535","1,421",906,838
160300,Hillpark South,Counties Manukau,Maori,387,342,318,884,822
160300,Hillpark South,Counties Manukau,Pacific Peoples,529,464,431,877,815
160400,Alfriston,Counties Manukau,Maori,314,242,217,771,691
160400,Alfriston,Counties Manukau,Pacific Peoples,566,505,472,892,834
160500,Weymouth East,Counties Manukau,Maori,708,581,478,821,675
160500,Weymouth East,Counties Manukau,Pacific Peoples,"1,349","1,198","1,097",888,813
160600,Leabank,Counties Manukau,Maori,948,788,656,831,692
160600,Leabank,Counties Manukau,Pacific Peoples,"1,458","1,295","1,166",888,800
160700,Weymouth South,Counties Manukau,Maori,790,661,572,837,724
160700,Weymouth South,Counties Manukau,Pacific Peoples,"1,115",981,891,880,799
160800,Manurewa East,Counties Manukau,Maori,621,503,412,810,663
160800,Manurewa East,Counties Manukau,Pacific Peoples,902,837,764,928,847
160900,Manurewa South,Counties Manukau,Maori,851,727,650,854,764
160900,Manurewa South,Counties Manukau,Pacific Peoples,"1,189","1,074",985,903,828
161000,Randwick Park East,Counties Manukau,Maori,322,278,232,863,720
161000,Randwick Park East,Counties Manukau,Pacific Peoples,526,469,437,892,831
161100,Wattle Downs West,Counties Manukau,Maori,411,371,328.0,903,798
161100,Wattle Downs West,Counties Manukau,Pacific Peoples,385,360,335.0,935,870
161200,Wattle Downs North,Counties Manukau,Maori,677,548,438,809,647
161200,Wattle Downs North,Counties Manukau,Pacific Peoples,827,719,660,869,798
161300,Randwick Park West,Counties Manukau,Maori,842,670,547,796,650
161300,Randwick Park West,Counties Manukau,Pacific Peoples,"1,240","1,095","1,002",883,808
161400,Kingseat-Karaka,Counties Manukau,Maori,301,262,238,870,791
161400,Kingseat-Karaka,Counties Manukau,Pacific Peoples,72,Masked,68,>950,944
161500,Wattle Downs East,Counties Manukau,Maori,336,311,281,926,836
161500,Wattle Downs East,Counties Manukau,Pacific Peoples,289,266,258,920,893
161600,Takanini North,Counties Manukau,Maori,465,378,301.0,813,647
161600,Takanini North,Counties Manukau,Pacific Peoples,375,331,295.0,883,787
161800,Conifer Grove West,Counties Manukau,Maori,254,Masked,230,>950,906
161800,Conifer Grove West,Counties Manukau,Pacific Peoples,182,162,156,890,857
161900,Conifer Grove East,Counties Manukau,Maori,440,365,324,830,736
161900,Conifer Grove East,Counties Manukau,Pacific Peoples,358,292,261,816,729
162000,Takanini West,Counties Manukau,Maori,511,436.0,359,853,703
162000,Takanini West,Counties Manukau,Pacific Peoples,477,433.0,384,908,805
162100,Takanini South,Counties Manukau,Maori,452,404,371,894,821
162100,Takanini South,Counties Manukau,Pacific Peoples,632,Masked,573,>950,907
162200,Takanini Central,Counties Manukau,Maori,92,84,81,913,880
162200,Takanini Central,Counties Manukau,Pacific Peoples,111,Masked,Masked,>950,>950
162300,Ardmore,Counties Manukau,Maori,178,155,142,871,798
162300,Ardmore,Counties Manukau,Pacific Peoples,47,44,42,936,894
162400,Glenbrook,Counties Manukau,Maori,178,154,144,865,809
162400,Glenbrook,Counties Manukau,Pacific Peoples,96,89,85,927,885
162500,Hingaia,Counties Manukau,Maori,128,Masked,118,>950,922
162500,Hingaia,Counties Manukau,Pacific Peoples,104,Masked,96,>950,923
162600,Takanini South East,Counties Manukau,Maori,432,348.0,297,806,688
162600,Takanini South East,Counties Manukau,Pacific Peoples,367,Masked,312,>950,850
162700,Kawakawa Bay-Orere,Counties Manukau,Maori,202,186,168,921,832
162800,Papakura West,Counties Manukau,Maori,321,274,246,854,766
162800,Papakura West,Counties Manukau,Pacific Peoples,177,156,144,881,814
162900,Clevedon,Counties Manukau,Maori,69,Masked,65,>950,942
163000,Papakura North,Counties Manukau,Maori,924,775,668,839,723
163000,Papakura North,Counties Manukau,Pacific Peoples,516,465,435,901,843
163100,Pahurehure,Counties Manukau,Maori,398,357,325,897,817
163100,Pahurehure,Counties Manukau,Pacific Peoples,211,Masked,191,>950,905
163200,Papakura Central,Counties Manukau,Maori,705,620,539,879,765
163200,Papakura Central,Counties Manukau,Pacific Peoples,369,320,287,867,778
163300,Papakura North East,Counties Manukau,Maori,600,545,475,908,792
163300,Papakura North East,Counties Manukau,Pacific Peoples,518,Masked,463,>950,894
163400,Karaka Lakes,Counties Manukau,Maori,124.0,Masked,Masked,>950,>950
163400,Karaka Lakes,Counties Manukau,Pacific Peoples,126.0,116.0,108,921,857
163500,Papakura Kelvin,Counties Manukau,Maori,"1,506","1,272","1,049",845,697
163500,Papakura Kelvin,Counties Manukau,Pacific Peoples,843,781,710,926,842
163600,Papakura Massey Park,Counties Manukau,Maori,692,598,497,864,718
163600,Papakura Massey Park,Counties Manukau,Pacific Peoples,515,465,427,903,829
163700,Rosehill,Counties Manukau,Maori,909,791,654,870,719
163700,Rosehill,Counties Manukau,Pacific Peoples,543,500,472,921,869
163800,Patumahoe,Counties Manukau,Maori,135,Masked,124,>950,919
163900,Papakura East,Counties Manukau,Maori,585,507,420,867,718
163900,Papakura East,Counties Manukau,Pacific Peoples,651,593,536,911,823
164000,Opaheke,Counties Manukau,Maori,452,413,356,914,788
164000,Opaheke,Counties Manukau,Pacific Peoples,245,217,200,886,816
164100,Papakura Industrial,Counties Manukau,Maori,51,41.0,35.0,804,686
164100,Papakura Industrial,Counties Manukau,Pacific Peoples,40,Masked,37.0,>950,925
164200,Red Hill,Counties Manukau,Maori,687,590,485,859,706
164200,Red Hill,Counties Manukau,Pacific Peoples,407,373,335,916,823
164300,Drury,Counties Manukau,Maori,212,186,165,877,778
164300,Drury,Counties Manukau,Pacific Peoples,91,76,68,835,747
164400,Tamakae,Counties Manukau,Maori,298,274,253,919,849
164400,Tamakae,Counties Manukau,Pacific Peoples,57,Masked,52,>950,912
164500,Hamilton Estate,Counties Manukau,Maori,406,371,331,914,815
164500,Hamilton Estate,Counties Manukau,Pacific Peoples,71,Masked,58,>950,817
164600,Drury Rural,Counties Manukau,Maori,316,286,264,905,835
164600,Drury Rural,Counties Manukau,Pacific Peoples,78,67,62,859,795
164700,Waiuku Central,Counties Manukau,Maori,163,151,132,926,810
164800,Waiuku East,Counties Manukau,Maori,239,223,200,933,837
164800,Waiuku East,Counties Manukau,Pacific Peoples,58,52,51,897,879
164900,Kendallvale,Counties Manukau,Maori,78,Masked,67,>950,859
165000,Puni,Counties Manukau,Maori,151,138,130,914,861
165000,Puni,Counties Manukau,Pacific Peoples,94,Masked,82,>950,872
165100,Ramarama,Counties Manukau,Maori,149,140,130,940,872
165100,Ramarama,Counties Manukau,Pacific Peoples,62,58,55,935,887
165200,Hunua,Counties Manukau,Maori,104,92,89,885,856
165300,Pukekohe North West,Counties Manukau,Maori,940,816,697,868,741
165300,Pukekohe North West,Counties Manukau,Pacific Peoples,476,Masked,403,>950,847
165400,Anselmi Ridge,Counties Manukau,Maori,112,Masked,104,>950,929
165400,Anselmi Ridge,Counties Manukau,Pacific Peoples,59,Masked,Masked,>950,>950
165500,Pukekohe West,Counties Manukau,Maori,"1,138","1,038",897,912,788
165500,Pukekohe West,Counties Manukau,Pacific Peoples,496,Masked,422,>950,851
165600,Cape Hill,Counties Manukau,Maori,105,98,91,933,867
165600,Cape Hill,Counties Manukau,Pacific Peoples,45,Masked,39,>950,867
165700,Rosa Birch Park,Counties Manukau,Maori,204,Masked,184,>950,902
165700,Rosa Birch Park,Counties Manukau,Pacific Peoples,53,48,46,906,868
165800,Rooseville Park,Counties Manukau,Maori,309,283,262,916,848
165800,Rooseville Park,Counties Manukau,Pacific Peoples,76,Masked,69,>950,908
165900,Cloverlea (Auckland),Counties Manukau,Maori,156,142,124,910,795
165900,Cloverlea (Auckland),Counties Manukau,Pacific Peoples,63,Masked,58,>950,921
166000,Pukekohe Central,Counties Manukau,Maori,58,Masked,48,>950,828
166100,Pukekohe Hospital,Counties Manukau,Maori,130,121,112,931,862
166100,Pukekohe Hospital,Counties Manukau,Pacific Peoples,50,45,42,900,840
166200,Buckland,Counties Manukau,Maori,106,Masked,90,>950,849
166300,Bombay Hills,Counties Manukau,Maori,125,114,107,912,856
166300,Bombay Hills,Counties Manukau,Pacific Peoples,52,45,42,865,808
166400,Ararimu,Counties Manukau,Maori,121,111,106,917,876
166500,Colville,Waikato,Maori,467,359,307,769,657
166700,Coromandel,Waikato,Maori,331,262,223,792,674
166900,Mercury Bay North,Waikato,Maori,112,75,66,670,589
167000,Whitianga North,Waikato,Maori,119,91,74,765,622
167100,Whitianga South,Waikato,Maori,370,287,239,776,646
167100,Whitianga South,Waikato,Pacific Peoples,49,37,35,755,714
167200,Thames Coast,Waikato,Maori,259,226,206,873,795
167400,Mercury Bay South,Waikato,Maori,74,53,45,716,608
167500,Kauaeranga,Waikato,Maori,58,44,39,759,672
167600,Thames North,Waikato,Maori,249,213,183,855,735
167700,Thames Central,Waikato,Maori,172,138,117,802,680
167800,Thames South,Waikato,Maori,571,413,351,723,615
167800,Thames South,Waikato,Pacific Peoples,49,40,37,816,755
168000,Totora-Kopu,Waikato,Maori,116,100,89,862,767
168100,Tairua,Waikato,Maori,98,74,67,755,684
168300,Matatoki-Puriri,Waikato,Maori,124,96,89,774,718
168400,Whangamata Rural,Waikato,Maori,65,56,48,862,738
168500,Whangamata,Waikato,Maori,390,336,291,862,746
168600,Miranda-Pukorokoro,Counties Manukau,Maori,183,160,150,874,820
168700,Hauraki Plains North,Waikato,Maori,130,104,89,800,685
168800,Hauraki Plains East,Waikato,Maori,150,132,118,880,787
168900,Ngatea,Waikato,Maori,146,Masked,121,>950,829
169000,Hauraki Plains South,Waikato,Maori,242,185,163,764,674
169100,Paeroa Rural,Waikato,Maori,295,224,184,759,624
