Date,First doses,Second doses,Third primary doses,Boosters
2021-06-27,3590,3446,0,0
2021-06-28,9924,6457,0,0
2021-06-29,10938,10037,0,0
2021-06-30,12946,9951,0,0
2021-07-01,13109,9847,0,0
2021-07-02,9770,10311,1,0
2021-07-03,7387,5325,0,0
2021-07-04,3489,2920,0,0
2021-07-05,7783,7966,0,0
2021-07-06,9590,11331,1,0
2021-07-07,11285,11869,0,0
2021-07-08,12715,11898,0,0
2021-07-09,11083,10514,0,0
2021-07-10,9328,6481,0,0
2021-07-11,4391,3243,0,0
2021-07-12,9581,8159,0,0
2021-07-13,12072,10483,0,0
2021-07-14,13425,11447,0,0
2021-07-15,12865,10905,1,0
2021-07-16,11939,9912,0,0
2021-07-17,9459,7074,0,0
2021-07-18,5641,3077,0,0
2021-07-19,13155,9189,0,0
2021-07-20,18762,11921,0,0
2021-07-21,20814,13178,0,0
2021-07-22,19843,12515,0,0
2021-07-23,19773,11300,0,0
2021-07-24,17114,7729,0,0
2021-07-25,9053,4929,0,0
2021-07-26,20551,9975,0,0
2021-07-27,27613,11368,0,0
2021-07-28,29421,12157,0,0
2021-07-29,28229,11981,1,0
2021-07-30,31513,10633,3,0
2021-07-31,29528,9061,0,0
2021-08-01,17979,4675,0,0
2021-08-02,25698,9440,1,0
2021-08-03,30308,12524,0,0
2021-08-04,32569,12923,0,0
2021-08-05,29281,13006,0,0
2021-08-06,30395,11704,0,0
2021-08-07,27919,8889,1,0
2021-08-08,15876,4624,1,0
2021-08-09,26909,11650,0,0
2021-08-10,31114,15952,0,0
2021-08-11,32040,16929,0,0
2021-08-12,32518,16538,0,0
2021-08-13,31407,15655,1,0
2021-08-14,30433,13319,1,0
2021-08-15,18290,7395,0,0
2021-08-16,30376,16045,0,0
2021-08-17,35859,20422,1,0
2021-08-18,415,100,0,0
2021-08-19,21591,8761,0,0
2021-08-20,38815,20203,1,0
2021-08-21,38403,15886,0,0
2021-08-22,28511,9082,0,0
2021-08-23,46797,19557,1,0
2021-08-24,59415,23659,1,0
2021-08-25,63472,26479,0,1
2021-08-26,67935,25498,1,0
2021-08-27,67425,24716,0,0
2021-08-28,56876,22391,0,0
2021-08-29,37120,11471,0,0
2021-08-30,54939,23758,0,0
2021-08-31,59357,27476,1,0
2021-09-01,63607,27687,0,0
2021-09-02,65260,25311,0,0
2021-09-03,61961,25905,1,0
2021-09-04,56139,22564,1,0
2021-09-05,27038,12011,0,0
2021-09-06,45341,21809,0,0
2021-09-07,50032,23457,1,0
2021-09-08,48880,18560,0,0
2021-09-09,46553,15617,0,0
2021-09-10,44200,21182,1,0
2021-09-11,39061,23308,1,0
2021-09-12,20684,13451,0,0
2021-09-13,34565,20968,1,0
2021-09-14,39781,22878,0,0
2021-09-15,40066,23214,0,0
2021-09-16,37336,24142,1,1
2021-09-17,33411,27680,2,0
2021-09-18,29350,24619,1,0
2021-09-19,14320,12586,1,0
2021-09-20,24846,25935,0,0
2021-09-21,27825,26585,1,0
2021-09-22,24583,25555,0,0
2021-09-23,21278,28550,1,0
2021-09-24,19181,31808,0,1
2021-09-25,19577,32299,2,0
2021-09-26,8294,16608,0,0
2021-09-27,12762,28294,1,1
2021-09-28,13640,31264,1,0
2021-09-29,14091,27139,0,0
2021-09-30,14202,32421,0,0
2021-10-01,12421,35505,4,0
2021-10-02,12963,37448,1,0
2021-10-03,7137,20051,0,0
2021-10-04,15022,41213,0,2
2021-10-05,17784,46405,1,0
2021-10-06,19112,51687,5,2
2021-10-07,19929,63024,1,2
2021-10-08,18806,67531,0,0
2021-10-09,18472,63772,3,0
2021-10-10,9115,33251,0,0
2021-10-11,15351,54362,5,0
2021-10-12,17688,55781,1,0
2021-10-13,15905,53474,1,2
2021-10-14,15264,53085,0,1
2021-10-15,14134,55779,2,3
2021-10-16,39729,91604,3,2
2021-10-17,6302,23475,0,0
2021-10-18,10083,32870,2,0
2021-10-19,10522,32527,1,1
2021-10-20,10527,32843,5,0
2021-10-21,10190,31460,9,2
2021-10-22,11563,33531,9,2
2021-10-23,11930,30810,8,0
2021-10-24,5383,13723,0,0
2021-10-25,3539,7200,1,0
2021-10-26,10998,31389,27,9
2021-10-27,11031,28464,31,1
2021-10-28,13000,32421,87,4
2021-10-29,11224,32053,154,1
2021-10-30,10844,32087,78,1
2021-10-31,4903,15361,11,0
2021-11-01,7281,20393,171,0
2021-11-02,7662,21481,253,3
2021-11-03,6848,20556,297,1
2021-11-04,6728,19641,358,3
2021-11-05,6555,21656,354,1
2021-11-06,7475,26581,121,1
2021-11-07,3289,11023,36,1
2021-11-08,5241,16276,294,3
2021-11-09,5957,16483,416,0
2021-11-10,6163,16075,455,0
2021-11-11,6438,16648,478,13
2021-11-12,6458,16836,364,9
2021-11-13,7264,20020,160,1
2021-11-14,4669,10009,38,7
2021-11-15,7851,13744,428,2
2021-11-16,6723,14488,457,14
2021-11-17,6273,14296,497,11
2021-11-18,6763,14150,517,9
2021-11-19,6881,15847,495,11
2021-11-20,6055,15586,158,16
2021-11-21,3102,6786,43,116
2021-11-22,4844,10545,423,159
2021-11-23,6603,12494,494,120
2021-11-24,6655,12128,556,222
2021-11-25,6439,11872,578,241
2021-11-26,5742,12287,1013,4110
2021-11-27,6420,14532,420,4274
2021-11-28,3704,8078,130,2194
2021-11-29,6270,11947,1498,21979
2021-11-30,7560,14447,1298,18436
2021-12-01,7947,14366,1167,16792
2021-12-02,8708,16759,1183,13347
2021-12-03,7453,17442,1025,13556
2021-12-04,5672,14044,258,7287
2021-12-05,2722,6762,102,2374
2021-12-06,4608,10701,593,9211
2021-12-07,4387,10093,747,8915
