DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,Maori,35-39,Male,1025,997,997,514,<5,11,1121
Auckland,Maori,40-44,Female,891,873,870,566,<5,25,1034
Auckland,Maori,40-44,Male,943,916,916,544,<5,21,1068
Auckland,Maori,45-49,Female,997,989,989,725,<5,41,1104
Auckland,Maori,45-49,Male,943,920,920,633,<5,42,1091
Auckland,Maori,5-11,Female,848,469,NA,NA,NA,NA,1964
Auckland,Maori,5-11,Male,939,512,NA,NA,NA,NA,2185
Auckland,Maori,50-54,Female,1027,1020,"1,020",783,747,217,1129
Auckland,Maori,50-54,Male,959,936,934,676,639,159,986
Auckland,Maori,55-59,Female,894,887,886,734,709,236,1000
Auckland,Maori,55-59,Male,869,858,857,680,647,200,982
Auckland,Maori,60-64,Female,813,809,809,696,671,255,816
Auckland,Maori,60-64,Male,723,720,719,628,603,230,726
Auckland,Maori,65-69,Female,555,551,551,494,474,249,574
Auckland,Maori,65-69,Male,429,428,427,391,379,196,433
Auckland,Maori,70-74,Female,351,350,349,327,323,181,343
Auckland,Maori,70-74,Male,311,311,311,295,283,162,292
Auckland,Maori,75-79,Female,181,179,178,163,159,93,167
Auckland,Maori,75-79,Male,146,146,144,140,134,85,157
Auckland,Maori,80-84,Female,111,111,109,106,105,57,118
Auckland,Maori,80-84,Male,78,78,78,72,68,39,74
Auckland,Maori,85-89,Female,48,48,48,47,44,27,53
Auckland,Maori,85-89,Male,31,31,30,29,29,18,28
Auckland,Maori,90+,Female,29,29,29,26,25,16,31
Auckland,Pacific Peoples,12-17,Female,2616,2431,900,93,<5,<5,3033
Auckland,Pacific Peoples,12-17,Male,2622,2421,854,77,<5,<5,3119
Auckland,Pacific Peoples,18-24,Female,3523,3478,"3,476","1,511",<5,15,3879
Auckland,Pacific Peoples,18-24,Male,3370,3276,"3,274","1,120",<5,8,3775
Auckland,Pacific Peoples,18-24,Unknown/Other,16,16,16,6,<5,<5,16
Auckland,Pacific Peoples,25-29,Female,2490,2441,"2,435","1,200",<5,13,2806
Auckland,Pacific Peoples,25-29,Male,2447,2377,"2,372",903,<5,9,2799
Auckland,Pacific Peoples,25-29,Unknown/Other,10,10,10,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2109,2068,"2,067","1,111",<5,32,2329
Auckland,Pacific Peoples,30-34,Male,2103,2044,"2,041",917,<5,14,2309
Auckland,Pacific Peoples,30-34,Unknown/Other,6,6,6,<5,<5,<5,5
Auckland,Pacific Peoples,35-39,Female,1634,1604,"1,604","1,007",<5,25,1848
Auckland,Pacific Peoples,35-39,Male,1665,1626,"1,623",850,<5,26,1843
Auckland,Pacific Peoples,40-44,Female,1652,1628,"1,626","1,109",<5,43,1813
Auckland,Pacific Peoples,40-44,Male,1605,1577,"1,575",953,<5,26,1796
Auckland,Pacific Peoples,45-49,Female,1591,1582,"1,580","1,124",<5,92,1763
Auckland,Pacific Peoples,45-49,Male,1541,1513,"1,511","1,054",<5,44,1745
Auckland,Pacific Peoples,5-11,Female,1418,637,NA,NA,NA,NA,3300
Auckland,Pacific Peoples,5-11,Male,1594,733,NA,NA,NA,NA,3538
Auckland,Pacific Peoples,50-54,Female,1620,1610,"1,608","1,244","1,161",261,1802
Auckland,Pacific Peoples,50-54,Male,1589,1568,"1,564","1,180","1,106",230,1740
Auckland,Pacific Peoples,55-59,Female,1609,1600,"1,597","1,265","1,202",272,1707
Auckland,Pacific Peoples,55-59,Male,1478,1464,"1,462","1,178","1,120",288,1535
Auckland,Pacific Peoples,60-64,Female,1255,1250,"1,249","1,063","1,022",326,1363
Auckland,Pacific Peoples,60-64,Male,1190,1186,"1,182",981,930,291,1272
Auckland,Pacific Peoples,65-69,Female,969,963,963,825,799,284,1014
Auckland,Pacific Peoples,65-69,Male,940,934,932,831,802,327,978
Auckland,Pacific Peoples,70-74,Female,741,739,738,632,609,255,734
Auckland,Pacific Peoples,70-74,Male,596,594,593,545,517,236,607
Auckland,Pacific Peoples,75-79,Female,458,458,457,385,374,136,514
Auckland,Pacific Peoples,75-79,Male,320,316,316,282,270,127,355
Auckland,Pacific Peoples,80-84,Female,311,306,305,252,237,89,357
Auckland,Pacific Peoples,80-84,Male,191,190,190,167,160,70,195
Auckland,Pacific Peoples,85-89,Female,164,160,160,133,130,45,183
Auckland,Pacific Peoples,85-89,Male,78,78,78,66,64,29,88
Auckland,Pacific Peoples,90+,Female,75,73,73,66,62,24,98
Auckland,Pacific Peoples,90+,Male,29,29,29,24,22,11,29
Auckland,Unknown,12-17,Female,138,129,44,14,<5,<5,64
Auckland,Unknown,12-17,Male,167,153,51,7,<5,<5,67
Auckland,Unknown,12-17,Unknown/Other,12,12,6,<5,<5,<5,12
Auckland,Unknown,18-24,Female,296,291,291,157,<5,<5,102
Auckland,Unknown,18-24,Male,324,314,314,139,<5,<5,116
Auckland,Unknown,18-24,Unknown/Other,39,38,38,21,<5,<5,45
Auckland,Unknown,25-29,Female,475,467,467,272,<5,<5,176
Auckland,Unknown,25-29,Male,527,511,511,270,<5,<5,195
Auckland,Unknown,25-29,Unknown/Other,69,68,68,43,<5,<5,76
Auckland,Unknown,30-34,Female,477,460,460,269,<5,16,153
Auckland,Unknown,30-34,Male,692,664,663,332,<5,9,217
Auckland,Unknown,30-34,Unknown/Other,92,88,88,54,<5,<5,97
Auckland,Unknown,35-39,Female,357,343,343,197,<5,6,125
Auckland,Unknown,35-39,Male,610,580,579,338,<5,10,234
Auckland,Unknown,35-39,Unknown/Other,60,58,58,40,<5,<5,53
Auckland,Unknown,40-44,Female,255,251,251,131,<5,<5,111
Auckland,Unknown,40-44,Male,434,416,415,243,<5,<5,181
Auckland,Unknown,40-44,Unknown/Other,38,36,36,25,<5,<5,29
Auckland,Unknown,45-49,Female,180,175,175,97,<5,8,86
Auckland,Unknown,45-49,Male,392,371,369,219,<5,<5,176
Auckland,Unknown,45-49,Unknown/Other,25,23,23,17,<5,<5,19
Auckland,Unknown,5-11,Female,131,86,NA,NA,NA,NA,43
Auckland,Unknown,5-11,Male,124,67,NA,NA,NA,NA,49
Auckland,Unknown,50-54,Female,166,162,162,81,74,11,79
Auckland,Unknown,50-54,Male,325,308,308,177,164,15,180
Auckland,Unknown,50-54,Unknown/Other,24,21,21,15,14,<5,22
Auckland,Unknown,55-59,Female,160,153,151,86,81,9,71
Auckland,Unknown,55-59,Male,292,269,269,168,155,21,154
Auckland,Unknown,55-59,Unknown/Other,11,11,11,9,8,<5,9
Auckland,Unknown,60-64,Female,178,173,172,101,98,20,74
Auckland,Unknown,60-64,Male,204,197,196,103,99,19,119
Auckland,Unknown,60-64,Unknown/Other,8,8,8,<5,<5,<5,10
Auckland,Unknown,65-69,Female,108,105,105,65,64,20,67
Auckland,Unknown,65-69,Male,174,170,170,103,97,34,84
Auckland,Unknown,65-69,Unknown/Other,7,7,7,5,5,<5,7
Auckland,Unknown,70-74,Female,60,59,59,38,36,14,40
Auckland,Unknown,70-74,Male,84,82,82,48,45,14,43
Auckland,Unknown,75-79,Female,40,37,37,24,24,8,25
Auckland,Unknown,75-79,Male,34,33,33,23,23,11,21
Auckland,Unknown,80-84,Female,9,9,9,7,7,6,12
Auckland,Unknown,80-84,Male,13,12,12,9,9,<5,13
Auckland,Unknown,85-89,Female,6,6,6,5,5,<5,6
Auckland,Unknown,85-89,Male,5,5,5,5,5,<5,5
Bay of Plenty,Asian,12-17,Female,618,581,203,22,<5,<5,652
Bay of Plenty,Asian,12-17,Male,674,636,213,17,<5,<5,736
Bay of Plenty,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,8
Bay of Plenty,Asian,18-24,Female,525,523,523,317,<5,<5,625
Bay of Plenty,Asian,18-24,Male,1102,1088,"1,088",396,<5,<5,1239
Bay of Plenty,Asian,25-29,Female,904,901,900,519,<5,10,1060
Bay of Plenty,Asian,25-29,Male,1655,1633,"1,632",611,<5,<5,1728
Bay of Plenty,Asian,30-34,Female,1428,1424,"1,421",907,<5,33,1436
Bay of Plenty,Asian,30-34,Male,1585,1556,"1,554",772,<5,15,1545
Bay of Plenty,Asian,35-39,Female,1135,1128,"1,128",755,<5,28,1154
Bay of Plenty,Asian,35-39,Male,1113,1097,"1,096",686,<5,19,1063
Bay of Plenty,Asian,40-44,Female,817,809,809,521,<5,22,824
Bay of Plenty,Asian,40-44,Male,796,791,791,521,<5,11,767
Bay of Plenty,Asian,40-44,Unknown/Other,7,7,7,<5,<5,<5,7
Bay of Plenty,Asian,45-49,Female,679,674,673,471,<5,22,700
Bay of Plenty,Asian,45-49,Male,596,592,592,426,<5,11,593
Bay of Plenty,Asian,5-11,Female,523,255,NA,NA,NA,NA,943
Bay of Plenty,Asian,5-11,Male,605,302,NA,NA,NA,NA,1111
Bay of Plenty,Asian,50-54,Female,466,464,464,354,331,29,455
Bay of Plenty,Asian,50-54,Male,444,438,438,318,299,15,410
Bay of Plenty,Asian,55-59,Female,361,357,357,270,260,50,388
Bay of Plenty,Asian,55-59,Male,269,268,268,201,193,17,278
Bay of Plenty,Asian,60-64,Female,327,327,327,246,234,33,340
Bay of Plenty,Asian,60-64,Male,207,206,206,158,153,20,210
Bay of Plenty,Asian,65-69,Female,249,247,247,193,186,55,265
Bay of Plenty,Asian,65-69,Male,192,189,189,158,151,32,206
Bay of Plenty,Asian,70-74,Female,181,181,179,144,138,51,196
Bay of Plenty,Asian,70-74,Male,132,129,129,109,106,39,150
Bay of Plenty,Asian,75-79,Female,80,80,79,62,60,20,82
Bay of Plenty,Asian,75-79,Male,80,80,80,61,59,13,79
Bay of Plenty,Asian,80-84,Female,49,49,49,38,35,13,55
Bay of Plenty,Asian,80-84,Male,49,49,48,38,37,13,42
Bay of Plenty,Asian,85-89,Female,15,15,15,9,9,<5,13
Bay of Plenty,Asian,85-89,Male,12,12,12,10,10,<5,17
Bay of Plenty,Asian,90+,Male,7,6,6,5,5,<5,5
Bay of Plenty,European or Other,12-17,Female,4791,4443,"1,604",155,<5,<5,5697
Bay of Plenty,European or Other,12-17,Male,5066,4720,"1,747",140,<5,<5,6047
Bay of Plenty,European or Other,18-24,Female,4538,4489,"4,486","2,124",<5,9,5210
Bay of Plenty,European or Other,18-24,Male,4992,4893,"4,892","1,596",<5,5,5664
Bay of Plenty,European or Other,18-24,Unknown/Other,6,6,6,<5,<5,<5,5
Bay of Plenty,European or Other,25-29,Female,3948,3884,"3,880","1,947",<5,21,4596
Bay of Plenty,European or Other,25-29,Male,3756,3667,"3,664","1,411",<5,10,4413
Bay of Plenty,European or Other,25-29,Unknown/Other,13,13,13,6,<5,<5,9
Bay of Plenty,European or Other,30-34,Female,4876,4789,"4,786","2,689",<5,75,5633
Bay of Plenty,European or Other,30-34,Male,4392,4295,"4,288","1,897",<5,25,5007
Bay of Plenty,European or Other,30-34,Unknown/Other,9,9,9,<5,<5,<5,7
Bay of Plenty,European or Other,35-39,Female,4785,4698,"4,695","2,789",<5,70,5386
Bay of Plenty,European or Other,35-39,Male,4326,4236,"4,233","2,144",<5,48,4817
Bay of Plenty,European or Other,40-44,Female,4424,4364,"4,362","2,863",<5,105,5057
Bay of Plenty,European or Other,40-44,Male,4156,4082,"4,078","2,314",<5,49,4701
Bay of Plenty,European or Other,45-49,Female,4923,4880,"4,879","3,443",<5,161,5663
Bay of Plenty,European or Other,45-49,Male,4688,4626,"4,624","2,940",<5,72,5394
Bay of Plenty,European or Other,5-11,Female,2873,1330,NA,NA,NA,NA,6328
Bay of Plenty,European or Other,5-11,Male,2958,1381,NA,NA,NA,NA,6502
Bay of Plenty,European or Other,50-54,Female,5677,5625,"5,622","4,303","4,164",540,6317
Bay of Plenty,European or Other,50-54,Male,5311,5260,"5,257","3,669","3,555",373,5789
Bay of Plenty,European or Other,55-59,Female,5759,5723,"5,722","4,643","4,502",840,6525
Bay of Plenty,European or Other,55-59,Male,5336,5297,"5,293","4,053","3,936",599,6096
Bay of Plenty,European or Other,60-64,Female,6205,6163,"6,161","5,240","5,100","1,365",6742
Bay of Plenty,European or Other,60-64,Male,5791,5756,"5,753","4,720","4,628",999,6235
Bay of Plenty,European or Other,65-69,Female,6038,6002,"5,999","5,373","5,285","2,275",6539
Bay of Plenty,European or Other,65-69,Male,5586,5558,"5,555","4,885","4,800","1,957",6047
Bay of Plenty,European or Other,70-74,Female,5758,5741,"5,738","5,291","5,215","2,849",6220
Bay of Plenty,European or Other,70-74,Male,5378,5362,"5,361","4,927","4,865","2,547",5806
Bay of Plenty,European or Other,75-79,Female,4910,4897,"4,894","4,573","4,493","2,674",4910
Bay of Plenty,European or Other,75-79,Male,4484,4475,"4,474","4,229","4,157","2,477",4477
Bay of Plenty,European or Other,80-84,Female,3679,3676,"3,674","3,481","3,426","2,158",3699
Bay of Plenty,European or Other,80-84,Male,3110,3105,"3,104","2,961","2,924","1,878",3188
Bay of Plenty,European or Other,85-89,Female,1969,1961,"1,961","1,858","1,831","1,144",1993
Bay of Plenty,European or Other,85-89,Male,1522,1519,"1,519","1,454","1,426",924,1560
Bay of Plenty,European or Other,90+,Female,1268,1264,"1,264","1,208","1,183",684,1363
Bay of Plenty,European or Other,90+,Male,750,749,749,710,699,449,804
Bay of Plenty,Maori,12-17,Female,2919,2627,"1,022",39,<5,<5,3852
Bay of Plenty,Maori,12-17,Male,2995,2643,985,32,<5,<5,4086
Bay of Plenty,Maori,18-24,Female,2962,2810,"2,806",755,<5,<5,3639
Bay of Plenty,Maori,18-24,Male,3061,2865,"2,860",587,<5,5,3710
Bay of Plenty,Maori,25-29,Female,1953,1861,"1,854",612,<5,<5,2517
Bay of Plenty,Maori,25-29,Male,1785,1660,"1,657",364,<5,<5,2317
Bay of Plenty,Maori,30-34,Female,1789,1720,"1,717",642,<5,16,2310
Bay of Plenty,Maori,30-34,Male,1682,1566,"1,563",446,<5,7,2115
Bay of Plenty,Maori,35-39,Female,1645,1586,"1,584",694,<5,16,1975
Bay of Plenty,Maori,35-39,Male,1474,1392,"1,391",466,<5,<5,1803
Bay of Plenty,Maori,40-44,Female,1636,1588,"1,585",816,<5,26,1922
Bay of Plenty,Maori,40-44,Male,1433,1372,"1,371",596,<5,8,1731
Bay of Plenty,Maori,45-49,Female,1627,1591,"1,589",940,<5,37,1893
Bay of Plenty,Maori,45-49,Male,1407,1362,"1,362",691,<5,9,1698
Bay of Plenty,Maori,5-11,Female,1102,401,NA,NA,NA,NA,4654
Bay of Plenty,Maori,5-11,Male,1190,391,NA,NA,NA,NA,5057
Bay of Plenty,Maori,50-54,Female,1644,1607,"1,607","1,058",988,139,1864
Bay of Plenty,Maori,50-54,Male,1441,1394,"1,394",846,806,113,1647
Bay of Plenty,Maori,55-59,Female,1612,1591,"1,587","1,165","1,106",198,1810
Bay of Plenty,Maori,55-59,Male,1332,1310,"1,309",913,873,148,1522
Bay of Plenty,Maori,60-64,Female,1506,1490,"1,489","1,174","1,135",273,1600
Bay of Plenty,Maori,60-64,Male,1267,1249,"1,244","1,003",978,231,1328
Bay of Plenty,Maori,65-69,Female,1187,1173,"1,171",990,967,319,1231
Bay of Plenty,Maori,65-69,Male,942,932,930,806,791,286,988
Bay of Plenty,Maori,70-74,Female,786,778,776,687,674,288,808
Bay of Plenty,Maori,70-74,Male,696,688,685,624,613,238,733
Bay of Plenty,Maori,75-79,Female,459,455,454,402,397,155,467
Bay of Plenty,Maori,75-79,Male,387,385,385,355,345,160,383
Bay of Plenty,Maori,80-84,Female,290,286,286,253,247,111,304
Bay of Plenty,Maori,80-84,Male,202,201,201,188,186,81,194
Bay of Plenty,Maori,85-89,Female,127,125,125,107,106,41,133
Bay of Plenty,Maori,85-89,Male,76,76,76,69,66,29,84
Bay of Plenty,Maori,90+,Female,50,50,50,44,44,18,55
Bay of Plenty,Maori,90+,Male,16,16,16,16,16,7,21
Bay of Plenty,Pacific Peoples,12-17,Female,226,204,65,<5,<5,<5,256
Bay of Plenty,Pacific Peoples,12-17,Male,254,232,87,5,<5,<5,305
Bay of Plenty,Pacific Peoples,18-24,Female,248,243,243,89,<5,<5,292
Bay of Plenty,Pacific Peoples,18-24,Male,427,421,419,154,<5,<5,430
Bay of Plenty,Pacific Peoples,25-29,Female,207,204,202,98,<5,<5,231
Bay of Plenty,Pacific Peoples,25-29,Male,494,486,486,233,<5,<5,453
Bay of Plenty,Pacific Peoples,30-34,Female,201,197,195,104,<5,<5,225
Bay of Plenty,Pacific Peoples,30-34,Male,468,458,458,206,<5,<5,430
Bay of Plenty,Pacific Peoples,35-39,Female,170,162,162,95,<5,<5,173
Bay of Plenty,Pacific Peoples,35-39,Male,465,459,459,224,<5,<5,440
Bay of Plenty,Pacific Peoples,40-44,Female,167,164,164,99,<5,<5,183
Bay of Plenty,Pacific Peoples,40-44,Male,375,369,369,180,<5,<5,341
Bay of Plenty,Pacific Peoples,45-49,Female,160,158,158,107,<5,5,153
Bay of Plenty,Pacific Peoples,45-49,Male,260,258,258,145,<5,<5,225
Bay of Plenty,Pacific Peoples,5-11,Female,148,44,NA,NA,NA,NA,354
Bay of Plenty,Pacific Peoples,5-11,Male,127,45,NA,NA,NA,NA,350
Bay of Plenty,Pacific Peoples,50-54,Female,132,131,131,93,86,16,139
Bay of Plenty,Pacific Peoples,50-54,Male,178,177,177,107,99,6,188
Bay of Plenty,Pacific Peoples,55-59,Female,104,104,104,76,72,14,129
Bay of Plenty,Pacific Peoples,55-59,Male,113,111,111,71,67,9,96
Bay of Plenty,Pacific Peoples,60-64,Female,77,76,75,60,57,14,80
Bay of Plenty,Pacific Peoples,60-64,Male,78,75,75,58,56,14,94
Bay of Plenty,Pacific Peoples,65-69,Female,51,51,50,43,43,17,56
Bay of Plenty,Pacific Peoples,65-69,Male,56,55,55,48,48,24,66
Bay of Plenty,Pacific Peoples,70-74,Female,46,45,45,41,40,14,58
Bay of Plenty,Pacific Peoples,70-74,Male,36,36,36,31,30,14,34
Bay of Plenty,Pacific Peoples,75-79,Female,39,39,38,32,30,14,40
Bay of Plenty,Pacific Peoples,75-79,Male,23,23,23,19,19,8,27
Bay of Plenty,Pacific Peoples,80-84,Female,15,15,15,13,12,6,14
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,10,9,<5,12
Bay of Plenty,Unknown,12-17,Female,8,8,<5,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Female,12,10,10,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Male,20,19,19,9,<5,<5,18
Bay of Plenty,Unknown,25-29,Female,39,38,38,15,<5,<5,29
Bay of Plenty,Unknown,25-29,Male,62,60,60,28,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,34,34,34,15,<5,<5,23
Bay of Plenty,Unknown,30-34,Male,72,67,67,29,<5,<5,48
Bay of Plenty,Unknown,35-39,Female,18,17,17,12,<5,<5,17
Bay of Plenty,Unknown,35-39,Male,58,56,56,30,<5,<5,28
Bay of Plenty,Unknown,40-44,Female,22,20,20,10,<5,<5,17
Bay of Plenty,Unknown,40-44,Male,50,50,50,29,<5,<5,38
Bay of Plenty,Unknown,45-49,Female,8,7,7,<5,<5,<5,7
Bay of Plenty,Unknown,45-49,Male,44,43,43,26,<5,<5,35
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,<5,<5,6
Bay of Plenty,Unknown,50-54,Female,13,13,13,6,6,<5,11
Bay of Plenty,Unknown,50-54,Male,38,38,38,24,22,<5,20
Bay of Plenty,Unknown,55-59,Female,6,6,6,<5,<5,<5,9
Bay of Plenty,Unknown,55-59,Male,41,41,41,22,22,<5,34
Bay of Plenty,Unknown,60-64,Female,18,17,17,6,5,<5,14
Bay of Plenty,Unknown,60-64,Male,32,31,31,20,20,<5,22
Bay of Plenty,Unknown,65-69,Male,21,21,21,12,12,<5,13
Bay of Plenty,Unknown,70-74,Female,6,6,6,5,5,<5,7
Bay of Plenty,Unknown,70-74,Male,18,18,18,13,13,5,22
Bay of Plenty,Unknown,75-79,Female,9,9,9,7,7,<5,6
Bay of Plenty,Unknown,75-79,Male,8,8,8,6,6,<5,6
Canterbury,Asian,12-17,Female,2315,2219,709,131,<5,<5,2482
Canterbury,Asian,12-17,Male,2501,2408,806,118,<5,<5,2709
Canterbury,Asian,12-17,Unknown/Other,6,6,<5,<5,<5,<5,6
