SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101500,Whakapaku,Northland,5-11,89,32,11,NA,NA,NA,NA,36%,12%,NA,NA
101600,Hokianga North,Northland,12+,808,661,642,592,402,291,54,82%,79%,68%,19%
101600,Hokianga North,Northland,5-11,129,37,12,NA,NA,NA,NA,29%,9%,NA,NA
101700,Kohukohu-Broadwood,Northland,12+,703,560,548,523,360,284,114,80%,78%,69%,40%
101700,Kohukohu-Broadwood,Northland,5-11,68,19,6,NA,NA,NA,NA,28%,9%,NA,NA
101800,Whakarara,Northland,12+,"1,165",967,942,904,629,445,185,83%,81%,70%,42%
101800,Whakarara,Northland,5-11,111,54,27,NA,NA,NA,NA,49%,24%,NA,NA
101900,Kaeo,Northland,12+,"1,104",846,812,775,490,335,128,77%,74%,63%,38%
101900,Kaeo,Northland,5-11,148,45,18,NA,NA,NA,NA,30%,12%,NA,NA
102000,Omahuta Forest-Horeke,Northland,12+,"1,003",727,695,651,386,280,77,72%,69%,59%,28%
102000,Omahuta Forest-Horeke,Northland,5-11,156,22,13,NA,NA,NA,NA,14%,8%,NA,NA
102100,Hokianga South,Northland,12+,"1,212",906,874,834,571,416,145,75%,72%,68%,35%
102100,Hokianga South,Northland,5-11,124,31,13,NA,NA,NA,NA,25%,10%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"2,122","1,823","1,792","1,693","1,135",785,248,86%,84%,67%,32%
102200,Lake Manuwai-Kapiro,Northland,5-11,210,86,47,NA,NA,NA,NA,41%,22%,NA,NA
102300,Okaihau,Northland,12+,"1,068",888,869,819,491,314,79,83%,81%,60%,25%
102300,Okaihau,Northland,5-11,124,32,11,NA,NA,NA,NA,26%,9%,NA,NA
102400,Rangitane-Purerua,Northland,12+,"1,343","1,150","1,116","1,050",728,549,183,86%,83%,69%,33%
102400,Rangitane-Purerua,Northland,5-11,147,44,25,NA,NA,NA,NA,30%,17%,NA,NA
102500,Waipapa,Northland,12+,759,663,641,611,403,256,97,87%,84%,66%,38%
102500,Waipapa,Northland,5-11,98,36,18,NA,NA,NA,NA,37%,18%,NA,NA
102600,Puketotara,Northland,12+,"1,692","1,447","1,412","1,333",924,627,184,86%,83%,69%,29%
102600,Puketotara,Northland,5-11,168,74,24,NA,NA,NA,NA,44%,14%,NA,NA
102700,Waima Forest,Northland,12+,"1,013",759,733,688,371,256,44,75%,72%,54%,17%
102700,Waima Forest,Northland,5-11,139,24,9,NA,NA,NA,NA,17%,6%,NA,NA
102800,Riverview,Northland,12+,"2,091","1,910","1,882","1,773","1,384","1,010",473,91%,90%,78%,47%
102800,Riverview,Northland,5-11,191,101,50,NA,NA,NA,NA,53%,26%,NA,NA
102900,Waipoua Forest,Northland,12+,"1,175",878,851,825,569,421,153,75%,72%,69%,36%
102900,Waipoua Forest,Northland,5-11,124,16,Masked,NA,NA,NA,NA,13%,<5%,NA,NA
103000,Kerikeri Central,Northland,12+,"2,457","2,174","2,144","2,054","1,463","1,019",523,88%,87%,71%,51%
103000,Kerikeri Central,Northland,5-11,219,91,40,NA,NA,NA,NA,42%,18%,NA,NA
103100,Kerikeri South,Northland,12+,"2,647","2,349","2,323","2,240","1,698","1,278",508,89%,88%,76%,40%
103100,Kerikeri South,Northland,5-11,219,102,44,NA,NA,NA,NA,47%,20%,NA,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,098",928,903,859,571,397,126,85%,82%,66%,32%
103200,Ohaeawai-Waimate North,Northland,5-11,112,29,13,NA,NA,NA,NA,26%,12%,NA,NA
103300,Puketona-Waitangi,Northland,12+,"1,333","1,124","1,111","1,071",766,540,173,84%,83%,72%,32%
103300,Puketona-Waitangi,Northland,5-11,124,44,13,NA,NA,NA,NA,35%,10%,NA,NA
103400,Ngapuhi,Northland,12+,"1,333","1,068","1,025",964,523,362,97,80%,77%,54%,27%
103400,Ngapuhi,Northland,5-11,184,40,11,NA,NA,NA,NA,22%,6%,NA,NA
103500,Kaikohe,Northland,12+,"3,643","2,926","2,793","2,607","1,440",872,266,80%,77%,55%,31%
103500,Kaikohe,Northland,5-11,659,181,72,NA,NA,NA,NA,27%,11%,NA,NA
103600,Pakaraka,Northland,12+,571,479,470,443,277,183,57,84%,82%,63%,31%
103600,Pakaraka,Northland,5-11,84,28,13,NA,NA,NA,NA,33%,15%,NA,NA
103700,Haruru,Northland,12+,"1,039",864,852,829,593,407,163,83%,82%,72%,40%
103700,Haruru,Northland,5-11,113,47,11,NA,NA,NA,NA,42%,10%,NA,NA
103800,Russell,Northland,12+,809,717,712,699,567,443,190,89%,88%,81%,43%
103900,Paihia,Northland,12+,"1,581","1,369","1,339","1,301",892,629,270,87%,85%,69%,43%
103900,Paihia,Northland,5-11,124,41,24,NA,NA,NA,NA,33%,19%,NA,NA
104000,Mataraua Forest,Northland,12+,478,363,343,318,182,129,39,76%,72%,57%,30%
104000,Mataraua Forest,Northland,5-11,61,16,10,NA,NA,NA,NA,26%,16%,NA,NA
104100,Matawaia-Taumarere,Northland,12+,"1,320","1,020",986,920,528,355,100,77%,75%,57%,28%
104100,Matawaia-Taumarere,Northland,5-11,194,58,10,NA,NA,NA,NA,30%,5%,NA,NA
104200,Russell Peninsula,Northland,12+,654,547,543,528,431,347,139,84%,83%,82%,40%
104300,Opua (Far North District),Northland,12+,"1,246","1,069","1,050","1,016",779,597,224,86%,84%,77%,38%
104300,Opua (Far North District),Northland,5-11,75,21,10,NA,NA,NA,NA,28%,13%,NA,NA
104400,Russell Forest-Rawhiti,Northland,12+,651,559,542,520,352,277,103,86%,83%,68%,37%
104400,Russell Forest-Rawhiti,Northland,5-11,76,13,Masked,NA,NA,NA,NA,17%,<5%,NA,NA
104500,Moerewa,Northland,12+,"1,365","1,118","1,069",984,528,315,94,82%,78%,54%,30%
104500,Moerewa,Northland,5-11,241,37,11,NA,NA,NA,NA,15%,<5%,NA,NA
104600,Kawakawa,Northland,12+,"1,240","1,062","1,020",954,556,325,97,86%,82%,58%,30%
104600,Kawakawa,Northland,5-11,186,50,17,NA,NA,NA,NA,27%,9%,NA,NA
104700,Maromaku,Northland,12+,633,478,463,435,247,161,33,76%,73%,57%,20%
104700,Maromaku,Northland,5-11,120,28,8,NA,NA,NA,NA,23%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,650","1,347","1,309","1,215",680,413,110,82%,79%,56%,27%
104800,Mangakahia-Hukerenui,Northland,5-11,223,65,20,NA,NA,NA,NA,29%,9%,NA,NA
104900,Whangaruru,Northland,12+,"2,335","1,938","1,896","1,804","1,149",795,228,83%,81%,64%,29%
104900,Whangaruru,Northland,5-11,262,86,20,NA,NA,NA,NA,33%,8%,NA,NA
105100,Matarau,Northland,12+,"2,897","2,513","2,479","2,295","1,618",979,328,87%,86%,71%,34%
105100,Matarau,Northland,5-11,355,174,86,NA,NA,NA,NA,49%,24%,NA,NA
105200,Hikurangi,Northland,12+,"1,255","1,056","1,021",945,540,276,68,84%,81%,57%,25%
105200,Hikurangi,Northland,5-11,214,72,33,NA,NA,NA,NA,34%,15%,NA,NA
105300,Kauri,Northland,12+,"1,611","1,395","1,376","1,294",953,641,209,87%,85%,74%,33%
105300,Kauri,Northland,5-11,192,73,32,NA,NA,NA,NA,38%,17%,NA,NA
105400,Maungatapere,Northland,12+,"3,157","2,688","2,658","2,509","1,803","1,166",362,85%,84%,72%,31%
105400,Maungatapere,Northland,5-11,361,166,98,NA,NA,NA,NA,46%,27%,NA,NA
105500,Kamo West,Northland,12+,"2,009","1,782","1,762","1,659","1,171",735,260,89%,88%,71%,35%
105500,Kamo West,Northland,5-11,202,108,49,NA,NA,NA,NA,53%,24%,NA,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,673","1,446","1,423","1,357",996,719,287,86%,85%,73%,40%
105600,Matapouri-Tutukaka,Northland,5-11,132,66,39,NA,NA,NA,NA,50%,30%,NA,NA
105700,Kiripaka,Northland,12+,920,789,773,728,501,315,125,86%,84%,69%,40%
105700,Kiripaka,Northland,5-11,115,61,31,NA,NA,NA,NA,53%,27%,NA,NA
105800,Kamo East,Northland,12+,"2,573","2,260","2,203","2,060","1,289",653,217,88%,86%,63%,33%
105800,Kamo East,Northland,5-11,412,162,62,NA,NA,NA,NA,39%,15%,NA,NA
105900,Granfield Reserve,Northland,12+,"2,929","2,664","2,626","2,489","1,935","1,327",631,91%,90%,78%,48%
105900,Granfield Reserve,Northland,5-11,289,151,63,NA,NA,NA,NA,52%,22%,NA,NA
106000,Kamo Central,Northland,12+,"1,470","1,310","1,286","1,215",819,460,187,89%,87%,67%,41%
106000,Kamo Central,Northland,5-11,228,110,43,NA,NA,NA,NA,48%,19%,NA,NA
106100,Whau Valley,Northland,12+,"2,579","2,278","2,248","2,148","1,570",956,332,88%,87%,73%,35%
106100,Whau Valley,Northland,5-11,261,108,52,NA,NA,NA,NA,41%,20%,NA,NA
106200,Tikipunga North,Northland,12+,"3,060","2,723","2,676","2,529","1,795","1,149",538,89%,87%,71%,47%
106200,Tikipunga North,Northland,5-11,404,143,49,NA,NA,NA,NA,35%,12%,NA,NA
106300,Pukenui,Northland,12+,"2,103","1,918","1,909","1,788","1,367",884,321,91%,91%,76%,36%
106300,Pukenui,Northland,5-11,244,167,92,NA,NA,NA,NA,68%,38%,NA,NA
106400,Otangarei,Northland,12+,"1,793","1,429","1,338","1,249",646,364,87,80%,75%,52%,24%
106400,Otangarei,Northland,5-11,315,60,11,NA,NA,NA,NA,19%,<5%,NA,NA
106500,Tikipunga South,Northland,12+,"3,333","2,957","2,897","2,743","1,840","1,148",483,89%,87%,67%,42%
106500,Tikipunga South,Northland,5-11,419,157,52,NA,NA,NA,NA,37%,12%,NA,NA
106600,Kensington (Whangarei District),Northland,12+,"3,056","2,747","2,704","2,606","1,898","1,222",532,90%,88%,73%,44%
106600,Kensington (Whangarei District),Northland,5-11,239,89,38,NA,NA,NA,NA,37%,16%,NA,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,232","1,109","1,097","1,048",736,490,175,90%,89%,70%,36%
106700,Abbey Caves-Glenbervie,Northland,5-11,121,49,26,NA,NA,NA,NA,40%,21%,NA,NA
106800,Mairtown,Northland,12+,"2,244","2,015","1,998","1,920","1,454",935,392,90%,89%,76%,42%
106800,Mairtown,Northland,5-11,202,101,42,NA,NA,NA,NA,50%,21%,NA,NA
106900,Maunu-Horahora,Northland,12+,"3,035","2,701","2,669","2,544","1,934","1,053",420,89%,88%,76%,40%
106900,Maunu-Horahora,Northland,5-11,332,158,81,NA,NA,NA,NA,48%,24%,NA,NA
107000,Woodhill-Vinetown,Northland,12+,"2,578","2,246","2,203","2,111","1,449",753,285,87%,85%,69%,38%
107000,Woodhill-Vinetown,Northland,5-11,228,96,35,NA,NA,NA,NA,42%,15%,NA,NA
107100,Whangarei Central,Northland,12+,"1,038",910,894,864,601,381,119,88%,86%,70%,31%
107100,Whangarei Central,Northland,5-11,53,21,7,NA,NA,NA,NA,40%,13%,NA,NA
107200,Riverside,Northland,12+,"1,959","1,709","1,686","1,625","1,147",697,231,87%,86%,71%,33%
107200,Riverside,Northland,5-11,180,79,33,NA,NA,NA,NA,44%,18%,NA,NA
107300,Raumanga,Northland,12+,"2,823","2,372","2,271","2,112","1,173",618,199,84%,80%,56%,32%
107300,Raumanga,Northland,5-11,465,129,41,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,12+,"1,607","1,324","1,281","1,194",667,351,87,82%,80%,56%,25%
107400,Tarewa,Northland,5-11,295,91,38,NA,NA,NA,NA,31%,13%,NA,NA
107500,Morningside (Whangarei District),Northland,12+,"2,035","1,781","1,736","1,655","1,027",496,163,88%,85%,62%,33%
107500,Morningside (Whangarei District),Northland,5-11,224,85,32,NA,NA,NA,NA,38%,14%,NA,NA
107600,Ngunguru,Northland,12+,"1,089",962,952,890,685,454,184,88%,87%,77%,41%
107600,Ngunguru,Northland,5-11,129,62,30,NA,NA,NA,NA,48%,23%,NA,NA
107700,Otaika-Portland,Northland,12+,"1,226","1,031","1,006",947,637,378,118,84%,82%,67%,31%
107700,Otaika-Portland,Northland,5-11,136,63,23,NA,NA,NA,NA,46%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,12+,"2,065","1,778","1,758","1,657","1,138",767,217,86%,85%,69%,28%
107800,Oakleigh-Mangapai,Northland,5-11,224,95,49,NA,NA,NA,NA,42%,22%,NA,NA
107900,Port-Limeburners,Northland,12+,197,166,162,159,96,56,14,84%,82%,60%,25%
108000,Pataua,Northland,12+,"1,556","1,287","1,261","1,197",776,532,169,83%,81%,65%,32%
108000,Pataua,Northland,5-11,188,70,29,NA,NA,NA,NA,37%,15%,NA,NA
108100,Onerahi Park,Northland,12+,"1,425","1,280","1,265","1,203",912,575,244,90%,89%,76%,42%
108100,Onerahi Park,Northland,5-11,168,92,50,NA,NA,NA,NA,55%,30%,NA,NA
108200,Sherwood Rise,Northland,12+,"2,091","1,837","1,800","1,704","1,158",682,244,88%,86%,68%,36%
108200,Sherwood Rise,Northland,5-11,277,94,34,NA,NA,NA,NA,34%,12%,NA,NA
108300,Onerahi,Northland,12+,"2,145","1,816","1,778","1,684","1,145",760,318,85%,83%,68%,42%
108300,Onerahi,Northland,5-11,242,76,31,NA,NA,NA,NA,31%,13%,NA,NA
108500,Parua Bay,Northland,12+,"2,367","2,113","2,096","1,986","1,556","1,082",470,89%,89%,78%,43%
108500,Parua Bay,Northland,5-11,246,142,69,NA,NA,NA,NA,58%,28%,NA,NA
108600,Bream Bay,Northland,12+,"1,999","1,723","1,691","1,586","1,068",751,217,86%,85%,67%,29%
108600,Bream Bay,Northland,5-11,233,89,35,NA,NA,NA,NA,38%,15%,NA,NA
108700,Marsden Bay,Northland,12+,"2,513","2,310","2,291","2,185","1,705","1,208",568,92%,91%,78%,47%
108700,Marsden Bay,Northland,5-11,249,106,56,NA,NA,NA,NA,43%,22%,NA,NA
108800,Ruakaka,Northland,12+,"2,480","2,206","2,167","2,067","1,453","1,037",451,89%,87%,70%,43%
108800,Ruakaka,Northland,5-11,262,82,25,NA,NA,NA,NA,31%,10%,NA,NA
108900,Bream Head,Northland,12+,"1,258","1,124","1,114","1,077",825,594,272,89%,89%,77%,46%
108900,Bream Head,Northland,5-11,141,69,30,NA,NA,NA,NA,49%,21%,NA,NA
109000,Waipu,Northland,12+,"2,909","2,502","2,475","2,395","1,775","1,355",530,86%,85%,74%,39%
109000,Waipu,Northland,5-11,228,75,41,NA,NA,NA,NA,33%,18%,NA,NA
109100,Kaipara Coastal,Northland,12+,"3,366","2,653","2,578","2,472","1,506","1,045",275,79%,77%,61%,26%
109100,Kaipara Coastal,Northland,5-11,350,101,47,NA,NA,NA,NA,29%,13%,NA,NA
109200,Maungaru,Northland,12+,"1,617","1,327","1,304","1,251",759,483,115,82%,81%,61%,24%
109200,Maungaru,Northland,5-11,157,62,19,NA,NA,NA,NA,39%,12%,NA,NA
109300,Dargaville,Northland,12+,"4,396","3,689","3,577","3,439","2,208","1,515",500,84%,81%,64%,33%
109300,Dargaville,Northland,5-11,459,123,64,NA,NA,NA,NA,27%,14%,NA,NA
109400,Ruawai-Matakohe,Northland,12+,"2,234","1,845","1,802","1,727","1,144",848,246,83%,81%,66%,29%
109400,Ruawai-Matakohe,Northland,5-11,269,74,28,NA,NA,NA,NA,28%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,630","1,288","1,257","1,210",834,588,138,79%,77%,69%,23%
109500,Otamatea (Kaipara District),Northland,5-11,158,56,20,NA,NA,NA,NA,35%,13%,NA,NA
109600,Maungaturoto,Northland,12+,"1,096",949,923,870,576,370,102,87%,84%,66%,28%
109600,Maungaturoto,Northland,5-11,135,58,20,NA,NA,NA,NA,43%,15%,NA,NA
109700,Kaiwaka,Northland,12+,"2,132","1,654","1,608","1,530",961,626,171,78%,75%,63%,27%
109700,Kaiwaka,Northland,5-11,232,76,32,NA,NA,NA,NA,33%,14%,NA,NA
109800,Mangawhai Rural,Northland,12+,"2,365","1,883","1,852","1,801","1,222",927,302,80%,78%,68%,33%
109800,Mangawhai Rural,Northland,5-11,265,83,36,NA,NA,NA,NA,31%,14%,NA,NA
109900,Mangawhai Heads,Northland,12+,"2,219","1,937","1,906","1,848","1,339",997,395,87%,86%,72%,40%
109900,Mangawhai Heads,Northland,5-11,221,69,28,NA,NA,NA,NA,31%,13%,NA,NA
110100,Mangawhai,Northland,12+,994,878,866,833,619,462,197,88%,87%,74%,43%
110100,Mangawhai,Northland,5-11,114,36,18,NA,NA,NA,NA,32%,16%,NA,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,343","1,127","1,108","1,048",643,454,133,84%,83%,61%,29%
110200,Okahukura Peninsula,Waitemata,5-11,148,49,24,NA,NA,NA,NA,33%,16%,NA,NA
110400,Cape Rodney,Waitemata,12+,"3,311","2,784","2,738","2,630","1,807","1,254",422,84%,83%,69%,34%
110400,Cape Rodney,Waitemata,5-11,327,144,71,NA,NA,NA,NA,44%,22%,NA,NA
110500,Wellsford,Waitemata,12+,"1,731","1,451","1,421","1,343",815,453,134,84%,82%,61%,30%
110500,Wellsford,Waitemata,5-11,198,63,34,NA,NA,NA,NA,32%,17%,NA,NA
110700,South Head,Waitemata,12+,"2,368","2,051","2,009","1,906","1,262",808,308,87%,85%,66%,38%
110700,South Head,Waitemata,5-11,261,107,49,NA,NA,NA,NA,41%,19%,NA,NA
110800,Kaipara Hills,Waitemata,12+,"1,837","1,526","1,501","1,409",823,486,127,83%,82%,58%,26%
110800,Kaipara Hills,Waitemata,5-11,222,91,46,NA,NA,NA,NA,41%,21%,NA,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,494","1,281","1,263","1,203",889,584,234,86%,85%,74%,40%
110900,Dome Valley-Matakana,Waitemata,5-11,167,110,57,NA,NA,NA,NA,66%,34%,NA,NA
111100,Warkworth West,Waitemata,12+,"2,392","2,186","2,164","2,064","1,555","1,063",589,91%,90%,75%,55%
111100,Warkworth West,Waitemata,5-11,214,96,53,NA,NA,NA,NA,45%,25%,NA,NA
111200,Puhoi Valley,Waitemata,12+,"3,512","3,035","2,990","2,838","1,929","1,221",436,86%,85%,68%,36%
111200,Puhoi Valley,Waitemata,5-11,312,146,69,NA,NA,NA,NA,47%,22%,NA,NA
111300,Warkworth East,Waitemata,12+,"3,308","2,976","2,955","2,826","2,077","1,229",580,90%,89%,73%,47%
111300,Warkworth East,Waitemata,5-11,366,170,94,NA,NA,NA,NA,46%,26%,NA,NA
111400,Sandspit,Waitemata,12+,965,855,840,806,624,485,200,89%,87%,77%,41%
111400,Sandspit,Waitemata,5-11,63,28,19,NA,NA,NA,NA,44%,30%,NA,NA
111500,Tawharanui Peninsula,Waitemata,12+,"2,044","1,869","1,855","1,762","1,345","1,006",482,91%,91%,76%,48%
111500,Tawharanui Peninsula,Waitemata,5-11,161,100,56,NA,NA,NA,NA,62%,35%,NA,NA
111600,Te Kuru,Waitemata,12+,"2,216","1,987","1,959","1,853","1,202",697,229,90%,88%,65%,33%
111600,Te Kuru,Waitemata,5-11,269,134,48,NA,NA,NA,NA,50%,18%,NA,NA
111700,Snells Beach,Waitemata,12+,"3,285","2,918","2,897","2,752","2,037","1,430",645,89%,88%,74%,45%
111700,Snells Beach,Waitemata,5-11,359,171,80,NA,NA,NA,NA,48%,22%,NA,NA
111800,Barrier Islands,Auckland,12+,"1,002",817,803,779,575,420,197,82%,80%,74%,47%
111800,Barrier Islands,Auckland,5-11,85,22,10,NA,NA,NA,NA,26%,12%,NA,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,158",999,985,949,740,597,267,86%,85%,78%,45%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,81,31,12,NA,NA,NA,NA,38%,15%,NA,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,682","1,451","1,439","1,364",943,606,209,86%,86%,69%,34%
112100,Wainui-Waiwera,Waitemata,5-11,151,63,28,NA,NA,NA,NA,42%,19%,NA,NA
112200,Parakai,Waitemata,12+,906,793,777,719,475,257,116,88%,86%,66%,45%
112200,Parakai,Waitemata,5-11,111,63,37,NA,NA,NA,NA,57%,33%,NA,NA
112300,Helensville Rural,Waitemata,12+,"1,502","1,327","1,313","1,244",867,499,176,88%,87%,70%,35%
112300,Helensville Rural,Waitemata,5-11,134,63,40,NA,NA,NA,NA,47%,30%,NA,NA
112400,Helensville,Waitemata,12+,"2,484","2,221","2,188","2,069","1,425",781,293,89%,88%,69%,38%
112400,Helensville,Waitemata,5-11,322,167,96,NA,NA,NA,NA,52%,30%,NA,NA
112500,Waitoki,Waitemata,12+,"1,483","1,305","1,290","1,215",796,492,160,88%,87%,66%,33%
112500,Waitoki,Waitemata,5-11,159,80,34,NA,NA,NA,NA,50%,21%,NA,NA
112600,Waikoukou Valley,Waitemata,12+,"1,514","1,364","1,347","1,250",822,488,149,90%,89%,66%,31%
112600,Waikoukou Valley,Waitemata,5-11,139,65,36,NA,NA,NA,NA,47%,26%,NA,NA
112700,Orewa North,Waitemata,12+,"4,612","4,256","4,227","4,048","3,219","2,198","1,116",92%,92%,80%,51%
112700,Orewa North,Waitemata,5-11,396,239,158,NA,NA,NA,NA,60%,40%,NA,NA
112800,Hatfields Beach,Waitemata,12+,"1,352","1,221","1,213","1,156",818,489,176,90%,90%,71%,36%
112800,Hatfields Beach,Waitemata,5-11,142,86,48,NA,NA,NA,NA,61%,34%,NA,NA
112900,Orewa South,Waitemata,12+,"3,741","3,491","3,477","3,358","2,679","1,864",949,93%,93%,80%,51%
112900,Orewa South,Waitemata,5-11,283,170,105,NA,NA,NA,NA,60%,37%,NA,NA
113000,Orewa Central,Waitemata,12+,"3,051","2,778","2,758","2,674","2,152","1,624",778,91%,90%,80%,48%
113000,Orewa Central,Waitemata,5-11,174,101,58,NA,NA,NA,NA,58%,33%,NA,NA
113100,Millwater North,Waitemata,12+,"3,147","2,864","2,835","2,667","1,981",936,353,91%,90%,74%,38%
113100,Millwater North,Waitemata,5-11,605,360,210,NA,NA,NA,NA,60%,35%,NA,NA
113200,Waipatukahu,Waitemata,12+,"1,236","1,088","1,078","1,012",684,406,133,88%,87%,68%,33%
113200,Waipatukahu,Waitemata,5-11,125,77,36,NA,NA,NA,NA,62%,29%,NA,NA
113300,Millwater South,Waitemata,12+,"3,345","3,076","3,046","2,846","1,942",711,226,92%,91%,68%,32%
113300,Millwater South,Waitemata,5-11,666,411,239,NA,NA,NA,NA,62%,36%,NA,NA
113400,Dairy Flat North,Waitemata,12+,"2,596","2,333","2,305","2,208","1,402",576,173,90%,89%,63%,30%
113400,Dairy Flat North,Waitemata,5-11,274,151,84,NA,NA,NA,NA,55%,31%,NA,NA
113500,Dairy Flat West,Waitemata,12+,"1,352","1,194","1,186","1,124",724,414,132,88%,88%,64%,32%
113500,Dairy Flat West,Waitemata,5-11,122,62,30,NA,NA,NA,NA,51%,25%,NA,NA
113600,Kingsway,Waitemata,12+,"2,125","1,907","1,885","1,738","1,218",605,186,90%,89%,70%,31%
113600,Kingsway,Waitemata,5-11,255,164,79,NA,NA,NA,NA,64%,31%,NA,NA
113800,Silverdale Central (Auckland),Waitemata,12+,616,570,563,543,353,131,36,93%,91%,65%,27%
113800,Silverdale Central (Auckland),Waitemata,5-11,61,38,15,NA,NA,NA,NA,62%,25%,NA,NA
113900,Red Beach West,Waitemata,12+,"2,684","2,409","2,385","2,287","1,818","1,212",630,90%,89%,79%,52%
113900,Red Beach West,Waitemata,5-11,221,114,61,NA,NA,NA,NA,52%,28%,NA,NA
114000,Red Beach East,Waitemata,12+,"3,592","3,305","3,277","3,112","2,297","1,439",601,92%,91%,74%,42%
114000,Red Beach East,Waitemata,5-11,353,193,96,NA,NA,NA,NA,55%,27%,NA,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,776","1,578","1,559","1,475",969,541,176,89%,88%,66%,33%
114100,Silverdale South (Auckland),Waitemata,5-11,189,105,32,NA,NA,NA,NA,56%,17%,NA,NA
114200,Waimauku,Waitemata,12+,"1,234","1,135","1,126","1,054",748,411,189,92%,91%,71%,46%
114200,Waimauku,Waitemata,5-11,140,82,39,NA,NA,NA,NA,59%,28%,NA,NA
114400,Vipond,Waitemata,12+,"2,553","2,331","2,319","2,225","1,584",926,440,91%,91%,71%,48%
114400,Vipond,Waitemata,5-11,299,152,97,NA,NA,NA,NA,51%,32%,NA,NA
