SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
101700,Kohukohu-Broadwood,Northland,12+,686,575,562,495,362,84%,82%,73%
101700,Kohukohu-Broadwood,Northland,5-11,66,15,Masked,NA,NA,23%,<5%,NA
101800,Whakarara,Northland,12+,"1,104",950,923,842,596,86%,84%,71%
101800,Whakarara,Northland,5-11,116,50,12,NA,NA,43%,10%,NA
101900,Kaeo,Northland,12+,"1,066",842,806,702,467,79%,76%,67%
101900,Kaeo,Northland,5-11,145,44,15,NA,NA,30%,10%,NA
102000,Omahuta Forest-Horeke,Northland,12+,972,735,701,591,373,76%,72%,63%
102000,Omahuta Forest-Horeke,Northland,5-11,157,18,Masked,NA,NA,11%,<5%,NA
102100,Hokianga South,Northland,12+,"1,164",882,843,733,510,76%,72%,70%
102100,Hokianga South,Northland,5-11,129,32,Masked,NA,NA,25%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,12+,"1,992","1,812","1,785","1,598","1,094",91%,90%,68%
102200,Lake Manuwai-Kapiro,Northland,5-11,201,85,30,NA,NA,42%,15%,NA
102300,Okaihau,Northland,12+,"1,016",876,858,762,468,86%,84%,61%
102300,Okaihau,Northland,5-11,119,35,Masked,NA,NA,29%,<5%,NA
102400,Rangitane-Purerua,Northland,12+,"1,275","1,136","1,100",982,685,89%,86%,70%
102400,Rangitane-Purerua,Northland,5-11,149,38,13,NA,NA,26%,9%,NA
102500,Waipapa,Northland,12+,717,645,628,566,380,90%,88%,67%
102500,Waipapa,Northland,5-11,96,39,14,NA,NA,41%,15%,NA
102600,Puketotara,Northland,12+,"1,618","1,443","1,411","1,272",877,89%,87%,69%
102600,Puketotara,Northland,5-11,170,68,18,NA,NA,40%,11%,NA
102700,Waima Forest,Northland,12+,969,754,724,615,356,78%,75%,58%
102700,Waima Forest,Northland,5-11,134,19,Masked,NA,NA,14%,<5%,NA
102800,Riverview,Northland,12+,"1,948",Masked,"1,822","1,652","1,289",>95%,94%,78%
102800,Riverview,Northland,5-11,202,102,28,NA,NA,50%,14%,NA
102900,Waipoua Forest,Northland,12+,"1,140",877,848,764,535,77%,74%,70%
102900,Waipoua Forest,Northland,5-11,112,15,Masked,NA,NA,13%,<5%,NA
103000,Kerikeri Central,Northland,12+,"2,352","2,188","2,153","1,954","1,403",93%,92%,72%
103000,Kerikeri Central,Northland,5-11,229,88,25,NA,NA,38%,11%,NA
103100,Kerikeri South,Northland,12+,"2,510","2,322","2,291","2,101","1,618",93%,91%,77%
103100,Kerikeri South,Northland,5-11,218,101,29,NA,NA,46%,13%,NA
103200,Ohaeawai-Waimate North,Northland,12+,"1,057",920,893,807,539,87%,84%,67%
103200,Ohaeawai-Waimate North,Northland,5-11,111,30,7,NA,NA,27%,6%,NA
103300,Puketona-Waitangi,Northland,12+,"1,256","1,100","1,088",998,724,88%,87%,73%
103300,Puketona-Waitangi,Northland,5-11,116,40,10,NA,NA,34%,9%,NA
103400,Ngapuhi,Northland,12+,"1,257","1,051","1,003",851,489,84%,80%,57%
103400,Ngapuhi,Northland,5-11,188,29,6,NA,NA,15%,<5%,NA
103500,Kaikohe,Northland,12+,"3,574","2,970","2,832","2,336","1,376",83%,79%,59%
103500,Kaikohe,Northland,5-11,665,177,34,NA,NA,27%,5%,NA
103600,Pakaraka,Northland,12+,549,483,472,418,268,88%,86%,64%
103600,Pakaraka,Northland,5-11,77,29,12,NA,NA,38%,16%,NA
103700,Haruru,Northland,12+,"1,012",855,843,784,550,84%,83%,70%
103700,Haruru,Northland,5-11,122,46,Masked,NA,NA,38%,<5%,NA
103800,Russell,Northland,12+,762,698,693,664,539,92%,91%,81%
103900,Paihia,Northland,12+,"1,526","1,361","1,334","1,233",853,89%,87%,69%
103900,Paihia,Northland,5-11,130,44,20,NA,NA,34%,15%,NA
104000,Mataraua Forest,Northland,12+,446,362,341,290,169,81%,76%,58%
104000,Mataraua Forest,Northland,5-11,68,17,Masked,NA,NA,25%,7%,NA
104100,Matawaia-Taumarere,Northland,12+,"1,263","1,029",996,824,509,81%,79%,62%
104100,Matawaia-Taumarere,Northland,5-11,200,61,9,NA,NA,30%,<5%,NA
104200,Russell Peninsula,Northland,12+,633,544,539,510,410,86%,85%,80%
104300,Opua (Far North District),Northland,12+,"1,189","1,086","1,065","1,009",764,91%,90%,76%
104300,Opua (Far North District),Northland,5-11,71,20,8,NA,NA,28%,11%,NA
104400,Russell Forest-Rawhiti,Northland,12+,623,543,526,474,332,87%,84%,70%
104400,Russell Forest-Rawhiti,Northland,5-11,74,12,Masked,NA,NA,16%,<5%,NA
104500,Moerewa,Northland,12+,"1,343","1,154","1,099",909,512,86%,82%,56%
104500,Moerewa,Northland,5-11,273,38,10,NA,NA,14%,<5%,NA
104600,Kawakawa,Northland,12+,"1,201","1,074","1,027",860,535,89%,86%,62%
104600,Kawakawa,Northland,5-11,201,46,9,NA,NA,23%,<5%,NA
104700,Maromaku,Northland,12+,586,466,454,396,235,80%,77%,59%
104700,Maromaku,Northland,5-11,100,29,7,NA,NA,29%,7%,NA
104800,Mangakahia-Hukerenui,Northland,12+,"1,562","1,351","1,309","1,118",654,86%,84%,58%
104800,Mangakahia-Hukerenui,Northland,5-11,232,66,15,NA,NA,28%,6%,NA
104900,Whangaruru,Northland,12+,"2,188","1,915","1,873","1,672","1,076",88%,86%,64%
104900,Whangaruru,Northland,5-11,242,87,16,NA,NA,36%,7%,NA
105100,Matarau,Northland,12+,"2,767","2,499","2,460","2,192","1,553",90%,89%,71%
105100,Matarau,Northland,5-11,392,168,60,NA,NA,43%,15%,NA
105200,Hikurangi,Northland,12+,"1,223","1,084","1,047",897,518,89%,86%,58%
105200,Hikurangi,Northland,5-11,227,69,18,NA,NA,30%,8%,NA
105300,Kauri,Northland,12+,"1,545","1,376","1,355","1,213",903,89%,88%,74%
105300,Kauri,Northland,5-11,197,73,24,NA,NA,37%,12%,NA
105400,Maungatapere,Northland,12+,"3,049","2,692","2,660","2,396","1,731",88%,87%,72%
105400,Maungatapere,Northland,5-11,360,163,69,NA,NA,45%,19%,NA
105500,Kamo West,Northland,12+,"1,937","1,743","1,720","1,533","1,136",90%,89%,74%
105500,Kamo West,Northland,5-11,201,99,34,NA,NA,49%,17%,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,612","1,452","1,431","1,320",974,90%,89%,74%
105600,Matapouri-Tutukaka,Northland,5-11,135,63,32,NA,NA,47%,24%,NA
105700,Kiripaka,Northland,12+,874,783,771,686,475,90%,88%,69%
105700,Kiripaka,Northland,5-11,125,56,24,NA,NA,45%,19%,NA
105800,Kamo East,Northland,12+,"2,482","2,288","2,225","1,932","1,230",92%,90%,64%
105800,Kamo East,Northland,5-11,434,161,37,NA,NA,37%,9%,NA
105900,Granfield Reserve,Northland,12+,"2,877","2,684","2,645","2,407","1,898",93%,92%,79%
105900,Granfield Reserve,Northland,5-11,283,150,48,NA,NA,53%,17%,NA
106000,Kamo Central,Northland,12+,"1,394","1,304","1,283","1,135",780,94%,92%,69%
106000,Kamo Central,Northland,5-11,217,110,22,NA,NA,51%,10%,NA
106100,Whau Valley,Northland,12+,"2,542","2,267","2,233","2,045","1,497",89%,88%,73%
106100,Whau Valley,Northland,5-11,259,110,33,NA,NA,42%,13%,NA
106200,Tikipunga North,Northland,12+,"2,882","2,699","2,648","2,349","1,655",94%,92%,70%
106200,Tikipunga North,Northland,5-11,434,135,26,NA,NA,31%,6%,NA
106300,Pukenui,Northland,12+,"2,006","1,883","1,873","1,684","1,292",94%,93%,77%
106300,Pukenui,Northland,5-11,244,151,59,NA,NA,62%,24%,NA
106400,Otangarei,Northland,12+,"1,755","1,450","1,355","1,098",571,83%,77%,52%
106400,Otangarei,Northland,5-11,298,47,Masked,NA,NA,16%,<5%,NA
106500,Tikipunga South,Northland,12+,"3,202","2,963","2,895","2,582","1,761",93%,90%,68%
106500,Tikipunga South,Northland,5-11,436,164,37,NA,NA,38%,8%,NA
106600,Kensington (Whangarei District),Northland,12+,"2,934","2,761","2,720","2,502","1,825",94%,93%,73%
106600,Kensington (Whangarei District),Northland,5-11,253,93,28,NA,NA,37%,11%,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,174","1,091","1,078",973,700,93%,92%,72%
106700,Abbey Caves-Glenbervie,Northland,5-11,133,50,18,NA,NA,38%,14%,NA
106800,Mairtown,Northland,12+,"2,210","2,036","2,012","1,845","1,394",92%,91%,76%
106800,Mairtown,Northland,5-11,211,95,31,NA,NA,45%,15%,NA
106900,Maunu-Horahora,Northland,12+,"2,963","2,743","2,709","2,459","1,877",93%,91%,76%
106900,Maunu-Horahora,Northland,5-11,353,162,51,NA,NA,46%,14%,NA
107000,Woodhill-Vinetown,Northland,12+,"2,503","2,293","2,251","2,045","1,409",92%,90%,69%
107000,Woodhill-Vinetown,Northland,5-11,239,96,28,NA,NA,40%,12%,NA
107100,Whangarei Central,Northland,12+,962,903,884,818,561,94%,92%,69%
107100,Whangarei Central,Northland,5-11,55,19,Masked,NA,NA,35%,5%,NA
107200,Riverside,Northland,12+,"1,917","1,714","1,692","1,553","1,096",89%,88%,71%
107200,Riverside,Northland,5-11,170,76,26,NA,NA,45%,15%,NA
107300,Raumanga,Northland,12+,"2,701","2,401","2,293","1,903","1,094",89%,85%,57%
107300,Raumanga,Northland,5-11,463,113,23,NA,NA,24%,<5%,NA
107400,Tarewa,Northland,12+,"1,519","1,332","1,288","1,084",630,88%,85%,58%
107400,Tarewa,Northland,5-11,311,85,22,NA,NA,27%,7%,NA
107500,Morningside (Whangarei District),Northland,12+,"1,904","1,752","1,707","1,528",950,92%,90%,62%
107500,Morningside (Whangarei District),Northland,5-11,220,82,22,NA,NA,37%,10%,NA
107600,Ngunguru,Northland,12+,"1,070",965,954,866,662,90%,89%,76%
107600,Ngunguru,Northland,5-11,119,61,24,NA,NA,51%,20%,NA
107700,Otaika-Portland,Northland,12+,"1,184","1,033","1,009",904,609,87%,85%,67%
107700,Otaika-Portland,Northland,5-11,139,60,18,NA,NA,43%,13%,NA
107800,Oakleigh-Mangapai,Northland,12+,"1,986","1,762","1,740","1,565","1,094",89%,88%,70%
107800,Oakleigh-Mangapai,Northland,5-11,224,93,38,NA,NA,42%,17%,NA
107900,Port-Limeburners,Northland,12+,182,169,163,152,96,93%,90%,63%
108000,Pataua,Northland,12+,"1,483","1,285","1,260","1,129",756,87%,85%,67%
108000,Pataua,Northland,5-11,196,72,20,NA,NA,37%,10%,NA
108100,Onerahi Park,Northland,12+,"1,408","1,322","1,305","1,215",904,94%,93%,74%
108100,Onerahi Park,Northland,5-11,187,95,37,NA,NA,51%,20%,NA
108200,Sherwood Rise,Northland,12+,"2,018","1,852","1,811","1,605","1,098",92%,90%,68%
108200,Sherwood Rise,Northland,5-11,274,85,19,NA,NA,31%,7%,NA
108300,Onerahi,Northland,12+,"2,097","1,842","1,803","1,598","1,107",88%,86%,69%
108300,Onerahi,Northland,5-11,244,76,23,NA,NA,31%,9%,NA
108500,Parua Bay,Northland,12+,"2,248","2,090","2,072","1,891","1,494",93%,92%,79%
108500,Parua Bay,Northland,5-11,261,133,44,NA,NA,51%,17%,NA
108600,Bream Bay,Northland,12+,"1,909","1,715","1,678","1,496","1,033",90%,88%,69%
108600,Bream Bay,Northland,5-11,231,86,24,NA,NA,37%,10%,NA
108700,Marsden Bay,Northland,12+,"2,371",Masked,"2,251","2,077","1,634",>95%,95%,79%
108700,Marsden Bay,Northland,5-11,249,105,45,NA,NA,42%,18%,NA
108800,Ruakaka,Northland,12+,"2,366","2,215","2,181","1,977","1,385",94%,92%,70%
108800,Ruakaka,Northland,5-11,248,78,16,NA,NA,31%,6%,NA
108900,Bream Head,Northland,12+,"1,223","1,132","1,119","1,053",821,93%,91%,78%
108900,Bream Head,Northland,5-11,120,68,19,NA,NA,57%,16%,NA
109000,Waipu,Northland,12+,"2,812","2,471","2,444","2,296","1,733",88%,87%,75%
109000,Waipu,Northland,5-11,221,74,30,NA,NA,33%,14%,NA
109100,Kaipara Coastal,Northland,12+,"3,237","2,651","2,579","2,300","1,427",82%,80%,62%
109100,Kaipara Coastal,Northland,5-11,327,95,29,NA,NA,29%,9%,NA
109200,Maungaru,Northland,12+,"1,565","1,315","1,291","1,167",714,84%,82%,61%
109200,Maungaru,Northland,5-11,165,61,14,NA,NA,37%,8%,NA
109300,Dargaville,Northland,12+,"4,350","3,727","3,610","3,230","2,126",86%,83%,66%
109300,Dargaville,Northland,5-11,448,126,32,NA,NA,28%,7%,NA
109400,Ruawai-Matakohe,Northland,12+,"2,133","1,851","1,810","1,633","1,118",87%,85%,68%
109400,Ruawai-Matakohe,Northland,5-11,264,74,24,NA,NA,28%,9%,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,555","1,279","1,243","1,131",803,82%,80%,71%
109500,Otamatea (Kaipara District),Northland,5-11,166,56,11,NA,NA,34%,7%,NA
109600,Maungaturoto,Northland,12+,"1,054",956,926,830,566,91%,88%,68%
109600,Maungaturoto,Northland,5-11,143,53,13,NA,NA,37%,9%,NA
109700,Kaiwaka,Northland,12+,"2,000","1,647","1,600","1,431",932,82%,80%,65%
109700,Kaiwaka,Northland,5-11,228,73,20,NA,NA,32%,9%,NA
109800,Mangawhai Rural,Northland,12+,"2,249","1,850","1,816","1,714","1,158",82%,81%,68%
109800,Mangawhai Rural,Northland,5-11,242,86,34,NA,NA,36%,14%,NA
109900,Mangawhai Heads,Northland,12+,"2,140","1,929","1,896","1,780","1,307",90%,89%,73%
109900,Mangawhai Heads,Northland,5-11,190,65,24,NA,NA,34%,13%,NA
110100,Mangawhai,Northland,12+,964,885,874,816,607,92%,91%,74%
110100,Mangawhai,Northland,5-11,108,34,17,NA,NA,31%,16%,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,308","1,136","1,117","1,010",623,87%,85%,62%
110200,Okahukura Peninsula,Waitemata,5-11,140,44,13,NA,NA,31%,9%,NA
110400,Cape Rodney,Waitemata,12+,"3,193","2,799","2,745","2,531","1,725",88%,86%,68%
110400,Cape Rodney,Waitemata,5-11,321,139,48,NA,NA,43%,15%,NA
110500,Wellsford,Waitemata,12+,"1,663","1,459","1,428","1,274",789,88%,86%,62%
110500,Wellsford,Waitemata,5-11,205,60,27,NA,NA,29%,13%,NA
110700,South Head,Waitemata,12+,"2,241","2,013","1,977","1,791","1,210",90%,88%,68%
110700,South Head,Waitemata,5-11,255,108,39,NA,NA,42%,15%,NA
110800,Kaipara Hills,Waitemata,12+,"1,734","1,504","1,482","1,319",796,87%,85%,60%
110800,Kaipara Hills,Waitemata,5-11,230,92,29,NA,NA,40%,13%,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,419","1,279","1,259","1,144",840,90%,89%,73%
110900,Dome Valley-Matakana,Waitemata,5-11,171,106,47,NA,NA,62%,27%,NA
111100,Warkworth West,Waitemata,12+,"2,311","2,170","2,148","1,975","1,492",94%,93%,76%
111100,Warkworth West,Waitemata,5-11,220,93,35,NA,NA,42%,16%,NA
111200,Puhoi Valley,Waitemata,12+,"3,347","3,025","2,979","2,693","1,825",90%,89%,68%
111200,Puhoi Valley,Waitemata,5-11,317,135,51,NA,NA,43%,16%,NA
111300,Warkworth East,Waitemata,12+,"3,115","2,943","2,920","2,702","1,974",94%,94%,73%
111300,Warkworth East,Waitemata,5-11,344,168,60,NA,NA,49%,17%,NA
111400,Sandspit,Waitemata,12+,927,848,833,780,600,91%,90%,77%
111400,Sandspit,Waitemata,5-11,74,28,12,NA,NA,38%,16%,NA
111500,Tawharanui Peninsula,Waitemata,12+,"1,911",Masked,Masked,"1,716","1,330",>95%,>95%,78%
111500,Tawharanui Peninsula,Waitemata,5-11,165,103,41,NA,NA,62%,25%,NA
111600,Te Kuru,Waitemata,12+,"2,113","1,973","1,945","1,757","1,160",93%,92%,66%
111600,Te Kuru,Waitemata,5-11,277,133,31,NA,NA,48%,11%,NA
111700,Snells Beach,Waitemata,12+,"3,163","2,917","2,895","2,655","1,971",92%,92%,74%
111700,Snells Beach,Waitemata,5-11,326,163,59,NA,NA,50%,18%,NA
111800,Barrier Islands,Auckland,12+,940,786,770,725,547,84%,82%,75%
111800,Barrier Islands,Auckland,5-11,82,22,9,NA,NA,27%,11%,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,138",993,979,923,725,87%,86%,79%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,79,35,7,NA,NA,44%,9%,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,577","1,425","1,412","1,287",886,90%,90%,69%
112100,Wainui-Waiwera,Waitemata,5-11,153,58,19,NA,NA,38%,12%,NA
112200,Parakai,Waitemata,12+,894,799,788,686,454,89%,88%,66%
112200,Parakai,Waitemata,5-11,124,61,25,NA,NA,49%,20%,NA
112300,Helensville Rural,Waitemata,12+,"1,401","1,286","1,273","1,170",806,92%,91%,69%
112300,Helensville Rural,Waitemata,5-11,141,59,27,NA,NA,42%,19%,NA
112400,Helensville,Waitemata,12+,"2,400","2,232","2,187","1,983","1,349",93%,91%,68%
112400,Helensville,Waitemata,5-11,324,166,70,NA,NA,51%,22%,NA
112500,Waitoki,Waitemata,12+,"1,417","1,308","1,295","1,186",781,92%,91%,66%
112500,Waitoki,Waitemata,5-11,171,75,27,NA,NA,44%,16%,NA
112600,Waikoukou Valley,Waitemata,12+,"1,455","1,353","1,335","1,171",779,93%,92%,67%
112600,Waikoukou Valley,Waitemata,5-11,170,64,26,NA,NA,38%,15%,NA
112700,Orewa North,Waitemata,12+,"4,407","4,174","4,146","3,882","3,085",95%,94%,79%
112700,Orewa North,Waitemata,5-11,405,224,120,NA,NA,55%,30%,NA
112800,Hatfields Beach,Waitemata,12+,"1,321","1,239","1,229","1,136",798,94%,93%,70%
112800,Hatfields Beach,Waitemata,5-11,138,77,34,NA,NA,56%,25%,NA
112900,Orewa South,Waitemata,12+,"3,550",Masked,"3,355","3,164","2,547",>95%,95%,80%
112900,Orewa South,Waitemata,5-11,249,156,69,NA,NA,63%,28%,NA
113000,Orewa Central,Waitemata,12+,"2,976","2,786","2,762","2,623","2,097",94%,93%,80%
113000,Orewa Central,Waitemata,5-11,181,97,37,NA,NA,54%,20%,NA
113100,Millwater North,Waitemata,12+,"3,035",Masked,"2,871","2,616","1,939",>95%,95%,74%
113100,Millwater North,Waitemata,5-11,572,362,143,NA,NA,63%,25%,NA
113200,Waipatukahu,Waitemata,12+,"1,186","1,088","1,077",966,660,92%,91%,68%
113200,Waipatukahu,Waitemata,5-11,133,79,22,NA,NA,59%,17%,NA
113300,Millwater South,Waitemata,12+,"3,098",Masked,Masked,"2,712","1,852",>95%,>95%,68%
113300,Millwater South,Waitemata,5-11,626,409,160,NA,NA,65%,26%,NA
113400,Dairy Flat North,Waitemata,12+,"2,210",Masked,"2,081","1,902","1,183",>95%,94%,62%
113400,Dairy Flat North,Waitemata,5-11,243,129,51,NA,NA,53%,21%,NA
113500,Dairy Flat West,Waitemata,12+,"1,291","1,193","1,187","1,074",715,92%,92%,67%
113500,Dairy Flat West,Waitemata,5-11,126,58,16,NA,NA,46%,13%,NA
113600,Kingsway,Waitemata,12+,"2,021","1,916","1,891","1,682","1,156",95%,94%,69%
113600,Kingsway,Waitemata,5-11,283,159,52,NA,NA,56%,18%,NA
113800,Silverdale Central (Auckland),Waitemata,12+,472,Masked,Masked,418,269,>95%,>95%,64%
113800,Silverdale Central (Auckland),Waitemata,5-11,50,29,10,NA,NA,58%,20%,NA
113900,Red Beach West,Waitemata,12+,"2,558","2,320","2,299","2,144","1,693",91%,90%,79%
113900,Red Beach West,Waitemata,5-11,213,107,45,NA,NA,50%,21%,NA
114000,Red Beach East,Waitemata,12+,"3,483",Masked,"3,307","3,045","2,230",>95%,95%,73%
114000,Red Beach East,Waitemata,5-11,365,189,65,NA,NA,52%,18%,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,714","1,584","1,564","1,423",942,92%,91%,66%
114100,Silverdale South (Auckland),Waitemata,5-11,187,99,17,NA,NA,53%,9%,NA
114200,Waimauku,Waitemata,12+,"1,157",Masked,"1,098",997,707,>95%,95%,71%
114200,Waimauku,Waitemata,5-11,134,77,29,NA,NA,57%,22%,NA
114400,Vipond,Waitemata,12+,"2,489","2,353","2,341","2,168","1,549",95%,94%,71%
114400,Vipond,Waitemata,5-11,308,160,79,NA,NA,52%,26%,NA
114500,Muriwai,Waitemata,12+,951,876,861,796,577,92%,91%,72%
114500,Muriwai,Waitemata,5-11,123,83,24,NA,NA,67%,20%,NA
114600,Stanmore Bay West,Waitemata,12+,"2,229","2,089","2,063","1,866","1,258",94%,93%,67%
114600,Stanmore Bay West,Waitemata,5-11,331,172,83,NA,NA,52%,25%,NA
114700,Kumeu Rural West,Waitemata,12+,"1,502","1,414","1,393","1,293",882,94%,93%,68%
114700,Kumeu Rural West,Waitemata,5-11,114,54,22,NA,NA,47%,19%,NA
114800,Okura Bush,Waitemata,12+,"1,221","1,121","1,103","1,029",707,92%,90%,69%
114800,Okura Bush,Waitemata,5-11,140,85,39,NA,NA,61%,28%,NA
114900,Whangaparoa Central,Waitemata,12+,"3,735","3,537","3,505","3,180","2,241",95%,94%,70%
114900,Whangaparoa Central,Waitemata,5-11,415,232,93,NA,NA,56%,22%,NA
115000,Kumeu-Huapai,Waitemata,12+,"4,009",Masked,Masked,"3,599","2,624",>95%,>95%,73%
115000,Kumeu-Huapai,Waitemata,5-11,550,449,181,NA,NA,82%,33%,NA
115100,Stanmore Bay East,Waitemata,12+,"2,350","2,172","2,133","1,917","1,350",92%,91%,70%
115100,Stanmore Bay East,Waitemata,5-11,272,137,47,NA,NA,50%,17%,NA
115200,Manly West,Waitemata,12+,"2,065","1,925","1,908","1,765","1,246",93%,92%,71%
115200,Manly West,Waitemata,5-11,230,122,62,NA,NA,53%,27%,NA
115300,Muriwai Valley-Bethells Beach,Waitemata,12+,933,846,835,764,530,91%,89%,69%
115300,Muriwai Valley-Bethells Beach,Waitemata,5-11,122,73,28,NA,NA,60%,23%,NA
115400,Tindalls-Matakatia,Waitemata,12+,"1,773","1,656","1,643","1,520","1,098",93%,93%,72%
115400,Tindalls-Matakatia,Waitemata,5-11,153,87,40,NA,NA,57%,26%,NA
115500,Coatesville,Waitemata,12+,"2,037","1,909","1,892","1,715","1,245",94%,93%,73%
115500,Coatesville,Waitemata,5-11,222,108,44,NA,NA,49%,20%,NA
115600,Dairy Flat South,Waitemata,12+,"1,473","1,390","1,374","1,257",881,94%,93%,70%
115600,Dairy Flat South,Waitemata,5-11,135,63,34,NA,NA,47%,25%,NA
115700,Gulf Harbour North,Waitemata,12+,"2,492",Masked,Masked,"2,165","1,552",>95%,>95%,72%
115700,Gulf Harbour North,Waitemata,5-11,321,198,91,NA,NA,62%,28%,NA
115800,Manly East,Waitemata,12+,"3,153","2,885","2,862","2,658","1,974",92%,91%,74%
115800,Manly East,Waitemata,5-11,336,200,76,NA,NA,60%,23%,NA
115900,Riverhead,Waitemata,12+,"2,566",Masked,Masked,"2,247","1,678",>95%,>95%,75%
115900,Riverhead,Waitemata,5-11,419,325,167,NA,NA,78%,40%,NA
116000,Army Bay,Waitemata,12+,"1,326",Masked,"1,239","1,135",873,>95%,93%,77%
116000,Army Bay,Waitemata,5-11,168,96,42,NA,NA,57%,25%,NA
116100,Kumeu Rural East,Waitemata,12+,"2,288","2,085","2,070","1,920","1,302",91%,90%,68%
116100,Kumeu Rural East,Waitemata,5-11,215,119,46,NA,NA,55%,21%,NA
116200,Gulf Harbour South,Waitemata,12+,"2,566","2,414","2,399","2,231","1,654",94%,93%,74%
116200,Gulf Harbour South,Waitemata,5-11,268,166,86,NA,NA,62%,32%,NA
116300,Paremoremo West,Waitemata,12+,823,770,762,697,481,94%,93%,69%
116300,Paremoremo West,Waitemata,5-11,94,42,27,NA,NA,45%,29%,NA
116400,Taupaki,Waitemata,12+,"1,540","1,396","1,382","1,269",878,91%,90%,69%
116400,Taupaki,Waitemata,5-11,141,69,23,NA,NA,49%,16%,NA
116500,Long Bay,Waitemata,12+,"2,054",Masked,Masked,"1,868","1,311",>95%,>95%,70%
116500,Long Bay,Waitemata,5-11,304,218,101,NA,NA,72%,33%,NA
116600,Paremoremo East,Waitemata,12+,"1,784","1,688","1,663","1,510","1,026",95%,93%,68%
116600,Paremoremo East,Waitemata,5-11,201,98,51,NA,NA,49%,25%,NA
116700,Albany Heights,Waitemata,12+,"3,053",Masked,Masked,"2,863","1,932",>95%,>95%,67%
116700,Albany Heights,Waitemata,5-11,379,251,115,NA,NA,66%,30%,NA
116800,Awaruku,Waitemata,12+,"3,757",Masked,Masked,"3,281","2,362",>95%,>95%,72%
116800,Awaruku,Waitemata,5-11,441,284,127,NA,NA,64%,29%,NA
